Date;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
29/06/2017;5;9;25;Muy buena / Oso ona;16;61;67;Buena / Ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;225;67;1010,4;0,1;182,1;17,3;3,7;Buena / Ona
28/06/2017;5;9;23;Muy buena / Oso ona;17;52;67;Buena / Ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;231;75;1006;0,1;178,8;19,4;3,34;Buena / Ona
27/06/2017;7;12;33;Muy buena / Oso ona;22;38;60;Muy buena / Oso ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;256;91;1008,7;0;99,8;19,5;0,74;Muy buena / Oso ona
26/06/2017;6;12;27;Muy buena / Oso ona;21;37;59;Muy buena / Oso ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;252;88;1010,1;0;159;21,2;1,36;Muy buena / Oso ona
25/06/2017;3;11;23;Muy buena / Oso ona;15;37;59;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;16;83;1016,7;0;139,9;20,4;0,86;Muy buena / Oso ona
24/06/2017;3;10;19;Muy buena / Oso ona;14;51;73;Buena / Ona;24;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;12;77;1021,4;0;189,2;21,2;1,1;Buena / Ona
23/06/2017;5;12;35;Muy buena / Oso ona;19;52;68;Buena / Ona;26;Buena / Ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;;93;1022,8;0;107,3;;;Buena / Ona
22/06/2017;4;11;29;Muy buena / Oso ona;16;81;101;Mejorable / Hobetzeko modukoa;32;Buena / Ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;298;93;1018,4;0;42,5;20,8;1,22;Mejorable / Hobetzeko modukoa
21/06/2017;11;32;84;Buena / Ona;49;87;151;Mala / Txarra;33;Buena / Ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;40;70;1013,7;0;281,6;26,7;0,48;Mala / Txarra
20/06/2017;10;25;83;Buena / Ona;40;87;127;Mejorable / Hobetzeko modukoa;26;Buena / Ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;;75;1014,9;0;250,7;;;Mejorable / Hobetzeko modukoa
19/06/2017;17;21;66;Buena / Ona;46;85;134;Mejorable / Hobetzeko modukoa;33;Buena / Ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;;87;1012,8;0;299;;;Mejorable / Hobetzeko modukoa
18/06/2017;3;17;26;Muy buena / Oso ona;22;65;111;Mejorable / Hobetzeko modukoa;22;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;24;80;1014,2;0;304,7;21,6;0,7;Mejorable / Hobetzeko modukoa
17/06/2017;3;12;22;Muy buena / Oso ona;17;53;86;Buena / Ona;23;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;342;85;1020,6;0;290;19,8;0,81;Buena / Ona
16/06/2017;6;17;61;Buena / Ona;26;53;63;Buena / Ona;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;22;93;1024,4;0;143,8;18,8;0,99;Buena / Ona
15/06/2017;5;13;36;Muy buena / Oso ona;21;67;73;Buena / Ona;17;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;297;97;1021,3;0;60,4;18;1,07;Buena / Ona
14/06/2017;5;14;43;Muy buena / Oso ona;22;65;80;Buena / Ona;25;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;;91;1014,7;0;234,9;;;Buena / Ona
13/06/2017;7;14;47;Muy buena / Oso ona;24;50;68;Buena / Ona;24;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;287;89;1014,4;0;209;19,6;0,61;Buena / Ona
12/06/2017;5;11;34;Muy buena / Oso ona;19;45;61;Buena / Ona;18;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona;18;87;1019,1;0;145,7;19,2;1,41;Buena / Ona
11/06/2017;1;5;15;Muy buena / Oso ona;7;58;69;Buena / Ona;21;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona;267;89;1019,3;0;175;19,5;0,9;Buena / Ona
10/06/2017;3;10;19;Muy buena / Oso ona;15;50;80;Buena / Ona;19;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona;343;85;1017,5;0;291,3;20,5;0,84;Buena / Ona
09/06/2017;6;15;50;Muy buena / Oso ona;24;46;62;Buena / Ona;16;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;354;88;1017,2;0;148;18;0,81;Buena / Ona
08/06/2017;26;22;94;Buena / Ona;61;56;88;Buena / Ona;24;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;215;82;1013,3;0,1;260,3;19,6;1,64;Buena / Ona
07/06/2017;8;17;43;Muy buena / Oso ona;29;45;74;Buena / Ona;21;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;;88;1021;0;288,6;;;Buena / Ona
06/06/2017;6;12;41;Muy buena / Oso ona;20;61;66;Buena / Ona;21;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;231;74;1018,6;0;110,3;16,6;1,56;Buena / Ona
05/06/2017;13;23;74;Buena / Ona;42;49;67;Buena / Ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;357;83;1015,3;0,2;234,2;17,2;0,58;Buena / Ona
04/06/2017;3;12;28;Muy buena / Oso ona;17;49;62;Buena / Ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;251;91;1020,3;0,1;40,1;14,2;0,66;Buena / Ona
03/06/2017;4;12;38;Muy buena / Oso ona;18;57;75;Buena / Ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;232;93;1019,5;0,2;36,9;15,7;1,04;Buena / Ona
02/06/2017;6;14;47;Muy buena / Oso ona;22;64;77;Buena / Ona;17;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona;288;92;1017,9;0;79,8;18,3;1,04;Buena / Ona
01/06/2017;14;19;50;Muy buena / Oso ona;39;53;87;Buena / Ona;21;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona;19;90;1017,7;0;270,7;18,7;0,44;Buena / Ona
31/05/2017;5;10;33;Muy buena / Oso ona;17;44;55;Muy buena / Oso ona;10;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona;;92;1019,3;0;238,7;;;Muy buena / Oso ona
30/05/2017;5;13;58;Buena / Ona;21;62;86;Buena / Ona;8;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;4;90;1018,9;0;96,4;17,3;1,17;Buena / Ona
29/05/2017;8;18;70;Buena / Ona;29;67;85;Buena / Ona;17;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona;324;93;1015,4;0,1;111;17,7;1,1;Buena / Ona
28/05/2017;3;12;22;Muy buena / Oso ona;15;79;84;Buena / Ona;23;Muy buena / Oso ona;17;Buena / Ona;1;Muy buena / Oso ona;1;78;1012,9;0;151,7;20,8;0,83;Buena / Ona
27/05/2017;4;20;49;Muy buena / Oso ona;26;62;97;Buena / Ona;31;Buena / Ona;15;Muy buena / Oso ona;1;Muy buena / Oso ona;20;86;1013,2;0;254,8;20,1;0,86;Buena / Ona
26/05/2017;14;24;94;Buena / Ona;46;85;126;Mejorable / Hobetzeko modukoa;29;Buena / Ona;21;Buena / Ona;2;Muy buena / Oso ona;;88;1011,9;0,1;270,7;;;Mejorable / Hobetzeko modukoa
25/05/2017;31;35;89;Buena / Ona;82;71;115;Mejorable / Hobetzeko modukoa;30;Buena / Ona;17;Buena / Ona;3;Muy buena / Oso ona;;95;1011,9;0;286,2;;;Mejorable / Hobetzeko modukoa
24/05/2017;8;20;43;Muy buena / Oso ona;33;56;92;Buena / Ona;23;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;;90;1018,6;0;284,7;;;Buena / Ona
23/05/2017;5;13;54;Buena / Ona;20;62;82;Buena / Ona;16;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;;89;1023,3;0;252,2;;;Buena / Ona
22/05/2017;9;16;79;Buena / Ona;30;80;96;Buena / Ona;26;Buena / Ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;;86;1017,7;0;133,6;;;Buena / Ona
21/05/2017;5;18;34;Muy buena / Oso ona;26;57;82;Buena / Ona;11;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;210;57;1015,1;0;237,2;21,1;1,22;Buena / Ona
20/05/2017;3;13;26;Muy buena / Oso ona;17;58;79;Buena / Ona;11;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;317;77;1024,1;0;220,7;14;0,46;Buena / Ona
19/05/2017;9;15;44;Muy buena / Oso ona;29;55;77;Buena / Ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;225;79;1021,7;0;151,1;12,4;1,19;Buena / Ona
18/05/2017;9;19;48;Muy buena / Oso ona;33;63;70;Buena / Ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;;92;1018,1;0,3;49,8;;;Buena / Ona
17/05/2017;9;20;62;Buena / Ona;34;57;85;Buena / Ona;18;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;243;88;1018,3;0;69,5;16,3;0,65;Buena / Ona
16/05/2017;15;30;66;Buena / Ona;52;64;98;Buena / Ona;21;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona;;90;1023,1;0;220,4;;;Buena / Ona
15/05/2017;13;26;55;Buena / Ona;46;59;95;Buena / Ona;11;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;;90;1024,9;0;248,6;;;Buena / Ona
14/05/2017;4;16;33;Muy buena / Oso ona;22;50;81;Buena / Ona;11;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;25;75;1022,5;0;279,9;16,9;0,86;Buena / Ona
13/05/2017;2;13;33;Muy buena / Oso ona;17;59;90;Buena / Ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona;346;78;1014,6;0;221,5;15,4;0,85;Buena / Ona
12/05/2017;4;12;31;Muy buena / Oso ona;18;77;88;Buena / Ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona;214;62;1003,3;0;181;19,2;3,24;Buena / Ona
11/05/2017;4;13;29;Muy buena / Oso ona;19;75;84;Buena / Ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona;214;56;995,7;0;173,2;19;3,38;Buena / Ona
10/05/2017;7;23;56;Buena / Ona;33;60;87;Buena / Ona;16;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;221;78;999,2;0,1;242,2;17,8;1,66;Buena / Ona
09/05/2017;9;25;52;Buena / Ona;39;43;79;Buena / Ona;20;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;350;89;1009;0;194;13,2;0,72;Buena / Ona
08/05/2017;13;20;53;Buena / Ona;41;47;76;Buena / Ona;11;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;32;88;1020;0;258,9;12,1;0,6;Buena / Ona
07/05/2017;3;14;25;Muy buena / Oso ona;18;55;83;Buena / Ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;24;74;1022,5;0;276,2;13,8;0,88;Buena / Ona
06/05/2017;5;13;40;Muy buena / Oso ona;21;62;92;Buena / Ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;297;70;1016,3;0;280,5;15;0,61;Buena / Ona
05/05/2017;13;23;60;Buena / Ona;44;61;93;Buena / Ona;21;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;203;76;1005,7;0,1;121,4;18,2;1,4;Buena / Ona
04/05/2017;12;23;50;Muy buena / Oso ona;41;53;86;Buena / Ona;20;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;12;86;1011;0;199,4;13,7;0,6;Buena / Ona
03/05/2017;11;18;49;Muy buena / Oso ona;34;49;76;Buena / Ona;14;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;21;87;1016,4;0;238,9;14;1,16;Buena / Ona
02/05/2017;8;15;64;Buena / Ona;27;63;77;Buena / Ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;265;87;1020;0,1;94,4;14;1,2;Buena / Ona
01/05/2017;2;10;21;Muy buena / Oso ona;12;67;89;Buena / Ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;265;71;1019,4;0;221,4;11,1;0,87;Buena / Ona
30/04/2017;;;;Sin datos / Daturik gabe;9;79;91;Buena / Ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;217;72;1007,1;0,1;60,4;12,5;3,21;Buena / Ona
29/04/2017;;;;Sin datos / Daturik gabe;20;69;96;Buena / Ona;14;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;191;58;1009,1;0;212,8;14,5;3,42;Buena / Ona
28/04/2017;12;26;60;Buena / Ona;40;59;92;Buena / Ona;15;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;21;70;1019;0;258,9;9,8;0,74;Buena / Ona
27/04/2017;;;;Sin datos / Daturik gabe;33;72;91;Buena / Ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;24;61;1019,2;0;248,7;9,8;1,21;Buena / Ona
26/04/2017;;;;Sin datos / Daturik gabe;26;80;95;Buena / Ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona;23;74;1014,6;0,1;156,1;9,6;2,38;Buena / Ona
25/04/2017;;;;Sin datos / Daturik gabe;39;60;71;Buena / Ona;18;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;307;85;1009,4;0,1;53;12,7;0,61;Buena / Ona
24/04/2017;28;30;80;Buena / Ona;64;55;88;Buena / Ona;22;Muy buena / Oso ona;11;Muy buena / Oso ona;6;Muy buena / Oso ona;351;84;1013,7;0;236,7;12,8;0,56;Buena / Ona
23/04/2017;7;27;52;Buena / Ona;34;65;112;Mejorable / Hobetzeko modukoa;21;Muy buena / Oso ona;12;Muy buena / Oso ona;7;Muy buena / Oso ona;19;70;1017,9;0;243,9;13,8;0,46;Mejorable / Hobetzeko modukoa
22/04/2017;4;26;76;Buena / Ona;31;88;124;Mejorable / Hobetzeko modukoa;18;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;360;46;1020,5;0;244,6;16,1;0,2;Mejorable / Hobetzeko modukoa
21/04/2017;25;36;83;Buena / Ona;67;57;104;Mejorable / Hobetzeko modukoa;23;Muy buena / Oso ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona;17;68;1024,2;0;240;11,6;0,76;Mejorable / Hobetzeko modukoa
20/04/2017;14;30;70;Buena / Ona;42;66;93;Buena / Ona;17;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;37;49;1025,6;0;243;11,5;1,64;Buena / Ona
19/04/2017;;;;Sin datos / Daturik gabe;20;86;99;Buena / Ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;;65;1024,3;0;238,7;;;Buena / Ona
18/04/2017;;;;Sin datos / Daturik gabe;24;70;95;Buena / Ona;25;Muy buena / Oso ona;8;Muy buena / Oso ona;6;Muy buena / Oso ona;23;75;1021,7;0;204,6;14,4;1,72;Buena / Ona
17/04/2017;6;14;25;Muy buena / Oso ona;21;50;87;Buena / Ona;18;Muy buena / Oso ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona;353;83;1020,8;0;222,1;12,7;0,94;Buena / Ona
16/04/2017;;;;Sin datos / Daturik gabe;17;54;85;Buena / Ona;11;Muy buena / Oso ona;6;Muy buena / Oso ona;6;Muy buena / Oso ona;30;80;1024,7;0;164,7;12,7;0,67;Buena / Ona
15/04/2017;;;;Sin datos / Daturik gabe;14;67;89;Buena / Ona;15;Muy buena / Oso ona;9;Muy buena / Oso ona;7;Muy buena / Oso ona;317;82;1023,5;0;89,3;13,6;0,5;Buena / Ona
14/04/2017;;;;Sin datos / Daturik gabe;14;71;100;Buena / Ona;23;Muy buena / Oso ona;10;Muy buena / Oso ona;6;Muy buena / Oso ona;300;81;1020,4;0;125,8;13,2;0,74;Buena / Ona
13/04/2017;;;;Sin datos / Daturik gabe;24;61;104;Mejorable / Hobetzeko modukoa;22;Muy buena / Oso ona;10;Muy buena / Oso ona;7;Muy buena / Oso ona;4;83;1018,7;0;213,1;12,8;0,62;Mejorable / Hobetzeko modukoa
12/04/2017;10;21;52;Buena / Ona;35;59;96;Buena / Ona;22;Muy buena / Oso ona;12;Muy buena / Oso ona;7;Muy buena / Oso ona;357;84;1021,2;0;199,3;12,7;0,48;Buena / Ona
11/04/2017;5;15;32;Muy buena / Oso ona;21;83;99;Buena / Ona;25;Muy buena / Oso ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;309;81;1025,3;0;136;13,5;0,89;Buena / Ona
10/04/2017;4;16;28;Muy buena / Oso ona;21;91;101;Mejorable / Hobetzeko modukoa;25;Muy buena / Oso ona;20;Buena / Ona;7;Muy buena / Oso ona;278;92;1024,9;0;54;13;0,6;Mejorable / Hobetzeko modukoa
09/04/2017;6;25;50;Muy buena / Oso ona;34;66;114;Mejorable / Hobetzeko modukoa;24;Muy buena / Oso ona;17;Buena / Ona;9;Muy buena / Oso ona;4;81;1020,3;0;206,6;14,7;0,81;Mejorable / Hobetzeko modukoa
08/04/2017;21;36;81;Buena / Ona;68;52;111;Mejorable / Hobetzeko modukoa;18;Muy buena / Oso ona;11;Muy buena / Oso ona;9;Muy buena / Oso ona;61;59;1017;0;208,1;17,5;0,25;Mejorable / Hobetzeko modukoa
07/04/2017;14;27;73;Buena / Ona;46;57;95;Buena / Ona;23;Muy buena / Oso ona;12;Muy buena / Oso ona;9;Muy buena / Oso ona;333;84;1020,9;0;203,5;11,5;0,48;Buena / Ona
06/04/2017;24;24;79;Buena / Ona;52;63;88;Buena / Ona;38;Buena / Ona;14;Muy buena / Oso ona;9;Muy buena / Oso ona;;92;1024,7;0;196,7;;;Buena / Ona
05/04/2017;6;15;33;Muy buena / Oso ona;20;79;87;Buena / Ona;17;Muy buena / Oso ona;7;Muy buena / Oso ona;8;Muy buena / Oso ona;359;85;1025,9;0;129,7;12,9;1,65;Buena / Ona
04/04/2017;7;16;32;Muy buena / Oso ona;24;75;84;Buena / Ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;7;Muy buena / Oso ona;311;87;1027;0,1;121,3;12,4;0,86;Buena / Ona
03/04/2017;18;24;57;Buena / Ona;50;50;83;Buena / Ona;16;Muy buena / Oso ona;8;Muy buena / Oso ona;8;Muy buena / Oso ona;17;87;1025;0;205,3;11,5;0,78;Buena / Ona
02/04/2017;3;12;23;Muy buena / Oso ona;16;80;95;Buena / Ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;8;Muy buena / Oso ona;275;82;1023,6;0,1;142,9;11,5;0,3;Buena / Ona
01/04/2017;4;12;31;Muy buena / Oso ona;17;79;94;Buena / Ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;8;Muy buena / Oso ona;220;85;1019,7;0,1;63,4;11,1;2,76;Buena / Ona
31/03/2017;11;26;87;Buena / Ona;42;74;103;Mejorable / Hobetzeko modukoa;17;Muy buena / Oso ona;8;Muy buena / Oso ona;7;Muy buena / Oso ona;291;81;1017,3;0,1;113,1;15,1;0,72;Mejorable / Hobetzeko modukoa
30/03/2017;13;25;88;Buena / Ona;44;69;;Sin datos / Daturik gabe;14;Muy buena / Oso ona;8;Muy buena / Oso ona;8;Muy buena / Oso ona;189;54;1018,4;0;179,6;19,9;2,53;Buena / Ona
29/03/2017;25;42;88;Buena / Ona;80;42;86;Buena / Ona;17;Muy buena / Oso ona;9;Muy buena / Oso ona;8;Muy buena / Oso ona;;78;1023,4;0;187,2;;;Buena / Ona
28/03/2017;12;27;87;Buena / Ona;44;66;94;Buena / Ona;11;Muy buena / Oso ona;7;Muy buena / Oso ona;7;Muy buena / Oso ona;324;74;1024,3;0;200,7;13,9;0,55;Buena / Ona
27/03/2017;3;15;26;Muy buena / Oso ona;20;89;95;Buena / Ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;6;Muy buena / Oso ona;200;55;1016;0;98,1;15,7;3,34;Buena / Ona
26/03/2017;3;18;56;Buena / Ona;24;75;89;Buena / Ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;192;50;1013,1;0;151;15,3;2,7;Buena / Ona
25/03/2017;3;19;37;Muy buena / Oso ona;23;71;81;Buena / Ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona;217;87;1011,2;0,3;16,4;8,5;1,81;Buena / Ona
24/03/2017;9;36;70;Buena / Ona;50;49;83;Buena / Ona;13;Muy buena / Oso ona;6;Muy buena / Oso ona;6;Muy buena / Oso ona;31;71;1015,1;0;172,1;9,4;0,33;Buena / Ona
23/03/2017;10;32;71;Buena / Ona;48;55;81;Buena / Ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;225;69;1009,2;0;158,8;8,5;0,83;Buena / Ona
22/03/2017;9;27;89;Buena / Ona;41;58;75;Buena / Ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;6;Muy buena / Oso ona;225;86;1009,9;0,1;54,5;8,3;1,18;Buena / Ona
21/03/2017;10;27;62;Buena / Ona;43;57;79;Buena / Ona;15;Muy buena / Oso ona;8;Muy buena / Oso ona;7;Muy buena / Oso ona;251;87;1017,5;0,1;35,5;10;0,44;Buena / Ona
20/03/2017;8;24;63;Buena / Ona;36;58;78;Buena / Ona;18;Muy buena / Oso ona;9;Muy buena / Oso ona;7;Muy buena / Oso ona;271;82;1017,8;0;44,4;11,3;0,47;Buena / Ona
19/03/2017;6;19;39;Muy buena / Oso ona;28;54;89;Buena / Ona;17;Muy buena / Oso ona;8;Muy buena / Oso ona;6;Muy buena / Oso ona;2;81;1021,4;0;172,8;9,9;0,47;Buena / Ona
18/03/2017;3;16;42;Muy buena / Oso ona;21;66;81;Buena / Ona;18;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;16;74;1024,9;0;71,1;11,5;0,73;Buena / Ona
17/03/2017;8;18;70;Buena / Ona;30;77;84;Buena / Ona;29;Buena / Ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;274;85;1023,5;0;92,3;12,7;0,91;Buena / Ona
16/03/2017;37;37;97;Buena / Ona;95;49;94;Buena / Ona;25;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;189;53;1019,9;0;189,7;16,9;1,9;Buena / Ona
15/03/2017;8;23;63;Buena / Ona;36;56;82;Buena / Ona;40;Buena / Ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;341;88;1027,5;0;153,4;12,3;0,69;Buena / Ona
14/03/2017;14;23;58;Buena / Ona;44;48;73;Buena / Ona;33;Buena / Ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona;344;92;1032,3;0;66,4;11,8;0,72;Buena / Ona
13/03/2017;6;13;30;Muy buena / Oso ona;23;72;86;Buena / Ona;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;26;92;1027,3;0,2;7,9;10,9;3,09;Buena / Ona
12/03/2017;2;7;15;Muy buena / Oso ona;11;86;92;Buena / Ona;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;226;86;1019,8;0,2;31,8;11,6;2,47;Buena / Ona
11/03/2017;18;27;70;Buena / Ona;55;49;86;Buena / Ona;25;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;218;74;1016,9;0;128,4;13,9;1,29;Buena / Ona
10/03/2017;44;41;66;Buena / Ona;108;18;45;Muy buena / Oso ona;33;Buena / Ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona;128;89;1020,6;0;169,5;11;0,2;Buena / Ona
09/03/2017;26;21;42;Muy buena / Oso ona;60;;;Sin datos / Daturik gabe;24;Muy buena / Oso ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;30;87;1026,1;0;153,5;11,8;0,6;Muy buena / Oso ona
08/03/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;24;87;1027,9;0;135,4;13,7;0,86;Muy buena / Oso ona
07/03/2017;;;;Sin datos / Daturik gabe;;56;81;Buena / Ona;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;4;Muy buena / Oso ona;222;89;1026,1;0,1;18,1;12,2;2;Buena / Ona
06/03/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;223;80;1021,4;0,1;35,1;13,7;2,12;Muy buena / Oso ona
05/03/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;225;72;1013,5;0;62,6;12,7;2,05;Muy buena / Oso ona
04/03/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;222;69;1004,8;0;85;8,9;2,84;Muy buena / Oso ona
03/03/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;;70;1000,7;0,2;95,2;;;Muy buena / Oso ona
02/03/2017;26;33;62;Buena / Ona;72;25;48;Muy buena / Oso ona;;Sin datos / Daturik gabe;10;Muy buena / Oso ona;3;Muy buena / Oso ona;103;79;1015,4;0;127;12,1;0,17;Buena / Ona
01/03/2017;8;19;59;Buena / Ona;31;46;64;Buena / Ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;2;Muy buena / Oso ona;225;67;1016,5;0;130,5;12,3;2,18;Buena / Ona
28/02/2017;;;;Sin datos / Daturik gabe;;57;73;Buena / Ona;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;2;Muy buena / Oso ona;238;81;1011,2;0,1;29,2;10,6;2,19;Buena / Ona
27/02/2017;;;;Sin datos / Daturik gabe;;55;77;Buena / Ona;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;5;Muy buena / Oso ona;214;73;1010,2;0;145,2;12,9;1,99;Buena / Ona
