Date;CO (mg/m3);CO 8h max (mg/m3);CO 8h max - ICA;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
18/07/2017;0,14;0,19;Muy buena / Oso ona;1;7;15;Muy buena / Oso ona;8;89;105;Mejorable / Hobetzeko modukoa;25;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;163;56;971,2;0,1;197,9;26,5;1,58;Mejorable / Hobetzeko modukoa
17/07/2017;0,23;;Sin datos / Daturik gabe;2;11;41;Muy buena / Oso ona;15;74;108;Mejorable / Hobetzeko modukoa;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;131;55;973,8;0;188,1;28;1,31;Mejorable / Hobetzeko modukoa
16/07/2017;0,3;0,33;Muy buena / Oso ona;1;7;13;Muy buena / Oso ona;7;55;81;Buena / Ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;5;75;980,4;0;237,9;22,3;0,65;Buena / Ona
15/07/2017;0,22;0,24;Muy buena / Oso ona;0;4;8;Muy buena / Oso ona;4;61;66;Buena / Ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;18;76;982,4;0;190,1;19,2;2,31;Buena / Ona
14/07/2017;0,23;0,26;Muy buena / Oso ona;1;7;25;Muy buena / Oso ona;9;46;60;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;5;79;982,9;0;66,8;18,2;1,19;Muy buena / Oso ona
13/07/2017;0,23;0,24;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;8;47;54;Muy buena / Oso ona;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;11;80;982,2;0;59,9;19,1;1,17;Muy buena / Oso ona
12/07/2017;0,26;0,3;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;19;34;54;Muy buena / Oso ona;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;355;81;980,8;0;94,8;19,6;0,8;Muy buena / Oso ona
11/07/2017;0,23;0,24;Muy buena / Oso ona;4;9;19;Muy buena / Oso ona;13;39;65;Buena / Ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;4;74;976,8;0;219,1;20,9;0,8;Buena / Ona
10/07/2017;0,24;0,28;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;11;38;60;Muy buena / Oso ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;308;88;976,7;0;45,6;17,9;0,83;Muy buena / Oso ona
09/07/2017;0,24;0,3;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;5;71;85;Buena / Ona;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;322;79;975,5;0,2;174,1;20,6;1,06;Buena / Ona
08/07/2017;0,25;0,29;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;6;63;75;Buena / Ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;1;87;977,2;0;115,3;19,6;1,28;Buena / Ona
07/07/2017;0,25;0,26;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;22;56;86;Buena / Ona;24;Muy buena / Oso ona;19;Buena / Ona;1;Muy buena / Oso ona;355;66;977,5;0;190,5;24,5;0,98;Buena / Ona
06/07/2017;0,21;0,28;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;15;59;82;Buena / Ona;21;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;173;61;976,1;0;137,2;25;0,72;Buena / Ona
05/07/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;9;87;99;Buena / Ona;19;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona;145;46;973,3;0;207,3;26,7;0,73;Buena / Ona
04/07/2017;0,2;0,27;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;14;62;99;Buena / Ona;17;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;118;55;975,1;0;229,4;26,6;1,18;Buena / Ona
03/07/2017;0,21;0,26;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;15;27;49;Muy buena / Oso ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;1;79;983,3;0;184,6;18,5;0,98;Muy buena / Oso ona
02/07/2017;0,17;0,19;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;9;38;59;Muy buena / Oso ona;10;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;300;80;987,4;0;116,3;15,7;0,95;Muy buena / Oso ona
01/07/2017;0,15;0,17;Muy buena / Oso ona;1;6;10;Muy buena / Oso ona;8;50;62;Buena / Ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;277;86;985,2;0,1;65,6;13,1;2,89;Buena / Ona
30/06/2017;0,14;0,16;Muy buena / Oso ona;1;9;17;Muy buena / Oso ona;12;46;62;Buena / Ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;291;84;977,1;0,1;53,2;13,2;2,08;Buena / Ona
29/06/2017;;;Sin datos / Daturik gabe;2;12;31;Muy buena / Oso ona;15;44;60;Muy buena / Oso ona;11;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;285;73;970,8;0,1;114,1;15,1;0,88;Muy buena / Oso ona
28/06/2017;0,15;;Sin datos / Daturik gabe;1;9;17;Muy buena / Oso ona;11;46;57;Muy buena / Oso ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;283;79;966,8;0,1;115,5;17,7;1,15;Muy buena / Oso ona
27/06/2017;0,15;0,16;Muy buena / Oso ona;2;10;19;Muy buena / Oso ona;13;31;52;Muy buena / Oso ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;294;84;969,4;0;72,7;18,7;0,87;Muy buena / Oso ona
26/06/2017;0,17;0,21;Muy buena / Oso ona;3;13;37;Muy buena / Oso ona;18;41;74;Buena / Ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;291;83;971;0;116,6;20,8;0,1;Buena / Ona
25/06/2017;0,14;0,18;Muy buena / Oso ona;1;7;16;Muy buena / Oso ona;8;38;56;Muy buena / Oso ona;11;Muy buena / Oso ona;19;Buena / Ona;1;Muy buena / Oso ona;10;83;977;0,1;82,6;19,1;0,54;Buena / Ona
24/06/2017;0,13;0,16;Muy buena / Oso ona;1;5;8;Muy buena / Oso ona;6;53;65;Buena / Ona;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;7;80;981,5;0;71,1;19,3;1,03;Buena / Ona
23/06/2017;0,16;0,19;Muy buena / Oso ona;1;8;17;Muy buena / Oso ona;10;55;66;Buena / Ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;355;84;983,1;0;48,4;19,2;1,18;Buena / Ona
22/06/2017;0,27;0,4;Muy buena / Oso ona;2;12;28;Muy buena / Oso ona;15;60;105;Mejorable / Hobetzeko modukoa;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;328;84;978,8;0;136,6;21,9;1,04;Mejorable / Hobetzeko modukoa
21/06/2017;0,3;0,34;Muy buena / Oso ona;2;18;48;Muy buena / Oso ona;21;99;151;Mala / Txarra;29;Buena / Ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;317;56;975,8;0;234,7;28,1;0,37;Mala / Txarra
20/06/2017;0,28;0,31;Muy buena / Oso ona;2;19;45;Muy buena / Oso ona;22;90;121;Mejorable / Hobetzeko modukoa;24;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;195;52;976,7;0;174,5;27,7;0,17;Mejorable / Hobetzeko modukoa
19/06/2017;0,22;0,36;Muy buena / Oso ona;1;8;16;Muy buena / Oso ona;9;107;130;Mejorable / Hobetzeko modukoa;21;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona;186;45;975,1;0;246;29,2;1,24;Mejorable / Hobetzeko modukoa
18/06/2017;0,28;0,34;Muy buena / Oso ona;1;9;19;Muy buena / Oso ona;10;79;111;Mejorable / Hobetzeko modukoa;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;23;66;975;0;256;24,9;0,42;Mejorable / Hobetzeko modukoa
17/06/2017;0,23;0,25;Muy buena / Oso ona;1;7;13;Muy buena / Oso ona;8;62;94;Buena / Ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;356;74;980,8;0;258,9;21,4;0,98;Buena / Ona
16/06/2017;0,23;0,24;Muy buena / Oso ona;1;9;33;Muy buena / Oso ona;11;55;65;Buena / Ona;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;9;86;984;0;119,4;18,8;1,67;Buena / Ona
15/06/2017;0,26;0,31;Muy buena / Oso ona;2;10;18;Muy buena / Oso ona;13;47;67;Buena / Ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;297;92;981,6;0;36,4;17,9;1,19;Buena / Ona
14/06/2017;0,27;0,29;Muy buena / Oso ona;2;10;22;Muy buena / Oso ona;13;62;86;Buena / Ona;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;19;78;974,8;0;241,6;23,3;1,27;Buena / Ona
13/06/2017;0,22;0,24;Muy buena / Oso ona;2;10;15;Muy buena / Oso ona;13;51;72;Buena / Ona;26;Buena / Ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;328;77;974,7;0;217,9;21,5;0,72;Buena / Ona
12/06/2017;0,19;0,21;Muy buena / Oso ona;2;8;11;Muy buena / Oso ona;10;38;55;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;4;86;979,1;0;69,4;18,1;1,46;Muy buena / Oso ona
11/06/2017;0,19;0,22;Muy buena / Oso ona;1;4;7;Muy buena / Oso ona;5;53;69;Buena / Ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;349;80;979,2;0;179,3;20,1;1,26;Buena / Ona
10/06/2017;0,21;0,24;Muy buena / Oso ona;1;8;15;Muy buena / Oso ona;9;63;92;Buena / Ona;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;42;71;977,6;0;242;23,2;0,94;Buena / Ona
09/06/2017;0,2;0,23;Muy buena / Oso ona;2;12;38;Muy buena / Oso ona;15;48;65;Buena / Ona;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;8;82;977;0;119,7;18;0,79;Buena / Ona
08/06/2017;0,18;0,22;Muy buena / Oso ona;5;14;52;Buena / Ona;22;60;96;Buena / Ona;24;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;176;67;974,7;0;227;21,3;0,67;Buena / Ona
07/06/2017;;;Sin datos / Daturik gabe;4;13;42;Muy buena / Oso ona;19;50;87;Buena / Ona;18;Muy buena / Oso ona;15;Muy buena / Oso ona;1;Muy buena / Oso ona;110;69;980,7;0;246,6;17,7;0,2;Buena / Ona
06/06/2017;;;Sin datos / Daturik gabe;1;9;20;Muy buena / Oso ona;11;54;63;Buena / Ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;304;78;978,9;0;44,8;14,7;1,56;Buena / Ona
05/06/2017;;;Sin datos / Daturik gabe;2;11;38;Muy buena / Oso ona;14;57;80;Buena / Ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;255;70;975,7;0;203,2;17,5;0,72;Buena / Ona
04/06/2017;0,17;0,18;Muy buena / Oso ona;1;6;11;Muy buena / Oso ona;7;51;61;Buena / Ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;286;90;979,9;0,1;23,7;12,6;0,75;Buena / Ona
03/06/2017;0,18;0,21;Muy buena / Oso ona;1;6;11;Muy buena / Oso ona;8;61;65;Buena / Ona;7;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;282;90;979,8;0,1;33,4;14,8;1,72;Buena / Ona
02/06/2017;0,2;0,22;Muy buena / Oso ona;2;12;27;Muy buena / Oso ona;14;58;87;Buena / Ona;14;Muy buena / Oso ona;19;Buena / Ona;1;Muy buena / Oso ona;310;86;978;0,1;127,7;18,5;0,98;Buena / Ona
01/06/2017;0,16;0,17;Muy buena / Oso ona;1;11;20;Muy buena / Oso ona;13;69;104;Mejorable / Hobetzeko modukoa;16;Muy buena / Oso ona;17;Buena / Ona;1;Muy buena / Oso ona;18;71;977,8;0;227,7;22,2;0,99;Mejorable / Hobetzeko modukoa
31/05/2017;0,14;0,15;Muy buena / Oso ona;1;8;17;Muy buena / Oso ona;10;59;77;Buena / Ona;12;Muy buena / Oso ona;14;Muy buena / Oso ona;1;Muy buena / Oso ona;20;78;979;0;212,4;19,8;1,16;Buena / Ona
30/05/2017;0,16;0,18;Muy buena / Oso ona;1;6;12;Muy buena / Oso ona;7;64;69;Buena / Ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;9;87;978,4;0;71,8;16,6;1,71;Buena / Ona
29/05/2017;;;Sin datos / Daturik gabe;1;11;32;Muy buena / Oso ona;12;64;80;Buena / Ona;11;Muy buena / Oso ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona;357;82;975,3;0,1;119,6;18,2;0,54;Buena / Ona
28/05/2017;;;Sin datos / Daturik gabe;0;9;30;Muy buena / Oso ona;9;88;113;Mejorable / Hobetzeko modukoa;16;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;143;46;973,9;0;119,5;25,2;1,39;Mejorable / Hobetzeko modukoa
27/05/2017;;;Sin datos / Daturik gabe;1;7;14;Muy buena / Oso ona;8;87;110;Mejorable / Hobetzeko modukoa;20;Muy buena / Oso ona;17;Buena / Ona;2;Muy buena / Oso ona;126;59;973,7;0;191,7;24,2;1,1;Mejorable / Hobetzeko modukoa
26/05/2017;;;Sin datos / Daturik gabe;3;16;81;Buena / Ona;21;88;118;Mejorable / Hobetzeko modukoa;20;Muy buena / Oso ona;21;Buena / Ona;2;Muy buena / Oso ona;282;58;972,7;0,1;220,7;23,3;0,1;Mejorable / Hobetzeko modukoa
25/05/2017;0,31;0,36;Muy buena / Oso ona;4;17;60;Buena / Ona;24;90;130;Mejorable / Hobetzeko modukoa;34;Buena / Ona;23;Buena / Ona;3;Muy buena / Oso ona;321;54;973,4;0;236,1;25,8;0,32;Mejorable / Hobetzeko modukoa
24/05/2017;0,29;0,35;Muy buena / Oso ona;1;12;26;Muy buena / Oso ona;15;69;102;Mejorable / Hobetzeko modukoa;21;Muy buena / Oso ona;21;Buena / Ona;2;Muy buena / Oso ona;58;70;978,7;0;238,3;21,9;0,61;Mejorable / Hobetzeko modukoa
23/05/2017;0,25;0,32;Muy buena / Oso ona;1;7;13;Muy buena / Oso ona;8;71;82;Buena / Ona;18;Muy buena / Oso ona;17;Buena / Ona;2;Muy buena / Oso ona;8;71;982,6;0;248,2;17,1;1,25;Buena / Ona
22/05/2017;0,33;0,35;Muy buena / Oso ona;3;14;55;Buena / Ona;18;79;96;Buena / Ona;26;Buena / Ona;20;Buena / Ona;2;Muy buena / Oso ona;343;64;977,5;0;233,9;20,6;1,2;Buena / Ona
21/05/2017;0,27;0,29;Muy buena / Oso ona;1;8;24;Muy buena / Oso ona;10;68;93;Buena / Ona;10;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;127;58;976,3;0;200,2;19,8;1,17;Buena / Ona
20/05/2017;0,26;0,28;Muy buena / Oso ona;1;8;17;Muy buena / Oso ona;11;49;71;Buena / Ona;13;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;310;76;983,6;0;137,5;13,3;0,7;Buena / Ona
19/05/2017;0,23;0,27;Muy buena / Oso ona;3;12;35;Muy buena / Oso ona;17;55;80;Buena / Ona;12;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;308;72;981,4;0;129,3;11,7;1,38;Buena / Ona
18/05/2017;0,27;0,32;Muy buena / Oso ona;1;10;24;Muy buena / Oso ona;12;67;70;Buena / Ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;287;85;978,1;0,2;51,3;11,9;2,02;Buena / Ona
17/05/2017;0,33;0,36;Muy buena / Oso ona;5;21;63;Buena / Ona;30;56;94;Buena / Ona;21;Muy buena / Oso ona;22;Buena / Ona;2;Muy buena / Oso ona;258;71;978,2;0;72,8;18,4;0,95;Buena / Ona
16/05/2017;0,3;0,34;Muy buena / Oso ona;3;19;53;Buena / Ona;24;76;112;Mejorable / Hobetzeko modukoa;25;Muy buena / Oso ona;23;Buena / Ona;3;Muy buena / Oso ona;15;59;983,3;0;179;23;0,37;Mejorable / Hobetzeko modukoa
15/05/2017;0,23;0,26;Muy buena / Oso ona;2;15;38;Muy buena / Oso ona;18;66;99;Buena / Ona;17;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;297;58;985,5;0;215,5;20,6;0,28;Buena / Ona
14/05/2017;0,17;0,2;Muy buena / Oso ona;0;7;17;Muy buena / Oso ona;7;66;84;Buena / Ona;9;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;255;57;982,4;0;233,5;19;0,84;Buena / Ona
13/05/2017;0,17;0,21;Muy buena / Oso ona;0;8;19;Muy buena / Oso ona;8;62;84;Buena / Ona;8;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;265;64;974,4;0;159,4;17;0,96;Buena / Ona
12/05/2017;0,14;0,18;Muy buena / Oso ona;0;7;18;Muy buena / Oso ona;7;76;93;Buena / Ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;219;60;964,8;0;112,5;17,3;2,73;Buena / Ona
11/05/2017;0,12;0,18;Muy buena / Oso ona;0;5;8;Muy buena / Oso ona;5;86;91;Buena / Ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;222;57;957,7;0;139,2;17,1;3,11;Buena / Ona
10/05/2017;0,16;0,23;Muy buena / Oso ona;1;12;24;Muy buena / Oso ona;13;70;84;Buena / Ona;11;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;146;69;960,2;0,1;182,2;18,4;1,01;Buena / Ona
09/05/2017;0,22;0,23;Muy buena / Oso ona;2;18;31;Muy buena / Oso ona;22;45;72;Buena / Ona;21;Muy buena / Oso ona;18;Buena / Ona;2;Muy buena / Oso ona;105;79;968,8;0;149,9;15,1;0,47;Buena / Ona
08/05/2017;;;Sin datos / Daturik gabe;2;13;38;Muy buena / Oso ona;16;55;84;Buena / Ona;13;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;9;64;979,1;0;210,2;14,2;0,86;Buena / Ona
07/05/2017;;;Sin datos / Daturik gabe;0;6;9;Muy buena / Oso ona;6;63;86;Buena / Ona;9;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;10;61;981,9;0;228;14,9;0,91;Buena / Ona
06/05/2017;;;Sin datos / Daturik gabe;0;7;19;Muy buena / Oso ona;7;69;85;Buena / Ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;324;61;976,2;0;176,1;15;1,01;Buena / Ona
05/05/2017;;;Sin datos / Daturik gabe;0;9;20;Muy buena / Oso ona;9;80;93;Buena / Ona;15;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;172;63;967;0;67,1;18,4;1,15;Buena / Ona
04/05/2017;0,18;0,22;Muy buena / Oso ona;3;19;43;Muy buena / Oso ona;24;52;87;Buena / Ona;20;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;40;74;970,2;0;178,2;16,7;0,65;Buena / Ona
03/05/2017;0,2;;Sin datos / Daturik gabe;2;12;29;Muy buena / Oso ona;15;48;80;Buena / Ona;12;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;359;79;975,5;0;185,1;14,6;0,65;Buena / Ona
02/05/2017;0,29;0,34;Muy buena / Oso ona;4;18;44;Muy buena / Oso ona;24;41;63;Buena / Ona;13;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;297;84;979,8;0;80,9;12,6;0,95;Buena / Ona
01/05/2017;0,2;0,24;Muy buena / Oso ona;1;8;22;Muy buena / Oso ona;9;54;81;Buena / Ona;10;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;310;73;978,5;0;182,6;9,6;0,52;Buena / Ona
30/04/2017;0,22;0,23;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;6;73;89;Buena / Ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;198;79;967,6;0,1;59,5;10,2;1,08;Buena / Ona
29/04/2017;0,17;0,21;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;9;72;91;Buena / Ona;14;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;148;63;969,9;0;150,3;12,4;1,7;Buena / Ona
28/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;19;65;95;Buena / Ona;17;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;351;71;977,7;0;164,3;7,8;1,07;Buena / Ona
27/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;11;73;91;Buena / Ona;12;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;322;70;977,9;0;164,3;7;1,67;Buena / Ona
26/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;11;75;79;Buena / Ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;328;78;973,5;0,1;83;7,5;2,13;Buena / Ona
25/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;24;59;84;Buena / Ona;16;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;284;78;969;0,1;53,2;12,1;1,07;Buena / Ona
24/04/2017;0,23;0,33;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;22;78;110;Mejorable / Hobetzeko modukoa;21;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona;360;55;973,1;0;208,6;17;0,58;Mejorable / Hobetzeko modukoa
23/04/2017;0,29;0,31;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;10;93;121;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;335;51;977,2;0;210,4;16,1;0,8;Mejorable / Hobetzeko modukoa
22/04/2017;0,25;0,28;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;11;102;122;Mejorable / Hobetzeko modukoa;13;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;46;35;980,3;0;210,1;17,9;0,39;Mejorable / Hobetzeko modukoa
21/04/2017;0,27;0,34;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;28;75;111;Mejorable / Hobetzeko modukoa;27;Buena / Ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;122;44;983,4;0;202,4;14,6;0,82;Mejorable / Hobetzeko modukoa
20/04/2017;0,2;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;17;72;97;Buena / Ona;22;Muy buena / Oso ona;17;Buena / Ona;4;Muy buena / Oso ona;350;50;984;0;205;10,2;1,27;Buena / Ona
19/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;13;79;103;Mejorable / Hobetzeko modukoa;15;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;1;49;982,5;0;198,9;10,2;1,53;Mejorable / Hobetzeko modukoa
18/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;11;71;93;Buena / Ona;14;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;336;72;981;0;129,7;12,4;1,02;Buena / Ona
17/04/2017;0,23;0,25;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;7;63;88;Buena / Ona;15;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;1;75;979,7;0;195;13,3;1,21;Buena / Ona
16/04/2017;0,2;0,24;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;5;64;82;Buena / Ona;7;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;345;74;983,4;0;172,6;12,9;0,77;Buena / Ona
15/04/2017;0,23;0,25;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;5;73;87;Buena / Ona;11;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;336;77;982,9;0;60,7;12,7;1,01;Buena / Ona
14/04/2017;0,23;0,25;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;6;72;92;Buena / Ona;14;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona;306;79;979,7;0;88,5;11,8;0,86;Buena / Ona
13/04/2017;0,2;0,23;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;9;68;102;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;324;67;977,6;0;186,7;15,1;0,53;Mejorable / Hobetzeko modukoa
12/04/2017;0,21;0,24;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;19;64;95;Buena / Ona;18;Muy buena / Oso ona;17;Buena / Ona;3;Muy buena / Oso ona;346;73;980,1;0;183,8;14,2;0,65;Buena / Ona
11/04/2017;0,17;0,19;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;10;88;103;Mejorable / Hobetzeko modukoa;17;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;345;73;984,5;0;174,4;13,2;1,24;Mejorable / Hobetzeko modukoa
10/04/2017;0,16;0,18;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;23;70;91;Buena / Ona;25;Muy buena / Oso ona;24;Buena / Ona;4;Muy buena / Oso ona;294;66;983,8;0;175,4;16,1;0,98;Buena / Ona
09/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;10;86;113;Mejorable / Hobetzeko modukoa;12;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;177;39;980,1;0;174,3;20;0,59;Mejorable / Hobetzeko modukoa
08/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;14;71;110;Mejorable / Hobetzeko modukoa;17;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona;150;51;977,6;0;177,7;18,1;0,86;Mejorable / Hobetzeko modukoa
