Date;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;ICA Estación
30/05/2017;1;17;32;Muy buena / Oso ona;19;56;76;Buena / Ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;Buena / Ona
29/05/2017;2;19;39;Muy buena / Oso ona;22;58;75;Buena / Ona;14;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;Buena / Ona
28/05/2017;2;18;46;Muy buena / Oso ona;21;60;71;Buena / Ona;28;Buena / Ona;16;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
27/05/2017;3;35;95;Buena / Ona;40;52;84;Buena / Ona;32;Buena / Ona;18;Buena / Ona;6;Muy buena / Oso ona;Buena / Ona
26/05/2017;5;30;72;Buena / Ona;37;72;113;Mejorable / Hobetzeko modukoa;28;Buena / Ona;16;Muy buena / Oso ona;10;Muy buena / Oso ona;Mejorable / Hobetzeko modukoa
25/05/2017;9;29;64;Buena / Ona;42;78;128;Mejorable / Hobetzeko modukoa;28;Buena / Ona;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;Mejorable / Hobetzeko modukoa
24/05/2017;3;28;92;Buena / Ona;33;53;88;Buena / Ona;21;Muy buena / Oso ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
23/05/2017;1;15;27;Muy buena / Oso ona;17;56;71;Buena / Ona;19;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
22/05/2017;3;18;70;Buena / Ona;23;65;84;Buena / Ona;28;Buena / Ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
21/05/2017;6;21;32;Muy buena / Oso ona;30;51;80;Buena / Ona;14;Muy buena / Oso ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
20/05/2017;5;23;45;Muy buena / Oso ona;30;42;73;Buena / Ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
19/05/2017;6;24;54;Buena / Ona;33;48;77;Buena / Ona;15;Muy buena / Oso ona;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
18/05/2017;1;18;42;Muy buena / Oso ona;20;63;73;Buena / Ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
17/05/2017;8;35;71;Buena / Ona;47;41;75;Buena / Ona;21;Muy buena / Oso ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
16/05/2017;9;40;64;Buena / Ona;55;54;77;Buena / Ona;26;Buena / Ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
15/05/2017;9;36;65;Buena / Ona;51;48;84;Buena / Ona;19;Muy buena / Oso ona;11;Muy buena / Oso ona;11;Muy buena / Oso ona;Buena / Ona
14/05/2017;2;18;39;Muy buena / Oso ona;20;52;74;Buena / Ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
13/05/2017;1;17;40;Muy buena / Oso ona;19;54;77;Buena / Ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;Buena / Ona
12/05/2017;1;17;37;Muy buena / Oso ona;19;64;87;Buena / Ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;Buena / Ona
11/05/2017;1;10;29;Muy buena / Oso ona;11;79;83;Buena / Ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona;Buena / Ona
10/05/2017;5;33;77;Buena / Ona;40;53;84;Buena / Ona;22;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
09/05/2017;12;32;52;Buena / Ona;50;40;72;Buena / Ona;22;Muy buena / Oso ona;14;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
08/05/2017;10;24;52;Buena / Ona;39;45;73;Buena / Ona;14;Muy buena / Oso ona;6;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
07/05/2017;2;18;45;Muy buena / Oso ona;22;50;78;Buena / Ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
06/05/2017;1;14;35;Muy buena / Oso ona;15;63;84;Buena / Ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;Buena / Ona
05/05/2017;3;30;67;Buena / Ona;34;55;76;Buena / Ona;22;Muy buena / Oso ona;12;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
04/05/2017;3;23;52;Buena / Ona;28;50;76;Buena / Ona;17;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
03/05/2017;10;26;49;Muy buena / Oso ona;41;39;65;Buena / Ona;22;Muy buena / Oso ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
02/05/2017;21;32;63;Buena / Ona;64;35;66;Buena / Ona;21;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
01/05/2017;2;22;46;Muy buena / Oso ona;26;47;81;Buena / Ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
30/04/2017;;;;Sin datos / Daturik gabe;17;67;85;Buena / Ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;Buena / Ona
29/04/2017;4;22;44;Muy buena / Oso ona;24;55;80;Buena / Ona;15;Muy buena / Oso ona;8;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
28/04/2017;10;33;58;Buena / Ona;45;46;86;Buena / Ona;16;Muy buena / Oso ona;8;Muy buena / Oso ona;10;Muy buena / Oso ona;Buena / Ona
27/04/2017;8;31;54;Buena / Ona;43;45;81;Buena / Ona;12;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
26/04/2017;;;;Sin datos / Daturik gabe;27;55;72;Buena / Ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;Buena / Ona
25/04/2017;9;43;82;Buena / Ona;48;41;61;Buena / Ona;21;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
24/04/2017;14;42;68;Buena / Ona;56;46;73;Buena / Ona;25;Muy buena / Oso ona;14;Muy buena / Oso ona;15;Muy buena / Oso ona;Buena / Ona
23/04/2017;3;37;62;Buena / Ona;42;60;101;Mejorable / Hobetzeko modukoa;23;Muy buena / Oso ona;14;Muy buena / Oso ona;17;Muy buena / Oso ona;Mejorable / Hobetzeko modukoa
22/04/2017;;;;Sin datos / Daturik gabe;29;83;106;Mejorable / Hobetzeko modukoa;20;Muy buena / Oso ona;10;Muy buena / Oso ona;18;Muy buena / Oso ona;Mejorable / Hobetzeko modukoa
21/04/2017;9;41;65;Buena / Ona;51;61;108;Mejorable / Hobetzeko modukoa;22;Muy buena / Oso ona;13;Muy buena / Oso ona;13;Muy buena / Oso ona;Mejorable / Hobetzeko modukoa
20/04/2017;;;;Sin datos / Daturik gabe;39;64;95;Buena / Ona;16;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
19/04/2017;;;;Sin datos / Daturik gabe;24;80;102;Mejorable / Hobetzeko modukoa;13;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;Mejorable / Hobetzeko modukoa
18/04/2017;;;;Sin datos / Daturik gabe;44;53;85;Buena / Ona;22;Muy buena / Oso ona;11;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
17/04/2017;;;;Sin datos / Daturik gabe;23;52;81;Buena / Ona;19;Muy buena / Oso ona;10;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
16/04/2017;;;;Sin datos / Daturik gabe;15;55;74;Buena / Ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
15/04/2017;;;;Sin datos / Daturik gabe;17;61;83;Buena / Ona;20;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
14/04/2017;;;;Sin datos / Daturik gabe;26;56;83;Buena / Ona;32;Buena / Ona;16;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
13/04/2017;;;;Sin datos / Daturik gabe;30;57;93;Buena / Ona;24;Muy buena / Oso ona;10;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
12/04/2017;;;;Sin datos / Daturik gabe;38;51;79;Buena / Ona;29;Buena / Ona;13;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
11/04/2017;;;;Sin datos / Daturik gabe;18;76;89;Buena / Ona;24;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
10/04/2017;;;;Sin datos / Daturik gabe;29;65;89;Buena / Ona;43;Buena / Ona;26;Buena / Ona;11;Muy buena / Oso ona;Buena / Ona
09/04/2017;4;38;62;Buena / Ona;38;61;100;Buena / Ona;32;Buena / Ona;18;Buena / Ona;17;Muy buena / Oso ona;Buena / Ona
08/04/2017;4;39;100;Buena / Ona;46;57;103;Mejorable / Hobetzeko modukoa;26;Buena / Ona;14;Muy buena / Oso ona;9;Muy buena / Oso ona;Mejorable / Hobetzeko modukoa
07/04/2017;11;42;74;Buena / Ona;59;39;75;Buena / Ona;34;Buena / Ona;15;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
06/04/2017;;;;Sin datos / Daturik gabe;24;63;81;Buena / Ona;30;Buena / Ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;Buena / Ona
05/04/2017;;;;Sin datos / Daturik gabe;21;61;69;Buena / Ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;Buena / Ona
04/04/2017;;;;Sin datos / Daturik gabe;25;60;76;Buena / Ona;16;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
03/04/2017;14;33;51;Buena / Ona;47;45;75;Buena / Ona;22;Muy buena / Oso ona;12;Muy buena / Oso ona;12;Muy buena / Oso ona;Buena / Ona
02/04/2017;;;;Sin datos / Daturik gabe;19;66;83;Buena / Ona;13;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;Buena / Ona
01/04/2017;;;;Sin datos / Daturik gabe;19;62;79;Buena / Ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;Buena / Ona
31/03/2017;12;33;88;Buena / Ona;52;53;86;Buena / Ona;20;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;Buena / Ona
30/03/2017;4;31;80;Buena / Ona;37;63;86;Buena / Ona;19;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
29/03/2017;13;51;101;Mejorable / Hobetzeko modukoa;70;35;73;Buena / Ona;22;Muy buena / Oso ona;13;Muy buena / Oso ona;9;Muy buena / Oso ona;Mejorable / Hobetzeko modukoa
28/03/2017;6;36;92;Buena / Ona;45;53;86;Buena / Ona;16;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
27/03/2017;1;21;56;Buena / Ona;23;73;90;Buena / Ona;11;Muy buena / Oso ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
26/03/2017;1;13;31;Muy buena / Oso ona;15;68;84;Buena / Ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
25/03/2017;2;27;43;Muy buena / Oso ona;30;53;67;Buena / Ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
24/03/2017;13;36;68;Buena / Ona;56;47;84;Buena / Ona;16;Muy buena / Oso ona;9;Muy buena / Oso ona;15;Muy buena / Oso ona;Buena / Ona
23/03/2017;5;32;77;Buena / Ona;40;51;84;Buena / Ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
22/03/2017;1;28;58;Buena / Ona;30;53;68;Buena / Ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
21/03/2017;8;40;71;Buena / Ona;51;39;67;Buena / Ona;17;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
20/03/2017;2;26;47;Muy buena / Oso ona;29;52;76;Buena / Ona;22;Muy buena / Oso ona;14;Muy buena / Oso ona;6;Muy buena / Oso ona;Buena / Ona
19/03/2017;3;18;32;Muy buena / Oso ona;23;51;80;Buena / Ona;19;Muy buena / Oso ona;10;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
18/03/2017;1;22;47;Muy buena / Oso ona;23;53;73;Buena / Ona;23;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
17/03/2017;5;24;60;Buena / Ona;32;56;74;Buena / Ona;36;Buena / Ona;17;Buena / Ona;7;Muy buena / Oso ona;Buena / Ona
16/03/2017;11;41;89;Buena / Ona;58;46;88;Buena / Ona;24;Muy buena / Oso ona;12;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
15/03/2017;10;38;72;Buena / Ona;54;36;66;Buena / Ona;41;Buena / Ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
14/03/2017;2;24;51;Buena / Ona;27;48;67;Buena / Ona;29;Buena / Ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
13/03/2017;1;18;41;Muy buena / Oso ona;19;62;82;Buena / Ona;18;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
12/03/2017;0;10;20;Muy buena / Oso ona;11;72;76;Buena / Ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;6;Muy buena / Oso ona;Buena / Ona
11/03/2017;10;33;67;Buena / Ona;48;48;81;Buena / Ona;28;Buena / Ona;16;Muy buena / Oso ona;20;Muy buena / Oso ona;Buena / Ona
10/03/2017;42;62;112;Mejorable / Hobetzeko modukoa;126;14;31;Muy buena / Oso ona;38;Buena / Ona;22;Buena / Ona;16;Muy buena / Oso ona;Mejorable / Hobetzeko modukoa
09/03/2017;9;40;78;Buena / Ona;53;25;55;Muy buena / Oso ona;28;Buena / Ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
08/03/2017;9;22;63;Buena / Ona;35;46;62;Buena / Ona;18;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
07/03/2017;14;41;69;Buena / Ona;62;29;51;Muy buena / Oso ona;29;Buena / Ona;14;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
06/03/2017;2;28;55;Buena / Ona;31;53;67;Buena / Ona;24;Muy buena / Oso ona;10;Muy buena / Oso ona;6;Muy buena / Oso ona;Buena / Ona
05/03/2017;1;17;48;Muy buena / Oso ona;19;55;70;Buena / Ona;20;Muy buena / Oso ona;7;Muy buena / Oso ona;6;Muy buena / Oso ona;Buena / Ona
04/03/2017;1;24;59;Buena / Ona;26;56;78;Buena / Ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;6;Muy buena / Oso ona;Buena / Ona
03/03/2017;2;24;53;Buena / Ona;27;57;73;Buena / Ona;15;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
02/03/2017;23;42;78;Buena / Ona;77;26;47;Muy buena / Oso ona;20;Muy buena / Oso ona;11;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
01/03/2017;13;45;84;Buena / Ona;64;30;62;Buena / Ona;17;Muy buena / Oso ona;10;Muy buena / Oso ona;9;Muy buena / Oso ona;Buena / Ona
28/02/2017;2;28;63;Buena / Ona;31;53;73;Buena / Ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
27/02/2017;4;27;54;Buena / Ona;32;47;78;Buena / Ona;17;Muy buena / Oso ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona;Buena / Ona
26/02/2017;10;32;57;Buena / Ona;48;33;69;Buena / Ona;25;Muy buena / Oso ona;18;Buena / Ona;15;Muy buena / Oso ona;Buena / Ona
25/02/2017;15;43;88;Buena / Ona;65;25;57;Muy buena / Oso ona;24;Muy buena / Oso ona;15;Muy buena / Oso ona;13;Muy buena / Oso ona;Buena / Ona
24/02/2017;3;32;76;Buena / Ona;36;51;70;Buena / Ona;17;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
23/02/2017;10;39;59;Buena / Ona;55;27;45;Muy buena / Oso ona;47;Buena / Ona;25;Buena / Ona;7;Muy buena / Oso ona;Buena / Ona
22/02/2017;22;48;76;Buena / Ona;81;16;27;Muy buena / Oso ona;34;Buena / Ona;18;Buena / Ona;6;Muy buena / Oso ona;Buena / Ona
21/02/2017;16;40;70;Buena / Ona;65;26;60;Muy buena / Oso ona;20;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
20/02/2017;16;47;88;Buena / Ona;72;31;74;Buena / Ona;31;Buena / Ona;17;Buena / Ona;6;Muy buena / Oso ona;Buena / Ona
19/02/2017;2;25;68;Buena / Ona;27;58;78;Buena / Ona;19;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;Buena / Ona
18/02/2017;10;30;52;Buena / Ona;45;44;78;Buena / Ona;24;Muy buena / Oso ona;14;Muy buena / Oso ona;11;Muy buena / Oso ona;Buena / Ona
17/02/2017;21;53;87;Buena / Ona;86;21;48;Muy buena / Oso ona;28;Buena / Ona;17;Buena / Ona;14;Muy buena / Oso ona;Buena / Ona
16/02/2017;13;44;97;Buena / Ona;64;31;62;Buena / Ona;21;Muy buena / Oso ona;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;Buena / Ona
15/02/2017;5;32;76;Buena / Ona;39;42;59;Muy buena / Oso ona;10;Muy buena / Oso ona;8;Muy buena / Oso ona;6;Muy buena / Oso ona;Buena / Ona
14/02/2017;9;35;69;Buena / Ona;49;38;66;Buena / Ona;10;Muy buena / Oso ona;6;Muy buena / Oso ona;9;Muy buena / Oso ona;Buena / Ona
13/02/2017;3;22;69;Buena / Ona;27;53;78;Buena / Ona;13;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
12/02/2017;1;13;35;Muy buena / Oso ona;14;55;75;Buena / Ona;16;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
11/02/2017;23;40;73;Buena / Ona;75;21;43;Muy buena / Oso ona;20;Muy buena / Oso ona;16;Muy buena / Oso ona;14;Muy buena / Oso ona;Buena / Ona
10/02/2017;20;46;89;Buena / Ona;76;31;56;Muy buena / Oso ona;16;Muy buena / Oso ona;13;Muy buena / Oso ona;15;Muy buena / Oso ona;Buena / Ona
09/02/2017;10;41;66;Buena / Ona;57;26;46;Muy buena / Oso ona;10;Muy buena / Oso ona;7;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
08/02/2017;2;31;73;Buena / Ona;35;54;83;Buena / Ona;6;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
07/02/2017;9;38;76;Buena / Ona;51;40;63;Buena / Ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
06/02/2017;16;43;62;Buena / Ona;68;24;75;Buena / Ona;11;Muy buena / Oso ona;9;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
05/02/2017;0;9;15;Muy buena / Oso ona;9;78;81;Buena / Ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
04/02/2017;3;26;59;Buena / Ona;31;47;76;Buena / Ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
03/02/2017;0;8;43;Muy buena / Oso ona;9;80;85;Buena / Ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;6;Muy buena / Oso ona;Buena / Ona
02/02/2017;0;9;33;Muy buena / Oso ona;10;74;81;Buena / Ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
01/02/2017;4;25;72;Buena / Ona;31;46;59;Muy buena / Oso ona;9;Muy buena / Oso ona;7;Muy buena / Oso ona;10;Muy buena / Oso ona;Buena / Ona
31/01/2017;3;26;56;Buena / Ona;32;39;55;Muy buena / Oso ona;9;Muy buena / Oso ona;7;Muy buena / Oso ona;17;Muy buena / Oso ona;Buena / Ona
30/01/2017;5;30;56;Buena / Ona;38;29;41;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
29/01/2017;2;22;51;Buena / Ona;24;45;63;Buena / Ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
28/01/2017;7;38;77;Buena / Ona;48;31;57;Muy buena / Oso ona;11;Muy buena / Oso ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
27/01/2017;3;25;69;Buena / Ona;30;53;63;Buena / Ona;11;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
26/01/2017;4;30;61;Buena / Ona;36;44;63;Buena / Ona;17;Muy buena / Oso ona;11;Muy buena / Oso ona;8;Muy buena / Oso ona;Buena / Ona
25/01/2017;33;48;88;Buena / Ona;100;20;50;Muy buena / Oso ona;19;Muy buena / Oso ona;17;Buena / Ona;11;Muy buena / Oso ona;Buena / Ona
24/01/2017;40;53;86;Buena / Ona;114;22;55;Muy buena / Oso ona;24;Muy buena / Oso ona;21;Buena / Ona;13;Muy buena / Oso ona;Buena / Ona
23/01/2017;31;45;75;Buena / Ona;93;30;61;Buena / Ona;20;Muy buena / Oso ona;18;Buena / Ona;8;Muy buena / Oso ona;Buena / Ona
22/01/2017;14;36;66;Buena / Ona;57;26;47;Muy buena / Oso ona;20;Muy buena / Oso ona;18;Buena / Ona;14;Muy buena / Oso ona;Buena / Ona
21/01/2017;26;47;72;Buena / Ona;86;11;23;Muy buena / Oso ona;21;Muy buena / Oso ona;19;Buena / Ona;16;Muy buena / Oso ona;Buena / Ona
20/01/2017;48;49;84;Buena / Ona;122;8;17;Muy buena / Oso ona;24;Muy buena / Oso ona;22;Buena / Ona;9;Muy buena / Oso ona;Buena / Ona
19/01/2017;14;38;61;Buena / Ona;60;18;29;Muy buena / Oso ona;16;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
18/01/2017;10;35;65;Buena / Ona;49;27;60;Muy buena / Oso ona;12;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;Buena / Ona
17/01/2017;3;19;62;Buena / Ona;24;55;64;Buena / Ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
16/01/2017;1;16;35;Muy buena / Oso ona;17;63;79;Buena / Ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;Buena / Ona
15/01/2017;0;15;30;Muy buena / Oso ona;16;67;70;Buena / Ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona;Buena / Ona
14/01/2017;3;32;64;Buena / Ona;36;47;59;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
13/01/2017;1;25;62;Buena / Ona;28;59;75;Buena / Ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
12/01/2017;24;38;61;Buena / Ona;75;18;36;Muy buena / Oso ona;14;Muy buena / Oso ona;12;Muy buena / Oso ona;9;Muy buena / Oso ona;Buena / Ona
11/01/2017;2;25;52;Buena / Ona;28;43;67;Buena / Ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;Buena / Ona
10/01/2017;4;29;51;Buena / Ona;36;41;57;Muy buena / Oso ona;8;Muy buena / Oso ona;6;Muy buena / Oso ona;9;Muy buena / Oso ona;Buena / Ona
09/01/2017;36;49;83;Buena / Ona;103;13;31;Muy buena / Oso ona;16;Muy buena / Oso ona;12;Muy buena / Oso ona;13;Muy buena / Oso ona;Buena / Ona
08/01/2017;12;42;66;Buena / Ona;61;18;39;Muy buena / Oso ona;15;Muy buena / Oso ona;13;Muy buena / Oso ona;17;Muy buena / Oso ona;Buena / Ona
07/01/2017;35;51;85;Buena / Ona;104;9;19;Muy buena / Oso ona;22;Muy buena / Oso ona;20;Buena / Ona;20;Muy buena / Oso ona;Buena / Ona
06/01/2017;23;40;67;Buena / Ona;75;14;35;Muy buena / Oso ona;18;Muy buena / Oso ona;17;Buena / Ona;16;Muy buena / Oso ona;Buena / Ona
05/01/2017;27;43;79;Buena / Ona;85;19;48;Muy buena / Oso ona;19;Muy buena / Oso ona;15;Muy buena / Oso ona;13;Muy buena / Oso ona;Buena / Ona
04/01/2017;72;46;71;Buena / Ona;157;5;9;Muy buena / Oso ona;30;Buena / Ona;25;Buena / Ona;16;Muy buena / Oso ona;Buena / Ona
03/01/2017;52;47;70;Buena / Ona;127;5;10;Muy buena / Oso ona;24;Muy buena / Oso ona;22;Buena / Ona;12;Muy buena / Oso ona;Buena / Ona
02/01/2017;10;31;52;Buena / Ona;47;24;37;Muy buena / Oso ona;10;Muy buena / Oso ona;8;Muy buena / Oso ona;7;Muy buena / Oso ona;Buena / Ona
01/01/2017;5;24;44;Muy buena / Oso ona;32;21;31;Muy buena / Oso ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;Muy buena / Oso ona
