Date;Benceno (µg/m3);CO (mg/m3);CO 8h max (mg/m3);CO 8h max - ICA;Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;Tolueno (µg/m3);ICA Estación
12/06/2017;0,12;0,15;0,2;Muy buena / Oso ona;0,26;11;18;35;Muy buena / Oso ona;34;0,73;19;Muy buena / Oso ona;4;Muy buena / Oso ona;0,8;Muy buena / Oso ona
11/06/2017;0,13;0,14;0,19;Muy buena / Oso ona;0,16;6;13;19;Muy buena / Oso ona;22;0,21;19;Muy buena / Oso ona;4;Muy buena / Oso ona;0,37;Muy buena / Oso ona
10/06/2017;0,12;0,17;0,2;Muy buena / Oso ona;0,22;12;21;30;Muy buena / Oso ona;39;0,58;21;Muy buena / Oso ona;4;Muy buena / Oso ona;1,51;Muy buena / Oso ona
09/06/2017;0,2;0,21;0,28;Muy buena / Oso ona;0,3;13;25;48;Muy buena / Oso ona;44;0,93;18;Muy buena / Oso ona;4;Muy buena / Oso ona;1,4;Muy buena / Oso ona
08/06/2017;0,48;0,39;0,71;Muy buena / Oso ona;0,7;36;36;83;Buena / Ona;90;3;28;Buena / Ona;5;Muy buena / Oso ona;7,33;Buena / Ona
07/06/2017;0,25;0,25;0,36;Muy buena / Oso ona;0,46;14;25;40;Muy buena / Oso ona;45;1,5;26;Buena / Ona;4;Muy buena / Oso ona;2,86;Buena / Ona
06/06/2017;0,78;0,17;0,34;Muy buena / Oso ona;1,12;5;14;25;Muy buena / Oso ona;22;2,1;22;Muy buena / Oso ona;4;Muy buena / Oso ona;1,43;Muy buena / Oso ona
05/06/2017;0,29;0,3;0,4;Muy buena / Oso ona;0,39;22;31;65;Buena / Ona;65;1,16;12;Muy buena / Oso ona;4;Muy buena / Oso ona;2,61;Buena / Ona
04/06/2017;0,14;0,18;0,23;Muy buena / Oso ona;0,25;9;17;29;Muy buena / Oso ona;31;0,23;8;Muy buena / Oso ona;4;Muy buena / Oso ona;0,68;Muy buena / Oso ona
03/06/2017;0,16;0,18;0,22;Muy buena / Oso ona;0,23;8;15;34;Muy buena / Oso ona;27;0,23;10;Muy buena / Oso ona;4;Muy buena / Oso ona;0,69;Muy buena / Oso ona
02/06/2017;0,16;0,23;0,3;Muy buena / Oso ona;0,3;11;17;59;Buena / Ona;34;0,68;16;Muy buena / Oso ona;4;Muy buena / Oso ona;1,04;Buena / Ona
01/06/2017;0,2;0,28;0,35;Muy buena / Oso ona;0,43;17;20;42;Muy buena / Oso ona;46;1,43;19;Muy buena / Oso ona;4;Muy buena / Oso ona;9,34;Muy buena / Oso ona
31/05/2017;0,18;0,23;;Sin datos / Daturik gabe;0,27;9;17;33;Muy buena / Oso ona;31;0,55;12;Muy buena / Oso ona;4;Muy buena / Oso ona;3,06;Muy buena / Oso ona
30/05/2017;0,14;0,15;0,17;Muy buena / Oso ona;0,25;9;18;46;Muy buena / Oso ona;32;0,5;8;Muy buena / Oso ona;3;Muy buena / Oso ona;0,88;Muy buena / Oso ona
29/05/2017;0,16;0,17;0,24;Muy buena / Oso ona;0,24;11;20;63;Buena / Ona;37;0,31;15;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Buena / Ona
28/05/2017;0,14;0,17;0,43;Muy buena / Oso ona;0,23;6;16;37;Muy buena / Oso ona;26;0,54;22;Muy buena / Oso ona;3;Muy buena / Oso ona;0,82;Muy buena / Oso ona
27/05/2017;0,24;0,27;0,45;Muy buena / Oso ona;0,37;11;25;68;Buena / Ona;42;1,21;31;Buena / Ona;3;Muy buena / Oso ona;2;Buena / Ona
26/05/2017;0,28;0,26;0,36;Muy buena / Oso ona;0,42;13;32;81;Buena / Ona;51;1,32;34;Buena / Ona;3;Muy buena / Oso ona;4,27;Buena / Ona
25/05/2017;0,53;0,36;0,53;Muy buena / Oso ona;0,85;25;39;73;Buena / Ona;77;3,58;33;Buena / Ona;3;Muy buena / Oso ona;8,08;Buena / Ona
24/05/2017;0,26;0,26;0,39;Muy buena / Oso ona;0,37;13;27;58;Buena / Ona;47;1,21;23;Muy buena / Oso ona;3;Muy buena / Oso ona;3,63;Buena / Ona
23/05/2017;0,14;0,17;0,24;Muy buena / Oso ona;0,23;6;18;45;Muy buena / Oso ona;27;0,5;18;Muy buena / Oso ona;3;Muy buena / Oso ona;0,91;Muy buena / Oso ona
22/05/2017;0,15;0,18;0,38;Muy buena / Oso ona;0,22;8;19;69;Buena / Ona;31;0,57;35;Buena / Ona;3;Muy buena / Oso ona;1,01;Buena / Ona
21/05/2017;0,48;0,29;0,48;Muy buena / Oso ona;0,58;16;35;67;Buena / Ona;60;2,24;19;Muy buena / Oso ona;3;Muy buena / Oso ona;3,55;Buena / Ona
20/05/2017;0,21;0,2;0,28;Muy buena / Oso ona;0,27;8;23;45;Muy buena / Oso ona;36;0,61;14;Muy buena / Oso ona;3;Muy buena / Oso ona;1,15;Muy buena / Oso ona
19/05/2017;0,21;0,17;0,22;Muy buena / Oso ona;0,3;7;18;47;Muy buena / Oso ona;28;0,29;16;Muy buena / Oso ona;3;Muy buena / Oso ona;0,87;Muy buena / Oso ona
18/05/2017;0,12;0,15;0,23;Muy buena / Oso ona;0,27;5;17;44;Muy buena / Oso ona;24;0,2;10;Muy buena / Oso ona;3;Muy buena / Oso ona;0,62;Muy buena / Oso ona
17/05/2017;0,31;0,26;0,33;Muy buena / Oso ona;0,42;15;29;60;Buena / Ona;52;1,05;20;Muy buena / Oso ona;3;Muy buena / Oso ona;8,63;Buena / Ona
16/05/2017;0,32;0,29;0,37;Muy buena / Oso ona;0,53;14;32;58;Buena / Ona;54;1,57;23;Muy buena / Oso ona;3;Muy buena / Oso ona;5,67;Buena / Ona
15/05/2017;0,42;0,3;0,37;Muy buena / Oso ona;0,61;18;38;65;Buena / Ona;65;1,98;23;Muy buena / Oso ona;3;Muy buena / Oso ona;4,09;Buena / Ona
14/05/2017;0,27;0,24;0,33;Muy buena / Oso ona;0,35;11;27;52;Buena / Ona;44;0,71;14;Muy buena / Oso ona;3;Muy buena / Oso ona;2,15;Buena / Ona
13/05/2017;0,26;0,25;0,33;Muy buena / Oso ona;0,33;10;27;59;Buena / Ona;42;0,66;11;Muy buena / Oso ona;3;Muy buena / Oso ona;2,83;Buena / Ona
12/05/2017;0,21;0,23;0,3;Muy buena / Oso ona;0,31;8;26;48;Muy buena / Oso ona;38;0,78;11;Muy buena / Oso ona;3;Muy buena / Oso ona;1,35;Muy buena / Oso ona
11/05/2017;0,34;0,27;0,36;Muy buena / Oso ona;0,42;14;31;68;Buena / Ona;52;1,22;9;Muy buena / Oso ona;3;Muy buena / Oso ona;2,15;Buena / Ona
10/05/2017;0,42;0,35;0,41;Muy buena / Oso ona;0,52;20;40;83;Buena / Ona;71;1,57;19;Muy buena / Oso ona;3;Muy buena / Oso ona;4,01;Buena / Ona
09/05/2017;0,35;0,31;0,4;Muy buena / Oso ona;0,53;17;35;70;Buena / Ona;61;1,16;20;Muy buena / Oso ona;3;Muy buena / Oso ona;6,23;Buena / Ona
08/05/2017;0,27;0,26;0,32;Muy buena / Oso ona;0,38;15;30;49;Muy buena / Oso ona;53;0,93;15;Muy buena / Oso ona;3;Muy buena / Oso ona;2,83;Muy buena / Oso ona
07/05/2017;0,18;0,23;0,3;Muy buena / Oso ona;0,26;7;24;47;Muy buena / Oso ona;34;0,41;11;Muy buena / Oso ona;3;Muy buena / Oso ona;1,08;Muy buena / Oso ona
06/05/2017;0,34;0,27;0,33;Muy buena / Oso ona;0,34;11;26;57;Buena / Ona;42;0,76;11;Muy buena / Oso ona;3;Muy buena / Oso ona;1,96;Buena / Ona
05/05/2017;0,76;0,42;0,66;Muy buena / Oso ona;0,74;34;42;79;Buena / Ona;94;2,25;26;Buena / Ona;3;Muy buena / Oso ona;7,1;Buena / Ona
04/05/2017;0,39;0,32;0,37;Muy buena / Oso ona;0,44;18;31;53;Buena / Ona;59;0,8;23;Muy buena / Oso ona;3;Muy buena / Oso ona;6,07;Buena / Ona
03/05/2017;0,28;0,31;0,35;Muy buena / Oso ona;0,41;16;29;47;Muy buena / Oso ona;53;0,89;17;Muy buena / Oso ona;3;Muy buena / Oso ona;3,01;Muy buena / Oso ona
02/05/2017;0,14;0,24;0,29;Muy buena / Oso ona;0,25;4;18;47;Muy buena / Oso ona;25;0,37;14;Muy buena / Oso ona;3;Muy buena / Oso ona;0,74;Muy buena / Oso ona
01/05/2017;0,1;0,21;0,26;Muy buena / Oso ona;0,18;3;18;45;Muy buena / Oso ona;23;0,2;16;Muy buena / Oso ona;3;Muy buena / Oso ona;0,49;Muy buena / Oso ona
30/04/2017;0,09;0,21;0,24;Muy buena / Oso ona;0,19;4;22;39;Muy buena / Oso ona;27;0,2;8;Muy buena / Oso ona;3;Muy buena / Oso ona;0,48;Muy buena / Oso ona
29/04/2017;0,25;0,27;0,33;Muy buena / Oso ona;0,31;13;33;52;Buena / Ona;52;0,83;13;Muy buena / Oso ona;3;Muy buena / Oso ona;2,12;Buena / Ona
28/04/2017;0,35;0,28;0,35;Muy buena / Oso ona;0,45;14;36;66;Buena / Ona;58;1,23;14;Muy buena / Oso ona;3;Muy buena / Oso ona;3,22;Buena / Ona
27/04/2017;0,25;0,22;0,31;Muy buena / Oso ona;0,35;12;26;63;Buena / Ona;45;0,83;13;Muy buena / Oso ona;3;Muy buena / Oso ona;5,17;Buena / Ona
26/04/2017;0,19;0,2;0,28;Muy buena / Oso ona;0,22;5;20;53;Buena / Ona;28;0,32;10;Muy buena / Oso ona;2;Muy buena / Oso ona;1,11;Buena / Ona
25/04/2017;0,32;0,29;0,38;Muy buena / Oso ona;0,33;14;36;74;Buena / Ona;58;0,97;17;Muy buena / Oso ona;2;Muy buena / Oso ona;2,06;Buena / Ona
24/04/2017;0,3;0,31;0,49;Muy buena / Oso ona;0,37;16;34;73;Buena / Ona;58;0,98;18;Muy buena / Oso ona;3;Muy buena / Oso ona;2,84;Buena / Ona
23/04/2017;0,41;0,42;0,52;Muy buena / Oso ona;0,37;9;40;76;Buena / Ona;53;0,74;21;Muy buena / Oso ona;3;Muy buena / Oso ona;2,37;Buena / Ona
22/04/2017;0,56;0,4;0,53;Muy buena / Oso ona;0,45;18;50;86;Buena / Ona;77;1,4;24;Muy buena / Oso ona;3;Muy buena / Oso ona;5,58;Buena / Ona
21/04/2017;0,54;0,4;0,53;Muy buena / Oso ona;0,56;23;53;90;Buena / Ona;88;1,62;26;Buena / Ona;3;Muy buena / Oso ona;8,13;Buena / Ona
20/04/2017;0,36;0,3;0,37;Muy buena / Oso ona;0,34;13;35;73;Buena / Ona;55;1,01;17;Muy buena / Oso ona;3;Muy buena / Oso ona;4,21;Buena / Ona
19/04/2017;0,18;0,25;0,32;Muy buena / Oso ona;0,21;5;22;50;Muy buena / Oso ona;30;0,55;15;Muy buena / Oso ona;3;Muy buena / Oso ona;0,92;Muy buena / Oso ona
18/04/2017;0,23;0,31;0,38;Muy buena / Oso ona;0,28;12;30;66;Buena / Ona;49;0,79;21;Muy buena / Oso ona;3;Muy buena / Oso ona;1,98;Buena / Ona
17/04/2017;0,28;0,33;0,39;Muy buena / Oso ona;0,26;9;29;61;Buena / Ona;43;0,46;18;Muy buena / Oso ona;3;Muy buena / Oso ona;1,63;Buena / Ona
16/04/2017;0,22;0,29;0,33;Muy buena / Oso ona;0,24;9;30;49;Muy buena / Oso ona;43;0,51;11;Muy buena / Oso ona;3;Muy buena / Oso ona;1,49;Muy buena / Oso ona
15/04/2017;0,14;0,27;0,29;Muy buena / Oso ona;0,19;4;26;43;Muy buena / Oso ona;33;0,31;15;Muy buena / Oso ona;2;Muy buena / Oso ona;0,8;Muy buena / Oso ona
14/04/2017;0,18;0,28;0,39;Muy buena / Oso ona;0,19;3;24;43;Muy buena / Oso ona;29;0,23;16;Muy buena / Oso ona;2;Muy buena / Oso ona;0,88;Muy buena / Oso ona
13/04/2017;0,32;0,33;0,4;Muy buena / Oso ona;0,3;7;30;57;Buena / Ona;41;0,65;17;Muy buena / Oso ona;3;Muy buena / Oso ona;2,81;Buena / Ona
12/04/2017;0,48;0,36;0,41;Muy buena / Oso ona;0,5;18;39;70;Buena / Ona;66;1,57;21;Muy buena / Oso ona;3;Muy buena / Oso ona;5,45;Buena / Ona
11/04/2017;0,18;0,27;0,33;Muy buena / Oso ona;0,23;3;20;55;Buena / Ona;25;0,4;23;Muy buena / Oso ona;2;Muy buena / Oso ona;1,07;Buena / Ona
10/04/2017;0,16;0,27;0,31;Muy buena / Oso ona;0,17;1;8;18;Muy buena / Oso ona;11;0,23;23;Muy buena / Oso ona;2;Muy buena / Oso ona;0,64;Muy buena / Oso ona
09/04/2017;0,54;0,35;0,67;Muy buena / Oso ona;0,44;14;20;63;Buena / Ona;42;1,3;24;Muy buena / Oso ona;3;Muy buena / Oso ona;3,16;Buena / Ona
08/04/2017;1,09;0,46;0,61;Muy buena / Oso ona;0,94;42;52;104;Mejorable / Hobetzeko modukoa;116;3,52;26;Buena / Ona;3;Muy buena / Oso ona;8,36;Mejorable / Hobetzeko modukoa
07/04/2017;0,73;0,36;0,47;Muy buena / Oso ona;0,68;8;23;70;Buena / Ona;35;2,38;26;Buena / Ona;3;Muy buena / Oso ona;5,38;Buena / Ona
06/04/2017;0,6;0,31;0,44;Muy buena / Oso ona;0,3;25;17;33;Muy buena / Oso ona;55;0,95;30;Buena / Ona;3;Muy buena / Oso ona;3,9;Buena / Ona
05/04/2017;0,32;0,21;0,26;Muy buena / Oso ona;0,15;3;17;30;Muy buena / Oso ona;23;0,23;22;Muy buena / Oso ona;2;Muy buena / Oso ona;0,49;Muy buena / Oso ona
04/04/2017;0,22;0,19;0,3;Muy buena / Oso ona;0,22;2;16;36;Muy buena / Oso ona;20;0,66;14;Muy buena / Oso ona;2;Muy buena / Oso ona;1,84;Muy buena / Oso ona
03/04/2017;;0,31;0,37;Muy buena / Oso ona;;24;25;40;Muy buena / Oso ona;62;;19;Muy buena / Oso ona;3;Muy buena / Oso ona;;Muy buena / Oso ona
02/04/2017;;0,22;0,27;Muy buena / Oso ona;;3;12;23;Muy buena / Oso ona;17;;19;Muy buena / Oso ona;2;Muy buena / Oso ona;;Muy buena / Oso ona
01/04/2017;;0,21;0,25;Muy buena / Oso ona;;5;15;27;Muy buena / Oso ona;22;;15;Muy buena / Oso ona;2;Muy buena / Oso ona;;Muy buena / Oso ona
31/03/2017;0,6;0,32;0,44;Muy buena / Oso ona;0,36;18;38;96;Buena / Ona;65;0,98;25;Muy buena / Oso ona;2;Muy buena / Oso ona;2,39;Buena / Ona
30/03/2017;1,03;0,41;0,68;Muy buena / Oso ona;0,76;36;52;123;Mejorable / Hobetzeko modukoa;107;2,4;21;Muy buena / Oso ona;3;Muy buena / Oso ona;5,62;Mejorable / Hobetzeko modukoa
29/03/2017;0,96;0,37;0,49;Muy buena / Oso ona;1,06;32;50;88;Buena / Ona;99;1,97;27;Buena / Ona;3;Muy buena / Oso ona;5,83;Buena / Ona
28/03/2017;0,77;0,37;0,51;Muy buena / Oso ona;0,46;18;36;80;Buena / Ona;64;0,77;18;Muy buena / Oso ona;3;Muy buena / Oso ona;2,95;Buena / Ona
27/03/2017;0,74;0,31;0,41;Muy buena / Oso ona;0,33;10;32;45;Muy buena / Oso ona;48;0,48;11;Muy buena / Oso ona;3;Muy buena / Oso ona;1,75;Muy buena / Oso ona
26/03/2017;0,61;0,31;0,4;Muy buena / Oso ona;0,24;11;27;47;Muy buena / Oso ona;44;0,33;9;Muy buena / Oso ona;3;Muy buena / Oso ona;1,14;Muy buena / Oso ona
25/03/2017;0,54;0,28;0,43;Muy buena / Oso ona;0,24;8;29;43;Muy buena / Oso ona;41;0,16;5;Muy buena / Oso ona;2;Muy buena / Oso ona;1,25;Muy buena / Oso ona
24/03/2017;0,72;0,33;0,47;Muy buena / Oso ona;0,43;17;26;40;Muy buena / Oso ona;51;0,44;15;Muy buena / Oso ona;3;Muy buena / Oso ona;2,89;Muy buena / Oso ona
23/03/2017;0,78;0,36;0,49;Muy buena / Oso ona;0,37;20;30;50;Muy buena / Oso ona;61;0,46;15;Muy buena / Oso ona;3;Muy buena / Oso ona;1,93;Muy buena / Oso ona
22/03/2017;0,65;0,29;0,34;Muy buena / Oso ona;0,4;15;26;53;Buena / Ona;48;0,28;9;Muy buena / Oso ona;3;Muy buena / Oso ona;2,56;Buena / Ona
21/03/2017;0,58;0,28;0,33;Muy buena / Oso ona;0,34;16;23;42;Muy buena / Oso ona;47;0,36;14;Muy buena / Oso ona;3;Muy buena / Oso ona;3,29;Muy buena / Oso ona
20/03/2017;0,43;0,22;0,26;Muy buena / Oso ona;0,2;6;21;39;Muy buena / Oso ona;31;0,19;20;Muy buena / Oso ona;3;Muy buena / Oso ona;1,19;Muy buena / Oso ona
19/03/2017;0,5;0,23;0,43;Muy buena / Oso ona;0,28;11;18;25;Muy buena / Oso ona;34;0,27;15;Muy buena / Oso ona;3;Muy buena / Oso ona;1,5;Muy buena / Oso ona
18/03/2017;0,56;0,29;0,41;Muy buena / Oso ona;0,23;15;24;37;Muy buena / Oso ona;48;0,29;20;Muy buena / Oso ona;2;Muy buena / Oso ona;1,13;Muy buena / Oso ona
17/03/2017;0,38;0,25;0,68;Muy buena / Oso ona;0,2;5;20;37;Muy buena / Oso ona;27;0,25;29;Buena / Ona;3;Muy buena / Oso ona;0,78;Buena / Ona
16/03/2017;1,84;0,61;0,76;Muy buena / Oso ona;1,04;72;45;72;Buena / Ona;155;2,78;36;Buena / Ona;4;Muy buena / Oso ona;12,05;Buena / Ona
15/03/2017;0,67;0,36;0,52;Muy buena / Oso ona;0,3;15;25;41;Muy buena / Oso ona;47;0,31;30;Buena / Ona;3;Muy buena / Oso ona;1,57;Buena / Ona
14/03/2017;0,73;0,36;0,48;Muy buena / Oso ona;0,4;26;31;56;Buena / Ona;71;0,37;27;Buena / Ona;3;Muy buena / Oso ona;2,85;Buena / Ona
13/03/2017;0,37;0,22;0,26;Muy buena / Oso ona;0,18;2;18;38;Muy buena / Oso ona;21;0,16;25;Muy buena / Oso ona;2;Muy buena / Oso ona;0,49;Muy buena / Oso ona
12/03/2017;0,31;0,21;0,25;Muy buena / Oso ona;0,14;2;12;28;Muy buena / Oso ona;15;0,13;21;Muy buena / Oso ona;2;Muy buena / Oso ona;0,3;Muy buena / Oso ona
11/03/2017;0,93;0,36;0,94;Muy buena / Oso ona;0,52;23;27;50;Muy buena / Oso ona;62;0,8;30;Buena / Ona;3;Muy buena / Oso ona;3,79;Buena / Ona
10/03/2017;1,37;0,57;0,9;Muy buena / Oso ona;0,9;67;37;50;Muy buena / Oso ona;140;1,45;40;Buena / Ona;4;Muy buena / Oso ona;9,82;Buena / Ona
09/03/2017;0,78;0,41;0,53;Muy buena / Oso ona;0,43;38;32;52;Buena / Ona;90;0,63;31;Buena / Ona;3;Muy buena / Oso ona;3,89;Buena / Ona
08/03/2017;0,62;0,34;0,43;Muy buena / Oso ona;0,31;24;35;68;Buena / Ona;71;0,45;18;Muy buena / Oso ona;3;Muy buena / Oso ona;2,05;Buena / Ona
07/03/2017;0,58;0,26;0,4;Muy buena / Oso ona;0,28;14;21;50;Muy buena / Oso ona;42;0,31;31;Buena / Ona;3;Muy buena / Oso ona;2,47;Buena / Ona
06/03/2017;0,37;0,23;0,36;Muy buena / Oso ona;0,22;;;;Sin datos / Daturik gabe;;0,16;37;Buena / Ona;3;Muy buena / Oso ona;0,47;Buena / Ona
05/03/2017;0,67;0,31;0,41;Muy buena / Oso ona;0,28;;;;Sin datos / Daturik gabe;;0,2;22;Muy buena / Oso ona;3;Muy buena / Oso ona;0,94;Muy buena / Oso ona
04/03/2017;0,41;0,28;0,37;Muy buena / Oso ona;0,23;;;;Sin datos / Daturik gabe;;0,17;13;Muy buena / Oso ona;3;Muy buena / Oso ona;0,53;Muy buena / Oso ona
03/03/2017;0,49;0,25;0,71;Muy buena / Oso ona;0,25;;;;Sin datos / Daturik gabe;;0,47;15;Muy buena / Oso ona;3;Muy buena / Oso ona;1,18;Muy buena / Oso ona
02/03/2017;;0,53;0,73;Muy buena / Oso ona;;;;;Sin datos / Daturik gabe;;;32;Buena / Ona;4;Muy buena / Oso ona;;Buena / Ona
01/03/2017;;0,35;0,46;Muy buena / Oso ona;;;;;Sin datos / Daturik gabe;;;18;Muy buena / Oso ona;3;Muy buena / Oso ona;;Muy buena / Oso ona
28/02/2017;;0,36;0,45;Muy buena / Oso ona;;;;;Sin datos / Daturik gabe;;;22;Muy buena / Oso ona;3;Muy buena / Oso ona;;Muy buena / Oso ona
27/02/2017;3,47;0,37;0,65;Muy buena / Oso ona;2,24;;;;Sin datos / Daturik gabe;;2,77;20;Muy buena / Oso ona;3;Muy buena / Oso ona;6,62;Muy buena / Oso ona
26/02/2017;5,41;0,5;0,97;Muy buena / Oso ona;3,3;;;;Sin datos / Daturik gabe;;2,83;30;Buena / Ona;3;Muy buena / Oso ona;17,51;Buena / Ona
25/02/2017;5,75;0,5;0,92;Muy buena / Oso ona;3,74;;;;Sin datos / Daturik gabe;;2,65;27;Buena / Ona;3;Muy buena / Oso ona;29,9;Buena / Ona
24/02/2017;3,86;0,32;0,45;Muy buena / Oso ona;2,76;;;;Sin datos / Daturik gabe;;1,62;21;Muy buena / Oso ona;;Sin datos / Daturik gabe;8,2;Muy buena / Oso ona
23/02/2017;4,39;0,3;0,7;Muy buena / Oso ona;3,02;;;;Sin datos / Daturik gabe;;1,51;35;Buena / Ona;;Sin datos / Daturik gabe;39,28;Buena / Ona
22/02/2017;3,84;0,43;0,65;Muy buena / Oso ona;4,88;;;;Sin datos / Daturik gabe;;2,98;33;Buena / Ona;;Sin datos / Daturik gabe;40,79;Buena / Ona
21/02/2017;2,68;0,36;0,53;Muy buena / Oso ona;3,28;54;54;107;Mejorable / Hobetzeko modukoa;136;2,87;23;Muy buena / Oso ona;4;Muy buena / Oso ona;23,04;Mejorable / Hobetzeko modukoa
20/02/2017;3,23;0,42;0,53;Muy buena / Oso ona;2,66;62;60;103;Mejorable / Hobetzeko modukoa;154;5,26;28;Buena / Ona;3;Muy buena / Oso ona;16,36;Mejorable / Hobetzeko modukoa
19/02/2017;1,54;0,36;0,48;Muy buena / Oso ona;0,86;37;45;93;Buena / Ona;101;1,05;27;Buena / Ona;3;Muy buena / Oso ona;5,49;Buena / Ona
18/02/2017;1,26;0,33;0,71;Muy buena / Oso ona;0,94;35;41;76;Buena / Ona;94;1,33;34;Buena / Ona;3;Muy buena / Oso ona;5,69;Buena / Ona
17/02/2017;1,35;0,42;0,72;Muy buena / Oso ona;1,57;68;55;112;Mejorable / Hobetzeko modukoa;160;2,87;38;Buena / Ona;4;Muy buena / Oso ona;8,63;Mejorable / Hobetzeko modukoa
16/02/2017;1,82;0,63;0,98;Muy buena / Oso ona;1,7;127;74;178;Mejorable / Hobetzeko modukoa;268;4,26;52;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;11,96;Mejorable / Hobetzeko modukoa
15/02/2017;1,07;0,47;0,84;Muy buena / Oso ona;0,95;50;48;126;Mejorable / Hobetzeko modukoa;125;1,46;27;Buena / Ona;4;Muy buena / Oso ona;5,32;Mejorable / Hobetzeko modukoa
14/02/2017;1,06;0,45;0,67;Muy buena / Oso ona;0,77;53;47;92;Buena / Ona;129;1,89;21;Muy buena / Oso ona;4;Muy buena / Oso ona;7,05;Buena / Ona
13/02/2017;0,45;0,31;0,44;Muy buena / Oso ona;0,28;24;37;73;Buena / Ona;74;0,33;33;Buena / Ona;3;Muy buena / Oso ona;1,55;Buena / Ona
12/02/2017;0,73;0,34;0,5;Muy buena / Oso ona;0,3;25;26;38;Muy buena / Oso ona;65;0,35;43;Buena / Ona;2;Muy buena / Oso ona;1,33;Buena / Ona
11/02/2017;1,03;0,44;0,91;Muy buena / Oso ona;1,42;47;48;69;Buena / Ona;120;0,47;32;Buena / Ona;3;Muy buena / Oso ona;6,68;Buena / Ona
10/02/2017;1,88;0,71;0,98;Muy buena / Oso ona;2,1;130;73;183;Mejorable / Hobetzeko modukoa;272;2,06;39;Buena / Ona;5;Muy buena / Oso ona;9,1;Mejorable / Hobetzeko modukoa
09/02/2017;0,79;0,39;0,51;Muy buena / Oso ona;0,77;48;54;91;Buena / Ona;127;0,8;17;Muy buena / Oso ona;3;Muy buena / Oso ona;3,66;Buena / Ona
08/02/2017;0,26;0,18;0,2;Muy buena / Oso ona;0,2;11;16;29;Muy buena / Oso ona;32;0,14;22;Muy buena / Oso ona;2;Muy buena / Oso ona;0,37;Muy buena / Oso ona
07/02/2017;0,48;0,24;0,71;Muy buena / Oso ona;0,36;15;23;37;Muy buena / Oso ona;45;0,24;16;Muy buena / Oso ona;2;Muy buena / Oso ona;1,33;Muy buena / Oso ona
06/02/2017;1,13;0,51;0,79;Muy buena / Oso ona;1,17;79;51;80;Buena / Ona;172;0,69;23;Muy buena / Oso ona;4;Muy buena / Oso ona;6,02;Buena / Ona
05/02/2017;0,24;0,16;0,46;Muy buena / Oso ona;0,14;11;12;23;Muy buena / Oso ona;29;0,14;20;Muy buena / Oso ona;2;Muy buena / Oso ona;0,29;Muy buena / Oso ona
04/02/2017;0,68;0,34;0,48;Muy buena / Oso ona;0,41;30;35;56;Buena / Ona;80;0,24;14;Muy buena / Oso ona;3;Muy buena / Oso ona;1,51;Buena / Ona
03/02/2017;0,69;0,26;0,35;Muy buena / Oso ona;0,34;24;28;51;Buena / Ona;65;0,42;17;Muy buena / Oso ona;3;Muy buena / Oso ona;1,49;Buena / Ona
02/02/2017;0,82;0,3;0,65;Muy buena / Oso ona;0,41;27;31;45;Muy buena / Oso ona;73;0,46;12;Muy buena / Oso ona;3;Muy buena / Oso ona;2,1;Muy buena / Oso ona
01/02/2017;1,48;0,46;0,84;Muy buena / Oso ona;0,9;64;38;56;Buena / Ona;137;1,23;26;Buena / Ona;4;Muy buena / Oso ona;10,02;Buena / Ona
31/01/2017;2,97;0,55;0,91;Muy buena / Oso ona;1,8;68;32;64;Buena / Ona;136;2,55;21;Muy buena / Oso ona;3;Muy buena / Oso ona;13,87;Buena / Ona
30/01/2017;;0,53;0,81;Muy buena / Oso ona;;72;41;71;Buena / Ona;152;;20;Muy buena / Oso ona;4;Muy buena / Oso ona;;Buena / Ona
29/01/2017;;0,27;0,4;Muy buena / Oso ona;;19;25;32;Muy buena / Oso ona;54;;10;Muy buena / Oso ona;3;Muy buena / Oso ona;;Muy buena / Oso ona
28/01/2017;;0,28;0,38;Muy buena / Oso ona;;25;23;41;Muy buena / Oso ona;61;;16;Muy buena / Oso ona;3;Muy buena / Oso ona;;Muy buena / Oso ona
27/01/2017;;0,32;0,44;Muy buena / Oso ona;;25;33;50;Muy buena / Oso ona;72;;18;Muy buena / Oso ona;3;Muy buena / Oso ona;;Muy buena / Oso ona
26/01/2017;0,77;0,48;0,8;Muy buena / Oso ona;0,73;59;38;80;Buena / Ona;127;1,4;27;Buena / Ona;4;Muy buena / Oso ona;7,05;Buena / Ona
25/01/2017;0,54;0,33;0,6;Muy buena / Oso ona;0,58;42;29;49;Muy buena / Oso ona;93;1,05;26;Buena / Ona;4;Muy buena / Oso ona;3,91;Buena / Ona
24/01/2017;1,36;0,5;0,62;Muy buena / Oso ona;1,26;86;34;57;Buena / Ona;165;1,92;34;Buena / Ona;5;Muy buena / Oso ona;11,85;Buena / Ona
23/01/2017;1,18;0,51;0,96;Muy buena / Oso ona;0,84;79;30;49;Muy buena / Oso ona;151;1,77;29;Buena / Ona;4;Muy buena / Oso ona;6,46;Buena / Ona
