Date;CO (mg/m3);CO 8h max (mg/m3);CO 8h max - ICA;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
19/07/2017;0,28;0,32;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;5;76;101;Mejorable / Hobetzeko modukoa;16;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;69;70;910,5;0;259,7;19;0,18;Mejorable / Hobetzeko modukoa
18/07/2017;0,26;0,29;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;5;83;116;Mejorable / Hobetzeko modukoa;21;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;176;59;909,7;0;275,7;22,4;0,68;Mejorable / Hobetzeko modukoa
17/07/2017;0,26;0,28;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;4;90;122;Mejorable / Hobetzeko modukoa;17;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;105;60;912,8;0;339,3;24;1,12;Mejorable / Hobetzeko modukoa
16/07/2017;0,22;0,27;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;3;76;104;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;80;70;917,2;0;356,5;20,1;0,64;Mejorable / Hobetzeko modukoa
15/07/2017;0,21;0,24;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;3;72;76;Buena / Ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;76;75;918,6;0;360,4;16;0,87;Buena / Ona
14/07/2017;0,23;0,27;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;4;64;69;Buena / Ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;2;Muy buena / Oso ona;155;81;918,7;0;229;14,3;0,28;Buena / Ona
13/07/2017;0,24;0,26;Muy buena / Oso ona;2;3;5;Muy buena / Oso ona;5;55;73;Buena / Ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;32;82;918,2;0;343,9;15,8;0,9;Buena / Ona
12/07/2017;0,18;0,19;Muy buena / Oso ona;2;3;7;Muy buena / Oso ona;6;53;75;Buena / Ona;11;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;58;76;917,1;0;329,3;17,6;0,94;Buena / Ona
11/07/2017;0,19;0,22;Muy buena / Oso ona;2;3;5;Muy buena / Oso ona;6;50;83;Buena / Ona;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;65;75;913,6;0;344;17,6;0,45;Buena / Ona
10/07/2017;0,23;0,28;Muy buena / Oso ona;1;2;4;Muy buena / Oso ona;4;54;73;Buena / Ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;32;88;912,9;0;160,9;14,9;0,77;Buena / Ona
09/07/2017;0,25;0,3;Muy buena / Oso ona;1;3;4;Muy buena / Oso ona;5;72;93;Buena / Ona;11;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;35;80;912,2;0;291,2;17,7;0,72;Buena / Ona
08/07/2017;0,28;0,31;Muy buena / Oso ona;1;3;6;Muy buena / Oso ona;5;76;97;Buena / Ona;10;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;53;82;914;0;221,9;16,9;0,34;Buena / Ona
07/07/2017;0,26;0,29;Muy buena / Oso ona;2;4;8;Muy buena / Oso ona;6;80;104;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;110;65;915,2;0;290,8;21;0,93;Mejorable / Hobetzeko modukoa
06/07/2017;0,23;0,27;Muy buena / Oso ona;1;3;6;Muy buena / Oso ona;6;70;95;Buena / Ona;12;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;197;65;914,3;0;171,4;19,6;1,05;Buena / Ona
05/07/2017;0,23;0,27;Muy buena / Oso ona;2;4;7;Muy buena / Oso ona;7;79;106;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;100;57;911,6;0;319,8;22,3;0,72;Mejorable / Hobetzeko modukoa
04/07/2017;;;Sin datos / Daturik gabe;2;3;6;Muy buena / Oso ona;6;82;106;Mejorable / Hobetzeko modukoa;11;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;122;48;913,5;0;351,4;21,5;0,8;Mejorable / Hobetzeko modukoa
03/07/2017;;;Sin datos / Daturik gabe;1;3;6;Muy buena / Oso ona;5;49;80;Buena / Ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;69;71;919,6;0;368,2;16,6;0,52;Buena / Ona
02/07/2017;0,12;0,12;Muy buena / Oso ona;1;3;6;Muy buena / Oso ona;5;59;73;Buena / Ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;31;79;922,1;0;290,5;13,2;0,41;Buena / Ona
01/07/2017;;;Sin datos / Daturik gabe;1;2;3;Muy buena / Oso ona;4;58;72;Buena / Ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;320;87;919,7;0;128,7;9,2;1,73;Buena / Ona
30/06/2017;;;Sin datos / Daturik gabe;1;2;2;Muy buena / Oso ona;4;61;74;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;1;Muy buena / Oso ona;290;86;912,6;0,1;186,9;9,2;2,88;Buena / Ona
29/06/2017;;;Sin datos / Daturik gabe;1;2;3;Muy buena / Oso ona;4;55;63;Buena / Ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;285;81;906,8;0,1;198,3;9,9;1,48;Buena / Ona
28/06/2017;;;Sin datos / Daturik gabe;1;2;3;Muy buena / Oso ona;4;59;73;Buena / Ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;274;80;904,2;0,1;177,1;13,6;2,01;Buena / Ona
27/06/2017;0,14;0,16;Muy buena / Oso ona;1;3;5;Muy buena / Oso ona;5;59;74;Buena / Ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;2;Muy buena / Oso ona;293;81;906,5;0,1;193,9;16,3;0,62;Buena / Ona
26/06/2017;;;Sin datos / Daturik gabe;1;3;4;Muy buena / Oso ona;5;58;81;Buena / Ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;219;83;908,7;0;198;17,2;0,38;Buena / Ona
25/06/2017;0,14;0,17;Muy buena / Oso ona;1;3;4;Muy buena / Oso ona;5;54;67;Buena / Ona;10;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;105;85;913,6;0;193;16,6;0,46;Buena / Ona
24/06/2017;;;Sin datos / Daturik gabe;1;3;5;Muy buena / Oso ona;5;65;72;Buena / Ona;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;2;Muy buena / Oso ona;48;88;917,7;0;237;15,3;0,66;Buena / Ona
23/06/2017;;;Sin datos / Daturik gabe;1;3;7;Muy buena / Oso ona;5;77;86;Buena / Ona;13;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;58;88;919,1;0;240,5;16,1;0,71;Buena / Ona
22/06/2017;0,21;0,26;Muy buena / Oso ona;2;5;11;Muy buena / Oso ona;8;89;127;Mejorable / Hobetzeko modukoa;18;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;71;70;915,9;0;297,1;22,3;0,64;Mejorable / Hobetzeko modukoa
21/06/2017;0,17;0,23;Muy buena / Oso ona;1;4;9;Muy buena / Oso ona;7;98;135;Mejorable / Hobetzeko modukoa;15;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;41;58;914,9;0;331,2;24,2;0,13;Mejorable / Hobetzeko modukoa
20/06/2017;0,16;0,21;Muy buena / Oso ona;2;5;8;Muy buena / Oso ona;7;75;105;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;201;69;915,6;0;246,5;21,5;0,33;Mejorable / Hobetzeko modukoa
19/06/2017;0,16;0,18;Muy buena / Oso ona;1;4;6;Muy buena / Oso ona;6;90;121;Mejorable / Hobetzeko modukoa;13;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;188;67;914,6;0,1;313,1;21,5;0,45;Mejorable / Hobetzeko modukoa
18/06/2017;;;Sin datos / Daturik gabe;1;4;10;Muy buena / Oso ona;6;91;114;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;46;52;913,5;0;370,5;22,6;0,45;Mejorable / Hobetzeko modukoa
17/06/2017;;;Sin datos / Daturik gabe;1;3;6;Muy buena / Oso ona;6;88;114;Mejorable / Hobetzeko modukoa;8;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;52;58;917,9;0;374,7;20,9;0,57;Mejorable / Hobetzeko modukoa
16/06/2017;;;Sin datos / Daturik gabe;1;4;10;Muy buena / Oso ona;6;75;89;Buena / Ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;2;Muy buena / Oso ona;75;78;919,8;0;308,4;17,2;0,69;Buena / Ona
15/06/2017;0,13;;Sin datos / Daturik gabe;1;3;7;Muy buena / Oso ona;5;76;107;Mejorable / Hobetzeko modukoa;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;90;92;917,1;0;79,2;15,4;0,37;Mejorable / Hobetzeko modukoa
14/06/2017;0,15;0,18;Muy buena / Oso ona;1;4;5;Muy buena / Oso ona;6;90;113;Mejorable / Hobetzeko modukoa;18;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;70;71;912,5;0;338,8;21,8;0,57;Mejorable / Hobetzeko modukoa
13/06/2017;0,14;0,17;Muy buena / Oso ona;1;4;7;Muy buena / Oso ona;6;60;90;Buena / Ona;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;2;Muy buena / Oso ona;61;77;911,8;0;261,9;19,2;0,32;Buena / Ona
12/06/2017;;;Sin datos / Daturik gabe;1;4;7;Muy buena / Oso ona;6;45;58;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;1;Muy buena / Oso ona;80;91;915,1;0;237,8;16,1;0,84;Muy buena / Oso ona
11/06/2017;0,15;0,17;Muy buena / Oso ona;1;3;6;Muy buena / Oso ona;5;63;85;Buena / Ona;;Sin datos / Daturik gabe;10;Muy buena / Oso ona;2;Muy buena / Oso ona;43;85;915,7;0;310,6;17,6;0,7;Buena / Ona
10/06/2017;0,14;0,17;Muy buena / Oso ona;1;3;6;Muy buena / Oso ona;6;68;100;Buena / Ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;84;75;915;0;336,1;19,7;0,39;Buena / Ona
09/06/2017;0,14;0,16;Muy buena / Oso ona;1;4;8;Muy buena / Oso ona;6;62;80;Buena / Ona;11;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;57;85;913,1;0;324,7;15,6;0,81;Buena / Ona
08/06/2017;;;Sin datos / Daturik gabe;1;4;8;Muy buena / Oso ona;6;76;104;Mejorable / Hobetzeko modukoa;11;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;105;72;912;0;285;18,2;0,72;Mejorable / Hobetzeko modukoa
07/06/2017;;;Sin datos / Daturik gabe;1;2;5;Muy buena / Oso ona;4;56;75;Buena / Ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;2;Muy buena / Oso ona;52;69;916,4;0;365,7;14,4;0,44;Buena / Ona
06/06/2017;0,12;;Sin datos / Daturik gabe;1;2;5;Muy buena / Oso ona;5;63;79;Buena / Ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;2;Muy buena / Oso ona;21;86;913,7;0;128,4;10,9;0,98;Buena / Ona
05/06/2017;;;Sin datos / Daturik gabe;2;2;3;Muy buena / Oso ona;4;64;88;Buena / Ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;232;67;911,9;0;352,8;13,9;0,79;Buena / Ona
04/06/2017;;;Sin datos / Daturik gabe;1;2;4;Muy buena / Oso ona;4;65;68;Buena / Ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona;6;97;914,6;0,1;41,7;8,3;1,12;Buena / Ona
03/06/2017;0,15;0,22;Muy buena / Oso ona;2;2;4;Muy buena / Oso ona;4;67;77;Buena / Ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;22;94;914,8;0;96,8;11;1,14;Buena / Ona
02/06/2017;0,17;0,18;Muy buena / Oso ona;2;4;10;Muy buena / Oso ona;7;71;86;Buena / Ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;76;88;914,2;0,1;191,8;15,9;0,5;Buena / Ona
01/06/2017;0,14;0,16;Muy buena / Oso ona;2;4;5;Muy buena / Oso ona;7;77;109;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;;;2;Muy buena / Oso ona;70;75;915;0;285,1;18,1;0,54;Mejorable / Hobetzeko modukoa
31/05/2017;0,12;;Sin datos / Daturik gabe;2;4;8;Muy buena / Oso ona;7;74;88;Buena / Ona;9;Muy buena / Oso ona;;;2;Muy buena / Oso ona;73;80;915,6;0;238,6;16,1;0,46;Buena / Ona
30/05/2017;0,14;0,19;Muy buena / Oso ona;2;4;7;Muy buena / Oso ona;7;73;78;Buena / Ona;10;Muy buena / Oso ona;;;2;Muy buena / Oso ona;26;94;914,5;0;92,4;12,8;0,52;Buena / Ona
29/05/2017;0,15;0,18;Muy buena / Oso ona;2;4;17;Muy buena / Oso ona;7;69;78;Buena / Ona;10;Muy buena / Oso ona;;;1;Muy buena / Oso ona;87;90;911,9;0,2;228,7;14,8;0,76;Buena / Ona
28/05/2017;0,15;0,18;Muy buena / Oso ona;2;3;3;Muy buena / Oso ona;5;72;97;Buena / Ona;15;Muy buena / Oso ona;;;1;Muy buena / Oso ona;176;69;912,2;0,1;212,1;18,6;0,64;Buena / Ona
27/05/2017;0,15;0,18;Muy buena / Oso ona;2;3;4;Muy buena / Oso ona;6;67;100;Buena / Ona;18;Muy buena / Oso ona;;;1;Muy buena / Oso ona;105;77;911,9;0;263;18,2;0,79;Buena / Ona
26/05/2017;0,18;0,2;Muy buena / Oso ona;2;5;35;Muy buena / Oso ona;8;81;118;Mejorable / Hobetzeko modukoa;15;Muy buena / Oso ona;;;2;Muy buena / Oso ona;97;76;910,9;0;284,8;17,8;0,31;Mejorable / Hobetzeko modukoa
25/05/2017;0,15;0,17;Muy buena / Oso ona;1;4;8;Muy buena / Oso ona;6;100;116;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;;;2;Muy buena / Oso ona;264;58;912,6;0,1;299,1;20,9;0,03;Mejorable / Hobetzeko modukoa
24/05/2017;0,13;0,16;Muy buena / Oso ona;1;3;5;Muy buena / Oso ona;5;86;111;Mejorable / Hobetzeko modukoa;11;Muy buena / Oso ona;;;1;Muy buena / Oso ona;88;57;916;0;356,3;19,1;0,65;Mejorable / Hobetzeko modukoa
23/05/2017;;;Sin datos / Daturik gabe;1;3;5;Muy buena / Oso ona;5;87;113;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;;;2;Muy buena / Oso ona;56;52;918;0;353,7;15,5;0,71;Mejorable / Hobetzeko modukoa
22/05/2017;0,17;0,21;Muy buena / Oso ona;1;4;5;Muy buena / Oso ona;6;86;112;Mejorable / Hobetzeko modukoa;13;Muy buena / Oso ona;;;2;Muy buena / Oso ona;18;64;914,2;0;346,8;16,6;0,74;Mejorable / Hobetzeko modukoa
21/05/2017;0,21;0,36;Muy buena / Oso ona;2;4;5;Muy buena / Oso ona;6;66;89;Buena / Ona;10;Muy buena / Oso ona;;;2;Muy buena / Oso ona;106;72;913,4;0;229,7;15,2;0,79;Buena / Ona
20/05/2017;0,23;0,36;Muy buena / Oso ona;2;4;9;Muy buena / Oso ona;7;54;77;Buena / Ona;10;Muy buena / Oso ona;;;2;Muy buena / Oso ona;65;79;917,8;0;310,2;10,2;0,46;Buena / Ona
19/05/2017;;;Sin datos / Daturik gabe;1;2;4;Muy buena / Oso ona;5;60;80;Buena / Ona;9;Muy buena / Oso ona;;;1;Muy buena / Oso ona;12;81;915,2;0;181,2;6,7;0,43;Buena / Ona
18/05/2017;;;Sin datos / Daturik gabe;1;2;6;Muy buena / Oso ona;4;76;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;359;87;912,3;0,2;126,6;8;2,05;Muy buena / Oso ona
17/05/2017;0,14;0,17;Muy buena / Oso ona;1;4;8;Muy buena / Oso ona;6;65;111;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;240;81;914,7;0,1;98,2;14,9;0,04;Mejorable / Hobetzeko modukoa
16/05/2017;0,14;0,16;Muy buena / Oso ona;1;5;8;Muy buena / Oso ona;7;95;120;Mejorable / Hobetzeko modukoa;12;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;67;62;920,6;0;240,4;19,3;0,29;Mejorable / Hobetzeko modukoa
15/05/2017;0,13;0,14;Muy buena / Oso ona;1;3;6;Muy buena / Oso ona;6;79;101;Mejorable / Hobetzeko modukoa;8;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;198;60;922,1;0;281,3;16,8;0,51;Mejorable / Hobetzeko modukoa
14/05/2017;;;Sin datos / Daturik gabe;1;2;7;Muy buena / Oso ona;5;76;93;Buena / Ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;214;67;918,6;0;279,8;13,5;1,83;Buena / Ona
13/05/2017;0,12;0,16;Muy buena / Oso ona;1;2;3;Muy buena / Oso ona;4;80;89;Buena / Ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;213;71;910,6;0;200,5;12,3;1,81;Buena / Ona
12/05/2017;0,15;0,16;Muy buena / Oso ona;1;3;4;Muy buena / Oso ona;5;76;88;Buena / Ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona;182;85;901,1;0,1;143,6;10,5;2,28;Buena / Ona
11/05/2017;0,15;0,16;Muy buena / Oso ona;1;2;3;Muy buena / Oso ona;4;88;89;Buena / Ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona;178;81;894,5;0;212,5;10,7;3,22;Buena / Ona
10/05/2017;0,15;0,18;Muy buena / Oso ona;2;4;8;Muy buena / Oso ona;7;84;101;Mejorable / Hobetzeko modukoa;6;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;197;71;898,1;0,1;204,5;13,9;1,66;Mejorable / Hobetzeko modukoa
09/05/2017;0,14;0,15;Muy buena / Oso ona;1;4;7;Muy buena / Oso ona;6;86;106;Mejorable / Hobetzeko modukoa;7;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;132;67;905,3;0;192;12,5;0,78;Mejorable / Hobetzeko modukoa
08/05/2017;;;Sin datos / Daturik gabe;1;4;11;Muy buena / Oso ona;6;70;95;Buena / Ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;58;61;914,3;0;225,6;12,1;0,83;Buena / Ona
07/05/2017;0,12;;Sin datos / Daturik gabe;2;4;7;Muy buena / Oso ona;6;67;93;Buena / Ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;48;72;916,8;0;304,8;11,7;0,65;Buena / Ona
06/05/2017;0,12;;Sin datos / Daturik gabe;1;3;7;Muy buena / Oso ona;6;75;88;Buena / Ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;238;72;911,6;0;259,7;10,2;1,66;Buena / Ona
05/05/2017;0,12;0,14;Muy buena / Oso ona;1;4;7;Muy buena / Oso ona;6;82;88;Buena / Ona;19;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;191;78;903,8;0,1;161,9;13,1;1,09;Buena / Ona
04/05/2017;0,13;;Sin datos / Daturik gabe;2;5;8;Muy buena / Oso ona;8;62;86;Buena / Ona;15;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;99;78;906,8;0;240,3;13,3;0,66;Buena / Ona
03/05/2017;0,13;0,14;Muy buena / Oso ona;1;5;9;Muy buena / Oso ona;7;50;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;60;82;910,8;0;187;10,9;0,64;Muy buena / Oso ona
02/05/2017;0,12;;Sin datos / Daturik gabe;1;3;8;Muy buena / Oso ona;6;58;80;Buena / Ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;0;Muy buena / Oso ona;354;85;914,4;0;179,6;9,2;0,74;Buena / Ona
01/05/2017;;;Sin datos / Daturik gabe;1;3;5;Muy buena / Oso ona;5;72;88;Buena / Ona;8;Muy buena / Oso ona;6;Muy buena / Oso ona;0;Muy buena / Oso ona;270;72;912,7;0;262,6;8,9;0,32;Buena / Ona
30/04/2017;;;Sin datos / Daturik gabe;1;3;5;Muy buena / Oso ona;6;86;96;Buena / Ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;0;Muy buena / Oso ona;198;84;902,2;0,1;95,4;6,3;1,85;Buena / Ona
29/04/2017;0,14;;Sin datos / Daturik gabe;1;5;6;Muy buena / Oso ona;8;71;88;Buena / Ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;0;Muy buena / Oso ona;176;77;904,7;0;223,1;9,3;0,93;Buena / Ona
28/04/2017;0,14;;Sin datos / Daturik gabe;2;5;8;Muy buena / Oso ona;8;83;97;Buena / Ona;10;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;85;77;910,8;0;208,4;5,2;0,69;Buena / Ona
27/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;340;80;910,7;0;212,2;2,4;2,06;Muy buena / Oso ona
26/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;347;93;906,9;0,1;96,7;1,6;3,49;Sin datos / Daturik gabe
25/04/2017;;;Sin datos / Daturik gabe;1;4;6;Muy buena / Oso ona;6;90;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;7;Muy buena / Oso ona;0;Muy buena / Oso ona;23;83;904,8;0,1;115,5;9,3;0,92;Muy buena / Oso ona
24/04/2017;0,16;0,18;Muy buena / Oso ona;1;5;9;Muy buena / Oso ona;7;105;122;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;91;52;909,7;0;267;14,5;0,52;Mejorable / Hobetzeko modukoa
23/04/2017;0,16;0,18;Muy buena / Oso ona;1;5;7;Muy buena / Oso ona;7;106;127;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;66;48;913,5;0;290,5;13,2;0,77;Mejorable / Hobetzeko modukoa
22/04/2017;0,17;0,2;Muy buena / Oso ona;1;4;7;Muy buena / Oso ona;6;100;117;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;114;49;916,5;0;290,5;12,1;0,46;Mejorable / Hobetzeko modukoa
21/04/2017;0,19;0,21;Muy buena / Oso ona;1;5;7;Muy buena / Oso ona;7;92;112;Mejorable / Hobetzeko modukoa;11;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;97;55;918,4;0;289,6;9,4;1,08;Mejorable / Hobetzeko modukoa
20/04/2017;0,13;0,14;Muy buena / Oso ona;1;5;7;Muy buena / Oso ona;8;95;109;Mejorable / Hobetzeko modukoa;9;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;69;50;917,4;0;289,3;7,5;1,03;Mejorable / Hobetzeko modukoa
19/04/2017;;;Sin datos / Daturik gabe;2;4;5;Muy buena / Oso ona;8;103;111;Mejorable / Hobetzeko modukoa;8;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;112;57;916,3;0;279,7;6,4;0,99;Mejorable / Hobetzeko modukoa
18/04/2017;;;Sin datos / Daturik gabe;4;4;6;Muy buena / Oso ona;9;83;95;Buena / Ona;11;Muy buena / Oso ona;9;Muy buena / Oso ona;0;Muy buena / Oso ona;74;83;915,3;0;238,6;8;0,88;Buena / Ona
17/04/2017;;;Sin datos / Daturik gabe;4;2;5;Muy buena / Oso ona;8;76;94;Buena / Ona;20;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona;61;66;914,6;0;275,5;10,3;0,85;Buena / Ona
16/04/2017;;;Sin datos / Daturik gabe;4;3;5;Muy buena / Oso ona;8;78;90;Buena / Ona;13;Muy buena / Oso ona;9;Muy buena / Oso ona;0;Muy buena / Oso ona;76;67;917,7;0;256,7;10,3;0,72;Buena / Ona
15/04/2017;;;Sin datos / Daturik gabe;3;4;5;Muy buena / Oso ona;8;89;97;Buena / Ona;8;Muy buena / Oso ona;8;Muy buena / Oso ona;0;Muy buena / Oso ona;359;85;917,2;0;101;8,5;1,46;Buena / Ona
14/04/2017;0,15;;Sin datos / Daturik gabe;4;4;5;Muy buena / Oso ona;9;92;99;Buena / Ona;15;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona;51;69;914,3;0;247,4;10,2;1,25;Buena / Ona
13/04/2017;;;Sin datos / Daturik gabe;3;4;6;Muy buena / Oso ona;9;91;112;Mejorable / Hobetzeko modukoa;15;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;19;51;913,7;0;263,9;12,6;0,56;Mejorable / Hobetzeko modukoa
12/04/2017;;;Sin datos / Daturik gabe;3;5;9;Muy buena / Oso ona;8;77;105;Mejorable / Hobetzeko modukoa;12;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona;60;68;915,4;0;269,5;11,3;0,3;Mejorable / Hobetzeko modukoa
11/04/2017;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;86;114;Mejorable / Hobetzeko modukoa;14;Muy buena / Oso ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;42;73;918,6;0;203,6;8,8;0,69;Mejorable / Hobetzeko modukoa
10/04/2017;0,14;0,17;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;27;51;919,5;0;258,6;14;0,9;Muy buena / Oso ona
