Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;N� Descuentos

2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;ABONO DEPORTE MADRID;32

2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;65

2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;71

2017.01 ENERO;TRI�NGULO DE ORO;TETUAN                                            ;ABONO DEPORTE MADRID;174

2017.01 ENERO;TRI�NGULO DE ORO;TETUAN                                            ;ABONO DEPORTE MADRID;78

2017.01 ENERO;TRI�NGULO DE ORO;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;59

2017.01 ENERO;TRI�NGULO DE ORO;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;79

2017.01 ENERO;ORCASITAS;USERA                                             ;ABONO DEPORTE MADRID;36

2017.01 ENERO;ORCASITAS;USERA                                             ;ABONO DEPORTE MADRID;15

2017.01 ENERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;81

2017.01 ENERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;51

2017.01 ENERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.01 ENERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;9

2017.01 ENERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;10

2017.01 ENERO;ORCASUR;USERA                                             ;ABONO DEPORTE MADRID;21

2017.01 ENERO;ORCASUR;USERA                                             ;ABONO DEPORTE MADRID;4

2017.01 ENERO;ORCASUR;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;32

2017.01 ENERO;ORCASUR;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;26

2017.01 ENERO;ORCASUR;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ABONO DEPORTE MADRID;115

2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ABONO DEPORTE MADRID;44

2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;75

2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;114

2017.01 ENERO;VIC�LVARO;VICALVARO                                         ;ABONO DEPORTE MADRID;16

2017.01 ENERO;VIC�LVARO;VICALVARO                                         ;ABONO DEPORTE MADRID;5

2017.01 ENERO;VIC�LVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;53

2017.01 ENERO;VIC�LVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;36

2017.01 ENERO;VIC�LVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;4

2017.01 ENERO;VIC�LVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;11

2017.01 ENERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;72

2017.01 ENERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;18

2017.01 ENERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.01 ENERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;46

2017.01 ENERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;51

2017.01 ENERO;MIGUEL GUILL�N PRIM;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;8

2017.01 ENERO;MIGUEL GUILL�N PRIM;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;3

2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;21

2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;17

2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;109

2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;116

2017.01 ENERO;F�LIX RUBIO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;1

2017.01 ENERO;F�LIX RUBIO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;3

2017.01 ENERO;F�LIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;14

2017.01 ENERO;F�LIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;8

2017.01 ENERO;F�LIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;38

2017.01 ENERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;ABONO DEPORTE MADRID;6

2017.01 ENERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;ABONO DEPORTE MADRID;8

2017.01 ENERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;21

2017.01 ENERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;34

2017.01 ENERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;SERVICIOS DE MEDICINA;1

2017.01 ENERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ABONO DEPORTE MADRID;3

2017.01 ENERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ABONO DEPORTE MADRID;1

2017.01 ENERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;10

2017.01 ENERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;11

2017.01 ENERO;SAN CRIST�BAL;VILLAVERDE                                        ;ABONO DEPORTE MADRID;90

2017.01 ENERO;SAN CRIST�BAL;VILLAVERDE                                        ;ABONO DEPORTE MADRID;25

2017.01 ENERO;SAN CRIST�BAL;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;5

2017.01 ENERO;SAN CRIST�BAL;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;13

2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;30

2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;9

2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;28

2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;31

2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;111

2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;67

2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;63

2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;67

2017.02 FEBRERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ABONO DEPORTE MADRID;92

2017.02 FEBRERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ABONO DEPORTE MADRID;43

2017.02 FEBRERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;47

2017.02 FEBRERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;71

2017.02 FEBRERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.02 FEBRERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;6

2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;148

2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;51

2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;58

2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;58

2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;6

2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;36

2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;7

2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;119

2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;71

2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;60

2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;75

2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;SERVICIOS DE MEDICINA;2

2017.02 FEBRERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;55

2017.02 FEBRERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;21

2017.02 FEBRERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;60

2017.02 FEBRERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;68

2017.02 FEBRERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;8

2017.02 FEBRERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;CONCEPCI�N;CIUDAD LINEAL                                     ;SERVICIOS DE MEDICINA;4

2017.02 FEBRERO;CONCEPCI�N;CIUDAD LINEAL                                     ;SERVICIOS DE MEDICINA;1

2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;118

2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;42

2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;41

2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;49

2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;59

2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;27

2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;44

2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;47

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;207

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;74

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;56

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;103

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;10

2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;21

2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;20

2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;15

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;95

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;41

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;77

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;55

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;17

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;7

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;SERVICIOS DE MEDICINA;9

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;SERVICIOS DE MEDICINA;1

2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;140

2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;67

2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;93

2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;99

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;ABONO DEPORTE MADRID;150

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;ABONO DEPORTE MADRID;42

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;40

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;22

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;104

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;29

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;99

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;118

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;42

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;16

2017.02 FEBRERO;ALUCHE;LATINA                                            ;SERVICIOS DE MEDICINA;1

2017.02 FEBRERO;ALUCHE;LATINA                                            ;SERVICIOS DE MEDICINA;2

2017.02 FEBRERO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;179

2017.02 FEBRERO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;60

2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;49

2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;77

2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;10

2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;161

2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;77

2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;59

2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;91

2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;44

2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;23

2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;32

2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;38

2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;37

2017.02 FEBRERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;220

2017.02 FEBRERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;76

2017.02 FEBRERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;41

2017.02 FEBRERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;61

2017.02 FEBRERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;41

2017.02 FEBRERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;18

2017.02 FEBRERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;20

2017.02 FEBRERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;35

2017.02 FEBRERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;SERVICIOS DE MEDICINA;3

2017.02 FEBRERO;LA BOMBILLA;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;24

2017.02 FEBRERO;LA BOMBILLA;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;13

2017.02 FEBRERO;TENIS CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;4

2017.02 FEBRERO;TENIS CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;10

2017.02 FEBRERO;TENIS CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;4

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ABONO DEPORTE MADRID;18

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ABONO DEPORTE MADRID;5

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;31

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;8

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;29

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;10

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ABONO DEPORTE MADRID;75

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ABONO DEPORTE MADRID;41

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;81

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;109

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;85

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;91

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;SERVICIOS DE MEDICINA;1

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;SERVICIOS DE MEDICINA;2

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;SERVICIOS DE MEDICINA;4

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;84

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;36

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;58

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;42

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;13

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;9

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;61

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;24

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;28

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;57

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;7

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;6

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;3

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;19

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;26

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;182

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;4

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;SERVICIOS DE MEDICINA;1

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;SERVICIOS DE MEDICINA;1

2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;84

2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;32

2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;60

2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;94

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;ABONO DEPORTE MADRID;86

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;ABONO DEPORTE MADRID;55

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;50

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;57

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;SERVICIOS DE MEDICINA;3

2017.02 FEBRERO;ESTANQUE DEL RETIRO;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;ESTANQUE DEL RETIRO;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;LA CHOPERA;RETIRO                                            ;ABONO DEPORTE MADRID;30

2017.02 FEBRERO;LA CHOPERA;RETIRO                                            ;ABONO DEPORTE MADRID;13

2017.02 FEBRERO;LA CHOPERA;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;15

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;ABONO DEPORTE MADRID;164

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;ABONO DEPORTE MADRID;76

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;68

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;84

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ABONO DEPORTE MADRID;101

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ABONO DEPORTE MADRID;21

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;64

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;75

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;13

