CODIGO;ZV/VP;DISTRITO;DIRECCIÓN ;COMPLEMENTO DE DIRECCIÓN ;COORD. X;COORD. Y;SISTEMA DE COORDENADAS;ESTADO;FECHA DATOS
FB_000013;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;441668,34;4473616,57;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000014;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;441772,89;4473453,5;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000015;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442026,83;4473570,27;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000016;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442221,31;4473614,46;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000017;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442302,77;4473637,63;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000018;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442256,56;4473420,36;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000019;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442420,89;4473318,61;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000020;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442187,9;4473865,75;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000021;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442387,6;4474051,82;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000022;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442074,96;4473948,49;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000023;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;441965,89;4474101,4;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000024;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442009,79;4474130,89;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000025;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442131,71;4474269,14;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000026;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442235,03;4474305,95;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000027;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442185,98;4474194,19;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000028;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442226,83;4474114,37;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000029;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442303,58;4474229,66;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000030;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442376,95;4474279,26;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000031;PARQUE HISTORICO SINGULAR O FORESTAL;RETIRO;JARDINES DEL BUEN RETIRO;;442432,11;4474225,04;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FUE_02-04_0000000001;ZV;SALAMANCA;PARQUE BREOGAN;AVENIDA DE BRASILIA Nº 2;444108,151;4476687,61;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000002;ZV;SALAMANCA;PARQUE BREOGAN;AVENIDA DE BRASILIA Nº 2;444073,31;4476617,15;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000003;ZV;SALAMANCA;PARQUE DE LAS AVENIDAS;;444111,899;4476855,74;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000004;ZV;SALAMANCA;PARQUE DE LAS AVENIDAS;;444141,636;4476954,72;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000005;ZV;SALAMANCA;PARQUE DE LAS AVENIDAS;AVENIDA BRASILIA CV AVDA DE BADAJOZ;444111,919;4477024,03;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000007;ZV;SALAMANCA;JARDINES GREGORIO ORDOÑEZ;C/PRINCIPE DE VERGARA C/V C/ MALDONADO;442537,198;4476275,09;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_02-04_0000000008;ZV;SALAMANCA;JARDINES GREGORIO ORDOÑEZ;C/PRINCIPE DE VERGARA C/V C/ MALDONADO;442517,118;4476253,03;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_02-04_0000000009;ZV;SALAMANCA;PARQUE DE MARIA EVA DUARTE DE PERON;;443448,133;4475958,87;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000010;ZV;SALAMANCA;PARQUE DE MARIA EVA DUARTE DE PERON;C/DEL DOCTOR GÓMEZ ULLA 22;443472,159;4475980,04;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000011;ZV;SALAMANCA;PZA. DE PEÑASCALES;;443508,593;4475229,92;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000012;ZV;SALAMANCA;PZA. AMERICA ESPAÑOLA;;443956,721;4475829,69;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_02-04_0000000013;ZV;SALAMANCA;PARQUE SANCHO DAVILA;C/SANCHO DÁVILA Nº 35;444050,442;4475310,21;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000014;ZV;SALAMANCA;PARQUE SANCHO DAVILA;C/SANCHO DÁVILA Nº 21 POSTERIOR;444029,241;4475595,13;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000015;ZV;SALAMANCA;PZA. DE BURDEOS;;443731,001;4476846,12;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000016;ZV;SALAMANCA;PZA.  SAN CAYETANO;C/ERASO Nº14;443231,554;4476374,83;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000017;ZV;SALAMANCA;BERLIN - BRISTOL;C/ BERLÍN Nº 8;443969,331;4477251,9;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000018;ZV;SALAMANCA;DIEGO DE LEON, 56;C/DIEGO DE LEON Nº56;442639,534;4476406,35;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000019;ZV;SALAMANCA;LANUZA;;443663,037;4475405,5;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000020;ZV;SALAMANCA;GTA. CAMPANAR;C/FRANCISCO NAVACERRADA Nº 48;443534,548;4476083,81;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000021;ZV;SALAMANCA;JARDINES BOSTON;PLAZA BOSTON Nº 4;443635,072;4476691,54;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000022;ZV;SALAMANCA;VIZCONDE DE MATAMALA - RAMON DE AGUINAGA - RUFINO BLANCO;CALLE RUFINO BLANCO Nº 22;443664,369;4475547,35;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000023;ZV;SALAMANCA;PZA.  SAN CAYETANO;C/AZCONA CV C/PILAR DE ZARAGOZA;443275,579;4476366,31;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000024;ZV;SALAMANCA;PARQUE DE MARIA EVA DUARTE DE PERON;;443381,147;4475812,7;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000025;ZV;SALAMANCA;PZA. DE DALI;;442994,075;4475269,68;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000026;ZV;SALAMANCA;JARDIN DE LA VIRGEN DEL PILAR;C/GENERAL PARDIÑAS CV C/JUAN BRAVO;442607,615;4476170,84;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000027;VP;SALAMANCA;PASEO DE LA CASTELLANA Nº 58 (FTE Nº 64);PASEO DE LA CASTELLANA Nº 58 (FTE Nº 64);441605;4476700;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000028;VP;SALAMANCA;PASEO DE LA CASTELLANA Nº 22 (FTE Nº 22 EN EL BULEVAR);PASEO DE LA CASTELLANA Nº 22 (FTE Nº 22 EN EL BULEVAR);441662;4475920;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000029;VP;SALAMANCA;PASEO DE LA CASTELLANA Nº 2 (FTE Nº 2 EN EL BULEVAR);PASEO DE LA CASTELLANA Nº 2 (FTE Nº 2 EN EL BULEVAR);441587;4475552;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000030;VP;SALAMANCA;PASEO DE LA CASTELLANA Nº 18;PASEO DE LA CASTELLANA Nº 18;441633;4475773;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000033;VP;SALAMANCA;PASEO DE LA CASTELLANA Nº 8 (FTE Nº 8 EN EL BULEVAR);PASEO DE LA CASTELLANA Nº 8 (FTE Nº 8 EN EL BULEVAR);441605,4;4475629,2;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000035;ZV;SALAMANCA;AVENIDA DE LOS TOREROS;JUNTO A  LA PLAZA;443970;4476194;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000037;VP;SALAMANCA;ELVIRA Nº 11;ELVIRA Nº 11;443672;4475095,1;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-04_0000000038;ZV;SALAMANCA;AVDA FELIPE II Nº 5;AVDA FELIPE II Nº 5;442819,0298;4475263,375;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FB_000045;PARQUE HISTORICO SINGULAR O FORESTAL;SALAMANCA;QUINTA DE LA FUENTE DEL BERRO;;443797,62;4474929,31;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000046;PARQUE HISTORICO SINGULAR O FORESTAL;SALAMANCA;QUINTA DE LA FUENTE DEL BERRO;;443884,72;4474919,19;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000066;PARQUE HISTORICO SINGULAR O FORESTAL;SALAMANCA;QUINTA DE LA FUENTE DEL BERRO;;443752,2;4474947,14;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FUE_02-05_0000000001;ZV;CHAMARTIN;Pº DE LA CASTELLANA II;PSO. DE LA CASTELLANA Nº 182;441648,569;4479387,77;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000004;ZV;CHAMARTIN;Pº DE LA CASTELLANA II;PSO. DE LA CASTELLANA Nº 146-148;441593,506;4478715,77;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000005;ZV;CHAMARTIN;Pº DE LA CASTELLANA II;PSO. DE LA CASTELLANA Nº 134;441552,114;4478212,46;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000006;ZV;CHAMARTIN;PIO XII, 4;AVDA. PIO XII Nº4;442812,355;4479455,16;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000007;ZV;CHAMARTIN;PARQUE GLORIA FUERTES;AVDA. ALFONSO XIII Nº180;442783,488;4479303,52;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000008;ZV;CHAMARTIN;FINAL C/ COLOMBIA;C/COLOMBIA Nº 48;443395,137;4479039,7;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000009;ZV;CHAMARTIN;FINAL C/ COLOMBIA;C/COLOMBIA Nº 48;443432,746;4479015,71;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000011;ZV;CHAMARTIN;JARDINES DE JUAN DE LA COSA;CALLE POTOSÍ Nº 5;442504,955;4478879,4;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000013;ZV;CHAMARTIN;PARQUE FELIX RGUEZ. DE LA FUENTE;CALLE DEL PADRE CLARET N º32;443757,941;4478339,23;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000014;ZV;CHAMARTIN;PARQUE FELIX RGUEZ. DE LA FUENTE;CALLE DEL PADRE CLARET N º32;443791,623;4478400,49;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000015;ZV;CHAMARTIN;PADRE DAMIAN, 28;C/PADRE DAMIAN Nº28;441939,375;4478825,7;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000016;ZV;CHAMARTIN;PZA. CLARA DEL REY - CANILLAS;C/ CLARA DEL REY Nº38;443394,533;4477474,32;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000017;ZV;CHAMARTIN;PZA. C/ GABRIEL LOBO;CALLE GAGRIEL LOBO CV DUQUE DE SEVILLA;442378,4905;4477327,916;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000018;ZV;CHAMARTIN;PZA. SAGRADO CORAZON DE JESUS;CALLE PECHUAN CV CALLE DEL GENERAL ZABALA;442693,288;4477537,92;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000021;ZV;CHAMARTIN;JARDINES C/ PANTOJA;CALLE PANTOJA N º 6;443214,16;4477837;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000022;ZV;CHAMARTIN;PRADILLO - MARCENADO;C/ PRADILLO Nº24;443002,96;4478028,95;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000024;ZV;CHAMARTIN;PZA. DE PEDRO MUGURUZA;C/PEDRO MUGURUZA Nº5;441939,508;4479539,51;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000025;ZV;CHAMARTIN;PZA. MADRE MOLAS;;442055,06;4479569,03;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000027;ZV;CHAMARTIN;PADRE CLARET, 7-9;;443679,342;4477667,68;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000029;ZV;CHAMARTIN;STA. HORTENSIA, 30;C/SANTA HORTENSIA Nº30;443723,185;4477439,29;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000030;ZV;CHAMARTIN;PARQUE STA. Mª MAGDALENA;C/SANTA MARÍA MAGDALENA Nº20;443243,173;4479710,93;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000031;ZV;CHAMARTIN;PUERTO RICO, 52;C/PUERTO RICO Nº52;442947,705;4479145,82;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000032;ZV;CHAMARTIN;COL. SAN CRISTOBAL;CALLE CONDE DE TORRALBA Nº 32;442034,674;4481213,93;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000034;ZV;CHAMARTIN;M30 - STA. HORTENSIA;C/MACHÍO Nº46;443948,237;4477719,06;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000035;ZV;CHAMARTIN;VINAROZ - Gª LUNA;C/GARCÍA LUNA Nº3;442765,707;4477672,16;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000037;ZV;CHAMARTIN;PZA. DE LA PROSPERIDAD;;442907,033;4477497,68;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000040;ZV;CHAMARTIN;PZA. DE LA C/ INDALECIO HDEZ.;;442801,532;4476964,94;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000041;ZV;CHAMARTIN;PARQUE DE BERLIN;C/DOCTOR MARCO CORERA Nº2;442740,199;4478160,36;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000043;ZV;CHAMARTIN;JARDINES DE SAN FERNANDO;;441840,681;4479153,66;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000045;ZV;CHAMARTIN;PARQUE PUERTO RICO (IGLESIA);C/PUERTO RICO Nº 27;442848,493;4478833,36;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000047;ZV;CHAMARTIN;JARDINES INSTITUTO STA. MARCA;C/COLOMBIA Nº 35;443057,356;4478835,77;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000048;ZV;CHAMARTIN;ALFONSO XIII - STA. Mª MAGDALENA;AVENIDA ALFONSO XII Nº 115;443373,463;4479235,18;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000049;ZV;CHAMARTIN;ALFONSO XIII - STA. Mª MAGDALENA;C/SANTA MARÍA MAGDALENA Nº 2;443300,502;4479304,4;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000050;ZV;CHAMARTIN;PARQUE DE BERLIN;C/SAN ERNESTO Nº 10;442808,932;4478069,51;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000051;ZV;CHAMARTIN;PRADILLO  FRENTE Nº 30 (PISTAS DE FÚTBOL);C/ PRADILLO Nº 32;443069,712;4478017,07;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000052;ZV;CHAMARTIN;ARQUITECTO GAUDI- FEDERICO SALMON (CANTON);C/ARQUITECTO GAUDI Nº 52;443471,758;4479602,21;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000053;ZV;CHAMARTIN;Pº DE LA CASTELLANA II;;441518,175;4476931,67;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000063;ZV;CHAMARTIN;CRUCERO 25 DE MAYO;C/SANTA MARÍA MAGDALENA Nº 53;443175,5;4479438,1;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000064;VP;CHAMARTIN;C/ CELINDAS, Nº 13;;443649,6;4478530,1;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000065;VP;CHAMARTIN;C/ MADRE DE DIOS, Nº 10;;442967;4479606,8;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000066;VP;CHAMARTIN;AVDA. DE PIO XII, Nº 51;;442832,4;4479860,2;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000067;VP;CHAMARTIN;C/ JUAN BAUTISTA DE TOLEDO, Nº 34;;443116;4477245;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000068;VP;CHAMARTIN;C/ MATEO INURRIA, Nº 19;;442129;4480054;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000069;VP;CHAMARTIN;PL VIRGEN DE GUADALUPANA Nº 1;;442887,6;4478297,9;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000070;ZV;CHAMARTIN;CALLE PRADILLO N 6;;442808;4477949;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000071;VP;CHAMARTIN;C/BOLIVIA FRENTE AL Nº 14;;443514,4852;4478252,986;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_02-05_0000000072;VP;CHAMARTIN;AVDA ALFONSO XIII 36;;442617,0479;4478892,013;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_02-05_0000000073;ZV;CHAMARTIN;C/ROSA JARDÓN Nº 13;;443427,6;4479829,65;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_02-05_0000000074;ZV;CHAMARTIN;C/PARAGUAY Nº 9;;;;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000003;ZV;TETUAN;PARQUE HUERTA DEL OBISPO;PARQUE HUERTA DEL OBISPO;439913,243;4479997,211;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000006;ZV;TETUAN;PARQUE HUERTA DEL OBISPO;PARQUE HUERTA DEL OBISPO;440077,163;4479717,783;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000011;ZV;TETUAN;PARQUE DE LA VENTILLA;PARQUE DE LA VENTILLA;441123,909;4480764,746;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000012;ZV;TETUAN;PARQUE DE LA VENTILLA;PARQUE DE LA VENTILLA;441324,015;4480771,607;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000013;ZV;TETUAN;PARQUE DE LA VENTILLA;PARQUE DE LA VENTILLA;441439,578;4480755,76;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000016;ZV;TETUAN;MARTINEZ;C/ MARTÍNEZ 15;440480,648;4479146,862;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000017;ZV;TETUAN;PINOS ALTA-GABRIEL PORTADALES;PINOS ALTA-GABRIEL PORTADALES;440863,726;4480167,853;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000018;ZV;TETUAN;PLAZA DE SAN AMARO;PLAZA DE SAN AMARO;441030,982;4478735,124;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000020;ZV;TETUAN;JARDINES DE PERÓN;JARDINES DE PERÓN;440996,252;4478484,183;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000021;ZV;TETUAN;JARDINES DE PERÓN;JARDINES DE PERÓN;441113,711;4478435,409;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000023;ZV;TETUAN;AVDA. ASTURIAS-PERGOLAS;AVDA. ASTURIAS-PERGOLAS;440776,101;4480723,119;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000024;ZV;TETUAN;AVDA. ASTURIAS-PERGOLAS;AVDA. ASTURIAS-PERGOLAS;440772,945;4480680,069;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000029;ZV;TETUAN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;440285,513;4480437,313;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000030;ZV;TETUAN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;440347,693;4480512,439;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000031;ZV;TETUAN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;439883,099;4480470,029;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000032;ZV;TETUAN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;439982,583;4480434,076;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000033;ZV;TETUAN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;PARQUE AGUSTIN RODRIGUEZ SAHAGUN;440285,821;4480524,503;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000035;ZV;TETUAN;MARTIRES DE LA VENTILLA;MARTIRES DE LA VENTILLA;441541,202;4480430,375;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000037;ZV;TETUAN;PLAZA REMONTA;PLAZA REMONTA;440980,266;4479647,934;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000038;ZV;TETUAN;PLAZA DE LADERA;PLAZA DE LADERA;440474,475;4480098,117;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_01-06_0000000040;ZV;TETUAN;PLAZA DE SAN GERMAN;PLAZA DE SAN GERMAN;440918,008;4478981,37;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
