Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;SH2 (µg/m3);SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
28/03/2017;04:00;6;29;Muy buena / Oso ona;38;10;Muy buena / Oso ona;3;;Sin datos / Daturik gabe;176;72;1017,9;0,2;11,9;0,11
28/03/2017;03:00;5;11;Muy buena / Oso ona;19;8;Muy buena / Oso ona;3;3;Muy buena / Oso ona;219;67;1017,9;0,2;12,9;1,12
28/03/2017;02:00;2;8;Muy buena / Oso ona;11;7;Muy buena / Oso ona;3;3;Muy buena / Oso ona;208;64;1017,9;0,2;13,6;1,17
28/03/2017;01:00;2;5;Muy buena / Oso ona;9;7;Muy buena / Oso ona;3;3;Muy buena / Oso ona;226;62;1017,8;0,2;14;1,48
27/03/2017;24:00;0;9;Muy buena / Oso ona;9;7;Muy buena / Oso ona;3;3;Muy buena / Oso ona;213;62;1017,5;0,2;13,8;1,65
27/03/2017;23:00;1;18;Muy buena / Oso ona;20;9;Muy buena / Oso ona;3;3;Muy buena / Oso ona;226;64;1017,1;0,2;13,4;0,64
27/03/2017;22:00;0;20;Muy buena / Oso ona;20;8;Muy buena / Oso ona;3;3;Muy buena / Oso ona;197;62;1016,7;0,2;13,9;0,73
27/03/2017;21:00;0;21;Muy buena / Oso ona;22;11;Muy buena / Oso ona;3;2;Muy buena / Oso ona;186;61;1016,2;0,2;14,3;1,32
27/03/2017;20:00;3;21;Muy buena / Oso ona;26;11;Muy buena / Oso ona;3;2;Muy buena / Oso ona;205;56;1015,4;0,2;15,3;1,53
27/03/2017;19:00;2;26;Muy buena / Oso ona;29;10;Muy buena / Oso ona;6;2;Muy buena / Oso ona;181;53;1014,6;8,2;16,3;0,8
27/03/2017;18:00;3;20;Muy buena / Oso ona;24;13;Muy buena / Oso ona;3;2;Muy buena / Oso ona;199;53;1014,1;46,1;16,7;1,75
27/03/2017;17:00;3;19;Muy buena / Oso ona;24;13;Muy buena / Oso ona;3;2;Muy buena / Oso ona;195;49;1013,5;121;17,5;2,02
27/03/2017;16:00;4;15;Muy buena / Oso ona;22;10;Muy buena / Oso ona;3;2;Muy buena / Oso ona;195;45;1012,9;365,8;18,7;2,14
27/03/2017;15:00;6;17;Muy buena / Oso ona;26;7;Muy buena / Oso ona;3;3;Muy buena / Oso ona;179;45;1012,8;597;18,8;1,85
27/03/2017;14:00;2;14;Muy buena / Oso ona;17;9;Muy buena / Oso ona;3;2;Muy buena / Oso ona;188;49;1012,9;529,8;17,1;1,97
27/03/2017;13:00;5;18;Muy buena / Oso ona;26;10;Muy buena / Oso ona;3;2;Muy buena / Oso ona;176;53;1013;336,8;15,4;2,01
27/03/2017;12:00;5;17;Muy buena / Oso ona;25;9;Muy buena / Oso ona;3;2;Muy buena / Oso ona;198;55;1012,7;145,9;14,5;2,78
27/03/2017;11:00;4;15;Muy buena / Oso ona;21;10;Muy buena / Oso ona;3;2;Muy buena / Oso ona;210;55;1012,5;105,6;14,2;3,49
27/03/2017;10:00;3;16;Muy buena / Oso ona;20;20;Muy buena / Oso ona;3;3;Muy buena / Oso ona;202;53;1011,3;115,8;15,2;3,33
27/03/2017;09:00;4;23;Muy buena / Oso ona;28;18;Muy buena / Oso ona;4;2;Muy buena / Oso ona;195;49;1010,7;130,2;15,6;2,05
27/03/2017;08:00;4;21;Muy buena / Oso ona;28;20;Muy buena / Oso ona;3;2;Muy buena / Oso ona;202;46;1009,8;28,2;15,6;1,98
27/03/2017;07:00;3;23;Muy buena / Oso ona;27;17;Muy buena / Oso ona;3;2;Muy buena / Oso ona;184;43;1009;9,6;15,9;2,45
27/03/2017;06:00;6;17;Muy buena / Oso ona;26;16;Muy buena / Oso ona;3;2;Muy buena / Oso ona;171;40;1008,9;0,3;16,2;2,28
27/03/2017;05:00;2;7;Muy buena / Oso ona;10;16;Muy buena / Oso ona;3;2;Muy buena / Oso ona;182;35;1008,5;0,2;16,8;2,44
27/03/2017;04:00;1;4;Muy buena / Oso ona;6;12;Muy buena / Oso ona;4;;Sin datos / Daturik gabe;172;32;1007,9;0,2;17,6;2,76
27/03/2017;03:00;0;8;Muy buena / Oso ona;8;8;Muy buena / Oso ona;7;2;Muy buena / Oso ona;155;34;1008,2;0,2;17,2;2,12
27/03/2017;02:00;1;7;Muy buena / Oso ona;8;8;Muy buena / Oso ona;6;2;Muy buena / Oso ona;177;36;1008,6;0,2;16,8;1,47
27/03/2017;01:00;2;10;Muy buena / Oso ona;13;8;Muy buena / Oso ona;11;2;Muy buena / Oso ona;155;37;1008,6;0,2;16,6;1,41
26/03/2017;24:00;11;22;Muy buena / Oso ona;39;4;Muy buena / Oso ona;59;2;Muy buena / Oso ona;167;50;1008,8;0,2;13,6;0,69
26/03/2017;23:00;23;42;Muy buena / Oso ona;77;18;Muy buena / Oso ona;144;3;Muy buena / Oso ona;299;62;1009,1;0,2;12,3;0,05
26/03/2017;22:00;25;36;Muy buena / Oso ona;74;21;Muy buena / Oso ona;234;2;Muy buena / Oso ona;220;55;1009;0,2;14;0,26
26/03/2017;21:00;8;25;Muy buena / Oso ona;37;14;Muy buena / Oso ona;24;2;Muy buena / Oso ona;151;41;1009;0,2;17;1,13
26/03/2017;20:00;5;40;Muy buena / Oso ona;48;11;Muy buena / Oso ona;3;3;Muy buena / Oso ona;107;39;1008,9;0,2;17,7;1,31
26/03/2017;19:00;2;19;Muy buena / Oso ona;22;9;Muy buena / Oso ona;6;2;Muy buena / Oso ona;129;38;1008,7;4,3;18,5;2,01
26/03/2017;18:00;3;18;Muy buena / Oso ona;23;12;Muy buena / Oso ona;12;2;Muy buena / Oso ona;131;38;1008,5;90,1;19,5;2,67
26/03/2017;17:00;1;13;Muy buena / Oso ona;16;11;Muy buena / Oso ona;5;2;Muy buena / Oso ona;159;37;1008,4;255,7;20,5;1,62
26/03/2017;16:00;1;12;Muy buena / Oso ona;14;7;Muy buena / Oso ona;6;2;Muy buena / Oso ona;142;37;1008,9;438;20,2;2,74
26/03/2017;15:00;0;9;Muy buena / Oso ona;9;7;Muy buena / Oso ona;4;2;Muy buena / Oso ona;172;38;1009,4;620;20,2;2,05
26/03/2017;14:00;0;9;Muy buena / Oso ona;9;8;Muy buena / Oso ona;3;2;Muy buena / Oso ona;180;41;1009,8;334,7;18,6;1,4
26/03/2017;13:00;1;8;Muy buena / Oso ona;9;8;Muy buena / Oso ona;3;2;Muy buena / Oso ona;189;42;1010,6;558,2;18,1;2,39
26/03/2017;12:00;0;10;Muy buena / Oso ona;10;10;Muy buena / Oso ona;3;2;Muy buena / Oso ona;192;43;1010,7;618,1;17,7;2,83
26/03/2017;11:00;1;8;Muy buena / Oso ona;9;8;Muy buena / Oso ona;3;2;Muy buena / Oso ona;203;46;1010,6;495,6;16,5;2,91
26/03/2017;10:00;1;8;Muy buena / Oso ona;10;6;Muy buena / Oso ona;3;2;Muy buena / Oso ona;199;51;1010,2;296;15,2;2,91
26/03/2017;09:00;4;12;Muy buena / Oso ona;17;4;Muy buena / Oso ona;3;2;Muy buena / Oso ona;194;60;1010,6;381,7;13,7;1,17
26/03/2017;08:00;2;11;Muy buena / Oso ona;14;9;Muy buena / Oso ona;3;2;Muy buena / Oso ona;219;62;1010,9;89,1;12,7;1,31
26/03/2017;07:00;4;7;Muy buena / Oso ona;13;9;Muy buena / Oso ona;3;2;Muy buena / Oso ona;187;60;1010,1;24,8;12,7;2,24
26/03/2017;06:00;4;13;Muy buena / Oso ona;19;10;Muy buena / Oso ona;3;2;Muy buena / Oso ona;203;62;1009;0,5;12,1;2,63
26/03/2017;05:00;0;4;Muy buena / Oso ona;5;10;Muy buena / Oso ona;3;2;Muy buena / Oso ona;214;62;1008,6;0,2;11,9;3,54
26/03/2017;04:00;1;9;Muy buena / Oso ona;11;9;Muy buena / Oso ona;4;;Sin datos / Daturik gabe;186;61;1008,5;0,2;11,7;1,62
26/03/2017;03:00;2;10;Muy buena / Oso ona;13;9;Muy buena / Oso ona;4;2;Muy buena / Oso ona;177;60;1008,6;0,2;11,7;1,89
26/03/2017;02:00;1;7;Muy buena / Oso ona;9;8;Muy buena / Oso ona;3;1;Muy buena / Oso ona;206;59;1008,6;0,2;11,6;2,93
26/03/2017;01:00;2;12;Muy buena / Oso ona;15;8;Muy buena / Oso ona;5;2;Muy buena / Oso ona;178;61;1008,7;0,2;11,1;1,74
25/03/2017;24:00;1;9;Muy buena / Oso ona;10;7;Muy buena / Oso ona;3;2;Muy buena / Oso ona;196;61;1008,8;0,2;11,1;2,48
25/03/2017;23:00;2;10;Muy buena / Oso ona;13;6;Muy buena / Oso ona;3;1;Muy buena / Oso ona;209;65;1008,8;0,2;10,1;2,32
25/03/2017;22:00;2;14;Muy buena / Oso ona;17;6;Muy buena / Oso ona;3;2;Muy buena / Oso ona;211;68;1008,6;0,2;8,9;2,94
25/03/2017;21:00;3;22;Muy buena / Oso ona;27;6;Muy buena / Oso ona;3;2;Muy buena / Oso ona;206;72;1008,5;0,2;8,5;2,15
25/03/2017;20:00;3;23;Muy buena / Oso ona;27;7;Muy buena / Oso ona;3;2;Muy buena / Oso ona;213;72;1007,9;0,2;8,3;3
25/03/2017;19:00;5;26;Muy buena / Oso ona;34;6;Muy buena / Oso ona;3;2;Muy buena / Oso ona;201;74;1007,4;2,7;7,9;2,72
25/03/2017;18:00;3;25;Muy buena / Oso ona;29;3;Muy buena / Oso ona;3;2;Muy buena / Oso ona;197;77;1006,5;27,7;7,8;2,37
25/03/2017;17:00;3;18;Muy buena / Oso ona;22;3;Muy buena / Oso ona;3;2;Muy buena / Oso ona;192;86;1006,2;63,8;7,2;2,56
25/03/2017;16:00;2;22;Muy buena / Oso ona;25;4;Muy buena / Oso ona;3;2;Muy buena / Oso ona;192;88;1006,1;86,4;7,6;1,81
25/03/2017;15:00;1;21;Muy buena / Oso ona;23;2;Muy buena / Oso ona;3;2;Muy buena / Oso ona;202;94;1005,8;125,9;7,6;1,82
25/03/2017;14:00;6;44;Muy buena / Oso ona;53;8;Muy buena / Oso ona;3;2;Muy buena / Oso ona;203;97;1005,4;37,2;8,4;1,11
25/03/2017;13:00;3;30;Muy buena / Oso ona;34;4;Muy buena / Oso ona;3;2;Muy buena / Oso ona;221;97;1005,2;37,9;8,2;1,88
25/03/2017;12:00;2;23;Muy buena / Oso ona;26;4;Muy buena / Oso ona;3;2;Muy buena / Oso ona;227;97;1005,4;59,1;8,3;2,86
25/03/2017;11:00;5;38;Muy buena / Oso ona;45;6;Muy buena / Oso ona;3;2;Muy buena / Oso ona;223;97;1005,6;51,7;8,7;1,7
25/03/2017;10:00;4;38;Muy buena / Oso ona;44;5;Muy buena / Oso ona;3;2;Muy buena / Oso ona;224;97;1005,9;39,1;8,9;0,82
25/03/2017;09:00;8;34;Muy buena / Oso ona;46;6;Muy buena / Oso ona;3;3;Muy buena / Oso ona;350;97;1006,2;35,5;8,8;1,23
25/03/2017;08:00;4;24;Muy buena / Oso ona;30;4;Muy buena / Oso ona;3;3;Muy buena / Oso ona;342;96;1006,6;18,2;8,7;1,37
25/03/2017;07:00;7;29;Muy buena / Oso ona;40;6;Muy buena / Oso ona;3;2;Muy buena / Oso ona;346;96;1007,2;3,2;8,5;2,07
25/03/2017;06:00;1;24;Muy buena / Oso ona;26;8;Muy buena / Oso ona;3;2;Muy buena / Oso ona;346;96;1007,7;0,2;7,8;0,82
25/03/2017;05:00;0;22;Muy buena / Oso ona;22;8;Muy buena / Oso ona;3;2;Muy buena / Oso ona;224;95;1008,2;0,2;7,6;1,05
25/03/2017;04:00;0;20;Muy buena / Oso ona;20;6;Muy buena / Oso ona;3;;Sin datos / Daturik gabe;223;94;1008,8;0,2;7,6;1,19
25/03/2017;03:00;0;24;Muy buena / Oso ona;24;8;Muy buena / Oso ona;3;2;Muy buena / Oso ona;223;92;1010,1;0,2;7,7;1,74
25/03/2017;02:00;0;25;Muy buena / Oso ona;25;9;Muy buena / Oso ona;4;2;Muy buena / Oso ona;221;90;1010,7;0,2;8,1;0,68
25/03/2017;01:00;0;19;Muy buena / Oso ona;19;15;Muy buena / Oso ona;6;3;Muy buena / Oso ona;217;84;1011,2;0,2;8,6;0,48
24/03/2017;24:00;1;44;Muy buena / Oso ona;44;16;Muy buena / Oso ona;3;2;Muy buena / Oso ona;203;75;1011,4;0,2;9,4;0,5
24/03/2017;23:00;2;55;Muy buena / Oso ona;58;17;Muy buena / Oso ona;3;3;Muy buena / Oso ona;193;75;1011,4;0,2;9,5;0,38
24/03/2017;22:00;7;77;Muy buena / Oso ona;88;24;Muy buena / Oso ona;3;3;Muy buena / Oso ona;227;74;1012,1;0,2;9,4;0,74
24/03/2017;21:00;18;79;Muy buena / Oso ona;105;23;Muy buena / Oso ona;3;3;Muy buena / Oso ona;281;72;1012,4;0,2;9,9;0,17
24/03/2017;20:00;5;52;Muy buena / Oso ona;60;17;Muy buena / Oso ona;3;3;Muy buena / Oso ona;336;68;1012,6;0,2;10,4;0,35
24/03/2017;19:00;11;43;Muy buena / Oso ona;60;13;Muy buena / Oso ona;3;3;Muy buena / Oso ona;17;63;1012,5;5,2;11,1;0,9
24/03/2017;18:00;13;41;Muy buena / Oso ona;60;11;Muy buena / Oso ona;3;3;Muy buena / Oso ona;20;61;1012,2;54,1;11,5;2,17
24/03/2017;17:00;10;35;Muy buena / Oso ona;50;10;Muy buena / Oso ona;3;3;Muy buena / Oso ona;15;58;1012,1;195,8;12,1;2,72
24/03/2017;16:00;10;31;Muy buena / Oso ona;46;13;Muy buena / Oso ona;3;2;Muy buena / Oso ona;13;58;1011,9;206,7;12,4;3,11
24/03/2017;15:00;8;24;Muy buena / Oso ona;36;8;Muy buena / Oso ona;3;3;Muy buena / Oso ona;7;54;1011,5;443,5;13;3,81
24/03/2017;14:00;10;28;Muy buena / Oso ona;42;10;Muy buena / Oso ona;3;3;Muy buena / Oso ona;3;55;1011,6;701,4;13,3;3,07
24/03/2017;13:00;16;31;Muy buena / Oso ona;56;12;Muy buena / Oso ona;3;3;Muy buena / Oso ona;357;56;1011,9;621,3;12,9;2,68
24/03/2017;12:00;17;30;Muy buena / Oso ona;56;10;Muy buena / Oso ona;3;3;Muy buena / Oso ona;348;55;1012,3;460,9;12,7;1,92
24/03/2017;11:00;12;33;Muy buena / Oso ona;51;9;Muy buena / Oso ona;4;2;Muy buena / Oso ona;13;57;1012,5;424,3;12,3;0,55
24/03/2017;10:00;10;33;Muy buena / Oso ona;49;8;Muy buena / Oso ona;3;2;Muy buena / Oso ona;204;65;1012,2;462,8;11,1;0,72
24/03/2017;09:00;9;36;Muy buena / Oso ona;50;12;Muy buena / Oso ona;6;2;Muy buena / Oso ona;195;77;1011,9;340,7;8,6;0,82
24/03/2017;08:00;26;59;Muy buena / Oso ona;98;23;Muy buena / Oso ona;6;3;Muy buena / Oso ona;167;76;1011,8;35,9;7,3;1,09
24/03/2017;07:00;40;63;Muy buena / Oso ona;124;20;Muy buena / Oso ona;5;3;Muy buena / Oso ona;223;73;1011;8;7,2;1,05
24/03/2017;06:00;15;50;Muy buena / Oso ona;73;17;Muy buena / Oso ona;4;2;Muy buena / Oso ona;234;72;1010,2;0,3;7;0,49
24/03/2017;05:00;4;31;Muy buena / Oso ona;36;11;Muy buena / Oso ona;5;2;Muy buena / Oso ona;215;71;1009,3;0,2;6,5;0,97
24/03/2017;04:00;0;26;Muy buena / Oso ona;27;10;Muy buena / Oso ona;3;;Sin datos / Daturik gabe;213;74;1008,8;0,2;5,8;1,14
24/03/2017;03:00;1;36;Muy buena / Oso ona;37;10;Muy buena / Oso ona;3;2;Muy buena / Oso ona;214;77;1008,9;0,2;5,6;1,76
24/03/2017;02:00;1;30;Muy buena / Oso ona;31;10;Muy buena / Oso ona;3;2;Muy buena / Oso ona;207;74;1009;0,2;6,2;1,68
24/03/2017;01:00;0;44;Muy buena / Oso ona;44;13;Muy buena / Oso ona;3;2;Muy buena / Oso ona;208;73;1008,7;0,2;6,8;1,68
23/03/2017;24:00;2;44;Muy buena / Oso ona;47;13;Muy buena / Oso ona;3;2;Muy buena / Oso ona;203;71;1008,5;0,2;7,1;1,37
23/03/2017;23:00;4;56;Muy buena / Oso ona;62;16;Muy buena / Oso ona;4;2;Muy buena / Oso ona;206;70;1008,2;0,2;7,4;1,54
23/03/2017;22:00;16;64;Muy buena / Oso ona;88;24;Muy buena / Oso ona;10;3;Muy buena / Oso ona;197;69;1007,9;0,2;7,9;1,01
23/03/2017;21:00;17;57;Muy buena / Oso ona;84;28;Muy buena / Oso ona;38;2;Muy buena / Oso ona;206;66;1007,5;0,2;8,6;0,74
23/03/2017;20:00;8;77;Muy buena / Oso ona;89;30;Muy buena / Oso ona;4;2;Muy buena / Oso ona;279;63;1006,8;0,2;9,5;0,2
23/03/2017;19:00;7;70;Muy buena / Oso ona;80;26;Muy buena / Oso ona;3;2;Muy buena / Oso ona;348;58;1005,8;10,1;10,4;0,63
23/03/2017;18:00;15;58;Muy buena / Oso ona;81;22;Muy buena / Oso ona;3;2;Muy buena / Oso ona;15;54;1005,2;90,1;11;0,4
23/03/2017;17:00;23;65;Muy buena / Oso ona;100;24;Muy buena / Oso ona;3;2;Muy buena / Oso ona;35;52;1004,5;47,6;11,2;1,47
23/03/2017;16:00;10;39;Muy buena / Oso ona;54;21;Muy buena / Oso ona;3;3;Muy buena / Oso ona;69;41;1004,2;169,5;12,9;1,39
23/03/2017;15:00;2;19;Muy buena / Oso ona;22;10;Muy buena / Oso ona;2;2;Muy buena / Oso ona;219;36;1004,2;307,1;13;2,24
23/03/2017;14:00;2;13;Muy buena / Oso ona;17;6;Muy buena / Oso ona;3;2;Muy buena / Oso ona;219;35;1004,3;630,5;13,4;2,95
23/03/2017;13:00;3;14;Muy buena / Oso ona;18;;Sin datos / Daturik gabe;3;2;Muy buena / Oso ona;218;36;1004,8;755,2;12,6;3,11
23/03/2017;12:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;;;;;
23/03/2017;11:00;3;17;Muy buena / Oso ona;21;5;Muy buena / Oso ona;2;1;Muy buena / Oso ona;209;46;1005,2;662,8;10,5;2,57
23/03/2017;10:00;6;21;Muy buena / Oso ona;29;7;Muy buena / Oso ona;2;1;Muy buena / Oso ona;213;53;1005,4;436,4;8,6;2,63
23/03/2017;09:00;4;23;Muy buena / Oso ona;29;5;Muy buena / Oso ona;2;1;Muy buena / Oso ona;223;59;1005,3;243,9;7,6;2,9
23/03/2017;08:00;9;37;Muy buena / Oso ona;51;2;Muy buena / Oso ona;2;1;Muy buena / Oso ona;223;69;1005,1;221;6,6;2,32
23/03/2017;07:00;9;39;Muy buena / Oso ona;53;13;Muy buena / Oso ona;2;1;Muy buena / Oso ona;294;91;1004,6;52,7;4,2;0,7
23/03/2017;06:00;6;32;Muy buena / Oso ona;40;7;Muy buena / Oso ona;2;1;Muy buena / Oso ona;314;92;1004,2;0,4;4,2;0,23
23/03/2017;05:00;1;18;Muy buena / Oso ona;20;5;Muy buena / Oso ona;3;1;Muy buena / Oso ona;213;91;1004,2;0,2;5;0,46
23/03/2017;04:00;1;10;Muy buena / Oso ona;11;2;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;233;88;1004,4;0,2;5,1;0,43
23/03/2017;03:00;1;7;Muy buena / Oso ona;9;2;Muy buena / Oso ona;2;1;Muy buena / Oso ona;223;89;1004,8;0,2;5,3;1,55
23/03/2017;02:00;1;5;Muy buena / Oso ona;7;2;Muy buena / Oso ona;2;1;Muy buena / Oso ona;216;89;1005,5;0,2;5,2;0,78
23/03/2017;01:00;0;5;Muy buena / Oso ona;5;2;Muy buena / Oso ona;2;1;Muy buena / Oso ona;279;91;1005,8;0,2;5,8;1,55
22/03/2017;24:00;0;11;Muy buena / Oso ona;12;6;Muy buena / Oso ona;2;1;Muy buena / Oso ona;282;92;1005,6;0,2;6,7;0,53
22/03/2017;23:00;1;20;Muy buena / Oso ona;22;8;Muy buena / Oso ona;2;1;Muy buena / Oso ona;219;93;1005,5;0,2;6,7;0,78
22/03/2017;22:00;1;16;Muy buena / Oso ona;17;8;Muy buena / Oso ona;2;1;Muy buena / Oso ona;222;93;1005,4;0,2;6,6;0,67
22/03/2017;21:00;4;16;Muy buena / Oso ona;22;7;Muy buena / Oso ona;3;1;Muy buena / Oso ona;302;93;1005,1;0,2;6,7;1,17
22/03/2017;20:00;7;42;Muy buena / Oso ona;52;10;Muy buena / Oso ona;8;1;Muy buena / Oso ona;220;94;1004,3;0,2;8,1;0,79
22/03/2017;19:00;23;81;Muy buena / Oso ona;116;12;Muy buena / Oso ona;3;1;Muy buena / Oso ona;4;94;1004,2;0,5;8,2;0,6
22/03/2017;18:00;23;68;Muy buena / Oso ona;103;11;Muy buena / Oso ona;4;1;Muy buena / Oso ona;78;93;1004;12,6;8,3;0,27
22/03/2017;17:00;2;47;Muy buena / Oso ona;50;7;Muy buena / Oso ona;3;1;Muy buena / Oso ona;290;92;1004,6;27;8,3;0,38
22/03/2017;16:00;5;24;Muy buena / Oso ona;32;8;Muy buena / Oso ona;2;0;Muy buena / Oso ona;291;91;1005;43,1;8,3;0,52
22/03/2017;15:00;9;18;Muy buena / Oso ona;32;14;Muy buena / Oso ona;2;1;Muy buena / Oso ona;346;79;1004,2;114,3;10,1;3,05
22/03/2017;14:00;11;31;Muy buena / Oso ona;47;11;Muy buena / Oso ona;3;1;Muy buena / Oso ona;13;78;1004,7;361,3;10,9;1,99
22/03/2017;13:00;6;33;Muy buena / Oso ona;43;;Sin datos / Daturik gabe;2;1;Muy buena / Oso ona;334;66;1005,8;82;11,6;1,77
22/03/2017;12:00;3;20;Muy buena / Oso ona;24;10;Muy buena / Oso ona;2;1;Muy buena / Oso ona;228;50;1006,1;234,3;12,9;2,1
22/03/2017;11:00;3;25;Muy buena / Oso ona;29;15;Muy buena / Oso ona;2;1;Muy buena / Oso ona;228;55;1006,7;180,1;12;2,69
22/03/2017;10:00;2;19;Muy buena / Oso ona;22;21;Muy buena / Oso ona;2;1;Muy buena / Oso ona;221;51;1006,4;246,7;12;4,64
22/03/2017;09:00;5;24;Muy buena / Oso ona;32;18;Muy buena / Oso ona;2;1;Muy buena / Oso ona;212;51;1006,2;177,3;11,4;4,07
22/03/2017;08:00;7;35;Muy buena / Oso ona;46;4;Muy buena / Oso ona;2;1;Muy buena / Oso ona;204;54;1006;52,5;10,8;2,87
22/03/2017;07:00;12;44;Muy buena / Oso ona;63;6;Muy buena / Oso ona;5;1;Muy buena / Oso ona;206;75;1006,2;13,2;8,9;1,96
22/03/2017;06:00;8;33;Muy buena / Oso ona;45;6;Muy buena / Oso ona;4;1;Muy buena / Oso ona;227;91;1006,7;0,3;6,8;0,42
22/03/2017;05:00;5;26;Muy buena / Oso ona;34;5;Muy buena / Oso ona;3;1;Muy buena / Oso ona;165;93;1007,4;0,2;6,8;0,34
22/03/2017;04:00;4;24;Muy buena / Oso ona;30;4;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;199;92;1008,3;0,2;6,9;0,93
22/03/2017;03:00;1;17;Muy buena / Oso ona;19;4;Muy buena / Oso ona;3;1;Muy buena / Oso ona;192;93;1009,3;0,2;7,3;0,86
22/03/2017;02:00;0;20;Muy buena / Oso ona;20;2;Muy buena / Oso ona;3;1;Muy buena / Oso ona;193;93;1010,5;0,2;7,8;0,7
22/03/2017;01:00;2;19;Muy buena / Oso ona;21;4;Muy buena / Oso ona;4;1;Muy buena / Oso ona;183;93;1011,7;0,2;8,1;0,73
21/03/2017;24:00;3;23;Muy buena / Oso ona;27;7;Muy buena / Oso ona;3;1;Muy buena / Oso ona;204;93;1012,8;0,2;8,1;0,64
21/03/2017;23:00;2;25;Muy buena / Oso ona;29;5;Muy buena / Oso ona;3;1;Muy buena / Oso ona;344;92;1013,6;0,2;8,3;0,06
21/03/2017;22:00;3;39;Muy buena / Oso ona;43;8;Muy buena / Oso ona;2;1;Muy buena / Oso ona;181;92;1014,2;0,2;8,6;0,64
21/03/2017;21:00;5;49;Muy buena / Oso ona;56;11;Muy buena / Oso ona;3;1;Muy buena / Oso ona;185;92;1014,4;0,2;8,7;0,47
21/03/2017;20:00;5;46;Muy buena / Oso ona;53;7;Muy buena / Oso ona;3;1;Muy buena / Oso ona;218;93;1014,6;0,2;8,3;1,44
21/03/2017;19:00;11;54;Muy buena / Oso ona;70;7;Muy buena / Oso ona;4;2;Muy buena / Oso ona;228;94;1014,8;1;8,4;1,14
21/03/2017;18:00;13;54;Muy buena / Oso ona;74;7;Muy buena / Oso ona;3;1;Muy buena / Oso ona;200;93;1014,8;19,8;8,7;0,23
21/03/2017;17:00;7;30;Muy buena / Oso ona;40;6;Muy buena / Oso ona;2;1;Muy buena / Oso ona;329;92;1014,8;37,2;9,3;0,95
21/03/2017;16:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;5;Muy buena / Oso ona;280;77;980,6;54,8;9,6;1,38
21/03/2017;15:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;;;;;
21/03/2017;14:00;2;15;Muy buena / Oso ona;18;4;Muy buena / Oso ona;3;1;Muy buena / Oso ona;305;94;1014,9;154,6;9,7;1,11
21/03/2017;13:00;11;39;Muy buena / Oso ona;55;5;Muy buena / Oso ona;3;1;Muy buena / Oso ona;344;94;1015,2;145,6;9,6;2,49
21/03/2017;12:00;13;36;Muy buena / Oso ona;56;5;Muy buena / Oso ona;3;1;Muy buena / Oso ona;352;94;1014,8;155,9;9,8;3,85
21/03/2017;11:00;7;29;Muy buena / Oso ona;39;15;Muy buena / Oso ona;2;1;Muy buena / Oso ona;354;87;1014;89,4;11,1;2,04
21/03/2017;10:00;15;39;Muy buena / Oso ona;62;32;Muy buena / Oso ona;3;2;Muy buena / Oso ona;262;76;1013,3;94,2;12,5;0,82
21/03/2017;09:00;36;65;Muy buena / Oso ona;121;44;Buena / Ona;2;3;Muy buena / Oso ona;223;74;1012,8;111,5;12,1;1,11
21/03/2017;08:00;46;64;Muy buena / Oso ona;134;35;Muy buena / Oso ona;3;2;Muy buena / Oso ona;212;78;1012,6;53;11,1;1,29
21/03/2017;07:00;25;54;Muy buena / Oso ona;93;22;Muy buena / Oso ona;2;1;Muy buena / Oso ona;223;80;1012,3;13,5;10,9;0,47
21/03/2017;06:00;5;40;Muy buena / Oso ona;47;18;Muy buena / Oso ona;3;1;Muy buena / Oso ona;214;79;1012,2;0,3;10,9;0,65
21/03/2017;05:00;1;27;Muy buena / Oso ona;28;18;Muy buena / Oso ona;3;1;Muy buena / Oso ona;214;79;1012,3;0,2;11;0,79
21/03/2017;04:00;0;21;Muy buena / Oso ona;22;17;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;234;79;1012,5;0,2;10,9;0,41
21/03/2017;03:00;1;17;Muy buena / Oso ona;19;15;Muy buena / Oso ona;3;1;Muy buena / Oso ona;204;78;1012,9;0,2;11,1;0,55
21/03/2017;02:00;0;23;Muy buena / Oso ona;23;17;Muy buena / Oso ona;2;1;Muy buena / Oso ona;214;80;1013,4;0,2;11;0,58
21/03/2017;01:00;0;23;Muy buena / Oso ona;23;22;Muy buena / Oso ona;2;1;Muy buena / Oso ona;219;79;1014;0,2;11,2;0,82
20/03/2017;24:00;1;20;Muy buena / Oso ona;21;18;Muy buena / Oso ona;2;1;Muy buena / Oso ona;217;78;1014,5;0,2;11,3;1,13
20/03/2017;23:00;1;20;Muy buena / Oso ona;21;16;Muy buena / Oso ona;2;1;Muy buena / Oso ona;220;79;1014,9;0,2;11,3;1,34
