Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;SH2 (µg/m3);SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
13/09/2017;04:00;4;18;Muy buena / Oso ona;24;14;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;199;87;1016,9;0,2;16,4;1,49
13/09/2017;03:00;5;14;Muy buena / Oso ona;22;14;Muy buena / Oso ona;2;1;Muy buena / Oso ona;193;87;1017,3;0,2;16,4;1,39
13/09/2017;02:00;3;12;Muy buena / Oso ona;17;14;Muy buena / Oso ona;2;1;Muy buena / Oso ona;197;88;1017,5;0,2;16,4;1,36
13/09/2017;01:00;3;14;Muy buena / Oso ona;17;12;Muy buena / Oso ona;2;1;Muy buena / Oso ona;200;89;1017,2;0,2;16,3;1,25
12/09/2017;24:00;3;20;Muy buena / Oso ona;23;13;Muy buena / Oso ona;2;1;Muy buena / Oso ona;202;89;1017,2;0,2;16,5;0,73
12/09/2017;23:00;2;28;Muy buena / Oso ona;31;15;Muy buena / Oso ona;3;1;Muy buena / Oso ona;204;89;1017,3;0,2;16,7;1,04
12/09/2017;22:00;2;27;Muy buena / Oso ona;30;14;Muy buena / Oso ona;2;1;Muy buena / Oso ona;201;87;1017,1;0,2;17,1;1,35
12/09/2017;21:00;5;37;Muy buena / Oso ona;45;18;Muy buena / Oso ona;2;1;Muy buena / Oso ona;205;86;1016,9;0,2;17,4;1,37
12/09/2017;20:00;3;42;Muy buena / Oso ona;47;25;Muy buena / Oso ona;3;1;Muy buena / Oso ona;218;82;1016,4;0,2;18;0,9
12/09/2017;19:00;6;34;Muy buena / Oso ona;43;22;Muy buena / Oso ona;3;1;Muy buena / Oso ona;200;75;1015,9;3,7;19,2;0,33
12/09/2017;18:00;;;Sin datos / Daturik gabe;9;13;Muy buena / Oso ona;2;1;Muy buena / Oso ona;258;68;1015,8;50,7;20,2;0,9
12/09/2017;17:00;3;12;Muy buena / Oso ona;16;15;Muy buena / Oso ona;3;1;Muy buena / Oso ona;309;66;1016;123,1;20,5;1,07
12/09/2017;16:00;11;19;Muy buena / Oso ona;35;14;Muy buena / Oso ona;3;1;Muy buena / Oso ona;346;61;1015,7;386,1;21,7;2,2
12/09/2017;15:00;8;13;Muy buena / Oso ona;26;12;Muy buena / Oso ona;3;1;Muy buena / Oso ona;353;59;1015,5;420,3;21,5;1,84
12/09/2017;14:00;6;12;Muy buena / Oso ona;21;12;Muy buena / Oso ona;3;0;Muy buena / Oso ona;333;59;1015,5;549,5;21,7;1,88
12/09/2017;13:00;5;7;Muy buena / Oso ona;14;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;295;59;1015,5;631,3;21,4;1,46
