Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
22/10/2017;03:00;1;5;Muy buena / Oso ona;7;33;"Muy buena / ";34;7;Muy buena / Oso ona;122;88;1017,4;0;0,6;12,5;0,39
22/10/2017;02:00;;;Sin datos / Daturik gabe;7;35;"Muy buena / ";32;8;Muy buena / Oso ona;118;88;1017,7;0;0,5;12,5;0,63
22/10/2017;01:00;;;Sin datos / Daturik gabe;9;40;"Muy buena / ";37;11;Muy buena / Oso ona;114;86;1017,9;0;0,6;13;0,45
21/10/2017;24:00;1;10;Muy buena / Oso ona;11;43;"Muy buena / ";40;13;Muy buena / Oso ona;276;81;1018;0;0,5;13,8;0,44
21/10/2017;23:00;2;14;Muy buena / Oso ona;18;26;"Muy buena / ";40;16;Muy buena / Oso ona;113;80;1017,8;0;0,6;14,1;0,48
21/10/2017;22:00;4;13;Muy buena / Oso ona;18;30;"Muy buena / ";42;18;Muy buena / Oso ona;110;79;1017,6;0;0,6;14,2;0,44
21/10/2017;21:00;2;16;Muy buena / Oso ona;19;34;"Muy buena / ";47;19;Muy buena / Oso ona;127;76;1017,4;0;0,6;14,5;0,53
21/10/2017;20:00;3;19;Muy buena / Oso ona;23;38;"Muy buena / ";52;18;Muy buena / Oso ona;135;71;1017,2;0;0,7;15,2;0,17
21/10/2017;19:00;14;43;Muy buena / Oso ona;65;24;"Muy buena / ";55;29;Muy buena / Oso ona;183;65;1016,9;0;0,7;16;0,55
21/10/2017;18:00;3;13;Muy buena / Oso ona;18;64;"Buena / ";61;13;Muy buena / Oso ona;281;59;1016,3;0;1,5;16,7;0,99
21/10/2017;17:00;2;13;Muy buena / Oso ona;17;61;"Buena / ";57;19;Muy buena / Oso ona;234;60;1015,8;0;22,9;17,2;0,21
21/10/2017;16:00;1;7;Muy buena / Oso ona;10;;"Sin datos / ";55;12;Muy buena / Oso ona;282;56;1015,5;0;72,7;17,7;0,31
21/10/2017;15:00;1;9;Muy buena / Oso ona;11;65;"Buena / ";54;23;Muy buena / Oso ona;307;60;1015,1;0;85;18;0,51
21/10/2017;14:00;2;11;Muy buena / Oso ona;14;61;"Buena / ";54;11;Muy buena / Oso ona;261;60;1014,6;0;94,1;18,2;1,32
21/10/2017;13:00;2;10;Muy buena / Oso ona;13;62;"Buena / ";56;15;Muy buena / Oso ona;258;63;1014,3;0;211,2;18,3;0,6
21/10/2017;12:00;3;13;Muy buena / Oso ona;18;59;"Muy buena / ";57;7;Muy buena / Oso ona;234;70;1014,6;0;248,5;17;0,62
21/10/2017;11:00;4;13;Muy buena / Oso ona;19;56;"Muy buena / ";58;13;Muy buena / Oso ona;285;79;1014,7;0;208,6;15,9;0,49
21/10/2017;10:00;8;22;Muy buena / Oso ona;34;45;"Muy buena / ";56;12;Muy buena / Oso ona;218;83;1014,7;0,1;120,2;15,2;0,44
21/10/2017;09:00;7;23;Muy buena / Oso ona;34;46;"Muy buena / ";56;10;Muy buena / Oso ona;180;85;1014;0,1;57,2;15,1;0,8
21/10/2017;08:00;5;19;Muy buena / Oso ona;27;47;"Muy buena / ";57;8;Muy buena / Oso ona;247;89;1013;0,3;16,4;15,3;1,31
21/10/2017;07:00;3;14;Muy buena / Oso ona;19;59;"Muy buena / ";58;9;Muy buena / Oso ona;242;85;1011,9;0;2,4;15,9;1,73
21/10/2017;06:00;1;7;Muy buena / Oso ona;9;70;"Buena / ";55;11;Muy buena / Oso ona;251;80;1011,1;0;0,6;17,5;3,17
21/10/2017;05:00;;;Sin datos / Daturik gabe;7;71;"Buena / ";50;8;Muy buena / Oso ona;249;80;1010,2;0;0,6;18,3;2,43
21/10/2017;04:00;;;Sin datos / Daturik gabe;4;69;"Buena / ";42;20;Muy buena / Oso ona;284;79;1009,4;0;0,6;19,4;0,82
21/10/2017;03:00;1;8;Muy buena / Oso ona;9;44;"Muy buena / ";33;13;Muy buena / Oso ona;260;68;1008,1;0;0,6;20,9;1,94
21/10/2017;02:00;2;6;Muy buena / Oso ona;8;45;"Muy buena / ";31;8;Muy buena / Oso ona;208;62;1007,3;0;0,6;22;0,87
21/10/2017;01:00;;;Sin datos / Daturik gabe;8;51;"Muy buena / ";28;9;Muy buena / Oso ona;206;61;1006,5;0;0,6;22,2;1,82
20/10/2017;24:00;2;10;Muy buena / Oso ona;13;46;"Muy buena / ";24;14;Muy buena / Oso ona;201;62;1006,3;0;0,6;20,8;1,31
20/10/2017;23:00;4;20;Muy buena / Oso ona;26;37;"Muy buena / ";24;16;Muy buena / Oso ona;189;63;1006,2;0;0,6;19,9;1,42
20/10/2017;22:00;5;26;Muy buena / Oso ona;35;32;"Muy buena / ";22;16;Muy buena / Oso ona;233;64;1006,4;0;0,6;19,5;1,57
20/10/2017;21:00;9;36;Muy buena / Oso ona;49;17;"Muy buena / ";28;29;Muy buena / Oso ona;243;71;1006,6;0;0,6;17,8;1,95
20/10/2017;20:00;12;40;Muy buena / Oso ona;59;8;"Muy buena / ";34;28;Muy buena / Oso ona;249;76;1006,6;0;0,7;16,6;0,92
20/10/2017;19:00;10;30;Muy buena / Oso ona;45;25;"Muy buena / ";40;14;Muy buena / Oso ona;122;71;1006,5;0;0,7;17,7;0,46
20/10/2017;18:00;11;34;Muy buena / Oso ona;50;26;"Muy buena / ";39;20;Muy buena / Oso ona;136;63;1006,1;0;3,1;20;0,91
20/10/2017;17:00;32;55;Muy buena / Oso ona;104;24;"Muy buena / ";37;41;Buena / Ona;234;47;1005,7;0;55,7;24,6;1,26
20/10/2017;16:00;11;29;Muy buena / Oso ona;45;;"Sin datos / ";34;8;Muy buena / Oso ona;229;38;1005,7;0;279,5;26,5;1,73
20/10/2017;15:00;5;16;Muy buena / Oso ona;23;70;"Buena / ";29;6;Muy buena / Oso ona;228;39;1005,7;0;245,9;26,4;1,61
20/10/2017;14:00;7;17;Muy buena / Oso ona;27;65;"Buena / ";26;5;Muy buena / Oso ona;253;42;1005,8;0;546,3;25,6;2,29
20/10/2017;13:00;8;18;Muy buena / Oso ona;31;54;"Muy buena / ";18;6;Muy buena / Oso ona;218;46;1006;0;169,8;24,7;0,94
20/10/2017;12:00;8;17;Muy buena / Oso ona;29;45;"Muy buena / ";12;7;Muy buena / Oso ona;267;52;1006,8;0;214,4;23;0,91
20/10/2017;11:00;28;31;Muy buena / Oso ona;74;22;"Muy buena / ";7;27;Muy buena / Oso ona;228;63;1007,2;0;278,4;19,9;0,44
20/10/2017;10:00;26;32;Muy buena / Oso ona;71;11;"Muy buena / ";5;19;Muy buena / Oso ona;249;73;1007,6;0;154,3;16,6;0,79
20/10/2017;09:00;43;31;Muy buena / Oso ona;96;5;"Muy buena / ";5;30;Muy buena / Oso ona;240;80;1007,7;0;115;15;0,88
20/10/2017;08:00;58;30;Muy buena / Oso ona;118;2;"Muy buena / ";6;31;Muy buena / Oso ona;242;85;1007,4;0;47,7;14,2;0,72
20/10/2017;07:00;43;30;Muy buena / Oso ona;95;1;"Muy buena / ";7;25;Muy buena / Oso ona;249;86;1006,7;0;3,2;13,7;0,57
20/10/2017;06:00;40;24;Muy buena / Oso ona;86;2;"Muy buena / ";8;20;Muy buena / Oso ona;243;88;1006,2;0;0,7;13,6;0,84
20/10/2017;05:00;15;19;Muy buena / Oso ona;42;4;"Muy buena / ";9;14;Muy buena / Oso ona;249;86;1005,6;0;0,7;13,9;0,64
20/10/2017;04:00;6;14;Muy buena / Oso ona;24;7;"Muy buena / ";10;26;Muy buena / Oso ona;238;86;1005,3;0;0,6;13,8;0,44
20/10/2017;03:00;2;10;Muy buena / Oso ona;14;9;"Muy buena / ";10;26;Muy buena / Oso ona;243;86;1005;0;0,5;13,7;0,65
20/10/2017;02:00;1;10;Muy buena / Oso ona;12;11;"Muy buena / ";11;13;Muy buena / Oso ona;244;86;1005,1;0;0,6;13,8;0,87
20/10/2017;01:00;1;12;Muy buena / Oso ona;14;13;"Muy buena / ";12;13;Muy buena / Oso ona;239;85;1004,9;0;0,5;13,5;0,84
19/10/2017;24:00;;;Sin datos / Daturik gabe;11;18;"Muy buena / ";15;19;Muy buena / Oso ona;149;85;1004,4;0;0,5;13,1;0,53
19/10/2017;23:00;2;15;Muy buena / Oso ona;19;10;"Muy buena / ";15;12;Muy buena / Oso ona;227;88;1004,1;0;0,5;12,8;0,87
19/10/2017;22:00;3;18;Muy buena / Oso ona;22;10;"Muy buena / ";16;12;Muy buena / Oso ona;206;88;1003,8;0;0,6;12,5;0,67
19/10/2017;21:00;6;20;Muy buena / Oso ona;30;10;"Muy buena / ";26;14;Muy buena / Oso ona;217;88;1003,1;0;0,6;12,7;0,56
19/10/2017;20:00;12;28;Muy buena / Oso ona;46;6;"Muy buena / ";35;16;Muy buena / Oso ona;244;86;1002,6;0;0,6;13,4;0,65
19/10/2017;19:00;9;23;Muy buena / Oso ona;37;17;"Muy buena / ";44;14;Muy buena / Oso ona;214;83;1002,4;0;0,7;14,5;0,57
19/10/2017;18:00;16;35;Muy buena / Oso ona;59;15;"Muy buena / ";51;16;Muy buena / Oso ona;180;78;1001,5;0;2,4;16,2;0,63
19/10/2017;17:00;12;31;Muy buena / Oso ona;50;40;"Muy buena / ";57;22;Muy buena / Oso ona;21;71;1000,8;0;32;18,2;0,65
19/10/2017;16:00;11;19;Muy buena / Oso ona;35;;"Sin datos / ";54;14;Muy buena / Oso ona;32;64;1000,6;0;162,1;19,9;1,67
19/10/2017;15:00;13;18;Muy buena / Oso ona;37;66;"Buena / ";47;16;Muy buena / Oso ona;35;57;1000;0;202,5;21;1,41
19/10/2017;14:00;3;11;Muy buena / Oso ona;16;68;"Buena / ";42;8;Muy buena / Oso ona;248;54;1000,4;0;387,6;21,1;0,93
19/10/2017;13:00;5;13;Muy buena / Oso ona;21;64;"Buena / ";35;7;Muy buena / Oso ona;231;55;1000,6;0;168,4;20,7;0,67
19/10/2017;12:00;6;11;Muy buena / Oso ona;20;60;"Muy buena / ";29;10;Muy buena / Oso ona;210;59;1001,6;0;88,6;20;0,96
19/10/2017;11:00;8;16;Muy buena / Oso ona;28;58;"Muy buena / ";24;13;Muy buena / Oso ona;237;61;1002;0;339,1;19,2;0,73
19/10/2017;10:00;8;18;Muy buena / Oso ona;30;49;"Muy buena / ";21;24;Muy buena / Oso ona;210;66;1001,9;0;103,9;18;0,28
19/10/2017;09:00;13;22;Muy buena / Oso ona;42;22;"Muy buena / ";19;17;Muy buena / Oso ona;201;83;1001,6;0;42,1;15,1;0,62
19/10/2017;08:00;20;29;Muy buena / Oso ona;58;10;"Muy buena / ";22;15;Muy buena / Oso ona;239;92;1001,6;0;37,1;13,7;0,55
19/10/2017;07:00;23;29;Muy buena / Oso ona;64;5;"Muy buena / ";23;15;Muy buena / Oso ona;225;94;1001,3;0;5,7;13,5;0,86
19/10/2017;06:00;16;25;Muy buena / Oso ona;49;9;"Muy buena / ";29;13;Muy buena / Oso ona;248;94;1001,3;0;0,7;13,7;0,69
19/10/2017;05:00;6;16;Muy buena / Oso ona;25;16;"Muy buena / ";34;13;Muy buena / Oso ona;227;95;1001;0;0,6;13,8;0,82
19/10/2017;04:00;1;8;Muy buena / Oso ona;10;26;"Muy buena / ";37;8;Muy buena / Oso ona;229;95;1000,8;0;0,5;13,9;0,78
19/10/2017;03:00;;;Sin datos / Daturik gabe;7;31;"Muy buena / ";35;8;Muy buena / Oso ona;251;94;1000,8;0;0,5;14;0,88
19/10/2017;02:00;;;Sin datos / Daturik gabe;6;35;"Muy buena / ";32;8;Muy buena / Oso ona;250;94;1000,8;0;0,5;14,1;0,72
19/10/2017;01:00;;;Sin datos / Daturik gabe;7;40;"Muy buena / ";29;7;Muy buena / Oso ona;240;94;1000,7;0;0,5;14,1;0,57
18/10/2017;24:00;;;Sin datos / Daturik gabe;8;43;"Muy buena / ";25;10;Muy buena / Oso ona;141;93;1000,7;0,1;0,5;14,1;0,91
18/10/2017;23:00;;;Sin datos / Daturik gabe;9;47;"Muy buena / ";25;10;Muy buena / Oso ona;163;93;1000,8;0,7;0,5;14,2;0,69
18/10/2017;22:00;;;Sin datos / Daturik gabe;11;44;"Muy buena / ";22;3;Muy buena / Oso ona;209;92;1000,8;0,6;0,5;14,5;0,74
18/10/2017;21:00;2;14;Muy buena / Oso ona;16;38;"Muy buena / ";22;10;Muy buena / Oso ona;222;91;1000,4;0,2;0,5;14,8;0,63
18/10/2017;20:00;6;23;Muy buena / Oso ona;33;12;"Muy buena / ";23;12;Muy buena / Oso ona;218;92;1000,2;0;0,6;15;0,62
18/10/2017;19:00;15;28;Muy buena / Oso ona;50;9;"Muy buena / ";25;19;Muy buena / Oso ona;232;92;999,8;0;0,6;15,3;0,73
18/10/2017;18:00;14;34;Muy buena / Oso ona;55;11;"Muy buena / ";27;20;Muy buena / Oso ona;265;91;999,4;0;3,8;15,6;0,8
18/10/2017;17:00;12;37;Muy buena / Oso ona;55;16;"Muy buena / ";28;17;Muy buena / Oso ona;231;89;999,3;0;22,2;15,8;0,76
18/10/2017;16:00;7;30;Muy buena / Oso ona;40;;"Sin datos / ";28;15;Muy buena / Oso ona;283;86;999,3;0;55,1;16;0,39
18/10/2017;15:00;9;30;Muy buena / Oso ona;45;35;"Muy buena / ";26;15;Muy buena / Oso ona;203;87;999,1;0;58;15,7;0,38
18/10/2017;14:00;6;25;Muy buena / Oso ona;34;44;"Muy buena / ";25;13;Muy buena / Oso ona;209;88;999,3;0;86,6;15,3;0,58
18/10/2017;13:00;19;28;Muy buena / Oso ona;56;44;"Muy buena / ";20;10;Muy buena / Oso ona;253;86;999;1,3;76,8;16;1,29
18/10/2017;12:00;13;26;Muy buena / Oso ona;45;25;"Muy buena / ";18;19;Muy buena / Oso ona;36;85;998,5;0;205,3;18,7;1,92
18/10/2017;11:00;16;32;Muy buena / Oso ona;57;19;"Muy buena / ";20;26;Muy buena / Oso ona;251;82;999,1;0,1;86,8;18,8;0,68
18/10/2017;10:00;13;31;Muy buena / Oso ona;50;20;"Muy buena / ";24;25;Muy buena / Oso ona;214;83;999,7;0,1;159,9;18,2;0,38
18/10/2017;09:00;21;36;Muy buena / Oso ona;68;14;"Muy buena / ";31;23;Muy buena / Oso ona;225;86;1000,6;0;94,7;17,2;1,06
18/10/2017;08:00;15;36;Muy buena / Oso ona;59;15;"Muy buena / ";39;26;Muy buena / Oso ona;168;88;1000,9;0;41,9;16,9;0,78
18/10/2017;07:00;21;40;Muy buena / Oso ona;73;17;"Muy buena / ";43;24;Muy buena / Oso ona;203;85;1000,8;0,1;6,7;16,9;1,09
18/10/2017;06:00;22;41;Muy buena / Oso ona;74;8;"Muy buena / ";50;34;Muy buena / Oso ona;148;78;1001;0,1;0,7;17,4;0,74
18/10/2017;05:00;2;25;Muy buena / Oso ona;28;28;"Muy buena / ";57;20;Muy buena / Oso ona;171;75;1001,3;0;0,7;17,7;0,66
18/10/2017;04:00;3;16;Muy buena / Oso ona;21;35;"Muy buena / ";61;18;Muy buena / Oso ona;237;74;1001,8;0;0,5;18;1,07
18/10/2017;03:00;;;Sin datos / Daturik gabe;9;56;"Muy buena / ";64;24;Muy buena / Oso ona;241;69;1002,2;0;0,5;19,3;1,14
18/10/2017;02:00;;;Sin datos / Daturik gabe;4;74;"Buena / ";65;17;Muy buena / Oso ona;256;61;1002,5;0;0,5;21,1;1,22
18/10/2017;01:00;;;Sin datos / Daturik gabe;5;80;"Buena / ";61;23;Muy buena / Oso ona;233;58;1002,8;0;0,5;21,6;0,94
17/10/2017;24:00;;;Sin datos / Daturik gabe;6;75;"Buena / ";57;21;Muy buena / Oso ona;235;53;1003,3;0;0,5;22,2;1,28
17/10/2017;23:00;;;Sin datos / Daturik gabe;10;66;"Buena / ";57;18;Muy buena / Oso ona;211;52;1003,9;0;0,5;22,3;1,49
17/10/2017;22:00;;;Sin datos / Daturik gabe;13;63;"Buena / ";55;17;Muy buena / Oso ona;185;52;1004,2;0;0,6;22,3;0,9
17/10/2017;21:00;1;23;Muy buena / Oso ona;25;53;"Muy buena / ";57;36;Muy buena / Oso ona;252;55;1004,2;0;0,6;22,2;0,16
17/10/2017;20:00;2;29;Muy buena / Oso ona;32;56;"Muy buena / ";61;30;Muy buena / Oso ona;248;50;1004,2;0;0,7;22,9;0,55
17/10/2017;19:00;4;25;Muy buena / Oso ona;31;66;"Buena / ";65;26;Muy buena / Oso ona;149;46;1004,3;0;0,7;23,7;0,64
17/10/2017;18:00;16;48;Muy buena / Oso ona;72;45;"Muy buena / ";66;36;Muy buena / Oso ona;226;46;1004,2;0;2,2;24,2;1,45
17/10/2017;17:00;13;43;Muy buena / Oso ona;63;48;"Muy buena / ";71;39;Muy buena / Oso ona;229;46;1003,8;0;24,2;24,4;1,43
17/10/2017;16:00;7;30;Muy buena / Oso ona;41;;"Sin datos / ";74;32;Muy buena / Oso ona;202;44;1003,9;0;75,5;25,1;1,41
17/10/2017;15:00;6;23;Muy buena / Oso ona;32;66;"Buena / ";73;31;Muy buena / Oso ona;220;43;1004;0;166,3;25,2;1,56
17/10/2017;14:00;3;17;Muy buena / Oso ona;21;75;"Buena / ";72;26;Muy buena / Oso ona;187;43;1004,6;0;218,9;25;1,86
17/10/2017;13:00;4;13;Muy buena / Oso ona;19;77;"Buena / ";71;26;Muy buena / Oso ona;185;44;1005,7;0;230,2;24,9;2,18
17/10/2017;12:00;5;11;Muy buena / Oso ona;18;78;"Buena / ";71;17;Muy buena / Oso ona;199;47;1006,7;0;159,2;23,7;3,32
17/10/2017;11:00;6;12;Muy buena / Oso ona;21;75;"Buena / ";65;16;Muy buena / Oso ona;209;52;1007,5;0;212;22,6;3,07
17/10/2017;10:00;5;14;Muy buena / Oso ona;22;73;"Buena / ";57;13;Muy buena / Oso ona;214;54;1008,4;0;161,5;22,2;1,98
17/10/2017;09:00;7;19;Muy buena / Oso ona;29;66;"Buena / ";50;15;Muy buena / Oso ona;220;59;1008,8;0;52,1;20,9;1,67
17/10/2017;08:00;5;19;Muy buena / Oso ona;27;69;"Buena / ";44;17;Muy buena / Oso ona;211;60;1008,9;0;26,4;20,5;2,28
17/10/2017;07:00;9;23;Muy buena / Oso ona;37;69;"Buena / ";37;20;Muy buena / Oso ona;217;58;1008,6;0;11,1;20,8;1,83
17/10/2017;06:00;5;25;Muy buena / Oso ona;33;65;"Buena / ";31;15;Muy buena / Oso ona;264;56;1008,6;0;0,7;21,3;0,97
17/10/2017;05:00;2;14;Muy buena / Oso ona;18;74;"Buena / ";24;13;Muy buena / Oso ona;232;59;1008,5;0;0,7;21,1;2,26
17/10/2017;04:00;5;22;Muy buena / Oso ona;25;30;"Muy buena / ";18;16;Muy buena / Oso ona;225;82;1008,6;0;0,6;16,4;1,19
17/10/2017;03:00;;;Sin datos / Daturik gabe;9;16;"Muy buena / ";18;20;Muy buena / Oso ona;227;92;1009;0;0,6;14,2;0,7
17/10/2017;02:00;;;Sin datos / Daturik gabe;9;15;"Muy buena / ";21;17;Muy buena / Oso ona;225;92;1009,8;0;0,6;14,3;0,75
17/10/2017;01:00;;;Sin datos / Daturik gabe;9;14;"Muy buena / ";27;14;Muy buena / Oso ona;228;92;1010,8;0;0,6;14,3;0,82
16/10/2017;24:00;;;Sin datos / Daturik gabe;10;14;"Muy buena / ";34;15;Muy buena / Oso ona;231;91;1011,5;0;0,6;14,6;0,54
16/10/2017;23:00;1;14;Muy buena / Oso ona;15;13;"Muy buena / ";36;16;Muy buena / Oso ona;256;89;1012,2;0;0,6;15,3;0,59
16/10/2017;22:00;1;18;Muy buena / Oso ona;20;17;"Muy buena / ";40;15;Muy buena / Oso ona;252;88;1012,8;0;0,6;16,1;1,01
16/10/2017;21:00;3;22;Muy buena / Oso ona;27;20;"Muy buena / ";;23;Muy buena / Oso ona;255;86;1013,2;0;0,6;16,5;0,8
16/10/2017;20:00;2;19;Muy buena / Oso ona;23;30;"Muy buena / ";;27;Muy buena / Oso ona;133;84;1013,3;0;0,7;17;0,56
16/10/2017;19:00;4;19;Muy buena / Oso ona;25;46;"Muy buena / ";;23;Muy buena / Oso ona;61;81;1013,3;0;0,7;18,3;1,35
16/10/2017;18:00;4;16;Muy buena / Oso ona;21;61;"Buena / ";;26;Muy buena / Oso ona;42;76;1012,9;0;5;19,4;2,31
16/10/2017;17:00;5;13;Muy buena / Oso ona;21;68;"Buena / ";;24;Muy buena / Oso ona;40;71;1012,5;0;46;20,7;3,08
16/10/2017;16:00;4;8;Muy buena / Oso ona;14;;"Sin datos / ";;32;Muy buena / Oso ona;43;69;1012,3;0;244,3;21,7;4,35
16/10/2017;15:00;4;6;Muy buena / Oso ona;12;77;"Buena / ";;37;Muy buena / Oso ona;40;68;1011,9;0;265,1;22,5;5,11
16/10/2017;14:00;3;10;Muy buena / Oso ona;15;;"Sin datos / ";;;Sin datos / Daturik gabe;52;52;1011,7;0;480,5;26,5;2,63
16/10/2017;13:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";75;;Sin datos / Daturik gabe;168;42;;;;27,4;1,23
16/10/2017;12:00;3;10;Muy buena / Oso ona;15;82;"Buena / ";76;19;Muy buena / Oso ona;209;47;1012,6;0;101,7;26,1;2,57
16/10/2017;11:00;5;12;Muy buena / Oso ona;19;81;"Buena / ";77;20;Muy buena / Oso ona;191;49;1013,1;0;404,5;25,3;2,27
16/10/2017;10:00;4;15;Muy buena / Oso ona;21;77;"Buena / ";78;23;Muy buena / Oso ona;177;51;1013;0;162,4;24,7;1,71
16/10/2017;09:00;3;14;Muy buena / Oso ona;19;77;"Buena / ";80;19;Muy buena / Oso ona;242;53;1012,5;0;59,1;23,8;2,05
16/10/2017;08:00;7;28;Muy buena / Oso ona;39;64;"Buena / ";81;23;Muy buena / Oso ona;245;56;1011,9;0;34,8;22,6;1,39
16/10/2017;07:00;11;25;Muy buena / Oso ona;41;67;"Buena / ";83;21;Muy buena / Oso ona;215;58;1011,3;0;8,2;22,4;0,7
16/10/2017;06:00;2;11;Muy buena / Oso ona;14;81;"Buena / ";86;18;Muy buena / Oso ona;147;59;1010,9;0;0,7;22,4;0,18
16/10/2017;05:00;;;Sin datos / Daturik gabe;8;86;"Buena / ";86;17;Muy buena / Oso ona;184;58;1010,5;0;0,7;22,8;1,55
16/10/2017;04:00;;;Sin datos / Daturik gabe;5;85;"Buena / ";81;17;Muy buena / Oso ona;178;59;1010,5;0;0,6;23;1,19
16/10/2017;03:00;;;Sin datos / Daturik gabe;2;89;"Buena / ";72;18;Muy buena / Oso ona;209;57;1010,4;0;0,6;23,6;1,43
16/10/2017;02:00;;;Sin datos / Daturik gabe;2;88;"Buena / ";63;17;Muy buena / Oso ona;255;56;1010,5;0;0,6;24,1;1,82
16/10/2017;01:00;;;Sin datos / Daturik gabe;2;86;"Buena / ";52;22;Muy buena / Oso ona;260;59;1010,8;0;0,6;24,1;1,29
15/10/2017;24:00;;;Sin datos / Daturik gabe;4;85;"Buena / ";48;38;Muy buena / Oso ona;158;57;1010,9;0;0,6;24,7;1,07
15/10/2017;23:00;;;Sin datos / Daturik gabe;4;86;"Buena / ";48;29;Muy buena / Oso ona;207;55;1011;0;0,6;25;0,87
15/10/2017;22:00;;;Sin datos / Daturik gabe;6;82;"Buena / ";41;28;Muy buena / Oso ona;188;54;1010,9;0;0,6;24,7;0,25
15/10/2017;21:00;2;21;Muy buena / Oso ona;22;49;"Muy buena / ";40;18;Muy buena / Oso ona;260;63;1011;0;0,6;22,1;0,59
15/10/2017;20:00;4;28;Muy buena / Oso ona;34;25;"Muy buena / ";45;24;Muy buena / Oso ona;227;71;1011;0;0,7;20,8;0,59
15/10/2017;19:00;10;38;Muy buena / Oso ona;52;22;"Muy buena / ";53;31;Muy buena / Oso ona;120;65;1011;0;0,7;22,3;0,35
15/10/2017;18:00;24;55;Muy buena / Oso ona;92;14;"Muy buena / ";62;41;Buena / Ona;151;55;1010,6;0;5;25,2;0,32
15/10/2017;17:00;5;23;Muy buena / Oso ona;32;55;"Muy buena / ";72;30;Muy buena / Oso ona;246;44;1010,4;0;70,6;28,5;0,45
15/10/2017;16:00;3;12;Muy buena / Oso ona;16;;"Sin datos / ";75;27;Muy buena / Oso ona;182;43;1010,5;0;254,6;28,7;1,23
15/10/2017;15:00;4;12;Muy buena / Oso ona;19;66;"Buena / ";72;28;Muy buena / Oso ona;148;43;1010,7;0;276,2;28,5;1,57
15/10/2017;14:00;;;Sin datos / Daturik gabe;7;76;"Buena / ";70;24;Muy buena / Oso ona;164;44;1011,3;0;476;28,2;2,33
15/10/2017;13:00;2;5;Muy buena / Oso ona;8;76;"Buena / ";66;23;Muy buena / Oso ona;149;45;1011,9;0;255,6;27,6;2,53
15/10/2017;12:00;2;7;Muy buena / Oso ona;10;74;"Buena / ";65;18;Muy buena / Oso ona;144;48;1012,7;0;141,7;26,8;1,75
15/10/2017;11:00;2;7;Muy buena / Oso ona;10;75;"Buena / ";64;18;Muy buena / Oso ona;164;53;1013,5;0;401,3;25,4;2,29
15/10/2017;10:00;1;8;Muy buena / Oso ona;10;75;"Buena / ";64;18;Muy buena / Oso ona;195;57;1013,8;0;196,9;24,3;2,38
15/10/2017;09:00;2;11;Muy buena / Oso ona;14;71;"Buena / ";64;17;Muy buena / Oso ona;224;62;1013,7;0;94,7;23;2,3
15/10/2017;08:00;3;14;Muy buena / Oso ona;18;58;"Muy buena / ";62;17;Muy buena / Oso ona;224;68;1013,5;0;47,1;21,2;1,99
15/10/2017;07:00;3;16;Muy buena / Oso ona;21;51;"Muy buena / ";63;17;Muy buena / Oso ona;235;69;1013,2;0;9,5;20,7;2,01
15/10/2017;06:00;2;17;Muy buena / Oso ona;17;51;"Muy buena / ";59;16;Muy buena / Oso ona;240;70;1012,9;0;0,6;20,5;2,37
15/10/2017;05:00;;;Sin datos / Daturik gabe;11;61;"Buena / ";55;17;Muy buena / Oso ona;241;67;1012,7;0;0,6;21,4;2,51
15/10/2017;04:00;;;Sin datos / Daturik gabe;9;71;"Buena / ";48;17;Muy buena / Oso ona;234;65;1012,5;0;0,6;22,3;2,3
15/10/2017;03:00;;;Sin datos / Daturik gabe;8;76;"Buena / ";40;16;Muy buena / Oso ona;243;63;1012,4;0;0,6;22,6;2,1
15/10/2017;02:00;;;Sin datos / Daturik gabe;10;75;"Buena / ";30;16;Muy buena / Oso ona;238;63;1012,7;0;0,6;22,9;1,81
15/10/2017;01:00;;;Sin datos / Daturik gabe;12;56;"Muy buena / ";23;19;Muy buena / Oso ona;233;69;1012,8;0;0,6;21,6;1,08
14/10/2017;24:00;;;Sin datos / Daturik gabe;20;36;"Muy buena / ";22;25;Muy buena / Oso ona;211;77;1012,7;0;0,6;19,9;0,68
14/10/2017;23:00;5;31;Muy buena / Oso ona;35;22;"Muy buena / ";22;25;Muy buena / Oso ona;202;80;1012,7;0;0,6;19,3;0,49
14/10/2017;22:00;3;28;Muy buena / Oso ona;33;21;"Muy buena / ";22;26;Muy buena / Oso ona;234;82;1012,5;0;0,6;18,8;0,82
14/10/2017;21:00;5;33;Muy buena / Oso ona;41;16;"Muy buena / ";36;25;Muy buena / Oso ona;247;82;1012,4;0;0,6;18,9;1,35
14/10/2017;20:00;8;41;Muy buena / Oso ona;54;11;"Muy buena / ";50;28;Muy buena / Oso ona;247;79;1012,3;0;0,7;19,6;0,74
14/10/2017;19:00;15;46;Muy buena / Oso ona;69;11;"Muy buena / ";64;29;Muy buena / Oso ona;250;74;1011,9;0;0,7;21,1;1
14/10/2017;18:00;12;44;Muy buena / Oso ona;62;23;"Muy buena / ";75;32;Muy buena / Oso ona;250;64;1011,2;0;6,1;24;0,73
