Date;Hour;D.vien (grados);H (%);P (mBar);Tº (ºC);V.vien (m/s)
13/09/2017;11:00;21;67;1017;22,4;2,11
13/09/2017;10:00;148;70;1017,1;21;2,09
13/09/2017;09:00;152;76;1017;18,9;2,71
13/09/2017;08:00;168;82;1016,6;17,5;2,43
13/09/2017;07:00;173;87;1016,7;16,3;2,45
13/09/2017;06:00;179;89;1016,6;15,8;2,64
13/09/2017;05:00;175;89;1016,5;16;2,29
13/09/2017;04:00;183;88;1016,6;16,3;1,6
13/09/2017;03:00;179;87;1016,6;16,7;2,38
13/09/2017;02:00;175;88;1016,9;17;1,77
13/09/2017;01:00;149;88;1016,9;17;2,51
12/09/2017;24:00;154;88;1016,7;17,2;0,96
12/09/2017;23:00;159;87;1016,6;17,6;2,28
12/09/2017;22:00;171;84;1016,7;18,1;1,52
12/09/2017;21:00;156;82;1016,4;18,5;1,3
12/09/2017;20:00;155;76;1016;19,3;0,87
12/09/2017;19:00;122;74;1015,3;19,6;0,65
12/09/2017;18:00;41;73;1015,3;19,7;1,54
12/09/2017;17:00;22;71;1015,4;19,7;2,38
12/09/2017;16:00;14;72;1015,4;19,4;3,92
12/09/2017;15:00;13;73;1015,3;19,2;4,38
12/09/2017;14:00;15;76;1015,2;19;3,89
12/09/2017;13:00;23;78;1015,3;19;2,99
12/09/2017;12:00;342;74;1015,2;19,3;1,63
12/09/2017;11:00;277;72;1015,1;19,1;1,72
12/09/2017;10:00;140;75;1014,6;18,6;0,6
12/09/2017;09:00;261;82;1014,1;17;2
12/09/2017;08:00;268;87;1013,8;15,7;3,98
12/09/2017;07:00;261;90;1013,5;15,3;3,63
12/09/2017;06:00;270;82;1012,8;16,1;3,46
12/09/2017;05:00;266;82;1012,2;16,2;2,82
12/09/2017;04:00;265;86;1012,2;15,8;3,2
12/09/2017;03:00;269;83;1012,5;16,2;2,74
12/09/2017;02:00;285;85;1012,8;16,1;4,16
12/09/2017;01:00;292;84;1012,7;16,6;5,67
11/09/2017;24:00;283;80;1012,4;16,9;4,62
11/09/2017;23:00;271;85;1012,6;16,1;3,37
11/09/2017;22:00;287;88;1012,8;15,9;5,29
11/09/2017;21:00;301;87;1012,5;16,5;6,22
11/09/2017;20:00;291;74;1011,6;18,3;5,51
11/09/2017;19:00;291;71;1011;18,9;3,99
11/09/2017;18:00;295;70;1010,9;19,3;4,86
11/09/2017;17:00;298;70;1010,9;19,5;6,39
11/09/2017;16:00;306;68;1010,7;19,7;8,63
11/09/2017;15:00;297;72;1010,7;19,5;6,52
11/09/2017;14:00;301;77;1010,9;18,9;7,07
11/09/2017;13:00;293;71;1011,1;19,6;4,48
11/09/2017;12:00;294;76;1011,1;19,1;5,62
11/09/2017;11:00;294;85;1010,8;18;4,99
11/09/2017;10:00;282;82;1010,3;18,7;3,32
11/09/2017;09:00;290;89;1010,1;17,4;4,7
11/09/2017;08:00;286;86;1009,6;17,8;5,96
11/09/2017;07:00;285;88;1009,1;17,8;4,76
11/09/2017;06:00;289;92;1008,8;17,5;5,63
11/09/2017;05:00;303;95;1008,4;17,6;6,78
11/09/2017;04:00;310;94;1008,2;18;6,83
11/09/2017;03:00;305;86;1007,9;19,8;6,11
11/09/2017;02:00;292;84;1007,9;20;3,66
11/09/2017;01:00;300;82;1008,3;19,5;3,5
10/09/2017;24:00;152;85;1008,4;17,6;2,09
10/09/2017;23:00;155;84;1008,5;17,6;2,35
10/09/2017;22:00;155;82;1009;17,7;2,48
10/09/2017;21:00;149;74;1009,5;18,6;1,61
10/09/2017;20:00;242;66;1009,5;19,5;0,3
10/09/2017;19:00;194;62;1009,4;19,9;0,8
10/09/2017;18:00;291;61;1009,7;19,9;1,85
10/09/2017;17:00;304;62;1010;19,9;4,35
10/09/2017;16:00;318;61;1010;19,9;6,21
10/09/2017;15:00;318;59;1010,3;20;7,09
10/09/2017;14:00;307;63;1011;19,7;6,38
10/09/2017;13:00;302;64;1011,4;19,4;6,32
10/09/2017;12:00;294;66;1011,5;18,7;5,18
10/09/2017;11:00;292;69;1011,8;18,2;6,1
10/09/2017;10:00;289;70;1011,1;18,1;5,52
10/09/2017;09:00;284;73;1010,8;17,2;5,14
10/09/2017;08:00;275;82;1010,1;15,9;4,62
10/09/2017;07:00;286;81;1009,8;15,7;3,54
10/09/2017;06:00;275;81;1009,3;15,5;3,95
10/09/2017;05:00;284;80;1009,1;15,6;5,44
10/09/2017;04:00;283;80;1008,8;15,7;6,42
10/09/2017;03:00;283;83;1008,6;15,3;4,37
10/09/2017;02:00;282;81;1008,6;15,5;5,86
10/09/2017;01:00;275;77;1008,3;16;4,76
09/09/2017;24:00;280;77;1008,3;16;5,68
09/09/2017;23:00;283;79;1008,1;15,4;5,21
09/09/2017;22:00;273;79;1007,8;15,4;4,47
09/09/2017;21:00;271;85;1007,7;15;5,08
09/09/2017;20:00;278;85;1006,9;15,1;4,15
09/09/2017;19:00;267;85;1006,6;15,2;4,85
09/09/2017;18:00;275;82;1006,7;15,6;4,01
09/09/2017;17:00;288;75;1006,3;16,9;5,78
09/09/2017;16:00;287;81;1006,1;16,5;4,65
09/09/2017;15:00;292;71;1006,4;17,6;6,46
09/09/2017;14:00;286;74;1006,4;16,9;6,09
09/09/2017;13:00;298;67;1006,5;18,1;9,17
09/09/2017;12:00;303;70;1006,4;17,8;7,19
09/09/2017;11:00;300;68;1006,4;18,4;9,37
09/09/2017;10:00;300;73;1006,4;18;6,71
09/09/2017;09:00;295;72;1006,3;18,1;5,19
09/09/2017;08:00;285;74;1006,1;18;4,64
09/09/2017;07:00;286;71;991,6;17,8;5,56
09/09/2017;06:00;282;82;1005,6;17,1;5,28
09/09/2017;05:00;281;80;1005,3;17,4;4,18
09/09/2017;04:00;291;88;1005,4;17;5,08
09/09/2017;03:00;291;83;1005,1;18,4;6,34
09/09/2017;02:00;292;79;1005;19,4;6,58
09/09/2017;01:00;294;70;1005,2;20,5;5,91
08/09/2017;24:00;281;71;1005,6;20,2;1,78
08/09/2017;23:00;190;73;1006,4;19,6;0,89
08/09/2017;22:00;266;72;1007,2;19,4;1,24
08/09/2017;21:00;288;74;1007,8;19,3;2,21
08/09/2017;20:00;305;75;1007,9;19,5;4,34
08/09/2017;19:00;326;75;1007,7;19,7;4,08
08/09/2017;18:00;326;74;1007,9;19,9;3,32
08/09/2017;17:00;357;70;1008,1;19,8;3,63
08/09/2017;16:00;8;69;1008,4;19,8;3,7
08/09/2017;15:00;336;66;1009,5;20,2;4,47
08/09/2017;14:00;340;63;1009,9;20,1;6,37
08/09/2017;13:00;349;58;1009,7;21,4;3,36
08/09/2017;12:00;113;54;1010,5;21,7;1,25
08/09/2017;11:00;135;58;1011,5;20,6;2,07
08/09/2017;10:00;146;67;1012,4;18,6;3,28
08/09/2017;09:00;145;75;1013;16,8;3,5
08/09/2017;08:00;152;81;1013;15,5;3,27
08/09/2017;07:00;154;85;1013;14,8;2,92
08/09/2017;06:00;146;86;1012,8;14,8;2,99
08/09/2017;05:00;148;85;1013;15,4;2,92
08/09/2017;04:00;147;84;1013,4;16;2,53
08/09/2017;03:00;155;84;1014;16,5;2,62
08/09/2017;02:00;152;82;1014,7;17,1;2,19
08/09/2017;01:00;165;80;1015,2;17,7;1,66
07/09/2017;24:00;170;78;1015,7;18;1,53
07/09/2017;23:00;169;72;1015,9;18,7;0,93
07/09/2017;22:00;238;69;1016,4;19,2;0,6
07/09/2017;21:00;83;67;1016,7;19,5;0,3
07/09/2017;20:00;20;65;1016,6;19,5;1,95
07/09/2017;19:00;357;64;1016,4;19,6;2,77
07/09/2017;18:00;12;64;1016,3;19,7;2,66
07/09/2017;17:00;354;65;1016,4;19,8;3,53
07/09/2017;16:00;350;67;1016,8;19,8;4,37
07/09/2017;15:00;354;65;1017,1;19,9;4,25
07/09/2017;14:00;8;64;1017,5;19,8;4,16
07/09/2017;13:00;356;62;1017,9;19,9;4,04
07/09/2017;12:00;345;62;1018,4;19,8;4,3
07/09/2017;11:00;336;62;1018,5;20;2,68
07/09/2017;10:00;322;69;1019;19,7;1,5
07/09/2017;09:00;117;76;1019;19;1,19
07/09/2017;08:00;152;82;1018,7;17,7;1,84
07/09/2017;07:00;161;87;1018,7;17;1,72
07/09/2017;06:00;159;87;1018,5;17;1,74
07/09/2017;05:00;158;87;1018,4;17,1;1,52
07/09/2017;04:00;157;86;1018,6;17,2;1,62
07/09/2017;03:00;154;84;1019,2;17,4;1,87
07/09/2017;02:00;159;84;1019,5;17,5;1,49
07/09/2017;01:00;177;82;1020,3;17,7;1,17
06/09/2017;24:00;170;80;1020,9;18,5;1,42
06/09/2017;23:00;2;66;1021,2;19,7;2,6
06/09/2017;22:00;354;68;1021,4;19,8;3,35
06/09/2017;21:00;8;68;1021,6;19,8;4,19
06/09/2017;20:00;336;70;1021,3;20;3,65
06/09/2017;19:00;348;71;1020,9;19,9;3,17
06/09/2017;18:00;356;73;1021;19,8;3,02
06/09/2017;17:00;329;69;1021,3;20;3,18
06/09/2017;16:00;338;66;1021,6;20,2;4,15
06/09/2017;15:00;342;68;1021,9;20,2;4,63
06/09/2017;14:00;354;67;1022,3;20,4;4,29
06/09/2017;13:00;360;69;1022,6;20,2;4,55
06/09/2017;12:00;358;86;1022,9;19,4;2,11
06/09/2017;11:00;160;94;1023,1;18,3;0,69
06/09/2017;10:00;328;94;1023;18;2,32
06/09/2017;09:00;300;95;1022,7;18,1;3,48
06/09/2017;08:00;271;95;1022,3;18;1,27
06/09/2017;07:00;319;96;1022,2;17,6;1,87
06/09/2017;06:00;341;95;1021,8;18,2;4,69
06/09/2017;05:00;31;94;1021,2;18,9;4,85
06/09/2017;04:00;295;90;1021;19,1;2,34
06/09/2017;03:00;291;89;1021,1;19,3;0,59
06/09/2017;02:00;157;87;1021,2;19,7;1,53
06/09/2017;01:00;279;81;1021,2;20,3;0,42
05/09/2017;24:00;290;83;1021,3;20,4;0,74
05/09/2017;23:00;288;82;1021,4;20,8;1,77
05/09/2017;22:00;304;83;1021,3;20,9;1,81
05/09/2017;21:00;330;83;1021,2;21,2;3,07
05/09/2017;20:00;322;81;1020,7;21,4;3,83
05/09/2017;19:00;340;84;1020,2;21,4;4,87
05/09/2017;18:00;1;83;1019,8;21,6;3,39
05/09/2017;17:00;350;80;1019,4;21,9;3,2
05/09/2017;16:00;340;80;1019,2;21,9;3,12
05/09/2017;15:00;342;78;1019;21,9;3,49
05/09/2017;14:00;347;79;1019;21,8;3,45
05/09/2017;13:00;340;78;1018,5;21,8;4,57
05/09/2017;12:00;355;77;1018,1;21,8;4,79
05/09/2017;11:00;342;76;1017,7;22,3;4,12
05/09/2017;10:00;334;75;1017,1;22,3;1,56
05/09/2017;09:00;141;79;1016,6;20,9;1,88
05/09/2017;08:00;146;85;1016,6;18,9;3,27
05/09/2017;07:00;144;89;1016,3;17,9;3,65
05/09/2017;06:00;152;91;1016,4;17,6;3,55
05/09/2017;05:00;160;92;1016,6;17,5;2,18
05/09/2017;04:00;157;92;1016,5;17,4;2,19
05/09/2017;03:00;155;91;1016,5;17,7;1,84
05/09/2017;02:00;154;91;1016,4;18,1;1,83
05/09/2017;01:00;152;89;1016,2;18,4;1,42
04/09/2017;24:00;157;88;1015,8;18,7;1,68
04/09/2017;23:00;163;87;1015,8;19,1;1,47
04/09/2017;22:00;155;85;1015,7;19,8;2
04/09/2017;21:00;120;80;1015,7;20,9;1,11
04/09/2017;20:00;16;78;1015,5;21,1;1,92
04/09/2017;19:00;342;76;1015;21,4;2,64
04/09/2017;18:00;348;78;1014,8;21,4;3,21
04/09/2017;17:00;348;79;1014,6;21,4;3,91
04/09/2017;16:00;336;80;1014,4;21,4;5,25
04/09/2017;15:00;322;80;1014,2;21,6;6,1
04/09/2017;14:00;325;81;1014,1;21,4;4,91
04/09/2017;13:00;324;82;1013,9;21,1;5,9
04/09/2017;12:00;345;85;1013,6;20,9;5,27
04/09/2017;11:00;327;85;1013,3;20,7;4,72
04/09/2017;10:00;333;89;1012,6;20,3;3,37
04/09/2017;09:00;151;89;1011,8;20,1;1,53
04/09/2017;08:00;152;92;1011,1;19,4;2,25
04/09/2017;07:00;158;93;1010,6;19,1;1,45
04/09/2017;06:00;167;93;1010;19;1,61
04/09/2017;05:00;135;92;1009,6;19;1,33
04/09/2017;04:00;156;92;1009,3;19;1,64
04/09/2017;03:00;152;91;1009,3;19;1,41
04/09/2017;02:00;135;90;1009,1;19,1;0,87
04/09/2017;01:00;153;90;1008,7;19;2,03
03/09/2017;24:00;169;90;1008,7;19,1;1,72
03/09/2017;23:00;160;89;1009;19,5;0,72
03/09/2017;22:00;107;86;1008,9;20,1;0,51
03/09/2017;21:00;3;80;1008,8;20,6;0,17
03/09/2017;20:00;75;72;1008,9;21,4;0,91
03/09/2017;19:00;342;68;1009,1;22,2;3,83
03/09/2017;18:00;345;60;1008,5;23,4;3,09
03/09/2017;17:00;337;57;1008,3;23,8;1,55
03/09/2017;16:00;348;59;1008,8;23,3;3,02
03/09/2017;15:00;349;59;1009,2;23,4;3,1
03/09/2017;14:00;1;59;1009,9;23,2;2,59
03/09/2017;13:00;23;58;1010,3;22,8;3,09
03/09/2017;12:00;2;56;1010,7;22,9;3,67
03/09/2017;11:00;140;57;1010,9;23,3;1,12
03/09/2017;10:00;153;70;1011,4;20;2,35
03/09/2017;09:00;147;79;1011,9;17,8;2,6
03/09/2017;08:00;147;83;1012;16,8;2,26
03/09/2017;07:00;146;84;1012,1;16,5;2,41
03/09/2017;06:00;152;85;1012;16,2;1,38
03/09/2017;05:00;138;85;1012,1;16,1;2,41
03/09/2017;04:00;136;85;1012,7;16,2;2,3
03/09/2017;03:00;146;85;1013,2;16,3;1,93
03/09/2017;02:00;142;85;1013,8;16,4;2,13
03/09/2017;01:00;138;84;1014,5;16,7;2,47
02/09/2017;24:00;152;82;1015,1;17,3;1,82
02/09/2017;23:00;144;79;1015,8;18,1;1,69
02/09/2017;22:00;145;75;1016,2;18,4;2,04
02/09/2017;21:00;130;73;1016,5;18,7;2,21
02/09/2017;20:00;125;72;1016,5;19,1;2,13
02/09/2017;19:00;126;70;1016,3;19,6;2,97
02/09/2017;18:00;92;65;1016,5;20,4;2,61
02/09/2017;17:00;75;59;1016,9;21,9;2,16
02/09/2017;16:00;36;61;1017,5;21,3;3,16
02/09/2017;15:00;328;65;1018,4;20,1;4,97
02/09/2017;14:00;343;62;1019,1;19,9;4
02/09/2017;13:00;343;61;1019,8;19,5;3,56
02/09/2017;12:00;352;61;1020,6;19,1;3,97
02/09/2017;11:00;15;61;1020,9;19;4,3
02/09/2017;10:00;330;60;1021;19,3;2,72
02/09/2017;09:00;96;70;1021,1;18,9;0,88
02/09/2017;08:00;137;81;1020,9;16,7;2,03
02/09/2017;07:00;221;76;1020,8;16,5;0,87
02/09/2017;06:00;269;73;1020,7;16,8;2,94
02/09/2017;05:00;267;74;1020,4;17;3,01
02/09/2017;04:00;280;75;1020,4;17,3;2,05
02/09/2017;03:00;281;75;1020,5;17,5;2,65
02/09/2017;02:00;288;74;1020,7;17,8;2,27
02/09/2017;01:00;296;76;1020,8;18;2,99
01/09/2017;24:00;284;75;1021;18,1;3,9
01/09/2017;23:00;274;75;1020,9;18;3,17
01/09/2017;22:00;290;73;1020,8;18,6;3,04
01/09/2017;21:00;283;74;1020,4;18,4;3,58
01/09/2017;20:00;283;70;1019,9;18,5;3,64
01/09/2017;19:00;299;70;1019,5;18,8;4,95
01/09/2017;18:00;300;68;1019;19,4;5,76
01/09/2017;17:00;321;76;1018,8;18,7;4,86
01/09/2017;16:00;329;71;1018,9;18,8;7,08
01/09/2017;15:00;300;64;1018,7;19,8;5,56
01/09/2017;14:00;287;65;1018,9;19,5;4,68
01/09/2017;13:00;313;67;1018,9;19,5;7,13
01/09/2017;12:00;322;63;1018,7;19,8;6,93
01/09/2017;11:00;318;61;1018,8;19,8;5,83
01/09/2017;10:00;312;62;1018,9;19,6;4,08
01/09/2017;09:00;305;65;1018,7;19,2;4,2
01/09/2017;08:00;272;73;1018,3;18,6;2,49
01/09/2017;07:00;273;78;1018,2;17,6;2,22
01/09/2017;06:00;273;79;1017,8;17,4;2,25
01/09/2017;05:00;282;80;1017,6;17,4;1,39
01/09/2017;04:00;288;82;1017,8;17,5;0,87
01/09/2017;03:00;275;83;1018;17,4;0,99
01/09/2017;02:00;263;86;1018,1;17;1,98
01/09/2017;01:00;154;86;1018,3;16,9;1,44
31/08/2017;24:00;152;85;1018,3;17,1;2,19
31/08/2017;23:00;157;81;1018,4;17,9;1,55
31/08/2017;22:00;144;74;1018,4;18,8;1,27
31/08/2017;21:00;17;67;1018,2;19,6;1,8
31/08/2017;20:00;30;68;1017,9;19,5;2,91
31/08/2017;19:00;3;68;1017,6;19,6;2,28
31/08/2017;18:00;359;67;1017,4;19,6;3,59
31/08/2017;17:00;344;66;1017,2;19,8;3,9
31/08/2017;16:00;344;69;1017,1;19,7;4,22
31/08/2017;15:00;349;72;1017,2;19,6;4,53
31/08/2017;14:00;349;72;1017,4;19,5;3,65
31/08/2017;13:00;1;67;1017,8;20,2;1,6
31/08/2017;12:00;81;71;1018,1;19,8;0,73
31/08/2017;11:00;349;82;1018,2;17,9;0,7
31/08/2017;10:00;4;82;1018,1;17,9;1,23
31/08/2017;09:00;127;76;1017,8;19,1;1,42
31/08/2017;08:00;216;80;1017,3;18,1;0,76
31/08/2017;07:00;271;85;1017;16,6;2,34
31/08/2017;06:00;266;91;1016,8;16,1;1,84
31/08/2017;05:00;171;92;1016,5;16,1;1,07
31/08/2017;04:00;138;91;1016,1;16,2;1,04
31/08/2017;03:00;172;92;1016,1;16;0,98
31/08/2017;02:00;235;89;1016,2;16,3;0,89
31/08/2017;01:00;282;81;1015,8;17,1;0,59
30/08/2017;24:00;274;78;1015,7;17,4;2,6
30/08/2017;23:00;282;81;1001,1;16,9;3,14
30/08/2017;22:00;281;87;1015,4;16,8;3,02
30/08/2017;21:00;298;85;1015;17,4;3,28
30/08/2017;20:00;311;85;1014,2;17,3;7,83
30/08/2017;19:00;321;91;1013,1;17,9;8,61
30/08/2017;18:00;318;92;1012;18,5;5,73
30/08/2017;17:00;320;91;1011,3;18,9;6,35
30/08/2017;16:00;344;95;1010,5;19,1;6,98
30/08/2017;15:00;6;93;1009,6;20,2;4,31
30/08/2017;14:00;356;88;1009,3;21,2;6,22
30/08/2017;13:00;352;88;1009,2;21,4;6,09
30/08/2017;12:00;342;84;1009,1;21,9;4,38
30/08/2017;11:00;347;81;1009,1;21,9;5,1
30/08/2017;10:00;12;73;1009,1;23,8;1,38
30/08/2017;09:00;148;80;1009,3;22,2;2,63
30/08/2017;08:00;125;83;1009,4;21,6;1,2
30/08/2017;07:00;130;87;1009,2;20,7;1,05
30/08/2017;06:00;133;87;1009;20,6;1,36
30/08/2017;05:00;160;87;1008,9;20,6;1,46
30/08/2017;04:00;154;88;1009,2;20,6;1,92
30/08/2017;03:00;154;87;1009,4;20,7;1,46
30/08/2017;02:00;164;86;1009,6;20,9;1,87
30/08/2017;01:00;156;87;1009,8;20,7;2,29
29/08/2017;24:00;156;88;1009,9;20,7;1,71
29/08/2017;23:00;9;88;1010;21,1;0,19
29/08/2017;22:00;327;86;1009,6;21,1;0,73
29/08/2017;21:00;326;83;1009,8;21,6;1,03
29/08/2017;20:00;318;85;1009,9;21,6;1,04
29/08/2017;19:00;333;84;1009,7;21,7;2,4
29/08/2017;18:00;312;83;1009,1;21,6;3,8
29/08/2017;17:00;309;85;1008,7;21,5;4,1
29/08/2017;16:00;326;84;1008,5;21,9;4,48
29/08/2017;15:00;342;83;1008,8;21,8;5,71
29/08/2017;14:00;338;80;1008,8;22,2;5,42
29/08/2017;13:00;324;72;1008,9;23,6;3,93
29/08/2017;12:00;348;73;1009,4;23,5;1,25
29/08/2017;11:00;355;80;1010,2;21,3;1,78
29/08/2017;10:00;347;78;1010,1;21,6;1,32
29/08/2017;09:00;137;81;1009,8;20,6;2,15
29/08/2017;08:00;146;87;1009,7;19,6;2,88
29/08/2017;07:00;135;90;1009,7;19;0,98
29/08/2017;06:00;164;92;1009,2;18,4;2,13
29/08/2017;05:00;172;92;1009,1;18,8;1,45
29/08/2017;04:00;157;92;1009;18,8;2,52
29/08/2017;03:00;151;92;1008,8;19;2,66
29/08/2017;02:00;160;92;1009,5;19,1;1,66
29/08/2017;01:00;165;92;1010,1;18,9;2,6
28/08/2017;24:00;138;85;1010,4;19,9;4,04
28/08/2017;23:00;143;65;1009,8;23;2,38
28/08/2017;22:00;136;65;1009,5;23,3;1,58
28/08/2017;21:00;168;74;1009,3;22,1;2,31
28/08/2017;20:00;146;73;1009,4;22,4;4,39
28/08/2017;19:00;122;69;1009,1;22,9;4,65
28/08/2017;18:00;167;64;1009,4;23,9;2,09
28/08/2017;17:00;197;63;1009,4;24,1;1,28
28/08/2017;16:00;190;57;1009;25,6;4,34
28/08/2017;15:00;142;57;1007,9;26,2;6,02
28/08/2017;14:00;114;54;1008,9;27,1;2,99
28/08/2017;13:00;140;57;1009,2;27,1;1,64
28/08/2017;12:00;146;63;1009,4;25,6;2,62
28/08/2017;11:00;140;66;1009,4;24,7;5,37
28/08/2017;10:00;114;68;1009,7;24;2,45
28/08/2017;09:00;143;74;1010,6;22,9;1,52
28/08/2017;08:00;155;75;1009,8;22,5;1,04
28/08/2017;07:00;148;75;1009,2;22,1;3,79
28/08/2017;06:00;155;80;1008,6;21,2;2,31
28/08/2017;05:00;157;85;1009,3;20,2;2,1
28/08/2017;04:00;171;85;1009,1;20,5;2,52
28/08/2017;03:00;171;80;1009,5;21,3;1,82
28/08/2017;02:00;154;73;1009,5;22,6;1,03
28/08/2017;01:00;311;65;1009,6;24,2;1,99
27/08/2017;24:00;289;66;1009,2;24,5;1,71
27/08/2017;23:00;162;65;1008,3;24,7;1,86
27/08/2017;22:00;163;66;1008,2;24,5;1,83
27/08/2017;21:00;163;63;1008,4;25,1;2,2
27/08/2017;20:00;163;67;1008;24,3;3,33
27/08/2017;19:00;156;69;1008;23,9;3,71
27/08/2017;18:00;135;71;1008,2;23,6;4,74
27/08/2017;17:00;151;79;1008,7;22,3;5,17
27/08/2017;16:00;145;83;1009,7;21,1;7,31
27/08/2017;15:00;148;75;1011,6;22,3;5,65
27/08/2017;14:00;263;64;1012,2;24,2;2,84
27/08/2017;13:00;255;60;1011,7;25,6;3,17
27/08/2017;12:00;92;54;1010,5;27,8;0,77
27/08/2017;11:00;139;65;1010,5;25,7;0,99
27/08/2017;10:00;161;76;1010,4;23,2;3,02
27/08/2017;09:00;184;82;1009,8;22,4;2,08
27/08/2017;08:00;315;87;1009,3;21,3;2,77
27/08/2017;07:00;159;89;1008,3;20,8;0,17
27/08/2017;06:00;167;94;1007,8;19,8;1,53
27/08/2017;05:00;122;95;1008,2;19,6;1,12
27/08/2017;04:00;144;93;1008,4;20;1,66
27/08/2017;03:00;139;92;1008,6;20,3;1,74
27/08/2017;02:00;189;91;1009,2;20,8;0,83
27/08/2017;01:00;302;91;1009,7;20,8;0,38
26/08/2017;24:00;259;89;1009,6;21,1;0,79
26/08/2017;23:00;216;88;1009,7;21,3;0,42
26/08/2017;22:00;304;89;1009,8;21,3;1,93
26/08/2017;21:00;318;88;1009,5;21,7;1,94
26/08/2017;20:00;102;87;1009,3;21,8;0,66
26/08/2017;19:00;346;86;1009;21,8;1,24
26/08/2017;18:00;344;86;1009,3;21,8;1,4
26/08/2017;17:00;341;86;1009,7;21,8;2,76
26/08/2017;16:00;339;87;1010;21,8;4,31
26/08/2017;15:00;314;86;1009,8;22,1;5,17
26/08/2017;14:00;308;84;1009,2;22,4;5,37
26/08/2017;13:00;317;78;1008,6;23,6;5,71
26/08/2017;12:00;324;68;1008,4;26,2;3,24
26/08/2017;11:00;25;65;1008,6;26,1;0,84
26/08/2017;10:00;134;70;1008,8;25,1;2
26/08/2017;09:00;136;77;1009;23,1;3,39
26/08/2017;08:00;112;85;1009,1;21,6;3,38
26/08/2017;07:00;132;89;1009,2;20,5;2,65
26/08/2017;06:00;135;89;1009,3;20,3;2,55
26/08/2017;05:00;142;89;1009,4;20,3;2,03
26/08/2017;04:00;133;88;1009,8;20,3;1,62
26/08/2017;03:00;119;87;1010,4;20,4;1,48
26/08/2017;02:00;106;85;1010,8;20,6;1,6
26/08/2017;01:00;80;84;1011,1;20,9;1,09
25/08/2017;24:00;60;84;1011,5;21;0,73
25/08/2017;23:00;57;85;1011,9;20,9;0,8
25/08/2017;22:00;338;86;1012,2;20,9;1,49
25/08/2017;21:00;3;86;1012;20,8;2,18
25/08/2017;20:00;346;85;1011,6;20,9;2,72
25/08/2017;19:00;332;84;1011,1;21,2;3,07
25/08/2017;18:00;325;83;1010,9;21,4;2,59
25/08/2017;17:00;342;84;1010,8;21,3;3,81
25/08/2017;16:00;334;84;1010,7;21,4;4,26
25/08/2017;15:00;356;83;1010,8;21,6;5,71
25/08/2017;14:00;1;79;1010,8;22,3;4,81
25/08/2017;13:00;342;79;1010,9;22,5;4,28
25/08/2017;12:00;340;79;1011,1;22,2;4,39
25/08/2017;11:00;337;81;1011,2;21,9;4
25/08/2017;10:00;350;84;1011,3;21,3;3,4
25/08/2017;09:00;340;83;1011,4;21,5;1,45
25/08/2017;08:00;38;85;1011,4;21,1;0,65
25/08/2017;07:00;132;89;1011,2;20;1,45
25/08/2017;06:00;127;90;1011,1;20;1,76
25/08/2017;05:00;141;88;1011,2;20,4;1,87
25/08/2017;04:00;110;86;1011,5;20,7;1,26
25/08/2017;03:00;152;85;1011,8;20,7;1,51
25/08/2017;02:00;120;85;1012,3;20,9;0,92
25/08/2017;01:00;72;84;1012,6;21;0,7
24/08/2017;24:00;115;86;1013;20,8;0,09
24/08/2017;23:00;90;88;1013,3;20,6;0,73
24/08/2017;22:00;309;89;1013,4;20,5;2,21
24/08/2017;21:00;299;91;1013,3;20,4;3,55
24/08/2017;20:00;309;90;1012,9;20,8;3,82
24/08/2017;19:00;311;88;1012,2;21,1;3,89
24/08/2017;18:00;349;86;1012;21,3;4
24/08/2017;17:00;351;87;1011,8;21,3;4,54
24/08/2017;16:00;341;88;1011,5;21,5;5,26
24/08/2017;15:00;330;87;1011,2;21,9;5,74
24/08/2017;14:00;312;85;1011,1;22,2;5,3
24/08/2017;13:00;312;86;1011,1;21,9;5,94
24/08/2017;12:00;340;84;1011,2;21,9;4,62
24/08/2017;11:00;343;84;1011,5;21,7;4,12
24/08/2017;10:00;3;82;1011,8;21,7;1,65
24/08/2017;09:00;15;82;1012;21,9;0,91
24/08/2017;08:00;33;89;1012;20,3;0,88
24/08/2017;07:00;22;91;1011,9;19,8;1,29
24/08/2017;06:00;55;91;1011,7;19,8;0,66
24/08/2017;05:00;296;91;1011,6;19,6;0,61
24/08/2017;04:00;283;92;1011,9;19,6;0,53
24/08/2017;03:00;33;94;1012,2;19,3;0,72
24/08/2017;02:00;28;94;1012,4;19,3;1,58
24/08/2017;01:00;339;91;1012,7;19,9;2,21
23/08/2017;24:00;19;85;1013,1;21;0,94
23/08/2017;23:00;352;82;1013,3;21,2;1,34
23/08/2017;22:00;352;81;1013,4;21,3;1,27
23/08/2017;21:00;40;80;1012,6;21,4;0,88
23/08/2017;20:00;22;80;1012,6;21,4;0,7
23/08/2017;19:00;320;80;1012,8;21,4;2,76
23/08/2017;18:00;353;79;1012,6;21,6;3,33
23/08/2017;17:00;11;79;1012,6;21,7;4,22
23/08/2017;16:00;342;79;1012,7;21,9;4,38
23/08/2017;15:00;335;76;1012,8;22,4;3,84
23/08/2017;14:00;342;78;1013,1;22,3;2,4
23/08/2017;13:00;342;;;;3,52
23/08/2017;12:00;331;80;1013,4;21,7;4,8
23/08/2017;11:00;357;72;1013,7;22,8;1,99
23/08/2017;10:00;136;69;1013,8;22,6;2,14
