Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
19/08/2017;09:00;2;8;Muy buena / Oso ona;11;18;Muy buena / Oso ona;0;Muy buena / Oso ona;75;68;1017;0;291,9;22,2;0,59
19/08/2017;08:00;5;17;Muy buena / Oso ona;24;17;Muy buena / Oso ona;1;Muy buena / Oso ona;4;78;1017,2;0;180,3;20,9;0,11
19/08/2017;07:00;3;17;Muy buena / Oso ona;21;13;Muy buena / Oso ona;4;Muy buena / Oso ona;357;84;1017,2;0;28,1;19,3;0,05
19/08/2017;06:00;2;16;Muy buena / Oso ona;18;13;Muy buena / Oso ona;3;Muy buena / Oso ona;359;87;1016,7;0;4,3;18,7;0,12
19/08/2017;05:00;0;9;Muy buena / Oso ona;9;11;Muy buena / Oso ona;2;Muy buena / Oso ona;334;88;1016,2;0;0;19;0,21
19/08/2017;04:00;0;11;Muy buena / Oso ona;11;9;Muy buena / Oso ona;7;Muy buena / Oso ona;2;87;1016,2;0;0;19,3;0,16
19/08/2017;03:00;0;16;Muy buena / Oso ona;16;12;Muy buena / Oso ona;10;Muy buena / Oso ona;355;86;1016,2;0;0;19,5;0,12
19/08/2017;02:00;0;10;Muy buena / Oso ona;10;11;Muy buena / Oso ona;5;Muy buena / Oso ona;334;86;1016,5;0;0;19,7;0,21
19/08/2017;01:00;0;10;Muy buena / Oso ona;10;7;Muy buena / Oso ona;4;Muy buena / Oso ona;331;85;1016,7;0;0;19,9;0,15
18/08/2017;24:00;0;11;Muy buena / Oso ona;11;9;Muy buena / Oso ona;6;Muy buena / Oso ona;289;87;1016,8;0;0;19,7;0,51
18/08/2017;23:00;0;7;Muy buena / Oso ona;7;9;Muy buena / Oso ona;7;Muy buena / Oso ona;6;84;1016,7;0;0;20,2;0,24
18/08/2017;22:00;0;21;Muy buena / Oso ona;21;14;Muy buena / Oso ona;7;Muy buena / Oso ona;48;81;1016,8;0;0;20,5;0,16
18/08/2017;21:00;0;21;Muy buena / Oso ona;21;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;359;78;1017;0;0;21,1;0,06
18/08/2017;20:00;0;7;Muy buena / Oso ona;7;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;333;77;1016,6;0;0,8;21;0,38
18/08/2017;19:00;1;7;Muy buena / Oso ona;8;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;326;72;1015,8;0;43,8;21,8;0,9
18/08/2017;18:00;1;4;Muy buena / Oso ona;6;8;Muy buena / Oso ona;0;Muy buena / Oso ona;328;67;1015,3;0;163,6;22,9;1,26
18/08/2017;17:00;1;4;Muy buena / Oso ona;5;7;Muy buena / Oso ona;0;Muy buena / Oso ona;333;68;1015,1;0;376,3;23,7;1,41
18/08/2017;16:00;1;4;Muy buena / Oso ona;6;14;Muy buena / Oso ona;0;Muy buena / Oso ona;330;70;1015,2;0;320,1;23,4;1,35
18/08/2017;15:00;1;5;Muy buena / Oso ona;7;10;Muy buena / Oso ona;2;Muy buena / Oso ona;299;76;1015;0;497,6;23,1;1,19
18/08/2017;14:00;1;5;Muy buena / Oso ona;7;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;319;85;1015,3;0,1;220,2;21,5;0,83
18/08/2017;13:00;1;7;Muy buena / Oso ona;9;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;327;85;1015,1;0,2;126,5;21,6;0,99
18/08/2017;12:00;1;10;Muy buena / Oso ona;11;17;Muy buena / Oso ona;10;Muy buena / Oso ona;327;71;1014,6;0;197,3;23,5;1,46
18/08/2017;11:00;3;15;Muy buena / Oso ona;19;22;Muy buena / Oso ona;5;Muy buena / Oso ona;328;67;1014,2;0;268,1;24;0,81
18/08/2017;10:00;9;22;Muy buena / Oso ona;35;28;Muy buena / Oso ona;2;Muy buena / Oso ona;64;66;1013,7;0;295,3;24,3;0,53
18/08/2017;09:00;21;30;Muy buena / Oso ona;62;28;Muy buena / Oso ona;15;Muy buena / Oso ona;83;76;1013,7;0;197,8;21,9;0,79
18/08/2017;08:00;18;33;Muy buena / Oso ona;60;29;Muy buena / Oso ona;18;Muy buena / Oso ona;88;81;1013,8;0;61,7;20,5;0,81
18/08/2017;07:00;16;31;Muy buena / Oso ona;56;26;Muy buena / Oso ona;10;Muy buena / Oso ona;89;83;1013,4;0;54;19,8;0,9
18/08/2017;06:00;6;31;Muy buena / Oso ona;40;22;Muy buena / Oso ona;9;Muy buena / Oso ona;109;86;1012,9;0;8,3;19,2;0,79
18/08/2017;05:00;3;27;Muy buena / Oso ona;31;21;Muy buena / Oso ona;9;Muy buena / Oso ona;73;86;1012,6;0;0;19,3;1,06
18/08/2017;04:00;1;18;Muy buena / Oso ona;18;24;Muy buena / Oso ona;13;Muy buena / Oso ona;99;88;1012,8;0;0;19,2;0,8
18/08/2017;03:00;1;17;Muy buena / Oso ona;18;22;Muy buena / Oso ona;11;Muy buena / Oso ona;104;88;1013,2;0;0;18,8;0,6
18/08/2017;02:00;1;15;Muy buena / Oso ona;16;16;Muy buena / Oso ona;13;Muy buena / Oso ona;102;86;1013,5;0;0;18,6;0,51
18/08/2017;01:00;1;21;Muy buena / Oso ona;22;18;Muy buena / Oso ona;7;Muy buena / Oso ona;27;88;1013,8;0;0,4;18,3;0,26
17/08/2017;24:00;0;23;Muy buena / Oso ona;24;18;Muy buena / Oso ona;8;Muy buena / Oso ona;344;87;1013,9;0;0,5;18,9;0,21
17/08/2017;23:00;0;23;Muy buena / Oso ona;23;18;Muy buena / Oso ona;12;Muy buena / Oso ona;31;84;1013,6;0;0,3;19,6;0,16
17/08/2017;22:00;0;25;Muy buena / Oso ona;25;14;Muy buena / Oso ona;12;Muy buena / Oso ona;6;82;1013,5;0;0,2;20,2;0,23
17/08/2017;21:00;0;13;Muy buena / Oso ona;13;;Sin datos / Daturik gabe;11;Muy buena / Oso ona;345;75;1013,2;0;0;21,7;0,19
17/08/2017;20:00;0;18;Muy buena / Oso ona;18;;Sin datos / Daturik gabe;15;Muy buena / Oso ona;300;74;1012,9;0;1;22;0,74
17/08/2017;19:00;0;7;Muy buena / Oso ona;7;17;Muy buena / Oso ona;15;Muy buena / Oso ona;292;69;1012,8;0;49,7;23,4;1,3
17/08/2017;18:00;0;7;Muy buena / Oso ona;7;18;Muy buena / Oso ona;12;Muy buena / Oso ona;323;64;1012,7;0;213,9;24,6;1,72
17/08/2017;17:00;1;8;Muy buena / Oso ona;10;17;Muy buena / Oso ona;11;Muy buena / Oso ona;295;60;1012,7;0;428,1;25,7;1,76
17/08/2017;16:00;1;5;Muy buena / Oso ona;7;16;Muy buena / Oso ona;6;Muy buena / Oso ona;307;55;1012,9;0;398,3;26,5;1,21
17/08/2017;15:00;1;4;Muy buena / Oso ona;5;14;Muy buena / Oso ona;5;Muy buena / Oso ona;323;54;1013;0;732,2;26,7;1,29
17/08/2017;14:00;1;3;Muy buena / Oso ona;5;12;Muy buena / Oso ona;10;Muy buena / Oso ona;320;54;1013;0;857;26,3;2,02
17/08/2017;13:00;1;8;Muy buena / Oso ona;9;17;Muy buena / Oso ona;9;Muy buena / Oso ona;323;53;1012,9;0;895,3;26,6;1,98
17/08/2017;12:00;1;9;Muy buena / Oso ona;11;17;Muy buena / Oso ona;5;Muy buena / Oso ona;321;49;1013,1;0;868,5;27,3;0,84
17/08/2017;11:00;1;7;Muy buena / Oso ona;9;16;Muy buena / Oso ona;4;Muy buena / Oso ona;333;48;1013,6;0;800,6;26,7;0,46
17/08/2017;10:00;5;13;Muy buena / Oso ona;21;20;Muy buena / Oso ona;3;Muy buena / Oso ona;350;48;1014,3;0;675,9;26,1;0,24
17/08/2017;09:00;19;27;Muy buena / Oso ona;55;;Sin datos / Daturik gabe;0;Muy buena / Oso ona;2;52;1014,6;0;514,3;24,1;0,13
17/08/2017;08:00;19;25;Muy buena / Oso ona;53;20;Muy buena / Oso ona;0;Muy buena / Oso ona;41;61;1014,7;0;283,6;21,5;0,17
17/08/2017;07:00;28;26;Muy buena / Oso ona;69;20;Muy buena / Oso ona;8;Muy buena / Oso ona;88;74;1014,4;0;47;18,3;0,76
17/08/2017;06:00;22;26;Muy buena / Oso ona;60;16;Muy buena / Oso ona;8;Muy buena / Oso ona;102;83;1014,5;0;7,2;16,3;0,94
17/08/2017;05:00;9;25;Muy buena / Oso ona;38;17;Muy buena / Oso ona;6;Muy buena / Oso ona;92;84;1014,3;0;0;16,4;0,96
17/08/2017;04:00;4;24;Muy buena / Oso ona;30;18;Muy buena / Oso ona;11;Muy buena / Oso ona;92;84;1014,4;0;0;16,8;1,16
17/08/2017;03:00;5;24;Muy buena / Oso ona;31;16;Muy buena / Oso ona;13;Muy buena / Oso ona;90;85;1014,7;0;0;17,1;1,31
17/08/2017;02:00;3;25;Muy buena / Oso ona;30;18;Muy buena / Oso ona;11;Muy buena / Oso ona;85;86;1014,9;0;0;17,5;1,11
17/08/2017;01:00;4;24;Muy buena / Oso ona;30;16;Muy buena / Oso ona;8;Muy buena / Oso ona;89;87;1015,3;0;0;17,6;1,1
16/08/2017;24:00;5;24;Muy buena / Oso ona;31;11;Muy buena / Oso ona;7;Muy buena / Oso ona;88;88;1015,8;0;0,1;17,9;0,67
16/08/2017;23:00;4;26;Muy buena / Oso ona;32;10;Muy buena / Oso ona;7;Muy buena / Oso ona;12;86;1016,2;0;0,3;18,4;0,32
16/08/2017;22:00;1;29;Muy buena / Oso ona;30;12;Muy buena / Oso ona;8;Muy buena / Oso ona;19;84;1016,6;0;0,3;19,2;0,27
16/08/2017;21:00;0;28;Muy buena / Oso ona;28;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;12;80;1016,7;0;0;20;0,14
16/08/2017;20:00;0;14;Muy buena / Oso ona;14;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;305;75;1016,5;0;0,5;21,3;0,6
16/08/2017;19:00;0;5;Muy buena / Oso ona;6;15;Muy buena / Oso ona;10;Muy buena / Oso ona;308;63;1016;0;72,2;23,5;0,97
16/08/2017;18:00;1;4;Muy buena / Oso ona;6;16;Muy buena / Oso ona;10;Muy buena / Oso ona;305;60;1015,6;0;214,6;24,1;1,43
16/08/2017;17:00;1;6;Muy buena / Oso ona;8;13;Muy buena / Oso ona;9;Muy buena / Oso ona;292;58;1015,3;0;446,1;25,4;1,62
16/08/2017;16:00;1;6;Muy buena / Oso ona;9;18;Muy buena / Oso ona;7;Muy buena / Oso ona;297;54;1015,1;0;408,1;26,1;1,61
16/08/2017;15:00;1;5;Muy buena / Oso ona;6;16;Muy buena / Oso ona;3;Muy buena / Oso ona;334;52;1014,6;0;763,3;26,7;1,04
16/08/2017;14:00;1;4;Muy buena / Oso ona;6;14;Muy buena / Oso ona;1;Muy buena / Oso ona;316;53;1014,2;0;845,9;26,5;1,44
16/08/2017;13:00;1;3;Muy buena / Oso ona;4;13;Muy buena / Oso ona;8;Muy buena / Oso ona;323;56;1014,5;0;632,7;25,7;0,85
16/08/2017;12:00;1;4;Muy buena / Oso ona;6;17;Muy buena / Oso ona;6;Muy buena / Oso ona;347;59;1015,3;0;402,4;25;0,72
16/08/2017;11:00;1;5;Muy buena / Oso ona;7;17;Muy buena / Oso ona;3;Muy buena / Oso ona;352;56;1015;0;595,4;25,2;0,6
16/08/2017;10:00;1;5;Muy buena / Oso ona;7;13;Muy buena / Oso ona;0;Muy buena / Oso ona;43;56;1014,9;0;531,5;24,5;0,56
16/08/2017;09:00;3;4;Muy buena / Oso ona;8;13;Muy buena / Oso ona;0;Muy buena / Oso ona;12;59;1014,9;0;497,9;24,3;0,3
16/08/2017;08:00;21;22;Muy buena / Oso ona;55;15;Muy buena / Oso ona;1;Muy buena / Oso ona;13;69;1015;0;274,8;23,1;0,12
16/08/2017;07:00;27;19;Muy buena / Oso ona;60;16;Muy buena / Oso ona;4;Muy buena / Oso ona;360;83;1015,3;0;57;20,2;0,09
16/08/2017;06:00;14;19;Muy buena / Oso ona;40;14;Muy buena / Oso ona;3;Muy buena / Oso ona;321;85;1015,4;0;6;19,6;0,14
16/08/2017;05:00;1;15;Muy buena / Oso ona;16;13;Muy buena / Oso ona;4;Muy buena / Oso ona;4;86;1015;0;0;19,4;0,12
16/08/2017;04:00;1;15;Muy buena / Oso ona;16;15;Muy buena / Oso ona;5;Muy buena / Oso ona;17;86;1014,9;0;0;19,5;0,14
16/08/2017;03:00;1;11;Muy buena / Oso ona;12;14;Muy buena / Oso ona;7;Muy buena / Oso ona;17;87;1014,8;0;0;19,2;0,21
16/08/2017;02:00;0;10;Muy buena / Oso ona;10;10;Muy buena / Oso ona;4;Muy buena / Oso ona;28;85;1015;0;0;19,6;0,24
16/08/2017;01:00;0;10;Muy buena / Oso ona;10;10;Muy buena / Oso ona;6;Muy buena / Oso ona;358;82;1015,3;0;0;20,1;0,06
15/08/2017;24:00;0;13;Muy buena / Oso ona;13;9;Muy buena / Oso ona;7;Muy buena / Oso ona;6;82;1016;0;0;20,3;0,12
15/08/2017;23:00;0;10;Muy buena / Oso ona;10;11;Muy buena / Oso ona;7;Muy buena / Oso ona;358;81;1016,2;0;0;20,4;0,12
15/08/2017;22:00;0;7;Muy buena / Oso ona;7;11;Muy buena / Oso ona;7;Muy buena / Oso ona;354;78;1016;0;0;20,8;0,12
15/08/2017;21:00;0;4;Muy buena / Oso ona;4;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;298;79;1016;0;0;20,6;0,43
15/08/2017;20:00;0;2;Muy buena / Oso ona;2;9;Muy buena / Oso ona;6;Muy buena / Oso ona;301;78;1015,6;0;0,1;20,6;0,62
15/08/2017;19:00;0;4;Muy buena / Oso ona;4;10;Muy buena / Oso ona;5;Muy buena / Oso ona;326;76;1015,3;0;11,7;20,9;0,8
15/08/2017;18:00;0;3;Muy buena / Oso ona;3;9;Muy buena / Oso ona;5;Muy buena / Oso ona;321;73;1014,7;0;52,2;21,4;0,83
15/08/2017;17:00;0;3;Muy buena / Oso ona;3;11;Muy buena / Oso ona;1;Muy buena / Oso ona;326;71;1014,5;0;86,8;21,8;0,91
15/08/2017;16:00;0;1;Muy buena / Oso ona;1;7;Muy buena / Oso ona;0;Muy buena / Oso ona;324;70;1014,2;0;160,8;22;1,23
15/08/2017;15:00;0;2;Muy buena / Oso ona;2;8;Muy buena / Oso ona;4;Muy buena / Oso ona;325;74;1014,3;0;106;21,6;1,06
15/08/2017;14:00;0;2;Muy buena / Oso ona;2;11;Muy buena / Oso ona;3;Muy buena / Oso ona;326;76;1014,2;0;93,2;21,2;1,32
15/08/2017;13:00;0;4;Muy buena / Oso ona;4;11;Muy buena / Oso ona;5;Muy buena / Oso ona;321;75;1013,7;0;123,8;21,5;1,21
15/08/2017;12:00;0;3;Muy buena / Oso ona;4;11;Muy buena / Oso ona;0;Muy buena / Oso ona;322;76;1013,4;0;118,3;21,6;1,38
15/08/2017;11:00;0;2;Muy buena / Oso ona;3;15;Muy buena / Oso ona;0;Muy buena / Oso ona;285;74;1012,6;0;302,1;22,2;0,97
15/08/2017;10:00;0;2;Muy buena / Oso ona;2;11;Muy buena / Oso ona;0;Muy buena / Oso ona;308;77;1012,9;0;129,4;21,3;0,52
15/08/2017;09:00;0;4;Muy buena / Oso ona;4;9;Muy buena / Oso ona;0;Muy buena / Oso ona;304;82;1013,1;0;54,9;20,5;0,86
15/08/2017;08:00;0;4;Muy buena / Oso ona;4;18;Muy buena / Oso ona;5;Muy buena / Oso ona;334;80;1012,7;0;67,9;21,6;0,37
15/08/2017;07:00;1;13;Muy buena / Oso ona;15;25;Muy buena / Oso ona;17;Muy buena / Oso ona;344;83;1012,1;0;40,3;21,5;0,01
15/08/2017;06:00;1;14;Muy buena / Oso ona;15;26;Muy buena / Oso ona;15;Muy buena / Oso ona;329;88;1011,8;0;2,9;20,3;0,2
15/08/2017;05:00;1;14;Muy buena / Oso ona;14;24;Muy buena / Oso ona;12;Muy buena / Oso ona;36;89;1011,4;0;0;19,9;0,14
15/08/2017;04:00;0;11;Muy buena / Oso ona;11;18;Muy buena / Oso ona;13;Muy buena / Oso ona;48;89;1011,3;0;0;19,8;0,32
15/08/2017;03:00;0;9;Muy buena / Oso ona;9;20;Muy buena / Oso ona;11;Muy buena / Oso ona;91;90;1011,1;0;0;19,7;0,84
15/08/2017;02:00;0;11;Muy buena / Oso ona;11;25;Muy buena / Oso ona;7;Muy buena / Oso ona;68;90;1011;0;0,1;19,8;0,34
15/08/2017;01:00;0;10;Muy buena / Oso ona;10;21;Muy buena / Oso ona;10;Muy buena / Oso ona;32;89;1011,4;0;0;20,2;0,27
14/08/2017;24:00;0;10;Muy buena / Oso ona;10;21;Muy buena / Oso ona;;Sin datos / Daturik gabe;83;87;1011,4;0;0;20,9;0,42
14/08/2017;23:00;0;12;Muy buena / Oso ona;12;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;99;87;1011,1;0;0;20,9;1,02
14/08/2017;22:00;0;15;Muy buena / Oso ona;15;27;Muy buena / Oso ona;19;Muy buena / Oso ona;87;81;1010,8;0;0;21,7;0,84
14/08/2017;21:00;0;9;Muy buena / Oso ona;9;27;Muy buena / Oso ona;16;Muy buena / Oso ona;349;76;1010,1;0;0;22,5;0,38
14/08/2017;20:00;0;8;Muy buena / Oso ona;8;21;Muy buena / Oso ona;17;Muy buena / Oso ona;301;74;1009;0;0,7;22,8;0,42
14/08/2017;19:00;0;5;Muy buena / Oso ona;5;23;Muy buena / Oso ona;8;Muy buena / Oso ona;308;72;1008,2;0;33,1;23,4;1,06
14/08/2017;18:00;0;5;Muy buena / Oso ona;6;25;Muy buena / Oso ona;11;Muy buena / Oso ona;304;68;1007;0;143;24,5;1,57
14/08/2017;17:00;1;6;Muy buena / Oso ona;7;39;Muy buena / Oso ona;21;Muy buena / Oso ona;325;70;1006,2;0;190;24,8;1,37
14/08/2017;16:00;1;8;Muy buena / Oso ona;10;32;Muy buena / Oso ona;23;Muy buena / Oso ona;283;68;1005,5;0;228,6;25,2;2,4
14/08/2017;15:00;1;6;Muy buena / Oso ona;8;23;Muy buena / Oso ona;21;Muy buena / Oso ona;298;62;1004,1;0;697,7;26,5;2,7
14/08/2017;14:00;1;8;Muy buena / Oso ona;9;20;Muy buena / Oso ona;7;Muy buena / Oso ona;92;34;1003;0;782,5;34,6;0,92
14/08/2017;13:00;1;6;Muy buena / Oso ona;8;23;Muy buena / Oso ona;6;Muy buena / Oso ona;117;30;1003,1;0;821,1;34,9;2,43
14/08/2017;12:00;1;6;Muy buena / Oso ona;8;19;Muy buena / Oso ona;6;Muy buena / Oso ona;129;34;1003,5;0;808,6;33;3,03
14/08/2017;11:00;1;6;Muy buena / Oso ona;8;21;Muy buena / Oso ona;1;Muy buena / Oso ona;157;38;1004,1;0;761,5;31,1;2,85
14/08/2017;10:00;1;10;Muy buena / Oso ona;11;27;Muy buena / Oso ona;0;Muy buena / Oso ona;156;43;1004,9;0;646,5;29,1;2,58
14/08/2017;09:00;5;17;Muy buena / Oso ona;25;28;Muy buena / Oso ona;0;Muy buena / Oso ona;327;50;1005,4;0;496,8;27,6;0,29
14/08/2017;08:00;14;24;Muy buena / Oso ona;45;27;Muy buena / Oso ona;3;Muy buena / Oso ona;251;67;1005,9;0;301,3;22,6;0,18
14/08/2017;07:00;19;23;Muy buena / Oso ona;51;26;Muy buena / Oso ona;13;Muy buena / Oso ona;74;84;1006,5;0;67,3;17,8;2
14/08/2017;06:00;14;21;Muy buena / Oso ona;42;23;Muy buena / Oso ona;13;Muy buena / Oso ona;92;90;1007,3;0;9,9;16,3;1,49
14/08/2017;05:00;14;20;Muy buena / Oso ona;41;21;Muy buena / Oso ona;14;Muy buena / Oso ona;94;91;1007,9;0;0;15,9;1,16
14/08/2017;04:00;7;20;Muy buena / Oso ona;30;18;Muy buena / Oso ona;12;Muy buena / Oso ona;87;90;1008,7;0;0;16;0,72
14/08/2017;03:00;1;15;Muy buena / Oso ona;17;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;104;90;1009,5;0;0,2;15,7;0,68
14/08/2017;02:00;1;14;Muy buena / Oso ona;16;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;92;88;1010,1;0;0,2;16,3;0,29
14/08/2017;01:00;1;15;Muy buena / Oso ona;16;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;95;89;1010,9;0;0,3;16,6;0,31
13/08/2017;24:00;2;21;Muy buena / Oso ona;25;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;34;88;1011,3;0;0,4;17,2;0,19
13/08/2017;23:00;1;28;Muy buena / Oso ona;30;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;359;84;1011,6;0;0,4;18,2;0,08
13/08/2017;22:00;0;27;Muy buena / Oso ona;28;19;Muy buena / Oso ona;;Sin datos / Daturik gabe;343;81;1011,9;0;0,1;19;0,12
13/08/2017;21:00;0;15;Muy buena / Oso ona;15;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;340;77;1011,9;0;0;19,9;0,38
13/08/2017;20:00;0;5;Muy buena / Oso ona;5;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;322;71;1011,5;0;1,4;21,2;0,62
13/08/2017;19:00;0;3;Muy buena / Oso ona;3;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;353;61;1011,2;0;55,3;23,6;0,78
13/08/2017;18:00;0;2;Muy buena / Oso ona;2;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;8;55;1011;0;236,4;25,2;0,87
13/08/2017;17:00;0;3;Muy buena / Oso ona;3;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;18;54;1011;0;427,3;25,7;0,77
13/08/2017;16:00;0;3;Muy buena / Oso ona;3;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;10;53;1011;0;413,7;26,3;0,66
13/08/2017;15:00;0;2;Muy buena / Oso ona;2;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;57;1011,3;0;667,6;25,3;1,17
13/08/2017;14:00;0;2;Muy buena / Oso ona;2;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;26;57;1011,9;0;531,1;25,3;0,85
13/08/2017;13:00;0;3;Muy buena / Oso ona;4;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;321;58;1012,6;0;397,2;25;0,69
13/08/2017;12:00;0;2;Muy buena / Oso ona;2;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;333;57;1013,2;0;360,5;24,8;0,48
13/08/2017;11:00;1;4;Muy buena / Oso ona;6;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;16;57;1013;0;707,2;24,4;0,3
13/08/2017;10:00;5;11;Muy buena / Oso ona;19;22;Muy buena / Oso ona;;Sin datos / Daturik gabe;21;59;1013,7;0;617,8;23,3;0,17
13/08/2017;09:00;10;18;Muy buena / Oso ona;34;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;359;63;1014,7;0;296,1;20,9;0,08
13/08/2017;08:00;12;21;Muy buena / Oso ona;39;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;44;73;1014,8;0;190,9;18,3;0,2
13/08/2017;07:00;15;19;Muy buena / Oso ona;41;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;22;83;1015,2;0;50,1;15,8;0,28
13/08/2017;06:00;10;19;Muy buena / Oso ona;34;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;10;84;1015,1;0;3,7;15,3;0,12
13/08/2017;05:00;4;20;Muy buena / Oso ona;26;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;329;86;1015,3;0;0;14,6;0,13
13/08/2017;04:00;4;19;Muy buena / Oso ona;25;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;331;88;1015,5;0;0,2;13,8;0,2
13/08/2017;03:00;3;19;Muy buena / Oso ona;23;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;27;88;1015,9;0;0,3;14,1;0,18
13/08/2017;02:00;1;20;Muy buena / Oso ona;21;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;32;88;1016;0;0,3;14,2;0,24
13/08/2017;01:00;1;19;Muy buena / Oso ona;21;17;Muy buena / Oso ona;3;Muy buena / Oso ona;73;88;1016,4;0;0,3;14,5;0,28
12/08/2017;24:00;1;21;Muy buena / Oso ona;22;15;Muy buena / Oso ona;4;Muy buena / Oso ona;62;88;1016,7;0;0,7;14,8;0,38
12/08/2017;23:00;1;26;Muy buena / Oso ona;28;14;Muy buena / Oso ona;6;Muy buena / Oso ona;20;83;1017;0;0,6;15,9;0,12
12/08/2017;22:00;0;26;Muy buena / Oso ona;26;17;Muy buena / Oso ona;10;Muy buena / Oso ona;79;81;1017,1;0;0,4;16,6;0,1
12/08/2017;21:00;0;29;Muy buena / Oso ona;29;15;Muy buena / Oso ona;15;Muy buena / Oso ona;276;76;1017,2;0;0,1;17,6;0,05
12/08/2017;20:00;0;8;Muy buena / Oso ona;8;17;Muy buena / Oso ona;18;Muy buena / Oso ona;317;66;1016,9;0;1,2;19,5;0,57
12/08/2017;19:00;0;2;Muy buena / Oso ona;2;16;Muy buena / Oso ona;12;Muy buena / Oso ona;320;55;1016,7;0;64,3;22;1,06
12/08/2017;18:00;0;3;Muy buena / Oso ona;3;12;Muy buena / Oso ona;8;Muy buena / Oso ona;306;43;1016,3;0;268,9;23,4;1,54
12/08/2017;17:00;1;6;Muy buena / Oso ona;8;15;Muy buena / Oso ona;4;Muy buena / Oso ona;279;35;1015,9;0;464,2;24;2,47
12/08/2017;16:00;1;3;Muy buena / Oso ona;4;17;Muy buena / Oso ona;9;Muy buena / Oso ona;292;40;1015,7;0;421,7;24,6;2,07
12/08/2017;15:00;0;4;Muy buena / Oso ona;4;17;Muy buena / Oso ona;10;Muy buena / Oso ona;291;47;1015,5;0;657,9;24,8;2,1
12/08/2017;14:00;1;3;Muy buena / Oso ona;4;13;Muy buena / Oso ona;10;Muy buena / Oso ona;273;48;1015,3;0;871,4;25,2;2,26
12/08/2017;13:00;0;3;Muy buena / Oso ona;4;6;Muy buena / Oso ona;8;Muy buena / Oso ona;297;44;1015,5;0;918,8;25,3;1,06
12/08/2017;12:00;0;2;Muy buena / Oso ona;2;8;Muy buena / Oso ona;0;Muy buena / Oso ona;157;37;1015,8;0;893,7;24,6;0,49
12/08/2017;11:00;0;3;Muy buena / Oso ona;3;16;Muy buena / Oso ona;0;Muy buena / Oso ona;111;42;1016,3;0;826,6;23,3;0,51
12/08/2017;10:00;2;6;Muy buena / Oso ona;9;17;Muy buena / Oso ona;0;Muy buena / Oso ona;102;53;1016,9;0;703,3;21,3;0,54
12/08/2017;09:00;7;13;Muy buena / Oso ona;23;24;Muy buena / Oso ona;0;Muy buena / Oso ona;70;63;1017;0;535,8;19,2;0,42
12/08/2017;08:00;10;15;Muy buena / Oso ona;29;20;Muy buena / Oso ona;4;Muy buena / Oso ona;93;72;1017,2;0;327,2;16,3;1,11
12/08/2017;07:00;12;17;Muy buena / Oso ona;36;18;Muy buena / Oso ona;9;Muy buena / Oso ona;97;81;1017,3;0;64;13,9;1,01
12/08/2017;06:00;11;22;Muy buena / Oso ona;39;19;Muy buena / Oso ona;10;Muy buena / Oso ona;99;87;1017,5;0;8,9;12,4;0,97
12/08/2017;05:00;10;20;Muy buena / Oso ona;35;16;Muy buena / Oso ona;9;Muy buena / Oso ona;93;89;1017,5;0;0;12,2;0,79
12/08/2017;04:00;5;20;Muy buena / Oso ona;29;19;Muy buena / Oso ona;6;Muy buena / Oso ona;90;89;1017,9;0;0,1;12,4;0,85
