Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
22/10/2017;03:00;;;Sin datos / Daturik gabe;9;26;Muy buena / Oso ona;16;Muy buena / Oso ona;313;75;1021,6;0;0,1;13,8;0,98
22/10/2017;02:00;;;Sin datos / Daturik gabe;10;16;Muy buena / Oso ona;15;Muy buena / Oso ona;297;72;1021,7;0;0,1;14,5;0,73
22/10/2017;01:00;;;Sin datos / Daturik gabe;7;14;Muy buena / Oso ona;6;Muy buena / Oso ona;260;69;1021,7;0;0,2;14,5;0,87
21/10/2017;24:00;;;Sin datos / Daturik gabe;10;15;Muy buena / Oso ona;6;Muy buena / Oso ona;282;69;1021,9;0;0;14,9;1,61
21/10/2017;23:00;;;Sin datos / Daturik gabe;8;21;Muy buena / Oso ona;6;Muy buena / Oso ona;292;65;1021,8;0;0;15,4;1,46
21/10/2017;22:00;;;Sin datos / Daturik gabe;13;23;Muy buena / Oso ona;10;Muy buena / Oso ona;268;62;1021,3;0;0;15,8;1,41
21/10/2017;21:00;;;Sin datos / Daturik gabe;14;21;Muy buena / Oso ona;11;Muy buena / Oso ona;265;63;1021;0;0;15,8;1,69
21/10/2017;20:00;;;Sin datos / Daturik gabe;18;29;Muy buena / Oso ona;6;Muy buena / Oso ona;267;61;1021;0;0;16,3;1,59
21/10/2017;19:00;;;Sin datos / Daturik gabe;13;25;Muy buena / Oso ona;5;Muy buena / Oso ona;284;59;1020,7;0;0;16,5;1,66
21/10/2017;18:00;;;Sin datos / Daturik gabe;9;30;Muy buena / Oso ona;7;Muy buena / Oso ona;299;57;1020,1;0;1,7;16,8;1,94
21/10/2017;17:00;;;Sin datos / Daturik gabe;8;29;Muy buena / Oso ona;6;Muy buena / Oso ona;314;63;1019,6;0;25,3;16,9;1,79
21/10/2017;16:00;;;Sin datos / Daturik gabe;5;26;Muy buena / Oso ona;5;Muy buena / Oso ona;313;58;1019,1;0;77,5;17,5;2,65
21/10/2017;15:00;;;Sin datos / Daturik gabe;3;26;Muy buena / Oso ona;7;Muy buena / Oso ona;320;61;1018,5;0;185,8;17,7;2,82
21/10/2017;14:00;;;Sin datos / Daturik gabe;4;27;Muy buena / Oso ona;8;Muy buena / Oso ona;323;61;1018,2;0;177,5;17,7;2,65
21/10/2017;13:00;1;3;Muy buena / Oso ona;5;29;Muy buena / Oso ona;5;Muy buena / Oso ona;322;60;1017,7;0;250;18,3;2,99
21/10/2017;12:00;1;7;Muy buena / Oso ona;9;22;Muy buena / Oso ona;1;Muy buena / Oso ona;311;50;1017,6;0;287,1;19,3;1,91
21/10/2017;11:00;4;21;Muy buena / Oso ona;28;20;Muy buena / Oso ona;0;Muy buena / Oso ona;12;62;1017,7;0;242,3;19,1;0,27
21/10/2017;10:00;7;30;Muy buena / Oso ona;40;18;Muy buena / Oso ona;3;Muy buena / Oso ona;83;76;1017,5;0;151,9;17,2;0,52
21/10/2017;09:00;5;35;Muy buena / Oso ona;41;16;Muy buena / Oso ona;4;Muy buena / Oso ona;100;80;1017,2;0;63;15,8;0,75
21/10/2017;08:00;1;18;Muy buena / Oso ona;18;18;Muy buena / Oso ona;3;Muy buena / Oso ona;274;77;1016,8;0;15,3;15,6;1,17
21/10/2017;07:00;;;Sin datos / Daturik gabe;10;11;Muy buena / Oso ona;7;Muy buena / Oso ona;295;81;1016,1;0,1;1,7;15,5;1,71
21/10/2017;06:00;;;Sin datos / Daturik gabe;9;14;Muy buena / Oso ona;9;Muy buena / Oso ona;297;84;1015,3;0,1;0,1;16,1;1,85
21/10/2017;05:00;;;Sin datos / Daturik gabe;6;18;Muy buena / Oso ona;5;Muy buena / Oso ona;314;82;1014,6;0;0;16,8;2,12
21/10/2017;04:00;;;Sin datos / Daturik gabe;6;22;Muy buena / Oso ona;10;Muy buena / Oso ona;318;77;1013,6;0;0;18;1,62
21/10/2017;03:00;;;Sin datos / Daturik gabe;2;28;Muy buena / Oso ona;27;Buena / Ona;321;82;1013,1;0;0;18;3,42
21/10/2017;02:00;;;Sin datos / Daturik gabe;4;17;Muy buena / Oso ona;13;Muy buena / Oso ona;289;73;1011,7;0;0;20,3;3,98
21/10/2017;01:00;;;Sin datos / Daturik gabe;3;14;Muy buena / Oso ona;0;Muy buena / Oso ona;221;50;1009,4;0;0;24,3;5,67
20/10/2017;24:00;;;Sin datos / Daturik gabe;5;5;Muy buena / Oso ona;4;Muy buena / Oso ona;219;51;1008,8;0;0;24,2;4,44
20/10/2017;23:00;;;Sin datos / Daturik gabe;8;10;Muy buena / Oso ona;4;Muy buena / Oso ona;199;50;1008,7;0;0,3;24;2,85
20/10/2017;22:00;;;Sin datos / Daturik gabe;10;14;Muy buena / Oso ona;1;Muy buena / Oso ona;170;45;1008,6;0;0,5;23,7;3,07
20/10/2017;21:00;;;Sin datos / Daturik gabe;16;16;Muy buena / Oso ona;5;Muy buena / Oso ona;156;43;1008,6;0;0,8;23,3;2,18
20/10/2017;20:00;1;28;Muy buena / Oso ona;29;23;Muy buena / Oso ona;18;Muy buena / Oso ona;129;47;1008,6;0;2,4;22,2;1,84
20/10/2017;19:00;37;65;Muy buena / Oso ona;121;31;Muy buena / Oso ona;42;Mejorable / Hobetzeko modukoa;81;70;1008,9;0;0,3;18,8;0,75
20/10/2017;18:00;48;74;Muy buena / Oso ona;147;34;Muy buena / Oso ona;36;Buena / Ona;57;71;1008,9;0;2,1;19,5;0,29
20/10/2017;17:00;17;66;Muy buena / Oso ona;92;30;Muy buena / Oso ona;18;Muy buena / Oso ona;340;52;1008,9;0;55,5;23,7;0,48
20/10/2017;16:00;11;46;Muy buena / Oso ona;62;23;Muy buena / Oso ona;12;Muy buena / Oso ona;319;50;1009;0;267,8;23,9;0,85
20/10/2017;15:00;8;30;Muy buena / Oso ona;42;25;Muy buena / Oso ona;11;Muy buena / Oso ona;284;50;1008,9;0;167,6;24,4;1,23
20/10/2017;14:00;7;24;Muy buena / Oso ona;35;15;Muy buena / Oso ona;8;Muy buena / Oso ona;311;46;1008,8;0;595,5;25,2;0,74
20/10/2017;13:00;1;7;Muy buena / Oso ona;9;8;Muy buena / Oso ona;1;Muy buena / Oso ona;228;43;1008,7;0;713,7;24,4;2,07
20/10/2017;12:00;3;9;Muy buena / Oso ona;13;5;Muy buena / Oso ona;5;Muy buena / Oso ona;226;48;1009,1;0;670,6;23,1;2,38
20/10/2017;11:00;16;25;Muy buena / Oso ona;49;25;Muy buena / Oso ona;0;Muy buena / Oso ona;134;55;1009,7;0;367,3;21,9;0,54
20/10/2017;10:00;42;38;Muy buena / Oso ona;102;31;Muy buena / Oso ona;8;Muy buena / Oso ona;85;64;1009,6;0;420,1;19;1,27
20/10/2017;09:00;57;43;Muy buena / Oso ona;129;33;Muy buena / Oso ona;19;Muy buena / Oso ona;89;70;1010,4;0;96,3;16,9;1,09
20/10/2017;08:00;98;52;Muy buena / Oso ona;202;34;Muy buena / Oso ona;21;Muy buena / Oso ona;85;72;1010,2;0;39,7;15,8;0,89
20/10/2017;07:00;109;54;Muy buena / Oso ona;221;26;Muy buena / Oso ona;17;Muy buena / Oso ona;77;75;1009,9;0;2,7;15,3;0,4
20/10/2017;06:00;69;51;Muy buena / Oso ona;157;31;Muy buena / Oso ona;13;Muy buena / Oso ona;93;74;1009,3;0;0,1;15,4;0,54
20/10/2017;05:00;29;43;Muy buena / Oso ona;88;34;Muy buena / Oso ona;14;Muy buena / Oso ona;96;75;1008,8;0;0;15,3;0,49
20/10/2017;04:00;5;39;Muy buena / Oso ona;46;19;Muy buena / Oso ona;8;Muy buena / Oso ona;87;69;1008,5;0;0;16,1;0,82
20/10/2017;03:00;2;39;Muy buena / Oso ona;41;16;Muy buena / Oso ona;10;Muy buena / Oso ona;85;68;1008,4;0;0;16,4;1,08
20/10/2017;02:00;3;38;Muy buena / Oso ona;42;19;Muy buena / Oso ona;7;Muy buena / Oso ona;99;71;1008,1;0;0;16;0,8
20/10/2017;01:00;1;37;Muy buena / Oso ona;38;15;Muy buena / Oso ona;9;Muy buena / Oso ona;80;67;1008,2;0;0;16,8;0,66
19/10/2017;24:00;1;32;Muy buena / Oso ona;33;13;Muy buena / Oso ona;8;Muy buena / Oso ona;26;59;1007,9;0;0;18;0,23
19/10/2017;23:00;;;Sin datos / Daturik gabe;33;14;Muy buena / Oso ona;5;Muy buena / Oso ona;94;52;1007,2;0;0;18,6;1
19/10/2017;22:00;1;36;Muy buena / Oso ona;35;21;Muy buena / Oso ona;11;Muy buena / Oso ona;100;52;1006,5;0;0;18,6;1,42
19/10/2017;21:00;2;46;Muy buena / Oso ona;48;22;Muy buena / Oso ona;12;Muy buena / Oso ona;83;56;1005,8;0;0;18;1,29
19/10/2017;20:00;8;52;Muy buena / Oso ona;64;26;Muy buena / Oso ona;16;Muy buena / Oso ona;77;65;1005,2;0;1,6;17,2;1,38
19/10/2017;19:00;36;58;Muy buena / Oso ona;113;20;Muy buena / Oso ona;23;Muy buena / Oso ona;81;73;1004,8;0;0,2;16,3;0,7
19/10/2017;18:00;46;62;Muy buena / Oso ona;133;15;Muy buena / Oso ona;18;Muy buena / Oso ona;85;70;1004,4;0;1,7;17,3;0,49
19/10/2017;17:00;17;55;Muy buena / Oso ona;80;16;Muy buena / Oso ona;10;Muy buena / Oso ona;141;55;1003,9;0;51,3;20,5;0,58
19/10/2017;16:00;2;22;Muy buena / Oso ona;25;6;Muy buena / Oso ona;7;Muy buena / Oso ona;128;46;1003,5;0;139;21,6;1,28
19/10/2017;15:00;3;17;Muy buena / Oso ona;21;9;Muy buena / Oso ona;12;Muy buena / Oso ona;113;50;1003,1;0;228;21,7;1,4
19/10/2017;14:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;117;49;1003,2;0;416,3;21,8;1,02
19/10/2017;13:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;;;;
19/10/2017;12:00;4;11;Muy buena / Oso ona;17;6;Muy buena / Oso ona;3;Muy buena / Oso ona;125;55;1003,9;0;657,4;19,7;2,09
19/10/2017;11:00;8;22;Muy buena / Oso ona;34;13;Muy buena / Oso ona;2;Muy buena / Oso ona;196;60;1004,6;0;513,5;18,3;1,52
19/10/2017;10:00;14;31;Muy buena / Oso ona;52;14;Muy buena / Oso ona;0;Muy buena / Oso ona;165;67;1004,5;0;461,3;17;0,98
19/10/2017;09:00;23;39;Muy buena / Oso ona;74;22;Muy buena / Oso ona;0;Muy buena / Oso ona;116;75;1004,6;0;148;15,5;0,6
19/10/2017;08:00;42;48;Muy buena / Oso ona;113;14;Muy buena / Oso ona;3;Muy buena / Oso ona;117;83;1004,7;0;43,2;14;0,69
19/10/2017;07:00;54;54;Muy buena / Oso ona;136;10;Muy buena / Oso ona;5;Muy buena / Oso ona;91;90;1004,9;0;3,7;12,8;0,76
19/10/2017;06:00;12;44;Muy buena / Oso ona;62;12;Muy buena / Oso ona;7;Muy buena / Oso ona;86;89;1004,6;0;0;13,2;0,8
19/10/2017;05:00;3;33;Muy buena / Oso ona;36;11;Muy buena / Oso ona;6;Muy buena / Oso ona;61;89;1004,5;0;0;13,8;0,48
19/10/2017;04:00;1;20;Muy buena / Oso ona;21;8;Muy buena / Oso ona;8;Muy buena / Oso ona;81;90;1004,6;0;0;13,8;0,54
19/10/2017;03:00;1;15;Muy buena / Oso ona;16;17;Muy buena / Oso ona;9;Muy buena / Oso ona;89;86;1004,6;0;0;14,2;0,56
19/10/2017;02:00;1;19;Muy buena / Oso ona;20;14;Muy buena / Oso ona;12;Muy buena / Oso ona;70;85;1004,5;0;0;14,3;0,31
19/10/2017;01:00;1;25;Muy buena / Oso ona;26;15;Muy buena / Oso ona;5;Muy buena / Oso ona;89;88;1004,5;0;0;14,4;0,23
18/10/2017;24:00;1;24;Muy buena / Oso ona;25;11;Muy buena / Oso ona;1;Muy buena / Oso ona;161;88;1004,6;0;0;14,4;0,15
18/10/2017;23:00;1;26;Muy buena / Oso ona;27;16;Muy buena / Oso ona;3;Muy buena / Oso ona;181;88;1004,7;0,2;0;14,4;0,06
18/10/2017;22:00;1;34;Muy buena / Oso ona;35;9;Muy buena / Oso ona;5;Muy buena / Oso ona;112;89;1004,9;0,1;0;14,8;0,25
18/10/2017;21:00;1;32;Muy buena / Oso ona;33;17;Muy buena / Oso ona;6;Muy buena / Oso ona;359;89;1004,6;0,1;0;14,8;0,13
18/10/2017;20:00;;;Sin datos / Daturik gabe;30;15;Muy buena / Oso ona;7;Muy buena / Oso ona;319;90;1004,3;0;0;15;0,23
18/10/2017;19:00;1;43;Muy buena / Oso ona;43;14;Muy buena / Oso ona;9;Muy buena / Oso ona;307;90;1004;0,1;0;14,8;0,4
18/10/2017;18:00;1;18;Muy buena / Oso ona;22;8;Muy buena / Oso ona;9;Muy buena / Oso ona;311;89;1003,6;0,2;1;14,7;1,45
18/10/2017;17:00;2;29;Muy buena / Oso ona;32;21;Muy buena / Oso ona;12;Muy buena / Oso ona;316;78;1003,1;0;25,6;16,4;0,96
18/10/2017;16:00;24;58;Muy buena / Oso ona;95;24;Muy buena / Oso ona;16;Muy buena / Oso ona;347;81;1002,9;0;51,1;17,1;0,09
18/10/2017;15:00;15;49;Muy buena / Oso ona;71;27;Muy buena / Oso ona;13;Muy buena / Oso ona;323;82;1002,9;0;83,3;16,9;0,12
18/10/2017;14:00;13;48;Muy buena / Oso ona;67;29;Muy buena / Oso ona;12;Muy buena / Oso ona;73;84;1002,7;0;103,2;16,2;0,81
18/10/2017;13:00;21;57;Muy buena / Oso ona;89;30;Muy buena / Oso ona;17;Muy buena / Oso ona;78;85;1002,8;0,1;89,4;16;0,59
18/10/2017;12:00;24;54;Muy buena / Oso ona;91;32;Muy buena / Oso ona;27;Buena / Ona;87;84;1003,5;0,5;65,1;15,9;0,3
18/10/2017;11:00;39;61;Muy buena / Oso ona;120;29;Muy buena / Oso ona;22;Muy buena / Oso ona;316;76;1003,6;0,2;46,4;17,6;0,11
18/10/2017;10:00;11;50;Muy buena / Oso ona;67;30;Muy buena / Oso ona;15;Muy buena / Oso ona;15;63;1003,4;0;47,6;18,4;0,49
18/10/2017;09:00;18;59;Muy buena / Oso ona;86;29;Muy buena / Oso ona;18;Muy buena / Oso ona;343;60;1003,7;0;74,4;18,9;0,25
18/10/2017;08:00;34;71;Muy buena / Oso ona;122;27;Muy buena / Oso ona;15;Muy buena / Oso ona;136;64;1003,9;0;36,8;17,7;0,17
18/10/2017;07:00;13;49;Muy buena / Oso ona;67;22;Muy buena / Oso ona;4;Muy buena / Oso ona;186;59;1003,9;0;7,9;18,2;0,61
18/10/2017;06:00;1;29;Muy buena / Oso ona;30;29;Muy buena / Oso ona;18;Muy buena / Oso ona;180;61;1004,2;0;1,2;18;2,39
18/10/2017;05:00;13;20;Muy buena / Oso ona;40;36;Muy buena / Oso ona;22;Muy buena / Oso ona;352;88;1004,6;0;0;14,9;0,14
18/10/2017;04:00;10;22;Muy buena / Oso ona;37;38;Muy buena / Oso ona;32;Buena / Ona;351;93;1005,1;0;0,1;14,7;0,19
18/10/2017;03:00;3;16;Muy buena / Oso ona;20;47;Buena / Ona;35;Buena / Ona;334;94;1005,6;0;0,1;15,3;0,24
18/10/2017;02:00;1;17;Muy buena / Oso ona;18;49;Buena / Ona;36;Buena / Ona;3;92;1006;0;0,1;16,4;0,17
18/10/2017;01:00;1;17;Muy buena / Oso ona;18;58;Buena / Ona;36;Buena / Ona;17;93;1006,5;0;0;16,9;0,11
17/10/2017;24:00;1;21;Muy buena / Oso ona;22;60;Buena / Ona;38;Buena / Ona;104;91;1006,9;0;0;17,4;0,69
17/10/2017;23:00;3;36;Muy buena / Oso ona;40;61;Mejorable / Hobetzeko modukoa;46;Mejorable / Hobetzeko modukoa;94;91;1007,8;0;0;17,7;0,43
17/10/2017;22:00;1;24;Muy buena / Oso ona;25;64;Mejorable / Hobetzeko modukoa;43;Mejorable / Hobetzeko modukoa;1;89;1008,1;0;0;18,2;0,09
17/10/2017;21:00;2;31;Muy buena / Oso ona;34;67;Mejorable / Hobetzeko modukoa;;Sin datos / Daturik gabe;127;90;1008,2;0;0;18,1;0,11
17/10/2017;20:00;;;Sin datos / Daturik gabe;11;81;Mejorable / Hobetzeko modukoa;;Sin datos / Daturik gabe;341;87;1008,4;0;0;18,6;0,18
17/10/2017;19:00;;;Sin datos / Daturik gabe;13;87;Mejorable / Hobetzeko modukoa;;Sin datos / Daturik gabe;345;88;1008,5;0;0;18,8;0,3
17/10/2017;18:00;1;19;Muy buena / Oso ona;19;57;Buena / Ona;33;Buena / Ona;344;86;1008,5;0;0,8;19;0,37
17/10/2017;17:00;1;17;Muy buena / Oso ona;18;53;Buena / Ona;36;Buena / Ona;327;84;1008,2;0,1;24,1;19,4;0,74
17/10/2017;16:00;1;17;Muy buena / Oso ona;18;39;Muy buena / Oso ona;24;Muy buena / Oso ona;317;75;1007,7;0;67,3;20,3;1,53
17/10/2017;15:00;3;34;Muy buena / Oso ona;38;25;Muy buena / Oso ona;15;Muy buena / Oso ona;106;49;1007,2;0;68,8;24,2;1,15
17/10/2017;14:00;1;15;Muy buena / Oso ona;16;27;Muy buena / Oso ona;17;Muy buena / Oso ona;111;45;1007,1;0;188,2;24,9;2,44
17/10/2017;13:00;1;13;Muy buena / Oso ona;14;24;Muy buena / Oso ona;16;Muy buena / Oso ona;94;45;1007,9;0;248,8;24,9;2,23
17/10/2017;12:00;2;12;Muy buena / Oso ona;14;19;Muy buena / Oso ona;6;Muy buena / Oso ona;99;43;1008,4;0;430,3;25,8;1,64
17/10/2017;11:00;2;11;Muy buena / Oso ona;14;22;Muy buena / Oso ona;2;Muy buena / Oso ona;139;46;1008,6;0;545,4;24,9;2,4
17/10/2017;10:00;2;12;Muy buena / Oso ona;15;20;Muy buena / Oso ona;2;Muy buena / Oso ona;129;53;1009,4;0;401,1;22,8;3,06
17/10/2017;09:00;2;15;Muy buena / Oso ona;17;23;Muy buena / Oso ona;5;Muy buena / Oso ona;96;56;1010;0;150,5;21,5;2,95
17/10/2017;08:00;1;17;Muy buena / Oso ona;18;22;Muy buena / Oso ona;7;Muy buena / Oso ona;106;58;1010,4;0;47,6;20,5;3,54
17/10/2017;07:00;1;20;Muy buena / Oso ona;20;21;Muy buena / Oso ona;1;Muy buena / Oso ona;115;57;1010,5;0;12,1;20,4;3,85
17/10/2017;06:00;1;18;Muy buena / Oso ona;19;29;Muy buena / Oso ona;7;Muy buena / Oso ona;97;58;1010,7;0;3,2;20,7;2,8
17/10/2017;05:00;5;31;Muy buena / Oso ona;38;33;Muy buena / Oso ona;10;Muy buena / Oso ona;41;69;1010,8;0;0,1;18,7;0,32
17/10/2017;04:00;2;23;Muy buena / Oso ona;25;26;Muy buena / Oso ona;11;Muy buena / Oso ona;333;87;1011,1;0;0,2;15,4;0,11
17/10/2017;03:00;1;20;Muy buena / Oso ona;21;29;Muy buena / Oso ona;16;Muy buena / Oso ona;62;89;1011,7;0;0,1;15,2;0,22
17/10/2017;02:00;1;21;Muy buena / Oso ona;22;40;Muy buena / Oso ona;15;Muy buena / Oso ona;81;87;1012,5;0;0;15,7;0,51
17/10/2017;01:00;2;28;Muy buena / Oso ona;30;32;Muy buena / Oso ona;7;Muy buena / Oso ona;95;87;1013,3;0;0;16;1,5
16/10/2017;24:00;1;26;Muy buena / Oso ona;27;34;Muy buena / Oso ona;1;Muy buena / Oso ona;91;89;1014,3;0;0;16;0,66
16/10/2017;23:00;1;34;Muy buena / Oso ona;35;30;Muy buena / Oso ona;6;Muy buena / Oso ona;92;89;1015,3;0;0,1;16,6;0,74
16/10/2017;22:00;;;Sin datos / Daturik gabe;31;35;Muy buena / Oso ona;9;Muy buena / Oso ona;33;87;1016,2;0;0,4;17,6;0,2
16/10/2017;21:00;;;Sin datos / Daturik gabe;16;36;Muy buena / Oso ona;6;Muy buena / Oso ona;41;81;1016,5;0;0;18,8;0,24
16/10/2017;20:00;;;Sin datos / Daturik gabe;11;36;Muy buena / Oso ona;6;Muy buena / Oso ona;338;78;1016,9;0;0;19,5;0,25
16/10/2017;19:00;;;Sin datos / Daturik gabe;12;38;Muy buena / Oso ona;12;Muy buena / Oso ona;340;78;1017;0;0;19,4;0,45
16/10/2017;18:00;;;Sin datos / Daturik gabe;11;37;Muy buena / Oso ona;14;Muy buena / Oso ona;334;76;1016,9;0;4,2;19,9;0,7
16/10/2017;17:00;1;14;Muy buena / Oso ona;15;37;Muy buena / Oso ona;14;Muy buena / Oso ona;330;72;1016,6;0;92,6;20,8;1,11
16/10/2017;16:00;1;13;Muy buena / Oso ona;14;37;Muy buena / Oso ona;10;Muy buena / Oso ona;327;69;1016,2;0;205,1;21,7;1,27
16/10/2017;15:00;2;10;Muy buena / Oso ona;12;41;Buena / Ona;11;Muy buena / Oso ona;325;67;1016;0;299,1;22,2;1,57
16/10/2017;14:00;1;5;Muy buena / Oso ona;8;40;Muy buena / Oso ona;15;Muy buena / Oso ona;327;66;1015,7;0;527,2;22,4;2,11
16/10/2017;13:00;1;8;Muy buena / Oso ona;10;61;Mejorable / Hobetzeko modukoa;36;Buena / Ona;321;64;1015,3;0;589,3;23,1;2,06
16/10/2017;12:00;1;11;Muy buena / Oso ona;13;55;Buena / Ona;13;Muy buena / Oso ona;304;58;1015;0;597,7;24,7;2,15
16/10/2017;11:00;1;9;Muy buena / Oso ona;10;29;Muy buena / Oso ona;9;Muy buena / Oso ona;172;43;1014,2;0;489;26,2;4,25
16/10/2017;10:00;1;10;Muy buena / Oso ona;12;27;Muy buena / Oso ona;8;Muy buena / Oso ona;169;48;1013,9;0;435,8;24,6;5,89
16/10/2017;09:00;1;12;Muy buena / Oso ona;13;27;Muy buena / Oso ona;5;Muy buena / Oso ona;165;49;1014;0;160,5;23,9;3,91
16/10/2017;08:00;5;26;Muy buena / Oso ona;32;26;Muy buena / Oso ona;8;Muy buena / Oso ona;208;48;1013,6;0;62,3;24;1,2
16/10/2017;07:00;;;Sin datos / Daturik gabe;13;25;Muy buena / Oso ona;13;Muy buena / Oso ona;169;49;1012,9;0;7,5;23,4;3,72
16/10/2017;06:00;;;Sin datos / Daturik gabe;24;29;Muy buena / Oso ona;14;Muy buena / Oso ona;164;52;1012,4;0;0,1;22,9;1,6
16/10/2017;05:00;;;Sin datos / Daturik gabe;12;33;Muy buena / Oso ona;12;Muy buena / Oso ona;142;51;1012,1;0;0;23,6;4,81
16/10/2017;04:00;;;Sin datos / Daturik gabe;9;27;Muy buena / Oso ona;14;Muy buena / Oso ona;146;52;1012,1;0;0;23,7;4,53
16/10/2017;03:00;;;Sin datos / Daturik gabe;6;27;Muy buena / Oso ona;23;Muy buena / Oso ona;149;53;1011,8;0;0;23,8;5,88
16/10/2017;02:00;;;Sin datos / Daturik gabe;5;29;Muy buena / Oso ona;17;Muy buena / Oso ona;141;54;1012,1;0;0;24;5,64
16/10/2017;01:00;;;Sin datos / Daturik gabe;6;51;Buena / Ona;8;Muy buena / Oso ona;77;53;1012,6;0;0;24,4;3,42
15/10/2017;24:00;;;Sin datos / Daturik gabe;3;29;Muy buena / Oso ona;11;Muy buena / Oso ona;107;53;1013,2;0;0,1;24,5;3,16
15/10/2017;23:00;;;Sin datos / Daturik gabe;6;28;Muy buena / Oso ona;13;Muy buena / Oso ona;161;53;1013,2;0;0,3;24,3;3,12
15/10/2017;22:00;;;Sin datos / Daturik gabe;5;31;Muy buena / Oso ona;15;Muy buena / Oso ona;131;52;1013,3;0;0;24,3;3,19
15/10/2017;21:00;;;Sin datos / Daturik gabe;10;36;Muy buena / Oso ona;13;Muy buena / Oso ona;90;48;1013,1;0;0;24,7;3,45
15/10/2017;20:00;;;Sin datos / Daturik gabe;10;33;Muy buena / Oso ona;13;Muy buena / Oso ona;100;48;1013;0;0;25,5;3,31
15/10/2017;19:00;;;Sin datos / Daturik gabe;10;33;Muy buena / Oso ona;15;Muy buena / Oso ona;94;46;1012,8;0;0;26,1;3,41
15/10/2017;18:00;;;Sin datos / Daturik gabe;17;29;Muy buena / Oso ona;22;Muy buena / Oso ona;94;45;1012,6;0;3;26,7;2,49
15/10/2017;17:00;1;10;Muy buena / Oso ona;12;33;Muy buena / Oso ona;20;Muy buena / Oso ona;115;41;1012,5;0;44,1;28,4;2,49
15/10/2017;16:00;1;7;Muy buena / Oso ona;9;32;Muy buena / Oso ona;15;Muy buena / Oso ona;143;37;1012,4;0;188,1;29,8;3,34
15/10/2017;15:00;1;5;Muy buena / Oso ona;7;30;Muy buena / Oso ona;10;Muy buena / Oso ona;148;38;1012,4;0;304,5;29,8;3,95
15/10/2017;14:00;1;7;Muy buena / Oso ona;9;29;Muy buena / Oso ona;11;Muy buena / Oso ona;149;42;1012,9;0;426,3;28,9;2,48
15/10/2017;13:00;1;9;Muy buena / Oso ona;11;20;Muy buena / Oso ona;7;Muy buena / Oso ona;174;45;1013,5;0;478,2;27,8;2,6
15/10/2017;12:00;1;8;Muy buena / Oso ona;10;24;Muy buena / Oso ona;13;Muy buena / Oso ona;173;47;1014,2;0;459;26,8;2,1
15/10/2017;11:00;1;8;Muy buena / Oso ona;10;27;Muy buena / Oso ona;2;Muy buena / Oso ona;171;49;1014,8;0;361,7;25,9;2,2
15/10/2017;10:00;1;9;Muy buena / Oso ona;11;29;Muy buena / Oso ona;5;Muy buena / Oso ona;172;52;1014,9;0;402,9;24,8;2,35
15/10/2017;09:00;1;8;Muy buena / Oso ona;9;30;Muy buena / Oso ona;6;Muy buena / Oso ona;159;54;1015,3;0;149,2;23,5;3,03
15/10/2017;08:00;;;Sin datos / Daturik gabe;9;26;Muy buena / Oso ona;11;Muy buena / Oso ona;157;56;1015;0;74,1;22,9;3,28
15/10/2017;07:00;;;Sin datos / Daturik gabe;8;28;Muy buena / Oso ona;8;Muy buena / Oso ona;167;56;1015;0;10,5;22,6;1,9
15/10/2017;06:00;;;Sin datos / Daturik gabe;9;25;Muy buena / Oso ona;12;Muy buena / Oso ona;189;57;1015;0;0,1;22,6;1,26
15/10/2017;05:00;;;Sin datos / Daturik gabe;9;26;Muy buena / Oso ona;14;Muy buena / Oso ona;278;57;1014,8;0;0,5;22,7;0,37
15/10/2017;04:00;;;Sin datos / Daturik gabe;10;24;Muy buena / Oso ona;14;Muy buena / Oso ona;355;59;1014,6;0;0,2;22,6;0,52
15/10/2017;03:00;;;Sin datos / Daturik gabe;8;29;Muy buena / Oso ona;16;Muy buena / Oso ona;91;58;1014,7;0;0,2;22,9;0,79
15/10/2017;02:00;;;Sin datos / Daturik gabe;10;30;Muy buena / Oso ona;20;Muy buena / Oso ona;61;59;1014,9;0;0,7;23,1;0,95
15/10/2017;01:00;;;Sin datos / Daturik gabe;13;33;Muy buena / Oso ona;16;Muy buena / Oso ona;19;59;1015;0;0,3;23,1;0,43
14/10/2017;24:00;;;Sin datos / Daturik gabe;11;30;Muy buena / Oso ona;18;Muy buena / Oso ona;64;58;1015,1;0;0,4;23,5;0,78
14/10/2017;23:00;;;Sin datos / Daturik gabe;11;35;Muy buena / Oso ona;17;Muy buena / Oso ona;82;58;1015;0;0;23,3;1,13
14/10/2017;22:00;;;Sin datos / Daturik gabe;15;35;Muy buena / Oso ona;13;Muy buena / Oso ona;96;54;1014,9;0;0,1;24;2,54
14/10/2017;21:00;;;Sin datos / Daturik gabe;17;36;Muy buena / Oso ona;11;Muy buena / Oso ona;93;54;1014,9;0;0;24,1;2,38
