Date;Hour;Benceno (µg/m3);Etilbenceno (µg/m3);Ortoxileno (µg/m3);Tolueno (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
27/09/2017;09:00;0,74;0,78;2,98;3,17;139;60;1015,2;0;246,9;20,1;0,61
27/09/2017;08:00;0,51;0,75;3,19;4,14;114;69;1014,8;0;125,8;17,6;1,02
27/09/2017;07:00;0,49;0,73;3,16;5,24;153;83;1014,4;0;16,6;14,5;1,15
27/09/2017;06:00;0,36;0,6;2,68;4,49;160;85;1014,1;0;0,6;14,3;1,26
27/09/2017;05:00;0,43;0,65;2,51;4,43;154;88;1014;0;0,3;13,8;1,44
27/09/2017;04:00;0,66;0,6;2,56;3,67;128;88;1014,1;0;0,3;13,9;0,77
27/09/2017;03:00;0,37;0,64;2,73;4,37;120;88;1014,6;0;0,3;14,2;0,73
27/09/2017;02:00;0,35;0,67;2,7;3,4;131;88;1015,1;0;0,3;14,5;0,66
27/09/2017;01:00;0,32;0,62;2,7;4,85;134;88;1015,6;0;0,3;14,8;0,65
26/09/2017;24:00;0,26;0,52;1,98;4,49;150;88;1016,1;0;0,3;15;0,78
26/09/2017;23:00;0,26;0,37;1,66;3,11;157;87;1016,6;0;0,3;15;0,89
26/09/2017;22:00;0,39;0,5;2,12;3,26;173;85;1016,9;0;0,3;15,5;0,67
26/09/2017;21:00;0,35;0,48;1,89;2,71;178;82;1017,1;0;0,3;16,6;0,09
26/09/2017;20:00;0,31;0,46;1,57;1,7;263;78;1017;0;0,3;17,6;0,12
26/09/2017;19:00;0,33;0,36;1,19;1,11;23;74;1016,7;0;0,9;18,5;0,03
26/09/2017;18:00;0,19;0,19;0,93;1,19;46;70;1016,4;0;12,3;19,9;0,99
26/09/2017;17:00;0,13;0,13;0,8;1,19;41;67;1016,1;0;30,7;21,2;1,52
26/09/2017;16:00;0,13;0,13;0,8;0,99;31;66;1016,1;0;68,3;21,5;1,2
26/09/2017;15:00;0,13;0,13;0,54;0,97;22;63;1016,4;0;108,9;22,1;0,77
26/09/2017;14:00;0,22;0,25;1,2;1,69;13;63;1017;0;368,7;22,3;0,88
26/09/2017;13:00;0,29;0,44;1,77;2,13;2;57;1017,6;0;392,2;23,1;0,72
26/09/2017;12:00;0,39;0,29;1,26;1,74;49;59;1018,2;0;700,4;22,5;0,5
26/09/2017;11:00;0,66;0,63;2,35;3,44;106;71;1018,7;0;321,6;20,5;0,32
26/09/2017;10:00;;;;;165;85;1018,8;0;206;16,7;0,44
26/09/2017;09:00;0,23;0,36;1,81;3,73;173;89;1018,9;0;123,6;15,1;0,76
26/09/2017;08:00;0,25;0,32;1,58;3,83;172;91;1018,9;0;51,7;14,2;0,91
26/09/2017;07:00;0,23;0,19;0,88;4,51;171;91;1019;0;15,6;14,1;0,69
26/09/2017;06:00;0,18;0,13;0,77;3,34;168;90;1018,8;0;0,5;14,3;0,69
26/09/2017;05:00;0,13;0,18;0,64;2,22;171;90;1018,8;0;0,3;14,9;0,68
26/09/2017;04:00;0,2;0,18;1,15;2,91;164;89;1018,8;0;0,3;15,2;0,62
26/09/2017;03:00;0,2;0,21;1,27;2,85;170;89;1019,2;0;0,3;15,4;0,6
26/09/2017;02:00;0,23;0,27;1,38;3,13;166;88;1019,4;0;0,3;15,8;0,56
26/09/2017;01:00;0,25;0,3;1,66;3,62;164;87;1019,5;0;0,3;15,9;0,38
25/09/2017;24:00;0,26;0,21;1,46;3,26;182;87;1019,6;0;0,3;15,8;0,24
25/09/2017;23:00;0,3;0,36;1,81;3,21;190;85;1019,8;0;0,3;15,7;0,2
25/09/2017;22:00;0,33;0,34;1,83;2,17;181;83;1020;0;0,3;16,3;0,31
25/09/2017;21:00;0,38;0,41;1,86;2,38;193;81;1020,1;0;0,3;17;0,21
25/09/2017;20:00;0,37;0,48;2,03;2,92;262;79;1020,2;0;0,3;17,7;0,52
25/09/2017;19:00;0,32;0,34;1,17;2,02;295;76;1020;0;0,6;18,5;0,51
25/09/2017;18:00;0,28;0,18;0,99;1,56;326;74;1019,7;0;18,4;19;0,69
25/09/2017;17:00;0,25;0,13;0,83;1,15;324;74;1019,6;0;65;19,2;1,23
25/09/2017;16:00;0,26;0,19;1;1,46;332;76;1019,5;0;119,3;19,2;2,52
25/09/2017;15:00;0,32;0,32;1,22;1,77;333;84;1019,5;0;179,5;18,3;1,49
25/09/2017;14:00;0,31;0,23;1,11;1,62;332;78;1019,2;0;188,7;18,6;2,72
25/09/2017;13:00;0,25;0,29;1,18;1,68;334;78;1019;0;207,7;19,2;1,78
25/09/2017;12:00;0,36;0,64;2,33;2,87;346;71;1018,7;0;375,7;20,5;1,51
25/09/2017;11:00;0,34;0,53;2,1;2,92;34;83;1019;0;325,9;19,2;0,44
25/09/2017;10:00;;;;;24;85;1019,1;0;107,6;18,3;0,44
25/09/2017;09:00;0,22;0,19;0,91;3,41;157;90;1018,8;0;133,5;16,8;0,18
25/09/2017;08:00;0,27;0,31;1,42;4,28;157;91;1018,2;0;62,8;15,5;0,69
25/09/2017;07:00;0,18;0,14;0,65;3;167;91;1017,8;0;17,7;15;0,73
25/09/2017;06:00;0,16;0,13;0,53;2,93;173;90;1017,4;0;0,5;15,1;0,59
25/09/2017;05:00;0,19;0,18;0,45;2,41;165;89;1017;0;0,3;15,4;0,65
25/09/2017;04:00;0,23;0,13;0,57;1,65;183;88;1016,9;0;0,3;15,6;0,43
25/09/2017;03:00;0,2;0,13;0,47;1,07;182;87;1016,9;0;0,3;16,3;0,26
25/09/2017;02:00;0,24;0,13;0,52;1,24;266;85;1016,6;0;0,3;17;0,66
25/09/2017;01:00;0,22;0,13;0,52;1,91;186;81;1016,8;0,1;0,3;17,8;0,2
24/09/2017;24:00;0,25;0,13;0,51;0,87;186;77;1017;0;0,3;18,7;0,27
24/09/2017;23:00;0,22;0,13;0,57;0,79;334;79;1017,2;0;0,3;19,2;1,39
24/09/2017;22:00;0,33;0,19;1,07;1,25;335;84;1016,9;0;0,3;19,2;2,32
24/09/2017;21:00;0,36;0,36;1,35;1,38;325;86;1015,9;0;0,3;19,4;1,06
24/09/2017;20:00;0,32;0,41;1,68;1,45;327;85;1015;0;0,3;19,6;0,97
24/09/2017;19:00;0,28;0,23;1,22;1,26;333;83;1014,3;0;0,7;19,8;1,43
24/09/2017;18:00;0,31;0,22;0,84;1,25;336;80;1013,7;0;26,4;20,5;2,08
24/09/2017;17:00;0,28;0,13;0,64;1,19;337;73;1013,4;0;71,4;21,8;1,83
24/09/2017;16:00;0,23;0,13;0,48;0,94;340;63;1013,3;0;93,5;23,3;1,98
24/09/2017;15:00;0,25;0,18;0,57;1,05;341;66;1013,4;0;140,5;23,1;1,97
24/09/2017;14:00;0,29;0,16;0,63;1,15;341;70;1013,8;0;498,4;22,6;1,7
24/09/2017;13:00;0,53;0,4;1,5;1,93;340;64;1014,1;0;392,8;22,4;2,65
24/09/2017;12:00;1,03;0,6;2,22;3,56;342;61;1014,3;0;682,1;23,2;1,9
24/09/2017;11:00;1,24;0,69;2,55;3,32;13;62;1014,5;0;417,5;22,9;0,4
24/09/2017;10:00;;;;;2;68;1015;0;356,7;20,5;0,3
24/09/2017;09:00;0,84;0,48;1,92;2,54;152;77;1015,1;0;273,7;18,1;0,48
24/09/2017;08:00;0,69;0,55;2,04;2,57;139;85;1015;0;137,6;16;0,51
24/09/2017;07:00;0,88;0,42;1,73;2,45;127;88;1015;0;20,8;14,8;0,48
24/09/2017;06:00;0,41;0,33;1,73;2,17;150;88;1014,8;0;0,6;14,7;0,75
24/09/2017;05:00;0,39;0,27;1,39;1,83;148;87;1015;0;0,3;15;0,81
24/09/2017;04:00;0,39;0,27;1,2;1,96;154;87;1015,3;0;0,3;15,3;1,13
24/09/2017;03:00;0,37;0,29;1,35;1,97;155;87;1015,7;0;0,3;15,7;0,94
24/09/2017;02:00;0,41;0,27;1,56;2,09;162;87;1016,2;0;0,3;16;0,91
24/09/2017;01:00;0,42;0,33;1,45;2,14;161;86;1016,5;0;0,3;16,4;0,91
23/09/2017;24:00;0,46;0,38;1,78;2,21;162;84;1016,6;0;0,3;16,8;0,82
23/09/2017;23:00;0,73;0,61;2,54;3,16;178;80;1016,7;0;0,3;17,9;0,36
23/09/2017;22:00;0,65;0,43;1,68;2,02;216;78;1016,3;0;0,3;18,7;0,29
23/09/2017;21:00;0,4;0,26;1,1;1,42;56;77;1016;0;0,3;19,6;0,16
23/09/2017;20:00;0,54;0,3;0,93;1,52;340;78;1015,6;0;0,3;20,4;1,32
23/09/2017;19:00;0,84;0,38;1,39;1,95;336;75;1014,5;0;0,8;21,7;1,44
23/09/2017;18:00;1,17;0,22;1,02;1,62;338;52;1013,5;0;12,9;25,5;1,76
23/09/2017;17:00;0,31;0,13;0,63;1,14;336;41;1012,7;0;41,3;27,8;2
23/09/2017;16:00;0,69;0,16;0,87;0,92;10;39;1012,2;0;97,9;30,2;1,08
23/09/2017;15:00;1,69;0,24;0,57;1,41;151;38;1012,5;0;117;31,4;0,13
23/09/2017;14:00;0,15;0,13;0,5;0,64;185;42;1012,8;0;577,4;29,9;0,49
23/09/2017;13:00;0,2;0,13;0,41;1,28;185;47;1013,2;0;420,4;28,1;0,52
23/09/2017;12:00;0,16;0,13;0,42;0,78;188;52;1013,5;0;720,1;25,7;0,89
23/09/2017;11:00;0,3;0,13;0,43;0,65;168;55;1013,9;0;479,7;23,8;1,15
23/09/2017;10:00;;;;;158;60;1014,3;0;383,9;22,1;0,81
23/09/2017;09:00;1,74;0,28;0,72;1,67;138;66;1014,2;0;289;20,2;0,93
23/09/2017;08:00;0,3;0,21;0,96;1,36;148;75;1014,2;0;132,4;18,4;0,79
23/09/2017;07:00;0,37;0,36;1,6;2,03;169;87;1014,2;0;22;16,1;0,92
23/09/2017;06:00;0,53;0,4;1,64;2,19;169;93;1014,2;0;0,7;14,5;1,22
23/09/2017;05:00;0,54;0,49;1,8;2,2;140;93;1014,5;0;0,3;14,3;0,7
23/09/2017;04:00;0,48;0,55;2,18;2,52;136;93;1014,9;0;0,3;14,5;0,67
23/09/2017;03:00;0,34;0,5;2,17;2,78;151;93;1015,7;0;0,3;14,6;0,71
23/09/2017;02:00;0,42;0,65;2,72;3,41;154;92;1016,7;0;0,3;14,8;0,68
23/09/2017;01:00;0,65;0,8;3,05;3,92;145;91;1017,4;0;0,3;15,2;0,14
22/09/2017;24:00;0,45;0,64;2,76;3,7;135;91;1017,6;0;0,3;15,7;0,15
22/09/2017;23:00;0,56;0,78;3,28;4,46;174;89;1017,9;0;0,3;16,2;0,4
22/09/2017;22:00;0,69;0,85;3,26;4,35;172;88;1018,1;0;0,3;16,7;0,11
22/09/2017;21:00;0,74;0,73;2,66;3,38;97;88;1018,1;0;0,3;16,9;0,05
22/09/2017;20:00;0,58;0,5;2,18;2,59;31;86;1018;0;0,3;17;0,25
22/09/2017;19:00;0,47;0,43;1,86;2,13;58;85;1017,9;0;0,7;17,2;0,06
22/09/2017;18:00;0,43;0,48;2,1;2,18;232;84;1017,8;0;14,1;17,4;0,13
22/09/2017;17:00;0,37;0,37;1,37;1,66;263;84;1018;0;42,1;17,1;0,3
22/09/2017;16:00;0,28;0,29;1,12;1,33;291;83;1018,2;0;55,7;17,2;0,19
22/09/2017;15:00;0,29;0,19;1,05;1,4;335;80;1018,5;0;77,8;17,2;0,92
22/09/2017;14:00;0,25;0,28;1,17;1,29;11;80;1018,8;0;129,2;17,1;0,89
22/09/2017;13:00;0,39;0,42;1,88;1,95;3;83;1019,3;0;150,5;16,8;1,2
22/09/2017;12:00;0,51;0,58;2,36;2,64;338;88;1019,6;0;156,9;16,4;1,2
22/09/2017;11:00;0,46;0,31;1,54;2,09;326;89;1019,7;0;133,9;15,9;0,66
22/09/2017;10:00;;;;;12;86;1019,4;0;72,9;16,5;0,59
22/09/2017;09:00;0,28;0,13;1,07;1,38;15;88;1018,8;0;89;16,7;0,19
22/09/2017;08:00;0,29;0,25;1,16;1,81;339;91;1018,6;0;80,6;16;0,8
22/09/2017;07:00;0,25;0,19;0,81;1,24;332;92;1018,3;0;10,2;15,6;1,42
22/09/2017;06:00;0,23;0,13;0,57;1,11;337;92;1017,8;0;0,4;15,9;1,82
22/09/2017;05:00;0,2;0,13;0,71;1,22;333;92;1017,4;0,1;0,3;16,4;1,21
22/09/2017;04:00;0,23;0,13;0,77;1,22;334;92;1017,3;0;0,3;16,8;0,97
22/09/2017;03:00;0,22;0,21;0,96;1,21;337;91;1017,4;0;0,3;16,9;0,88
22/09/2017;02:00;0,4;0,49;2;2,51;337;90;1017,4;0,1;0,3;17,3;0,89
22/09/2017;01:00;0,52;0,62;2,59;3,71;357;88;1017,7;0,1;0,3;17,3;0,4
21/09/2017;24:00;0,41;0,47;2,03;3,71;17;86;1017,5;0;0,3;17,4;0,17
21/09/2017;23:00;0,37;0,49;2,07;3,24;175;85;1017,3;0;0,3;17,5;0,5
21/09/2017;22:00;0,41;0,55;2,33;3,46;166;84;1017,2;0;0,3;18;0,24
21/09/2017;21:00;0,45;0,46;1,82;2,36;166;83;1017,1;0;0,3;18,4;0,07
21/09/2017;20:00;0,43;0,48;1,86;2,4;182;82;1016,9;0;0,3;18,9;0,15
21/09/2017;19:00;0,39;0,44;1,63;1,94;327;80;1016,6;0;0,8;19,1;0,63
21/09/2017;18:00;0,34;0,33;1,18;1,66;335;78;1016,4;0;20,9;19,3;1,11
21/09/2017;17:00;0,21;0,29;1,19;1,46;339;77;1015,9;0;93,9;19,3;2,48
21/09/2017;16:00;0,21;0,27;0,92;1,29;336;78;1015,2;0;100,9;19,3;2,64
21/09/2017;15:00;0,29;0,36;1,23;1,47;339;77;1014,7;0;151,4;19,6;2,45
21/09/2017;14:00;0,39;0,36;1,15;1,91;335;71;1014,3;0;377,6;20,6;2,26
21/09/2017;13:00;0,47;0,55;2,05;2,89;342;66;1014;0;407,2;21,3;1,52
21/09/2017;12:00;0,84;1,18;4,3;6,36;340;60;1014,1;0;516,5;21,1;1,4
21/09/2017;11:00;2,02;1,54;5,32;8,88;22;60;1014,2;0;479,7;20,6;0,58
21/09/2017;10:00;;;;;120;66;1014,3;0;352,9;18,6;0,28
21/09/2017;09:00;0,7;1,37;5,45;8,69;158;77;1014,1;0;278;15,3;0,66
21/09/2017;08:00;0,71;1,27;5,14;8,01;153;85;1013,7;0;155,6;13;0,96
21/09/2017;07:00;0,62;0,98;3,58;6,78;150;88;1013,4;0;24,9;11,6;1,19
21/09/2017;06:00;0,58;0,79;2,96;5,06;166;88;1013,1;0;0,9;11,8;0,88
21/09/2017;05:00;0,58;0,73;2,83;4,11;150;88;1012,8;0;0,3;12,2;1,15
21/09/2017;04:00;0,48;0,7;2,5;4,22;150;88;1013,1;0;0,3;12,5;1,24
21/09/2017;03:00;0,45;0,67;2,3;3,95;159;88;1013,3;0;0,3;12,5;1
21/09/2017;02:00;0,45;0,7;2,48;4,3;157;87;1013,5;0;0,3;13;1,08
21/09/2017;01:00;0,49;0,68;2,55;4,35;157;86;1013,4;0;0,3;13,5;0,98
20/09/2017;24:00;0,55;0,68;2,64;4,77;166;85;1013,3;0;0,3;13,9;0,89
20/09/2017;23:00;0,62;0,74;2,84;4,81;183;83;1013,3;0;0,3;14,5;0,7
20/09/2017;22:00;0,59;0,82;3,04;4,69;175;79;1013,3;0;0,3;15,3;0,79
20/09/2017;21:00;0,73;0,88;3,26;5,14;182;73;1013,4;0;0,3;16,5;0,53
20/09/2017;20:00;0,62;0,9;3,24;4,2;291;69;1013,3;0;0,3;18;0,09
20/09/2017;19:00;0,64;0,83;3,25;4,96;286;63;1013,2;0;1,3;19,5;0,75
20/09/2017;18:00;0,68;0,6;2,26;3,19;321;53;1013,2;0;17,4;22,2;0,86
20/09/2017;17:00;0,66;0,6;2,25;3,23;329;51;1013,3;0;46,4;23,4;1,15
20/09/2017;16:00;0,46;0,58;1,95;2,38;338;47;1013,6;0;91,6;23,8;1,61
20/09/2017;15:00;0,62;0,48;1,63;2,18;344;42;1014,1;0;91;24,7;1,15
20/09/2017;14:00;0,75;0,45;1,54;2,08;27;36;1014,6;0;601;24,4;1,11
20/09/2017;13:00;3,6;0,64;2,37;3,49;43;35;1015,3;0;433,6;24,4;0,72
20/09/2017;12:00;3,49;0,97;3,51;4,53;130;43;1016;0;734,6;22,5;0,32
20/09/2017;11:00;5,25;1,14;4,27;5,96;111;55;1016,8;0;589,4;19,1;0,33
20/09/2017;10:00;;;;;111;64;1017,5;0;434,1;16;0,62
20/09/2017;09:00;1,53;1,14;4,53;5,15;112;74;1017,8;0;318,6;13,2;0,81
20/09/2017;08:00;1,1;0,9;3,56;3,91;126;85;1018,1;0;161,1;11,1;0,72
20/09/2017;07:00;0,8;0,75;3,14;3,73;119;90;1018,5;0;29,3;9,8;0,7
20/09/2017;06:00;1,24;0,6;2,33;2,78;142;90;1018,8;0;1;9,8;0,7
20/09/2017;05:00;1,29;0,61;2,3;2,75;129;90;1018,9;0;0,3;10,1;0,69
20/09/2017;04:00;0,65;0,53;2,18;2,51;145;90;1019,3;0;0,3;10,4;0,83
20/09/2017;03:00;0,27;0,42;1,57;2,58;148;90;1019,8;0;0,3;10,7;0,79
20/09/2017;02:00;0,26;0,41;1,77;3,19;153;90;1020,2;0;0,3;10,8;1,05
20/09/2017;01:00;0,29;0,43;1,92;3,67;163;89;1020,6;0;0,3;11,2;0,88
19/09/2017;24:00;0,31;0,4;1,85;3,98;165;88;1020,9;0;0,3;11,6;0,92
19/09/2017;23:00;0,37;0,46;1,85;3,77;183;86;1021,1;0;0,3;12,2;0,83
19/09/2017;22:00;0,37;0,49;1,92;3,08;182;83;1021,5;0;0,3;13,1;0,56
19/09/2017;21:00;0,35;0,39;1,54;1,98;183;79;1021,5;0;0,3;14,1;0,28
19/09/2017;20:00;0,29;0,38;1,45;1,73;225;74;1021,3;0;0,3;15,3;0,58
19/09/2017;19:00;0,23;0,33;1,39;1,46;359;67;1021;0;1,9;16,9;0,31
19/09/2017;18:00;0,23;0,41;1,84;1,95;347;61;1020,8;0;22,7;18,7;0,99
19/09/2017;17:00;0,23;0,36;1,47;1,8;342;58;1020,8;0;55,1;19,5;1,42
19/09/2017;16:00;0,21;0,31;1,1;1,5;337;56;1020,8;0;113;19,8;1,41
19/09/2017;15:00;0,19;0,33;1,05;1,61;333;56;1021,3;0;107;20;1,21
19/09/2017;14:00;0,16;0,27;0,97;1,71;328;56;1021,8;0;639,2;20;1,25
19/09/2017;13:00;0,2;0,36;1,2;2,13;344;58;1022;0;468,3;19,5;1,49
19/09/2017;12:00;0,22;0,52;1,89;9,52;342;60;1022,2;0;732,8;18,9;1,49
19/09/2017;11:00;0,45;0,93;3,53;4,34;345;64;1022,4;0;576,7;18,3;1,43
19/09/2017;10:00;;;;;22;86;1022,2;0;416,8;17,1;0,37
19/09/2017;09:00;;;;;127;93;1022,1;0;341,7;15,4;0,33
19/09/2017;08:00
19/09/2017;07:00;0,28;0,79;2,89;6,3;161;94;1021,3;0;26,9;13,1;0,67
19/09/2017;06:00;0,21;0,22;0,83;3,05;166;94;1021;0;0,9;13,3;0,61
19/09/2017;05:00;0,23;0,13;0,9;3,62;170;93;1020,9;0;0,3;13,5;0,56
19/09/2017;04:00;0,24;0,16;0,93;3,82;175;93;1020,8;0;0,3;13,8;0,43
19/09/2017;03:00;0,25;0,3;1,24;3,83;174;93;1020,7;0;0,3;13,9;0,54
19/09/2017;02:00;0,29;0,31;1,44;3,59;175;93;1021;0;0,3;14,2;0,32
19/09/2017;01:00;0,36;0,4;1,67;3,56;194;92;1020,8;0;0,3;14,6;0,25
18/09/2017;24:00;0,32;0,39;1,57;3,67;305;92;1020,7;0,1;0,3;15;0,09
18/09/2017;23:00;0,38;0,4;1,84;3,46;184;92;1020,6;0;0,3;15,1;0,25
18/09/2017;22:00;0,4;0,4;1,77;2,81;186;92;1020,5;0;0,3;15,2;0,12
18/09/2017;21:00;0,4;0,42;1,89;3,08;230;92;1020,2;0;0,3;15,1;0,2
18/09/2017;20:00;0,39;0,54;2,16;3,51;267;92;1019,6;0;0,3;15,1;0,34
18/09/2017;19:00;0,32;0,45;1,87;3,41;290;92;1018,8;0;1,2;15,2;0,82
18/09/2017;18:00;0,28;0,42;1,58;4,41;332;91;1018;0;12,4;15,2;1,14
18/09/2017;17:00;0,27;0,6;2,26;3,63;340;89;1017,2;0,3;19,3;15,9;0,75
18/09/2017;16:00;0,28;0,54;1,95;3,06;26;89;1016,8;0,1;66,2;16,6;0,43
18/09/2017;15:00;0,29;0,51;1,75;2,14;48;88;1016,7;0;145,3;16,6;0,18
18/09/2017;14:00;0,25;0,51;1,77;2,17;359;88;1016,5;0,1;141,8;15,9;0,56
18/09/2017;13:00;;;;;10;86;1016,5;0;86,8;15,9;0,76
18/09/2017;12:00;;;;;6;85;1016,1;0;80,2;16,2;0,34
18/09/2017;11:00;0,53;0,79;2,65;4,4;194;87;1015,8;0;59,7;16,2;0,25
18/09/2017;10:00;0,45;0,73;2,57;3,34;132;90;1015,3;0;167,5;16,2;0,1
18/09/2017;09:00;0,28;1,43;4,71;5,7;153;92;1014,7;0;140,4;15,1;0,34
18/09/2017;08:00;0,32;0,94;3,47;5,79;160;93;1014,2;0;78,2;14;0,47
18/09/2017;07:00;0,24;0,16;0,74;3,12;156;92;1014,1;0;12,7;13,5;0,48
18/09/2017;06:00;0,21;0,13;0,53;2,76;172;92;1013,7;0;0,5;13,5;0,39
18/09/2017;05:00;0,2;0,13;0,37;2,28;173;92;1013,7;0,1;0,3;13,6;0,27
18/09/2017;04:00;0,18;0,13;0,42;2,15;170;91;1013,7;0,1;0,3;13,6;0,41
18/09/2017;03:00;0,17;0,13;0,4;2,58;160;90;1013,9;0,3;0,3;13,8;0,6
18/09/2017;02:00;0,23;0,13;0,53;2,7;165;88;1014,3;0,2;0,3;14,1;0,33
18/09/2017;01:00;0,23;0,13;0,53;2,25;179;84;1014,5;0,1;0,3;14,4;0,62
17/09/2017;24:00;0,28;0,13;0,57;1,37;176;76;1015;0,1;0,3;15,7;0,33
17/09/2017;23:00;0,28;0,14;0,57;1,18;200;72;1015,3;0;0,3;16,2;0,18
17/09/2017;22:00;0,28;0,14;0,57;1,02;231;72;1015,5;0;0,3;16,5;0,23
17/09/2017;21:00;0,25;0,13;0,57;0,9;271;72;1015,7;0;0,3;16,8;0,33
17/09/2017;20:00;0,24;0,16;0,62;1,08;313;70;1015,4;0;0,3;17,1;0,66
17/09/2017;19:00;0,2;0,14;0,33;0,76;309;67;1014,8;0;4,8;17,5;0,73
17/09/2017;18:00;0,15;0,13;0,39;0,56;334;68;1014,6;0;42,8;17,5;2,35
17/09/2017;17:00;0,21;0,13;0,23;0,5;336;67;1014,5;0;105,9;18,1;2,77
17/09/2017;16:00;0,13;0,13;0,18;0,5;337;59;1014,3;0;179,1;18,8;2,25
17/09/2017;15:00;0,15;0,13;0,33;0,51;338;50;1014,2;0;258,2;19,8;2,28
17/09/2017;14:00;0,22;0,13;0,26;0,53;329;48;1014,6;0;330,9;19,5;1,9
17/09/2017;13:00;;;;;319;48;1014,8;0;295,5;19,3;1,91
17/09/2017;12:00;;;;;299;51;1014,8;0;720,2;19,5;0,85
17/09/2017;11:00;0,62;0,22;0,77;1,14;294;55;1015,1;0;225,6;17,7;1,23
17/09/2017;10:00;1,84;0,44;1,56;2,4;279;64;1015;0;355,3;16,8;0,3
17/09/2017;09:00;0,37;0,15;0,63;1,38;130;80;1014,9;0;242,6;13,2;0,73
17/09/2017;08:00;0,2;0,13;0,5;0,93;155;83;1014,7;0;58,2;11,6;0,91
17/09/2017;07:00;0,22;0,13;0,35;0,97;145;85;1014,2;0;23,2;11,1;0,64
17/09/2017;06:00;0,15;0,13;0,35;1,09;152;85;1013,8;0;0,8;10,9;0,87
17/09/2017;05:00;0,19;0,13;0,47;1,09;162;85;1013,4;0;0,3;10,9;0,88
17/09/2017;04:00;0,17;0,13;0,69;0,9;152;85;1013,4;0;0,3;11,1;0,79
17/09/2017;03:00;0,18;0,13;0,42;0,96;150;86;1013,5;0;0,3;11,2;0,53
17/09/2017;02:00;0,26;0,13;0,35;1,04;154;85;1013,8;0;0,3;11,4;0,94
17/09/2017;01:00;0,55;0,16;0,62;1,03;153;85;1014,1;0;0,3;11,8;0,61
16/09/2017;24:00;0,55;0,14;0,53;0,98;134;84;1014,1;0;0,3;12,2;0,33
16/09/2017;23:00;0,35;0,13;0,37;0,71;153;82;1014,5;0;0,3;12,7;0,32
16/09/2017;22:00;0,36;0,13;0,56;0,98;179;84;1014,5;0;0,3;12,3;0,37
16/09/2017;21:00;0,4;0,21;0,62;1,17;200;83;1014,5;0;0,3;12,8;0,51
16/09/2017;20:00;0,54;0,24;0,73;1,34;217;87;1014,5;0;0,3;12,9;0,49
16/09/2017;19:00;0,69;0,28;0,75;1,32;211;86;1014,1;0;1,6;13,3;0,38
16/09/2017;18:00;0,79;0,18;0,57;1,05;7;81;1013,9;0,2;23,6;14;0,2
16/09/2017;17:00;1,04;0,23;0,73;1,15;156;77;1013,7;0,1;87,4;15,3;0,21
16/09/2017;16:00;0,79;0,31;0,84;1,04;45;77;1013,8;0;135;14,7;0,52
16/09/2017;15:00;0,73;0,34;1,37;1,02;137;78;1013,8;0,1;179,4;15,5;0,29
16/09/2017;14:00;0,26;0,14;0,51;0,89;12;80;1014,1;0,1;323,9;14,1;0,52
16/09/2017;13:00;;;;;328;68;1014,2;0,2;130,1;14,6;1,24
16/09/2017;12:00;;;;;327;62;1014;0;274,4;15,5;1,74
16/09/2017;11:00;0,21;0,13;0,37;0,81;326;63;1013,8;0;292,3;15,8;1,59
16/09/2017;10:00;0,18;0,13;0,35;0,75;294;62;1013,7;0;298;15,8;0,83
16/09/2017;09:00;0,19;0,13;0,29;0,71;275;69;1013,5;0;368,5;14,5;0,58
16/09/2017;08:00;0,17;0,13;0,44;1,2;199;85;1013;0;172,8;12,4;0,61
16/09/2017;07:00;0,16;0,13;0,37;1,21;163;91;1013,2;0;40,5;10,9;0,37
16/09/2017;06:00;0,17;0,13;0,52;1,3;162;91;1012,6;0;0,8;10,5;0,59
16/09/2017;05:00;0,19;0,13;0,47;1,3;162;91;1012,5;0;0,3;10,2;0,68
16/09/2017;04:00;0,18;0,13;0,57;1,27;154;91;1012,7;0;0,3;10,6;0,5
16/09/2017;03:00;0,13;0,13;0,57;1,28;157;91;1012,9;0,1;0,3;10,6;0,67
16/09/2017;02:00;0,15;0,21;0,82;1,39;162;91;1013,5;0;0,3;10,7;0,76
16/09/2017;01:00;0,2;0,13;0,66;1,44;157;91;1013,8;0;0,3;11;0,59
15/09/2017;24:00;0,23;0,14;0,68;1,5;172;90;1014,1;0;0,3;11,1;0,46
15/09/2017;23:00;0,29;0,14;0,74;1,54;169;89;1014,6;0;0,3;11,6;0,63
15/09/2017;22:00;0,33;0,22;1,01;1,68;154;88;1014,8;0,1;0,3;12,1;0,3
15/09/2017;21:00;0,25;0,21;0,89;1,39;175;86;1014,7;0,1;0,3;12,3;0,46
15/09/2017;20:00;0,25;0,27;1,14;1,49;234;84;1014,7;0,2;0,3;12,7;0,35
15/09/2017;19:00;0,28;0,34;1,45;1,8;214;80;1014,2;0;7,4;13,7;0,27
15/09/2017;18:00;0,27;0,31;1,29;1,82;269;78;1014,1;0,1;29,3;14,8;0,51
15/09/2017;17:00;0,23;0,27;1,11;1,51;308;78;1014,1;0,2;70,2;14,8;0,91
15/09/2017;16:00;0,28;0,42;1,67;2,2;290;74;1013,8;0;157,9;15,8;1,3
15/09/2017;15:00;0,27;0,4;1,76;2,25;318;76;1014;0,1;184,1;15,2;1,21
