Date;Hour;Benceno (µg/m3);Etilbenceno (µg/m3);Ortoxileno (µg/m3);Tolueno (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
17/10/2017;15:00;2,81;0,53;1,95;3,04;348;48;1009,8;0;71,4;24,9;0,46
17/10/2017;14:00;2,29;0,29;1,17;2,2;108;44;1009,7;0;137,9;25,6;0,42
17/10/2017;13:00;1,06;0,18;1,11;1,42;146;42;1010,7;0;194,2;25,9;0,7
17/10/2017;12:00;4,33;0,43;1,5;3,16;86;41;1011,5;0;232,2;26,6;0,59
17/10/2017;11:00;1,04;0,59;2,19;2,34;163;44;1012,2;0;291,9;26;0,42
17/10/2017;10:00;;;;;171;52;1012,8;0;196,6;23,5;0,72
17/10/2017;09:00;0,84;0,84;3,43;3,9;131;60;1013,2;0;66,8;20,8;0,65
17/10/2017;08:00;0,46;0,59;2,44;3,34;153;62;1013,2;0;62,1;19,7;1,11
17/10/2017;07:00;0,47;0,58;2,54;3,5;158;65;1013,1;0;7,5;19,1;1,13
17/10/2017;06:00;0,59;0,69;2,97;4,06;173;75;1013,3;0;0,3;17,4;0,56
17/10/2017;05:00;0,58;0,66;2,74;3,86;156;81;1013,6;0;0,3;16,7;0,53
17/10/2017;04:00;0,58;0,63;2,89;5,2;151;85;1013,9;0;0,3;16,2;0,8
17/10/2017;03:00;3,26;0,6;2,21;6,13;147;86;1014,4;0;0,3;16,1;1,01
17/10/2017;02:00;0,92;0,26;1,61;5,17;136;87;1015,3;0;0,3;16,2;0,68
17/10/2017;01:00;0,78;0,27;1,52;5,74;151;86;1016;0;0,3;16,4;0,66
16/10/2017;24:00;10,27;0,52;2,13;7,25;153;85;1017;0;0,3;17;0,47
16/10/2017;23:00;4,61;0,14;1,9;2,63;117;83;1018;0;0,3;17,7;0,03
16/10/2017;22:00;4,01;0,13;1,37;2,26;28;82;1018,8;0;0,3;18,2;0,24
16/10/2017;21:00;0,35;0,27;2,18;2,13;39;80;1019,2;0;0,3;18,7;0,58
16/10/2017;20:00;0,12;0,13;0,6;1,21;21;79;1019,5;0;0,3;19;0,59
16/10/2017;19:00;0,15;0,13;0,83;1,01;359;77;1019,6;0;0,3;19,4;0,78
16/10/2017;18:00;0,18;0,13;0,81;1,14;341;74;1019,5;0;5,5;19,8;0,99
16/10/2017;17:00;0,17;0,13;0,58;1,13;342;75;1019,3;0;60,9;20,2;1,31
16/10/2017;16:00;0,12;0,13;0,52;0,86;339;73;1019;0;89,7;20,9;1,83
16/10/2017;15:00;0,12;0,13;0,65;0,68;339;69;1019;0;129,3;21,4;2,12
16/10/2017;14:00;0,24;0,13;0,63;0,74;337;67;1019;0;277,6;22;2,23
16/10/2017;13:00;0,43;0,13;0,9;1,25;339;66;1018,8;0;280,9;22,1;2,99
16/10/2017;12:00;0,36;0,23;1,48;1,39;331;58;1018,6;0;235,2;24,5;2,21
16/10/2017;11:00;0,25;0,62;2,27;1,57;174;44;1017,9;0;214,5;26,5;1
16/10/2017;10:00;;;;;173;48;1017,2;0;169,3;25,2;1,18
16/10/2017;09:00;0,11;0,16;0,49;1,04;198;52;1017,1;0;65,3;23,5;1,16
16/10/2017;08:00;0,11;0,13;0,21;0,69;200;54;1016,5;0;84,4;22,9;0,63
16/10/2017;07:00;0,12;0,13;0,12;0,36;222;52;1015,4;0;7;23,3;1,07
16/10/2017;06:00;0,41;0,13;0,04;0,35;212;50;1014,7;0;0,3;23,9;0,89
16/10/2017;05:00;0,71;0,13;0,04;;170;50;1014,4;0;0,3;24;0,81
16/10/2017;04:00;0,11;0,13;0,04;;187;51;1014,2;0;0,3;24,3;2,15
16/10/2017;03:00;0,13;0,13;0,15;;193;48;1014;0;0,3;25,2;2,24
16/10/2017;02:00;0,11;0,13;0,06;0,24;182;49;1014,1;0;0,3;25,3;1,84
16/10/2017;01:00;0,66;0,13;0,45;0,7;166;52;1014,6;0;0,3;24,6;1,35
15/10/2017;24:00;0,54;0,13;0,4;0,93;168;55;1015,4;0;0,3;23,9;1,18
15/10/2017;23:00;0,21;0,13;0,45;0,8;168;55;1015,5;0;0,3;23,9;1,48
15/10/2017;22:00;0,66;0,19;0,93;1,3;159;54;1015,6;0;0,3;23,8;1,22
15/10/2017;21:00;0,32;0,2;0,92;1,4;158;54;1015,4;0;0,3;24,1;0,77
15/10/2017;20:00;0,28;0,14;0,85;1,25;133;51;1015,4;0;0,3;25,2;0,66
15/10/2017;19:00;0,2;0,13;0,87;1,25;146;45;1015,3;0;0,3;26,7;0,97
15/10/2017;18:00;0,2;0,13;0,43;0,75;158;43;1015;0;3,1;27,8;1,17
15/10/2017;17:00;0,28;0,13;0,41;0,72;134;42;1014,9;0;24;29,1;0,49
15/10/2017;16:00;0,78;0,13;0,45;0,93;162;36;1014,9;0;45,8;31,6;0,63
15/10/2017;15:00;5,63;0,33;1,28;3,43;146;37;1015,2;0;94,3;31,8;0,6
15/10/2017;14:00;4,95;0,25;0,55;2,31;128;42;1015,8;0;210,1;29,6;0,44
15/10/2017;13:00;0,1;0,13;0,04;0,29;164;44;1016,6;0;185;27,7;1,15
15/10/2017;12:00;0,15;0,13;0,23;0,39;160;46;1017,3;0;280,8;27,1;1,29
15/10/2017;11:00;0,16;0,13;0,07;0,18;157;51;1017,8;0;168;25,3;1,31
15/10/2017;10:00;;;;;158;53;1018;0;172,7;24,4;1,41
15/10/2017;09:00;0,11;0,13;0,04;0,29;165;56;1018,1;0;93,8;23,2;1,36
15/10/2017;08:00;0,11;0,13;0,04;0,21;167;56;1017,7;0;72,9;22,8;2,03
15/10/2017;07:00;0,15;0,13;0,12;0,25;159;57;1017,3;0;10,3;22,5;1,6
15/10/2017;06:00;0,27;0,13;0,17;0,29;155;58;1017,3;0;0,3;22,6;1,67
15/10/2017;05:00;0,37;0,13;0,04;0,22;162;57;1017,2;0;0,3;23;1,53
15/10/2017;04:00;0,46;0,13;0,04;0,4;161;57;1017;0;0,3;23,2;1,21
15/10/2017;03:00;2,11;0,13;0,15;0,93;149;58;1017,1;0;0,3;23,1;1,14
15/10/2017;02:00;1,91;0,13;0,24;0,91;149;59;1017,3;0;0,3;23,1;0,84
15/10/2017;01:00;3,02;0,13;0,46;1,41;153;58;1017,5;0;0,3;23,4;0,77
14/10/2017;24:00;3,78;0,13;0,54;1,63;139;57;1017,6;0;0,3;23,6;0,56
14/10/2017;23:00;0,72;0,13;0,56;1,09;117;57;1017,5;0;0,3;23,7;0,59
14/10/2017;22:00;0,33;0,13;0,92;1,38;118;56;1017,4;0;0,3;23,8;0,68
14/10/2017;21:00;0,31;0,19;1,41;2,06;155;55;1017,4;0;0,3;24,1;0,67
14/10/2017;20:00;0,49;0,48;2,09;2,55;159;54;1017,2;0;0,3;24,6;0,92
14/10/2017;19:00;0,78;0,33;1,73;2,7;171;52;1016,9;0;0,3;25,2;0,61
14/10/2017;18:00;2,27;0,2;0,93;2,05;180;47;1016,3;0;4,4;27,1;0,41
14/10/2017;17:00;0,71;0,14;0,29;0,92;151;39;1016;0;23,8;30,5;0,46
14/10/2017;16:00;0,18;0,13;0,12;0,57;157;36;1016,1;0;39,4;31,9;0,44
14/10/2017;15:00;0,24;0,13;0,27;0,61;177;36;1016,3;0;89,4;31,6;0,64
14/10/2017;14:00;0,56;0,13;0,57;0,96;179;38;1016,6;0;283,4;30,8;0,64
14/10/2017;13:00;1,27;0,2;0,85;1,73;221;42;1017,3;0;226,6;29,8;0,4
14/10/2017;12:00;5,36;0,35;1,36;3,21;6;49;1018,2;0;355,5;27,7;0,35
14/10/2017;11:00;5,8;0,54;2,2;3,95;122;56;1018,8;0;213,2;25,9;0,17
14/10/2017;10:00;;;;;104;70;1019,3;0;161,1;21,9;0,32
14/10/2017;09:00;1,97;0,39;1,64;2,6;138;82;1019,4;0;73,3;18,4;0,6
14/10/2017;08:00;11,13;0,53;2,02;5,15;111;87;1019,3;0;82,6;16,9;0,79
14/10/2017;07:00;7,43;0,31;1,17;3,42;100;86;1019,4;0;7,6;16,8;0,55
14/10/2017;06:00;2,49;0,21;1,18;2,29;116;85;1019,6;0;0,3;17,3;0,32
14/10/2017;05:00;0,85;0,25;1,42;2,19;50;85;1019,9;0;0,3;17,5;0,37
14/10/2017;04:00;1,6;0,49;1,85;3,41;88;85;1020,1;0;0,3;17,7;0,05
14/10/2017;03:00;1,26;0,43;1,94;3,59;166;85;1020,4;0;0,3;17,8;0,09
14/10/2017;02:00;0,78;0,44;2,48;2,91;331;85;1021;0;0,3;17,7;0,33
14/10/2017;01:00;0,76;0,32;2,21;2,6;12;85;1021,2;0;0,3;17,7;0,33
13/10/2017;24:00;0,79;0,3;1,48;2,28;22;84;1021,4;0;0,3;17,8;0,31
13/10/2017;23:00;1,16;0,24;1,06;2,07;23;84;1021,6;0;0,3;17,9;0,58
13/10/2017;22:00;1,84;0,29;1,27;2,57;39;83;1021,6;0;0,3;18,1;0,34
13/10/2017;21:00;0,64;0,21;1,17;2,28;98;83;1021,6;0;0,3;18,2;0,11
13/10/2017;20:00;0,58;0,13;0,77;1,75;35;83;1021,4;0;0,3;18,1;0,75
13/10/2017;19:00;0,49;0,2;0,93;1,98;36;82;1021,2;0;0,3;18,4;0,65
13/10/2017;18:00;0,44;0,18;0,64;3,16;350;81;1020,8;0;4,3;18,7;0,99
13/10/2017;17:00;0,35;0,13;0,57;6,5;340;80;1020,5;0;41,8;19;1,22
13/10/2017;16:00;0,36;0,13;0,83;5,2;338;80;1020,3;0;115;19,4;1,82
13/10/2017;15:00;0,4;0,16;0,99;2,91;336;80;1020,1;0;142,2;19,5;2,04
13/10/2017;14:00;0,48;0,31;1,29;2,08;339;78;1019,8;0;294,4;20;2,6
13/10/2017;13:00;0,83;0,67;2,69;3,35;336;74;1019,7;0;210,6;20,4;2,18
13/10/2017;12:00;1,49;1,09;4,2;4,79;337;71;1020,1;0;369,8;20,8;1,76
13/10/2017;11:00;3,24;1,6;6,26;8,39;343;69;1020,3;0;183,2;20,9;1,55
13/10/2017;10:00;;;;;11;66;1020,1;0;159,5;20,5;0,49
13/10/2017;09:00;10,74;1,66;6,19;10,91;21;72;1020,1;0;94,1;18;0,33
13/10/2017;08:00;1,86;0,96;3,92;5,39;137;76;1019,7;0;80,4;16,6;0,3
13/10/2017;07:00;0,76;0,61;2,84;3,47;154;76;1019,1;0;9;16;0,76
13/10/2017;06:00;0,69;0,63;2,48;3,13;151;77;1018,8;0;0,3;15,8;1,38
13/10/2017;05:00;0,69;0,63;2,43;3,14;152;80;1018,6;0;0,3;15,3;1,53
13/10/2017;04:00;0,56;0,65;2,48;2,98;152;82;1018,6;0;0,3;15;1,71
13/10/2017;03:00;0,56;0,64;2,64;3,15;150;85;1018,8;0;0,3;14,8;1,27
13/10/2017;02:00;0,6;0,68;2,74;3,34;145;86;1019,1;0;0,3;14,9;0,95
13/10/2017;01:00;0,67;0,67;2,95;3,55;149;87;1019,3;0;0,3;15,3;1,25
12/10/2017;24:00;0,78;0,68;2,81;3,73;152;88;1019,6;0;0,3;15,4;0,89
12/10/2017;23:00;0,88;0,59;2,43;3,67;157;88;1020;0;0,3;15,6;0,94
12/10/2017;22:00;1,28;0,55;2,23;3,59;168;86;1020,4;0;0,3;15,8;0,58
12/10/2017;21:00;1,61;0,62;2,63;3,97;190;84;1020,4;0;0,3;16,6;0,35
12/10/2017;20:00;1,65;0,69;2,64;4,62;194;82;1020,1;0;0,3;17,4;0,26
12/10/2017;19:00;1,6;0,51;2,06;3,31;31;78;1020;0;0,3;18,7;0,09
12/10/2017;18:00;2,15;0,54;1,72;2,67;336;74;1019,8;0;5,3;19,6;0,76
12/10/2017;17:00;1,52;0,42;1,67;2,27;338;68;1019,5;0;28,1;21,2;1,68
12/10/2017;16:00;1,58;0,61;2,46;2,34;341;65;1019,2;0;47,9;22,2;1,84
12/10/2017;15:00;1,76;0,66;2,63;2,6;340;60;1019,3;0;113,3;23,3;1,25
12/10/2017;14:00;3,1;0,65;2,51;3,39;338;57;1019,8;0;328,2;23,4;1,12
12/10/2017;13:00;6,47;0,66;1,82;4,05;341;54;1020,2;0;188,9;23,6;1,04
12/10/2017;12:00;12,77;0,8;2,4;6,18;94;58;1020,9;0;400,5;22,3;0,33
12/10/2017;11:00;10,25;0,84;2,98;5,92;103;68;1021,3;0;189,6;19,1;0,76
12/10/2017;10:00;;;;;103;79;1021,8;0;156,7;16,4;0,66
12/10/2017;09:00;17,77;0,78;3,25;7,09;118;90;1021,8;0;91,3;14;0,85
12/10/2017;08:00;18,95;0,75;3,01;6,86;109;92;1021,7;0;76,7;12,8;0,55
12/10/2017;07:00;14,86;0,62;2,53;5,81;123;92;1021,5;0;9,8;12,4;0,57
12/10/2017;06:00;4,44;0,53;2,22;3,93;126;92;1021,3;0;0,3;12,7;0,58
12/10/2017;05:00;1,62;0,45;2,22;3,5;144;91;1021,2;0;0,3;12,9;0,44
12/10/2017;04:00;0,32;0,27;1,53;3,36;148;91;1021,1;0;0,3;13;0,74
12/10/2017;03:00;0,37;0,25;1,38;3,48;163;90;1021;0;0,3;13;0,94
12/10/2017;02:00;0,39;0,21;1,1;3,58;168;90;1021,2;0;0,3;13,4;0,77
12/10/2017;01:00;0,41;0,19;1,07;3,36;177;89;1021,3;0;0,3;13,7;0,9
11/10/2017;24:00;0,44;0,28;1,45;2,72;178;87;1021,3;0;0,3;14,4;0,81
11/10/2017;23:00;0,55;0,37;1,48;2,64;181;85;1021,3;0;0,3;15,1;0,58
11/10/2017;22:00;0,69;0,33;1,96;2,11;190;83;1021,4;0;0,3;16;0,35
11/10/2017;21:00;0,71;0,43;1,51;2,15;230;81;1021,1;0;0,3;17,3;0,26
11/10/2017;20:00;0,8;0,14;1,21;1,77;327;78;1020,7;0;0,3;18,3;0,51
11/10/2017;19:00;0,75;0,13;0,92;1,52;336;77;1020,1;0;0,3;18,7;1,31
11/10/2017;18:00;0,35;0,13;0,77;1,15;341;78;1019,3;0;3,6;18,8;1,69
11/10/2017;17:00;0,61;0,18;1,03;1,89;339;77;1018,5;0;35,1;19,2;1,37
11/10/2017;16:00;0,45;0,28;0,98;1,61;341;75;1017,8;0;63,7;19,8;1,53
11/10/2017;15:00;0,53;0,24;0,96;1,62;337;72;1017,4;0;134,8;20,6;2,04
11/10/2017;14:00;1,16;0,42;1,61;2,23;343;62;1017;0;284,5;21,7;1,9
11/10/2017;13:00;2,28;0,64;2,55;3,27;336;49;1016,7;0;205,3;22,9;1,61
11/10/2017;12:00;1,86;0,8;3,32;3,77;338;46;1016,6;0;412;22,6;1,69
11/10/2017;11:00;2,27;0,9;3,65;3,25;328;40;1016,2;0;165,3;23,3;1,02
11/10/2017;10:00;;;;;126;37;1015,6;0;156,3;23,1;0,75
11/10/2017;09:00;16,05;1,13;4,6;8,87;103;45;1015,2;0;105,2;20,1;0,53
11/10/2017;08:00;5,08;0,76;3,31;4,53;149;54;1014,6;0;83,8;17,3;0,51
11/10/2017;07:00;0,48;0,6;2,4;2,98;137;62;1014,3;0;9,1;15,6;0,97
11/10/2017;06:00;0,45;0,68;2,75;3,6;153;73;1014,2;0;0,3;14,3;1,48
11/10/2017;05:00;0,49;0,72;2,94;3,74;150;83;1014,4;0;0,3;13;1,13
11/10/2017;04:00;0,53;0,81;3,05;3,8;146;85;1014,5;0;0,3;13,2;1,41
11/10/2017;03:00;0,53;0,84;3,06;3,81;144;87;1014,5;0;0,3;13,6;1,29
11/10/2017;02:00;0,79;0,82;3,21;4,32;149;88;1015;0;0,3;13,9;1,22
11/10/2017;01:00;1,2;0,87;3,53;4,73;146;89;1015,3;0;0,3;14,1;0,93
10/10/2017;24:00;0,75;0,96;3,65;4,83;149;89;1015,5;0;0,3;14,4;0,76
10/10/2017;23:00;0,88;1,15;4,38;5,73;156;88;1015,9;0;0,3;14,8;0,78
10/10/2017;22:00;0,61;0,89;3,7;5,39;148;88;1016,2;0;0,3;15,2;0,83
10/10/2017;21:00;0,53;0,88;3,63;5,02;162;87;1016,3;0;0,3;15,3;0,84
10/10/2017;20:00;0,58;0,83;3,33;4,4;177;84;1016,3;0;0,3;16;0,67
10/10/2017;19:00;0,59;0,58;2,34;3,09;249;80;1016,3;0;0,3;17,5;0,32
10/10/2017;18:00;0,45;0,63;2,56;3,08;310;76;1016;0;5,6;18,3;1,11
10/10/2017;17:00;0,41;0,53;2,06;2,55;330;71;1015,6;0;26,5;20;1,74
10/10/2017;16:00;0,45;0,52;1,81;2,6;336;69;1015,5;0;65,4;20,5;2,2
10/10/2017;15:00;0,5;0,6;2,01;3,15;345;65;1015,7;0;142;21,2;1,71
10/10/2017;14:00;0,72;0,63;2,48;3,53;342;63;1016;0;242;21,6;1,06
10/10/2017;13:00;0,94;0,94;3,44;4,68;30;55;1016,7;0;244,8;22,5;0,41
10/10/2017;12:00;3,69;1,3;4,87;7,9;26;61;1017,6;0;511;20,6;0,47
10/10/2017;11:00;1,15;1,16;4,47;7,44;132;67;1018,1;0;146;18,6;0,29
10/10/2017;10:00;;;;;165;79;1018,6;0;157,3;14,9;0,64
10/10/2017;09:00;0,75;0,92;3,86;4,72;157;88;1018,7;0;105,9;12,4;0,78
10/10/2017;08:00;0,75;0,8;3,48;4,44;153;91;1018,5;0;89,6;10,9;0,61
10/10/2017;07:00;0,45;0,53;2,33;3,11;152;92;1018;0;8,6;10,1;0,89
10/10/2017;06:00;0,31;0,44;1,67;2,32;151;92;1017,6;0;0,3;10,3;1,14
10/10/2017;05:00;0,25;0,21;1,02;1,9;151;91;1017,4;0;0,3;10,4;0,97
10/10/2017;04:00;0,22;0,2;0,87;2,11;153;91;1017,3;0;0,3;10,5;1,12
10/10/2017;03:00;0,18;0,16;0,74;2,46;163;91;1017,5;0;0,3;10,6;1,11
10/10/2017;02:00;0,25;0,19;0,93;2,83;163;90;1017,7;0;0,3;11;1,06
10/10/2017;01:00;0,26;0,13;0,93;3,11;171;89;1018;0;0,3;11,4;0,83
09/10/2017;24:00;0,29;0,13;0,84;2,9;166;88;1017,9;0;0,3;11,9;0,9
09/10/2017;23:00;0,29;0,2;0,97;2,95;177;86;1018,3;0;0,3;12,3;0,97
09/10/2017;22:00;0,39;0,39;1,45;3,29;178;84;1018,3;0;0,3;13,1;0,92
09/10/2017;21:00;0,48;0,43;1,75;2,94;195;80;1018,3;0;0,3;14;0,49
09/10/2017;20:00;0,51;0,48;1,82;2,52;176;76;1018,1;0;0,3;15,3;0,27
09/10/2017;19:00;0,5;0,42;2,06;2,57;251;70;1018,1;0;0,3;16,8;0,45
09/10/2017;18:00;0,47;0,43;1,78;2,45;284;67;1017,9;0;5,4;17,9;1,25
09/10/2017;17:00;0,49;0,38;1,51;2,12;321;61;1017,5;0;24,2;19,9;1,47
09/10/2017;16:00;0,5;0,39;1,41;2,03;336;59;1017,2;0;42;20,7;1,9
09/10/2017;15:00;0,59;0,45;1,71;2,39;336;59;1017,3;0;150,6;21;1,73
09/10/2017;14:00;1,02;0,54;1,95;3,17;339;56;1017,5;0;328,1;21,4;1,4
09/10/2017;13:00;2,4;0,67;2,79;4,47;355;51;1018,2;0;300,5;21,6;0,54
09/10/2017;12:00;6,15;1,25;4,49;8,24;341;55;1019;0;565,8;20,5;0,13
09/10/2017;11:00;2,89;1,16;4,11;9,36;52;60;1019,4;0;128,4;18;0,22
09/10/2017;10:00;;;;;157;68;1019,8;0;167,9;14,6;0,58
09/10/2017;09:00;0,32;0,39;1,91;4,42;162;80;1019,8;0;110,5;11,3;0,82
09/10/2017;08:00;0,37;0,28;1,53;3,31;159;86;1019,5;0;93,4;9;1,22
09/10/2017;07:00;0,41;0,15;0,92;2,24;161;88;1019,2;0;8,3;8;1,17
09/10/2017;06:00;0,35;0,13;0,83;2,07;158;88;1018,9;0;0,3;8,4;1,33
09/10/2017;05:00;0,29;0,13;0,57;1,81;157;87;1019;0;0,3;8,6;1,28
09/10/2017;04:00;0,3;0,13;0,58;1,92;164;88;1019,2;0;0,3;8,8;1,11
09/10/2017;03:00;0,29;0,13;0,57;1,91;163;87;1019,4;0;0,3;9,1;1,13
09/10/2017;02:00;0,32;0,13;0,63;1,8;165;86;1019,7;0;0,3;9,6;1,01
09/10/2017;01:00;0,38;0,13;0,58;1,91;166;85;1019,9;0;0,3;10,1;0,92
08/10/2017;24:00;0,39;0,13;0,69;1,95;173;84;1020;0;0,3;10,6;0,99
08/10/2017;23:00;0,44;0,13;0,84;2;174;81;1020,2;0;0,3;11,1;1,06
08/10/2017;22:00;0,52;0,16;0,96;2,12;181;77;1020,1;0;0,3;12;0,98
08/10/2017;21:00;0,59;0,24;1,3;2,29;188;73;1019,8;0;0,3;13;0,78
08/10/2017;20:00;0,64;0,24;1,25;2,16;196;63;1019,6;0;0,3;14,3;0,38
08/10/2017;19:00;0,62;0,28;0,97;2,13;247;66;1019,2;0;0,3;15,6;0,5
08/10/2017;18:00;0,49;0,13;0,72;1,54;286;64;1018,8;0;5,6;17,4;1,01
08/10/2017;17:00;0,49;0,13;0,64;1,21;311;56;1018,4;0;23,6;19,8;1,24
08/10/2017;16:00;0,51;0,13;0,87;1,11;335;56;1018,2;0;41,7;20,3;1,69
08/10/2017;15:00;0,57;0,13;0,45;1,15;338;57;1018,3;0;132,8;20,6;1,8
08/10/2017;14:00;0,76;0,13;0,65;1,22;351;55;1018,3;0;350,5;21,1;1,3
08/10/2017;13:00;2,12;0,19;0,88;1,99;6;50;1018,8;0;377,6;21,3;0,46
08/10/2017;12:00;5,29;0,43;1,31;3,16;109;54;1019,5;0;624,6;20,6;0,2
08/10/2017;11:00;0,66;0,32;1,47;2,06;149;65;1019,9;0;107,9;17,6;0,29
08/10/2017;10:00;;;;;156;76;1020,1;0;175,6;14,1;0,67
08/10/2017;09:00;0,38;0,13;0,99;1,81;155;86;1020,1;0;121,4;11,2;0,82
08/10/2017;08:00;0,6;0,13;0,91;1,78;154;91;1019,7;0;97,8;9,3;1,04
08/10/2017;07:00;0,26;0,13;1,02;1,71;151;92;1019,4;0;9,5;8,6;1,16
08/10/2017;06:00;0,28;0,13;0,9;1,57;150;92;1019,4;0;0,4;8,7;1,13
08/10/2017;05:00;0,29;0,16;0,7;1,59;158;92;1019,3;0;0,3;8,9;1,15
08/10/2017;04:00;0,29;0,21;0,83;1,72;156;91;1019,3;0;0,4;9,1;1,15
08/10/2017;03:00;0,33;0,13;0,93;2,03;160;90;1019,3;0;0,3;9,4;1,11
08/10/2017;02:00;0,39;0,2;1,03;2,31;159;89;1019,6;0;0,3;10;0,93
08/10/2017;01:00;0,44;0,2;1,3;2,5;160;88;1019,7;0;0,3;10,5;0,77
07/10/2017;24:00;0,53;0,13;1,3;2,54;161;88;1019,6;0;0,3;11,1;0,78
07/10/2017;23:00;0,55;0,25;1,44;2,42;166;87;1019,9;0;0,3;11,5;0,67
07/10/2017;22:00;0,58;0,26;1,37;2,44;178;84;1019,7;0;0,3;12;0,66
07/10/2017;21:00;0,72;0,21;1,1;2,25;196;81;1019,5;0;0,3;12,9;0,5
07/10/2017;20:00;0,81;0,21;1,18;1,87;206;74;1019,3;0;0,3;14,2;0,27
07/10/2017;19:00;0,96;0,13;0,79;1,58;312;68;1019,3;0;0,3;15,6;0,3
07/10/2017;18:00;1,02;0,13;0,46;1,22;26;63;1018,9;0;5,8;16,9;0,59
07/10/2017;17:00;0,62;0,16;0,24;0,74;35;58;1018,6;0;24,2;19;1,24
07/10/2017;16:00;0,46;0,14;0,36;0,61;25;56;1018,9;0;41,1;19,8;1,27
07/10/2017;15:00;0,6;0,13;0,29;0,72;19;51;1019,3;0;152,7;20,9;0,73
07/10/2017;14:00;0,75;0,13;0,44;0,9;11;50;1019,7;0;316,1;20,7;0,42
07/10/2017;13:00;0,8;0,13;0,73;0,95;44;53;1020,6;0;439,6;19,9;0,42
07/10/2017;12:00;1,11;0,13;1,15;1,21;64;55;1021,6;0;666,5;19;0,51
07/10/2017;11:00;3,63;0,32;1,64;2,88;55;67;1021,9;0;156,3;17,1;0,48
07/10/2017;10:00;;;;;125;80;1022,3;0;187,5;14,9;0,41
07/10/2017;09:00;9,4;0,44;1,72;4,23;114;88;1022,4;0;128,8;12,8;0,54
07/10/2017;08:00;0,8;0,13;0,88;1,75;134;92;1022,6;0;94,9;11,7;0,69
07/10/2017;07:00;0,26;0,13;0,82;1,65;151;92;1022,5;0;12,8;11,1;0,78
07/10/2017;06:00;0,17;0,13;0,48;1,06;154;93;1022,5;0;0,3;11,1;0,74
07/10/2017;05:00;0,13;0,13;0,41;0,93;154;93;1022,6;0;0,3;11;0,76
07/10/2017;04:00;0,15;0,13;0,56;1,29;153;93;1022,6;0;0,3;11;1,05
07/10/2017;03:00;0,17;0,13;1,03;2,17;158;92;1022,8;0;0,3;11,2;0,89
07/10/2017;02:00;0,26;0,13;0,84;2,62;170;91;1023;0;0,3;11,5;0,75
07/10/2017;01:00;0,28;0,2;1,21;2,88;171;90;1023,4;0;0,3;12,2;0,7
06/10/2017;24:00;0,3;0,25;1,42;3,53;165;88;1023,6;0;0,3;12,9;0,57
06/10/2017;23:00;0,41;0,41;1,99;3,09;153;85;1023,9;0;0,3;13,9;0,19
06/10/2017;22:00;0,32;0,18;1,49;1,76;73;81;1023,7;0;0,3;14,8;0,09
06/10/2017;21:00;0,23;0,13;0,73;1,21;344;76;1023,5;0;0,3;15,6;0,11
06/10/2017;20:00;0,17;0,13;0,7;1,13;352;75;1023,4;0;0,3;16,1;0,48
06/10/2017;19:00;0,13;0,13;1,11;1,02;1;77;1023;0;0,4;16,3;0,59
06/10/2017;18:00;0,12;0,13;0,29;0,82;22;77;1022,7;0;8,2;16,6;0,7
06/10/2017;17:00;0,16;0,13;0,66;1,28;23;77;1022,6;0;42,2;17;0,85
06/10/2017;16:00;0,3;0,33;1,36;2,26;334;83;1022,6;0;71,8;16,8;0,74
06/10/2017;15:00;0,26;0,13;1,3;2,06;325;86;1022,6;0;70,4;17,1;1,02
06/10/2017;14:00;0,34;0,25;1,44;2,23;335;90;1022,6;0;127,3;17;1,23
06/10/2017;13:00;0,29;0,36;1,43;2,43;314;90;1022,7;0,1;163,8;16,8;1,17
06/10/2017;12:00;0,28;0,36;1,9;3,15;331;90;1022,9;0,2;179,6;16,6;1,55
06/10/2017;11:00;0,51;0,6;2,39;3,82;332;84;1022,9;0,1;151,7;17,3;1,51
06/10/2017;10:00;;;;;331;81;1022,9;0;158,5;17,5;1,53
06/10/2017;09:00;;;;;332;79;1022,6;0;78;17,5;1,39
06/10/2017;08:00;0,39;0,34;1,78;3,52;280;81;1022,1;0;26,4;17,1;0,71
06/10/2017;07:00;0,25;0,13;0,88;1,8;291;80;1021,7;0;3,9;17,2;0,49
06/10/2017;06:00;0,16;0,13;0,57;1,47;359;81;1021,5;0;0,3;17,1;0,28
06/10/2017;05:00;0,13;0,13;0,52;1,35;354;81;1021,5;0;0,3;17,2;0,62
06/10/2017;04:00;0,2;0,13;0,57;1,4;336;80;1021,5;0;0,3;17,4;0,74
06/10/2017;03:00;0,19;0,18;1,12;1,94;339;81;1021,7;0;0,3;17,4;0,64
06/10/2017;02:00;0,18;0,13;0,63;1,23;14;82;1021,9;0;0,3;17,6;0,31
06/10/2017;01:00;0,14;0,13;0,57;1,01;3;81;1022,2;0;0,3;17,5;0,65
05/10/2017;24:00;0,23;0,18;1,37;1,71;355;82;1022,5;0;0,3;17,8;0,62
05/10/2017;23:00;0,19;0,18;0,9;1,59;11;82;1022,6;0;0,3;18;0,5
05/10/2017;22:00;0,2;0,13;0,79;1,37;347;82;1022,6;0;0,3;18,2;0,57
05/10/2017;21:00;0,26;0,23;0,86;1,7;353;82;1022,3;0;0,3;18,3;0,7
05/10/2017;20:00;0,34;0,14;0,87;1,63;342;82;1022;0;0,3;18,5;0,52
