Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
29/08/2017;06:00;4;25;Muy buena / Oso ona;32;9;"Muy buena / ";24;12;Muy buena / Oso ona;3;Muy buena / Oso ona;237;97;1001,2;0;12,8;17,5;0,45
29/08/2017;05:00;2;14;Muy buena / Oso ona;17;23;"Muy buena / ";26;13;Muy buena / Oso ona;3;Muy buena / Oso ona;204;97;1001;0;0;17,9;0,63
29/08/2017;04:00;2;16;Muy buena / Oso ona;19;26;"Muy buena / ";26;8;Muy buena / Oso ona;3;Muy buena / Oso ona;145;98;1001,1;0;0;17,9;0,28
29/08/2017;03:00;2;12;Muy buena / Oso ona;15;34;"Muy buena / ";25;4;Muy buena / Oso ona;3;Muy buena / Oso ona;233;97;1001,3;0;0;18,2;0,58
29/08/2017;02:00;1;13;Muy buena / Oso ona;16;30;"Muy buena / ";25;4;Muy buena / Oso ona;3;Muy buena / Oso ona;199;98;1001,5;0,5;0;18,4;0,55
29/08/2017;01:00;1;13;Muy buena / Oso ona;16;37;"Muy buena / ";26;10;Muy buena / Oso ona;4;Muy buena / Oso ona;158;97;1002,5;1,3;0;18,4;0,57
28/08/2017;24:00;11;27;Muy buena / Oso ona;44;15;"Muy buena / ";27;17;Muy buena / Oso ona;4;Muy buena / Oso ona;237;94;1003;3,4;0;19,5;2,52
28/08/2017;23:00;2;15;Muy buena / Oso ona;17;20;"Muy buena / ";32;15;Muy buena / Oso ona;3;Muy buena / Oso ona;209;90;1002,1;0,1;0;20,5;1,04
28/08/2017;22:00;1;18;Muy buena / Oso ona;20;21;"Muy buena / ";38;11;Muy buena / Oso ona;3;Muy buena / Oso ona;154;91;1002,4;0;0;20,3;0,78
28/08/2017;21:00;1;18;Muy buena / Oso ona;20;27;"Muy buena / ";44;13;Muy buena / Oso ona;3;Muy buena / Oso ona;176;91;1002;0;0;20,4;1,02
28/08/2017;20:00;3;31;Muy buena / Oso ona;35;16;"Muy buena / ";48;16;Muy buena / Oso ona;4;Muy buena / Oso ona;163;92;1002,1;0;0;20,5;0,65
28/08/2017;19:00;2;26;Muy buena / Oso ona;28;31;"Muy buena / ";48;18;Muy buena / Oso ona;4;Muy buena / Oso ona;220;89;1002,2;0,1;5,5;20,9;0,88
28/08/2017;18:00;3;23;Muy buena / Oso ona;28;43;"Muy buena / ";50;22;Muy buena / Oso ona;4;Muy buena / Oso ona;163;82;1002,2;0,6;6,2;22;2,41
28/08/2017;17:00;3;31;Muy buena / Oso ona;35;46;"Muy buena / ";45;18;Muy buena / Oso ona;4;Muy buena / Oso ona;225;61;1001,2;0,3;38,3;26,8;1,51
28/08/2017;16:00;4;26;Muy buena / Oso ona;31;51;"Muy buena / ";40;16;Muy buena / Oso ona;3;Muy buena / Oso ona;186;56;1001;0;118,3;27,3;0,73
28/08/2017;15:00;2;14;Muy buena / Oso ona;16;69;"Buena / ";33;20;Muy buena / Oso ona;3;Muy buena / Oso ona;308;56;1001,3;0;413,7;27,5;1,34
28/08/2017;14:00;3;23;Muy buena / Oso ona;27;70;"Buena / ";24;20;Muy buena / Oso ona;4;Muy buena / Oso ona;342;51;1001;0;585,6;30,4;0,56
28/08/2017;13:00;4;26;Muy buena / Oso ona;32;54;"Muy buena / ";16;20;Muy buena / Oso ona;4;Muy buena / Oso ona;103;54;1000,9;0;685,3;29;1,79
28/08/2017;12:00;16;54;Muy buena / Oso ona;79;16;"Muy buena / ";12;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;101;56;1002,2;0;321,8;28,4;0,68
28/08/2017;11:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";12;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;;;;
28/08/2017;10:00;28;40;Muy buena / Oso ona;83;9;"Muy buena / ";13;15;Muy buena / Oso ona;4;Muy buena / Oso ona;101;70;1003,2;0;489,1;23,9;0,28
28/08/2017;09:00;15;36;Muy buena / Oso ona;58;9;"Muy buena / ";16;25;Muy buena / Oso ona;4;Muy buena / Oso ona;139;77;1002,9;0;89,7;21,9;0,76
28/08/2017;08:00;30;40;Muy buena / Oso ona;85;5;"Muy buena / ";22;18;Muy buena / Oso ona;4;Muy buena / Oso ona;120;80;1002,4;0;148;21;0,74
28/08/2017;07:00;25;33;Muy buena / Oso ona;71;6;"Muy buena / ";28;16;Muy buena / Oso ona;4;Muy buena / Oso ona;134;82;1002,4;0;121,7;19,6;1,13
28/08/2017;06:00;10;26;Muy buena / Oso ona;41;11;"Muy buena / ";35;18;Muy buena / Oso ona;4;Muy buena / Oso ona;215;82;1002,2;0;5;19,5;0,37
28/08/2017;05:00;2;18;Muy buena / Oso ona;21;25;"Muy buena / ";40;20;Muy buena / Oso ona;4;Muy buena / Oso ona;215;79;1002;0;0;20;0,64
28/08/2017;04:00;2;27;Muy buena / Oso ona;30;18;"Muy buena / ";42;15;Muy buena / Oso ona;3;Muy buena / Oso ona;142;77;1001,9;0;0;20,5;0,82
28/08/2017;03:00;5;28;Muy buena / Oso ona;36;19;"Muy buena / ";45;18;Muy buena / Oso ona;4;Muy buena / Oso ona;244;73;1001,9;0;0;21,3;0,69
28/08/2017;02:00;6;19;Muy buena / Oso ona;29;38;"Muy buena / ";48;14;Muy buena / Oso ona;4;Muy buena / Oso ona;232;66;1001,8;0;0;22,7;0,98
28/08/2017;01:00;1;13;Muy buena / Oso ona;15;52;"Muy buena / ";48;15;Muy buena / Oso ona;3;Muy buena / Oso ona;246;58;1001,3;0;0;24,4;0,92
27/08/2017;24:00;1;8;Muy buena / Oso ona;10;58;"Muy buena / ";47;16;Muy buena / Oso ona;3;Muy buena / Oso ona;189;58;1000,9;0;0;24,5;0,68
27/08/2017;23:00;1;9;Muy buena / Oso ona;11;60;"Muy buena / ";42;12;Muy buena / Oso ona;3;Muy buena / Oso ona;188;56;1000,9;0;0;25,2;1,01
27/08/2017;22:00;1;15;Muy buena / Oso ona;17;48;"Muy buena / ";39;13;Muy buena / Oso ona;3;Muy buena / Oso ona;158;60;1001,5;0;0;24,7;0,74
27/08/2017;21:00;1;19;Muy buena / Oso ona;21;41;"Muy buena / ";36;17;Muy buena / Oso ona;3;Muy buena / Oso ona;92;68;1001,4;0;0;23,5;0,48
27/08/2017;20:00;1;13;Muy buena / Oso ona;15;43;"Muy buena / ";33;14;Muy buena / Oso ona;3;Muy buena / Oso ona;111;73;1001,1;0;0;23,3;0,35
27/08/2017;19:00;1;11;Muy buena / Oso ona;13;43;"Muy buena / ";29;16;Muy buena / Oso ona;3;Muy buena / Oso ona;106;75;1001,5;0;11,2;23,7;1,34
27/08/2017;18:00;1;10;Muy buena / Oso ona;12;40;"Muy buena / ";27;19;Muy buena / Oso ona;3;Muy buena / Oso ona;114;79;1002,2;0;48,4;23,8;2,41
27/08/2017;17:00;1;9;Muy buena / Oso ona;11;40;"Muy buena / ";24;17;Muy buena / Oso ona;3;Muy buena / Oso ona;122;79;1003,1;0;611,6;23,9;3,46
27/08/2017;16:00;3;17;Muy buena / Oso ona;22;23;"Muy buena / ";20;20;Muy buena / Oso ona;3;Muy buena / Oso ona;119;89;1004,4;0,1;303,7;21,9;0,98
27/08/2017;15:00;2;13;Muy buena / Oso ona;16;30;"Muy buena / ";20;20;Muy buena / Oso ona;4;Muy buena / Oso ona;249;85;1005;0,2;39,5;22,7;1,87
27/08/2017;14:00;4;18;Muy buena / Oso ona;23;27;"Muy buena / ";20;28;Muy buena / Oso ona;4;Muy buena / Oso ona;257;78;1003,8;0,1;71,3;24,4;1,48
27/08/2017;13:00;10;36;Muy buena / Oso ona;52;15;"Muy buena / ";20;25;Muy buena / Oso ona;4;Muy buena / Oso ona;152;74;1002,9;0;138,5;25,9;0,27
27/08/2017;12:00;11;29;Muy buena / Oso ona;47;13;"Muy buena / ";23;20;Muy buena / Oso ona;4;Muy buena / Oso ona;167;78;1003,2;0;162,9;24,4;0,58
27/08/2017;11:00;6;25;Muy buena / Oso ona;35;;"Sin datos / ";26;15;Muy buena / Oso ona;4;Muy buena / Oso ona;136;82;1003,1;0;100,5;23,6;0,88
27/08/2017;10:00;10;25;Muy buena / Oso ona;41;17;"Muy buena / ";28;22;Muy buena / Oso ona;4;Muy buena / Oso ona;297;81;1002,9;0;150,9;23,5;0,11
27/08/2017;09:00;6;20;Muy buena / Oso ona;30;15;"Muy buena / ";30;13;Muy buena / Oso ona;3;Muy buena / Oso ona;197;89;1001,8;0;92,6;22;0,38
27/08/2017;08:00;3;14;Muy buena / Oso ona;18;26;"Muy buena / ";35;15;Muy buena / Oso ona;3;Muy buena / Oso ona;131;95;1001,4;0;130,7;20,6;0,95
27/08/2017;07:00;2;11;Muy buena / Oso ona;14;28;"Muy buena / ";40;12;Muy buena / Oso ona;3;Muy buena / Oso ona;145;97;1001;0;106,1;19,9;0,55
27/08/2017;06:00;1;11;Muy buena / Oso ona;13;29;"Muy buena / ";43;8;Muy buena / Oso ona;3;Muy buena / Oso ona;312;96;1000,4;0;6,1;19,7;0,48
27/08/2017;05:00;1;10;Muy buena / Oso ona;12;32;"Muy buena / ";42;11;Muy buena / Oso ona;3;Muy buena / Oso ona;329;95;1000,4;0;0;19,9;0,19
27/08/2017;04:00;1;9;Muy buena / Oso ona;11;33;"Muy buena / ";42;10;Muy buena / Oso ona;4;Muy buena / Oso ona;162;94;1000,8;0;0;20,2;0,36
27/08/2017;03:00;1;6;Muy buena / Oso ona;8;46;"Muy buena / ";44;12;Muy buena / Oso ona;3;Muy buena / Oso ona;177;92;1001,1;0;0;20,8;0,48
27/08/2017;02:00;1;19;Muy buena / Oso ona;21;31;"Muy buena / ";45;11;Muy buena / Oso ona;3;Muy buena / Oso ona;346;84;1000,9;0;0;21,9;0,58
27/08/2017;01:00;1;12;Muy buena / Oso ona;14;53;"Muy buena / ";49;21;Muy buena / Oso ona;4;Muy buena / Oso ona;236;49;1000,8;0;0;26,6;0,78
26/08/2017;24:00;1;7;Muy buena / Oso ona;9;64;"Buena / ";51;15;Muy buena / Oso ona;3;Muy buena / Oso ona;218;50;1001,1;0;0;26,3;1,43
26/08/2017;23:00;1;11;Muy buena / Oso ona;13;53;"Muy buena / ";52;11;Muy buena / Oso ona;3;Muy buena / Oso ona;228;75;1001,5;0;0;22,5;0,7
26/08/2017;22:00;2;25;Muy buena / Oso ona;28;21;"Muy buena / ";54;23;Muy buena / Oso ona;3;Muy buena / Oso ona;287;91;1002,4;0;0;20,5;0,8
26/08/2017;21:00;1;21;Muy buena / Oso ona;23;33;"Muy buena / ";59;42;Buena / Ona;3;Muy buena / Oso ona;106;90;1002,2;0;0;20,6;0,32
26/08/2017;20:00;1;8;Muy buena / Oso ona;10;52;"Muy buena / ";62;9;Muy buena / Oso ona;4;Muy buena / Oso ona;318;88;1002,1;0;0,1;20,8;0,62
26/08/2017;19:00;1;5;Muy buena / Oso ona;7;55;"Muy buena / ";62;10;Muy buena / Oso ona;3;Muy buena / Oso ona;336;85;1002,1;0;23,4;21,5;0,51
26/08/2017;18:00;1;3;Muy buena / Oso ona;5;58;"Muy buena / ";63;5;Muy buena / Oso ona;4;Muy buena / Oso ona;318;83;1002;0;140;22,3;1,18
26/08/2017;17:00;1;5;Muy buena / Oso ona;7;70;"Buena / ";59;13;Muy buena / Oso ona;3;Muy buena / Oso ona;326;82;1001,7;0;388,4;22,9;1,4
26/08/2017;16:00;1;6;Muy buena / Oso ona;8;74;"Buena / ";55;13;Muy buena / Oso ona;3;Muy buena / Oso ona;325;83;1001,3;0;438,1;22,8;1,35
26/08/2017;15:00;1;6;Muy buena / Oso ona;8;65;"Buena / ";49;11;Muy buena / Oso ona;4;Muy buena / Oso ona;333;85;1001,4;0;124,2;22,1;0,67
26/08/2017;14:00;1;6;Muy buena / Oso ona;8;65;"Buena / ";43;13;Muy buena / Oso ona;3;Muy buena / Oso ona;312;82;1001,3;0;173,9;22,5;1,41
26/08/2017;13:00;2;7;Muy buena / Oso ona;10;58;"Muy buena / ";36;13;Muy buena / Oso ona;3;Muy buena / Oso ona;320;75;1001,3;0;745;24,2;1,22
26/08/2017;12:00;2;8;Muy buena / Oso ona;11;49;"Muy buena / ";31;15;Muy buena / Oso ona;3;Muy buena / Oso ona;321;75;1001,5;0;800,7;23,8;0,81
26/08/2017;11:00;3;11;Muy buena / Oso ona;15;;"Sin datos / ";29;14;Muy buena / Oso ona;3;Muy buena / Oso ona;355;78;1001,7;0;699,7;23,2;0,39
26/08/2017;10:00;3;12;Muy buena / Oso ona;16;34;"Muy buena / ";31;11;Muy buena / Oso ona;3;Muy buena / Oso ona;98;85;1001,9;0;433,1;21,4;0,49
26/08/2017;09:00;2;8;Muy buena / Oso ona;11;38;"Muy buena / ";31;10;Muy buena / Oso ona;3;Muy buena / Oso ona;110;90;1002;0;128,8;20,1;1,2
26/08/2017;08:00;2;12;Muy buena / Oso ona;15;32;"Muy buena / ";31;10;Muy buena / Oso ona;4;Muy buena / Oso ona;119;93;1002;0;55,4;19,5;1,19
26/08/2017;07:00;3;14;Muy buena / Oso ona;18;25;"Muy buena / ";31;10;Muy buena / Oso ona;3;Muy buena / Oso ona;132;95;1001,9;0;26,5;19;0,72
26/08/2017;06:00;2;18;Muy buena / Oso ona;21;13;"Muy buena / ";33;12;Muy buena / Oso ona;3;Muy buena / Oso ona;266;96;1001,9;0;4,2;18,9;0,37
26/08/2017;05:00;1;12;Muy buena / Oso ona;14;26;"Muy buena / ";36;10;Muy buena / Oso ona;3;Muy buena / Oso ona;232;96;1001,8;0;0;18,9;0,36
26/08/2017;04:00;1;7;Muy buena / Oso ona;9;35;"Muy buena / ";38;8;Muy buena / Oso ona;4;Muy buena / Oso ona;183;96;1002,1;0;0;18,8;0,27
26/08/2017;03:00;1;6;Muy buena / Oso ona;8;41;"Muy buena / ";40;12;Muy buena / Oso ona;3;Muy buena / Oso ona;157;97;1002,7;0;0;18,7;0,25
26/08/2017;02:00;1;5;Muy buena / Oso ona;7;41;"Muy buena / ";41;9;Muy buena / Oso ona;3;Muy buena / Oso ona;20;97;1003,1;0;0;18,6;0,22
26/08/2017;01:00;1;6;Muy buena / Oso ona;8;33;"Muy buena / ";43;6;Muy buena / Oso ona;4;Muy buena / Oso ona;116;97;1003,5;0,1;0;18,8;0,36
25/08/2017;24:00;1;8;Muy buena / Oso ona;10;37;"Muy buena / ";46;9;Muy buena / Oso ona;3;Muy buena / Oso ona;243;97;1003,8;0,1;0;19;0,28
25/08/2017;23:00;1;10;Muy buena / Oso ona;12;36;"Muy buena / ";48;12;Muy buena / Oso ona;3;Muy buena / Oso ona;228;96;1004,3;0;0;19,3;0,52
25/08/2017;22:00;1;9;Muy buena / Oso ona;11;39;"Muy buena / ";51;12;Muy buena / Oso ona;3;Muy buena / Oso ona;265;95;1004,3;0;0;19,4;0,67
25/08/2017;21:00;1;9;Muy buena / Oso ona;11;41;"Muy buena / ";54;12;Muy buena / Oso ona;4;Muy buena / Oso ona;279;94;1004,2;0;0;19,6;0,69
25/08/2017;20:00;1;7;Muy buena / Oso ona;9;48;"Muy buena / ";56;11;Muy buena / Oso ona;4;Muy buena / Oso ona;275;92;1003,7;0;0;19,8;0,67
25/08/2017;19:00;1;4;Muy buena / Oso ona;6;54;"Muy buena / ";56;10;Muy buena / Oso ona;3;Muy buena / Oso ona;319;89;1003,4;0;2,5;20,3;0,8
25/08/2017;18:00;1;4;Muy buena / Oso ona;6;55;"Muy buena / ";56;9;Muy buena / Oso ona;3;Muy buena / Oso ona;337;86;1003,1;0;15,2;20,7;0,83
25/08/2017;17:00;1;5;Muy buena / Oso ona;7;55;"Muy buena / ";54;10;Muy buena / Oso ona;3;Muy buena / Oso ona;326;84;1003;0;39,8;21,1;0,83
25/08/2017;16:00;1;3;Muy buena / Oso ona;5;58;"Muy buena / ";49;13;Muy buena / Oso ona;3;Muy buena / Oso ona;321;84;1002,9;0;94,8;21,5;1,07
25/08/2017;15:00;1;3;Muy buena / Oso ona;5;60;"Muy buena / ";42;15;Muy buena / Oso ona;3;Muy buena / Oso ona;315;82;1002,9;0;166,3;21,9;1,14
25/08/2017;14:00;1;5;Muy buena / Oso ona;7;59;"Muy buena / ";34;15;Muy buena / Oso ona;3;Muy buena / Oso ona;328;80;1003,1;0;193,8;22,2;1,07
25/08/2017;13:00;2;8;Muy buena / Oso ona;10;55;"Muy buena / ";27;17;Muy buena / Oso ona;4;Muy buena / Oso ona;350;79;1003,2;0;252,3;22,4;0,84
25/08/2017;12:00;2;7;Muy buena / Oso ona;10;53;"Muy buena / ";21;18;Muy buena / Oso ona;4;Muy buena / Oso ona;354;79;1003,4;0;343,6;22,5;1,05
25/08/2017;11:00;3;7;Muy buena / Oso ona;12;;"Sin datos / ";17;11;Muy buena / Oso ona;4;Muy buena / Oso ona;349;79;1003,7;0;368,6;22,6;0,7
25/08/2017;10:00;4;9;Muy buena / Oso ona;16;41;"Muy buena / ";18;20;Muy buena / Oso ona;3;Muy buena / Oso ona;344;84;1003,8;0;241,3;21,8;0,71
25/08/2017;09:00;13;24;Muy buena / Oso ona;44;17;"Muy buena / ";18;20;Muy buena / Oso ona;3;Muy buena / Oso ona;328;86;1003,7;0;96,1;20,9;0,56
25/08/2017;08:00;18;27;Muy buena / Oso ona;54;10;"Muy buena / ";20;46;Buena / Ona;3;Muy buena / Oso ona;123;89;1003,8;0;154;20,2;0,39
25/08/2017;07:00;19;25;Muy buena / Oso ona;54;4;"Muy buena / ";24;23;Muy buena / Oso ona;4;Muy buena / Oso ona;126;93;1003,8;0;106,3;19,3;0,47
25/08/2017;06:00;4;19;Muy buena / Oso ona;25;8;"Muy buena / ";30;12;Muy buena / Oso ona;3;Muy buena / Oso ona;145;95;1003,6;0;10;18,7;0,7
25/08/2017;05:00;1;12;Muy buena / Oso ona;14;15;"Muy buena / ";36;10;Muy buena / Oso ona;3;Muy buena / Oso ona;225;94;1003,6;0;0;18,8;0,38
25/08/2017;04:00;1;9;Muy buena / Oso ona;11;23;"Muy buena / ";41;10;Muy buena / Oso ona;3;Muy buena / Oso ona;240;93;1003,9;0;0;19,3;0,62
25/08/2017;03:00;1;9;Muy buena / Oso ona;11;28;"Muy buena / ";46;13;Muy buena / Oso ona;3;Muy buena / Oso ona;215;92;1004,2;0;0;19,6;0,64
25/08/2017;02:00;1;7;Muy buena / Oso ona;9;36;"Muy buena / ";50;10;Muy buena / Oso ona;3;Muy buena / Oso ona;240;91;1004,6;0;0;19,8;0,93
25/08/2017;01:00;1;7;Muy buena / Oso ona;9;39;"Muy buena / ";53;10;Muy buena / Oso ona;3;Muy buena / Oso ona;242;92;1004,8;0;0;19,8;1,04
24/08/2017;24:00;3;9;Muy buena / Oso ona;14;40;"Muy buena / ";55;11;Muy buena / Oso ona;3;Muy buena / Oso ona;236;90;1005,3;0;0;20;0,99
24/08/2017;23:00;1;7;Muy buena / Oso ona;9;48;"Muy buena / ";57;12;Muy buena / Oso ona;4;Muy buena / Oso ona;261;88;1005,5;0;0;20,2;0,8
24/08/2017;22:00;1;4;Muy buena / Oso ona;6;55;"Muy buena / ";58;12;Muy buena / Oso ona;3;Muy buena / Oso ona;298;87;1005,5;0;0;20,5;0,83
24/08/2017;21:00;1;4;Muy buena / Oso ona;6;59;"Muy buena / ";59;13;Muy buena / Oso ona;3;Muy buena / Oso ona;310;87;1005,3;0;0;20,6;0,87
24/08/2017;20:00;1;4;Muy buena / Oso ona;6;60;"Muy buena / ";60;11;Muy buena / Oso ona;3;Muy buena / Oso ona;326;86;1004,8;0;0;20,8;0,89
24/08/2017;19:00;1;4;Muy buena / Oso ona;6;61;"Buena / ";60;9;Muy buena / Oso ona;3;Muy buena / Oso ona;316;85;1004,3;0;5,8;20,9;1,19
24/08/2017;18:00;1;3;Muy buena / Oso ona;5;59;"Muy buena / ";59;10;Muy buena / Oso ona;3;Muy buena / Oso ona;323;87;1003,7;0;17,6;21,3;1,53
24/08/2017;17:00;1;3;Muy buena / Oso ona;5;56;"Muy buena / ";57;10;Muy buena / Oso ona;4;Muy buena / Oso ona;324;86;1003,4;0;62,4;21,8;1,48
24/08/2017;16:00;1;4;Muy buena / Oso ona;6;57;"Muy buena / ";56;14;Muy buena / Oso ona;4;Muy buena / Oso ona;325;83;1002,9;0;141,2;22,4;1,34
24/08/2017;15:00;1;3;Muy buena / Oso ona;5;60;"Muy buena / ";52;29;Muy buena / Oso ona;3;Muy buena / Oso ona;325;78;1003;0;295,7;23,4;1,41
24/08/2017;14:00;1;7;Muy buena / Oso ona;9;63;"Buena / ";46;37;Muy buena / Oso ona;3;Muy buena / Oso ona;340;67;1003,1;0;559,2;24,8;1,09
24/08/2017;13:00;2;8;Muy buena / Oso ona;11;67;"Buena / ";40;25;Muy buena / Oso ona;3;Muy buena / Oso ona;359;63;1003,1;0;699,7;25;0,72
24/08/2017;12:00;2;9;Muy buena / Oso ona;12;54;"Muy buena / ";34;5;Muy buena / Oso ona;4;Muy buena / Oso ona;53;65;1003,4;0;634,2;25,1;0,33
24/08/2017;11:00;13;9;Muy buena / Oso ona;28;;"Sin datos / ";32;17;Muy buena / Oso ona;4;Muy buena / Oso ona;74;73;1003,8;0;447;24;0,31
24/08/2017;10:00;2;7;Muy buena / Oso ona;10;43;"Muy buena / ";33;23;Muy buena / Oso ona;4;Muy buena / Oso ona;3;80;1004,2;0;289,1;22,8;0,59
24/08/2017;09:00;2;6;Muy buena / Oso ona;9;48;"Muy buena / ";33;20;Muy buena / Oso ona;3;Muy buena / Oso ona;334;84;1004,1;0;162,5;21,5;0,47
24/08/2017;08:00;5;17;Muy buena / Oso ona;25;32;"Muy buena / ";34;29;Muy buena / Oso ona;3;Muy buena / Oso ona;261;82;1003,9;0;237,4;21,9;0,2
24/08/2017;07:00;7;25;Muy buena / Oso ona;36;12;"Muy buena / ";37;26;Muy buena / Oso ona;3;Muy buena / Oso ona;286;90;1003,8;0;138;19,7;0,53
24/08/2017;06:00;1;18;Muy buena / Oso ona;20;21;"Muy buena / ";42;23;Muy buena / Oso ona;3;Muy buena / Oso ona;231;90;1003,6;0;7,3;19,4;0,39
24/08/2017;05:00;1;15;Muy buena / Oso ona;17;29;"Muy buena / ";46;17;Muy buena / Oso ona;3;Muy buena / Oso ona;183;89;1003,8;0;0;19,8;0,53
24/08/2017;04:00;1;8;Muy buena / Oso ona;10;38;"Muy buena / ";49;19;Muy buena / Oso ona;3;Muy buena / Oso ona;236;88;1004,1;0;0;19,8;0,36
24/08/2017;03:00;1;6;Muy buena / Oso ona;8;43;"Muy buena / ";52;13;Muy buena / Oso ona;3;Muy buena / Oso ona;215;87;1004,4;0;0;20;0,51
24/08/2017;02:00;1;3;Muy buena / Oso ona;5;44;"Muy buena / ";54;11;Muy buena / Oso ona;3;Muy buena / Oso ona;272;88;1004,5;0;0;20,2;0,44
24/08/2017;01:00;1;3;Muy buena / Oso ona;5;52;"Muy buena / ";57;15;Muy buena / Oso ona;3;Muy buena / Oso ona;314;85;1004,4;0;0;20,3;0,4
23/08/2017;24:00;1;4;Muy buena / Oso ona;6;55;"Muy buena / ";57;13;Muy buena / Oso ona;3;Muy buena / Oso ona;346;84;1005;0;0;20,1;0,33
23/08/2017;23:00;1;5;Muy buena / Oso ona;7;52;"Muy buena / ";57;18;Muy buena / Oso ona;3;Muy buena / Oso ona;37;87;1005,4;0;0;19,9;0,2
23/08/2017;22:00;1;7;Muy buena / Oso ona;9;52;"Muy buena / ";57;19;Muy buena / Oso ona;4;Muy buena / Oso ona;84;86;1005,1;0;0;20,1;0,29
23/08/2017;21:00;1;6;Muy buena / Oso ona;8;56;"Muy buena / ";57;17;Muy buena / Oso ona;3;Muy buena / Oso ona;26;86;1005,2;0;0;20,2;0,23
23/08/2017;20:00;1;3;Muy buena / Oso ona;5;63;"Buena / ";57;19;Muy buena / Oso ona;3;Muy buena / Oso ona;344;86;1005,1;0;0,1;20,4;0,79
23/08/2017;19:00;1;5;Muy buena / Oso ona;7;61;"Buena / ";56;17;Muy buena / Oso ona;3;Muy buena / Oso ona;344;83;1004,9;0;9,5;20,7;0,79
23/08/2017;18:00;1;4;Muy buena / Oso ona;6;61;"Buena / ";55;16;Muy buena / Oso ona;3;Muy buena / Oso ona;347;81;1004,9;0;64,5;21,3;1,13
23/08/2017;17:00;1;7;Muy buena / Oso ona;9;56;"Muy buena / ";53;16;Muy buena / Oso ona;3;Muy buena / Oso ona;355;76;1004,8;0;112,3;22;0,78
23/08/2017;16:00;1;7;Muy buena / Oso ona;9;55;"Muy buena / ";47;16;Muy buena / Oso ona;3;Muy buena / Oso ona;347;72;1005,1;0;171,6;22,6;1,04
23/08/2017;15:00;1;9;Muy buena / Oso ona;11;52;"Muy buena / ";42;20;Muy buena / Oso ona;3;Muy buena / Oso ona;24;69;1005,3;0;480,9;23,4;0,34
23/08/2017;14:00;1;8;Muy buena / Oso ona;10;53;"Muy buena / ";36;20;Muy buena / Oso ona;4;Muy buena / Oso ona;353;73;1005,7;0;221,4;22,8;0,43
23/08/2017;13:00;1;7;Muy buena / Oso ona;9;55;"Muy buena / ";32;14;Muy buena / Oso ona;4;Muy buena / Oso ona;350;74;1005,8;0;349,5;22,4;0,85
23/08/2017;12:00;2;7;Muy buena / Oso ona;10;55;"Muy buena / ";29;15;Muy buena / Oso ona;3;Muy buena / Oso ona;347;75;1005,7;0;502,5;22,6;1,15
23/08/2017;11:00;2;10;Muy buena / Oso ona;13;;"Sin datos / ";26;21;Muy buena / Oso ona;3;Muy buena / Oso ona;348;76;1006;0;305,9;22,2;0,9
23/08/2017;10:00;3;13;Muy buena / Oso ona;18;42;"Muy buena / ";29;28;Muy buena / Oso ona;3;Muy buena / Oso ona;340;75;1006,3;0;167,8;22,1;0,75
23/08/2017;09:00;8;28;Muy buena / Oso ona;40;20;"Muy buena / ";31;23;Muy buena / Oso ona;4;Muy buena / Oso ona;95;75;1006,4;0;253,3;21,9;0,48
23/08/2017;08:00;8;23;Muy buena / Oso ona;35;18;"Muy buena / ";36;23;Muy buena / Oso ona;3;Muy buena / Oso ona;139;83;1006,3;0;114,1;20,2;0,69
23/08/2017;07:00;9;32;Muy buena / Oso ona;45;9;"Muy buena / ";42;22;Muy buena / Oso ona;3;Muy buena / Oso ona;172;85;1006,4;0;29,6;19,4;0,3
23/08/2017;06:00;3;23;Muy buena / Oso ona;28;26;"Muy buena / ";50;17;Muy buena / Oso ona;3;Muy buena / Oso ona;179;83;1006,4;0;2,8;19,3;0,5
23/08/2017;05:00;1;17;Muy buena / Oso ona;19;34;"Muy buena / ";56;18;Muy buena / Oso ona;3;Muy buena / Oso ona;225;84;1006,2;0;0;19,2;0,63
23/08/2017;04:00;1;14;Muy buena / Oso ona;16;34;"Muy buena / ";61;20;Muy buena / Oso ona;3;Muy buena / Oso ona;211;85;1006,2;0;0;19,1;0,68
23/08/2017;03:00;1;6;Muy buena / Oso ona;8;51;"Muy buena / ";66;27;Muy buena / Oso ona;3;Muy buena / Oso ona;246;86;1006,3;0;0;19,2;1,05
23/08/2017;02:00;1;6;Muy buena / Oso ona;8;52;"Muy buena / ";69;23;Muy buena / Oso ona;3;Muy buena / Oso ona;246;89;1006,5;0;0;19,4;1,56
23/08/2017;01:00;1;5;Muy buena / Oso ona;7;63;"Buena / ";72;21;Muy buena / Oso ona;3;Muy buena / Oso ona;245;87;1006,7;0;0;19,8;1,38
22/08/2017;24:00;1;8;Muy buena / Oso ona;10;65;"Buena / ";73;21;Muy buena / Oso ona;3;Muy buena / Oso ona;268;84;1006,8;0;0;20,3;1,12
