Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
30/07/2017;14:00;0;4;Muy buena / Oso ona;4;46;"Muy buena / ";34;;;;;;
30/07/2017;13:00;1;4;Muy buena / Oso ona;5;43;"Muy buena / ";33;21;98;965,5;120,1;16,4;7,38
30/07/2017;12:00;1;2;Muy buena / Oso ona;3;38;"Muy buena / ";34;34;97;965,5;148;16,6;6,1
30/07/2017;11:00;1;2;Muy buena / Oso ona;3;33;"Muy buena / ";36;43;97;965,8;137,4;16,8;4,11
30/07/2017;10:00;0;3;Muy buena / Oso ona;3;33;"Muy buena / ";40;48;98;965,8;93,8;16,9;3,59
30/07/2017;09:00;1;9;Muy buena / Oso ona;11;25;"Muy buena / ";44;42;97;965,8;60,8;16,9;3,93
30/07/2017;08:00;2;16;Muy buena / Oso ona;19;18;"Muy buena / ";47;46;97;965,8;33,5;17,2;2,86
30/07/2017;07:00;1;6;Muy buena / Oso ona;7;34;"Muy buena / ";51;58;96;965,6;27,7;17,4;3,11
30/07/2017;06:00;0;9;Muy buena / Oso ona;9;36;"Muy buena / ";54;32;94;965,7;4,1;17,5;4,65
30/07/2017;05:00;0;9;Muy buena / Oso ona;9;52;"Muy buena / ";57;36;92;965,8;0,1;17,9;5,59
30/07/2017;04:00;0;9;Muy buena / Oso ona;9;58;"Muy buena / ";58;20;84;965,8;0;18,6;4,7
30/07/2017;03:00;0;5;Muy buena / Oso ona;5;65;"Buena / ";58;53;71;965,7;0;20,1;4,88
30/07/2017;02:00;1;4;Muy buena / Oso ona;5;60;"Muy buena / ";57;47;70;965,8;0;19,9;5,18
30/07/2017;01:00;1;10;Muy buena / Oso ona;11;49;"Muy buena / ";58;;;;;;
29/07/2017;24:00;1;22;Muy buena / Oso ona;22;45;"Muy buena / ";60;72;63;966;0;21,3;1,63
29/07/2017;23:00;0;6;Muy buena / Oso ona;6;59;"Muy buena / ";59;128;60;965,8;0;21,7;3,81
29/07/2017;22:00;0;9;Muy buena / Oso ona;9;;"Sin datos / ";58;150;62;965,7;0;21,5;3,92
29/07/2017;21:00;1;10;Muy buena / Oso ona;12;54;"Muy buena / ";58;144;65;965,3;0;21,5;4,13
29/07/2017;20:00;1;8;Muy buena / Oso ona;9;59;"Muy buena / ";58;101;63;965,2;16,5;21,9;3,6
29/07/2017;19:00;1;9;Muy buena / Oso ona;10;58;"Muy buena / ";59;71;64;964,8;237,6;22,8;2,46
29/07/2017;18:00;1;5;Muy buena / Oso ona;7;63;"Buena / ";59;49;65;964,6;581,7;22,5;4,56
29/07/2017;17:00;1;5;Muy buena / Oso ona;6;65;"Buena / ";59;41;65;965,1;893,7;22,3;4,94
29/07/2017;16:00;1;3;Muy buena / Oso ona;4;53;"Muy buena / ";61;35;64;965,5;1098,2;22,2;3,61
29/07/2017;15:00;0;5;Muy buena / Oso ona;5;48;"Muy buena / ";64;45;63;965,9;1147;22,3;3,52
29/07/2017;14:00;1;4;Muy buena / Oso ona;6;57;"Muy buena / ";68;43;60;966,3;1069,6;22,5;3,88
29/07/2017;13:00;1;5;Muy buena / Oso ona;7;64;"Buena / ";73;34;56;966,7;1078,1;22,4;2,79
29/07/2017;12:00;2;11;Muy buena / Oso ona;14;61;"Buena / ";77;;;;;;
29/07/2017;11:00;6;28;Muy buena / Oso ona;38;60;"Muy buena / ";81;10;47;967,1;1064,3;22,8;0,69
29/07/2017;10:00;5;23;Muy buena / Oso ona;30;66;"Buena / ";85;230;42;967,3;905;21,7;1,05
29/07/2017;09:00;2;18;Muy buena / Oso ona;20;78;"Buena / ";84;254;35;967,4;852,7;21,6;0,64
29/07/2017;08:00;1;13;Muy buena / Oso ona;15;76;"Buena / ";85;161;40;967,2;605;21,2;0,33
29/07/2017;07:00;1;9;Muy buena / Oso ona;10;78;"Buena / ";87;27;34;966,9;464,4;21,4;0,78
29/07/2017;06:00;0;6;Muy buena / Oso ona;6;97;"Buena / ";88;48;31;966,7;116,4;20,4;0,75
29/07/2017;05:00;0;5;Muy buena / Oso ona;5;98;"Buena / ";;175;33;966,7;0,5;20;0,09
29/07/2017;04:00;0;5;Muy buena / Oso ona;5;98;"Buena / ";;225;31;966,7;0;19,9;0,37
29/07/2017;03:00;0;12;Muy buena / Oso ona;12;85;"Buena / ";;326;32;966,9;0;20;0,13
29/07/2017;02:00;1;31;Muy buena / Oso ona;32;61;"Buena / ";;17;42;967,5;0;20;0,83
29/07/2017;01:00;0;5;Muy buena / Oso ona;5;89;"Buena / ";;11;45;968,3;0;20,1;1,86
28/07/2017;24:00;2;29;Muy buena / Oso ona;32;53;"Muy buena / ";;355;64;968,8;0;19,4;2,39
28/07/2017;23:00;5;54;Muy buena / Oso ona;60;;"Sin datos / ";51;;;;;;
28/07/2017;22:00;7;43;Muy buena / Oso ona;54;39;"Muy buena / ";50;288;83;969,5;0;18,6;1,31
28/07/2017;21:00;1;15;Muy buena / Oso ona;16;65;"Buena / ";49;345;86;969,5;0;18,4;0,62
28/07/2017;20:00;0;13;Muy buena / Oso ona;13;58;"Muy buena / ";47;327;86;969,1;18,7;18,5;1,01
28/07/2017;19:00;1;6;Muy buena / Oso ona;7;46;"Muy buena / ";44;13;89;968,8;94,4;18;2,33
28/07/2017;18:00;1;3;Muy buena / Oso ona;5;46;"Muy buena / ";41;17;89;968,5;608,7;18;3,08
28/07/2017;17:00;1;4;Muy buena / Oso ona;6;46;"Muy buena / ";38;21;91;968,5;441,4;17,5;4,58
28/07/2017;16:00;1;5;Muy buena / Oso ona;7;47;"Muy buena / ";35;16;91;968,4;483,9;17,8;4,95
28/07/2017;15:00;1;5;Muy buena / Oso ona;7;43;"Muy buena / ";33;14;90;968,5;991,7;18,1;3,74
28/07/2017;14:00;1;5;Muy buena / Oso ona;7;44;"Muy buena / ";32;23;90;968,7;956,9;17,9;3,22
28/07/2017;13:00;1;2;Muy buena / Oso ona;4;43;"Muy buena / ";32;23;93;969,1;513;17,2;2,7
28/07/2017;12:00;1;6;Muy buena / Oso ona;7;37;"Muy buena / ";31;33;96;969,3;175,9;16,7;2,68
28/07/2017;11:00;5;18;Muy buena / Oso ona;26;21;"Muy buena / ";31;43;96;969,3;149,3;16,7;1,64
28/07/2017;10:00;5;16;Muy buena / Oso ona;24;20;"Muy buena / ";33;;;;;;
28/07/2017;09:00;1;9;Muy buena / Oso ona;11;27;"Muy buena / ";35;;;;;;
28/07/2017;08:00;1;7;Muy buena / Oso ona;9;31;"Muy buena / ";37;71;98;969;49,4;16;1,16
28/07/2017;07:00;0;4;Muy buena / Oso ona;4;33;"Muy buena / ";38;70;98;968,7;23,6;16,2;1,74
28/07/2017;06:00;0;2;Muy buena / Oso ona;2;40;"Muy buena / ";39;61;98;968,3;5,8;16;1,83
28/07/2017;05:00;0;9;Muy buena / Oso ona;9;35;"Muy buena / ";40;23;99;968;0,1;16;1,59
28/07/2017;04:00;0;4;Muy buena / Oso ona;4;38;"Muy buena / ";42;18;99;967,6;0;16,1;1,01
28/07/2017;03:00;0;6;Muy buena / Oso ona;6;37;"Muy buena / ";44;12;100;968;0;16,1;1,42
28/07/2017;02:00;0;5;Muy buena / Oso ona;5;39;"Muy buena / ";46;11;99;968,3;0;16;3,04
28/07/2017;01:00;0;2;Muy buena / Oso ona;2;43;"Muy buena / ";48;7;99;968,4;0;16;3,74
27/07/2017;24:00;0;4;Muy buena / Oso ona;4;;"Sin datos / ";49;14;99;968,5;0;16,1;3,67
27/07/2017;23:00;0;4;Muy buena / Oso ona;4;44;"Muy buena / ";51;23;98;968,5;0;16,6;6,34
27/07/2017;22:00;0;4;Muy buena / Oso ona;4;45;"Muy buena / ";51;16;97;968,4;0;17,4;5,7
27/07/2017;21:00;0;7;Muy buena / Oso ona;7;47;"Muy buena / ";51;6;96;968,2;0;17,2;4,25
27/07/2017;20:00;0;8;Muy buena / Oso ona;8;51;"Muy buena / ";53;1;95;967,7;1,1;17,4;4,27
27/07/2017;19:00;1;10;Muy buena / Oso ona;11;48;"Muy buena / ";55;356;94;967,3;13,9;17,5;4,42
27/07/2017;18:00;1;7;Muy buena / Oso ona;8;54;"Muy buena / ";56;360;95;967;65,9;17,6;5,74
27/07/2017;17:00;2;8;Muy buena / Oso ona;12;51;"Muy buena / ";54;4;92;967,1;207,8;17,9;4,99
27/07/2017;16:00;2;9;Muy buena / Oso ona;12;60;"Muy buena / ";54;3;89;966,9;1066,6;18,5;5,54
27/07/2017;15:00;4;10;Muy buena / Oso ona;16;48;"Muy buena / ";56;3;84;966,9;1167;18,9;6,13
27/07/2017;14:00;6;18;Muy buena / Oso ona;27;47;"Muy buena / ";57;360;79;966,9;1058,4;19,6;4,59
27/07/2017;13:00;5;19;Muy buena / Oso ona;26;67;"Buena / ";59;2;74;966,9;1055,1;19,6;4,36
27/07/2017;12:00;6;23;Muy buena / Oso ona;32;63;"Buena / ";58;8;71;966,9;1127;20;3,74
27/07/2017;11:00;9;29;Muy buena / Oso ona;42;59;"Muy buena / ";54;332;67;966,9;1064,5;21;2,01
27/07/2017;10:00;19;41;Muy buena / Oso ona;70;33;"Muy buena / ";51;261;68;967;909,7;20,8;1,01
27/07/2017;09:00;3;14;Muy buena / Oso ona;19;62;"Buena / ";52;239;63;967,1;860,9;20,5;0,83
27/07/2017;08:00;1;8;Muy buena / Oso ona;9;74;"Buena / ";50;253;63;967,2;607,2;19,9;1,57
27/07/2017;07:00;2;15;Muy buena / Oso ona;18;56;"Muy buena / ";46;297;69;966,8;540,4;19,4;1,04
27/07/2017;06:00;0;7;Muy buena / Oso ona;8;61;"Buena / ";44;356;71;966,4;148,2;18,9;1,42
27/07/2017;05:00;0;7;Muy buena / Oso ona;7;60;"Muy buena / ";43;287;69;966;0,7;19,1;1,88
27/07/2017;04:00;15;36;Muy buena / Oso ona;59;27;"Muy buena / ";44;279;71;966;0;19,2;2,41
27/07/2017;03:00;15;30;Muy buena / Oso ona;53;33;"Muy buena / ";50;265;83;966,2;0;18;2,75
27/07/2017;02:00;1;17;Muy buena / Oso ona;18;45;"Muy buena / ";55;250;85;966,4;0;17,5;1,11
27/07/2017;01:00;2;33;Muy buena / Oso ona;35;41;"Muy buena / ";60;259;92;966,8;0;16,3;1,88
26/07/2017;24:00;1;29;Muy buena / Oso ona;30;40;"Muy buena / ";63;243;90;967,3;0;16,7;0,66
26/07/2017;23:00;1;30;Muy buena / Oso ona;31;41;"Muy buena / ";64;205;89;967,8;0;17;1,38
26/07/2017;22:00;1;23;Muy buena / Oso ona;24;55;"Muy buena / ";68;236;92;967,9;0;16,1;1,11
26/07/2017;21:00;0;14;Muy buena / Oso ona;14;68;"Buena / ";69;289;92;967,7;0;16;1,17
26/07/2017;20:00;1;13;Muy buena / Oso ona;13;65;"Buena / ";69;301;88;967,5;25,9;16,6;1,14
26/07/2017;19:00;1;9;Muy buena / Oso ona;10;72;"Buena / ";69;10;87;967,5;278,2;16,8;1,37
26/07/2017;18:00;1;7;Muy buena / Oso ona;9;76;"Buena / ";66;13;88;967,6;481,9;16,6;1,91
26/07/2017;17:00;1;10;Muy buena / Oso ona;11;66;"Buena / ";62;19;89;967,7;621,9;16,4;3,38
26/07/2017;16:00;1;8;Muy buena / Oso ona;10;67;"Buena / ";59;16;89;968;859,3;16,6;3,14
26/07/2017;15:00;1;8;Muy buena / Oso ona;9;71;"Buena / ";58;11;88;968,3;890,1;16,4;3,76
26/07/2017;14:00;1;6;Muy buena / Oso ona;8;67;"Buena / ";58;10;86;968,5;1035,7;16,3;4,58
26/07/2017;13:00;2;11;Muy buena / Oso ona;15;67;"Buena / ";58;18;83;968,4;1050,2;16,6;4,39
26/07/2017;12:00;4;16;Muy buena / Oso ona;22;62;"Buena / ";59;13;79;968,5;1104,8;17;2,82
26/07/2017;11:00;7;20;Muy buena / Oso ona;30;49;"Muy buena / ";61;26;76;968,6;1016,4;17,2;2,73
26/07/2017;10:00;8;22;Muy buena / Oso ona;33;46;"Muy buena / ";63;192;76;968,5;842,2;17,2;0,24
26/07/2017;09:00;8;24;Muy buena / Oso ona;36;42;"Muy buena / ";65;181;75;968,6;792,9;17,4;0,35
26/07/2017;08:00;2;11;Muy buena / Oso ona;14;57;"Muy buena / ";69;97;76;968,6;557,6;17;0,33
26/07/2017;07:00;0;2;Muy buena / Oso ona;2;70;"Buena / ";71;88;77;968,5;301,9;16;0,52
26/07/2017;06:00;0;2;Muy buena / Oso ona;2;71;"Buena / ";70;267;80;968,1;105,3;15,3;0,28
26/07/2017;05:00;0;2;Muy buena / Oso ona;2;77;"Buena / ";68;241;83;968;0,8;14,9;2,08
26/07/2017;04:00;0;3;Muy buena / Oso ona;3;73;"Buena / ";66;266;85;968,4;0;14,7;3,07
26/07/2017;03:00;0;7;Muy buena / Oso ona;7;67;"Buena / ";64;270;86;968,8;0;14,6;3,74
26/07/2017;02:00;0;11;Muy buena / Oso ona;11;;"Sin datos / ";63;274;88;969,4;0;14,4;3,85
26/07/2017;01:00;0;14;Muy buena / Oso ona;14;54;"Muy buena / ";62;287;88;969,7;0;14,6;4,63
25/07/2017;24:00;0;4;Muy buena / Oso ona;4;63;"Buena / ";61;300;88;970,2;0;14,6;3,98
25/07/2017;23:00;0;3;Muy buena / Oso ona;3;65;"Buena / ";61;306;89;970,4;0;14,6;4,27
25/07/2017;22:00;0;6;Muy buena / Oso ona;6;62;"Buena / ";60;322;90;970,8;0;14,6;4,44
25/07/2017;21:00;0;3;Muy buena / Oso ona;3;63;"Buena / ";60;327;91;970,8;0;14,7;4,47
25/07/2017;20:00;0;4;Muy buena / Oso ona;4;62;"Buena / ";59;352;89;970,9;7,6;15;5,82
25/07/2017;19:00;0;4;Muy buena / Oso ona;4;61;"Buena / ";59;349;87;970,8;245,2;15,5;4,17
25/07/2017;18:00;0;3;Muy buena / Oso ona;3;59;"Muy buena / ";59;359;87;970,7;499,9;15,6;5,22
25/07/2017;17:00;0;4;Muy buena / Oso ona;4;57;"Muy buena / ";59;4;88;971;429,2;15,5;6,21
25/07/2017;16:00;1;3;Muy buena / Oso ona;4;56;"Muy buena / ";60;3;89;971,2;445;15,6;6,76
25/07/2017;15:00;1;2;Muy buena / Oso ona;3;58;"Muy buena / ";60;354;89;971,5;234,1;15,3;5,45
25/07/2017;14:00;0;2;Muy buena / Oso ona;2;60;"Muy buena / ";60;343;89;971,9;403;15,6;4,83
25/07/2017;13:00;0;4;Muy buena / Oso ona;4;59;"Muy buena / ";60;329;91;972,1;180,7;14,8;6,38
25/07/2017;12:00;0;4;Muy buena / Oso ona;4;60;"Muy buena / ";61;331;88;972,2;161,8;15,2;5,46
25/07/2017;11:00;1;3;Muy buena / Oso ona;4;64;"Buena / ";62;318;87;972,2;610,5;15,6;7,44
25/07/2017;10:00;1;3;Muy buena / Oso ona;4;61;"Buena / ";62;319;89;972,4;350,9;15,1;6,51
25/07/2017;09:00;0;4;Muy buena / Oso ona;4;59;"Muy buena / ";62;326;90;972,5;269,7;14,8;6,16
25/07/2017;08:00;0;6;Muy buena / Oso ona;6;56;"Muy buena / ";61;323;91;972,4;69,9;14,2;6,04
25/07/2017;07:00;0;4;Muy buena / Oso ona;4;60;"Muy buena / ";;319;92;972,3;24,3;14,1;8,02
25/07/2017;06:00;0;3;Muy buena / Oso ona;3;64;"Buena / ";;316;90;972,3;5,7;14;7,1
25/07/2017;05:00;0;2;Muy buena / Oso ona;2;65;"Buena / ";;331;87;972,4;0,2;14,3;6,62
25/07/2017;04:00;0;2;Muy buena / Oso ona;2;66;"Buena / ";;312;90;972,5;0;14;6,8
25/07/2017;03:00;0;2;Muy buena / Oso ona;2;;"Sin datos / ";;319;92;972,7;0;14,2;6,61
25/07/2017;02:00;0;1;Muy buena / Oso ona;1;60;"Muy buena / ";54;333;92;973,3;0;14,4;7,15
25/07/2017;01:00;0;2;Muy buena / Oso ona;2;57;"Muy buena / ";52;341;95;973,7;0;14,3;7,25
24/07/2017;24:00;0;2;Muy buena / Oso ona;2;53;"Muy buena / ";50;332;98;974,1;0;14,2;7,2
24/07/2017;23:00;0;1;Muy buena / Oso ona;1;53;"Muy buena / ";49;346;98;974,4;0;14,3;7,88
24/07/2017;22:00;0;3;Muy buena / Oso ona;3;52;"Muy buena / ";48;332;98;974,5;0;14,2;6,87
24/07/2017;21:00;0;3;Muy buena / Oso ona;3;54;"Muy buena / ";46;328;99;974,4;0;14,4;6,71
24/07/2017;20:00;0;2;Muy buena / Oso ona;2;55;"Muy buena / ";45;344;99;974,2;2,1;14,4;8,33
24/07/2017;19:00;0;2;Muy buena / Oso ona;2;50;"Muy buena / ";44;357;99;974,1;16,7;14,7;8,41
24/07/2017;18:00;0;4;Muy buena / Oso ona;4;46;"Muy buena / ";43;4;99;973,7;46,5;15;8,35
24/07/2017;17:00;0;4;Muy buena / Oso ona;5;43;"Muy buena / ";43;360;98;973,6;94,7;15,2;9,14
24/07/2017;16:00;0;2;Muy buena / Oso ona;2;41;"Muy buena / ";43;345;96;973,5;162,1;15,4;9,95
24/07/2017;15:00;0;2;Muy buena / Oso ona;2;42;"Muy buena / ";43;337;94;973,5;308,1;15,8;9,5
24/07/2017;14:00;0;2;Muy buena / Oso ona;2;40;"Muy buena / ";43;334;95;973,3;642,6;15,5;10,74
24/07/2017;13:00;0;2;Muy buena / Oso ona;2;42;"Muy buena / ";44;331;94;973,2;559,3;15,8;9,86
24/07/2017;12:00;0;2;Muy buena / Oso ona;2;44;"Muy buena / ";44;328;97;973;590;15,5;10,23
24/07/2017;11:00;0;2;Muy buena / Oso ona;2;47;"Muy buena / ";44;330;98;973;258,7;15,3;9,57
24/07/2017;10:00;0;1;Muy buena / Oso ona;1;47;"Muy buena / ";44;336;98;972,7;125,9;15;10,24
24/07/2017;09:00;0;2;Muy buena / Oso ona;2;44;"Muy buena / ";42;327;99;972,4;116,5;15,2;9,65
24/07/2017;08:00;0;4;Muy buena / Oso ona;4;41;"Muy buena / ";41;322;99;972;93,5;15,1;9,68
24/07/2017;07:00;0;4;Muy buena / Oso ona;4;41;"Muy buena / ";;314;99;971,5;37,1;14,9;9,72
24/07/2017;06:00;0;2;Muy buena / Oso ona;2;44;"Muy buena / ";;319;99;971,3;5;15;9,57
24/07/2017;05:00;0;1;Muy buena / Oso ona;1;44;"Muy buena / ";;338;99;971;0,2;15,4;10,67
24/07/2017;04:00;0;1;Muy buena / Oso ona;1;;"Sin datos / ";;331;98;970,5;0;16,1;10,71
24/07/2017;03:00;0;2;Muy buena / Oso ona;2;35;"Muy buena / ";44;322;98;970,5;0;16,4;10,09
24/07/2017;02:00;0;0;Muy buena / Oso ona;0;37;"Muy buena / ";46;319;98;970,9;0;16,2;10,97
24/07/2017;01:00;0;1;Muy buena / Oso ona;1;38;"Muy buena / ";50;320;97;971,3;0;16,2;10,6
23/07/2017;24:00;0;3;Muy buena / Oso ona;3;37;"Muy buena / ";54;321;97;971,3;0;16,5;10,82
23/07/2017;23:00;0;4;Muy buena / Oso ona;4;44;"Muy buena / ";55;309;93;971,4;0;16,7;7,36
23/07/2017;22:00;0;5;Muy buena / Oso ona;5;47;"Muy buena / ";57;294;85;971,6;0;17,1;5,85
23/07/2017;21:00;0;5;Muy buena / Oso ona;5;48;"Muy buena / ";58;311;82;971,6;0;17,3;5,73
23/07/2017;20:00;0;3;Muy buena / Oso ona;3;52;"Muy buena / ";60;322;80;971,4;8,1;17,1;6,09
23/07/2017;19:00;0;4;Muy buena / Oso ona;5;55;"Muy buena / ";61;349;81;971,3;159,8;16,9;4,39
23/07/2017;18:00;0;4;Muy buena / Oso ona;4;64;"Buena / ";62;330;77;971,1;519,1;17,8;2,95
23/07/2017;17:00;1;3;Muy buena / Oso ona;4;68;"Buena / ";61;352;80;971,3;695,8;16,9;3,4
23/07/2017;16:00;1;4;Muy buena / Oso ona;5;63;"Buena / ";59;6;82;971,5;993;16,3;5,4
23/07/2017;15:00;1;2;Muy buena / Oso ona;4;57;"Muy buena / ";57;13;83;971,4;1139;16,3;4,77
23/07/2017;14:00;1;3;Muy buena / Oso ona;5;57;"Muy buena / ";57;20;83;971,6;1024,8;16,5;3,76
23/07/2017;13:00;1;4;Muy buena / Oso ona;6;61;"Buena / ";58;7;85;972,3;638,2;16,3;3,72
23/07/2017;12:00;1;4;Muy buena / Oso ona;6;61;"Buena / ";58;7;83;972,5;663,7;16,2;4,95
23/07/2017;11:00;1;3;Muy buena / Oso ona;4;64;"Buena / ";56;3;76;972,5;807,7;17,3;3,46
23/07/2017;10:00;1;4;Muy buena / Oso ona;5;59;"Muy buena / ";53;352;77;972,4;619,9;16,8;2,39
23/07/2017;09:00;1;7;Muy buena / Oso ona;9;52;"Muy buena / ";52;355;79;972,3;381,2;16;1,55
23/07/2017;08:00;3;17;Muy buena / Oso ona;22;44;"Muy buena / ";52;313;78;972,2;330,9;15,5;1,61
23/07/2017;07:00;0;4;Muy buena / Oso ona;4;59;"Muy buena / ";53;276;79;971,9;133,5;15,1;2,11
23/07/2017;06:00;0;5;Muy buena / Oso ona;5;63;"Buena / ";54;262;80;971,6;19,4;14,9;2,45
23/07/2017;05:00;0;9;Muy buena / Oso ona;9;58;"Muy buena / ";53;279;82;971,5;0,7;14,7;2,7
23/07/2017;04:00;0;16;Muy buena / Oso ona;16;49;"Muy buena / ";52;280;84;971,3;0;14,7;3,2
23/07/2017;03:00;0;21;Muy buena / Oso ona;22;42;"Muy buena / ";53;282;85;971,3;0;14,7;4,39
23/07/2017;02:00;0;17;Muy buena / Oso ona;17;47;"Muy buena / ";55;287;83;971,5;0;14,8;4,48
23/07/2017;01:00;0;11;Muy buena / Oso ona;11;53;"Muy buena / ";55;283;84;971,7;0;14,7;4,6
22/07/2017;24:00;0;7;Muy buena / Oso ona;7;57;"Muy buena / ";55;286;85;971,7;0;14,7;4,68
22/07/2017;23:00;0;3;Muy buena / Oso ona;3;62;"Buena / ";55;293;85;971,6;0;14,8;4,14
22/07/2017;22:00;0;4;Muy buena / Oso ona;4;59;"Muy buena / ";54;298;87;971,5;0;14,8;4,66
22/07/2017;21:00;0;6;Muy buena / Oso ona;6;54;"Muy buena / ";53;304;89;971;0;14,5;4,88
22/07/2017;20:00;0;6;Muy buena / Oso ona;6;52;"Muy buena / ";54;310;90;970,3;2,3;14,5;5,02
22/07/2017;19:00;0;4;Muy buena / Oso ona;4;54;"Muy buena / ";55;322;90;969,7;15,4;14,7;5,07
22/07/2017;18:00;0;2;Muy buena / Oso ona;2;53;"Muy buena / ";56;336;93;969,1;30,5;14,7;6,23
22/07/2017;17:00;0;2;Muy buena / Oso ona;2;52;"Muy buena / ";56;342;93;968,4;46;15;6,65
22/07/2017;16:00;0;2;Muy buena / Oso ona;2;52;"Muy buena / ";57;351;94;968;56,9;15,5;6,33
22/07/2017;15:00;0;2;Muy buena / Oso ona;2;54;"Muy buena / ";59;1;92;967,5;232,1;15,9;7,99
22/07/2017;14:00;0;3;Muy buena / Oso ona;3;55;"Muy buena / ";62;3;92;967,1;411,7;16,1;7,22
22/07/2017;13:00;1;5;Muy buena / Oso ona;6;56;"Muy buena / ";64;4;94;966,7;441,1;16;7,83
22/07/2017;12:00;1;7;Muy buena / Oso ona;8;64;"Buena / ";66;12;74;966,4;676,2;17,9;6,9
22/07/2017;11:00;2;12;Muy buena / Oso ona;15;59;"Muy buena / ";67;149;63;966,1;968,6;19,4;1,14
22/07/2017;10:00;2;13;Muy buena / Oso ona;16;52;"Muy buena / ";69;181;66;965,9;803,7;18,4;1,59
22/07/2017;09:00;0;4;Muy buena / Oso ona;5;64;"Buena / ";72;179;63;965,6;734,7;17,9;2,23
22/07/2017;08:00;0;2;Muy buena / Oso ona;2;70;"Buena / ";72;161;63;965,4;379,1;17,6;2,25
22/07/2017;07:00;0;2;Muy buena / Oso ona;2;72;"Buena / ";73;153;64;965;111,4;17,2;2,58
22/07/2017;06:00;0;2;Muy buena / Oso ona;2;73;"Buena / ";69;161;64;964,7;20,6;17;2,7
22/07/2017;05:00;0;2;Muy buena / Oso ona;2;74;"Buena / ";65;173;63;964,6;0,6;17,1;2,82
22/07/2017;04:00;0;2;Muy buena / Oso ona;2;73;"Buena / ";60;174;63;964,3;0;16,9;3,62
22/07/2017;03:00;0;2;Muy buena / Oso ona;2;75;"Buena / ";56;167;66;964,5;0;16,7;2,51
22/07/2017;02:00;0;2;Muy buena / Oso ona;2;75;"Buena / ";51;102;65;964,7;0;16,6;1,29
22/07/2017;01:00;0;4;Muy buena / Oso ona;4;66;"Buena / ";46;169;74;964,7;0;16,5;2,12
21/07/2017;24:00;0;9;Muy buena / Oso ona;9;58;"Muy buena / ";42;161;77;964,7;0;16,4;2,87
21/07/2017;23:00;0;15;Muy buena / Oso ona;15;49;"Muy buena / ";42;148;83;964,8;0;15,6;0,72
21/07/2017;22:00;1;20;Muy buena / Oso ona;21;40;"Muy buena / ";41;170;86;964,8;0;15,4;2,23
21/07/2017;21:00;0;18;Muy buena / Oso ona;18;41;"Muy buena / ";42;172;89;964,6;0;15,1;4,77
21/07/2017;20:00;0;15;Muy buena / Oso ona;15;45;"Muy buena / ";42;176;92;964,3;9,1;14,5;2,46
21/07/2017;19:00;1;8;Muy buena / Oso ona;9;40;"Muy buena / ";41;25;91;964,3;79,6;14,5;1,26
21/07/2017;18:00;1;9;Muy buena / Oso ona;11;39;"Muy buena / ";41;8;92;964,2;324,3;14,8;2,09
21/07/2017;17:00;1;9;Muy buena / Oso ona;11;41;"Muy buena / ";40;6;95;964,3;251,3;14,5;3,77
21/07/2017;16:00;2;8;Muy buena / Oso ona;10;41;"Muy buena / ";38;2;95;964,3;341,9;14,4;5,06
21/07/2017;15:00;1;8;Muy buena / Oso ona;10;42;"Muy buena / ";36;359;96;964,3;277,2;14,6;3,35
21/07/2017;14:00;1;4;Muy buena / Oso ona;6;45;"Muy buena / ";35;343;97;964,4;184,3;14,1;3,75
21/07/2017;13:00;1;4;Muy buena / Oso ona;6;41;"Muy buena / ";33;343;97;964,4;198,6;13,8;4,36
21/07/2017;12:00;2;10;Muy buena / Oso ona;14;36;"Muy buena / ";34;354;97;964,2;283,4;13,8;4,15
21/07/2017;11:00;1;5;Muy buena / Oso ona;7;40;"Muy buena / ";36;342;98;964,2;267,3;13,5;3,68
21/07/2017;10:00;1;5;Muy buena / Oso ona;6;36;"Muy buena / ";37;15;98;964,2;165,3;13,3;4,28
21/07/2017;09:00;6;21;Muy buena / Oso ona;29;22;"Muy buena / ";38;11;96;964,3;52,3;13,7;1,8
21/07/2017;08:00;4;19;Muy buena / Oso ona;25;24;"Muy buena / ";41;9;94;964,1;41,3;13,6;2,31
21/07/2017;07:00;0;11;Muy buena / Oso ona;11;;"Sin datos / ";44;352;93;963,9;38,6;13,5;3,61
21/07/2017;06:00;0;6;Muy buena / Oso ona;6;46;"Muy buena / ";47;332;91;964;9,2;13,5;3,66
21/07/2017;05:00;0;4;Muy buena / Oso ona;4;49;"Muy buena / ";48;349;89;964,2;0,3;13,8;3,86
21/07/2017;04:00;0;6;Muy buena / Oso ona;6;45;"Muy buena / ";49;360;90;964,4;0;14;3,99
21/07/2017;03:00;0;5;Muy buena / Oso ona;5;46;"Muy buena / ";50;5;90;964,6;0;14;3,24
21/07/2017;02:00;0;6;Muy buena / Oso ona;6;47;"Muy buena / ";51;2;92;965,2;0;13,8;2,71
21/07/2017;01:00;0;9;Muy buena / Oso ona;9;44;"Muy buena / ";53;351;92;965,7;0;13,8;2,56
20/07/2017;24:00;0;19;Muy buena / Oso ona;19;34;"Muy buena / ";55;95;92;966,4;0;14,1;0,79
