Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA
09/09/2017;11:00;2;7;Muy buena / Oso ona;10;10;Muy buena / Oso ona;5;Muy buena / Oso ona
09/09/2017;10:00;1;8;Muy buena / Oso ona;10;11;Muy buena / Oso ona;4;Muy buena / Oso ona
09/09/2017;09:00;1;9;Muy buena / Oso ona;11;14;Muy buena / Oso ona;1;Muy buena / Oso ona
09/09/2017;08:00;1;10;Muy buena / Oso ona;12;12;Muy buena / Oso ona;1;Muy buena / Oso ona
09/09/2017;07:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;3;Muy buena / Oso ona
09/09/2017;06:00;1;7;Muy buena / Oso ona;9;4;Muy buena / Oso ona;8;Muy buena / Oso ona
09/09/2017;05:00;1;12;Muy buena / Oso ona;14;18;Muy buena / Oso ona;14;Muy buena / Oso ona
09/09/2017;04:00;1;8;Muy buena / Oso ona;10;18;Muy buena / Oso ona;12;Muy buena / Oso ona
09/09/2017;03:00;1;6;Muy buena / Oso ona;8;17;Muy buena / Oso ona;13;Muy buena / Oso ona
09/09/2017;02:00;1;7;Muy buena / Oso ona;9;19;Muy buena / Oso ona;13;Muy buena / Oso ona
09/09/2017;01:00;1;6;Muy buena / Oso ona;8;20;Muy buena / Oso ona;12;Muy buena / Oso ona
08/09/2017;24:00;1;7;Muy buena / Oso ona;9;20;Muy buena / Oso ona;13;Muy buena / Oso ona
08/09/2017;23:00;1;12;Muy buena / Oso ona;14;23;Muy buena / Oso ona;14;Muy buena / Oso ona
08/09/2017;22:00;1;13;Muy buena / Oso ona;15;23;Muy buena / Oso ona;13;Muy buena / Oso ona
08/09/2017;21:00;1;21;Muy buena / Oso ona;23;24;Muy buena / Oso ona;14;Muy buena / Oso ona
08/09/2017;20:00;1;22;Muy buena / Oso ona;24;22;Muy buena / Oso ona;11;Muy buena / Oso ona
08/09/2017;19:00;1;21;Muy buena / Oso ona;23;21;Muy buena / Oso ona;12;Muy buena / Oso ona
08/09/2017;18:00;2;18;Muy buena / Oso ona;21;22;Muy buena / Oso ona;13;Muy buena / Oso ona
08/09/2017;17:00;2;16;Muy buena / Oso ona;19;21;Muy buena / Oso ona;8;Muy buena / Oso ona
08/09/2017;16:00;2;13;Muy buena / Oso ona;16;20;Muy buena / Oso ona;8;Muy buena / Oso ona
08/09/2017;15:00;2;14;Muy buena / Oso ona;17;25;Muy buena / Oso ona;6;Muy buena / Oso ona
08/09/2017;14:00;2;13;Muy buena / Oso ona;16;15;Muy buena / Oso ona;3;Muy buena / Oso ona
08/09/2017;13:00;3;13;Muy buena / Oso ona;18;15;Muy buena / Oso ona;4;Muy buena / Oso ona
08/09/2017;12:00;4;11;Muy buena / Oso ona;17;12;Muy buena / Oso ona;3;Muy buena / Oso ona
08/09/2017;11:00;4;17;Muy buena / Oso ona;23;13;Muy buena / Oso ona;9;Muy buena / Oso ona
08/09/2017;10:00;15;30;Muy buena / Oso ona;53;17;Muy buena / Oso ona;11;Muy buena / Oso ona
08/09/2017;09:00;29;35;Muy buena / Oso ona;79;21;Muy buena / Oso ona;8;Muy buena / Oso ona
08/09/2017;08:00;18;30;Muy buena / Oso ona;57;16;Muy buena / Oso ona;8;Muy buena / Oso ona
08/09/2017;07:00;12;32;Muy buena / Oso ona;51;13;Muy buena / Oso ona;8;Muy buena / Oso ona
08/09/2017;06:00;2;20;Muy buena / Oso ona;24;6;Muy buena / Oso ona;7;Muy buena / Oso ona
08/09/2017;05:00;2;19;Muy buena / Oso ona;22;8;Muy buena / Oso ona;7;Muy buena / Oso ona
08/09/2017;04:00;2;16;Muy buena / Oso ona;19;9;Muy buena / Oso ona;5;Muy buena / Oso ona
08/09/2017;03:00;1;7;Muy buena / Oso ona;9;9;Muy buena / Oso ona;5;Muy buena / Oso ona
08/09/2017;02:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;2;Muy buena / Oso ona
08/09/2017;01:00;1;6;Muy buena / Oso ona;8;9;Muy buena / Oso ona;2;Muy buena / Oso ona
07/09/2017;24:00;1;7;Muy buena / Oso ona;9;10;Muy buena / Oso ona;4;Muy buena / Oso ona
07/09/2017;23:00;1;11;Muy buena / Oso ona;13;13;Muy buena / Oso ona;7;Muy buena / Oso ona
07/09/2017;22:00;1;14;Muy buena / Oso ona;16;16;Muy buena / Oso ona;10;Muy buena / Oso ona
07/09/2017;21:00;1;21;Muy buena / Oso ona;23;17;Muy buena / Oso ona;12;Muy buena / Oso ona
07/09/2017;20:00;1;17;Muy buena / Oso ona;19;21;Muy buena / Oso ona;13;Muy buena / Oso ona
07/09/2017;19:00;1;17;Muy buena / Oso ona;19;20;Muy buena / Oso ona;12;Muy buena / Oso ona
07/09/2017;18:00;2;14;Muy buena / Oso ona;17;16;Muy buena / Oso ona;12;Muy buena / Oso ona
07/09/2017;17:00;2;12;Muy buena / Oso ona;15;16;Muy buena / Oso ona;9;Muy buena / Oso ona
07/09/2017;16:00;3;11;Muy buena / Oso ona;15;17;Muy buena / Oso ona;7;Muy buena / Oso ona
07/09/2017;15:00;2;11;Muy buena / Oso ona;14;16;Muy buena / Oso ona;4;Muy buena / Oso ona
07/09/2017;14:00;2;9;Muy buena / Oso ona;12;16;Muy buena / Oso ona;3;Muy buena / Oso ona
07/09/2017;13:00;2;6;Muy buena / Oso ona;9;14;Muy buena / Oso ona;3;Muy buena / Oso ona
07/09/2017;12:00;2;8;Muy buena / Oso ona;11;14;Muy buena / Oso ona;3;Muy buena / Oso ona
07/09/2017;11:00;2;7;Muy buena / Oso ona;10;13;Muy buena / Oso ona;3;Muy buena / Oso ona
07/09/2017;10:00;2;9;Muy buena / Oso ona;12;11;Muy buena / Oso ona;4;Muy buena / Oso ona
07/09/2017;09:00;3;18;Muy buena / Oso ona;23;13;Muy buena / Oso ona;7;Muy buena / Oso ona
07/09/2017;08:00;3;28;Muy buena / Oso ona;33;17;Muy buena / Oso ona;7;Muy buena / Oso ona
07/09/2017;07:00;4;39;Muy buena / Oso ona;44;15;Muy buena / Oso ona;6;Muy buena / Oso ona
07/09/2017;06:00;1;26;Muy buena / Oso ona;28;12;Muy buena / Oso ona;6;Muy buena / Oso ona
07/09/2017;05:00;1;10;Muy buena / Oso ona;12;10;Muy buena / Oso ona;2;Muy buena / Oso ona
07/09/2017;04:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;2;Muy buena / Oso ona
07/09/2017;03:00;1;3;Muy buena / Oso ona;5;8;Muy buena / Oso ona;1;Muy buena / Oso ona
07/09/2017;02:00;1;3;Muy buena / Oso ona;5;7;Muy buena / Oso ona;0;Muy buena / Oso ona
07/09/2017;01:00;1;4;Muy buena / Oso ona;6;4;Muy buena / Oso ona;0;Muy buena / Oso ona
06/09/2017;24:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;2;Muy buena / Oso ona
06/09/2017;23:00;1;6;Muy buena / Oso ona;8;10;Muy buena / Oso ona;5;Muy buena / Oso ona
06/09/2017;22:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;2;Muy buena / Oso ona
06/09/2017;21:00;1;11;Muy buena / Oso ona;13;11;Muy buena / Oso ona;5;Muy buena / Oso ona
06/09/2017;20:00;1;15;Muy buena / Oso ona;17;13;Muy buena / Oso ona;4;Muy buena / Oso ona
06/09/2017;19:00;1;15;Muy buena / Oso ona;17;11;Muy buena / Oso ona;4;Muy buena / Oso ona
06/09/2017;18:00;1;14;Muy buena / Oso ona;16;12;Muy buena / Oso ona;5;Muy buena / Oso ona
06/09/2017;17:00;2;12;Muy buena / Oso ona;15;13;Muy buena / Oso ona;3;Muy buena / Oso ona
06/09/2017;16:00;2;11;Muy buena / Oso ona;13;9;Muy buena / Oso ona;1;Muy buena / Oso ona
06/09/2017;15:00;2;8;Muy buena / Oso ona;10;8;Muy buena / Oso ona;0;Muy buena / Oso ona
06/09/2017;14:00;2;6;Muy buena / Oso ona;9;4;Muy buena / Oso ona;1;Muy buena / Oso ona
06/09/2017;13:00;2;10;Muy buena / Oso ona;13;8;Muy buena / Oso ona;0;Muy buena / Oso ona
06/09/2017;12:00;2;10;Muy buena / Oso ona;13;7;Muy buena / Oso ona;1;Muy buena / Oso ona
06/09/2017;11:00;3;13;Muy buena / Oso ona;18;4;Muy buena / Oso ona;3;Muy buena / Oso ona
06/09/2017;10:00;4;16;Muy buena / Oso ona;21;4;Muy buena / Oso ona;5;Muy buena / Oso ona
06/09/2017;09:00;4;27;Muy buena / Oso ona;33;9;Muy buena / Oso ona;9;Muy buena / Oso ona
06/09/2017;08:00;4;28;Muy buena / Oso ona;34;13;Muy buena / Oso ona;14;Muy buena / Oso ona
06/09/2017;07:00;1;23;Muy buena / Oso ona;26;15;Muy buena / Oso ona;15;Muy buena / Oso ona
06/09/2017;06:00;1;20;Muy buena / Oso ona;22;19;Muy buena / Oso ona;13;Muy buena / Oso ona
06/09/2017;05:00;1;11;Muy buena / Oso ona;13;16;Muy buena / Oso ona;12;Muy buena / Oso ona
06/09/2017;04:00;1;11;Muy buena / Oso ona;13;17;Muy buena / Oso ona;10;Muy buena / Oso ona
06/09/2017;03:00;1;9;Muy buena / Oso ona;11;12;Muy buena / Oso ona;9;Muy buena / Oso ona
06/09/2017;02:00;1;10;Muy buena / Oso ona;12;12;Muy buena / Oso ona;12;Muy buena / Oso ona
06/09/2017;01:00;1;8;Muy buena / Oso ona;10;14;Muy buena / Oso ona;9;Muy buena / Oso ona
05/09/2017;24:00;1;8;Muy buena / Oso ona;10;14;Muy buena / Oso ona;7;Muy buena / Oso ona
05/09/2017;23:00;1;8;Muy buena / Oso ona;10;9;Muy buena / Oso ona;7;Muy buena / Oso ona
05/09/2017;22:00;1;10;Muy buena / Oso ona;12;11;Muy buena / Oso ona;7;Muy buena / Oso ona
05/09/2017;21:00;1;12;Muy buena / Oso ona;14;11;Muy buena / Oso ona;9;Muy buena / Oso ona
05/09/2017;20:00;1;12;Muy buena / Oso ona;14;12;Muy buena / Oso ona;12;Muy buena / Oso ona
05/09/2017;19:00;1;14;Muy buena / Oso ona;16;14;Muy buena / Oso ona;13;Muy buena / Oso ona
05/09/2017;18:00;1;11;Muy buena / Oso ona;14;15;Muy buena / Oso ona;13;Muy buena / Oso ona
05/09/2017;17:00;2;11;Muy buena / Oso ona;14;15;Muy buena / Oso ona;7;Muy buena / Oso ona
05/09/2017;16:00;2;9;Muy buena / Oso ona;12;16;Muy buena / Oso ona;5;Muy buena / Oso ona
05/09/2017;15:00;2;12;Muy buena / Oso ona;15;21;Muy buena / Oso ona;3;Muy buena / Oso ona
05/09/2017;14:00;2;11;Muy buena / Oso ona;14;18;Muy buena / Oso ona;2;Muy buena / Oso ona
05/09/2017;13:00;2;8;Muy buena / Oso ona;11;14;Muy buena / Oso ona;6;Muy buena / Oso ona
05/09/2017;12:00;4;15;Muy buena / Oso ona;21;16;Muy buena / Oso ona;9;Muy buena / Oso ona
05/09/2017;11:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
05/09/2017;10:00;16;29;Muy buena / Oso ona;53;20;Muy buena / Oso ona;8;Muy buena / Oso ona
05/09/2017;09:00;5;12;Muy buena / Oso ona;19;10;Muy buena / Oso ona;7;Muy buena / Oso ona
05/09/2017;08:00;4;11;Muy buena / Oso ona;18;11;Muy buena / Oso ona;12;Muy buena / Oso ona
05/09/2017;07:00;4;23;Muy buena / Oso ona;29;16;Muy buena / Oso ona;12;Muy buena / Oso ona
05/09/2017;06:00;9;26;Muy buena / Oso ona;40;13;Muy buena / Oso ona;7;Muy buena / Oso ona
05/09/2017;05:00;5;17;Muy buena / Oso ona;24;9;Muy buena / Oso ona;4;Muy buena / Oso ona
05/09/2017;04:00;2;16;Muy buena / Oso ona;19;7;Muy buena / Oso ona;7;Muy buena / Oso ona
05/09/2017;03:00;1;9;Muy buena / Oso ona;11;6;Muy buena / Oso ona;6;Muy buena / Oso ona
05/09/2017;02:00;1;9;Muy buena / Oso ona;11;7;Muy buena / Oso ona;5;Muy buena / Oso ona
05/09/2017;01:00;1;9;Muy buena / Oso ona;11;5;Muy buena / Oso ona;5;Muy buena / Oso ona
04/09/2017;24:00;1;9;Muy buena / Oso ona;11;6;Muy buena / Oso ona;3;Muy buena / Oso ona
04/09/2017;23:00;1;13;Muy buena / Oso ona;15;5;Muy buena / Oso ona;2;Muy buena / Oso ona
04/09/2017;22:00;1;15;Muy buena / Oso ona;17;6;Muy buena / Oso ona;4;Muy buena / Oso ona
04/09/2017;21:00;1;15;Muy buena / Oso ona;17;7;Muy buena / Oso ona;6;Muy buena / Oso ona
04/09/2017;20:00;1;15;Muy buena / Oso ona;17;8;Muy buena / Oso ona;7;Muy buena / Oso ona
04/09/2017;19:00;1;15;Muy buena / Oso ona;17;11;Muy buena / Oso ona;7;Muy buena / Oso ona
04/09/2017;18:00;2;12;Muy buena / Oso ona;15;13;Muy buena / Oso ona;6;Muy buena / Oso ona
04/09/2017;17:00;2;9;Muy buena / Oso ona;12;10;Muy buena / Oso ona;5;Muy buena / Oso ona
04/09/2017;16:00;2;9;Muy buena / Oso ona;11;11;Muy buena / Oso ona;6;Muy buena / Oso ona
04/09/2017;15:00;2;9;Muy buena / Oso ona;12;12;Muy buena / Oso ona;4;Muy buena / Oso ona
04/09/2017;14:00;3;9;Muy buena / Oso ona;14;11;Muy buena / Oso ona;2;Muy buena / Oso ona
04/09/2017;13:00;1;6;Muy buena / Oso ona;8;8;Muy buena / Oso ona;0;Muy buena / Oso ona
04/09/2017;12:00;2;6;Muy buena / Oso ona;9;8;Muy buena / Oso ona;0;Muy buena / Oso ona
04/09/2017;11:00;2;6;Muy buena / Oso ona;9;7;Muy buena / Oso ona;2;Muy buena / Oso ona
04/09/2017;10:00;2;9;Muy buena / Oso ona;12;7;Muy buena / Oso ona;3;Muy buena / Oso ona
04/09/2017;09:00;1;8;Muy buena / Oso ona;10;7;Muy buena / Oso ona;4;Muy buena / Oso ona
04/09/2017;08:00;5;18;Muy buena / Oso ona;26;9;Muy buena / Oso ona;7;Muy buena / Oso ona
04/09/2017;07:00;14;32;Muy buena / Oso ona;54;14;Muy buena / Oso ona;6;Muy buena / Oso ona
04/09/2017;06:00;3;21;Muy buena / Oso ona;25;11;Muy buena / Oso ona;6;Muy buena / Oso ona
04/09/2017;05:00;3;18;Muy buena / Oso ona;23;10;Muy buena / Oso ona;5;Muy buena / Oso ona
04/09/2017;04:00;1;12;Muy buena / Oso ona;14;9;Muy buena / Oso ona;6;Muy buena / Oso ona
04/09/2017;03:00;1;7;Muy buena / Oso ona;9;8;Muy buena / Oso ona;4;Muy buena / Oso ona
04/09/2017;02:00;1;8;Muy buena / Oso ona;10;7;Muy buena / Oso ona;7;Muy buena / Oso ona
04/09/2017;01:00;1;8;Muy buena / Oso ona;10;8;Muy buena / Oso ona;12;Muy buena / Oso ona
03/09/2017;24:00;1;9;Muy buena / Oso ona;11;13;Muy buena / Oso ona;3;Muy buena / Oso ona
03/09/2017;23:00;1;12;Muy buena / Oso ona;14;10;Muy buena / Oso ona;6;Muy buena / Oso ona
03/09/2017;22:00;1;19;Muy buena / Oso ona;21;9;Muy buena / Oso ona;9;Muy buena / Oso ona
03/09/2017;21:00;1;14;Muy buena / Oso ona;16;13;Muy buena / Oso ona;11;Muy buena / Oso ona
03/09/2017;20:00;1;17;Muy buena / Oso ona;19;14;Muy buena / Oso ona;12;Muy buena / Oso ona
03/09/2017;19:00;1;14;Muy buena / Oso ona;16;13;Muy buena / Oso ona;11;Muy buena / Oso ona
03/09/2017;18:00;1;9;Muy buena / Oso ona;11;13;Muy buena / Oso ona;9;Muy buena / Oso ona
03/09/2017;17:00;1;8;Muy buena / Oso ona;10;11;Muy buena / Oso ona;5;Muy buena / Oso ona
03/09/2017;16:00;1;7;Muy buena / Oso ona;9;9;Muy buena / Oso ona;6;Muy buena / Oso ona
03/09/2017;15:00;1;5;Muy buena / Oso ona;7;10;Muy buena / Oso ona;4;Muy buena / Oso ona
03/09/2017;14:00;1;6;Muy buena / Oso ona;8;10;Muy buena / Oso ona;1;Muy buena / Oso ona
03/09/2017;13:00;1;6;Muy buena / Oso ona;8;10;Muy buena / Oso ona;0;Muy buena / Oso ona
03/09/2017;12:00;1;5;Muy buena / Oso ona;7;9;Muy buena / Oso ona;0;Muy buena / Oso ona
03/09/2017;11:00;1;8;Muy buena / Oso ona;10;9;Muy buena / Oso ona;3;Muy buena / Oso ona
03/09/2017;10:00;5;18;Muy buena / Oso ona;26;12;Muy buena / Oso ona;7;Muy buena / Oso ona
03/09/2017;09:00;6;18;Muy buena / Oso ona;28;12;Muy buena / Oso ona;9;Muy buena / Oso ona
03/09/2017;08:00;6;20;Muy buena / Oso ona;28;12;Muy buena / Oso ona;6;Muy buena / Oso ona
03/09/2017;07:00;2;14;Muy buena / Oso ona;17;11;Muy buena / Oso ona;8;Muy buena / Oso ona
03/09/2017;06:00;1;8;Muy buena / Oso ona;10;10;Muy buena / Oso ona;8;Muy buena / Oso ona
03/09/2017;05:00;1;8;Muy buena / Oso ona;10;9;Muy buena / Oso ona;8;Muy buena / Oso ona
03/09/2017;04:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;7;Muy buena / Oso ona
03/09/2017;03:00;1;8;Muy buena / Oso ona;10;8;Muy buena / Oso ona;6;Muy buena / Oso ona
03/09/2017;02:00;1;10;Muy buena / Oso ona;12;9;Muy buena / Oso ona;7;Muy buena / Oso ona
03/09/2017;01:00;1;8;Muy buena / Oso ona;10;8;Muy buena / Oso ona;9;Muy buena / Oso ona
02/09/2017;24:00;1;12;Muy buena / Oso ona;14;9;Muy buena / Oso ona;7;Muy buena / Oso ona
02/09/2017;23:00;1;20;Muy buena / Oso ona;22;12;Muy buena / Oso ona;9;Muy buena / Oso ona
02/09/2017;22:00;1;22;Muy buena / Oso ona;24;12;Muy buena / Oso ona;10;Muy buena / Oso ona
02/09/2017;21:00;1;24;Muy buena / Oso ona;26;14;Muy buena / Oso ona;10;Muy buena / Oso ona
02/09/2017;20:00;1;18;Muy buena / Oso ona;20;12;Muy buena / Oso ona;13;Muy buena / Oso ona
02/09/2017;19:00;1;9;Muy buena / Oso ona;11;13;Muy buena / Oso ona;12;Muy buena / Oso ona
02/09/2017;18:00;1;7;Muy buena / Oso ona;9;12;Muy buena / Oso ona;8;Muy buena / Oso ona
02/09/2017;17:00;1;4;Muy buena / Oso ona;6;10;Muy buena / Oso ona;3;Muy buena / Oso ona
02/09/2017;16:00;1;3;Muy buena / Oso ona;5;9;Muy buena / Oso ona;1;Muy buena / Oso ona
02/09/2017;15:00;1;2;Muy buena / Oso ona;4;9;Muy buena / Oso ona;1;Muy buena / Oso ona
02/09/2017;14:00;1;2;Muy buena / Oso ona;4;7;Muy buena / Oso ona;1;Muy buena / Oso ona
02/09/2017;13:00;1;2;Muy buena / Oso ona;4;8;Muy buena / Oso ona;1;Muy buena / Oso ona
02/09/2017;12:00;1;5;Muy buena / Oso ona;7;9;Muy buena / Oso ona;1;Muy buena / Oso ona
02/09/2017;11:00;1;6;Muy buena / Oso ona;8;9;Muy buena / Oso ona;2;Muy buena / Oso ona
02/09/2017;10:00;1;4;Muy buena / Oso ona;6;7;Muy buena / Oso ona;3;Muy buena / Oso ona
02/09/2017;09:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;3;Muy buena / Oso ona
02/09/2017;08:00;1;7;Muy buena / Oso ona;9;8;Muy buena / Oso ona;3;Muy buena / Oso ona
02/09/2017;07:00;1;12;Muy buena / Oso ona;14;10;Muy buena / Oso ona;3;Muy buena / Oso ona
02/09/2017;06:00;1;9;Muy buena / Oso ona;11;9;Muy buena / Oso ona;6;Muy buena / Oso ona
02/09/2017;05:00;1;6;Muy buena / Oso ona;8;10;Muy buena / Oso ona;6;Muy buena / Oso ona
02/09/2017;04:00;1;6;Muy buena / Oso ona;8;10;Muy buena / Oso ona;5;Muy buena / Oso ona
02/09/2017;03:00;1;6;Muy buena / Oso ona;8;10;Muy buena / Oso ona;5;Muy buena / Oso ona
02/09/2017;02:00;1;4;Muy buena / Oso ona;6;8;Muy buena / Oso ona;3;Muy buena / Oso ona
02/09/2017;01:00;1;7;Muy buena / Oso ona;9;10;Muy buena / Oso ona;5;Muy buena / Oso ona
01/09/2017;24:00;1;7;Muy buena / Oso ona;9;10;Muy buena / Oso ona;10;Muy buena / Oso ona
01/09/2017;23:00;1;11;Muy buena / Oso ona;13;13;Muy buena / Oso ona;8;Muy buena / Oso ona
01/09/2017;22:00;1;12;Muy buena / Oso ona;14;12;Muy buena / Oso ona;8;Muy buena / Oso ona
01/09/2017;21:00;1;18;Muy buena / Oso ona;20;13;Muy buena / Oso ona;9;Muy buena / Oso ona
01/09/2017;20:00;1;18;Muy buena / Oso ona;20;15;Muy buena / Oso ona;9;Muy buena / Oso ona
01/09/2017;19:00;1;15;Muy buena / Oso ona;17;13;Muy buena / Oso ona;8;Muy buena / Oso ona
01/09/2017;18:00;1;12;Muy buena / Oso ona;14;14;Muy buena / Oso ona;4;Muy buena / Oso ona
01/09/2017;17:00;2;10;Muy buena / Oso ona;13;9;Muy buena / Oso ona;5;Muy buena / Oso ona
01/09/2017;16:00;1;9;Muy buena / Oso ona;11;6;Muy buena / Oso ona;7;Muy buena / Oso ona
01/09/2017;15:00;2;11;Muy buena / Oso ona;14;11;Muy buena / Oso ona;4;Muy buena / Oso ona
01/09/2017;14:00;1;8;Muy buena / Oso ona;11;10;Muy buena / Oso ona;4;Muy buena / Oso ona
01/09/2017;13:00;2;7;Muy buena / Oso ona;9;9;Muy buena / Oso ona;1;Muy buena / Oso ona
01/09/2017;12:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;0;Muy buena / Oso ona
01/09/2017;11:00;2;7;Muy buena / Oso ona;10;4;Muy buena / Oso ona;0;Muy buena / Oso ona
01/09/2017;10:00;2;9;Muy buena / Oso ona;12;4;Muy buena / Oso ona;3;Muy buena / Oso ona
01/09/2017;09:00;10;30;Muy buena / Oso ona;46;13;Muy buena / Oso ona;9;Muy buena / Oso ona
01/09/2017;08:00;26;37;Muy buena / Oso ona;77;18;Muy buena / Oso ona;9;Muy buena / Oso ona
01/09/2017;07:00;16;28;Muy buena / Oso ona;53;14;Muy buena / Oso ona;6;Muy buena / Oso ona
01/09/2017;06:00;5;23;Muy buena / Oso ona;30;9;Muy buena / Oso ona;6;Muy buena / Oso ona
01/09/2017;05:00;1;15;Muy buena / Oso ona;17;8;Muy buena / Oso ona;5;Muy buena / Oso ona
01/09/2017;04:00;1;7;Muy buena / Oso ona;9;7;Muy buena / Oso ona;4;Muy buena / Oso ona
01/09/2017;03:00;1;7;Muy buena / Oso ona;9;7;Muy buena / Oso ona;7;Muy buena / Oso ona
01/09/2017;02:00;1;9;Muy buena / Oso ona;11;6;Muy buena / Oso ona;11;Muy buena / Oso ona
01/09/2017;01:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;8;Muy buena / Oso ona
31/08/2017;24:00;1;11;Muy buena / Oso ona;13;8;Muy buena / Oso ona;4;Muy buena / Oso ona
31/08/2017;23:00;1;10;Muy buena / Oso ona;12;7;Muy buena / Oso ona;5;Muy buena / Oso ona
31/08/2017;22:00;1;10;Muy buena / Oso ona;12;8;Muy buena / Oso ona;7;Muy buena / Oso ona
31/08/2017;21:00;1;11;Muy buena / Oso ona;13;10;Muy buena / Oso ona;7;Muy buena / Oso ona
31/08/2017;20:00;1;13;Muy buena / Oso ona;15;11;Muy buena / Oso ona;6;Muy buena / Oso ona
31/08/2017;19:00;1;10;Muy buena / Oso ona;12;10;Muy buena / Oso ona;7;Muy buena / Oso ona
31/08/2017;18:00;1;9;Muy buena / Oso ona;11;8;Muy buena / Oso ona;7;Muy buena / Oso ona
31/08/2017;17:00;2;9;Muy buena / Oso ona;12;9;Muy buena / Oso ona;1;Muy buena / Oso ona
31/08/2017;16:00;2;7;Muy buena / Oso ona;10;7;Muy buena / Oso ona;1;Muy buena / Oso ona
31/08/2017;15:00;1;5;Muy buena / Oso ona;7;6;Muy buena / Oso ona;1;Muy buena / Oso ona
31/08/2017;14:00;1;5;Muy buena / Oso ona;8;6;Muy buena / Oso ona;0;Muy buena / Oso ona
31/08/2017;13:00;1;8;Muy buena / Oso ona;10;5;Muy buena / Oso ona;1;Muy buena / Oso ona
31/08/2017;12:00;2;6;Muy buena / Oso ona;9;7;Muy buena / Oso ona;1;Muy buena / Oso ona
31/08/2017;11:00;2;9;Muy buena / Oso ona;12;9;Muy buena / Oso ona;1;Muy buena / Oso ona
31/08/2017;10:00;2;11;Muy buena / Oso ona;14;7;Muy buena / Oso ona;2;Muy buena / Oso ona
31/08/2017;09:00;2;15;Muy buena / Oso ona;18;9;Muy buena / Oso ona;2;Muy buena / Oso ona
31/08/2017;08:00;3;23;Muy buena / Oso ona;28;11;Muy buena / Oso ona;3;Muy buena / Oso ona
31/08/2017;07:00;1;21;Muy buena / Oso ona;24;7;Muy buena / Oso ona;1;Muy buena / Oso ona
31/08/2017;06:00;1;12;Muy buena / Oso ona;14;5;Muy buena / Oso ona;4;Muy buena / Oso ona
31/08/2017;05:00;1;7;Muy buena / Oso ona;9;5;Muy buena / Oso ona;2;Muy buena / Oso ona
31/08/2017;04:00;1;11;Muy buena / Oso ona;13;6;Muy buena / Oso ona;3;Muy buena / Oso ona
31/08/2017;03:00;1;9;Muy buena / Oso ona;11;9;Muy buena / Oso ona;4;Muy buena / Oso ona
31/08/2017;02:00;1;6;Muy buena / Oso ona;8;9;Muy buena / Oso ona;4;Muy buena / Oso ona
31/08/2017;01:00;1;5;Muy buena / Oso ona;7;7;Muy buena / Oso ona;3;Muy buena / Oso ona
30/08/2017;24:00;1;4;Muy buena / Oso ona;6;8;Muy buena / Oso ona;2;Muy buena / Oso ona
30/08/2017;23:00;1;4;Muy buena / Oso ona;6;6;Muy buena / Oso ona;0;Muy buena / Oso ona
30/08/2017;22:00;1;3;Muy buena / Oso ona;5;4;Muy buena / Oso ona;1;Muy buena / Oso ona
30/08/2017;21:00;1;6;Muy buena / Oso ona;8;4;Muy buena / Oso ona;4;Muy buena / Oso ona
30/08/2017;20:00;1;8;Muy buena / Oso ona;10;5;Muy buena / Oso ona;3;Muy buena / Oso ona
30/08/2017;19:00;1;9;Muy buena / Oso ona;11;6;Muy buena / Oso ona;2;Muy buena / Oso ona
30/08/2017;18:00;1;11;Muy buena / Oso ona;13;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/08/2017;17:00;2;19;Muy buena / Oso ona;22;13;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/08/2017;16:00;2;16;Muy buena / Oso ona;19;23;Muy buena / Oso ona;12;Muy buena / Oso ona
30/08/2017;15:00;1;9;Muy buena / Oso ona;11;21;Muy buena / Oso ona;3;Muy buena / Oso ona
30/08/2017;14:00;1;6;Muy buena / Oso ona;8;12;Muy buena / Oso ona;4;Muy buena / Oso ona
30/08/2017;13:00;1;6;Muy buena / Oso ona;8;12;Muy buena / Oso ona;0;Muy buena / Oso ona
30/08/2017;12:00;1;5;Muy buena / Oso ona;7;11;Muy buena / Oso ona;0;Muy buena / Oso ona
30/08/2017;11:00;1;7;Muy buena / Oso ona;9;11;Muy buena / Oso ona;3;Muy buena / Oso ona
30/08/2017;10:00;2;8;Muy buena / Oso ona;11;14;Muy buena / Oso ona;6;Muy buena / Oso ona
30/08/2017;09:00;1;5;Muy buena / Oso ona;8;13;Muy buena / Oso ona;6;Muy buena / Oso ona
