Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA
19/10/2017;08:00;8;31;Muy buena / Oso ona;43;13;Muy buena / Oso ona;7;Muy buena / Oso ona
19/10/2017;07:00;5;33;Muy buena / Oso ona;41;12;Muy buena / Oso ona;3;Muy buena / Oso ona
19/10/2017;06:00;1;11;Muy buena / Oso ona;13;9;Muy buena / Oso ona;0;Muy buena / Oso ona
19/10/2017;05:00;1;6;Muy buena / Oso ona;8;9;Muy buena / Oso ona;3;Muy buena / Oso ona
19/10/2017;04:00;1;3;Muy buena / Oso ona;5;8;Muy buena / Oso ona;2;Muy buena / Oso ona
19/10/2017;03:00;1;3;Muy buena / Oso ona;5;8;Muy buena / Oso ona;3;Muy buena / Oso ona
19/10/2017;02:00;1;6;Muy buena / Oso ona;8;8;Muy buena / Oso ona;0;Muy buena / Oso ona
19/10/2017;01:00;1;3;Muy buena / Oso ona;5;6;Muy buena / Oso ona;2;Muy buena / Oso ona
18/10/2017;24:00;1;3;Muy buena / Oso ona;5;8;Muy buena / Oso ona;1;Muy buena / Oso ona
18/10/2017;23:00;1;7;Muy buena / Oso ona;9;9;Muy buena / Oso ona;2;Muy buena / Oso ona
18/10/2017;22:00;1;8;Muy buena / Oso ona;10;11;Muy buena / Oso ona;6;Muy buena / Oso ona
18/10/2017;21:00;1;15;Muy buena / Oso ona;17;18;Muy buena / Oso ona;7;Muy buena / Oso ona
18/10/2017;20:00;1;16;Muy buena / Oso ona;19;20;Muy buena / Oso ona;7;Muy buena / Oso ona
18/10/2017;19:00;1;21;Muy buena / Oso ona;23;20;Muy buena / Oso ona;8;Muy buena / Oso ona
18/10/2017;18:00;2;22;Muy buena / Oso ona;25;21;Muy buena / Oso ona;7;Muy buena / Oso ona
18/10/2017;17:00;2;18;Muy buena / Oso ona;21;20;Muy buena / Oso ona;6;Muy buena / Oso ona
18/10/2017;16:00;1;14;Muy buena / Oso ona;17;21;Muy buena / Oso ona;7;Muy buena / Oso ona
18/10/2017;15:00;1;7;Muy buena / Oso ona;9;23;Muy buena / Oso ona;13;Muy buena / Oso ona
18/10/2017;14:00;1;9;Muy buena / Oso ona;11;31;Muy buena / Oso ona;18;Muy buena / Oso ona
18/10/2017;13:00;2;10;Muy buena / Oso ona;13;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
18/10/2017;12:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
18/10/2017;11:00;2;17;Muy buena / Oso ona;20;8;Muy buena / Oso ona;5;Muy buena / Oso ona
18/10/2017;10:00;8;35;Muy buena / Oso ona;48;11;Muy buena / Oso ona;6;Muy buena / Oso ona
18/10/2017;09:00;2;15;Muy buena / Oso ona;18;15;Muy buena / Oso ona;9;Muy buena / Oso ona
18/10/2017;08:00;5;21;Muy buena / Oso ona;28;23;Muy buena / Oso ona;10;Muy buena / Oso ona
18/10/2017;07:00;3;27;Muy buena / Oso ona;30;15;Muy buena / Oso ona;11;Muy buena / Oso ona
18/10/2017;06:00;1;13;Muy buena / Oso ona;15;16;Muy buena / Oso ona;11;Muy buena / Oso ona
18/10/2017;05:00;1;5;Muy buena / Oso ona;7;17;Muy buena / Oso ona;11;Muy buena / Oso ona
18/10/2017;04:00;1;4;Muy buena / Oso ona;6;17;Muy buena / Oso ona;12;Muy buena / Oso ona
18/10/2017;03:00;1;4;Muy buena / Oso ona;6;20;Muy buena / Oso ona;12;Muy buena / Oso ona
18/10/2017;02:00;1;5;Muy buena / Oso ona;7;25;Muy buena / Oso ona;9;Muy buena / Oso ona
18/10/2017;01:00;1;6;Muy buena / Oso ona;8;16;Muy buena / Oso ona;8;Muy buena / Oso ona
17/10/2017;24:00;1;4;Muy buena / Oso ona;6;15;Muy buena / Oso ona;10;Muy buena / Oso ona
17/10/2017;23:00;1;2;Muy buena / Oso ona;4;20;Muy buena / Oso ona;9;Muy buena / Oso ona
17/10/2017;22:00;1;6;Muy buena / Oso ona;8;15;Muy buena / Oso ona;7;Muy buena / Oso ona
17/10/2017;21:00;1;5;Muy buena / Oso ona;7;16;Muy buena / Oso ona;9;Muy buena / Oso ona
17/10/2017;20:00;1;7;Muy buena / Oso ona;9;21;Muy buena / Oso ona;13;Muy buena / Oso ona
17/10/2017;19:00;1;17;Muy buena / Oso ona;19;29;Muy buena / Oso ona;18;Muy buena / Oso ona
17/10/2017;18:00;1;19;Muy buena / Oso ona;21;41;Buena / Ona;20;Muy buena / Oso ona
17/10/2017;17:00;1;14;Muy buena / Oso ona;16;46;Buena / Ona;18;Muy buena / Oso ona
17/10/2017;16:00;1;8;Muy buena / Oso ona;10;42;Buena / Ona;15;Muy buena / Oso ona
17/10/2017;15:00;1;6;Muy buena / Oso ona;8;44;Buena / Ona;9;Muy buena / Oso ona
17/10/2017;14:00;1;5;Muy buena / Oso ona;7;32;Muy buena / Oso ona;11;Muy buena / Oso ona
17/10/2017;13:00;1;5;Muy buena / Oso ona;7;25;Muy buena / Oso ona;8;Muy buena / Oso ona
17/10/2017;12:00;1;6;Muy buena / Oso ona;8;23;Muy buena / Oso ona;10;Muy buena / Oso ona
17/10/2017;11:00;1;7;Muy buena / Oso ona;9;23;Muy buena / Oso ona;10;Muy buena / Oso ona
17/10/2017;10:00;1;6;Muy buena / Oso ona;8;28;Muy buena / Oso ona;10;Muy buena / Oso ona
17/10/2017;09:00;1;9;Muy buena / Oso ona;12;20;Muy buena / Oso ona;14;Muy buena / Oso ona
17/10/2017;08:00;4;33;Muy buena / Oso ona;40;28;Muy buena / Oso ona;12;Muy buena / Oso ona
17/10/2017;07:00;3;35;Muy buena / Oso ona;40;29;Muy buena / Oso ona;10;Muy buena / Oso ona
17/10/2017;06:00;1;10;Muy buena / Oso ona;12;15;Muy buena / Oso ona;9;Muy buena / Oso ona
17/10/2017;05:00;1;4;Muy buena / Oso ona;6;15;Muy buena / Oso ona;8;Muy buena / Oso ona
17/10/2017;04:00;1;2;Muy buena / Oso ona;4;19;Muy buena / Oso ona;11;Muy buena / Oso ona
17/10/2017;03:00;1;2;Muy buena / Oso ona;4;27;Muy buena / Oso ona;6;Muy buena / Oso ona
17/10/2017;02:00;1;2;Muy buena / Oso ona;4;18;Muy buena / Oso ona;11;Muy buena / Oso ona
17/10/2017;01:00;1;7;Muy buena / Oso ona;9;15;Muy buena / Oso ona;19;Muy buena / Oso ona
16/10/2017;24:00;1;26;Muy buena / Oso ona;28;28;Muy buena / Oso ona;15;Muy buena / Oso ona
16/10/2017;23:00;1;22;Muy buena / Oso ona;24;30;Muy buena / Oso ona;14;Muy buena / Oso ona
16/10/2017;22:00;1;22;Muy buena / Oso ona;24;36;Muy buena / Oso ona;14;Muy buena / Oso ona
16/10/2017;21:00;1;26;Muy buena / Oso ona;28;32;Muy buena / Oso ona;20;Muy buena / Oso ona
16/10/2017;20:00;1;30;Muy buena / Oso ona;32;43;Buena / Ona;23;Muy buena / Oso ona
16/10/2017;19:00;2;27;Muy buena / Oso ona;29;62;Mejorable / Hobetzeko modukoa;18;Muy buena / Oso ona
16/10/2017;18:00;1;10;Muy buena / Oso ona;12;37;Muy buena / Oso ona;20;Muy buena / Oso ona
16/10/2017;17:00;1;10;Muy buena / Oso ona;12;42;Buena / Ona;17;Muy buena / Oso ona
16/10/2017;16:00;1;7;Muy buena / Oso ona;9;37;Muy buena / Oso ona;9;Muy buena / Oso ona
16/10/2017;15:00;1;5;Muy buena / Oso ona;7;21;Muy buena / Oso ona;8;Muy buena / Oso ona
16/10/2017;14:00;1;3;Muy buena / Oso ona;5;19;Muy buena / Oso ona;9;Muy buena / Oso ona
16/10/2017;13:00;1;4;Muy buena / Oso ona;6;22;Muy buena / Oso ona;10;Muy buena / Oso ona
16/10/2017;12:00;1;4;Muy buena / Oso ona;7;26;Muy buena / Oso ona;11;Muy buena / Oso ona
16/10/2017;11:00;1;4;Muy buena / Oso ona;6;23;Muy buena / Oso ona;8;Muy buena / Oso ona
16/10/2017;10:00;1;5;Muy buena / Oso ona;7;22;Muy buena / Oso ona;10;Muy buena / Oso ona
16/10/2017;09:00;1;7;Muy buena / Oso ona;9;19;Muy buena / Oso ona;12;Muy buena / Oso ona
16/10/2017;08:00;1;9;Muy buena / Oso ona;11;25;Muy buena / Oso ona;12;Muy buena / Oso ona
16/10/2017;07:00;1;9;Muy buena / Oso ona;11;22;Muy buena / Oso ona;12;Muy buena / Oso ona
16/10/2017;06:00;1;5;Muy buena / Oso ona;7;17;Muy buena / Oso ona;11;Muy buena / Oso ona
16/10/2017;05:00;1;3;Muy buena / Oso ona;5;17;Muy buena / Oso ona;10;Muy buena / Oso ona
16/10/2017;04:00;1;2;Muy buena / Oso ona;4;19;Muy buena / Oso ona;10;Muy buena / Oso ona
16/10/2017;03:00;1;1;Muy buena / Oso ona;3;20;Muy buena / Oso ona;11;Muy buena / Oso ona
16/10/2017;02:00;1;0;Muy buena / Oso ona;2;22;Muy buena / Oso ona;12;Muy buena / Oso ona
16/10/2017;01:00;1;3;Muy buena / Oso ona;5;22;Muy buena / Oso ona;13;Muy buena / Oso ona
15/10/2017;24:00;1;4;Muy buena / Oso ona;6;24;Muy buena / Oso ona;10;Muy buena / Oso ona
15/10/2017;23:00;1;3;Muy buena / Oso ona;5;25;Muy buena / Oso ona;13;Muy buena / Oso ona
15/10/2017;22:00;1;3;Muy buena / Oso ona;5;27;Muy buena / Oso ona;13;Muy buena / Oso ona
15/10/2017;21:00;1;9;Muy buena / Oso ona;11;26;Muy buena / Oso ona;16;Muy buena / Oso ona
15/10/2017;20:00;1;14;Muy buena / Oso ona;16;33;Muy buena / Oso ona;18;Muy buena / Oso ona
15/10/2017;19:00;1;9;Muy buena / Oso ona;11;28;Muy buena / Oso ona;19;Muy buena / Oso ona
15/10/2017;18:00;1;8;Muy buena / Oso ona;10;33;Muy buena / Oso ona;19;Muy buena / Oso ona
15/10/2017;17:00;1;5;Muy buena / Oso ona;7;35;Muy buena / Oso ona;17;Muy buena / Oso ona
15/10/2017;16:00;1;2;Muy buena / Oso ona;4;26;Muy buena / Oso ona;7;Muy buena / Oso ona
15/10/2017;15:00;1;2;Muy buena / Oso ona;4;27;Muy buena / Oso ona;8;Muy buena / Oso ona
15/10/2017;14:00;1;2;Muy buena / Oso ona;4;20;Muy buena / Oso ona;8;Muy buena / Oso ona
15/10/2017;13:00;1;4;Muy buena / Oso ona;6;22;Muy buena / Oso ona;5;Muy buena / Oso ona
15/10/2017;12:00;1;3;Muy buena / Oso ona;5;18;Muy buena / Oso ona;4;Muy buena / Oso ona
15/10/2017;11:00;1;4;Muy buena / Oso ona;6;17;Muy buena / Oso ona;8;Muy buena / Oso ona
15/10/2017;10:00;1;6;Muy buena / Oso ona;8;16;Muy buena / Oso ona;15;Muy buena / Oso ona
15/10/2017;09:00;5;21;Muy buena / Oso ona;29;27;Muy buena / Oso ona;14;Muy buena / Oso ona
15/10/2017;08:00;4;17;Muy buena / Oso ona;23;28;Muy buena / Oso ona;13;Muy buena / Oso ona
15/10/2017;07:00;3;20;Muy buena / Oso ona;25;19;Muy buena / Oso ona;11;Muy buena / Oso ona
15/10/2017;06:00;1;12;Muy buena / Oso ona;14;17;Muy buena / Oso ona;12;Muy buena / Oso ona
15/10/2017;05:00;1;17;Muy buena / Oso ona;19;18;Muy buena / Oso ona;14;Muy buena / Oso ona
15/10/2017;04:00;1;15;Muy buena / Oso ona;17;22;Muy buena / Oso ona;14;Muy buena / Oso ona
15/10/2017;03:00;1;16;Muy buena / Oso ona;18;19;Muy buena / Oso ona;15;Muy buena / Oso ona
15/10/2017;02:00;1;20;Muy buena / Oso ona;22;26;Muy buena / Oso ona;16;Muy buena / Oso ona
15/10/2017;01:00;1;28;Muy buena / Oso ona;30;26;Muy buena / Oso ona;15;Muy buena / Oso ona
14/10/2017;24:00;1;29;Muy buena / Oso ona;31;31;Muy buena / Oso ona;17;Muy buena / Oso ona
14/10/2017;23:00;2;41;Muy buena / Oso ona;43;35;Muy buena / Oso ona;20;Muy buena / Oso ona
14/10/2017;22:00;9;48;Muy buena / Oso ona;62;40;Muy buena / Oso ona;22;Muy buena / Oso ona
14/10/2017;21:00;22;67;Muy buena / Oso ona;101;50;Buena / Ona;21;Muy buena / Oso ona
14/10/2017;20:00;13;58;Muy buena / Oso ona;78;44;Buena / Ona;21;Muy buena / Oso ona
14/10/2017;19:00;8;42;Muy buena / Oso ona;54;42;Buena / Ona;21;Muy buena / Oso ona
14/10/2017;18:00;1;7;Muy buena / Oso ona;9;37;Muy buena / Oso ona;19;Muy buena / Oso ona
14/10/2017;17:00;1;4;Muy buena / Oso ona;6;33;Muy buena / Oso ona;19;Muy buena / Oso ona
14/10/2017;16:00;1;4;Muy buena / Oso ona;6;33;Muy buena / Oso ona;10;Muy buena / Oso ona
14/10/2017;15:00;1;2;Muy buena / Oso ona;4;34;Muy buena / Oso ona;5;Muy buena / Oso ona
14/10/2017;14:00;1;3;Muy buena / Oso ona;5;27;Muy buena / Oso ona;9;Muy buena / Oso ona
14/10/2017;13:00;1;3;Muy buena / Oso ona;5;28;Muy buena / Oso ona;8;Muy buena / Oso ona
14/10/2017;12:00;2;9;Muy buena / Oso ona;12;31;Muy buena / Oso ona;8;Muy buena / Oso ona
14/10/2017;11:00;3;17;Muy buena / Oso ona;22;30;Muy buena / Oso ona;15;Muy buena / Oso ona
14/10/2017;10:00;7;25;Muy buena / Oso ona;36;31;Muy buena / Oso ona;24;Muy buena / Oso ona
14/10/2017;09:00;14;33;Muy buena / Oso ona;55;42;Buena / Ona;26;Buena / Ona
14/10/2017;08:00;30;25;Muy buena / Oso ona;70;39;Muy buena / Oso ona;19;Muy buena / Oso ona
14/10/2017;07:00;11;21;Muy buena / Oso ona;39;21;Muy buena / Oso ona;15;Muy buena / Oso ona
14/10/2017;06:00;12;23;Muy buena / Oso ona;41;19;Muy buena / Oso ona;17;Muy buena / Oso ona
14/10/2017;05:00;2;21;Muy buena / Oso ona;23;17;Muy buena / Oso ona;14;Muy buena / Oso ona
14/10/2017;04:00;1;12;Muy buena / Oso ona;14;17;Muy buena / Oso ona;11;Muy buena / Oso ona
14/10/2017;03:00;1;9;Muy buena / Oso ona;11;13;Muy buena / Oso ona;16;Muy buena / Oso ona
14/10/2017;02:00;1;11;Muy buena / Oso ona;13;22;Muy buena / Oso ona;16;Muy buena / Oso ona
14/10/2017;01:00;1;12;Muy buena / Oso ona;14;25;Muy buena / Oso ona;18;Muy buena / Oso ona
13/10/2017;24:00;1;16;Muy buena / Oso ona;18;29;Muy buena / Oso ona;20;Muy buena / Oso ona
13/10/2017;23:00;1;22;Muy buena / Oso ona;24;28;Muy buena / Oso ona;19;Muy buena / Oso ona
13/10/2017;22:00;3;29;Muy buena / Oso ona;33;32;Muy buena / Oso ona;20;Muy buena / Oso ona
13/10/2017;21:00;4;46;Muy buena / Oso ona;52;36;Muy buena / Oso ona;21;Muy buena / Oso ona
13/10/2017;20:00;5;33;Muy buena / Oso ona;40;26;Muy buena / Oso ona;28;Buena / Ona
13/10/2017;19:00;1;25;Muy buena / Oso ona;27;40;Muy buena / Oso ona;34;Buena / Ona
13/10/2017;18:00;2;29;Muy buena / Oso ona;32;68;Mejorable / Hobetzeko modukoa;26;Buena / Ona
13/10/2017;17:00;1;9;Muy buena / Oso ona;11;43;Buena / Ona;15;Muy buena / Oso ona
13/10/2017;16:00;1;6;Muy buena / Oso ona;8;32;Muy buena / Oso ona;8;Muy buena / Oso ona
13/10/2017;15:00;1;3;Muy buena / Oso ona;5;29;Muy buena / Oso ona;6;Muy buena / Oso ona
13/10/2017;14:00;1;3;Muy buena / Oso ona;5;28;Muy buena / Oso ona;10;Muy buena / Oso ona
13/10/2017;13:00;1;7;Muy buena / Oso ona;9;28;Muy buena / Oso ona;9;Muy buena / Oso ona
13/10/2017;12:00;3;14;Muy buena / Oso ona;18;31;Muy buena / Oso ona;12;Muy buena / Oso ona
13/10/2017;11:00;6;28;Muy buena / Oso ona;37;36;Muy buena / Oso ona;20;Muy buena / Oso ona
13/10/2017;10:00;12;42;Muy buena / Oso ona;60;45;Buena / Ona;27;Buena / Ona
13/10/2017;09:00;45;62;Muy buena / Oso ona;130;51;Buena / Ona;27;Buena / Ona
13/10/2017;08:00;62;54;Muy buena / Oso ona;148;45;Buena / Ona;24;Muy buena / Oso ona
13/10/2017;07:00;21;48;Muy buena / Oso ona;80;40;Muy buena / Oso ona;23;Muy buena / Oso ona
13/10/2017;06:00;11;42;Muy buena / Oso ona;59;38;Muy buena / Oso ona;21;Muy buena / Oso ona
13/10/2017;05:00;4;33;Muy buena / Oso ona;39;29;Muy buena / Oso ona;19;Muy buena / Oso ona
13/10/2017;04:00;1;18;Muy buena / Oso ona;20;26;Muy buena / Oso ona;19;Muy buena / Oso ona
13/10/2017;03:00;1;13;Muy buena / Oso ona;15;26;Muy buena / Oso ona;19;Muy buena / Oso ona
13/10/2017;02:00;1;15;Muy buena / Oso ona;17;29;Muy buena / Oso ona;20;Muy buena / Oso ona
13/10/2017;01:00;1;19;Muy buena / Oso ona;21;29;Muy buena / Oso ona;20;Muy buena / Oso ona
12/10/2017;24:00;1;23;Muy buena / Oso ona;25;30;Muy buena / Oso ona;18;Muy buena / Oso ona
12/10/2017;23:00;1;28;Muy buena / Oso ona;30;33;Muy buena / Oso ona;18;Muy buena / Oso ona
12/10/2017;22:00;2;43;Muy buena / Oso ona;46;34;Muy buena / Oso ona;19;Muy buena / Oso ona
12/10/2017;21:00;6;51;Muy buena / Oso ona;60;32;Muy buena / Oso ona;23;Muy buena / Oso ona
12/10/2017;20:00;10;60;Muy buena / Oso ona;75;41;Buena / Ona;26;Buena / Ona
12/10/2017;19:00;2;37;Muy buena / Oso ona;41;36;Muy buena / Oso ona;25;Muy buena / Oso ona
12/10/2017;18:00;1;9;Muy buena / Oso ona;11;37;Muy buena / Oso ona;26;Buena / Ona
12/10/2017;17:00;1;7;Muy buena / Oso ona;9;47;Buena / Ona;13;Muy buena / Oso ona
12/10/2017;16:00;1;4;Muy buena / Oso ona;6;21;Muy buena / Oso ona;1;Muy buena / Oso ona
12/10/2017;15:00;1;7;Muy buena / Oso ona;9;14;Muy buena / Oso ona;4;Muy buena / Oso ona
12/10/2017;14:00;3;17;Muy buena / Oso ona;21;22;Muy buena / Oso ona;8;Muy buena / Oso ona
12/10/2017;13:00;5;19;Muy buena / Oso ona;26;26;Muy buena / Oso ona;7;Muy buena / Oso ona
12/10/2017;12:00;5;18;Muy buena / Oso ona;26;25;Muy buena / Oso ona;10;Muy buena / Oso ona
12/10/2017;11:00;6;17;Muy buena / Oso ona;27;21;Muy buena / Oso ona;16;Muy buena / Oso ona
12/10/2017;10:00;3;9;Muy buena / Oso ona;14;12;Muy buena / Oso ona;14;Muy buena / Oso ona
12/10/2017;09:00;1;9;Muy buena / Oso ona;11;9;Muy buena / Oso ona;12;Muy buena / Oso ona
12/10/2017;08:00;1;10;Muy buena / Oso ona;12;13;Muy buena / Oso ona;7;Muy buena / Oso ona
12/10/2017;07:00;1;7;Muy buena / Oso ona;9;9;Muy buena / Oso ona;5;Muy buena / Oso ona
12/10/2017;06:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;11;Muy buena / Oso ona
12/10/2017;05:00;1;8;Muy buena / Oso ona;10;15;Muy buena / Oso ona;19;Muy buena / Oso ona
12/10/2017;04:00;1;9;Muy buena / Oso ona;11;21;Muy buena / Oso ona;25;Muy buena / Oso ona
12/10/2017;03:00;1;9;Muy buena / Oso ona;11;27;Muy buena / Oso ona;31;Buena / Ona
12/10/2017;02:00;1;10;Muy buena / Oso ona;12;25;Muy buena / Oso ona;20;Muy buena / Oso ona
12/10/2017;01:00;1;16;Muy buena / Oso ona;18;18;Muy buena / Oso ona;12;Muy buena / Oso ona
11/10/2017;24:00;1;14;Muy buena / Oso ona;16;17;Muy buena / Oso ona;12;Muy buena / Oso ona
11/10/2017;23:00;1;15;Muy buena / Oso ona;17;17;Muy buena / Oso ona;11;Muy buena / Oso ona
11/10/2017;22:00;1;13;Muy buena / Oso ona;15;20;Muy buena / Oso ona;11;Muy buena / Oso ona
11/10/2017;21:00;1;14;Muy buena / Oso ona;16;22;Muy buena / Oso ona;17;Muy buena / Oso ona
11/10/2017;20:00;1;15;Muy buena / Oso ona;17;26;Muy buena / Oso ona;20;Muy buena / Oso ona
11/10/2017;19:00;1;18;Muy buena / Oso ona;20;30;Muy buena / Oso ona;21;Muy buena / Oso ona
11/10/2017;18:00;1;28;Muy buena / Oso ona;30;31;Muy buena / Oso ona;22;Muy buena / Oso ona
11/10/2017;17:00;2;31;Muy buena / Oso ona;34;47;Buena / Ona;16;Muy buena / Oso ona
11/10/2017;16:00;3;19;Muy buena / Oso ona;23;26;Muy buena / Oso ona;6;Muy buena / Oso ona
11/10/2017;15:00;2;13;Muy buena / Oso ona;16;17;Muy buena / Oso ona;7;Muy buena / Oso ona
11/10/2017;14:00;2;9;Muy buena / Oso ona;12;23;Muy buena / Oso ona;1;Muy buena / Oso ona
11/10/2017;13:00;3;15;Muy buena / Oso ona;20;11;Muy buena / Oso ona;5;Muy buena / Oso ona
11/10/2017;12:00;10;35;Muy buena / Oso ona;51;33;Muy buena / Oso ona;15;Muy buena / Oso ona
11/10/2017;11:00;29;58;Muy buena / Oso ona;103;50;Buena / Ona;28;Buena / Ona
11/10/2017;10:00;65;65;Muy buena / Oso ona;164;65;Mejorable / Hobetzeko modukoa;33;Buena / Ona
11/10/2017;09:00;98;57;Muy buena / Oso ona;207;69;Mejorable / Hobetzeko modukoa;33;Buena / Ona
11/10/2017;08:00;136;62;Muy buena / Oso ona;271;;Sin datos / Daturik gabe;34;Buena / Ona
11/10/2017;07:00;124;52;Muy buena / Oso ona;242;;Sin datos / Daturik gabe;14;Muy buena / Oso ona
11/10/2017;06:00;14;31;Muy buena / Oso ona;52;16;Muy buena / Oso ona;7;Muy buena / Oso ona
11/10/2017;05:00;1;19;Muy buena / Oso ona;22;8;Muy buena / Oso ona;8;Muy buena / Oso ona
11/10/2017;04:00;1;17;Muy buena / Oso ona;19;9;Muy buena / Oso ona;8;Muy buena / Oso ona
11/10/2017;03:00;1;15;Muy buena / Oso ona;18;11;Muy buena / Oso ona;10;Muy buena / Oso ona
11/10/2017;02:00;1;15;Muy buena / Oso ona;17;12;Muy buena / Oso ona;10;Muy buena / Oso ona
11/10/2017;01:00;1;13;Muy buena / Oso ona;15;12;Muy buena / Oso ona;6;Muy buena / Oso ona
10/10/2017;24:00;1;10;Muy buena / Oso ona;12;11;Muy buena / Oso ona;12;Muy buena / Oso ona
10/10/2017;23:00;1;16;Muy buena / Oso ona;18;13;Muy buena / Oso ona;12;Muy buena / Oso ona
10/10/2017;22:00;1;19;Muy buena / Oso ona;21;16;Muy buena / Oso ona;10;Muy buena / Oso ona
10/10/2017;21:00;5;30;Muy buena / Oso ona;37;16;Muy buena / Oso ona;15;Muy buena / Oso ona
10/10/2017;20:00;22;57;Muy buena / Oso ona;90;30;Muy buena / Oso ona;18;Muy buena / Oso ona
10/10/2017;19:00;3;39;Muy buena / Oso ona;43;21;Muy buena / Oso ona;22;Muy buena / Oso ona
10/10/2017;18:00;2;28;Muy buena / Oso ona;31;36;Muy buena / Oso ona;11;Muy buena / Oso ona
10/10/2017;17:00;3;26;Muy buena / Oso ona;29;18;Muy buena / Oso ona;5;Muy buena / Oso ona
10/10/2017;16:00;1;8;Muy buena / Oso ona;10;9;Muy buena / Oso ona;0;Muy buena / Oso ona
10/10/2017;15:00;1;7;Muy buena / Oso ona;9;5;Muy buena / Oso ona;0;Muy buena / Oso ona
10/10/2017;14:00;2;8;Muy buena / Oso ona;11;3;Muy buena / Oso ona;0;Muy buena / Oso ona
10/10/2017;13:00;6;19;Muy buena / Oso ona;29;6;Muy buena / Oso ona;11;Muy buena / Oso ona
10/10/2017;12:00;34;49;Muy buena / Oso ona;102;41;Buena / Ona;23;Muy buena / Oso ona
10/10/2017;11:00;62;50;Muy buena / Oso ona;145;48;Buena / Ona;27;Buena / Ona
10/10/2017;10:00;69;41;Muy buena / Oso ona;146;47;Buena / Ona;23;Muy buena / Oso ona
10/10/2017;09:00;63;36;Muy buena / Oso ona;132;36;Muy buena / Oso ona;19;Muy buena / Oso ona
10/10/2017;08:00;49;30;Muy buena / Oso ona;105;27;Muy buena / Oso ona;13;Muy buena / Oso ona
10/10/2017;07:00;25;27;Muy buena / Oso ona;64;15;Muy buena / Oso ona;9;Muy buena / Oso ona
10/10/2017;06:00;13;23;Muy buena / Oso ona;43;14;Muy buena / Oso ona;8;Muy buena / Oso ona
10/10/2017;05:00;6;17;Muy buena / Oso ona;26;10;Muy buena / Oso ona;8;Muy buena / Oso ona
10/10/2017;04:00;4;12;Muy buena / Oso ona;18;8;Muy buena / Oso ona;7;Muy buena / Oso ona
10/10/2017;03:00;1;6;Muy buena / Oso ona;8;8;Muy buena / Oso ona;6;Muy buena / Oso ona
10/10/2017;02:00;1;7;Muy buena / Oso ona;9;6;Muy buena / Oso ona;8;Muy buena / Oso ona
10/10/2017;01:00;1;8;Muy buena / Oso ona;10;7;Muy buena / Oso ona;8;Muy buena / Oso ona
09/10/2017;24:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;3;Muy buena / Oso ona
09/10/2017;23:00;1;9;Muy buena / Oso ona;11;7;Muy buena / Oso ona;4;Muy buena / Oso ona
09/10/2017;22:00;1;17;Muy buena / Oso ona;19;10;Muy buena / Oso ona;6;Muy buena / Oso ona
09/10/2017;21:00;1;23;Muy buena / Oso ona;25;11;Muy buena / Oso ona;12;Muy buena / Oso ona
09/10/2017;20:00;1;23;Muy buena / Oso ona;25;15;Muy buena / Oso ona;20;Muy buena / Oso ona
09/10/2017;19:00;2;22;Muy buena / Oso ona;25;20;Muy buena / Oso ona;21;Muy buena / Oso ona
09/10/2017;18:00;2;23;Muy buena / Oso ona;26;25;Muy buena / Oso ona;19;Muy buena / Oso ona
09/10/2017;17:00;2;17;Muy buena / Oso ona;20;18;Muy buena / Oso ona;7;Muy buena / Oso ona
09/10/2017;16:00;2;11;Muy buena / Oso ona;14;13;Muy buena / Oso ona;2;Muy buena / Oso ona
09/10/2017;15:00;1;6;Muy buena / Oso ona;9;11;Muy buena / Oso ona;1;Muy buena / Oso ona
09/10/2017;14:00;2;7;Muy buena / Oso ona;10;13;Muy buena / Oso ona;1;Muy buena / Oso ona
09/10/2017;13:00;3;10;Muy buena / Oso ona;15;6;Muy buena / Oso ona;2;Muy buena / Oso ona
09/10/2017;12:00;9;25;Muy buena / Oso ona;38;20;Muy buena / Oso ona;5;Muy buena / Oso ona
09/10/2017;11:00;25;44;Muy buena / Oso ona;81;26;Muy buena / Oso ona;15;Muy buena / Oso ona
09/10/2017;10:00;36;44;Muy buena / Oso ona;99;35;Muy buena / Oso ona;18;Muy buena / Oso ona
09/10/2017;09:00;40;39;Muy buena / Oso ona;100;33;Muy buena / Oso ona;19;Muy buena / Oso ona
09/10/2017;08:00;40;40;Muy buena / Oso ona;101;54;Buena / Ona;18;Muy buena / Oso ona
09/10/2017;07:00;50;38;Muy buena / Oso ona;114;25;Muy buena / Oso ona;13;Muy buena / Oso ona
09/10/2017;06:00;26;29;Muy buena / Oso ona;69;14;Muy buena / Oso ona;8;Muy buena / Oso ona
09/10/2017;05:00;1;17;Muy buena / Oso ona;20;8;Muy buena / Oso ona;7;Muy buena / Oso ona
09/10/2017;04:00;2;12;Muy buena / Oso ona;15;6;Muy buena / Oso ona;5;Muy buena / Oso ona
09/10/2017;03:00;1;3;Muy buena / Oso ona;5;7;Muy buena / Oso ona;5;Muy buena / Oso ona
