Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
16/10/2017;06:00;55;"Muy buena / ";;77;73;957,4;0;0;17,2;1,37
16/10/2017;05:00;62;"Buena / ";;80;73;957,1;0;0;17,7;1,77
16/10/2017;04:00;73;"Buena / ";;73;71;956,8;0;0;18,3;3,25
16/10/2017;03:00;72;"Buena / ";;80;69;956,7;0;0;18,6;3,73
16/10/2017;02:00;;"Sin datos / ";;72;67;956,9;0;0;19,2;3,95
16/10/2017;01:00;77;"Buena / ";60;54;64;957,3;0;0;20;2,12
15/10/2017;24:00;68;"Buena / ";61;360;65;957,6;0;0,1;20;0,94
15/10/2017;23:00;54;"Muy buena / ";62;311;63;957,7;0;0,1;20;0,67
15/10/2017;22:00;75;"Buena / ";64;86;61;957,8;0;0;20,8;1,98
15/10/2017;21:00;65;"Buena / ";63;103;61;958;0;0;20,5;1,71
15/10/2017;20:00;47;"Muy buena / ";64;93;62;957,9;0;0;20,4;1,09
15/10/2017;19:00;61;"Buena / ";67;99;58;957,9;0;0;21;1,8
15/10/2017;18:00;60;"Muy buena / ";68;33;53;957,6;0;6,5;22,6;0,27
15/10/2017;17:00;67;"Buena / ";68;357;44;957,4;0;99,2;25,1;0,43
15/10/2017;16:00;70;"Buena / ";65;70;41;957,2;0;241,5;25,8;1,32
15/10/2017;15:00;68;"Buena / ";59;;;;0;367,3;;
15/10/2017;14:00;68;"Buena / ";51;206;45;957,8;0;356,3;24,6;2,77
15/10/2017;13:00;68;"Buena / ";44;;;;0;488,8;;
15/10/2017;12:00;73;"Buena / ";39;;;;0;434,2;;
15/10/2017;11:00;68;"Buena / ";33;32;56;959,5;0;171,4;22,3;0,58
15/10/2017;10:00;63;"Buena / ";28;26;60;960;0;249,8;21,4;0,45
15/10/2017;09:00;43;"Muy buena / ";23;354;70;960;0;175;18,7;0,65
15/10/2017;08:00;18;"Muy buena / ";20;65;77;959,9;0;101,9;16,2;0,47
15/10/2017;07:00;7;"Muy buena / ";;14;82;959,8;0;15,9;14,8;0,26
15/10/2017;06:00;15;"Muy buena / ";;57;83;959,7;0;0;14,9;0,32
15/10/2017;05:00;25;"Muy buena / ";;278;83;959,6;0;0;15,2;0,23
15/10/2017;04:00;28;"Muy buena / ";;278;83;959,2;0;0;15,4;0,59
15/10/2017;03:00;27;"Muy buena / ";;290;80;959,2;0;0;15,8;0,55
15/10/2017;02:00;;"Sin datos / ";;296;79;959,4;0;0;16,2;0,66
15/10/2017;01:00;30;"Muy buena / ";32;260;77;959,5;0;0;16,6;0,65
14/10/2017;24:00;36;"Muy buena / ";38;311;74;959,4;0;0;17,1;0,72
14/10/2017;23:00;32;"Muy buena / ";44;265;72;959,4;0;0,1;17,3;0,88
14/10/2017;22:00;25;"Muy buena / ";51;252;69;959,3;0;0;18,1;0,85
14/10/2017;21:00;6;"Muy buena / ";58;316;65;959,1;0;0;19,4;0,84
14/10/2017;20:00;9;"Muy buena / ";69;341;60;959;0;0;20,7;0,74
14/10/2017;19:00;48;"Muy buena / ";78;191;57;958,7;0;0;21,3;0,15
14/10/2017;18:00;70;"Buena / ";81;88;52;958,1;0;10,4;23,2;0,44
14/10/2017;17:00;78;"Buena / ";78;127;47;957,7;0;118,6;25,3;1,91
14/10/2017;16:00;83;"Buena / ";70;109;45;957,6;0;260,3;25,8;2,05
14/10/2017;15:00;85;"Buena / ";61;;;;0;383,5;;
14/10/2017;14:00;88;"Buena / ";51;;;;0;463,2;;
14/10/2017;13:00;89;"Buena / ";41;;;;0;481,3;;
14/10/2017;12:00;83;"Buena / ";31;;;;0;439,7;;
14/10/2017;11:00;69;"Buena / ";22;339;53;958,8;0;150,4;23,1;0,53
14/10/2017;10:00;48;"Muy buena / ";16;324;63;959,2;0;256;20,1;0,65
14/10/2017;09:00;16;"Muy buena / ";11;298;70;959,2;0;160,9;17,4;0,5
14/10/2017;08:00;11;"Muy buena / ";10;344;80;959,1;0;84,3;14,2;0,3
14/10/2017;07:00;4;"Muy buena / ";;16;82;959,2;0;12;13,3;0,18
14/10/2017;06:00;5;"Muy buena / ";;312;89;959;0;0,1;12,7;0,27
14/10/2017;05:00;9;"Muy buena / ";;304;92;959;0;0;12,2;0,48
14/10/2017;04:00;14;"Muy buena / ";;252;92;959;0;0;12,1;0,67
14/10/2017;03:00;19;"Muy buena / ";;43;87;959,2;0;0,1;13,3;0,14
14/10/2017;02:00;;"Sin datos / ";;126;86;959,5;0;0;13,6;0,36
14/10/2017;01:00;17;"Muy buena / ";41;59;81;959,6;0;0;14,8;0,34
13/10/2017;24:00;26;"Muy buena / ";47;221;86;959,6;0;0;14,6;0,44
13/10/2017;23:00;27;"Muy buena / ";53;228;83;959,7;0;0;15;0,46
13/10/2017;22:00;24;"Muy buena / ";62;147;74;959,7;0;0;16,6;0,3
13/10/2017;21:00;35;"Muy buena / ";72;189;73;959,6;0;0;17,2;0,63
13/10/2017;20:00;41;"Muy buena / ";79;204;66;959,3;0;0;18,4;0,75
13/10/2017;19:00;56;"Muy buena / ";84;360;68;959;0;0,1;21;0,8
13/10/2017;18:00;60;"Muy buena / ";88;36;52;958,4;0;11;24,3;0,83
13/10/2017;17:00;89;"Buena / ";84;105;30;958;0;112,1;27,8;1,8
13/10/2017;16:00;94;"Buena / ";73;;;;0;249,4;;
13/10/2017;15:00;98;"Buena / ";60;;;;0;365,4;;
13/10/2017;14:00;99;"Buena / ";47;;;;0;449,3;;
13/10/2017;13:00;95;"Buena / ";33;;;;0;473,8;;
13/10/2017;12:00;79;"Buena / ";25;;;;0;429,7;;
13/10/2017;11:00;65;"Buena / ";17;324;48;959,3;0;153,7;23,2;0,62
13/10/2017;10:00;46;"Muy buena / ";18;334;52;959,6;0;256,6;21,3;0,48
13/10/2017;09:00;16;"Muy buena / ";16;330;54;959,7;0;159,3;19;0,21
13/10/2017;08:00;7;"Muy buena / ";20;360;64;959,6;0;82,5;15,3;0,18
13/10/2017;07:00;6;"Muy buena / ";22;12;68;959,6;0;9,6;13,8;0,22
13/10/2017;06:00;4;"Muy buena / ";28;20;66;959,7;0;0;14;0,27
13/10/2017;05:00;20;"Muy buena / ";34;28;65;959,5;0;0;14,3;0,31
13/10/2017;04:00;28;"Muy buena / ";35;305;64;959,4;0;0;14,1;0,26
13/10/2017;03:00;24;"Muy buena / ";34;346;60;959,5;0;0;14,5;0,3
13/10/2017;02:00;;"Sin datos / ";36;292;60;959,7;0;0;14,3;0,47
13/10/2017;01:00;37;"Muy buena / ";43;237;60;959,7;0;0;14,2;0,67
12/10/2017;24:00;39;"Muy buena / ";50;258;56;959,7;0;0;14,5;0,62
12/10/2017;23:00;43;"Muy buena / ";56;244;51;959,9;0;0;15,3;0,8
12/10/2017;22:00;41;"Muy buena / ";62;236;48;959,9;0;0;15,8;0,84
12/10/2017;21:00;40;"Muy buena / ";66;250;44;959,8;0;0;17,2;0,83
12/10/2017;20:00;14;"Muy buena / ";70;95;41;959,4;0;0;20;0,23
12/10/2017;19:00;42;"Muy buena / ";74;331;37;959,3;0;0;21,9;0,3
12/10/2017;18:00;81;"Buena / ";73;177;34;959;0;10,9;23,7;1,36
12/10/2017;17:00;89;"Buena / ";68;190;24;958,5;0;118,4;26,9;1,58
12/10/2017;16:00;94;"Buena / ";60;;;;0;277;;
12/10/2017;15:00;91;"Buena / ";52;;;;0;398,9;;
12/10/2017;14:00;80;"Buena / ";44;;;;0;478,6;;
12/10/2017;13:00;66;"Buena / ";38;;;;0;499,2;;
12/10/2017;12:00;51;"Muy buena / ";34;38;52;959,7;0;453,8;21;0,35
12/10/2017;11:00;35;"Muy buena / ";33;46;64;959,9;0;152,4;17,2;0,32
12/10/2017;10:00;34;"Muy buena / ";32;70;80;960,4;0;244,8;13,4;0,35
12/10/2017;09:00;32;"Muy buena / ";31;76;91;960,7;0;105,6;11;0,44
12/10/2017;08:00;29;"Muy buena / ";31;120;95;960,5;0;40,4;10,4;0,48
12/10/2017;07:00;24;"Muy buena / ";;188;96;960,2;0;4,9;10,2;0,62
12/10/2017;06:00;31;"Muy buena / ";;178;96;959,8;0;0,1;10,8;0,66
12/10/2017;05:00;37;"Muy buena / ";;197;95;959,6;0;0,1;11,3;0,9
12/10/2017;04:00;39;"Muy buena / ";;221;93;959,5;0;0,1;11,8;0,64
12/10/2017;03:00;28;"Muy buena / ";;307;89;959,4;0;0;12,2;0,28
12/10/2017;02:00;;"Sin datos / ";;18;86;959,5;0;0;12,5;0,32
12/10/2017;01:00;30;"Muy buena / ";57;275;86;959,6;0;0;12,6;0,52
11/10/2017;24:00;37;"Muy buena / ";58;283;85;959,6;0;0;13,4;0,39
11/10/2017;23:00;39;"Muy buena / ";62;242;86;959,6;0;0,1;13,1;0,65
11/10/2017;22:00;45;"Muy buena / ";69;288;86;959,6;0;0;13,8;0,78
11/10/2017;21:00;60;"Muy buena / ";75;331;84;959,3;0;0,1;14,6;1,22
11/10/2017;20:00;66;"Buena / ";78;351;78;958,7;0;0,1;15,5;1,55
11/10/2017;19:00;70;"Buena / ";76;4;67;957,9;0;0;17,1;2,06
11/10/2017;18:00;64;"Buena / ";71;335;53;956,9;0;12,8;19,5;1,43
11/10/2017;17:00;63;"Buena / ";65;16;39;955,8;0;111,6;23,4;1,58
11/10/2017;16:00;90;"Buena / ";58;260;19;955,3;0;250,7;27;2,06
11/10/2017;15:00;96;"Buena / ";47;;;;0;395,9;;
11/10/2017;14:00;92;"Buena / ";35;;;;0;474;;
11/10/2017;13:00;80;"Buena / ";24;;;;0;500,9;;
11/10/2017;12:00;52;"Muy buena / ";15;330;38;955,7;0;451,2;22,6;0,57
11/10/2017;11:00;30;"Muy buena / ";11;354;43;955,8;0;152;20,8;0,49
11/10/2017;10:00;13;"Muy buena / ";10;359;46;956;0;264;18,6;0,34
11/10/2017;09:00;7;"Muy buena / ";10;339;57;956;0;171,3;14,9;0,26
11/10/2017;08:00;5;"Muy buena / ";10;337;69;955,9;0;90,3;11;0,26
11/10/2017;07:00;4;"Muy buena / ";;9;76;955,7;0;17,2;9,7;0,24
11/10/2017;06:00;4;"Muy buena / ";;328;78;955,6;0;0;9;0,15
11/10/2017;05:00;6;"Muy buena / ";;26;76;955,6;0;0;9,5;0,25
11/10/2017;04:00;17;"Muy buena / ";;20;77;955,5;0;0;9,9;0,23
11/10/2017;03:00;24;"Muy buena / ";;300;78;955,3;0;0;9,9;0,25
11/10/2017;02:00;;"Sin datos / ";;323;76;955,5;0;0;10,4;0,27
11/10/2017;01:00;25;"Muy buena / ";27;288;77;955,5;0;0;10,8;0,37
10/10/2017;24:00;26;"Muy buena / ";33;198;78;955,5;0;0,1;11,4;0,46
10/10/2017;23:00;27;"Muy buena / ";40;295;74;955,8;0;0;12,8;0,35
10/10/2017;22:00;20;"Muy buena / ";46;343;69;955,8;0;0,1;14;0,28
10/10/2017;21:00;8;"Muy buena / ";51;58;63;955,7;0;0;15,4;0,34
10/10/2017;20:00;27;"Muy buena / ";57;228;61;955,3;0;0;16,2;0,82
10/10/2017;19:00;31;"Muy buena / ";56;213;52;955;0;0;18;0,95
10/10/2017;18:00;49;"Muy buena / ";54;3;39;954,3;0;25;21,7;1,17
10/10/2017;17:00;70;"Buena / ";49;29;24;953,9;0;148,7;25,1;1,21
10/10/2017;16:00;86;"Buena / ";42;;;;0;313,9;;
10/10/2017;15:00;74;"Buena / ";31;;;;0;449,3;;
10/10/2017;14:00;66;"Buena / ";23;;;;0;520,8;;
10/10/2017;13:00;50;"Muy buena / ";15;;;;0;548,7;;
10/10/2017;12:00;23;"Muy buena / ";9;22;49;955,2;0;479,2;19,9;0,41
10/10/2017;11:00;15;"Muy buena / ";8;22;58;955,6;0;142,2;17;0,34
10/10/2017;10:00;11;"Muy buena / ";8;301;72;955,9;0;289,6;12,9;0,4
10/10/2017;09:00;7;"Muy buena / ";7;297;89;956,6;0;154,8;8,9;0,32
10/10/2017;08:00;5;"Muy buena / ";7;218;95;956,5;0;63,3;6,8;0,65
10/10/2017;07:00;4;"Muy buena / ";;222;96;956,1;0;9,1;6;0,56
10/10/2017;06:00;3;"Muy buena / ";;155;90;955,8;0;0;6,7;0,22
10/10/2017;05:00;5;"Muy buena / ";;134;86;955,6;0;0;7,7;0,26
10/10/2017;04:00;12;"Muy buena / ";;256;88;955,4;0;0,1;8;0,34
10/10/2017;03:00;13;"Muy buena / ";;91;85;955,6;0;0;9,2;0,26
10/10/2017;02:00;;"Sin datos / ";;13;86;955,8;0;0;9,7;0,19
10/10/2017;01:00;18;"Muy buena / ";36;309;84;956;0;0;10,4;0,33
09/10/2017;24:00;21;"Muy buena / ";40;81;83;956,1;0;0;11,1;0,52
09/10/2017;23:00;20;"Muy buena / ";45;277;83;956,3;0;0;11,5;0,03
09/10/2017;22:00;19;"Muy buena / ";52;268;82;956,3;0;0;12,1;0,29
09/10/2017;21:00;24;"Muy buena / ";59;152;79;956,3;0;0,1;13,6;0,39
09/10/2017;20:00;36;"Muy buena / ";65;21;76;956,1;0;0;15,3;0,78
09/10/2017;19:00;50;"Muy buena / ";66;11;69;956;0;0,1;16,3;2,15
09/10/2017;18:00;64;"Buena / ";63;8;52;955,7;0;31,6;18,7;2,25
09/10/2017;17:00;70;"Buena / ";57;17;37;955,2;0;158,1;21,6;1,79
09/10/2017;16:00;73;"Buena / ";49;15;29;955;0;322;22,8;1,73
09/10/2017;15:00;79;"Buena / ";41;;;;0;438,1;;
09/10/2017;14:00;76;"Buena / ";32;;;;0;520;;
09/10/2017;13:00;70;"Buena / ";24;;;;0;545,9;;
09/10/2017;12:00;46;"Muy buena / ";17;21;33;955,9;0;484,8;20,4;0,57
09/10/2017;11:00;25;"Muy buena / ";15;350;40;956,4;0;136,7;18,6;0,26
09/10/2017;10:00;14;"Muy buena / ";15;333;52;956,7;0;282;15,4;0,27
09/10/2017;09:00;9;"Muy buena / ";15;13;62;956,8;0;189,2;11,7;0,23
09/10/2017;08:00;6;"Muy buena / ";17;338;80;956,7;0;102,5;7,3;0,26
09/10/2017;07:00;10;"Muy buena / ";;261;85;956,8;0;24,8;6,1;0,22
09/10/2017;06:00;12;"Muy buena / ";;248;87;957;0;0;5,8;0,39
09/10/2017;05:00;17;"Muy buena / ";;285;84;956,9;0;0;6,6;0,14
09/10/2017;04:00;28;"Muy buena / ";;312;83;956,9;0;0;7,2;0,16
09/10/2017;03:00;26;"Muy buena / ";;321;82;957,1;0;0;7,6;0,23
09/10/2017;02:00;;"Sin datos / ";;321;81;957,4;0;0;8,2;0,29
09/10/2017;01:00;30;"Muy buena / ";49;350;81;957,5;0;0;8,9;0,3
08/10/2017;24:00;32;"Muy buena / ";53;190;81;957,6;0;0;9,5;0,31
08/10/2017;23:00;30;"Muy buena / ";56;77;78;957,9;0;0;10,8;0,29
08/10/2017;22:00;28;"Muy buena / ";62;176;78;957,8;0;0;11,1;0,39
08/10/2017;21:00;43;"Muy buena / ";69;353;74;957,6;0;0;13,4;0,56
08/10/2017;20:00;59;"Muy buena / ";74;22;70;957,4;0;0;14,5;1,54
08/10/2017;19:00;57;"Muy buena / ";75;12;63;957,1;0;0,1;15,7;1,31
08/10/2017;18:00;75;"Buena / ";73;15;50;956,9;0;35,9;17,7;1,69
08/10/2017;17:00;80;"Buena / ";65;14;40;956,2;0;164,5;20;1,98
08/10/2017;16:00;78;"Buena / ";57;16;36;955,7;0;331,9;21,3;2,15
08/10/2017;15:00;77;"Buena / ";49;31;35;955,5;0;452,2;22;1,97
08/10/2017;14:00;82;"Buena / ";41;19;29;955,4;0;535,8;22,3;1,7
08/10/2017;13:00;81;"Buena / ";33;21;26;955,8;0;561;21,8;0,72
08/10/2017;12:00;70;"Buena / ";25;35;31;956,2;0;501,3;20,1;0,51
08/10/2017;11:00;37;"Muy buena / ";19;28;49;956,5;0;142,3;17;0,31
08/10/2017;10:00;18;"Muy buena / ";17;38;65;956,8;0;294;12,7;0,46
08/10/2017;09:00;14;"Muy buena / ";17;1;65;956,9;0;203,7;11;0,2
08/10/2017;08:00;12;"Muy buena / ";18;3;75;956,8;0;111,9;7,7;0,27
08/10/2017;07:00;14;"Muy buena / ";;326;84;956,9;0;28,3;5,9;0,18
08/10/2017;06:00;18;"Muy buena / ";;215;90;957,1;0;0,1;5,1;0,38
08/10/2017;05:00;16;"Muy buena / ";;78;88;957;0;0,1;6;0,3
08/10/2017;04:00;22;"Muy buena / ";;88;84;956,9;0;0;6,8;0,27
08/10/2017;03:00;24;"Muy buena / ";;245;85;956,9;0;0;6,9;0,49
08/10/2017;02:00;;"Sin datos / ";;224;85;957,2;0;0;7,4;0,52
08/10/2017;01:00;25;"Muy buena / ";36;263;82;957,3;0;0;8,6;0,29
07/10/2017;24:00;26;"Muy buena / ";41;236;83;957,5;0;0,1;8,9;0,63
07/10/2017;23:00;25;"Muy buena / ";47;229;79;957,7;0;0,1;10;0,18
07/10/2017;22:00;24;"Muy buena / ";54;224;78;957,6;0;0;10,7;0,13
07/10/2017;21:00;22;"Muy buena / ";61;164;73;957,4;0;0;12;0,2
07/10/2017;20:00;29;"Muy buena / ";69;219;73;957,2;0;0;12,1;0,94
07/10/2017;19:00;48;"Muy buena / ";74;349;63;957,1;0;0;15,4;0,49
07/10/2017;18:00;67;"Buena / ";76;6;57;956,6;0;37,2;17,2;1,3
07/10/2017;17:00;75;"Buena / ";76;12;47;956,3;0;169,1;19,3;1,59
07/10/2017;16:00;83;"Buena / ";72;7;34;956,3;0;341;20,6;1,21
07/10/2017;15:00;84;"Buena / ";64;26;36;956,4;0;460,8;20,1;1,23
07/10/2017;14:00;83;"Buena / ";55;26;37;956,5;0;542,5;19,5;1,09
07/10/2017;13:00;79;"Buena / ";47;27;43;957;0;563,2;18,7;0,87
07/10/2017;12:00;71;"Buena / ";40;49;49;957,6;0;499,5;17,1;0,85
07/10/2017;11:00;68;"Buena / ";35;39;53;958;0;151,5;15,6;0,63
07/10/2017;10:00;62;"Buena / ";31;294;59;958,6;0;295,9;14,4;0,49
07/10/2017;09:00;45;"Muy buena / ";26;275;68;958,8;0;208,2;12,4;0,6
07/10/2017;08:00;18;"Muy buena / ";23;301;77;959,1;0;115,2;10,1;0,46
07/10/2017;07:00;11;"Muy buena / ";;277;82;959,4;0;30;8,5;0,65
07/10/2017;06:00;24;"Muy buena / ";;237;86;959,7;0;0;7,1;0,41
07/10/2017;05:00;22;"Muy buena / ";;247;87;959,5;0;0;7;0,63
07/10/2017;04:00;29;"Muy buena / ";;224;90;959,6;0;0;6,8;1,04
07/10/2017;03:00;36;"Muy buena / ";;214;91;959,9;0;0,1;7,4;0,91
07/10/2017;02:00;;"Sin datos / ";;248;88;960,3;0;0,1;8,1;0,71
07/10/2017;01:00;31;"Muy buena / ";57;268;84;960,5;0;0;9,4;0,82
06/10/2017;24:00;47;"Muy buena / ";58;299;85;960,7;0;0;10,3;0,53
06/10/2017;23:00;60;"Muy buena / ";59;2;82;961;0;0;11,3;1,15
06/10/2017;22:00;58;"Muy buena / ";59;360;80;961;0;0;11,9;1,04
06/10/2017;21:00;59;"Muy buena / ";57;7;81;960,9;0;0;12,5;1,34
06/10/2017;20:00;56;"Muy buena / ";56;10;81;960,6;0;0;12,9;1,61
06/10/2017;19:00;50;"Muy buena / ";55;16;77;960,3;0;0,1;13,5;1,95
06/10/2017;18:00;61;"Buena / ";55;10;71;960,1;0;27,3;14,6;2,06
06/10/2017;17:00;62;"Buena / ";53;13;66;959,7;0;147,6;16,1;2,57
06/10/2017;16:00;65;"Buena / ";51;359;61;959,3;0;317,6;17,3;2,57
06/10/2017;15:00;57;"Muy buena / ";46;10;69;959,2;0;272,9;17,2;2,79
06/10/2017;14:00;49;"Muy buena / ";44;357;71;959;0;350,6;17,6;1,9
06/10/2017;13:00;47;"Muy buena / ";45;328;71;959,6;0;117;17,1;1,3
06/10/2017;12:00;51;"Muy buena / ";47;294;72;959,9;0;206,7;16,8;1,46
06/10/2017;11:00;50;"Muy buena / ";49;304;73;960,1;0;220;16,3;1,34
06/10/2017;10:00;44;"Muy buena / ";51;336;74;960,3;0;141,5;15,9;0,76
06/10/2017;09:00;43;"Muy buena / ";52;346;79;960,2;0;72,9;14,7;0,7
06/10/2017;08:00;25;"Muy buena / ";53;300;80;959,9;0;18,6;14,2;0,58
06/10/2017;07:00;46;"Muy buena / ";;27;81;959,5;0;4,4;14;0,8
06/10/2017;06:00;55;"Muy buena / ";;8;83;959,5;0;0;13,7;1,3
06/10/2017;05:00;64;"Buena / ";;8;81;959,3;0;0,1;14,2;1,62
06/10/2017;04:00;64;"Buena / ";;8;82;959,3;0;0,1;14,4;1,46
06/10/2017;03:00;65;"Buena / ";;7;80;959,5;0;0,1;14,9;1,25
06/10/2017;02:00;;"Sin datos / ";;8;80;959,7;0;0,1;15,1;1,32
06/10/2017;01:00;63;"Buena / ";59;10;81;960;0;0,1;15,2;1,42
05/10/2017;24:00;65;"Buena / ";59;7;82;960,2;0;0;15,4;1,48
05/10/2017;23:00;62;"Buena / ";59;6;84;960,4;0;0;15,5;1,82
05/10/2017;22:00;59;"Muy buena / ";58;2;83;960,4;0;0;15,9;1,46
05/10/2017;21:00;59;"Muy buena / ";56;1;82;960,1;0;0,1;16,1;1,69
05/10/2017;20:00;56;"Muy buena / ";53;2;80;959,9;0;0,1;16,6;1,52
05/10/2017;19:00;57;"Muy buena / ";50;6;80;959,5;0;0,1;16,8;1,86
05/10/2017;18:00;60;"Muy buena / ";46;2;77;959,3;0;13,1;17,8;1,9
05/10/2017;17:00;61;"Buena / ";40;9;72;958,9;0;122;19,1;2,64
05/10/2017;16:00;58;"Muy buena / ";34;31;69;958,4;0;256,4;20;2,51
05/10/2017;15:00;52;"Muy buena / ";27;29;71;958,5;0;200,1;19,8;2,04
05/10/2017;14:00;43;"Muy buena / ";21;35;75;958,6;0;233,2;19,5;1,84
05/10/2017;13:00;40;"Muy buena / ";16;31;75;959,1;0;142,2;19,2;1,5
05/10/2017;12:00;27;"Muy buena / ";11;359;71;959,5;0;160,7;19,5;0,5
05/10/2017;11:00;24;"Muy buena / ";8;336;76;959,5;0;160,7;18,4;0,66
05/10/2017;10:00;13;"Muy buena / ";7;314;77;959,6;0;104,3;17,9;0,3
05/10/2017;09:00;12;"Muy buena / ";6;249;87;959,1;0;111,3;15,5;0,43
05/10/2017;08:00;5;"Muy buena / ";5;208;95;958,6;0;55,7;12,3;1,06
05/10/2017;07:00;3;"Muy buena / ";;17;89;958,3;0;14,2;12,4;0,12
05/10/2017;06:00;3;"Muy buena / ";;78;88;957,9;0;0;12,6;0,62
05/10/2017;05:00;3;"Muy buena / ";;75;88;957,7;0;0,1;13,1;0,43
05/10/2017;04:00;4;"Muy buena / ";;57;87;957,6;0;0,1;13,8;0,52
05/10/2017;03:00;11;"Muy buena / ";;267;88;957,6;0;0;14;0,53
05/10/2017;02:00;;"Sin datos / ";;332;86;957,9;0;0,1;14,5;0,19
05/10/2017;01:00;13;"Muy buena / ";26;310;84;958,1;0;0,1;15,3;0,27
04/10/2017;24:00;11;"Muy buena / ";31;79;80;958,3;0;0;16,6;0,52
04/10/2017;23:00;18;"Muy buena / ";35;206;80;958,4;0;0;16,6;0,39
04/10/2017;22:00;19;"Muy buena / ";40;228;78;958,5;0;0;16,9;0,65
04/10/2017;21:00;23;"Muy buena / ";45;220;74;958,3;0;0;17,8;0,83
04/10/2017;20:00;22;"Muy buena / ";48;217;67;958,1;0;0;20;0,5
04/10/2017;19:00;25;"Muy buena / ";50;346;60;957,6;0;0;22,4;0,19
04/10/2017;18:00;49;"Muy buena / ";50;87;49;957,2;0;40,7;24,9;1,54
04/10/2017;17:00;61;"Buena / ";45;81;43;956,8;0;152,8;26,5;1,22
04/10/2017;16:00;61;"Buena / ";39;;;;0;327,8;;
04/10/2017;15:00;63;"Buena / ";32;;;;0;455;;
04/10/2017;14:00;55;"Muy buena / ";24;;;;0;518,4;;
04/10/2017;13:00;49;"Muy buena / ";18;326;53;957,4;0;453,9;24,1;0,65
04/10/2017;12:00;37;"Muy buena / ";13;;;;0;521,6;;
04/10/2017;11:00;24;"Muy buena / ";10;347;64;958,3;0;200,3;20,6;0,3
04/10/2017;10:00;13;"Muy buena / ";8;269;80;958,9;0;263,1;16,7;0,42
04/10/2017;09:00;7;"Muy buena / ";7;351;87;959,1;0;101,6;15;0,33
04/10/2017;08:00;4;"Muy buena / ";7;272;92;958,5;0;78,5;13,7;0,39
04/10/2017;07:00;3;"Muy buena / ";;212;90;958,5;0;8,5;13,2;0,54
04/10/2017;06:00;7;"Muy buena / ";;121;91;958,3;0;0;13,5;0,84
04/10/2017;05:00;9;"Muy buena / ";;149;89;957,9;0;0;14,4;0,32
04/10/2017;04:00;9;"Muy buena / ";;215;91;958,2;0;0,1;13,9;0,88
04/10/2017;03:00;9;"Muy buena / ";;225;93;958,1;0;0,1;13,6;0,7
04/10/2017;02:00;;"Sin datos / ";;254;92;958,6;0;0,1;14,3;0,76
04/10/2017;01:00;12;"Muy buena / ";22;205;89;958,9;0;0;15,1;0,48
03/10/2017;24:00;12;"Muy buena / ";25;251;87;959,5;0;0;15,5;0,46
03/10/2017;23:00;14;"Muy buena / ";27;299;88;959,7;0;0;15,6;0,6
03/10/2017;22:00;10;"Muy buena / ";31;230;88;959,2;0;0;15,2;0,72
03/10/2017;21:00;18;"Muy buena / ";35;205;85;958,9;0;0;16,6;0,39
03/10/2017;20:00;26;"Muy buena / ";37;17;82;958,8;0;0;17,6;1,38
03/10/2017;19:00;24;"Muy buena / ";36;10;82;958,5;0;0,1;18,1;1,76
03/10/2017;18:00;38;"Muy buena / ";35;14;72;958,2;0;44,9;19,6;1,92
03/10/2017;17:00;42;"Muy buena / ";32;19;66;957,7;0;178,8;20,8;1,94
03/10/2017;16:00;42;"Muy buena / ";27;23;64;957,5;0;255,7;21,4;2,18
03/10/2017;15:00;46;"Muy buena / ";22;21;59;957,5;0;163,5;21,6;2,27
03/10/2017;14:00;44;"Muy buena / ";17;26;55;957,6;0;269;22,1;1,56
03/10/2017;13:00;32;"Muy buena / ";11;50;61;957,5;0;499,2;21,9;1,83
03/10/2017;12:00;23;"Muy buena / ";8;;;;0;473,3;;
03/10/2017;11:00;14;"Muy buena / ";6;248;74;958,8;0;204,6;19,7;0,51
03/10/2017;10:00;10;"Muy buena / ";5;10;77;959,1;0;190,4;18,8;0,38
03/10/2017;09:00;5;"Muy buena / ";4;30;85;959;0;122,1;17,1;0,41
03/10/2017;08:00;2;"Muy buena / ";4;68;91;958,7;0;51,1;15,8;0,08
03/10/2017;07:00;2;"Muy buena / ";;37;94;958,4;0;7,3;15,2;0,4
03/10/2017;06:00;2;"Muy buena / ";;87;94;958;0;0,1;14,9;0,7
03/10/2017;05:00;5;"Muy buena / ";;16;94;958,1;0;0,1;15,3;0,19
03/10/2017;04:00;6;"Muy buena / ";;152;95;958,2;0;0,1;15;0,4
03/10/2017;03:00;6;"Muy buena / ";;77;94;958,3;0;0,1;15,2;0,36
03/10/2017;02:00;;"Sin datos / ";;20;94;958,5;0;0;15,2;0,34
03/10/2017;01:00;5;"Muy buena / ";8;207;95;958,5;0;0,1;14,9;0,57
02/10/2017;24:00;6;"Muy buena / ";12;350;93;958,7;0;0,1;15,8;0,27
02/10/2017;23:00;3;"Muy buena / ";15;37;88;959,1;0;0;16,1;0,08
02/10/2017;22:00;4;"Muy buena / ";19;253;89;959,4;0;0;15,9;0,59
02/10/2017;21:00;4;"Muy buena / ";23;248;88;959,7;0;0;17;0,18
02/10/2017;20:00;4;"Muy buena / ";25;106;85;959,8;0;0,1;18,3;0,36
02/10/2017;19:00;12;"Muy buena / ";28;24;82;959,8;0;0,1;19,2;1,06
