Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
17/09/2017;24:00;44;"Muy buena / ";62;304;79;953,5;0;0,1;12,9;0,48
17/09/2017;23:00;56;"Muy buena / ";63;11;78;953,7;0;0,1;13,1;0,64
17/09/2017;22:00;53;"Muy buena / ";65;53;76;954,1;0;0,1;13,2;0,68
17/09/2017;21:00;56;"Muy buena / ";68;42;77;954,1;0;0,1;13;0,89
17/09/2017;20:00;60;"Muy buena / ";70;18;78;953,8;0;0;13,1;1,43
17/09/2017;19:00;67;"Buena / ";71;9;71;953,1;0;4;13,8;1,92
17/09/2017;18:00;69;"Buena / ";72;10;61;952,6;0;36,6;15,1;2,3
17/09/2017;17:00;71;"Buena / ";69;14;53;952,2;0;143,4;16,6;2,13
17/09/2017;16:00;71;"Buena / ";65;15;50;952,1;0;255,2;17,1;1,94
17/09/2017;15:00;73;"Buena / ";59;3;45;952,1;0;254,1;17,6;2,08
17/09/2017;14:00;76;"Buena / ";51;333;39;952,1;0;385,9;18,9;0,82
17/09/2017;13:00;73;"Buena / ";45;321;41;952,4;0;411,9;18,1;1,13
17/09/2017;12:00;71;"Buena / ";39;261;41;952,1;0;488,4;18;1,04
17/09/2017;11:00;68;"Buena / ";33;259;44;952,3;0;343,5;16,8;1,05
17/09/2017;10:00;45;"Muy buena / ";28;23;52;952,6;0;354,1;15,8;0,33
17/09/2017;09:00;42;"Muy buena / ";26;16;63;952,6;0;356;12,7;0,46
17/09/2017;08:00;21;"Muy buena / ";23;119;79;952,8;0;130,5;8,2;0,34
17/09/2017;07:00;15;"Muy buena / ";;58;83;952,8;0;30,8;7,2;0,26
17/09/2017;06:00;22;"Muy buena / ";;357;81;952,4;0;0,2;7,8;0,24
17/09/2017;05:00;25;"Muy buena / ";;275;82;952;0;0;7,7;0,23
17/09/2017;04:00;26;"Muy buena / ";;291;80;951,9;0;0,1;8,1;0,14
17/09/2017;03:00;28;"Muy buena / ";;219;81;952,2;0;0;8,1;0,03
17/09/2017;02:00;;"Sin datos / ";;95;80;952,3;0;0;8,6;0,24
17/09/2017;01:00;40;"Muy buena / ";58;200;79;952,4;0;0,1;9,1;0,19
16/09/2017;24:00;39;"Muy buena / ";61;222;80;952,7;0;0;9,1;0,66
16/09/2017;23:00;38;"Muy buena / ";62;202;78;952,9;0;0;9,6;0,77
16/09/2017;22:00;56;"Muy buena / ";66;310;71;953;0;0;11,2;0,12
16/09/2017;21:00;63;"Buena / ";68;339;68;952,9;0;0;11,7;1,14
16/09/2017;20:00;59;"Muy buena / ";69;335;66;952,7;0;0,1;12,1;0,48
16/09/2017;19:00;63;"Buena / ";71;59;62;952;0;1,6;12,3;0,96
16/09/2017;18:00;71;"Buena / ";73;344;55;951,7;0;140,2;13,8;1,03
16/09/2017;17:00;74;"Buena / ";73;3;54;951,5;0;162,5;13,5;1,5
16/09/2017;16:00;73;"Buena / ";72;20;58;951,2;0;251,1;13,2;2,07
16/09/2017;15:00;70;"Buena / ";66;360;57;950,9;0;374;13,8;2,03
16/09/2017;14:00;72;"Buena / ";60;320;56;951;0;298,7;13,6;1,83
16/09/2017;13:00;72;"Buena / ";55;333;55;950,8;0;350,4;13,8;1,95
16/09/2017;12:00;73;"Buena / ";50;321;54;951;0;269,2;13,5;1,96
16/09/2017;11:00;76;"Buena / ";46;313;53;950,8;0;304,2;13,4;2,15
16/09/2017;10:00;72;"Buena / ";42;295;57;950,9;0;315,3;12,9;1,66
16/09/2017;09:00;64;"Buena / ";37;267;65;950,8;0;313,8;11,6;1,29
16/09/2017;08:00;29;"Muy buena / ";33;256;77;951,1;0;87,8;9,4;0,86
16/09/2017;07:00;23;"Muy buena / ";;270;80;950,9;0;28,6;8,4;0,53
16/09/2017;06:00;32;"Muy buena / ";;242;82;950,5;0;0,6;7,7;0,59
16/09/2017;05:00;34;"Muy buena / ";;222;83;950,5;0;0,1;8,1;0,44
16/09/2017;04:00;38;"Muy buena / ";;235;83;950,6;0;0,1;8,4;0,43
16/09/2017;03:00;40;"Muy buena / ";;298;80;950,9;0;0,1;9;0,37
16/09/2017;02:00;;"Sin datos / ";;231;82;951,3;0;0,1;8,6;0,35
16/09/2017;01:00;43;"Muy buena / ";48;233;83;951,7;0;0;8,8;1,03
15/09/2017;24:00;46;"Muy buena / ";49;229;82;952,2;0;0;9,5;1,05
15/09/2017;23:00;50;"Muy buena / ";50;252;82;952,6;0;0,1;9,8;1,42
15/09/2017;22:00;45;"Muy buena / ";51;210;82;952,8;0;0,2;10;1,15
15/09/2017;21:00;47;"Muy buena / ";53;311;79;952,9;0;0,2;10,7;0,69
15/09/2017;20:00;40;"Muy buena / ";54;176;81;952,7;0;0,1;10,6;0,16
15/09/2017;19:00;45;"Muy buena / ";57;134;82;952,4;0;3,2;10,2;0,25
15/09/2017;18:00;58;"Muy buena / ";59;350;78;952,3;0,1;39,1;10,8;1,53
15/09/2017;17:00;55;"Muy buena / ";59;339;72;951,8;0;103,1;12;0,84
15/09/2017;16:00;57;"Muy buena / ";60;301;72;951,6;0;147,8;12,7;1,14
15/09/2017;15:00;58;"Muy buena / ";58;338;73;951,7;0,1;223,7;12,6;1,56
15/09/2017;14:00;61;"Buena / ";53;335;66;951,6;0;252,8;13,5;1,68
15/09/2017;13:00;60;"Muy buena / ";49;322;64;951,7;0;283,8;13,5;2,06
15/09/2017;12:00;61;"Buena / ";45;335;58;951,7;0;315,5;14,4;1,87
15/09/2017;11:00;60;"Muy buena / ";43;323;58;951,6;0;251,9;14,3;2,37
15/09/2017;10:00;62;"Buena / ";40;328;58;951,8;0;350,2;14,4;1,67
15/09/2017;09:00;60;"Muy buena / ";37;324;65;952;0;343,7;13,1;1,98
15/09/2017;08:00;40;"Muy buena / ";33;295;76;952,3;0;191,7;11,5;0,89
15/09/2017;07:00;17;"Muy buena / ";31;218;82;952,7;0;59,6;9,5;0,96
15/09/2017;06:00;28;"Muy buena / ";33;230;84;953;0;0,8;8,8;0,66
15/09/2017;05:00;32;"Muy buena / ";35;234;82;952,9;0;0;9,8;0,5
15/09/2017;04:00;45;"Muy buena / ";37;212;79;953,2;0;0;10,4;0,66
15/09/2017;03:00;34;"Muy buena / ";39;232;81;953,8;0;0;10,5;1,04
15/09/2017;02:00;;"Sin datos / ";43;232;79;954,5;0;0,1;10,7;0,73
15/09/2017;01:00;40;"Muy buena / ";46;292;75;955;0;0,1;11,1;0,35
14/09/2017;24:00;30;"Muy buena / ";50;208;79;955,5;0;0,1;9,8;0,8
14/09/2017;23:00;28;"Muy buena / ";56;218;82;955,6;0;0;9,2;0,82
14/09/2017;22:00;31;"Muy buena / ";61;218;79;956;0;0;10,1;0,4
14/09/2017;21:00;47;"Muy buena / ";63;356;74;956,5;0;0;11,9;0,8
14/09/2017;20:00;52;"Muy buena / ";65;356;72;956,7;0;0,1;12,2;1,32
14/09/2017;19:00;60;"Muy buena / ";66;4;69;956,6;0;3,4;12,9;1,74
14/09/2017;18:00;64;"Buena / ";66;10;62;956,4;0;110,4;14,3;2,03
14/09/2017;17:00;65;"Buena / ";66;4;65;956,5;0;153;14,4;2,4
14/09/2017;16:00;74;"Buena / ";66;5;56;956,7;0;193,2;15,5;2,74
14/09/2017;15:00;73;"Buena / ";64;356;55;957,2;0;252,5;15,9;1,71
14/09/2017;14:00;63;"Buena / ";55;6;67;958,1;0;142,4;14,1;1,65
14/09/2017;13:00;64;"Buena / ";50;8;66;958,4;0;143,8;14,2;1,82
14/09/2017;12:00;64;"Buena / ";46;14;69;958,6;0;174,4;13,6;2,02
14/09/2017;11:00;62;"Buena / ";44;15;77;959;0;108,9;12,8;1,53
14/09/2017;10:00;;"Sin datos / ";42;19;81;959,1;;49,8;12,4;1,42
14/09/2017;09:00;65;"Buena / ";42;10;82;958,4;0;27,3;12,2;2,71
14/09/2017;08:00;62;"Buena / ";39;7;81;957,1;0;16;13,7;2,65
14/09/2017;07:00;37;"Muy buena / ";36;359;80;955,5;0;3,1;15,7;2
14/09/2017;06:00;13;"Muy buena / ";42;256;79;954,6;0;0,1;17,2;0,43
14/09/2017;05:00;33;"Muy buena / ";45;256;78;954,4;0;0,1;17,3;0,54
14/09/2017;04:00;42;"Muy buena / ";47;252;77;954,2;0;0,1;17,5;0,32
14/09/2017;03:00;48;"Muy buena / ";47;324;80;954,2;0;0,1;17;0,7
14/09/2017;02:00;;"Sin datos / ";47;340;80;954,4;0;0,1;16,9;0,54
14/09/2017;01:00;51;"Muy buena / ";50;2;82;954,9;0;0,1;16,7;1,4
13/09/2017;24:00;44;"Muy buena / ";54;334;84;955;0;0,1;16,6;1,2
13/09/2017;23:00;47;"Muy buena / ";58;330;83;955,2;0;0;17;0,87
13/09/2017;22:00;45;"Muy buena / ";62;344;81;955,7;0;0;17,3;0,81
13/09/2017;21:00;46;"Muy buena / ";67;337;82;956;0;0;17,1;1,23
13/09/2017;20:00;47;"Muy buena / ";70;338;81;955,8;0;0,1;17,5;1,47
13/09/2017;19:00;51;"Muy buena / ";71;351;77;955,2;0;9,4;18,5;1,74
13/09/2017;18:00;65;"Buena / ";69;5;69;954,6;0;152,5;20,6;2,77
13/09/2017;17:00;75;"Buena / ";62;5;60;954,2;0;327,6;23,1;2,31
13/09/2017;16:00;85;"Buena / ";54;;;;0;453,5;;
13/09/2017;15:00;83;"Buena / ";44;;;;0;588,4;;
13/09/2017;14:00;80;"Buena / ";34;;;;0;673,8;;
13/09/2017;13:00;74;"Buena / ";25;;;;0;694,9;;
13/09/2017;12:00;58;"Muy buena / ";16;;;;0;484,9;;
13/09/2017;11:00;28;"Muy buena / ";10;;;;0;328,2;;
13/09/2017;10:00;16;"Muy buena / ";8;25;58;956,5;0;337,7;19,9;0,34
13/09/2017;09:00;9;"Muy buena / ";7;44;65;956,5;0;335,4;17,1;0,47
13/09/2017;08:00;5;"Muy buena / ";6;29;76;956,5;0;201,1;14,5;0,26
13/09/2017;07:00;2;"Muy buena / ";;303;88;956,9;0;63,1;11,5;0,26
13/09/2017;06:00;5;"Muy buena / ";;263;88;957,1;0;1,5;11,4;0,35
13/09/2017;05:00;5;"Muy buena / ";;187;87;956,9;0;0,1;11,6;0,1
13/09/2017;04:00;7;"Muy buena / ";;43;85;956,8;0;0;12,6;0,07
13/09/2017;03:00;13;"Muy buena / ";;233;89;957,1;0;0,1;11,8;0,44
13/09/2017;02:00;;"Sin datos / ";;270;85;957,1;0;0;12,7;0,49
13/09/2017;01:00;24;"Muy buena / ";40;223;86;957,2;0;0;12,7;0,67
12/09/2017;24:00;26;"Muy buena / ";43;51;82;957,1;0;0;13,8;0,16
12/09/2017;23:00;24;"Muy buena / ";46;241;82;957;0;0,1;14,1;0,28
12/09/2017;22:00;25;"Muy buena / ";51;206;82;956,9;0;0,1;14,1;0,49
12/09/2017;21:00;30;"Muy buena / ";56;229;78;956,7;0;0,1;15,2;0,64
12/09/2017;20:00;47;"Muy buena / ";61;66;73;956,1;0;0;16,8;0,93
12/09/2017;19:00;54;"Muy buena / ";63;36;70;955,6;0;5,1;17,2;1,61
12/09/2017;18:00;58;"Muy buena / ";63;18;66;955,3;0;94,2;18,5;1,86
12/09/2017;17:00;61;"Buena / ";61;13;59;954,8;0;330,1;20;2,14
12/09/2017;16:00;65;"Buena / ";59;19;57;954,3;0;470;20,6;2,28
12/09/2017;15:00;68;"Buena / ";56;;;;0;609,2;;
12/09/2017;14:00;67;"Buena / ";53;37;54;954,1;0;591,1;20,5;1,38
12/09/2017;13:00;65;"Buena / ";50;;;;0;689,8;;
12/09/2017;12:00;63;"Buena / ";49;72;56;953,9;0;569,3;19,2;0,53
12/09/2017;11:00;53;"Muy buena / ";48;146;68;953,7;0;264;16,9;0,56
12/09/2017;10:00;47;"Muy buena / ";49;76;82;954,2;0;197,5;14,4;0,9
12/09/2017;09:00;41;"Muy buena / ";49;120;80;953,9;0;113,8;14,1;0,82
12/09/2017;08:00;41;"Muy buena / ";51;328;79;953,3;0;88,8;14,2;0,45
12/09/2017;07:00;45;"Muy buena / ";;289;87;952,9;0;29,3;12,7;0,85
12/09/2017;06:00;48;"Muy buena / ";;307;89;952,6;0;0,6;12,4;0,91
12/09/2017;05:00;57;"Muy buena / ";;325;82;952,2;0;0;13,2;0,84
12/09/2017;04:00;52;"Muy buena / ";;246;82;952,1;0;0;13,3;1,14
12/09/2017;03:00;61;"Buena / ";;271;83;952,2;0;0,1;13,2;1,46
12/09/2017;02:00;;"Sin datos / ";;290;81;952,3;0;0,1;13,4;1,43
12/09/2017;01:00;68;"Buena / ";55;306;79;952,3;0;0,1;13,5;1,65
11/09/2017;24:00;66;"Buena / ";54;329;79;952,3;0;0,1;13,8;1,83
11/09/2017;23:00;59;"Muy buena / ";54;317;84;952,3;0;0,1;13,9;1,11
11/09/2017;22:00;62;"Buena / ";54;331;79;952;0;0,1;14,5;1,45
11/09/2017;21:00;57;"Muy buena / ";53;354;74;951,6;0;0;15;0,89
11/09/2017;20:00;53;"Muy buena / ";53;18;76;951,3;0;0;14,9;1,2
11/09/2017;19:00;49;"Muy buena / ";53;31;76;950,7;0;0,7;15,1;1,47
11/09/2017;18:00;51;"Muy buena / ";53;38;75;950,6;0;9,4;15,3;1,89
11/09/2017;17:00;46;"Muy buena / ";53;27;78;950,5;0;23,9;15,4;1,58
11/09/2017;16:00;52;"Muy buena / ";50;36;74;950,3;0;31,9;16,1;1,97
11/09/2017;15:00;61;"Buena / ";44;344;66;950,1;0;81,3;17,3;1,91
11/09/2017;14:00;58;"Muy buena / ";36;358;67;950,2;0;131,6;17,4;1,76
11/09/2017;13:00;55;"Muy buena / ";29;333;69;950;0;285,7;17,9;1,87
11/09/2017;12:00;53;"Muy buena / ";23;306;69;950,1;0;241,8;18,3;1,34
11/09/2017;11:00;51;"Muy buena / ";19;324;75;949,9;0;227,8;17,1;2,02
11/09/2017;10:00;49;"Muy buena / ";16;315;80;949,9;0;129,1;16,6;1,8
11/09/2017;09:00;22;"Muy buena / ";12;263;85;949,7;0;96,5;16;0,47
11/09/2017;08:00;1;"Muy buena / ";10;198;89;949,3;0;33,1;14,7;0,7
11/09/2017;07:00;1;"Muy buena / ";;258;89;948,9;0;11,2;14,3;0,35
11/09/2017;06:00;1;"Muy buena / ";;215;92;948,5;0;0,5;13,6;0,56
11/09/2017;05:00;2;"Muy buena / ";;290;92;948,4;0;0,1;13,6;0,58
11/09/2017;04:00;22;"Muy buena / ";;216;92;948,5;0;0,1;13,2;1
11/09/2017;03:00;32;"Muy buena / ";;156;90;948,6;0;0,1;13,9;0,33
11/09/2017;02:00;;"Sin datos / ";;41;86;948,8;0;0,1;14,5;0,54
11/09/2017;01:00;48;"Muy buena / ";56;76;88;949,2;0;0,1;14,1;0,75
10/09/2017;24:00;47;"Muy buena / ";58;71;89;949,5;0;0;13,9;0,87
10/09/2017;23:00;50;"Muy buena / ";60;85;88;949,7;0;0,1;14;0,96
10/09/2017;22:00;54;"Muy buena / ";63;79;86;950;0;0,1;14;0,8
10/09/2017;21:00;54;"Muy buena / ";65;101;80;950,3;0,1;0,1;14,9;0,68
10/09/2017;20:00;53;"Muy buena / ";67;117;75;950,1;0;0,1;15,3;1,26
10/09/2017;19:00;59;"Muy buena / ";69;93;71;950;0;2,1;15,6;0,97
10/09/2017;18:00;64;"Buena / ";71;23;71;950,2;0;23,6;15,6;1,48
10/09/2017;17:00;70;"Buena / ";70;7;57;949,7;0;85,7;17,5;1,65
10/09/2017;16:00;73;"Buena / ";68;349;46;949,3;0;198;18,9;1,28
10/09/2017;15:00;73;"Buena / ";67;314;48;949,7;0;369,4;18,6;2,09
10/09/2017;14:00;73;"Buena / ";66;320;50;949,6;0;691,3;18,4;2,03
10/09/2017;13:00;70;"Buena / ";64;323;57;950;0;522,5;17,1;2,11
10/09/2017;12:00;72;"Buena / ";62;321;57;950,4;0;294,4;16,1;2,82
10/09/2017;11:00;70;"Buena / ";61;324;63;950,1;0;345;15,6;2,43
10/09/2017;10:00;59;"Muy buena / ";59;301;80;950,3;0;208,4;13,1;1,3
10/09/2017;09:00;53;"Muy buena / ";59;265;87;950,3;0;45,8;11,4;2,12
10/09/2017;08:00;67;"Buena / ";60;271;81;949,6;0,1;52,6;11,9;2,66
10/09/2017;07:00;62;"Buena / ";;258;83;949,4;0;21;11,6;2,46
10/09/2017;06:00;57;"Muy buena / ";;275;85;949;0;0,2;11,4;2,05
10/09/2017;05:00;57;"Muy buena / ";;275;83;948,5;0;0;11,7;1,86
10/09/2017;04:00;62;"Buena / ";;271;84;948,4;0;0;11,5;1,97
10/09/2017;03:00;56;"Muy buena / ";;274;84;948,3;0;0;11,5;1,4
10/09/2017;02:00;;"Sin datos / ";;277;83;948,3;0;0;11,6;1,76
10/09/2017;01:00;56;"Muy buena / ";58;279;84;948,2;0;0;11,5;1,95
09/09/2017;24:00;56;"Muy buena / ";59;271;83;948;0;0;11,6;1,83
09/09/2017;23:00;56;"Muy buena / ";60;273;83;947,8;0;0;11,4;2,11
09/09/2017;22:00;54;"Muy buena / ";61;285;87;947,9;0,1;0;11,4;1,35
09/09/2017;21:00;56;"Muy buena / ";63;288;81;947,5;0,2;0;11,7;2,01
09/09/2017;20:00;57;"Muy buena / ";65;297;79;946,9;0;0;12;2,21
09/09/2017;19:00;60;"Muy buena / ";66;311;77;946,6;0;2,2;12,6;2,21
09/09/2017;18:00;62;"Buena / ";67;317;70;946,5;0;35,3;13,4;2,51
09/09/2017;17:00;65;"Buena / ";66;323;62;945,8;0;133,9;14,7;2,94
09/09/2017;16:00;67;"Buena / ";65;324;60;945,8;0;113,4;14,8;3,27
09/09/2017;15:00;69;"Buena / ";64;328;57;945,8;0;209;15,2;3,55
09/09/2017;14:00;69;"Buena / ";63;326;49;944,8;0;508;17,2;3,4
09/09/2017;13:00;69;"Buena / ";62;327;51;944,8;0;471,1;17,2;3,61
09/09/2017;12:00;67;"Buena / ";59;320;59;945,1;0;465,8;16,4;2,87
09/09/2017;11:00;64;"Buena / ";54;322;63;945,4;0;322,3;15,7;2,54
09/09/2017;10:00;57;"Muy buena / ";51;43;71;945,9;0;192,1;14,9;0,99
09/09/2017;09:00;56;"Muy buena / ";50;57;70;946,1;0;62,6;14,6;0,57
09/09/2017;08:00;61;"Buena / ";49;330;73;945,9;0;39,7;14;1,55
09/09/2017;07:00;63;"Buena / ";;326;79;945,8;0;13,4;13,6;2,39
09/09/2017;06:00;62;"Buena / ";;322;81;945,3;0;0,1;14,1;2,36
09/09/2017;05:00;38;"Muy buena / ";;286;84;945,1;0;0;14,8;1,43
09/09/2017;04:00;32;"Muy buena / ";;244;78;945,1;0;0;15,6;0,75
09/09/2017;03:00;39;"Muy buena / ";;235;78;945,3;0;0;15,3;0,7
09/09/2017;02:00;;"Sin datos / ";;209;78;945,6;0;0;15,2;0,79
09/09/2017;01:00;59;"Muy buena / ";65;131;77;946;0;0;15,6;0,73
08/09/2017;24:00;59;"Muy buena / ";66;92;79;946,7;0;0;15,3;0,96
08/09/2017;23:00;60;"Muy buena / ";67;10;81;947,3;0;0;15,3;0,95
08/09/2017;22:00;62;"Buena / ";71;6;82;947,5;0;0;15,2;1,49
08/09/2017;21:00;61;"Buena / ";73;35;75;947,7;0;0;16;1,2
08/09/2017;20:00;63;"Buena / ";74;20;69;947,7;0;0;17;1,09
08/09/2017;19:00;66;"Buena / ";74;11;64;947,5;0;8,4;18,3;1,15
08/09/2017;18:00;75;"Buena / ";71;5;58;947,3;0;126,9;20;2,45
08/09/2017;17:00;77;"Buena / ";65;10;50;947,1;0;294,7;22,1;2,08
08/09/2017;16:00;73;"Buena / ";57;14;48;947,5;0;429;22,9;2,21
08/09/2017;15:00;89;"Buena / ";49;;;;0;582,2;;
08/09/2017;14:00;81;"Buena / ";38;;;;0;670,9;;
08/09/2017;13:00;70;"Buena / ";30;;;;0;685,1;;
08/09/2017;12:00;61;"Buena / ";23;;;;0;490,7;;
08/09/2017;11:00;44;"Muy buena / ";18;23;53;950,7;0;408,3;18,6;0,35
08/09/2017;10:00;23;"Muy buena / ";15;52;60;951,5;0;365,8;16,7;0,43
08/09/2017;09:00;13;"Muy buena / ";14;14;65;951,9;0;337,8;14,8;0,22
08/09/2017;08:00;8;"Muy buena / ";14;205;81;952,1;0;191,9;10,5;0,21
08/09/2017;07:00;6;"Muy buena / ";;208;90;952,5;0;57,2;8,7;0,36
08/09/2017;06:00;11;"Muy buena / ";;104;93;952,5;0;2,9;8,7;0,55
08/09/2017;05:00;18;"Muy buena / ";;90;86;952,8;0;0;9,7;0,54
08/09/2017;04:00;22;"Muy buena / ";;247;87;953,3;0;0;9,7;0,68
08/09/2017;03:00;21;"Muy buena / ";;233;87;954;0;0;9,9;0,59
08/09/2017;02:00;;"Sin datos / ";;244;87;954,6;0;0;10,5;0,47
08/09/2017;01:00;23;"Muy buena / ";56;229;86;955;0;0;11,2;0,58
07/09/2017;24:00;26;"Muy buena / ";58;221;84;955,4;0;0;12,7;0,45
07/09/2017;23:00;43;"Muy buena / ";60;333;80;955,7;0;0;13,9;0,39
07/09/2017;22:00;52;"Muy buena / ";63;33;78;956,2;0;0;14,6;1
07/09/2017;21:00;49;"Muy buena / ";66;29;77;956,4;0;0;14,8;1,14
07/09/2017;20:00;56;"Muy buena / ";69;5;74;956,2;0;0;15,4;1,34
07/09/2017;19:00;66;"Buena / ";71;10;65;955,7;0;10,1;16,2;2,29
07/09/2017;18:00;69;"Buena / ";71;14;60;955,4;0;135,9;17,5;2,38
07/09/2017;17:00;73;"Buena / ";71;10;57;955,3;0;314,5;18,6;2,35
07/09/2017;16:00;71;"Buena / ";69;13;53;955,2;0;450,5;19,5;2,3
07/09/2017;15:00;71;"Buena / ";64;11;51;955,3;0;581,4;19,8;1,83
07/09/2017;14:00;73;"Buena / ";58;9;50;955,5;0;643,9;19,8;1,78
07/09/2017;13:00;73;"Buena / ";53;14;49;955,8;0;673,4;19,4;1,63
07/09/2017;12:00;71;"Buena / ";50;352;50;956,2;0;501,2;18,9;1,27
07/09/2017;11:00;69;"Buena / ";49;9;53;956,7;0;419,2;18;1,3
07/09/2017;10:00;65;"Buena / ";49;346;58;957,7;0;249;16,7;1,49
07/09/2017;09:00;55;"Muy buena / ";47;342;65;957,6;0;213,1;16,1;1,11
07/09/2017;08:00;34;"Muy buena / ";46;295;72;957,8;0;100;14,9;0,69
07/09/2017;07:00;24;"Muy buena / ";;269;72;957,9;0;26,8;14,2;0,73
07/09/2017;06:00;34;"Muy buena / ";;264;73;957,7;0;0,2;13,7;0,93
07/09/2017;05:00;47;"Muy buena / ";;291;72;957,6;0;0;13,9;0,92
07/09/2017;04:00;65;"Buena / ";;307;67;958;0;0;14,3;1,06
07/09/2017;03:00;70;"Buena / ";;330;67;958,5;0;0;14,5;1,38
07/09/2017;02:00;;"Sin datos / ";;330;66;958,9;0;0;14,6;1,38
07/09/2017;01:00;71;"Buena / ";62;336;66;959,5;0;0;14,9;1,55
06/09/2017;24:00;67;"Buena / ";62;3;73;960,2;0;0;14,9;1,28
06/09/2017;23:00;65;"Buena / ";62;7;76;960,6;0;0;15;1,77
06/09/2017;22:00;64;"Buena / ";62;10;73;960,7;0;0;15,4;1,7
06/09/2017;21:00;60;"Muy buena / ";62;10;78;960,7;0;0;15,3;1,8
06/09/2017;20:00;63;"Buena / ";62;9;76;960,5;0;0;15,5;1,99
06/09/2017;19:00;61;"Buena / ";62;11;75;960,1;0;5,5;15,7;2,23
06/09/2017;18:00;60;"Muy buena / ";61;9;73;960,2;0;46,2;16,4;2,65
06/09/2017;17:00;60;"Muy buena / ";60;6;70;960;0;141,1;17,3;2,58
06/09/2017;16:00;61;"Buena / ";57;17;69;960,1;0;220;17,8;2,58
06/09/2017;15:00;63;"Buena / ";53;11;67;960,1;0;382;18,6;2,6
06/09/2017;14:00;64;"Buena / ";50;16;66;960,3;0;476,2;19;2,09
06/09/2017;13:00;60;"Muy buena / ";46;12;74;961,1;0;314;17,8;2,31
06/09/2017;12:00;64;"Buena / ";42;9;74;961,2;0;263,2;17,7;2,85
06/09/2017;11:00;59;"Muy buena / ";38;9;80;961,1;0;242;17,5;2,34
06/09/2017;10:00;52;"Muy buena / ";34;358;86;961,2;0,1;198,8;17;1,84
06/09/2017;09:00;32;"Muy buena / ";31;322;90;961,2;0,2;74,7;16,8;0,94
06/09/2017;08:00;31;"Muy buena / ";31;275;90;961,1;0;79,4;16,5;0,84
06/09/2017;07:00;38;"Muy buena / ";;219;93;961,1;0;15,9;15,4;0,91
06/09/2017;06:00;29;"Muy buena / ";;208;92;960,9;0,1;0,6;15,3;0,81
06/09/2017;05:00;29;"Muy buena / ";;260;87;960,7;0;0;15,9;0,5
06/09/2017;04:00;30;"Muy buena / ";;251;85;960,7;0;0;15,5;0,56
06/09/2017;03:00;28;"Muy buena / ";;230;88;960,9;0;0;15,3;0,82
06/09/2017;02:00;;"Sin datos / ";;260;87;961;0;0;16,2;0,56
06/09/2017;01:00;50;"Muy buena / ";57;359;86;961,1;0;0;16,9;0,99
05/09/2017;24:00;53;"Muy buena / ";59;10;83;961,1;0;0;17,2;1,13
05/09/2017;23:00;55;"Muy buena / ";61;5;82;961,3;0;0;17,6;1,38
05/09/2017;22:00;52;"Muy buena / ";65;11;82;961,2;0;0;17,8;1,29
05/09/2017;21:00;55;"Muy buena / ";69;12;79;961;0;0;18,3;1,56
05/09/2017;20:00;56;"Muy buena / ";72;18;78;960,6;0;0;18,7;1,88
05/09/2017;19:00;59;"Muy buena / ";73;10;75;959,9;0;9,4;19,3;2,24
05/09/2017;18:00;66;"Buena / ";73;8;69;959,4;0;89,9;20,5;2,44
05/09/2017;17:00;69;"Buena / ";68;8;67;958,7;0;135,5;21,1;3,26
05/09/2017;16:00;78;"Buena / ";61;8;63;957,9;0;484,7;22,4;3,84
05/09/2017;15:00;86;"Buena / ";54;;;;0;635,5;;
05/09/2017;14:00;81;"Buena / ";44;;;;0;722,2;;
05/09/2017;13:00;80;"Buena / ";35;;;;0;743,4;;
05/09/2017;12:00;67;"Buena / ";26;;;;0;467,1;;
05/09/2017;11:00;53;"Muy buena / ";19;;;;0;424,1;;
05/09/2017;10:00;29;"Muy buena / ";14;346;67;956,4;0;368,1;20,8;0,67
05/09/2017;09:00;13;"Muy buena / ";12;312;75;956,5;0;307,1;18,4;0,78
05/09/2017;08:00;22;"Muy buena / ";12;75;83;956,6;0;186,6;16,9;0,83
05/09/2017;07:00;9;"Muy buena / ";;83;87;957,2;0;35,9;15,6;0,71
05/09/2017;06:00;6;"Muy buena / ";;40;86;957;0;1,6;15;0,2
05/09/2017;05:00;9;"Muy buena / ";;251;87;956,7;0;0;14,2;0,15
05/09/2017;04:00;11;"Muy buena / ";;283;86;956,4;0;0;14,5;0,38
05/09/2017;03:00;13;"Muy buena / ";;190;87;956,4;0;0;14,8;0,35
05/09/2017;02:00;;"Sin datos / ";;238;89;956,3;0;0;14,6;0,67
05/09/2017;01:00;19;"Muy buena / ";44;255;84;956,1;0;0;15,6;0,24
04/09/2017;24:00;22;"Muy buena / ";47;230;87;956;0;0;15,3;0,73
04/09/2017;23:00;25;"Muy buena / ";49;216;87;956;0;0;15,6;1,19
04/09/2017;22:00;34;"Muy buena / ";54;241;82;956,2;0;0,1;16,9;0,36
04/09/2017;21:00;42;"Muy buena / ";57;315;80;956;0;0,1;17,8;0,74
04/09/2017;20:00;48;"Muy buena / ";59;7;78;955,6;0;0,1;18,5;1,06
04/09/2017;19:00;52;"Muy buena / ";60;10;74;955;0;24,6;19,7;1,71
04/09/2017;18:00;62;"Buena / ";60;10;63;954,5;0;213,1;21,8;2,23
