Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
16/02/2017;07:00;88;"Buena / ";90;158;67;969,5;0;11,4;7,32
16/02/2017;06:00;88;"Buena / ";90;153;67;969,5;0;11,4;9,34
16/02/2017;05:00;87;"Buena / ";90;151;64;969,8;0;11,5;8,03
16/02/2017;04:00;88;"Buena / ";90;154;61;969,9;0;11,7;6,46
16/02/2017;03:00;;"Sin datos / ";90;152;57;969,8;0;12,2;8,7
16/02/2017;02:00;91;"Buena / ";89;160;54;969,9;0;12,5;8,68
16/02/2017;01:00;94;"Buena / ";89;159;51;970;0;12,7;8,09
15/02/2017;24:00;94;"Buena / ";88;155;51;970;0;12,7;7,56
15/02/2017;23:00;91;"Buena / ";87;154;53;970,3;0;12,9;4,8
15/02/2017;22:00;88;"Buena / ";86;117;55;970,5;0;13;2,35
15/02/2017;21:00;85;"Buena / ";85;124;59;970,5;0;13,1;2,92
15/02/2017;20:00;84;"Buena / ";85;104;61;970,4;0;13,2;4,33
15/02/2017;19:00;87;"Buena / ";84;128;55;970,2;0;13,5;3,89
15/02/2017;18:00;88;"Buena / ";83;148;56;969,8;0;13,6;4,63
15/02/2017;17:00;85;"Buena / ";81;148;53;969,5;0;14,2;3,37
15/02/2017;16:00;84;"Buena / ";81;158;52;969,5;0;14,7;3,84
15/02/2017;15:00;84;"Buena / ";80;158;52;969,6;0;14,6;4,47
15/02/2017;14:00;83;"Buena / ";79;163;54;969,8;0;14,1;5
15/02/2017;13:00;81;"Buena / ";79;164;57;969,9;0;13,7;5,43
15/02/2017;12:00;79;"Buena / ";79;162;63;970,1;0;12,6;7,19
15/02/2017;11:00;78;"Buena / ";80;158;64;969,8;0;12,2;8,42
15/02/2017;10:00;77;"Buena / ";80;159;63;969,3;0;12,1;9,32
15/02/2017;09:00;78;"Buena / ";81;159;66;968,6;0;11,3;10,04
15/02/2017;08:00;78;"Buena / ";82;157;69;967,7;0;10,7;11,97
15/02/2017;07:00;80;"Buena / ";82;159;67;967,2;0;10,6;11,88
15/02/2017;06:00;82;"Buena / ";81;157;63;966,7;0;11,1;12,52
15/02/2017;05:00;82;"Buena / ";81;155;65;965,9;0;11,1;15,06
15/02/2017;04:00;84;"Buena / ";80;149;62;965,6;0;11,3;13,72
15/02/2017;03:00;;"Sin datos / ";79;152;58;965,4;0;11,4;12,86
15/02/2017;02:00;83;"Buena / ";79;152;58;965,2;0;11,5;13,02
15/02/2017;01:00;82;"Buena / ";79;152;60;965;0;11,5;13,8
14/02/2017;24:00;78;"Buena / ";79;155;64;964,6;0;11,5;14,28
14/02/2017;23:00;77;"Buena / ";79;155;63;964,5;0;11,6;14,12
14/02/2017;22:00;78;"Buena / ";80;157;61;964,3;0;11,6;12,16
14/02/2017;21:00;79;"Buena / ";80;157;61;963,7;0;11,7;11,44
14/02/2017;20:00;78;"Buena / ";80;153;59;963,3;0;11,7;10,93
14/02/2017;19:00;80;"Buena / ";79;154;58;963,1;0;11,6;9,8
14/02/2017;18:00;79;"Buena / ";79;154;55;962,8;0;12;8,93
14/02/2017;17:00;80;"Buena / ";79;153;55;962;0;12,3;8,94
14/02/2017;16:00;80;"Buena / ";79;151;52;961,5;0;12,9;8,67
14/02/2017;15:00;82;"Buena / ";79;150;50;961,1;0;12,8;8,08
14/02/2017;14:00;80;"Buena / ";79;160;51;960,9;0;12,9;7,27
14/02/2017;13:00;79;"Buena / ";79;148;53;960,6;0;12,8;5,71
14/02/2017;12:00;75;"Buena / ";79;156;53;960,8;0;12,3;5,37
14/02/2017;11:00;73;"Buena / ";79;160;55;960,3;0;11,7;5,73
14/02/2017;10:00;82;"Buena / ";79;160;56;959,6;0;10,9;6,69
14/02/2017;09:00;80;"Buena / ";78;159;59;959,1;0;10,1;7,14
14/02/2017;08:00;80;"Buena / ";78;166;60;958,4;0;9,7;7,35
14/02/2017;07:00;80;"Buena / ";77;168;61;957,8;0;9,6;6,08
14/02/2017;06:00;79;"Buena / ";77;187;62;957,5;0;9,4;4,73
14/02/2017;05:00;79;"Buena / ";78;200;64;957;0;9,7;6,44
14/02/2017;04:00;75;"Buena / ";77;195;67;956,3;0;9,7;6,18
14/02/2017;03:00;;"Sin datos / ";78;206;67;955,9;0;10,1;8,02
14/02/2017;02:00;75;"Buena / ";79;202;67;955,5;0;10,1;6,3
14/02/2017;01:00;76;"Buena / ";79;197;72;955,1;0;9,9;5,55
13/02/2017;24:00;77;"Buena / ";78;205;75;954,7;0;9,8;4,88
13/02/2017;23:00;81;"Buena / ";78;208;77;954;0;9,8;3,75
13/02/2017;22:00;80;"Buena / ";77;293;86;953,3;0;9;3,76
13/02/2017;21:00;77;"Buena / ";77;254;85;952,6;0;9,3;5,96
13/02/2017;20:00;83;"Buena / ";77;210;74;952;0;10,2;6,67
13/02/2017;19:00;82;"Buena / ";76;181;86;951,4;0,3;9;6,27
13/02/2017;18:00;75;"Buena / ";75;184;91;950,4;1,5;8,8;7,65
13/02/2017;17:00;71;"Buena / ";75;176;77;949,2;0,1;11;7,22
13/02/2017;16:00;76;"Buena / ";76;149;69;947;0;11,7;11,09
13/02/2017;15:00;74;"Buena / ";77;149;68;946,1;0;11,7;11,2
13/02/2017;14:00;77;"Buena / ";78;145;65;945,2;0;11,9;14,55
13/02/2017;13:00;76;"Buena / ";79;145;61;945,4;0;12,6;11,15
13/02/2017;12:00;73;"Buena / ";81;139;64;945,6;0;12,3;8,49
13/02/2017;11:00;74;"Buena / ";83;138;71;945,4;0;11;9,94
13/02/2017;10:00;76;"Buena / ";84;139;72;944,2;0;10,3;15,22
13/02/2017;09:00;80;"Buena / ";85;134;54;942,9;0;12,3;15,51
13/02/2017;08:00;84;"Buena / ";86;136;38;943,6;0;14,2;10,33
13/02/2017;07:00;85;"Buena / ";87;138;37;942,7;0;14,4;10,63
13/02/2017;06:00;87;"Buena / ";87;134;38;942,6;0;14,2;10,43
13/02/2017;05:00;88;"Buena / ";88;127;41;942,3;0;13,7;12,04
13/02/2017;04:00;87;"Buena / ";88;135;47;942,2;0;13,3;12,96
13/02/2017;03:00;;"Sin datos / ";87;129;50;942,7;0;13;9,73
13/02/2017;02:00;87;"Buena / ";87;123;51;942,7;0;13;10,08
13/02/2017;01:00;87;"Buena / ";86;133;46;942,7;0;13,4;12,27
12/02/2017;24:00;88;"Buena / ";86;133;41;943,2;0;13,3;9,17
12/02/2017;23:00;88;"Buena / ";85;133;40;943;0;13;11,92
12/02/2017;22:00;89;"Buena / ";84;130;44;943;0;12,7;11,93
12/02/2017;21:00;88;"Buena / ";83;127;42;943,6;0;13,1;9,56
12/02/2017;20:00;84;"Buena / ";82;137;41;943,5;0;13,2;10,62
12/02/2017;19:00;82;"Buena / ";81;129;40;943,5;0;13,3;10,03
12/02/2017;18:00;83;"Buena / ";79;135;42;943,5;0;13,3;8,51
12/02/2017;17:00;83;"Buena / ";78;128;43;943,3;0;13,4;8,63
12/02/2017;16:00;83;"Buena / ";77;124;44;943,2;0;13,2;8,67
12/02/2017;15:00;82;"Buena / ";75;135;43;943,7;0;13,1;8,83
12/02/2017;14:00;81;"Buena / ";73;135;41;944,1;0;13,1;9,06
12/02/2017;13:00;76;"Buena / ";71;128;45;944,4;0;12,7;10,47
12/02/2017;12:00;75;"Buena / ";70;128;53;945,2;0;11,7;9,27
12/02/2017;11:00;71;"Buena / ";67;129;61;945,4;0;10,8;10,37
12/02/2017;10:00;72;"Buena / ";67;124;63;946,1;0;10,3;8,25
12/02/2017;09:00;72;"Buena / ";64;120;60;946,3;0;10,5;6,66
12/02/2017;08:00;71;"Buena / ";60;122;67;946,3;0;9,3;8,2
12/02/2017;07:00;67;"Buena / ";56;111;67;946,3;0;9;9,53
12/02/2017;06:00;64;"Buena / ";53;104;71;947;0;8,3;9,2
12/02/2017;05:00;64;"Buena / ";53;84;73;947,5;0;6,7;10,26
12/02/2017;04:00;57;"Muy buena / ";50;91;74;947,9;0,1;6,4;9,28
12/02/2017;03:00;;"Sin datos / ";48;91;83;948,6;0;5,7;8,5
12/02/2017;02:00;55;"Muy buena / ";51;80;89;949,3;0;4,7;6,99
12/02/2017;01:00;42;"Muy buena / ";51;84;97;949,5;0,1;3,9;6,09
11/02/2017;24:00;41;"Muy buena / ";55;75;100;950;0,2;3,5;5,14
11/02/2017;23:00;47;"Muy buena / ";60;70;80;950,7;0,3;5,1;3,77
11/02/2017;22:00;62;"Buena / ";64;103;77;951,5;0;5,5;2,73
11/02/2017;21:00;43;"Muy buena / ";64;96;83;951,9;0,3;5,2;2,75
11/02/2017;20:00;43;"Muy buena / ";65;100;83;952,3;0;5,3;3,01
11/02/2017;19:00;73;"Buena / ";65;85;81;952,5;0;5,5;4,1
11/02/2017;18:00;57;"Muy buena / ";61;89;89;952,7;0;4,9;4,26
11/02/2017;17:00;71;"Buena / ";60;34;80;952,8;0;5,7;3,63
11/02/2017;16:00;86;"Buena / ";61;28;77;953,1;0;5,9;3,81
11/02/2017;15:00;78;"Buena / ";61;42;75;953,5;0;6,3;2,31
11/02/2017;14:00;64;"Buena / ";62;55;83;954;0;6,5;0,68
11/02/2017;13:00;47;"Muy buena / ";65;304;92;954,8;0;6,5;0,61
11/02/2017;12:00;40;"Muy buena / ";69;307;89;955,4;0;7,1;0,58
11/02/2017;11:00;41;"Muy buena / ";74;202;80;955,7;0;7,5;0,05
11/02/2017;10:00;53;"Muy buena / ";79;239;71;955,9;0;7;1,24
11/02/2017;09:00;81;"Buena / ";83;249;57;955,8;0;7,6;1,27
11/02/2017;08:00;85;"Buena / ";84;226;53;955,6;0;7,7;0,53
11/02/2017;07:00;84;"Buena / ";85;21;55;955,2;0;7,7;1,46
11/02/2017;06:00;85;"Buena / ";85;15;59;954,7;0;7,5;2,11
11/02/2017;05:00;80;"Buena / ";85;167;64;954,7;0;7;3,98
11/02/2017;04:00;82;"Buena / ";85;151;61;954,8;0;7,4;1,71
11/02/2017;03:00;;"Sin datos / ";85;155;57;954,8;0;7,9;1,73
11/02/2017;02:00;85;"Buena / ";83;154;54;954,8;0;8,2;2,46
11/02/2017;01:00;88;"Buena / ";82;162;53;954,8;0;8,5;3,38
10/02/2017;24:00;88;"Buena / ";81;159;52;954,7;0;8,7;2,79
10/02/2017;23:00;87;"Buena / ";79;158;52;954,4;0;8,8;4,59
10/02/2017;22:00;85;"Buena / ";78;151;53;954,2;0;8,8;2,72
10/02/2017;21:00;82;"Buena / ";78;125;52;953,9;0;9;3,16
10/02/2017;20:00;79;"Buena / ";77;140;52;954;0;9,3;5,01
10/02/2017;19:00;66;"Buena / ";78;132;53;953,7;0;9,5;4,24
10/02/2017;18:00;79;"Buena / ";79;135;51;953,1;0;9,7;3,64
10/02/2017;17:00;78;"Buena / ";78;132;48;952,6;0;10,5;1,92
10/02/2017;16:00;77;"Buena / ";78;142;49;952,2;0;10,4;1,91
10/02/2017;15:00;80;"Buena / ";79;161;51;952,1;0;9,6;3,86
10/02/2017;14:00;80;"Buena / ";80;158;50;951,8;0;9,4;7,34
10/02/2017;13:00;80;"Buena / ";80;154;46;951,6;0;9,2;9,02
10/02/2017;12:00;81;"Buena / ";81;156;42;951,5;0;9;9,34
10/02/2017;11:00;73;"Buena / ";81;165;41;951,4;0;8,6;7,08
10/02/2017;10:00;77;"Buena / ";82;161;35;951,1;0;9,4;2,16
10/02/2017;09:00;77;"Buena / ";83;161;33;950,4;0;8,7;5,68
10/02/2017;08:00;83;"Buena / ";83;167;32;949,8;0;8,8;6,33
10/02/2017;07:00;85;"Buena / ";83;157;32;948,8;0;9,1;8,23
10/02/2017;06:00;85;"Buena / ";83;154;34;947,8;0;9;14,4
10/02/2017;05:00;84;"Buena / ";82;152;37;948,4;0;8,9;11,71
10/02/2017;04:00;83;"Buena / ";81;154;36;948,9;0;9,3;9,64
10/02/2017;03:00;;"Sin datos / ";80;159;41;949,4;0;8,6;10,05
10/02/2017;02:00;82;"Buena / ";80;157;41;949,9;0;8,6;10,47
10/02/2017;01:00;82;"Buena / ";80;157;42;950,2;0;8,8;10,71
09/02/2017;24:00;82;"Buena / ";80;159;43;950,4;0;9,1;9,32
09/02/2017;23:00;81;"Buena / ";80;156;46;950,7;0;8,9;9,55
09/02/2017;22:00;79;"Buena / ";80;156;49;951,2;0;8,9;7,74
09/02/2017;21:00;79;"Buena / ";80;148;46;951,6;0;9,1;5,44
09/02/2017;20:00;78;"Buena / ";81;144;48;952,3;0;8,9;4,88
09/02/2017;19:00;79;"Buena / ";81;130;56;952,6;0;8,7;5,74
09/02/2017;18:00;80;"Buena / ";80;100;63;952,9;0;7,6;7,28
09/02/2017;17:00;81;"Buena / ";79;82;65;953,6;0;7,1;7,81
09/02/2017;16:00;81;"Buena / ";80;74;66;954,4;0;6,9;7,46
09/02/2017;15:00;81;"Buena / ";80;78;64;955,1;0;6,8;6,57
09/02/2017;14:00;82;"Buena / ";81;80;61;956,2;0;6,6;4,48
09/02/2017;13:00;82;"Buena / ";82;89;62;957,3;0;5,9;4,25
09/02/2017;12:00;79;"Buena / ";84;90;68;958,5;0;4,9;5,93
09/02/2017;11:00;74;"Buena / ";85;103;64;959,4;0;5,2;3,34
09/02/2017;10:00;73;"Buena / ";87;105;69;960,1;0;4,6;3,73
09/02/2017;09:00;84;"Buena / ";89;109;73;960,7;0;4,1;3,56
09/02/2017;08:00;88;"Buena / ";90;114;76;961,4;0;3,5;3,88
09/02/2017;07:00;89;"Buena / ";90;106;81;961,9;0;3,3;4,1
09/02/2017;06:00;90;"Buena / ";90;104;88;962,4;0;3,1;3,77
09/02/2017;05:00;91;"Buena / ";90;96;93;962,8;0;3,2;3,45
09/02/2017;04:00;92;"Buena / ";90;81;93;963,2;0,1;3,3;2,75
09/02/2017;03:00;;"Sin datos / ";89;60;93;964;0,5;3,4;2,57
09/02/2017;02:00;92;"Buena / ";89;64;94;964,4;0;3,4;4,37
09/02/2017;01:00;90;"Buena / ";89;30;95;965,1;0,1;3,8;4,56
08/02/2017;24:00;88;"Buena / ";88;14;96;965,5;0;4,4;5,95
08/02/2017;23:00;89;"Buena / ";88;4;95;965,8;0;4,4;7,33
08/02/2017;22:00;89;"Buena / ";88;337;94;966;0,4;4,4;7,87
08/02/2017;21:00;88;"Buena / ";88;334;89;966,4;0;5,1;7,19
08/02/2017;20:00;89;"Buena / ";88;328;91;966,3;0;4,9;7,92
08/02/2017;19:00;89;"Buena / ";88;323;94;966,2;0;5;9,1
08/02/2017;18:00;88;"Buena / ";87;319;94;965,9;0,1;4,9;8,57
08/02/2017;17:00;86;"Buena / ";87;331;98;965,8;0;4,8;8,19
08/02/2017;16:00;88;"Buena / ";88;308;88;966;0;5,2;8,09
08/02/2017;15:00;87;"Buena / ";89;309;94;966,1;0,2;5,3;9,16
08/02/2017;14:00;87;"Buena / ";89;306;92;966,3;0;5,5;10,01
08/02/2017;13:00;87;"Buena / ";89;304;96;966,7;0,3;4,7;8
08/02/2017;12:00;88;"Buena / ";90;308;91;967;0,1;4,9;9,77
08/02/2017;11:00;87;"Buena / ";91;309;91;966,9;0,2;5;9,41
08/02/2017;10:00;89;"Buena / ";91;317;91;966,6;0,3;4,7;9,38
08/02/2017;09:00;92;"Buena / ";92;325;90;966;1,2;4,3;9,53
08/02/2017;08:00;91;"Buena / ";92;310;95;965,4;0;4,5;12,46
08/02/2017;07:00;90;"Buena / ";92;314;91;964,5;0;4,7;12,09
08/02/2017;06:00;91;"Buena / ";92;328;92;963,8;0;3,9;12,33
08/02/2017;05:00;91;"Buena / ";93;313;95;963,1;0,1;4,3;13,51
08/02/2017;04:00;95;"Buena / ";93;302;92;962,9;0;4,4;12,09
08/02/2017;03:00;;"Sin datos / ";92;302;90;962,6;0,3;4,4;12,74
08/02/2017;02:00;93;"Buena / ";92;292;91;962,4;0,1;4,6;14,06
08/02/2017;01:00;94;"Buena / ";92;293;92;962,6;0,4;3,9;11,99
07/02/2017;24:00;93;"Buena / ";91;293;97;962,2;0,4;3,5;16,37
07/02/2017;23:00;90;"Buena / ";91;292;96;962,4;0;4,4;12,9
07/02/2017;22:00;93;"Buena / ";89;289;95;962,1;0,5;4,3;13,83
07/02/2017;21:00;92;"Buena / ";88;280;98;962,2;0,1;4,6;14,72
07/02/2017;20:00;92;"Buena / ";86;283;100;962,2;0;5;15,76
07/02/2017;19:00;91;"Buena / ";84;282;100;961,7;0,2;5,3;17,85
07/02/2017;18:00;91;"Buena / ";82;277;100;961,3;1,3;6,1;11,72
07/02/2017;17:00;88;"Buena / ";80;276;100;961,3;0;6,5;8,86
07/02/2017;16:00;87;"Buena / ";78;286;100;961,3;0,3;6,4;9,25
07/02/2017;15:00;80;"Buena / ";76;275;100;961,3;0,1;7,3;8,12
07/02/2017;14:00;82;"Buena / ";74;279;100;961,5;0,1;6,8;5,49
07/02/2017;13:00;78;"Buena / ";71;286;100;961,9;2,2;7,3;5,97
07/02/2017;12:00;74;"Buena / ";68;264;100;962,7;1;7,9;6,27
07/02/2017;11:00;74;"Buena / ";66;276;100;962,6;0,5;8,4;6,97
07/02/2017;10:00;73;"Buena / ";65;283;100;962,6;0;9;8,11
07/02/2017;09:00;72;"Buena / ";64;279;100;962,4;0,1;8,9;10,92
07/02/2017;08:00;74;"Buena / ";63;281;100;961,9;0,3;9,2;11,34
07/02/2017;07:00;67;"Buena / ";62;275;100;961,3;0,7;9;12,53
07/02/2017;06:00;53;"Muy buena / ";61;272;99;961;2,5;9,2;10,29
07/02/2017;05:00;58;"Muy buena / ";63;264;96;960,5;0,4;9,8;9,17
07/02/2017;04:00;59;"Muy buena / ";65;261;89;960,3;1;10,8;9,57
07/02/2017;03:00;;"Sin datos / ";66;256;75;960,4;0;12,9;8,42
07/02/2017;02:00;64;"Buena / ";67;230;80;960,6;0;12,5;9,28
07/02/2017;01:00;64;"Buena / ";68;246;85;960,8;0;12,3;8,12
06/02/2017;24:00;66;"Buena / ";69;253;90;961,2;0,1;11,8;9,26
06/02/2017;23:00;66;"Buena / ";69;216;100;961,8;0,5;9,8;7,78
06/02/2017;22:00;65;"Buena / ";70;246;100;962,2;1,5;9,7;6,05
06/02/2017;21:00;70;"Buena / ";71;254;94;962,2;0,4;10,5;6,47
06/02/2017;20:00;70;"Buena / ";72;253;89;962,1;0;11,1;7,24
06/02/2017;19:00;69;"Buena / ";72;263;97;962,2;0,1;10,1;8,45
06/02/2017;18:00;70;"Buena / ";73;272;97;962,2;0,1;10;9,69
06/02/2017;17:00;73;"Buena / ";74;273;98;961,7;0;9,5;9,61
06/02/2017;16:00;70;"Buena / ";75;270;100;961,4;0;8,2;8,68
06/02/2017;15:00;72;"Buena / ";76;278;100;961,3;0,2;7,7;7,82
06/02/2017;14:00;75;"Buena / ";78;252;100;961,4;0,7;6,7;7,02
06/02/2017;13:00;74;"Buena / ";79;188;100;962,2;1,8;5;3,06
06/02/2017;12:00;74;"Buena / ";81;175;100;962,9;0,8;4,8;2,48
06/02/2017;11:00;78;"Buena / ";82;174;100;963,2;0,6;4,5;2,91
06/02/2017;10:00;78;"Buena / ";83;185;100;963,1;1;4,5;2,8
06/02/2017;09:00;79;"Buena / ";84;237;100;963,5;1;4,6;2,29
06/02/2017;08:00;80;"Buena / ";86;258;100;963,5;2,4;4,7;2,96
06/02/2017;07:00;84;"Buena / ";87;279;100;963,5;1,6;4,8;5,34
06/02/2017;06:00;84;"Buena / ";88;279;100;963,6;1,4;5,1;6,93
06/02/2017;05:00;87;"Buena / ";90;296;89;963,5;0;6,3;8,65
06/02/2017;04:00;87;"Buena / ";90;285;94;963,2;0;5,8;9,12
06/02/2017;03:00;;"Sin datos / ";91;296;92;963,5;0;6,2;8,41
06/02/2017;02:00;88;"Buena / ";91;294;92;963,1;0;5,9;11,01
06/02/2017;01:00;89;"Buena / ";92;299;89;962,8;0;6;11,76
05/02/2017;24:00;92;"Buena / ";92;301;82;962;0;6,2;15,47
05/02/2017;23:00;92;"Buena / ";92;297;82;961,5;0;6,1;15,07
05/02/2017;22:00;92;"Buena / ";92;292;83;960,6;0;6,1;15,91
05/02/2017;21:00;92;"Buena / ";92;286;88;959,4;0,1;5,2;20,24
05/02/2017;20:00;91;"Buena / ";92;297;92;958,8;0,3;4,8;18,77
05/02/2017;19:00;91;"Buena / ";91;293;94;957,7;0,3;4,5;20,35
05/02/2017;18:00;94;"Buena / ";91;286;93;956,1;0,5;4,7;23,34
05/02/2017;17:00;93;"Buena / ";91;283;95;954,3;0,4;5;25,77
05/02/2017;16:00;93;"Buena / ";91;;89;952,6;0;6;
05/02/2017;15:00;90;"Buena / ";91;268;88;951,5;0,8;5,7;24,11
05/02/2017;14:00;91;"Buena / ";91;262;86;951,2;0,1;5,1;22,72
05/02/2017;13:00;90;"Buena / ";91;257;87;951,3;0;4,4;21,71
05/02/2017;12:00;89;"Buena / ";91;259;96;950,9;0,6;3,7;20,3
05/02/2017;11:00;89;"Buena / ";91;257;97;950,5;1,3;3,3;17,67
05/02/2017;10:00;91;"Buena / ";92;264;93;949,1;0,6;4,1;21,83
05/02/2017;09:00;93;"Buena / ";89;267;79;948;0,1;5,8;19,45
05/02/2017;08:00;92;"Buena / ";86;265;86;947,5;0;5,6;16,91
05/02/2017;07:00;91;"Buena / ";83;271;86;946,4;0;6,1;16,47
05/02/2017;06:00;90;"Buena / ";80;261;81;945,7;0;6,2;15,49
05/02/2017;05:00;92;"Buena / ";77;266;93;945,3;0,4;5,5;21,25
05/02/2017;04:00;92;"Buena / ";75;276;100;945;0,6;6;19,77
05/02/2017;03:00;;"Sin datos / ";72;213;77;943,9;0,2;11,1;12,41
05/02/2017;02:00;70;"Buena / ";73;193;72;943,5;0;12,3;10,76
05/02/2017;01:00;72;"Buena / ";74;210;71;944;0;12,7;10,48
04/02/2017;24:00;73;"Buena / ";75;216;72;944,2;0;12,9;13,16
04/02/2017;23:00;70;"Buena / ";76;202;74;944,2;0;13;15,49
04/02/2017;22:00;71;"Buena / ";76;190;85;944,3;0,1;11,8;12,54
04/02/2017;21:00;74;"Buena / ";76;189;92;945,4;1,9;10,1;8,08
04/02/2017;20:00;75;"Buena / ";76;175;94;946,1;3,7;9;4,02
04/02/2017;19:00;75;"Buena / ";76;164;93;946,4;5;9;9,23
04/02/2017;18:00;80;"Buena / ";78;160;93;947,1;2,4;8,6;10,2
04/02/2017;17:00;81;"Buena / ";78;160;92;948,7;1,8;7,6;5,87
04/02/2017;16:00;80;"Buena / ";79;188;89;949,7;1,4;7,9;5,04
04/02/2017;15:00;73;"Buena / ";80;206;83;950,3;0,1;9;9,09
04/02/2017;14:00;70;"Buena / ";82;211;77;950,4;0,1;9,7;11,18
04/02/2017;13:00;73;"Buena / ";85;202;76;950,6;0;9,8;10,41
04/02/2017;12:00;78;"Buena / ";87;200;79;951,2;0;9,4;7,81
04/02/2017;11:00;86;"Buena / ";88;214;88;951,3;0;8,1;4,22
04/02/2017;10:00;83;"Buena / ";88;234;96;951,1;0,2;7,3;6,3
04/02/2017;09:00;86;"Buena / ";88;250;92;950,7;0,3;7,6;9,57
04/02/2017;08:00;88;"Buena / ";87;256;94;949,8;0;7,4;10,73
04/02/2017;07:00;90;"Buena / ";85;263;97;948,7;0,2;7,3;13,93
04/02/2017;06:00;94;"Buena / ";84;272;95;947,3;0,3;7,7;20,99
04/02/2017;05:00;91;"Buena / ";82;271;96;945,7;0,7;8;19,85
04/02/2017;04:00;87;"Buena / ";82;265;99;944,5;2;7,5;12,45
04/02/2017;03:00;;"Sin datos / ";83;308;100;943;3,9;7,3;8,63
04/02/2017;02:00;81;"Buena / ";83;288;97;941;1,1;9;8,14
04/02/2017;01:00;78;"Buena / ";83;195;66;939,6;0;13,3;20,29
03/02/2017;24:00;77;"Buena / ";83;183;68;940,4;0;12,1;15,26
03/02/2017;23:00;78;"Buena / ";84;161;74;941,2;0;10;16
03/02/2017;22:00;85;"Buena / ";86;159;63;942,8;0;10,3;15,85
03/02/2017;21:00;89;"Buena / ";86;155;61;945,2;0;9,9;14,24
03/02/2017;20:00;90;"Buena / ";86;175;60;948,4;0;9,7;10,45
03/02/2017;19:00;88;"Buena / ";86;207;56;949,9;0;10,4;14,68
03/02/2017;18:00;79;"Buena / ";85;195;52;949,9;0;11,2;10,76
03/02/2017;17:00;77;"Buena / ";85;196;54;950;0;10,8;10,22
03/02/2017;16:00;87;"Buena / ";85;201;64;949,9;0;10;7,97
03/02/2017;15:00;93;"Buena / ";84;275;78;949,6;0;8,7;5,74
03/02/2017;14:00;88;"Buena / ";82;245;56;949,5;0;10,9;7,62
03/02/2017;13:00;87;"Buena / ";81;215;43;949,1;0;12,7;8,98
03/02/2017;12:00;87;"Buena / ";81;226;54;948,9;0;11,8;6,64
03/02/2017;11:00;82;"Buena / ";81;227;61;948,5;0;11,4;7,27
03/02/2017;10:00;80;"Buena / ";80;204;58;946,9;0;11,4;12,78
03/02/2017;09:00;77;"Buena / ";81;180;64;945;0;10;12,75
03/02/2017;08:00;78;"Buena / ";82;164;66;943,7;0;9,1;16,42
03/02/2017;07:00;79;"Buena / ";82;158;65;944,6;0;8,6;14,62
03/02/2017;06:00;81;"Buena / ";82;157;61;945,4;0;8,8;14,04
03/02/2017;05:00;83;"Buena / ";83;160;59;946,3;0;8,7;15,16
03/02/2017;04:00;84;"Buena / ";84;163;58;947,5;0;8,6;13,17
03/02/2017;03:00;;"Sin datos / ";85;169;59;948,6;0;8,8;13,52
03/02/2017;02:00;82;"Buena / ";85;175;61;950,1;0;8,3;10,42
03/02/2017;01:00;84;"Buena / ";85;172;61;950,8;0;8;8,38
02/02/2017;24:00;80;"Buena / ";86;189;63;951,5;0;7,8;8,43
02/02/2017;23:00;81;"Buena / ";87;201;63;952;0;8;11,22
02/02/2017;22:00;87;"Buena / ";87;182;73;952,2;0;7,7;7,83
02/02/2017;21:00;92;"Buena / ";84;248;89;952,3;0;6,4;4,89
02/02/2017;20:00;90;"Buena / ";81;268;87;951,7;1,4;6,9;11,34
02/02/2017;19:00;84;"Buena / ";78;211;60;949,6;0;9,8;13,2
02/02/2017;18:00;85;"Buena / ";76;198;62;947,7;0;10;12,87
02/02/2017;17:00;86;"Buena / ";74;197;63;946,5;0;10,2;13,38
02/02/2017;16:00;90;"Buena / ";72;197;64;945,6;0;9,9;14,16
02/02/2017;15:00;78;"Buena / ";70;183;82;945,3;1,5;8,9;12,38
02/02/2017;14:00;68;"Buena / ";69;177;71;945;0;11,6;11,23
02/02/2017;13:00;66;"Buena / ";68;158;69;944,6;0;11,8;13,15
02/02/2017;12:00;64;"Buena / ";67;163;69;944,5;0;11,6;13,26
02/02/2017;11:00;68;"Buena / ";67;;;;;;
02/02/2017;10:00;69;"Buena / ";67;163;70;944;0;11,1;16,58
02/02/2017;09:00;70;"Buena / ";66;164;71;943,9;0;10,9;16,31
02/02/2017;08:00;75;"Buena / ";65;156;70;943,4;0;10,8;17,51
02/02/2017;07:00;70;"Buena / ";64;154;73;943,8;0;10,6;17,93
02/02/2017;06:00;63;"Buena / ";63;155;84;945,2;0,4;9,9;16,81
02/02/2017;05:00;57;"Muy buena / ";63;158;85;945,6;0,6;9,9;17,34
02/02/2017;04:00;64;"Buena / ";64;161;67;946,4;0,2;11,8;16,56
02/02/2017;03:00;;"Sin datos / ";64;164;64;946,9;0;12,3;18,35
02/02/2017;02:00;63;"Buena / ";65;162;67;947,9;0;12;14,89
02/02/2017;01:00;65;"Buena / ";63;161;67;948,8;0;12;14,57
01/02/2017;24:00;66;"Buena / ";63;159;65;949,3;0;12,4;13,67
01/02/2017;23:00;63;"Buena / ";63;160;64;950,4;0;12,8;9,88
01/02/2017;22:00;60;"Muy buena / ";64;161;65;951,2;0;12,8;8,5
