Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
14/10/2017;24:00;94;"Buena / ";91;164;57;962,7;0;21,7;10,14
14/10/2017;23:00;91;"Buena / ";91;165;57;962,8;0;22;10,62
14/10/2017;22:00;90;"Buena / ";92;159;58;962,6;0;22;11,84
14/10/2017;21:00;89;"Buena / ";91;157;56;962,5;0;22,2;11,85
14/10/2017;20:00;88;"Buena / ";91;155;54;962,7;0;22,7;8,96
14/10/2017;19:00;91;"Buena / ";90;152;51;962,9;0;23,4;6,01
14/10/2017;18:00;93;"Buena / ";88;160;49;962,4;0;24;7,51
14/10/2017;17:00;94;"Buena / ";87;159;47;962,2;0;24,6;6,1
14/10/2017;16:00;95;"Buena / ";85;149;46;962,3;0;24,6;5,36
14/10/2017;15:00;93;"Buena / ";83;151;47;962,5;0;24,2;4,99
14/10/2017;14:00;88;"Buena / ";81;163;48;962,7;0;24;6,39
14/10/2017;13:00;89;"Buena / ";79;161;47;963,2;0;23,5;6,56
14/10/2017;12:00;77;"Buena / ";77;161;45;963,9;0;23,1;5,22
14/10/2017;11:00;78;"Buena / ";77;157;46;964,2;0;22,6;4,99
14/10/2017;10:00;78;"Buena / ";76;160;50;964,4;0;21,5;5,23
14/10/2017;09:00;81;"Buena / ";76;155;53;964,3;0;20,5;3,04
14/10/2017;08:00;76;"Buena / ";75;149;61;964;0;19,1;4,36
14/10/2017;07:00;77;"Buena / ";75;141;75;963,9;0;16,5;2,65
14/10/2017;06:00;72;"Buena / ";75;90;93;964;0;13,9;1,29
14/10/2017;05:00;75;"Buena / ";75;47;96;964,1;0;13,8;1,94
14/10/2017;04:00;76;"Buena / ";76;357;96;964,3;0;13,9;1,67
14/10/2017;03:00;;"Sin datos / ";77;332;96;964,6;0;14;1,95
14/10/2017;02:00;74;"Buena / ";78;324;96;965;0;14,1;2,25
14/10/2017;01:00;74;"Buena / ";81;315;96;965,2;0;14,3;2,64
13/10/2017;24:00;77;"Buena / ";83;289;96;965,4;0;14,5;3,14
13/10/2017;23:00;74;"Buena / ";82;275;95;965,6;0;14,7;4,46
13/10/2017;22:00;77;"Buena / ";84;274;95;965,6;0;14,8;5,37
13/10/2017;21:00;79;"Buena / ";83;279;94;965,4;0;14,9;5,85
13/10/2017;20:00;83;"Buena / ";82;284;94;965,3;0;15;5,63
13/10/2017;19:00;89;"Buena / ";83;296;88;965,1;0;15,6;3,77
13/10/2017;18:00;91;"Buena / ";83;40;57;964,7;0;19,5;1,71
13/10/2017;17:00;90;"Buena / ";85;18;63;964,2;0;19,1;1,53
13/10/2017;16:00;76;"Buena / ";87;70;57;964;0;21,9;0,95
13/10/2017;15:00;84;"Buena / ";92;46;56;963,9;0;22,8;0,41
13/10/2017;14:00;72;"Buena / ";95;53;57;964;0;23,5;0,22
13/10/2017;13:00;74;"Buena / ";101;155;54;964,3;0;24,1;0,72
13/10/2017;12:00;85;"Buena / ";106;153;49;964,7;0;23,5;1,65
13/10/2017;11:00;95;"Buena / ";110;155;44;965;0;23,1;3,03
13/10/2017;10:00;101;"Buena / ";112;165;41;965,1;0;22,9;3,13
13/10/2017;09:00;110;"Buena / ";113;150;36;964,9;0;23,1;2,16
13/10/2017;08:00;113;"Buena / ";112;152;35;964,5;0;22,9;2,61
13/10/2017;07:00;113;"Buena / ";111;152;35;964,2;0;22,6;1,91
13/10/2017;06:00;113;"Buena / ";109;155;36;964,1;0;22,6;2,85
13/10/2017;05:00;117;"Buena / ";106;158;37;963,8;0;22,8;7,31
13/10/2017;04:00;117;"Buena / ";102;155;37;963,8;0;22,7;6,98
13/10/2017;03:00;;"Sin datos / ";98;155;38;964;0;22,5;8,13
13/10/2017;02:00;109;"Buena / ";97;155;40;964,2;0;22,4;7,83
13/10/2017;01:00;105;"Buena / ";94;158;40;964,4;0;22,6;6,38
12/10/2017;24:00;102;"Buena / ";92;160;40;964,5;0;22,7;6,36
12/10/2017;23:00;98;"Buena / ";90;159;39;964,7;0;23;6,19
12/10/2017;22:00;93;"Buena / ";88;162;40;965;0;22,8;5,22
12/10/2017;21:00;92;"Buena / ";84;168;44;965;0;22,4;3,14
12/10/2017;20:00;89;"Buena / ";79;153;46;964,7;0;22,6;4,17
12/10/2017;19:00;91;"Buena / ";74;111;59;964,8;0;20,9;3,2
12/10/2017;18:00;85;"Buena / ";67;90;67;964,7;0;20,1;4,06
12/10/2017;17:00;84;"Buena / ";62;80;74;964,5;0;19,3;5,53
12/10/2017;16:00;85;"Buena / ";60;92;67;964,4;0;20,6;3,44
12/10/2017;15:00;81;"Buena / ";58;128;66;964,5;0;20,6;2,21
12/10/2017;14:00;64;"Buena / ";55;147;62;964,8;0;20,7;1,93
12/10/2017;13:00;53;"Muy buena / ";55;154;60;965;0;20,4;3,72
12/10/2017;12:00;47;"Muy buena / ";58;136;71;965,6;0;18,2;1,96
12/10/2017;11:00;40;"Muy buena / ";61;152;67;965,7;0;17,1;1,8
12/10/2017;10:00;40;"Muy buena / ";64;158;73;965,7;0;17,1;0,69
12/10/2017;09:00;71;"Buena / ";69;46;79;965,5;0;15,1;0,63
12/10/2017;08:00;66;"Buena / ";69;89;89;965,2;0;13,4;5,34
12/10/2017;07:00;61;"Buena / ";70;98;94;965;0;13,3;6,04
12/10/2017;06:00;65;"Buena / ";71;88;94;965,1;0;13,4;4,14
12/10/2017;05:00;71;"Buena / ";72;71;92;964,9;0;13,5;3,42
12/10/2017;04:00;75;"Buena / ";72;36;91;964,9;0;13,6;3,06
12/10/2017;03:00;;"Sin datos / ";72;19;90;964,9;0;13,6;2,44
12/10/2017;02:00;73;"Buena / ";72;67;90;964,9;0;13,3;0,86
12/10/2017;01:00;73;"Buena / ";73;207;93;965,1;0;13;0,14
11/10/2017;24:00;70;"Buena / ";73;278;95;965,2;0;13,7;2,22
11/10/2017;23:00;71;"Buena / ";75;266;95;965,1;0;13,7;2,47
11/10/2017;22:00;68;"Buena / ";76;270;95;965,2;0;13,9;4,36
11/10/2017;21:00;72;"Buena / ";76;275;96;965;0;14;5,39
11/10/2017;20:00;75;"Buena / ";78;276;95;964,6;0;14,5;6,54
11/10/2017;19:00;76;"Buena / ";79;276;95;963,9;0;14,7;7,08
11/10/2017;18:00;76;"Buena / ";80;277;94;963,1;0;14,6;6,23
11/10/2017;17:00;79;"Buena / ";81;281;93;962,7;0;14,6;5,82
11/10/2017;16:00;84;"Buena / ";81;286;93;962,2;0;14,9;6,61
11/10/2017;15:00;80;"Buena / ";81;295;90;961,8;0;15,5;6,99
11/10/2017;14:00;68;"Buena / ";81;298;70;961,5;0;16,7;7,34
11/10/2017;13:00;85;"Buena / ";83;282;56;961,2;0;19,1;5,39
11/10/2017;12:00;84;"Buena / ";82;194;40;961;0;22,4;5,78
11/10/2017;11:00;81;"Buena / ";82;180;40;960,7;0;21,6;7,24
11/10/2017;10:00;85;"Buena / ";82;172;39;960,4;0;21,1;8,12
11/10/2017;09:00;82;"Buena / ";81;174;37;960,2;0;20,6;8,25
11/10/2017;08:00;82;"Buena / ";80;174;37;959,9;0;20,3;8,41
11/10/2017;07:00;82;"Buena / ";78;172;35;959,4;0;20,4;9,02
11/10/2017;06:00;82;"Buena / ";76;169;35;959,2;0;20,6;9,17
11/10/2017;05:00;81;"Buena / ";73;168;34;959,3;0;20,6;8,52
11/10/2017;04:00;80;"Buena / ";71;166;32;959,5;0;20,9;8,04
11/10/2017;03:00;;"Sin datos / ";70;164;34;959,4;0;20,8;8,99
11/10/2017;02:00;78;"Buena / ";70;164;36;959,9;0;20,8;8,24
11/10/2017;01:00;78;"Buena / ";69;169;33;960,2;0;21,3;4,67
10/10/2017;24:00;68;"Buena / ";68;153;37;960,3;0;19,8;2,03
10/10/2017;23:00;63;"Buena / ";69;88;56;960,7;0;17,9;0,76
10/10/2017;22:00;65;"Buena / ";71;249;72;960,9;0;17,1;0,78
10/10/2017;21:00;66;"Buena / ";71;257;75;960,9;0;17,1;1,43
10/10/2017;20:00;69;"Buena / ";71;102;68;960,7;0;18,3;2,11
10/10/2017;19:00;71;"Buena / ";69;86;78;960,5;0;16,9;6,22
10/10/2017;18:00;70;"Buena / ";67;79;79;960,5;0;16,5;7,39
10/10/2017;17:00;74;"Buena / ";63;76;80;960,5;0;16,5;7,32
10/10/2017;16:00;76;"Buena / ";60;78;79;960,4;0;16,5;5,92
10/10/2017;15:00;73;"Buena / ";56;92;79;960,6;0;16,8;3,46
10/10/2017;14:00;68;"Buena / ";54;101;78;960,9;0;16,5;1,57
10/10/2017;13:00;63;"Buena / ";52;101;78;961,5;0;16,4;1,15
10/10/2017;12:00;59;"Muy buena / ";51;98;78;962;0;16,3;0,24
10/10/2017;11:00;51;"Muy buena / ";51;27;81;962,2;0;15,3;0,34
10/10/2017;10:00;43;"Muy buena / ";51;79;82;962,2;0;14,5;0,57
10/10/2017;09:00;45;"Muy buena / ";53;76;81;962,1;0;14;0,98
10/10/2017;08:00;49;"Muy buena / ";54;95;85;961,8;0;13;1,85
10/10/2017;07:00;52;"Muy buena / ";56;88;93;961,3;0;11,9;2,91
10/10/2017;06:00;54;"Muy buena / ";56;58;93;961;0;11,9;2,05
10/10/2017;05:00;57;"Muy buena / ";57;36;92;960,8;0;12,2;1,57
10/10/2017;04:00;58;"Muy buena / ";57;66;83;960,7;0;13,2;1,34
10/10/2017;03:00;;"Sin datos / ";58;55;81;960,9;0;13,4;1,3
10/10/2017;02:00;53;"Muy buena / ";60;45;88;961,2;0;13,2;1,8
10/10/2017;01:00;58;"Muy buena / ";63;20;87;961,5;0;13,5;1,89
09/10/2017;24:00;57;"Muy buena / ";66;13;91;961,6;0;13,3;1,25
09/10/2017;23:00;55;"Muy buena / ";69;320;92;961,8;0;13,5;1,41
09/10/2017;22:00;60;"Muy buena / ";72;354;91;961,9;0;13,3;1,71
09/10/2017;21:00;61;"Buena / ";73;35;88;961,9;0;13,5;2,52
09/10/2017;20:00;65;"Buena / ";74;78;86;962;0;13,6;3,29
09/10/2017;19:00;69;"Buena / ";75;84;83;962;0;14;4,69
09/10/2017;18:00;76;"Buena / ";75;76;81;962;0;14,5;4,82
09/10/2017;17:00;86;"Buena / ";73;73;78;961,8;0;15;4,53
09/10/2017;16:00;81;"Buena / ";69;68;75;961,7;0;15,3;2,49
09/10/2017;15:00;75;"Buena / ";67;43;75;962;0;15,7;0,95
09/10/2017;14:00;71;"Buena / ";67;55;73;962,1;0;15,7;0,4
09/10/2017;13:00;72;"Buena / ";67;108;75;962,4;0;15;1,95
09/10/2017;12:00;70;"Buena / ";66;97;75;963;0;14,4;2,78
09/10/2017;11:00;68;"Buena / ";66;88;74;963,3;0;14,1;2,2
09/10/2017;10:00;57;"Muy buena / ";65;94;79;963,2;0;13,4;2,31
09/10/2017;09:00;58;"Muy buena / ";68;84;82;963,1;0;12,9;2,93
09/10/2017;08:00;66;"Buena / ";71;74;82;962,8;0;12,5;3,17
09/10/2017;07:00;75;"Buena / ";74;83;84;962,4;0;11,8;5,11
09/10/2017;06:00;69;"Buena / ";75;98;85;962,2;0;11,6;4,34
09/10/2017;05:00;68;"Buena / ";77;104;86;962,3;0;11,6;2,66
09/10/2017;04:00;65;"Buena / ";81;92;86;962,4;0;11,7;3,1
09/10/2017;03:00;;"Sin datos / ";86;67;86;962,6;0;11,8;3,25
09/10/2017;02:00;74;"Buena / ";88;55;88;962,9;0;11,8;3,31
09/10/2017;01:00;82;"Buena / ";91;53;89;963,1;0;11,7;3,2
08/10/2017;24:00;83;"Buena / ";92;48;90;963,4;0;11,7;3,35
08/10/2017;23:00;83;"Buena / ";92;61;92;963,5;0;11,8;3,36
08/10/2017;22:00;87;"Buena / ";92;75;90;963,5;0;12,1;3,71
08/10/2017;21:00;91;"Buena / ";92;67;86;963,4;0;12,3;4,88
08/10/2017;20:00;99;"Buena / ";90;71;80;963,4;0;12,4;4,36
08/10/2017;19:00;101;"Buena / ";87;48;73;963,2;0;12,8;3,48
08/10/2017;18:00;98;"Buena / ";82;46;67;962,9;0;13,7;2,2
08/10/2017;17:00;93;"Buena / ";78;78;62;962,6;0;15,3;0,9
08/10/2017;16:00;86;"Buena / ";74;338;66;962,4;0;14,9;0,54
08/10/2017;15:00;84;"Buena / ";72;351;67;962,6;0;14;1,42
08/10/2017;14:00;83;"Buena / ";72;345;67;962,7;0;14,1;1,08
08/10/2017;13:00;77;"Buena / ";72;358;65;963;0;15;0,13
08/10/2017;12:00;72;"Buena / ";73;41;66;963,4;0;14,5;0,4
08/10/2017;11:00;64;"Buena / ";75;95;71;963,6;0;14,3;0,15
08/10/2017;10:00;61;"Buena / ";77;96;69;963,5;0;14;0,57
08/10/2017;09:00;64;"Buena / ";80;85;64;963,2;0;13;1,8
08/10/2017;08:00;70;"Buena / ";83;77;59;962,9;0;12,9;2,47
08/10/2017;07:00;82;"Buena / ";86;88;56;962,4;0;12,4;3,65
08/10/2017;06:00;86;"Buena / ";87;92;57;962,4;0;12,3;4,12
08/10/2017;05:00;86;"Buena / ";87;90;55;962,4;0;12,3;3,87
08/10/2017;04:00;87;"Buena / ";88;83;58;962,4;0;12,2;3,79
08/10/2017;03:00;;"Sin datos / ";87;80;58;962,5;0;12,3;3,16
08/10/2017;02:00;86;"Buena / ";88;72;61;962,7;0;12,4;3
08/10/2017;01:00;86;"Buena / ";89;71;58;962,9;0;12,6;3,62
07/10/2017;24:00;90;"Buena / ";89;73;59;963;0;12,6;3,99
07/10/2017;23:00;89;"Buena / ";89;81;57;963,2;0;12,7;4,4
07/10/2017;22:00;88;"Buena / ";88;78;63;963,2;0;12,7;4,61
07/10/2017;21:00;87;"Buena / ";87;81;72;963,1;0;12,2;5,81
07/10/2017;20:00;86;"Buena / ";85;77;77;963,1;0;12,2;6,36
07/10/2017;19:00;91;"Buena / ";82;60;72;963,2;0;12,5;5,6
07/10/2017;18:00;91;"Buena / ";79;74;73;962,8;0;12,2;6,3
07/10/2017;17:00;89;"Buena / ";75;51;70;963;0;12,6;3,89
07/10/2017;16:00;89;"Buena / ";71;20;70;963,2;0;12,8;2,35
07/10/2017;15:00;82;"Buena / ";69;11;69;963,5;0;13,2;1,84
07/10/2017;14:00;77;"Buena / ";69;95;71;963,8;0;13,2;1,66
07/10/2017;13:00;72;"Buena / ";69;103;70;964,3;0;13,1;1,5
07/10/2017;12:00;68;"Buena / ";69;24;69;965,1;0;12,6;0,54
07/10/2017;11:00;62;"Buena / ";70;66;71;965,2;0;12,7;0,41
07/10/2017;10:00;58;"Muy buena / ";71;111;76;965,3;0;12,2;0,5
07/10/2017;09:00;62;"Buena / ";73;72;74;965,3;0;11,6;1,01
07/10/2017;08:00;72;"Buena / ";75;51;68;965,2;0;11,2;2
07/10/2017;07:00;78;"Buena / ";76;64;66;965,2;0;10,9;3,55
07/10/2017;06:00;76;"Buena / ";77;52;68;965,3;0;10,9;2,74
07/10/2017;05:00;75;"Buena / ";79;77;69;965,3;0;10,9;2,51
07/10/2017;04:00;75;"Buena / ";80;86;70;965,3;0;11;2,89
07/10/2017;03:00;;"Sin datos / ";81;108;74;965,4;0;10,8;3,41
07/10/2017;02:00;71;"Buena / ";81;84;77;965,8;0;10,9;2,69
07/10/2017;01:00;77;"Buena / ";82;356;83;966,1;0;11,1;2,46
06/10/2017;24:00;82;"Buena / ";83;291;81;966,2;0;11,3;3,56
06/10/2017;23:00;85;"Buena / ";81;282;81;966,4;0;11,3;3,04
06/10/2017;22:00;86;"Buena / ";79;312;81;966,5;0;11,3;2,7
06/10/2017;21:00;84;"Buena / ";76;329;80;966,5;0;11,4;3,6
06/10/2017;20:00;83;"Buena / ";73;325;80;966,3;0;11,4;3,51
06/10/2017;19:00;81;"Buena / ";69;323;81;966,1;0;11,5;4,37
06/10/2017;18:00;80;"Buena / ";66;320;81;965,7;0;11,8;4,53
06/10/2017;17:00;80;"Buena / ";64;318;82;965,5;0;12,3;3,66
06/10/2017;16:00;72;"Buena / ";62;343;89;965,5;0;12,1;4,82
06/10/2017;15:00;66;"Buena / ";61;338;96;965,5;0;12,4;6,36
06/10/2017;14:00;64;"Buena / ";61;348;96;965,4;0;12,8;6,22
06/10/2017;13:00;58;"Muy buena / ";62;354;97;965,4;0;13;6,05
06/10/2017;12:00;53;"Muy buena / ";65;303;97;965,6;0;13,6;3,54
06/10/2017;11:00;54;"Muy buena / ";68;312;97;965,6;0,1;13,4;5,43
06/10/2017;10:00;62;"Buena / ";70;278;96;965,5;0,3;13,3;7,37
06/10/2017;09:00;64;"Buena / ";72;279;96;965,4;0,1;12,8;6,86
06/10/2017;08:00;65;"Buena / ";74;282;95;965;0,1;12,3;5,29
06/10/2017;07:00;68;"Buena / ";77;282;92;964,8;0;12,4;5,4
06/10/2017;06:00;74;"Buena / ";79;281;90;964,5;0;12,4;5,76
06/10/2017;05:00;78;"Buena / ";80;300;91;964,7;0;12,3;4,62
06/10/2017;04:00;76;"Buena / ";81;317;91;964,7;0;12,3;4,61
06/10/2017;03:00;;"Sin datos / ";82;318;92;965;0;12,3;4,39
06/10/2017;02:00;80;"Buena / ";81;318;95;965,1;0;12,4;4,34
06/10/2017;01:00;80;"Buena / ";80;314;96;965,4;0;12,5;4,19
05/10/2017;24:00;81;"Buena / ";79;322;97;965,7;0;12,7;3,84
05/10/2017;23:00;82;"Buena / ";78;324;97;965,9;0;13,1;3,99
05/10/2017;22:00;85;"Buena / ";75;321;97;966;0;13,7;3,76
05/10/2017;21:00;85;"Buena / ";72;313;97;965,7;0;14;4,07
05/10/2017;20:00;80;"Buena / ";68;311;97;965,4;0;13,9;4,47
05/10/2017;19:00;75;"Buena / ";62;318;97;965,1;0;14,2;3,91
05/10/2017;18:00;74;"Buena / ";56;327;97;964,9;0;14,4;3,41
05/10/2017;17:00;72;"Buena / ";51;335;96;964,8;0;15,3;3,77
05/10/2017;16:00;71;"Buena / ";46;322;96;964,7;0;15,6;4,28
05/10/2017;15:00;61;"Buena / ";41;304;96;964,7;0;15,8;4,19
05/10/2017;14:00;56;"Muy buena / ";38;290;96;964,6;0;15,9;3,67
05/10/2017;13:00;54;"Muy buena / ";35;279;96;964,9;0;16,2;4,5
05/10/2017;12:00;35;"Muy buena / ";32;269;96;965,1;0;16;5,24
05/10/2017;11:00;25;"Muy buena / ";32;263;96;965;0,1;15,7;4,85
05/10/2017;10:00;34;"Muy buena / ";33;255;96;964,8;0,1;15,8;4,75
05/10/2017;09:00;34;"Muy buena / ";35;257;96;964,4;0,1;15,8;5,16
05/10/2017;08:00;29;"Muy buena / ";35;262;96;963,8;0;15,8;5,35
05/10/2017;07:00;35;"Muy buena / ";35;263;96;963,5;0;15,8;5,09
05/10/2017;06:00;31;"Muy buena / ";34;265;95;963,2;0;16;5,93
05/10/2017;05:00;30;"Muy buena / ";35;267;95;962,8;0;16;6,04
05/10/2017;04:00;40;"Muy buena / ";38;274;95;962,6;0;16;5,82
05/10/2017;03:00;;"Sin datos / ";39;279;95;962,6;0;15,9;4,74
05/10/2017;02:00;44;"Muy buena / ";40;281;86;962,9;0;17,5;3,36
05/10/2017;01:00;36;"Muy buena / ";40;226;66;963,2;0;21,1;1,53
04/10/2017;24:00;29;"Muy buena / ";42;127;74;963,4;0;20,1;1,25
04/10/2017;23:00;27;"Muy buena / ";44;127;72;963,6;0;20,5;1,14
04/10/2017;22:00;42;"Muy buena / ";46;93;70;963,7;0;20,9;3,6
04/10/2017;21:00;45;"Muy buena / ";45;96;73;963,6;0;20,9;6,06
04/10/2017;20:00;48;"Muy buena / ";44;91;74;963,5;0;20,4;5,25
04/10/2017;19:00;49;"Muy buena / ";42;82;79;963,2;0;19,4;6,47
04/10/2017;18:00;46;"Muy buena / ";38;86;86;963;0;18,9;6,7
04/10/2017;17:00;49;"Muy buena / ";35;74;86;962,9;0;18,9;7,68
04/10/2017;16:00;47;"Muy buena / ";33;74;84;963;0;18,7;8,45
04/10/2017;15:00;40;"Muy buena / ";31;75;89;963,2;0;17,8;5,93
04/10/2017;14:00;37;"Muy buena / ";29;73;91;963,5;0;17,6;4
04/10/2017;13:00;34;"Muy buena / ";28;70;89;963,9;0;17,8;3,37
04/10/2017;12:00;30;"Muy buena / ";28;83;85;964,2;0;18,2;3,41
04/10/2017;11:00;23;"Muy buena / ";29;118;75;964,4;0;19,6;1,64
04/10/2017;10:00;22;"Muy buena / ";29;108;79;964,8;0;18,3;1,56
04/10/2017;09:00;27;"Muy buena / ";32;66;79;964,5;0;18;0,36
04/10/2017;08:00;32;"Muy buena / ";34;314;88;964;0;16;1,4
04/10/2017;07:00;30;"Muy buena / ";35;214;88;963,4;0;15,7;2,27
04/10/2017;06:00;23;"Muy buena / ";35;199;95;963,4;0;14,7;2,03
04/10/2017;05:00;34;"Muy buena / ";36;320;94;963,3;0;15;1,1
04/10/2017;04:00;38;"Muy buena / ";36;69;85;963,3;0;16,4;2,21
04/10/2017;03:00;;"Sin datos / ";35;109;86;963,1;0;16,6;6,18
04/10/2017;02:00;39;"Muy buena / ";35;99;94;964;0;15,6;6,83
04/10/2017;01:00;40;"Muy buena / ";34;73;93;964,7;0;15,2;6,81
03/10/2017;24:00;38;"Muy buena / ";33;360;95;965,4;0;15,4;5,57
03/10/2017;23:00;33;"Muy buena / ";32;343;95;965,3;0;15,5;5,92
03/10/2017;22:00;31;"Muy buena / ";32;356;92;964,8;0;15,7;3,53
03/10/2017;21:00;33;"Muy buena / ";33;80;92;964,2;0;15,7;4,67
03/10/2017;20:00;32;"Muy buena / ";33;61;88;964,4;0;16,2;4,84
03/10/2017;19:00;32;"Muy buena / ";32;12;87;964,5;0;16,4;3,77
03/10/2017;18:00;31;"Muy buena / ";31;5;90;964,2;0;16,5;3,83
03/10/2017;17:00;31;"Muy buena / ";29;16;95;963,8;0;15,9;3,89
03/10/2017;16:00;32;"Muy buena / ";27;356;96;963,8;0;16,1;3,14
03/10/2017;15:00;36;"Muy buena / ";26;322;96;963,8;0;16,2;3,17
03/10/2017;14:00;38;"Muy buena / ";25;314;96;964;0;16,3;3,93
03/10/2017;13:00;34;"Muy buena / ";24;313;96;964,2;0,1;16,4;3,73
03/10/2017;12:00;24;"Muy buena / ";24;303;96;964,6;0,1;16,3;2,96
03/10/2017;11:00;18;"Muy buena / ";24;281;96;964,8;0,1;16,2;2,53
03/10/2017;10:00;19;"Muy buena / ";25;264;95;964,6;0,1;16,1;2,15
03/10/2017;09:00;13;"Muy buena / ";27;259;95;964,4;0,1;15,9;2,16
03/10/2017;08:00;27;"Muy buena / ";31;302;95;964;0,1;16,1;3,75
03/10/2017;07:00;30;"Muy buena / ";33;318;95;963,7;0;16;3,43
03/10/2017;06:00;30;"Muy buena / ";35;330;91;963,2;0;16,6;1,74
03/10/2017;05:00;29;"Muy buena / ";37;247;91;963;0;16,6;1,31
03/10/2017;04:00;28;"Muy buena / ";39;231;91;963,2;0;16,7;1,21
03/10/2017;03:00;;"Sin datos / ";42;204;90;963,3;0;16,8;0,79
03/10/2017;02:00;34;"Muy buena / ";44;317;90;963,7;0;16,7;0,4
03/10/2017;01:00;38;"Muy buena / ";47;279;90;963,7;0;17,1;0,75
02/10/2017;24:00;42;"Muy buena / ";50;259;88;963,8;0;17,4;1,12
02/10/2017;23:00;41;"Muy buena / ";52;171;88;964;0;17,4;1,21
02/10/2017;22:00;44;"Muy buena / ";55;139;89;964,5;0;17,3;1,75
02/10/2017;21:00;46;"Muy buena / ";58;124;95;964,8;0;16,5;1,19
02/10/2017;20:00;50;"Muy buena / ";59;231;96;965;0;16,6;1,6
02/10/2017;19:00;56;"Muy buena / ";60;265;97;965,2;0;16,6;2,56
02/10/2017;18:00;57;"Muy buena / ";60;293;97;965,2;0,3;16,6;3,49
02/10/2017;17:00;61;"Buena / ";60;291;97;965,1;0,2;16,6;3,89
02/10/2017;16:00;63;"Buena / ";59;285;96;965,1;0,3;16,7;5,56
02/10/2017;15:00;64;"Buena / ";59;282;96;965,3;0;16,7;6,62
02/10/2017;14:00;63;"Buena / ";58;281;96;965,6;0,1;16,7;7,35
02/10/2017;13:00;58;"Muy buena / ";58;273;96;966;0,4;16,6;7,35
02/10/2017;12:00;56;"Muy buena / ";60;271;96;966,3;0,9;16,4;8,11
02/10/2017;11:00;56;"Muy buena / ";61;275;96;966,1;1;16,2;7,1
02/10/2017;10:00;56;"Muy buena / ";61;272;96;966;0,5;16,1;6,96
02/10/2017;09:00;56;"Muy buena / ";64;271;97;965,5;0,4;15,9;7,33
02/10/2017;08:00;59;"Muy buena / ";65;271;97;965,2;0,5;15,7;7,02
02/10/2017;07:00;61;"Buena / ";65;274;97;964,9;0,4;15,6;7,45
02/10/2017;06:00;65;"Buena / ";64;272;97;964,7;0,4;15,4;7,24
02/10/2017;05:00;68;"Buena / ";63;274;97;964,7;0,5;15,3;7,72
02/10/2017;04:00;63;"Buena / ";61;272;97;964,5;0,4;15,2;7,65
02/10/2017;03:00;;"Sin datos / ";61;260;97;964,5;0,4;15,1;5,6
02/10/2017;02:00;73;"Buena / ";60;276;97;964,7;0,3;14,9;6,67
02/10/2017;01:00;65;"Buena / ";57;271;97;964,8;0,2;15,2;7,59
01/10/2017;24:00;59;"Muy buena / ";55;275;97;964,8;0;15,2;7,17
01/10/2017;23:00;57;"Muy buena / ";54;270;97;964,8;0;15,3;7,41
01/10/2017;22:00;56;"Muy buena / ";53;267;96;965;0;15,3;8,06
01/10/2017;21:00;56;"Muy buena / ";51;267;96;965;0,1;15,4;7,11
01/10/2017;20:00;58;"Muy buena / ";50;273;96;964,7;0;15,6;8,62
01/10/2017;19:00;54;"Muy buena / ";49;277;96;964,5;0;15,7;8,97
01/10/2017;18:00;54;"Muy buena / ";48;285;96;964,2;0,1;15,9;8,99
01/10/2017;17:00;48;"Muy buena / ";49;280;96;963,8;0;16;9,61
01/10/2017;16:00;47;"Muy buena / ";50;281;96;963,6;0,2;16,1;9,57
01/10/2017;15:00;47;"Muy buena / ";52;281;96;963,5;0,5;15,9;9,84
01/10/2017;14:00;46;"Muy buena / ";54;276;96;963,5;0,5;15,8;10,59
01/10/2017;13:00;46;"Muy buena / ";57;274;96;963,6;1;15,3;9,8
01/10/2017;12:00;47;"Muy buena / ";61;267;95;963,4;0,5;14,9;10,72
01/10/2017;11:00;52;"Muy buena / ";65;253;95;963,2;0,1;14,5;10,59
01/10/2017;10:00;58;"Muy buena / ";66;246;95;963,3;0,2;14,2;8,86
01/10/2017;09:00;59;"Muy buena / ";70;243;95;963,2;0,1;13,9;7,47
01/10/2017;08:00;63;"Buena / ";72;243;93;963;0,2;13,4;6,38
01/10/2017;07:00;64;"Buena / ";74;227;88;962,8;0;13,2;6,49
01/10/2017;06:00;68;"Buena / ";74;256;81;962,5;0;13,8;6,55
01/10/2017;05:00;73;"Buena / ";75;262;76;962,4;0;14,3;6,35
01/10/2017;04:00;79;"Buena / ";74;260;77;962,3;0;14,5;6,29
01/10/2017;03:00;;"Sin datos / ";72;241;76;962,2;0;14,4;5,83
01/10/2017;02:00;81;"Buena / ";71;255;77;962,2;0;13,8;3,39
01/10/2017;01:00;79;"Buena / ";70;245;72;962,4;0;13,8;3,56
30/09/2017;24:00;76;"Buena / ";70;226;71;962,7;0;13,8;3,36
30/09/2017;23:00;65;"Buena / ";71;220;75;962,9;0;13,3;3,16
30/09/2017;22:00;70;"Buena / ";73;258;86;963,4;0;12,6;2,72
30/09/2017;21:00;69;"Buena / ";75;292;84;963,6;0;12,7;2,69
30/09/2017;20:00;65;"Buena / ";76;196;71;963,2;0;13,4;0,49
30/09/2017;19:00;66;"Buena / ";78;152;71;963;0;13,2;0,7
30/09/2017;18:00;73;"Buena / ";79;129;75;962,7;0;13,3;1,89
