Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA
01/04/2017;05:00;2;25;Muy buena / Oso ona;27;7;Muy buena / Oso ona
01/04/2017;04:00;2;17;Muy buena / Oso ona;20;6;Muy buena / Oso ona
01/04/2017;03:00;1;11;Muy buena / Oso ona;13;5;Muy buena / Oso ona
01/04/2017;02:00;1;13;Muy buena / Oso ona;15;5;Muy buena / Oso ona
01/04/2017;01:00;1;11;Muy buena / Oso ona;12;6;Muy buena / Oso ona
31/03/2017;24:00;2;11;Muy buena / Oso ona;14;8;Muy buena / Oso ona
31/03/2017;23:00;0;7;Muy buena / Oso ona;7;7;Muy buena / Oso ona
31/03/2017;22:00;1;8;Muy buena / Oso ona;9;4;Muy buena / Oso ona
31/03/2017;21:00;1;20;Muy buena / Oso ona;21;16;Muy buena / Oso ona
31/03/2017;20:00;0;11;Muy buena / Oso ona;11;16;Muy buena / Oso ona
31/03/2017;19:00;1;14;Muy buena / Oso ona;16;18;Muy buena / Oso ona
31/03/2017;18:00;1;13;Muy buena / Oso ona;15;25;Muy buena / Oso ona
31/03/2017;17:00;2;17;Muy buena / Oso ona;20;19;Muy buena / Oso ona
31/03/2017;16:00;3;22;Muy buena / Oso ona;26;7;Muy buena / Oso ona
31/03/2017;15:00;7;27;Muy buena / Oso ona;38;5;Muy buena / Oso ona
31/03/2017;14:00;7;26;Muy buena / Oso ona;36;4;Muy buena / Oso ona
31/03/2017;13:00;6;32;Muy buena / Oso ona;41;17;Muy buena / Oso ona
31/03/2017;12:00;3;21;Muy buena / Oso ona;26;17;Muy buena / Oso ona
31/03/2017;11:00;6;29;Muy buena / Oso ona;38;26;Muy buena / Oso ona
31/03/2017;10:00;12;45;Muy buena / Oso ona;63;28;Muy buena / Oso ona
31/03/2017;09:00;20;60;Muy buena / Oso ona;91;27;Muy buena / Oso ona
31/03/2017;08:00;45;77;Muy buena / Oso ona;145;29;Muy buena / Oso ona
31/03/2017;07:00;35;88;Muy buena / Oso ona;142;28;Muy buena / Oso ona
31/03/2017;06:00;6;50;Muy buena / Oso ona;59;19;Muy buena / Oso ona
31/03/2017;05:00;1;21;Muy buena / Oso ona;22;18;Muy buena / Oso ona
31/03/2017;04:00;1;24;Muy buena / Oso ona;26;16;Muy buena / Oso ona
31/03/2017;03:00;0;21;Muy buena / Oso ona;22;14;Muy buena / Oso ona
31/03/2017;02:00;0;9;Muy buena / Oso ona;9;13;Muy buena / Oso ona
31/03/2017;01:00;0;7;Muy buena / Oso ona;7;12;Muy buena / Oso ona
30/03/2017;24:00;0;10;Muy buena / Oso ona;10;11;Muy buena / Oso ona
30/03/2017;23:00;0;9;Muy buena / Oso ona;9;12;Muy buena / Oso ona
30/03/2017;22:00;0;12;Muy buena / Oso ona;12;11;Muy buena / Oso ona
30/03/2017;21:00;17;56;Muy buena / Oso ona;82;17;Muy buena / Oso ona
30/03/2017;20:00;8;59;Muy buena / Oso ona;70;19;Muy buena / Oso ona
30/03/2017;19:00;8;63;Muy buena / Oso ona;75;16;Muy buena / Oso ona
30/03/2017;18:00;6;62;Muy buena / Oso ona;71;17;Muy buena / Oso ona
30/03/2017;17:00;5;54;Muy buena / Oso ona;61;19;Muy buena / Oso ona
30/03/2017;16:00;4;39;Muy buena / Oso ona;45;18;Muy buena / Oso ona
30/03/2017;15:00;5;36;Muy buena / Oso ona;44;15;Muy buena / Oso ona
30/03/2017;14:00;4;27;Muy buena / Oso ona;33;11;Muy buena / Oso ona
30/03/2017;13:00;3;21;Muy buena / Oso ona;26;15;Muy buena / Oso ona
30/03/2017;12:00;5;20;Muy buena / Oso ona;27;13;Muy buena / Oso ona
30/03/2017;11:00;7;25;Muy buena / Oso ona;36;11;Muy buena / Oso ona
30/03/2017;10:00;12;33;Muy buena / Oso ona;51;12;Muy buena / Oso ona
30/03/2017;09:00;111;67;Muy buena / Oso ona;237;41;Buena / Ona
30/03/2017;08:00;112;60;Muy buena / Oso ona;231;35;Muy buena / Oso ona
30/03/2017;07:00;93;51;Muy buena / Oso ona;193;31;Muy buena / Oso ona
30/03/2017;06:00;85;47;Muy buena / Oso ona;177;24;Muy buena / Oso ona
30/03/2017;05:00;44;41;Muy buena / Oso ona;109;19;Muy buena / Oso ona
30/03/2017;04:00;16;33;Muy buena / Oso ona;57;15;Muy buena / Oso ona
30/03/2017;03:00;6;25;Muy buena / Oso ona;35;13;Muy buena / Oso ona
30/03/2017;02:00;4;24;Muy buena / Oso ona;30;14;Muy buena / Oso ona
30/03/2017;01:00;4;27;Muy buena / Oso ona;33;16;Muy buena / Oso ona
29/03/2017;24:00;4;28;Muy buena / Oso ona;33;17;Muy buena / Oso ona
29/03/2017;23:00;5;31;Muy buena / Oso ona;39;20;Muy buena / Oso ona
29/03/2017;22:00;2;27;Muy buena / Oso ona;31;19;Muy buena / Oso ona
29/03/2017;21:00;4;42;Muy buena / Oso ona;48;26;Muy buena / Oso ona
29/03/2017;20:00;10;62;Muy buena / Oso ona;77;33;Muy buena / Oso ona
29/03/2017;19:00;8;70;Muy buena / Oso ona;82;30;Muy buena / Oso ona
29/03/2017;18:00;5;39;Muy buena / Oso ona;46;27;Muy buena / Oso ona
29/03/2017;17:00;4;30;Muy buena / Oso ona;36;29;Muy buena / Oso ona
29/03/2017;16:00;5;29;Muy buena / Oso ona;35;29;Muy buena / Oso ona
29/03/2017;15:00;3;18;Muy buena / Oso ona;22;19;Muy buena / Oso ona
29/03/2017;14:00;1;11;Muy buena / Oso ona;13;11;Muy buena / Oso ona
29/03/2017;13:00;3;12;Muy buena / Oso ona;16;21;Muy buena / Oso ona
29/03/2017;12:00;3;13;Muy buena / Oso ona;18;22;Muy buena / Oso ona
29/03/2017;11:00;10;26;Muy buena / Oso ona;41;56;Buena / Ona
29/03/2017;10:00;24;39;Muy buena / Oso ona;75;28;Muy buena / Oso ona
29/03/2017;09:00;59;51;Muy buena / Oso ona;142;43;Buena / Ona
29/03/2017;08:00;93;48;Muy buena / Oso ona;190;45;Buena / Ona
29/03/2017;07:00;104;48;Muy buena / Oso ona;208;40;Muy buena / Oso ona
29/03/2017;06:00;62;41;Muy buena / Oso ona;136;29;Muy buena / Oso ona
29/03/2017;05:00;36;37;Muy buena / Oso ona;93;22;Muy buena / Oso ona
29/03/2017;04:00;17;35;Muy buena / Oso ona;60;20;Muy buena / Oso ona
29/03/2017;03:00;7;34;Muy buena / Oso ona;45;17;Muy buena / Oso ona
29/03/2017;02:00;4;31;Muy buena / Oso ona;38;18;Muy buena / Oso ona
29/03/2017;01:00;7;25;Muy buena / Oso ona;36;17;Muy buena / Oso ona
28/03/2017;24:00;2;25;Muy buena / Oso ona;28;18;Muy buena / Oso ona
28/03/2017;23:00;2;30;Muy buena / Oso ona;33;18;Muy buena / Oso ona
28/03/2017;22:00;2;30;Muy buena / Oso ona;33;19;Muy buena / Oso ona
28/03/2017;21:00;4;42;Muy buena / Oso ona;48;21;Muy buena / Oso ona
28/03/2017;20:00;3;56;Muy buena / Oso ona;61;23;Muy buena / Oso ona
28/03/2017;19:00;1;33;Muy buena / Oso ona;34;18;Muy buena / Oso ona
28/03/2017;18:00;2;28;Muy buena / Oso ona;31;23;Muy buena / Oso ona
28/03/2017;17:00;4;30;Muy buena / Oso ona;36;24;Muy buena / Oso ona
28/03/2017;16:00;2;20;Muy buena / Oso ona;23;18;Muy buena / Oso ona
28/03/2017;15:00;2;15;Muy buena / Oso ona;18;8;Muy buena / Oso ona
28/03/2017;14:00;1;16;Muy buena / Oso ona;18;7;Muy buena / Oso ona
28/03/2017;13:00;4;19;Muy buena / Oso ona;25;10;Muy buena / Oso ona
28/03/2017;12:00;3;17;Muy buena / Oso ona;21;8;Muy buena / Oso ona
28/03/2017;11:00;6;23;Muy buena / Oso ona;33;11;Muy buena / Oso ona
28/03/2017;10:00;10;29;Muy buena / Oso ona;45;13;Muy buena / Oso ona
28/03/2017;09:00;57;56;Muy buena / Oso ona;143;27;Muy buena / Oso ona
28/03/2017;08:00;100;62;Muy buena / Oso ona;215;37;Muy buena / Oso ona
28/03/2017;07:00;151;66;Muy buena / Oso ona;297;30;Muy buena / Oso ona
28/03/2017;06:00;123;60;Muy buena / Oso ona;249;23;Muy buena / Oso ona
28/03/2017;05:00;58;49;Muy buena / Oso ona;137;15;Muy buena / Oso ona
28/03/2017;04:00;38;43;Muy buena / Oso ona;101;12;Muy buena / Oso ona
28/03/2017;03:00;8;32;Muy buena / Oso ona;43;10;Muy buena / Oso ona
28/03/2017;02:00;7;28;Muy buena / Oso ona;39;10;Muy buena / Oso ona
28/03/2017;01:00;5;24;Muy buena / Oso ona;32;11;Muy buena / Oso ona
27/03/2017;24:00;7;38;Muy buena / Oso ona;48;11;Muy buena / Oso ona
27/03/2017;23:00;6;41;Muy buena / Oso ona;49;11;Muy buena / Oso ona
27/03/2017;22:00;4;47;Muy buena / Oso ona;53;12;Muy buena / Oso ona
27/03/2017;21:00;12;62;Muy buena / Oso ona;80;15;Muy buena / Oso ona
27/03/2017;20:00;10;63;Muy buena / Oso ona;79;17;Muy buena / Oso ona
27/03/2017;19:00;9;46;Muy buena / Oso ona;59;13;Muy buena / Oso ona
27/03/2017;18:00;4;30;Muy buena / Oso ona;35;10;Muy buena / Oso ona
27/03/2017;17:00;4;36;Muy buena / Oso ona;42;15;Muy buena / Oso ona
27/03/2017;16:00;5;34;Muy buena / Oso ona;42;14;Muy buena / Oso ona
27/03/2017;15:00;4;19;Muy buena / Oso ona;24;12;Muy buena / Oso ona
27/03/2017;14:00;3;17;Muy buena / Oso ona;22;10;Muy buena / Oso ona
27/03/2017;13:00;2;12;Muy buena / Oso ona;15;10;Muy buena / Oso ona
27/03/2017;12:00;3;16;Muy buena / Oso ona;20;;Sin datos / Daturik gabe
27/03/2017;11:00;8;26;Muy buena / Oso ona;38;13;Muy buena / Oso ona
27/03/2017;10:00;6;26;Muy buena / Oso ona;35;19;Muy buena / Oso ona
27/03/2017;09:00;6;29;Muy buena / Oso ona;38;17;Muy buena / Oso ona
27/03/2017;08:00;4;30;Muy buena / Oso ona;36;25;Muy buena / Oso ona
27/03/2017;07:00;5;31;Muy buena / Oso ona;38;13;Muy buena / Oso ona
27/03/2017;06:00;2;23;Muy buena / Oso ona;26;13;Muy buena / Oso ona
27/03/2017;05:00;0;13;Muy buena / Oso ona;13;12;Muy buena / Oso ona
27/03/2017;04:00;0;8;Muy buena / Oso ona;8;9;Muy buena / Oso ona
27/03/2017;03:00;0;6;Muy buena / Oso ona;6;10;Muy buena / Oso ona
27/03/2017;02:00;0;6;Muy buena / Oso ona;6;9;Muy buena / Oso ona
27/03/2017;01:00;0;6;Muy buena / Oso ona;6;7;Muy buena / Oso ona
26/03/2017;24:00;0;11;Muy buena / Oso ona;11;9;Muy buena / Oso ona
26/03/2017;23:00;1;14;Muy buena / Oso ona;15;8;Muy buena / Oso ona
26/03/2017;22:00;4;39;Muy buena / Oso ona;45;8;Muy buena / Oso ona
26/03/2017;21:00;2;23;Muy buena / Oso ona;26;6;Muy buena / Oso ona
26/03/2017;20:00;12;61;Muy buena / Oso ona;79;16;Muy buena / Oso ona
26/03/2017;19:00;14;61;Muy buena / Oso ona;82;18;Muy buena / Oso ona
26/03/2017;18:00;1;28;Muy buena / Oso ona;30;13;Muy buena / Oso ona
26/03/2017;17:00;1;17;Muy buena / Oso ona;19;12;Muy buena / Oso ona
26/03/2017;16:00;1;11;Muy buena / Oso ona;12;9;Muy buena / Oso ona
26/03/2017;15:00;1;11;Muy buena / Oso ona;12;8;Muy buena / Oso ona
26/03/2017;14:00;0;7;Muy buena / Oso ona;7;8;Muy buena / Oso ona
26/03/2017;13:00;1;10;Muy buena / Oso ona;11;7;Muy buena / Oso ona
26/03/2017;12:00;2;15;Muy buena / Oso ona;18;6;Muy buena / Oso ona
26/03/2017;11:00;2;10;Muy buena / Oso ona;13;10;Muy buena / Oso ona
26/03/2017;10:00;3;14;Muy buena / Oso ona;18;8;Muy buena / Oso ona
26/03/2017;09:00;2;16;Muy buena / Oso ona;20;8;Muy buena / Oso ona
26/03/2017;08:00;1;9;Muy buena / Oso ona;10;6;Muy buena / Oso ona
26/03/2017;07:00;1;7;Muy buena / Oso ona;7;8;Muy buena / Oso ona
26/03/2017;06:00;0;6;Muy buena / Oso ona;6;7;Muy buena / Oso ona
26/03/2017;05:00;0;8;Muy buena / Oso ona;8;6;Muy buena / Oso ona
26/03/2017;04:00;1;14;Muy buena / Oso ona;15;8;Muy buena / Oso ona
26/03/2017;03:00;0;9;Muy buena / Oso ona;10;7;Muy buena / Oso ona
26/03/2017;02:00;0;9;Muy buena / Oso ona;9;8;Muy buena / Oso ona
26/03/2017;01:00;0;8;Muy buena / Oso ona;9;5;Muy buena / Oso ona
25/03/2017;24:00;2;25;Muy buena / Oso ona;28;6;Muy buena / Oso ona
25/03/2017;23:00;2;21;Muy buena / Oso ona;23;7;Muy buena / Oso ona
25/03/2017;22:00;1;18;Muy buena / Oso ona;21;6;Muy buena / Oso ona
25/03/2017;21:00;2;24;Muy buena / Oso ona;27;8;Muy buena / Oso ona
25/03/2017;20:00;4;33;Muy buena / Oso ona;38;5;Muy buena / Oso ona
25/03/2017;19:00;2;25;Muy buena / Oso ona;27;5;Muy buena / Oso ona
25/03/2017;18:00;5;36;Muy buena / Oso ona;44;8;Muy buena / Oso ona
25/03/2017;17:00;4;33;Muy buena / Oso ona;40;8;Muy buena / Oso ona
25/03/2017;16:00;6;37;Muy buena / Oso ona;46;11;Muy buena / Oso ona
25/03/2017;15:00;4;24;Muy buena / Oso ona;30;9;Muy buena / Oso ona
25/03/2017;14:00;6;33;Muy buena / Oso ona;41;8;Muy buena / Oso ona
25/03/2017;13:00;6;37;Muy buena / Oso ona;46;8;Muy buena / Oso ona
25/03/2017;12:00;6;34;Muy buena / Oso ona;44;8;Muy buena / Oso ona
25/03/2017;11:00;6;34;Muy buena / Oso ona;42;12;Muy buena / Oso ona
25/03/2017;10:00;7;42;Muy buena / Oso ona;52;9;Muy buena / Oso ona
25/03/2017;09:00;5;37;Muy buena / Oso ona;45;9;Muy buena / Oso ona
25/03/2017;08:00;3;30;Muy buena / Oso ona;36;5;Muy buena / Oso ona
25/03/2017;07:00;1;24;Muy buena / Oso ona;26;6;Muy buena / Oso ona
25/03/2017;06:00;1;20;Muy buena / Oso ona;22;7;Muy buena / Oso ona
25/03/2017;05:00;1;21;Muy buena / Oso ona;23;9;Muy buena / Oso ona
25/03/2017;04:00;1;21;Muy buena / Oso ona;22;7;Muy buena / Oso ona
25/03/2017;03:00;0;16;Muy buena / Oso ona;17;7;Muy buena / Oso ona
25/03/2017;02:00;1;21;Muy buena / Oso ona;23;9;Muy buena / Oso ona
25/03/2017;01:00;3;32;Muy buena / Oso ona;36;14;Muy buena / Oso ona
24/03/2017;24:00;3;40;Muy buena / Oso ona;45;14;Muy buena / Oso ona
24/03/2017;23:00;3;39;Muy buena / Oso ona;44;14;Muy buena / Oso ona
24/03/2017;22:00;8;54;Muy buena / Oso ona;66;16;Muy buena / Oso ona
24/03/2017;21:00;3;52;Muy buena / Oso ona;56;15;Muy buena / Oso ona
24/03/2017;20:00;2;49;Muy buena / Oso ona;51;16;Muy buena / Oso ona
24/03/2017;19:00;4;25;Muy buena / Oso ona;31;14;Muy buena / Oso ona
24/03/2017;18:00;3;25;Muy buena / Oso ona;30;12;Muy buena / Oso ona
24/03/2017;17:00;3;21;Muy buena / Oso ona;25;14;Muy buena / Oso ona
24/03/2017;16:00;3;19;Muy buena / Oso ona;23;14;Muy buena / Oso ona
24/03/2017;15:00;4;19;Muy buena / Oso ona;26;16;Muy buena / Oso ona
24/03/2017;14:00;9;25;Muy buena / Oso ona;39;17;Muy buena / Oso ona
24/03/2017;13:00;2;13;Muy buena / Oso ona;16;5;Muy buena / Oso ona
24/03/2017;12:00;3;15;Muy buena / Oso ona;19;7;Muy buena / Oso ona
24/03/2017;11:00;8;20;Muy buena / Oso ona;32;30;Muy buena / Oso ona
24/03/2017;10:00;12;27;Muy buena / Oso ona;45;14;Muy buena / Oso ona
24/03/2017;09:00;62;52;Muy buena / Oso ona;146;25;Muy buena / Oso ona
24/03/2017;08:00;71;53;Muy buena / Oso ona;161;29;Muy buena / Oso ona
24/03/2017;07:00;61;49;Muy buena / Oso ona;142;25;Muy buena / Oso ona
24/03/2017;06:00;27;40;Muy buena / Oso ona;80;21;Muy buena / Oso ona
24/03/2017;05:00;10;33;Muy buena / Oso ona;49;16;Muy buena / Oso ona
24/03/2017;04:00;8;29;Muy buena / Oso ona;40;14;Muy buena / Oso ona
24/03/2017;03:00;6;23;Muy buena / Oso ona;32;10;Muy buena / Oso ona
24/03/2017;02:00;2;18;Muy buena / Oso ona;22;10;Muy buena / Oso ona
24/03/2017;01:00;2;19;Muy buena / Oso ona;21;10;Muy buena / Oso ona
23/03/2017;24:00;4;27;Muy buena / Oso ona;34;11;Muy buena / Oso ona
23/03/2017;23:00;3;29;Muy buena / Oso ona;34;10;Muy buena / Oso ona
23/03/2017;22:00;6;30;Muy buena / Oso ona;40;11;Muy buena / Oso ona
23/03/2017;21:00;7;40;Muy buena / Oso ona;50;13;Muy buena / Oso ona
23/03/2017;20:00;16;59;Muy buena / Oso ona;82;16;Muy buena / Oso ona
23/03/2017;19:00;19;63;Muy buena / Oso ona;91;17;Muy buena / Oso ona
23/03/2017;18:00;3;27;Muy buena / Oso ona;32;12;Muy buena / Oso ona
23/03/2017;17:00;5;34;Muy buena / Oso ona;42;13;Muy buena / Oso ona
23/03/2017;16:00;2;20;Muy buena / Oso ona;23;8;Muy buena / Oso ona
23/03/2017;15:00;4;16;Muy buena / Oso ona;22;10;Muy buena / Oso ona
23/03/2017;14:00;8;26;Muy buena / Oso ona;38;8;Muy buena / Oso ona
23/03/2017;13:00;3;12;Muy buena / Oso ona;16;6;Muy buena / Oso ona
23/03/2017;12:00;5;15;Muy buena / Oso ona;23;8;Muy buena / Oso ona
23/03/2017;11:00;5;20;Muy buena / Oso ona;27;7;Muy buena / Oso ona
23/03/2017;10:00;7;25;Muy buena / Oso ona;35;10;Muy buena / Oso ona
23/03/2017;09:00;9;33;Muy buena / Oso ona;47;9;Muy buena / Oso ona
23/03/2017;08:00;73;64;Muy buena / Oso ona;176;18;Muy buena / Oso ona
23/03/2017;07:00;35;48;Muy buena / Oso ona;102;12;Muy buena / Oso ona
23/03/2017;06:00;19;34;Muy buena / Oso ona;64;8;Muy buena / Oso ona
23/03/2017;05:00;5;28;Muy buena / Oso ona;36;7;Muy buena / Oso ona
23/03/2017;04:00;2;20;Muy buena / Oso ona;22;4;Muy buena / Oso ona
23/03/2017;03:00;0;10;Muy buena / Oso ona;10;3;Muy buena / Oso ona
23/03/2017;02:00;0;7;Muy buena / Oso ona;7;2;Muy buena / Oso ona
23/03/2017;01:00;0;13;Muy buena / Oso ona;13;5;Muy buena / Oso ona
22/03/2017;24:00;0;17;Muy buena / Oso ona;18;6;Muy buena / Oso ona
22/03/2017;23:00;0;17;Muy buena / Oso ona;17;6;Muy buena / Oso ona
22/03/2017;22:00;1;10;Muy buena / Oso ona;12;3;Muy buena / Oso ona
22/03/2017;21:00;4;37;Muy buena / Oso ona;42;8;Muy buena / Oso ona
22/03/2017;20:00;5;40;Muy buena / Oso ona;47;7;Muy buena / Oso ona
22/03/2017;19:00;7;41;Muy buena / Oso ona;51;7;Muy buena / Oso ona
22/03/2017;18:00;4;37;Muy buena / Oso ona;42;4;Muy buena / Oso ona
22/03/2017;17:00;7;35;Muy buena / Oso ona;45;6;Muy buena / Oso ona
22/03/2017;16:00;4;30;Muy buena / Oso ona;37;8;Muy buena / Oso ona
22/03/2017;15:00;4;21;Muy buena / Oso ona;27;19;Muy buena / Oso ona
22/03/2017;14:00;7;23;Muy buena / Oso ona;34;8;Muy buena / Oso ona
22/03/2017;13:00;6;35;Muy buena / Oso ona;45;11;Muy buena / Oso ona
22/03/2017;12:00;8;30;Muy buena / Oso ona;42;11;Muy buena / Oso ona
22/03/2017;11:00;9;37;Muy buena / Oso ona;50;30;Muy buena / Oso ona
22/03/2017;10:00;10;40;Muy buena / Oso ona;56;15;Muy buena / Oso ona
22/03/2017;09:00;5;24;Muy buena / Oso ona;32;17;Muy buena / Oso ona
22/03/2017;08:00;45;54;Muy buena / Oso ona;123;16;Muy buena / Oso ona
22/03/2017;07:00;72;54;Muy buena / Oso ona;164;19;Muy buena / Oso ona
22/03/2017;06:00;41;47;Muy buena / Oso ona;110;13;Muy buena / Oso ona
22/03/2017;05:00;8;26;Muy buena / Oso ona;38;7;Muy buena / Oso ona
22/03/2017;04:00;4;18;Muy buena / Oso ona;24;5;Muy buena / Oso ona
22/03/2017;03:00;1;16;Muy buena / Oso ona;18;6;Muy buena / Oso ona
22/03/2017;02:00;2;18;Muy buena / Oso ona;21;6;Muy buena / Oso ona
22/03/2017;01:00;2;22;Muy buena / Oso ona;25;7;Muy buena / Oso ona
21/03/2017;24:00;1;18;Muy buena / Oso ona;20;7;Muy buena / Oso ona
21/03/2017;23:00;4;30;Muy buena / Oso ona;36;7;Muy buena / Oso ona
21/03/2017;22:00;5;35;Muy buena / Oso ona;42;9;Muy buena / Oso ona
21/03/2017;21:00;2;34;Muy buena / Oso ona;37;9;Muy buena / Oso ona
21/03/2017;20:00;4;27;Muy buena / Oso ona;33;5;Muy buena / Oso ona
21/03/2017;19:00;5;31;Muy buena / Oso ona;38;5;Muy buena / Oso ona
21/03/2017;18:00;5;28;Muy buena / Oso ona;35;5;Muy buena / Oso ona
21/03/2017;17:00;5;26;Muy buena / Oso ona;34;6;Muy buena / Oso ona
21/03/2017;16:00;4;21;Muy buena / Oso ona;27;10;Muy buena / Oso ona
21/03/2017;15:00;4;17;Muy buena / Oso ona;23;5;Muy buena / Oso ona
21/03/2017;14:00;4;21;Muy buena / Oso ona;27;3;Muy buena / Oso ona
21/03/2017;13:00;5;21;Muy buena / Oso ona;29;4;Muy buena / Oso ona
21/03/2017;12:00;5;18;Muy buena / Oso ona;26;5;Muy buena / Oso ona
21/03/2017;11:00;7;23;Muy buena / Oso ona;34;17;Muy buena / Oso ona
21/03/2017;10:00;23;49;Muy buena / Oso ona;84;28;Muy buena / Oso ona
21/03/2017;09:00;29;51;Muy buena / Oso ona;95;34;Muy buena / Oso ona
21/03/2017;08:00;55;51;Muy buena / Oso ona;135;35;Muy buena / Oso ona
21/03/2017;07:00;35;43;Muy buena / Oso ona;96;30;Muy buena / Oso ona
21/03/2017;06:00;13;35;Muy buena / Oso ona;55;21;Muy buena / Oso ona
21/03/2017;05:00;10;30;Muy buena / Oso ona;45;20;Muy buena / Oso ona
21/03/2017;04:00;2;20;Muy buena / Oso ona;23;18;Muy buena / Oso ona
21/03/2017;03:00;1;19;Muy buena / Oso ona;22;19;Muy buena / Oso ona
21/03/2017;02:00;1;15;Muy buena / Oso ona;17;20;Muy buena / Oso ona
21/03/2017;01:00;1;23;Muy buena / Oso ona;25;21;Muy buena / Oso ona
20/03/2017;24:00;1;24;Muy buena / Oso ona;27;21;Muy buena / Oso ona
20/03/2017;23:00;1;25;Muy buena / Oso ona;27;26;Muy buena / Oso ona
20/03/2017;22:00;1;30;Muy buena / Oso ona;32;21;Muy buena / Oso ona
20/03/2017;21:00;1;16;Muy buena / Oso ona;18;23;Muy buena / Oso ona
20/03/2017;20:00;5;29;Muy buena / Oso ona;37;30;Muy buena / Oso ona
20/03/2017;19:00;5;28;Muy buena / Oso ona;36;30;Muy buena / Oso ona
20/03/2017;18:00;4;22;Muy buena / Oso ona;27;24;Muy buena / Oso ona
20/03/2017;17:00;4;20;Muy buena / Oso ona;26;22;Muy buena / Oso ona
20/03/2017;16:00;2;10;Muy buena / Oso ona;14;18;Muy buena / Oso ona
20/03/2017;15:00;3;10;Muy buena / Oso ona;14;21;Muy buena / Oso ona
20/03/2017;14:00;7;18;Muy buena / Oso ona;28;27;Muy buena / Oso ona
20/03/2017;13:00;7;19;Muy buena / Oso ona;29;27;Muy buena / Oso ona
20/03/2017;12:00;5;17;Muy buena / Oso ona;24;19;Muy buena / Oso ona
20/03/2017;11:00;4;17;Muy buena / Oso ona;23;18;Muy buena / Oso ona
20/03/2017;10:00;4;17;Muy buena / Oso ona;24;25;Muy buena / Oso ona
20/03/2017;09:00;3;21;Muy buena / Oso ona;26;24;Muy buena / Oso ona
20/03/2017;08:00;6;31;Muy buena / Oso ona;40;49;Buena / Ona
20/03/2017;07:00;5;34;Muy buena / Oso ona;42;23;Muy buena / Oso ona
20/03/2017;06:00;1;15;Muy buena / Oso ona;17;20;Muy buena / Oso ona
20/03/2017;05:00;1;9;Muy buena / Oso ona;10;19;Muy buena / Oso ona
20/03/2017;04:00;0;3;Muy buena / Oso ona;4;18;Muy buena / Oso ona
20/03/2017;03:00;0;9;Muy buena / Oso ona;9;15;Muy buena / Oso ona
20/03/2017;02:00;1;10;Muy buena / Oso ona;12;15;Muy buena / Oso ona
20/03/2017;01:00;1;12;Muy buena / Oso ona;14;13;Muy buena / Oso ona
19/03/2017;24:00;1;11;Muy buena / Oso ona;12;13;Muy buena / Oso ona
19/03/2017;23:00;1;7;Muy buena / Oso ona;7;12;Muy buena / Oso ona
19/03/2017;22:00;1;6;Muy buena / Oso ona;8;14;Muy buena / Oso ona
19/03/2017;21:00;0;9;Muy buena / Oso ona;10;14;Muy buena / Oso ona
19/03/2017;20:00;2;14;Muy buena / Oso ona;17;16;Muy buena / Oso ona
19/03/2017;19:00;7;20;Muy buena / Oso ona;30;17;Muy buena / Oso ona
19/03/2017;18:00;7;12;Muy buena / Oso ona;23;15;Muy buena / Oso ona
19/03/2017;17:00;1;7;Muy buena / Oso ona;9;17;Muy buena / Oso ona
19/03/2017;16:00;1;7;Muy buena / Oso ona;9;19;Muy buena / Oso ona
19/03/2017;15:00;2;9;Muy buena / Oso ona;13;21;Muy buena / Oso ona
19/03/2017;14:00;3;12;Muy buena / Oso ona;17;20;Muy buena / Oso ona
19/03/2017;13:00;6;17;Muy buena / Oso ona;26;20;Muy buena / Oso ona
19/03/2017;12:00;6;15;Muy buena / Oso ona;24;17;Muy buena / Oso ona
19/03/2017;11:00;6;14;Muy buena / Oso ona;23;16;Muy buena / Oso ona
19/03/2017;10:00;6;14;Muy buena / Oso ona;24;20;Muy buena / Oso ona
19/03/2017;09:00;5;15;Muy buena / Oso ona;23;21;Muy buena / Oso ona
19/03/2017;08:00;8;14;Muy buena / Oso ona;26;14;Muy buena / Oso ona
19/03/2017;07:00;5;14;Muy buena / Oso ona;22;12;Muy buena / Oso ona
19/03/2017;06:00;3;14;Muy buena / Oso ona;19;11;Muy buena / Oso ona
19/03/2017;05:00;7;18;Muy buena / Oso ona;28;12;Muy buena / Oso ona
19/03/2017;04:00;5;15;Muy buena / Oso ona;23;11;Muy buena / Oso ona
19/03/2017;03:00;3;16;Muy buena / Oso ona;21;11;Muy buena / Oso ona
19/03/2017;02:00;3;15;Muy buena / Oso ona;19;11;Muy buena / Oso ona
19/03/2017;01:00;2;14;Muy buena / Oso ona;17;11;Muy buena / Oso ona
18/03/2017;24:00;3;18;Muy buena / Oso ona;22;13;Muy buena / Oso ona
18/03/2017;23:00;5;26;Muy buena / Oso ona;33;12;Muy buena / Oso ona
18/03/2017;22:00;9;39;Muy buena / Oso ona;53;15;Muy buena / Oso ona
18/03/2017;21:00;3;39;Muy buena / Oso ona;43;16;Muy buena / Oso ona
18/03/2017;20:00;6;24;Muy buena / Oso ona;33;14;Muy buena / Oso ona
18/03/2017;19:00;3;25;Muy buena / Oso ona;30;14;Muy buena / Oso ona
18/03/2017;18:00;4;20;Muy buena / Oso ona;26;14;Muy buena / Oso ona
