Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA
09/08/2017;18:00;6;8;Muy buena / Oso ona;16;16;Muy buena / Oso ona
09/08/2017;17:00;3;5;Muy buena / Oso ona;10;11;Muy buena / Oso ona
09/08/2017;16:00;4;5;Muy buena / Oso ona;10;16;Muy buena / Oso ona
09/08/2017;15:00;3;5;Muy buena / Oso ona;9;6;Muy buena / Oso ona
09/08/2017;14:00;4;5;Muy buena / Oso ona;12;12;Muy buena / Oso ona
09/08/2017;13:00;7;15;Muy buena / Oso ona;26;;Sin datos / Daturik gabe
09/08/2017;12:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe
09/08/2017;11:00;6;14;Muy buena / Oso ona;23;8;Muy buena / Oso ona
09/08/2017;10:00;7;20;Muy buena / Oso ona;31;6;Muy buena / Oso ona
09/08/2017;09:00;9;21;Muy buena / Oso ona;34;7;Muy buena / Oso ona
09/08/2017;08:00;30;23;Muy buena / Oso ona;69;15;Muy buena / Oso ona
09/08/2017;07:00;33;22;Muy buena / Oso ona;73;18;Muy buena / Oso ona
09/08/2017;06:00;36;24;Muy buena / Oso ona;78;20;Muy buena / Oso ona
09/08/2017;05:00;16;24;Muy buena / Oso ona;48;14;Muy buena / Oso ona
09/08/2017;04:00;8;16;Muy buena / Oso ona;28;9;Muy buena / Oso ona
09/08/2017;03:00;3;12;Muy buena / Oso ona;17;9;Muy buena / Oso ona
09/08/2017;02:00;3;13;Muy buena / Oso ona;18;7;Muy buena / Oso ona
09/08/2017;01:00;3;16;Muy buena / Oso ona;21;10;Muy buena / Oso ona
08/08/2017;24:00;2;12;Muy buena / Oso ona;15;9;Muy buena / Oso ona
08/08/2017;23:00;2;16;Muy buena / Oso ona;19;13;Muy buena / Oso ona
08/08/2017;22:00;4;13;Muy buena / Oso ona;18;11;Muy buena / Oso ona
08/08/2017;21:00;4;23;Muy buena / Oso ona;29;12;Muy buena / Oso ona
08/08/2017;20:00;3;12;Muy buena / Oso ona;17;12;Muy buena / Oso ona
08/08/2017;19:00;4;8;Muy buena / Oso ona;14;11;Muy buena / Oso ona
08/08/2017;18:00;5;11;Muy buena / Oso ona;19;11;Muy buena / Oso ona
08/08/2017;17:00;4;9;Muy buena / Oso ona;15;5;Muy buena / Oso ona
08/08/2017;16:00;6;16;Muy buena / Oso ona;24;8;Muy buena / Oso ona
08/08/2017;15:00;4;10;Muy buena / Oso ona;16;7;Muy buena / Oso ona
08/08/2017;14:00;4;8;Muy buena / Oso ona;14;10;Muy buena / Oso ona
08/08/2017;13:00;3;7;Muy buena / Oso ona;11;9;Muy buena / Oso ona
08/08/2017;12:00;5;11;Muy buena / Oso ona;19;8;Muy buena / Oso ona
08/08/2017;11:00;6;13;Muy buena / Oso ona;21;8;Muy buena / Oso ona
08/08/2017;10:00;8;15;Muy buena / Oso ona;28;11;Muy buena / Oso ona
08/08/2017;09:00;13;27;Muy buena / Oso ona;47;19;Muy buena / Oso ona
08/08/2017;08:00;15;29;Muy buena / Oso ona;51;15;Muy buena / Oso ona
08/08/2017;07:00;20;31;Muy buena / Oso ona;62;16;Muy buena / Oso ona
08/08/2017;06:00;20;36;Muy buena / Oso ona;67;16;Muy buena / Oso ona
08/08/2017;05:00;8;19;Muy buena / Oso ona;32;7;Muy buena / Oso ona
08/08/2017;04:00;3;13;Muy buena / Oso ona;17;4;Muy buena / Oso ona
08/08/2017;03:00;1;6;Muy buena / Oso ona;9;7;Muy buena / Oso ona
08/08/2017;02:00;1;4;Muy buena / Oso ona;6;7;Muy buena / Oso ona
08/08/2017;01:00;1;4;Muy buena / Oso ona;6;5;Muy buena / Oso ona
07/08/2017;24:00;2;7;Muy buena / Oso ona;9;7;Muy buena / Oso ona
07/08/2017;23:00;2;10;Muy buena / Oso ona;12;7;Muy buena / Oso ona
07/08/2017;22:00;3;14;Muy buena / Oso ona;18;11;Muy buena / Oso ona
07/08/2017;21:00;3;16;Muy buena / Oso ona;21;13;Muy buena / Oso ona
07/08/2017;20:00;4;17;Muy buena / Oso ona;23;20;Muy buena / Oso ona
07/08/2017;19:00;2;15;Muy buena / Oso ona;18;22;Muy buena / Oso ona
07/08/2017;18:00;3;13;Muy buena / Oso ona;18;22;Muy buena / Oso ona
07/08/2017;17:00;3;11;Muy buena / Oso ona;15;29;Muy buena / Oso ona
07/08/2017;16:00;3;8;Muy buena / Oso ona;13;24;Muy buena / Oso ona
07/08/2017;15:00;2;8;Muy buena / Oso ona;11;27;Muy buena / Oso ona
07/08/2017;14:00;5;10;Muy buena / Oso ona;17;29;Muy buena / Oso ona
07/08/2017;13:00;5;13;Muy buena / Oso ona;22;35;Muy buena / Oso ona
07/08/2017;12:00;5;11;Muy buena / Oso ona;19;29;Muy buena / Oso ona
07/08/2017;11:00;7;14;Muy buena / Oso ona;25;23;Muy buena / Oso ona
07/08/2017;10:00;7;9;Muy buena / Oso ona;20;17;Muy buena / Oso ona
07/08/2017;09:00;15;21;Muy buena / Oso ona;45;23;Muy buena / Oso ona
07/08/2017;08:00;30;28;Muy buena / Oso ona;73;20;Muy buena / Oso ona
07/08/2017;07:00;49;30;Muy buena / Oso ona;106;20;Muy buena / Oso ona
07/08/2017;06:00;39;27;Muy buena / Oso ona;86;18;Muy buena / Oso ona
07/08/2017;05:00;12;20;Muy buena / Oso ona;38;13;Muy buena / Oso ona
07/08/2017;04:00;6;16;Muy buena / Oso ona;25;11;Muy buena / Oso ona
07/08/2017;03:00;6;11;Muy buena / Oso ona;20;9;Muy buena / Oso ona
07/08/2017;02:00;2;8;Muy buena / Oso ona;12;11;Muy buena / Oso ona
07/08/2017;01:00;4;12;Muy buena / Oso ona;18;11;Muy buena / Oso ona
06/08/2017;24:00;2;12;Muy buena / Oso ona;15;12;Muy buena / Oso ona
06/08/2017;23:00;3;15;Muy buena / Oso ona;20;15;Muy buena / Oso ona
06/08/2017;22:00;1;17;Muy buena / Oso ona;20;17;Muy buena / Oso ona
06/08/2017;21:00;2;13;Muy buena / Oso ona;16;16;Muy buena / Oso ona
06/08/2017;20:00;1;8;Muy buena / Oso ona;10;16;Muy buena / Oso ona
06/08/2017;19:00;2;7;Muy buena / Oso ona;10;15;Muy buena / Oso ona
06/08/2017;18:00;2;6;Muy buena / Oso ona;9;14;Muy buena / Oso ona
06/08/2017;17:00;2;4;Muy buena / Oso ona;7;13;Muy buena / Oso ona
06/08/2017;16:00;2;5;Muy buena / Oso ona;8;14;Muy buena / Oso ona
06/08/2017;15:00;2;3;Muy buena / Oso ona;6;17;Muy buena / Oso ona
06/08/2017;14:00;2;3;Muy buena / Oso ona;6;16;Muy buena / Oso ona
06/08/2017;13:00;2;4;Muy buena / Oso ona;6;15;Muy buena / Oso ona
06/08/2017;12:00;3;7;Muy buena / Oso ona;11;14;Muy buena / Oso ona
06/08/2017;11:00;4;6;Muy buena / Oso ona;13;13;Muy buena / Oso ona
06/08/2017;10:00;4;5;Muy buena / Oso ona;12;11;Muy buena / Oso ona
06/08/2017;09:00;4;7;Muy buena / Oso ona;13;8;Muy buena / Oso ona
06/08/2017;08:00;5;11;Muy buena / Oso ona;19;16;Muy buena / Oso ona
06/08/2017;07:00;6;12;Muy buena / Oso ona;20;13;Muy buena / Oso ona
06/08/2017;06:00;4;10;Muy buena / Oso ona;16;13;Muy buena / Oso ona
06/08/2017;05:00;2;9;Muy buena / Oso ona;12;11;Muy buena / Oso ona
06/08/2017;04:00;2;8;Muy buena / Oso ona;11;11;Muy buena / Oso ona
06/08/2017;03:00;2;8;Muy buena / Oso ona;11;12;Muy buena / Oso ona
06/08/2017;02:00;2;9;Muy buena / Oso ona;12;12;Muy buena / Oso ona
06/08/2017;01:00;2;8;Muy buena / Oso ona;11;10;Muy buena / Oso ona
05/08/2017;24:00;2;8;Muy buena / Oso ona;10;8;Muy buena / Oso ona
05/08/2017;23:00;3;8;Muy buena / Oso ona;13;9;Muy buena / Oso ona
05/08/2017;22:00;3;6;Muy buena / Oso ona;11;8;Muy buena / Oso ona
05/08/2017;21:00;5;17;Muy buena / Oso ona;24;10;Muy buena / Oso ona
05/08/2017;20:00;6;20;Muy buena / Oso ona;29;13;Muy buena / Oso ona
05/08/2017;19:00;4;14;Muy buena / Oso ona;20;10;Muy buena / Oso ona
05/08/2017;18:00;3;9;Muy buena / Oso ona;13;4;Muy buena / Oso ona
05/08/2017;17:00;3;5;Muy buena / Oso ona;10;11;Muy buena / Oso ona
05/08/2017;16:00;4;4;Muy buena / Oso ona;9;3;Muy buena / Oso ona
05/08/2017;15:00;3;6;Muy buena / Oso ona;10;4;Muy buena / Oso ona
05/08/2017;14:00;4;6;Muy buena / Oso ona;12;5;Muy buena / Oso ona
05/08/2017;13:00;4;8;Muy buena / Oso ona;14;5;Muy buena / Oso ona
05/08/2017;12:00;6;12;Muy buena / Oso ona;20;5;Muy buena / Oso ona
05/08/2017;11:00;7;11;Muy buena / Oso ona;21;4;Muy buena / Oso ona
05/08/2017;10:00;7;13;Muy buena / Oso ona;24;3;Muy buena / Oso ona
05/08/2017;09:00;6;14;Muy buena / Oso ona;24;4;Muy buena / Oso ona
05/08/2017;08:00;5;11;Muy buena / Oso ona;19;4;Muy buena / Oso ona
05/08/2017;07:00;5;11;Muy buena / Oso ona;19;6;Muy buena / Oso ona
05/08/2017;06:00;9;22;Muy buena / Oso ona;35;13;Muy buena / Oso ona
05/08/2017;05:00;7;20;Muy buena / Oso ona;31;16;Muy buena / Oso ona
05/08/2017;04:00;7;14;Muy buena / Oso ona;25;10;Muy buena / Oso ona
05/08/2017;03:00;6;13;Muy buena / Oso ona;21;8;Muy buena / Oso ona
05/08/2017;02:00;5;8;Muy buena / Oso ona;15;6;Muy buena / Oso ona
05/08/2017;01:00;5;9;Muy buena / Oso ona;17;7;Muy buena / Oso ona
04/08/2017;24:00;5;12;Muy buena / Oso ona;20;7;Muy buena / Oso ona
04/08/2017;23:00;5;15;Muy buena / Oso ona;22;7;Muy buena / Oso ona
04/08/2017;22:00;4;21;Muy buena / Oso ona;27;10;Muy buena / Oso ona
04/08/2017;21:00;3;12;Muy buena / Oso ona;17;9;Muy buena / Oso ona
04/08/2017;20:00;5;9;Muy buena / Oso ona;17;7;Muy buena / Oso ona
04/08/2017;19:00;6;8;Muy buena / Oso ona;17;5;Muy buena / Oso ona
04/08/2017;18:00;8;12;Muy buena / Oso ona;24;9;Muy buena / Oso ona
04/08/2017;17:00;6;11;Muy buena / Oso ona;20;6;Muy buena / Oso ona
04/08/2017;16:00;6;9;Muy buena / Oso ona;18;10;Muy buena / Oso ona
04/08/2017;15:00;5;7;Muy buena / Oso ona;15;12;Muy buena / Oso ona
04/08/2017;14:00;5;9;Muy buena / Oso ona;16;13;Muy buena / Oso ona
04/08/2017;13:00;4;9;Muy buena / Oso ona;15;16;Muy buena / Oso ona
04/08/2017;12:00;5;10;Muy buena / Oso ona;19;14;Muy buena / Oso ona
04/08/2017;11:00;5;11;Muy buena / Oso ona;19;21;Muy buena / Oso ona
04/08/2017;10:00;6;12;Muy buena / Oso ona;21;43;Buena / Ona
04/08/2017;09:00;10;16;Muy buena / Oso ona;32;45;Buena / Ona
04/08/2017;08:00;13;17;Muy buena / Oso ona;37;27;Muy buena / Oso ona
04/08/2017;07:00;14;19;Muy buena / Oso ona;39;20;Muy buena / Oso ona
04/08/2017;06:00;36;25;Muy buena / Oso ona;80;19;Muy buena / Oso ona
04/08/2017;05:00;13;21;Muy buena / Oso ona;40;13;Muy buena / Oso ona
04/08/2017;04:00;10;20;Muy buena / Oso ona;35;10;Muy buena / Oso ona
04/08/2017;03:00;2;8;Muy buena / Oso ona;11;8;Muy buena / Oso ona
04/08/2017;02:00;2;6;Muy buena / Oso ona;9;10;Muy buena / Oso ona
04/08/2017;01:00;2;6;Muy buena / Oso ona;9;12;Muy buena / Oso ona
03/08/2017;24:00;1;4;Muy buena / Oso ona;7;12;Muy buena / Oso ona
03/08/2017;23:00;2;4;Muy buena / Oso ona;6;11;Muy buena / Oso ona
03/08/2017;22:00;3;4;Muy buena / Oso ona;8;14;Muy buena / Oso ona
03/08/2017;21:00;3;6;Muy buena / Oso ona;10;12;Muy buena / Oso ona
03/08/2017;20:00;4;10;Muy buena / Oso ona;16;15;Muy buena / Oso ona
03/08/2017;19:00;4;10;Muy buena / Oso ona;16;18;Muy buena / Oso ona
03/08/2017;18:00;4;16;Muy buena / Oso ona;22;22;Muy buena / Oso ona
03/08/2017;17:00;5;16;Muy buena / Oso ona;24;25;Muy buena / Oso ona
03/08/2017;16:00;4;11;Muy buena / Oso ona;17;26;Muy buena / Oso ona
03/08/2017;15:00;4;11;Muy buena / Oso ona;17;23;Muy buena / Oso ona
03/08/2017;14:00;4;11;Muy buena / Oso ona;17;22;Muy buena / Oso ona
03/08/2017;13:00;4;14;Muy buena / Oso ona;20;27;Muy buena / Oso ona
03/08/2017;12:00;7;21;Muy buena / Oso ona;31;37;Muy buena / Oso ona
03/08/2017;11:00;6;16;Muy buena / Oso ona;25;25;Muy buena / Oso ona
03/08/2017;10:00;7;16;Muy buena / Oso ona;27;32;Muy buena / Oso ona
03/08/2017;09:00;10;17;Muy buena / Oso ona;32;29;Muy buena / Oso ona
03/08/2017;08:00;27;30;Muy buena / Oso ona;70;28;Muy buena / Oso ona
03/08/2017;07:00;33;33;Muy buena / Oso ona;82;25;Muy buena / Oso ona
03/08/2017;06:00;14;21;Muy buena / Oso ona;43;19;Muy buena / Oso ona
03/08/2017;05:00;9;23;Muy buena / Oso ona;36;20;Muy buena / Oso ona
03/08/2017;04:00;4;10;Muy buena / Oso ona;17;18;Muy buena / Oso ona
03/08/2017;03:00;3;9;Muy buena / Oso ona;13;13;Muy buena / Oso ona
03/08/2017;02:00;2;9;Muy buena / Oso ona;12;14;Muy buena / Oso ona
03/08/2017;01:00;2;12;Muy buena / Oso ona;15;13;Muy buena / Oso ona
02/08/2017;24:00;2;11;Muy buena / Oso ona;14;13;Muy buena / Oso ona
02/08/2017;23:00;2;8;Muy buena / Oso ona;11;10;Muy buena / Oso ona
02/08/2017;22:00;3;9;Muy buena / Oso ona;13;11;Muy buena / Oso ona
02/08/2017;21:00;2;9;Muy buena / Oso ona;12;12;Muy buena / Oso ona
02/08/2017;20:00;3;11;Muy buena / Oso ona;15;14;Muy buena / Oso ona
02/08/2017;19:00;5;12;Muy buena / Oso ona;19;11;Muy buena / Oso ona
02/08/2017;18:00;5;10;Muy buena / Oso ona;17;12;Muy buena / Oso ona
02/08/2017;17:00;5;11;Muy buena / Oso ona;18;17;Muy buena / Oso ona
02/08/2017;16:00;4;7;Muy buena / Oso ona;14;18;Muy buena / Oso ona
02/08/2017;15:00;5;15;Muy buena / Oso ona;22;26;Muy buena / Oso ona
02/08/2017;14:00;5;12;Muy buena / Oso ona;20;28;Muy buena / Oso ona
02/08/2017;13:00;5;13;Muy buena / Oso ona;21;25;Muy buena / Oso ona
02/08/2017;12:00;8;18;Muy buena / Oso ona;30;30;Muy buena / Oso ona
02/08/2017;11:00;11;21;Muy buena / Oso ona;38;29;Muy buena / Oso ona
02/08/2017;10:00;10;17;Muy buena / Oso ona;32;25;Muy buena / Oso ona
02/08/2017;09:00;15;19;Muy buena / Oso ona;42;19;Muy buena / Oso ona
02/08/2017;08:00;41;25;Muy buena / Oso ona;88;22;Muy buena / Oso ona
02/08/2017;07:00;35;22;Muy buena / Oso ona;75;19;Muy buena / Oso ona
02/08/2017;06:00;54;22;Muy buena / Oso ona;104;18;Muy buena / Oso ona
02/08/2017;05:00;26;18;Muy buena / Oso ona;58;14;Muy buena / Oso ona
02/08/2017;04:00;9;18;Muy buena / Oso ona;32;12;Muy buena / Oso ona
02/08/2017;03:00;5;11;Muy buena / Oso ona;19;12;Muy buena / Oso ona
02/08/2017;02:00;3;15;Muy buena / Oso ona;19;11;Muy buena / Oso ona
02/08/2017;01:00;4;12;Muy buena / Oso ona;18;11;Muy buena / Oso ona
01/08/2017;24:00;2;11;Muy buena / Oso ona;14;10;Muy buena / Oso ona
01/08/2017;23:00;3;15;Muy buena / Oso ona;19;11;Muy buena / Oso ona
01/08/2017;22:00;3;25;Muy buena / Oso ona;29;14;Muy buena / Oso ona
01/08/2017;21:00;3;17;Muy buena / Oso ona;21;15;Muy buena / Oso ona
01/08/2017;20:00;4;12;Muy buena / Oso ona;18;14;Muy buena / Oso ona
01/08/2017;19:00;5;19;Muy buena / Oso ona;27;17;Muy buena / Oso ona
01/08/2017;18:00;6;22;Muy buena / Oso ona;31;18;Muy buena / Oso ona
01/08/2017;17:00;6;19;Muy buena / Oso ona;28;18;Muy buena / Oso ona
01/08/2017;16:00;6;16;Muy buena / Oso ona;25;21;Muy buena / Oso ona
01/08/2017;15:00;5;17;Muy buena / Oso ona;25;22;Muy buena / Oso ona
01/08/2017;14:00;6;20;Muy buena / Oso ona;29;22;Muy buena / Oso ona
01/08/2017;13:00;10;24;Muy buena / Oso ona;38;20;Muy buena / Oso ona
01/08/2017;12:00;9;19;Muy buena / Oso ona;33;17;Muy buena / Oso ona
01/08/2017;11:00;11;19;Muy buena / Oso ona;35;16;Muy buena / Oso ona
01/08/2017;10:00;15;27;Muy buena / Oso ona;50;18;Muy buena / Oso ona
01/08/2017;09:00;16;28;Muy buena / Oso ona;53;13;Muy buena / Oso ona
01/08/2017;08:00;21;29;Muy buena / Oso ona;61;10;Muy buena / Oso ona
01/08/2017;07:00;21;35;Muy buena / Oso ona;67;14;Muy buena / Oso ona
01/08/2017;06:00;14;33;Muy buena / Oso ona;55;11;Muy buena / Oso ona
01/08/2017;05:00;8;19;Muy buena / Oso ona;32;11;Muy buena / Oso ona
01/08/2017;04:00;4;14;Muy buena / Oso ona;20;11;Muy buena / Oso ona
01/08/2017;03:00;3;10;Muy buena / Oso ona;14;16;Muy buena / Oso ona
01/08/2017;02:00;2;13;Muy buena / Oso ona;16;12;Muy buena / Oso ona
01/08/2017;01:00;3;17;Muy buena / Oso ona;21;11;Muy buena / Oso ona
31/07/2017;24:00;2;16;Muy buena / Oso ona;19;11;Muy buena / Oso ona
31/07/2017;23:00;5;24;Muy buena / Oso ona;31;13;Muy buena / Oso ona
31/07/2017;22:00;3;22;Muy buena / Oso ona;26;16;Muy buena / Oso ona
31/07/2017;21:00;2;22;Muy buena / Oso ona;25;14;Muy buena / Oso ona
31/07/2017;20:00;2;13;Muy buena / Oso ona;15;15;Muy buena / Oso ona
31/07/2017;19:00;4;7;Muy buena / Oso ona;13;14;Muy buena / Oso ona
31/07/2017;18:00;3;6;Muy buena / Oso ona;11;19;Muy buena / Oso ona
31/07/2017;17:00;3;6;Muy buena / Oso ona;10;20;Muy buena / Oso ona
31/07/2017;16:00;2;7;Muy buena / Oso ona;10;23;Muy buena / Oso ona
31/07/2017;15:00;2;6;Muy buena / Oso ona;9;19;Muy buena / Oso ona
31/07/2017;14:00;3;6;Muy buena / Oso ona;10;21;Muy buena / Oso ona
31/07/2017;13:00;4;5;Muy buena / Oso ona;10;19;Muy buena / Oso ona
31/07/2017;12:00;5;7;Muy buena / Oso ona;14;18;Muy buena / Oso ona
31/07/2017;11:00;4;5;Muy buena / Oso ona;11;15;Muy buena / Oso ona
31/07/2017;10:00;6;9;Muy buena / Oso ona;19;13;Muy buena / Oso ona
31/07/2017;09:00;7;16;Muy buena / Oso ona;27;15;Muy buena / Oso ona
31/07/2017;08:00;8;16;Muy buena / Oso ona;28;15;Muy buena / Oso ona
31/07/2017;07:00;8;17;Muy buena / Oso ona;29;15;Muy buena / Oso ona
31/07/2017;06:00;4;16;Muy buena / Oso ona;23;13;Muy buena / Oso ona
31/07/2017;05:00;2;13;Muy buena / Oso ona;16;12;Muy buena / Oso ona
31/07/2017;04:00;3;8;Muy buena / Oso ona;12;10;Muy buena / Oso ona
31/07/2017;03:00;2;6;Muy buena / Oso ona;9;9;Muy buena / Oso ona
31/07/2017;02:00;2;12;Muy buena / Oso ona;15;9;Muy buena / Oso ona
31/07/2017;01:00;3;8;Muy buena / Oso ona;12;7;Muy buena / Oso ona
30/07/2017;24:00;3;8;Muy buena / Oso ona;12;7;Muy buena / Oso ona
30/07/2017;23:00;2;11;Muy buena / Oso ona;14;7;Muy buena / Oso ona
30/07/2017;22:00;3;17;Muy buena / Oso ona;21;9;Muy buena / Oso ona
30/07/2017;21:00;3;14;Muy buena / Oso ona;18;9;Muy buena / Oso ona
30/07/2017;20:00;3;11;Muy buena / Oso ona;15;13;Muy buena / Oso ona
30/07/2017;19:00;4;9;Muy buena / Oso ona;14;8;Muy buena / Oso ona
30/07/2017;18:00;4;9;Muy buena / Oso ona;15;8;Muy buena / Oso ona
30/07/2017;17:00;3;8;Muy buena / Oso ona;13;5;Muy buena / Oso ona
30/07/2017;16:00;2;6;Muy buena / Oso ona;9;15;Muy buena / Oso ona
30/07/2017;15:00;2;5;Muy buena / Oso ona;8;14;Muy buena / Oso ona
30/07/2017;14:00;2;4;Muy buena / Oso ona;7;16;Muy buena / Oso ona
30/07/2017;13:00;3;4;Muy buena / Oso ona;8;20;Muy buena / Oso ona
30/07/2017;12:00;4;4;Muy buena / Oso ona;11;17;Muy buena / Oso ona
30/07/2017;11:00;6;11;Muy buena / Oso ona;20;18;Muy buena / Oso ona
30/07/2017;10:00;6;12;Muy buena / Oso ona;22;31;Muy buena / Oso ona
30/07/2017;09:00;8;16;Muy buena / Oso ona;28;22;Muy buena / Oso ona
30/07/2017;08:00;10;14;Muy buena / Oso ona;29;19;Muy buena / Oso ona
30/07/2017;07:00;8;17;Muy buena / Oso ona;30;16;Muy buena / Oso ona
30/07/2017;06:00;10;22;Muy buena / Oso ona;37;16;Muy buena / Oso ona
30/07/2017;05:00;8;26;Muy buena / Oso ona;38;13;Muy buena / Oso ona
30/07/2017;04:00;7;22;Muy buena / Oso ona;33;12;Muy buena / Oso ona
30/07/2017;03:00;6;21;Muy buena / Oso ona;30;12;Muy buena / Oso ona
30/07/2017;02:00;6;30;Muy buena / Oso ona;39;13;Muy buena / Oso ona
30/07/2017;01:00;4;18;Muy buena / Oso ona;23;12;Muy buena / Oso ona
29/07/2017;24:00;3;19;Muy buena / Oso ona;23;12;Muy buena / Oso ona
29/07/2017;23:00;5;27;Muy buena / Oso ona;36;13;Muy buena / Oso ona
29/07/2017;22:00;5;27;Muy buena / Oso ona;36;14;Muy buena / Oso ona
29/07/2017;21:00;3;30;Muy buena / Oso ona;33;17;Muy buena / Oso ona
29/07/2017;20:00;3;30;Muy buena / Oso ona;34;19;Muy buena / Oso ona
29/07/2017;19:00;4;15;Muy buena / Oso ona;21;11;Muy buena / Oso ona
29/07/2017;18:00;3;10;Muy buena / Oso ona;15;15;Muy buena / Oso ona
29/07/2017;17:00;2;9;Muy buena / Oso ona;12;14;Muy buena / Oso ona
29/07/2017;16:00;2;6;Muy buena / Oso ona;9;5;Muy buena / Oso ona
29/07/2017;15:00;2;6;Muy buena / Oso ona;9;2;Muy buena / Oso ona
29/07/2017;14:00;3;7;Muy buena / Oso ona;11;10;Muy buena / Oso ona
29/07/2017;13:00;4;9;Muy buena / Oso ona;15;18;Muy buena / Oso ona
29/07/2017;12:00;5;12;Muy buena / Oso ona;20;18;Muy buena / Oso ona
29/07/2017;11:00;5;8;Muy buena / Oso ona;15;17;Muy buena / Oso ona
29/07/2017;10:00;7;11;Muy buena / Oso ona;21;17;Muy buena / Oso ona
29/07/2017;09:00;8;11;Muy buena / Oso ona;23;17;Muy buena / Oso ona
29/07/2017;08:00;12;15;Muy buena / Oso ona;34;17;Muy buena / Oso ona
29/07/2017;07:00;13;18;Muy buena / Oso ona;38;16;Muy buena / Oso ona
29/07/2017;06:00;10;13;Muy buena / Oso ona;28;12;Muy buena / Oso ona
29/07/2017;05:00;7;11;Muy buena / Oso ona;22;11;Muy buena / Oso ona
29/07/2017;04:00;5;11;Muy buena / Oso ona;18;11;Muy buena / Oso ona
29/07/2017;03:00;5;13;Muy buena / Oso ona;20;10;Muy buena / Oso ona
29/07/2017;02:00;4;15;Muy buena / Oso ona;20;11;Muy buena / Oso ona
29/07/2017;01:00;4;21;Muy buena / Oso ona;26;11;Muy buena / Oso ona
28/07/2017;24:00;3;15;Muy buena / Oso ona;20;10;Muy buena / Oso ona
28/07/2017;23:00;4;17;Muy buena / Oso ona;22;12;Muy buena / Oso ona
28/07/2017;22:00;2;8;Muy buena / Oso ona;12;9;Muy buena / Oso ona
28/07/2017;21:00;4;9;Muy buena / Oso ona;15;10;Muy buena / Oso ona
28/07/2017;20:00;3;12;Muy buena / Oso ona;16;12;Muy buena / Oso ona
28/07/2017;19:00;6;19;Muy buena / Oso ona;29;14;Muy buena / Oso ona
28/07/2017;18:00;6;16;Muy buena / Oso ona;25;13;Muy buena / Oso ona
28/07/2017;17:00;6;12;Muy buena / Oso ona;21;18;Muy buena / Oso ona
28/07/2017;16:00;6;15;Muy buena / Oso ona;24;17;Muy buena / Oso ona
28/07/2017;15:00;7;15;Muy buena / Oso ona;25;16;Muy buena / Oso ona
28/07/2017;14:00;9;16;Muy buena / Oso ona;30;16;Muy buena / Oso ona
28/07/2017;13:00;10;15;Muy buena / Oso ona;30;17;Muy buena / Oso ona
28/07/2017;12:00;12;20;Muy buena / Oso ona;38;13;Muy buena / Oso ona
28/07/2017;11:00;11;18;Muy buena / Oso ona;34;8;Muy buena / Oso ona
28/07/2017;10:00;13;21;Muy buena / Oso ona;40;6;Muy buena / Oso ona
28/07/2017;09:00;14;22;Muy buena / Oso ona;43;9;Muy buena / Oso ona
28/07/2017;08:00;10;20;Muy buena / Oso ona;35;5;Muy buena / Oso ona
28/07/2017;07:00;8;23;Muy buena / Oso ona;36;6;Muy buena / Oso ona
28/07/2017;06:00;8;26;Muy buena / Oso ona;38;5;Muy buena / Oso ona
28/07/2017;05:00;4;12;Muy buena / Oso ona;18;3;Muy buena / Oso ona
28/07/2017;04:00;2;8;Muy buena / Oso ona;11;2;Muy buena / Oso ona
28/07/2017;03:00;3;6;Muy buena / Oso ona;9;4;Muy buena / Oso ona
28/07/2017;02:00;2;4;Muy buena / Oso ona;7;6;Muy buena / Oso ona
28/07/2017;01:00;2;8;Muy buena / Oso ona;11;15;Muy buena / Oso ona
27/07/2017;24:00;2;6;Muy buena / Oso ona;9;20;Muy buena / Oso ona
27/07/2017;23:00;2;8;Muy buena / Oso ona;10;23;Muy buena / Oso ona
27/07/2017;22:00;2;8;Muy buena / Oso ona;12;25;Muy buena / Oso ona
27/07/2017;21:00;4;12;Muy buena / Oso ona;18;26;Muy buena / Oso ona
27/07/2017;20:00;5;9;Muy buena / Oso ona;17;15;Muy buena / Oso ona
27/07/2017;19:00;5;9;Muy buena / Oso ona;18;11;Muy buena / Oso ona
27/07/2017;18:00;6;9;Muy buena / Oso ona;17;13;Muy buena / Oso ona
27/07/2017;17:00;6;9;Muy buena / Oso ona;17;23;Muy buena / Oso ona
27/07/2017;16:00;4;10;Muy buena / Oso ona;16;22;Muy buena / Oso ona
27/07/2017;15:00;3;9;Muy buena / Oso ona;13;20;Muy buena / Oso ona
27/07/2017;14:00;4;10;Muy buena / Oso ona;16;19;Muy buena / Oso ona
27/07/2017;13:00;5;12;Muy buena / Oso ona;20;27;Muy buena / Oso ona
27/07/2017;12:00;6;12;Muy buena / Oso ona;21;21;Muy buena / Oso ona
27/07/2017;11:00;9;15;Muy buena / Oso ona;28;17;Muy buena / Oso ona
27/07/2017;10:00;11;15;Muy buena / Oso ona;33;18;Muy buena / Oso ona
27/07/2017;09:00;19;17;Muy buena / Oso ona;47;22;Muy buena / Oso ona
27/07/2017;08:00;27;16;Muy buena / Oso ona;57;23;Muy buena / Oso ona
27/07/2017;07:00;34;18;Muy buena / Oso ona;70;23;Muy buena / Oso ona
