Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
23/08/2017;17:00;2;8;Muy buena / Oso ona;11;50;"Muy buena / ";51;18;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;309;69;1001,7;0;316;24,3;3,12
23/08/2017;16:00;3;11;Muy buena / Oso ona;16;53;"Muy buena / ";49;20;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona;292;65;1001,7;0;471,4;25,5;2,29
23/08/2017;15:00;3;10;Muy buena / Oso ona;14;53;"Muy buena / ";49;16;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;308;66;1002,2;0;509,3;25;2,16
23/08/2017;14:00;5;12;Muy buena / Oso ona;20;51;"Muy buena / ";43;18;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona;304;65;1002,5;0;490,5;24,9;2,31
23/08/2017;13:00;3;10;Muy buena / Oso ona;14;52;"Muy buena / ";38;17;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;314;64;1002,7;0;459,9;24,7;2,43
23/08/2017;12:00;4;12;Muy buena / Oso ona;19;53;"Muy buena / ";33;14;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;315;60;1003;0;479,9;24,7;2,24
23/08/2017;11:00;3;10;Muy buena / Oso ona;15;50;"Muy buena / ";30;14;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;104;58;1003,2;0;567,2;24,6;0,97
23/08/2017;10:00;4;10;Muy buena / Oso ona;16;46;"Muy buena / ";28;15;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;135;63;1003,5;0;537,6;23,1;1,66
23/08/2017;09:00;4;11;Muy buena / Oso ona;17;39;"Muy buena / ";27;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;130;68;1003,8;0;328,5;21,9;1,44
23/08/2017;08:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";29;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;;;;
23/08/2017;07:00;9;31;Muy buena / Oso ona;45;13;"Muy buena / ";29;19;Muy buena / Oso ona;20;Muy buena / Oso ona;2;Muy buena / Oso ona;119;90;1004,2;0;70,5;19,4;0,96
23/08/2017;06:00;4;24;Muy buena / Oso ona;30;14;"Muy buena / ";34;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;147;93;1004,2;0;5,2;19;1,17
23/08/2017;05:00;3;19;Muy buena / Oso ona;23;20;"Muy buena / ";39;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;151;92;1004,3;0;0;19,1;1,1
23/08/2017;04:00;2;12;Muy buena / Oso ona;15;28;"Muy buena / ";43;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;144;91;1004,2;0;0;19;1,14
23/08/2017;03:00;1;8;Muy buena / Oso ona;10;32;"Muy buena / ";45;14;Muy buena / Oso ona;15;Muy buena / Oso ona;1;Muy buena / Oso ona;246;91;1004,3;0;0;19,2;0,6
23/08/2017;02:00;1;9;Muy buena / Oso ona;11;36;"Muy buena / ";48;15;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona;258;89;1004,3;0;0;19,4;0,57
23/08/2017;01:00;1;7;Muy buena / Oso ona;9;48;"Muy buena / ";52;16;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;238;88;1004,6;0;0;19,8;0,77
22/08/2017;24:00;2;9;Muy buena / Oso ona;12;49;"Muy buena / ";55;24;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;276;88;1004,7;0;0;20;1,13
22/08/2017;23:00;1;10;Muy buena / Oso ona;12;49;"Muy buena / ";58;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;284;89;1004,8;0;0;20,2;1,53
22/08/2017;22:00;2;12;Muy buena / Oso ona;16;51;"Muy buena / ";63;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;284;89;1004,6;0;0;20,5;1,7
22/08/2017;21:00;1;12;Muy buena / Oso ona;14;53;"Muy buena / ";69;31;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;290;89;1004,3;0;0;20,8;1,55
22/08/2017;20:00;7;32;Muy buena / Oso ona;43;40;"Muy buena / ";75;36;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;279;89;1003,4;0;0,1;20,9;2,36
22/08/2017;19:00;3;19;Muy buena / Oso ona;23;54;"Muy buena / ";82;30;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;288;83;1002,8;0;29,6;22,2;2,11
22/08/2017;18:00;2;16;Muy buena / Oso ona;19;65;"Buena / ";86;35;Muy buena / Oso ona;34;Buena / Ona;1;Muy buena / Oso ona;306;76;1002,2;0;159,6;23,7;2,89
22/08/2017;17:00;1;12;Muy buena / Oso ona;15;73;"Buena / ";84;35;Muy buena / Oso ona;30;Buena / Ona;1;Muy buena / Oso ona;299;72;1002,2;0;330,3;24,5;3,62
22/08/2017;16:00;2;15;Muy buena / Oso ona;17;80;"Buena / ";77;37;Muy buena / Oso ona;27;Buena / Ona;1;Muy buena / Oso ona;304;67;1001,8;0;505,6;25,9;3,99
22/08/2017;15:00;2;14;Muy buena / Oso ona;17;88;"Buena / ";67;36;Muy buena / Oso ona;24;Muy buena / Oso ona;1;Muy buena / Oso ona;302;62;1001,3;0;671,1;27,1;4,26
22/08/2017;14:00;2;15;Muy buena / Oso ona;18;95;"Buena / ";56;25;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona;297;56;1001,3;0;730,3;28,3;4,29
22/08/2017;13:00;2;14;Muy buena / Oso ona;17;101;"Buena / ";45;20;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;295;49;1001,2;0;765,1;29;3,56
22/08/2017;12:00;2;13;Muy buena / Oso ona;16;102;"Buena / ";35;24;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;298;50;1001,3;0;817,5;28,3;3,83
22/08/2017;11:00;4;21;Muy buena / Oso ona;27;85;"Buena / ";27;27;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;305;52;1001,4;0;759,4;27,9;4,33
22/08/2017;10:00;12;50;Muy buena / Oso ona;68;49;"Muy buena / ";22;34;Muy buena / Oso ona;20;Muy buena / Oso ona;2;Muy buena / Oso ona;305;47;1000,7;0;640;30,2;2,83
22/08/2017;09:00;28;74;Muy buena / Oso ona;117;13;"Muy buena / ";21;37;Muy buena / Oso ona;30;Buena / Ona;2;Muy buena / Oso ona;82;47;1000,4;0;504,9;29,7;0,68
22/08/2017;08:00;37;71;Muy buena / Oso ona;126;5;"Muy buena / ";24;49;Buena / Ona;39;Buena / Ona;2;Muy buena / Oso ona;195;59;1000;0;323,5;25,4;0,22
22/08/2017;07:00;85;77;Muy buena / Oso ona;206;1;"Muy buena / ";26;31;Muy buena / Oso ona;27;Buena / Ona;2;Muy buena / Oso ona;316;66;999,5;0;118,3;22,2;0,55
22/08/2017;06:00;45;65;Muy buena / Oso ona;133;2;"Muy buena / ";31;14;Muy buena / Oso ona;17;Muy buena / Oso ona;1;Muy buena / Oso ona;69;61;999,1;0;8,9;22;0,29
22/08/2017;05:00;3;34;Muy buena / Oso ona;38;26;"Muy buena / ";37;11;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona;137;52;998,7;0;0;23,4;0,87
22/08/2017;04:00;3;23;Muy buena / Oso ona;28;34;"Muy buena / ";40;7;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;123;45;998,4;0;0;24,7;0,82
22/08/2017;03:00;1;14;Muy buena / Oso ona;17;42;"Muy buena / ";40;9;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;142;36;998;0;0;27,7;2,11
22/08/2017;02:00;2;17;Muy buena / Oso ona;20;41;"Muy buena / ";48;10;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona;137;36;997,9;0;0;27,6;1,57
22/08/2017;01:00;2;17;Muy buena / Oso ona;21;39;"Muy buena / ";58;12;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;132;45;997,9;0;0;25,6;1,49
21/08/2017;24:00;3;15;Muy buena / Oso ona;20;42;"Muy buena / ";69;13;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona;134;58;998,3;0;0;23,2;2,08
21/08/2017;23:00;3;17;Muy buena / Oso ona;21;36;"Muy buena / ";74;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;129;68;998,4;0;0;21,8;1,39
21/08/2017;22:00;3;19;Muy buena / Oso ona;24;39;"Muy buena / ";83;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;130;68;998,7;0;0;22,5;1,43
21/08/2017;21:00;3;24;Muy buena / Oso ona;29;46;"Muy buena / ";91;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;128;65;998,5;0;0;24;1,73
21/08/2017;20:00;7;42;Muy buena / Oso ona;53;39;"Muy buena / ";98;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;140;56;998,3;0;0,1;26,6;0,46
21/08/2017;19:00;1;19;Muy buena / Oso ona;20;94;"Buena / ";103;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;165;42;998,1;0;43,5;29,9;2,58
21/08/2017;18:00;1;17;Muy buena / Oso ona;19;113;"Buena / ";99;17;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;155;35;998,1;0;199,2;32,4;2,9
21/08/2017;17:00;1;15;Muy buena / Oso ona;17;116;"Buena / ";92;19;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;137;31;998,3;0;384,3;34,1;2,68
21/08/2017;16:00;2;16;Muy buena / Oso ona;19;111;"Buena / ";82;18;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;100;30;998,8;0;566,6;35,1;1,51
21/08/2017;15:00;2;18;Muy buena / Oso ona;20;105;"Buena / ";70;7;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona;345;29;999,4;0;712,8;35,3;0,73
21/08/2017;14:00;1;10;Muy buena / Oso ona;12;106;"Buena / ";58;8;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;168;27;1000,2;0;817,1;35,2;0,26
21/08/2017;13:00;1;10;Muy buena / Oso ona;12;96;"Buena / ";45;12;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;145;29;1001,1;0;871,1;33,2;0,96
21/08/2017;12:00;1;15;Muy buena / Oso ona;17;80;"Buena / ";33;9;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;131;32;1002;0;875,8;30,6;1,66
21/08/2017;11:00;3;16;Muy buena / Oso ona;20;66;"Buena / ";24;8;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;120;34;1002,9;0;820,9;28,7;1,39
21/08/2017;10:00;3;19;Muy buena / Oso ona;24;53;"Muy buena / ";18;9;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;121;41;1003,6;0;699,8;25,8;1,17
21/08/2017;09:00;8;23;Muy buena / Oso ona;36;36;"Muy buena / ";13;12;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;136;54;1004,1;0;562,1;21,7;1,56
21/08/2017;08:00;11;29;Muy buena / Oso ona;46;17;"Muy buena / ";11;13;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona;119;74;1004,8;0;375;17,9;1,15
21/08/2017;07:00;15;30;Muy buena / Oso ona;53;8;"Muy buena / ";10;13;Muy buena / Oso ona;14;Muy buena / Oso ona;1;Muy buena / Oso ona;115;96;1005,3;0;171,6;14,1;1,01
21/08/2017;06:00;35;32;Muy buena / Oso ona;85;1;"Muy buena / ";12;8;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona;138;98;1005,6;0;8,1;12,9;0,7
21/08/2017;05:00;10;24;Muy buena / Oso ona;40;3;"Muy buena / ";16;8;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona;171;97;1005,9;0;0;13,2;0,28
21/08/2017;04:00;6;20;Muy buena / Oso ona;30;8;"Muy buena / ";22;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;150;95;1006,1;0;0;13,7;1,12
21/08/2017;03:00;1;14;Muy buena / Oso ona;16;16;"Muy buena / ";28;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;123;94;1006,8;0;0;13,9;1,37
21/08/2017;02:00;1;8;Muy buena / Oso ona;10;18;"Muy buena / ";33;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;138;92;1007,5;0;0;14,1;0,89
21/08/2017;01:00;2;9;Muy buena / Oso ona;13;19;"Muy buena / ";39;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;143;88;1008;0;0;14,6;0,91
20/08/2017;24:00;6;11;Muy buena / Oso ona;21;23;"Muy buena / ";45;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;133;83;1008,3;0;0;15,4;1,17
20/08/2017;23:00;4;20;Muy buena / Oso ona;26;17;"Muy buena / ";47;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;141;79;1008,5;0;0;16;0,94
20/08/2017;22:00;3;14;Muy buena / Oso ona;19;34;"Muy buena / ";53;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;152;73;1008,7;0;0;17,4;1,29
20/08/2017;21:00;1;11;Muy buena / Oso ona;14;44;"Muy buena / ";58;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;162;69;1008,9;0;0;18,2;2,25
20/08/2017;20:00;2;13;Muy buena / Oso ona;16;49;"Muy buena / ";61;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;162;60;1008,8;0;0,3;19,5;2,75
20/08/2017;19:00;2;12;Muy buena / Oso ona;15;51;"Muy buena / ";63;10;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;154;47;1008,4;0;47;22;2,39
20/08/2017;18:00;2;10;Muy buena / Oso ona;12;59;"Muy buena / ";64;4;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;208;40;1008,1;0;204,2;24,4;1,17
20/08/2017;17:00;1;7;Muy buena / Oso ona;9;62;"Buena / ";63;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;335;37;1008,4;0;391,2;25,8;0,48
20/08/2017;16:00;1;5;Muy buena / Oso ona;6;62;"Buena / ";61;7;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;314;39;1008,6;0;578,6;25,6;2,32
20/08/2017;15:00;1;5;Muy buena / Oso ona;6;66;"Buena / ";55;6;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;146;34;1008,9;0;729,5;26;0,17
20/08/2017;14:00;0;5;Muy buena / Oso ona;5;68;"Buena / ";47;8;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;88;35;1009,1;0;830,5;25,8;1,95
20/08/2017;13:00;1;6;Muy buena / Oso ona;8;69;"Buena / ";39;7;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;338;38;1009,6;0;873,1;25,5;0,39
20/08/2017;12:00;1;4;Muy buena / Oso ona;6;65;"Buena / ";30;7;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;155;42;1009,9;0;878,2;23,8;0,63
20/08/2017;11:00;1;5;Muy buena / Oso ona;7;58;"Muy buena / ";22;4;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;162;48;1010,7;0;827,9;22,3;1,33
20/08/2017;10:00;1;5;Muy buena / Oso ona;7;57;"Muy buena / ";16;5;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;45;51;1011;0;726,2;21,8;0,45
20/08/2017;09:00;3;7;Muy buena / Oso ona;11;41;"Muy buena / ";9;6;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;303;68;1011,1;0;557,4;19,4;0,34
20/08/2017;08:00;6;10;Muy buena / Oso ona;19;13;"Muy buena / ";5;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;157;95;1011,3;0;292,1;15,5;0,46
20/08/2017;07:00;7;9;Muy buena / Oso ona;20;4;"Muy buena / ";4;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;141;99;1011,5;0;155,6;13;0,87
20/08/2017;06:00;8;11;Muy buena / Oso ona;23;1;"Muy buena / ";5;3;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;165;99;1011;0;9,8;12,3;0,69
20/08/2017;05:00;6;11;Muy buena / Oso ona;21;1;"Muy buena / ";8;3;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;178;99;1010,9;0;0;12,6;0,59
20/08/2017;04:00;4;9;Muy buena / Oso ona;15;4;"Muy buena / ";11;4;Muy buena / Oso ona;7;Muy buena / Oso ona;1;Muy buena / Oso ona;194;99;1010,8;0;0;12,9;0,47
20/08/2017;03:00;5;9;Muy buena / Oso ona;17;6;"Muy buena / ";17;5;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;159;99;1010,9;0;0;13,3;0,93
20/08/2017;02:00;4;14;Muy buena / Oso ona;20;5;"Muy buena / ";23;6;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;267;99;1011;0;0;13,4;0,43
20/08/2017;01:00;3;13;Muy buena / Oso ona;18;9;"Muy buena / ";30;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;220;98;1011;0;0;14;0,43
19/08/2017;24:00;8;16;Muy buena / Oso ona;28;8;"Muy buena / ";36;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;168;96;1011,4;0;0;14,5;0,84
19/08/2017;23:00;8;19;Muy buena / Oso ona;32;12;"Muy buena / ";39;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;265;93;1011,5;0;0;15,1;0,47
19/08/2017;22:00;5;22;Muy buena / Oso ona;30;17;"Muy buena / ";46;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;264;90;1011,3;0;0;15,9;0,56
19/08/2017;21:00;8;22;Muy buena / Oso ona;34;23;"Muy buena / ";52;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;262;82;1010,6;0;0;17;0,5
19/08/2017;20:00;2;12;Muy buena / Oso ona;16;46;"Muy buena / ";57;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;124;69;1009,9;0;0,3;18,8;0,77
19/08/2017;19:00;2;10;Muy buena / Oso ona;13;50;"Muy buena / ";58;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;99;57;1009,3;0;57,3;20,9;1,43
19/08/2017;18:00;1;6;Muy buena / Oso ona;7;52;"Muy buena / ";59;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;60;52;1008,8;0;220,1;22,6;1,64
19/08/2017;17:00;1;6;Muy buena / Oso ona;8;54;"Muy buena / ";59;6;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;3;50;1008,4;0;401,3;23,4;2,04
19/08/2017;16:00;1;4;Muy buena / Oso ona;6;60;"Muy buena / ";57;7;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;1;48;1008,3;0;558,5;24,1;2,03
19/08/2017;15:00;1;4;Muy buena / Oso ona;6;64;"Buena / ";54;6;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona;345;47;1008,1;0;734,4;24,4;2,35
19/08/2017;14:00;1;4;Muy buena / Oso ona;6;64;"Buena / ";47;5;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;340;49;1008,3;0;672,8;24,4;2,19
19/08/2017;13:00;1;4;Muy buena / Oso ona;6;62;"Buena / ";41;6;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona;322;49;1008,1;0;588,8;24,1;2,43
19/08/2017;12:00;1;7;Muy buena / Oso ona;9;60;"Muy buena / ";34;5;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;309;51;1008,1;0;691,4;24;1,96
19/08/2017;11:00;2;8;Muy buena / Oso ona;10;59;"Muy buena / ";28;10;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;101;59;1008,5;0;665,1;22,9;0,79
19/08/2017;10:00;5;13;Muy buena / Oso ona;21;48;"Muy buena / ";22;11;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;278;72;1008,9;0;349,7;21,2;0,98
19/08/2017;09:00;5;14;Muy buena / Oso ona;21;39;"Muy buena / ";18;9;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;306;78;1008,8;0;282,3;20,6;1,5
19/08/2017;08:00;5;17;Muy buena / Oso ona;25;33;"Muy buena / ";15;8;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona;312;90;1008,9;0;212,8;19,6;0,98
19/08/2017;07:00;6;19;Muy buena / Oso ona;29;13;"Muy buena / ";13;6;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona;273;98;1008,5;0;68,2;18,5;0,46
19/08/2017;06:00;7;19;Muy buena / Oso ona;29;10;"Muy buena / ";14;7;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;282;98;1007,8;0;4;18,2;0,39
19/08/2017;05:00;6;15;Muy buena / Oso ona;24;11;"Muy buena / ";17;7;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;295;98;1007,5;0;0;18,2;0,5
19/08/2017;04:00;4;16;Muy buena / Oso ona;22;13;"Muy buena / ";22;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;283;98;1007,3;0;0;18,1;0,72
19/08/2017;03:00;4;14;Muy buena / Oso ona;20;11;"Muy buena / ";27;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;189;96;1007,4;0;0;18,2;0,33
19/08/2017;02:00;5;16;Muy buena / Oso ona;23;16;"Muy buena / ";33;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;196;95;1007,9;0;0;18,6;0,57
19/08/2017;01:00;5;16;Muy buena / Oso ona;24;15;"Muy buena / ";39;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;186;95;1008,1;0;0;18,6;0,45
18/08/2017;24:00;4;19;Muy buena / Oso ona;26;17;"Muy buena / ";45;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;251;94;1008,1;0;0;18,6;0,69
18/08/2017;23:00;6;17;Muy buena / Oso ona;27;24;"Muy buena / ";45;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;178;93;1008;0;0;18,8;0,65
18/08/2017;22:00;6;18;Muy buena / Oso ona;27;29;"Muy buena / ";48;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;262;91;1008,1;0;0;19,1;0,24
18/08/2017;21:00;3;15;Muy buena / Oso ona;20;47;"Muy buena / ";49;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;289;85;1008,2;0;0;20;1,46
18/08/2017;20:00;3;16;Muy buena / Oso ona;20;49;"Muy buena / ";49;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;292;80;1007,7;0;0,6;20,8;2,13
18/08/2017;19:00;3;14;Muy buena / Oso ona;18;54;"Muy buena / ";48;2;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona;302;74;1006,8;0,1;37,3;21,9;2,29
18/08/2017;18:00;4;15;Muy buena / Oso ona;21;53;"Muy buena / ";46;3;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;285;69;1006,6;0;140;22,8;2,02
18/08/2017;17:00;2;11;Muy buena / Oso ona;14;56;"Muy buena / ";42;5;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;298;70;1006,8;0;293,1;23;2,23
18/08/2017;16:00;2;11;Muy buena / Oso ona;14;50;"Muy buena / ";36;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;306;85;1007;0;159,8;21,8;1,26
18/08/2017;15:00;3;11;Muy buena / Oso ona;15;46;"Muy buena / ";31;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;298;96;1007,1;0;183,4;20,6;1,85
18/08/2017;14:00;3;12;Muy buena / Oso ona;16;40;"Muy buena / ";26;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;295;90;1006,7;0;109,6;21;2,62
18/08/2017;13:00;2;10;Muy buena / Oso ona;13;44;"Muy buena / ";22;10;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona;310;67;1006;0;249,9;23,7;2,72
18/08/2017;12:00;4;17;Muy buena / Oso ona;24;39;"Muy buena / ";17;19;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;307;71;1006;0;446,6;23,3;2,22
18/08/2017;11:00;7;20;Muy buena / Oso ona;31;39;"Muy buena / ";14;21;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;319;63;1005,9;0;520,5;24,5;0,99
18/08/2017;10:00;14;33;Muy buena / Oso ona;55;20;"Muy buena / ";10;30;Muy buena / Oso ona;20;Muy buena / Oso ona;2;Muy buena / Oso ona;139;80;1005,8;0;298,1;21,7;1,08
18/08/2017;09:00;18;42;Muy buena / Oso ona;70;11;"Muy buena / ";8;26;Muy buena / Oso ona;21;Muy buena / Oso ona;1;Muy buena / Oso ona;259;87;1005,7;0;125,3;20,4;0,35
18/08/2017;08:00;12;34;Muy buena / Oso ona;53;10;"Muy buena / ";8;19;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;306;93;1005,5;0;73,3;19,5;0,46
18/08/2017;07:00;15;32;Muy buena / Oso ona;54;7;"Muy buena / ";8;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;242;96;1004,9;0;34,8;18,8;0,65
