Date;Hour;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
27/02/2017;22:00;339;92;995,5;0;9,7;0,19
27/02/2017;21:00;47;87;995,3;0;10,3;0,65
27/02/2017;20:00;72;75;995,5;0;11,6;0,76
27/02/2017;19:00;56;74;995,3;0;11,8;0,71
27/02/2017;18:00;347;75;994,6;1,1;12;0,84
27/02/2017;17:00;312;76;993,4;45,8;12,9;1,58
27/02/2017;16:00;254;57;992,5;190,4;16,5;3,25
27/02/2017;15:00;224;35;993,9;408,9;19,6;6,26
27/02/2017;14:00;217;38;994,5;518,1;18,8;6,2
27/02/2017;13:00;185;41;997,2;544,3;17,9;4,8
27/02/2017;12:00;193;43;996,9;533,8;16,7;6,28
27/02/2017;11:00;187;43;996,8;467,9;16,1;4,25
27/02/2017;10:00;182;46;998,6;363,2;15,5;2,85
27/02/2017;09:00;189;52;999,5;213,9;13,9;3,71
27/02/2017;08:00;218;57;999,7;56,8;12,7;3,48
27/02/2017;07:00;233;70;998,5;0;9,9;1,6
27/02/2017;06:00;316;81;997,5;0;8;0,33
27/02/2017;05:00;87;84;997;0;7,8;0,47
27/02/2017;04:00;7;91;997;0;6,8;0,62
27/02/2017;03:00;64;92;998,4;0;7;1,34
27/02/2017;02:00;70;92;999,5;0;7,3;1,56
27/02/2017;01:00;87;90;1000,4;0;8;2,21
26/02/2017;24:00;84;86;1001,5;0;9,6;1,67
26/02/2017;23:00;75;82;1002,1;0;10,6;1,35
26/02/2017;22:00;63;80;1002,8;0;11;0,99
26/02/2017;21:00;85;79;1003,3;0;11,3;0,97
26/02/2017;20:00;278;78;1003,8;0;11,3;0,88
26/02/2017;19:00;42;75;1003,3;0;11,7;0,82
26/02/2017;18:00;33;70;1002;17,6;13,3;1,43
26/02/2017;17:00;329;63;1002,5;138,9;15,6;1,09
26/02/2017;16:00;277;60;1003,7;284,4;16,9;1,51
26/02/2017;15:00;273;56;1003,4;389,8;17,9;1,8
26/02/2017;14:00;280;55;1005,7;494,1;17,8;1,46
26/02/2017;13:00;255;55;1007,7;530,8;17,3;1,65
26/02/2017;12:00;196;55;1007;473;16,7;0,87
26/02/2017;11:00;125;65;1006,8;422,9;14,7;0,45
26/02/2017;10:00;91;75;1008,1;346,5;11,8;1,28
26/02/2017;09:00;86;81;1009,4;203;9,4;1,19
26/02/2017;08:00;43;88;1007,6;49;7,1;0,38
26/02/2017;07:00;69;90;1006,8;0;5,9;1,43
26/02/2017;06:00;71;91;1006,9;0;5,5;1,38
26/02/2017;05:00;67;93;1006,9;0;5,1;0,92
26/02/2017;04:00;107;93;1006,7;0;4,9;0,32
26/02/2017;03:00;246;92;1006,4;0;5,1;0,29
26/02/2017;02:00;288;91;1006,3;0;5,5;0,18
26/02/2017;01:00;278;91;1006,8;0;5,9;0,1
25/02/2017;24:00;74;89;1006,6;0;6,4;0,42
25/02/2017;23:00;80;85;1006,2;0;7;0,3
25/02/2017;22:00;305;83;1006;0;8,1;0,12
25/02/2017;21:00;59;79;1005,3;0;9;0,09
25/02/2017;20:00;86;72;1004,4;0;10,7;0,22
25/02/2017;19:00;244;64;1003,4;0;12,7;0,13
25/02/2017;18:00;303;52;1002,1;21,3;15,6;0,26
25/02/2017;17:00;309;40;1001,5;120;18,1;1,08
25/02/2017;16:00;267;36;1002,8;307,9;19,4;1,35
25/02/2017;15:00;257;36;1003,6;436,2;19,6;1,32
25/02/2017;14:00;67;41;1005,8;513,4;18,2;1,66
25/02/2017;13:00;78;47;1007,5;560,2;16,7;1,25
25/02/2017;12:00;85;53;1006,5;538,8;13,9;1,8
25/02/2017;11:00;90;59;1006;475,3;10,7;3,2
25/02/2017;10:00;87;75;1007,5;357,7;7,6;2,95
25/02/2017;09:00;83;92;1008,5;217,4;5;2,25
25/02/2017;08:00;80;96;1006,7;58,4;2,5;1,86
25/02/2017;07:00;77;96;1006,4;0;2;1,54
25/02/2017;06:00;76;96;1006,5;0;2,3;1,76
25/02/2017;05:00;79;96;1006,9;0;2,7;1,54
25/02/2017;04:00;71;96;1007,3;0;3;1,41
25/02/2017;03:00;81;96;1008;0;3,2;1,49
25/02/2017;02:00;69;95;1008,8;0;3;1,25
25/02/2017;01:00;52;95;1009;0;3,2;0,38
24/02/2017;24:00;60;95;1009;0;3,8;0,98
24/02/2017;23:00;87;94;1008,9;0;4,2;0,19
24/02/2017;22:00;49;93;1009;0;5;0,5
24/02/2017;21:00;305;90;1008,5;0;5,8;0,47
24/02/2017;20:00;358;86;1008,5;0;6,9;0,26
24/02/2017;19:00;283;82;1007,6;0;7,8;1
24/02/2017;18:00;299;79;1007,4;2,8;9,1;0,69
24/02/2017;17:00;19;74;1006,7;35,5;10;1,2
24/02/2017;16:00;27;72;1007;134,5;10,5;1,32
24/02/2017;15:00;17;78;1007,6;242,8;10,1;1,01
24/02/2017;14:00;348;76;1005,7;229,4;10,2;2,16
24/02/2017;13:00;47;77;1008,3;358,5;10,9;1,39
24/02/2017;12:00;303;85;1006,8;240;10,2;0,96
24/02/2017;11:00;261;92;1007,6;210,4;9,6;1,78
24/02/2017;10:00;259;94;1006,7;68,1;8,7;1,33
24/02/2017;09:00;265;95;1006,1;34,4;8,4;1,23
24/02/2017;08:00;261;95;1005,4;6,4;8;1,24
24/02/2017;07:00;259;95;1004,9;0;8,1;1,4
24/02/2017;06:00;268;95;1004,6;0;8,3;1,3
24/02/2017;05:00;262;95;1003,9;0;8,4;1,45
24/02/2017;04:00;277;96;1003,6;0;8,9;1,11
24/02/2017;03:00;355;95;1003,2;0;8,9;0,82
24/02/2017;02:00;13;93;1003,2;0,2;9,2;0,46
24/02/2017;01:00;29;92;1003,4;0;9,2;1,04
23/02/2017;24:00;42;94;1003,5;0;9;0,99
23/02/2017;23:00;2;93;1003,6;0;9,1;0,87
23/02/2017;22:00;303;83;1003,8;0;10;0,96
23/02/2017;21:00;318;77;1003,5;0;10,6;0,94
23/02/2017;20:00;257;78;1003,2;0;10,7;1,5
23/02/2017;19:00;282;79;1002,6;0;10,8;1,21
23/02/2017;18:00;280;79;1002,1;0;11,1;1,06
23/02/2017;17:00;313;81;1001,5;8,8;11,4;1,2
23/02/2017;16:00;282;78;1001,5;69,1;11,9;1,61
23/02/2017;15:00;276;77;1001,4;113,8;12,2;1,78
23/02/2017;14:00;289;77;1001,5;191,3;12,4;1,62
23/02/2017;13:00;264;77;1002,9;322,7;12,6;2,46
23/02/2017;12:00;266;82;1004;315,9;12,2;1,89
23/02/2017;11:00;58;96;1003,7;162,9;10,2;0,4
23/02/2017;10:00;77;97;1003,6;101,1;8,7;1,27
23/02/2017;09:00;18;97;1003,4;36,8;7,9;0,2
23/02/2017;08:00;73;97;1002,7;4,6;6,9;0,54
23/02/2017;07:00;235;97;1002,1;0;6,5;1,14
23/02/2017;06:00;263;96;1001,2;0;5,6;1,65
23/02/2017;05:00;300;96;1000,9;0;5,7;1,01
23/02/2017;04:00;34;96;1001;0;6,3;0,79
23/02/2017;03:00;72;96;1001,6;0;7,1;1,23
23/02/2017;02:00;63;96;1002,3;0,2;7,4;1,39
23/02/2017;01:00;75;96;1002,7;0,3;7,8;1,57
22/02/2017;24:00;100;96;1003,3;0;8,3;0,4
22/02/2017;23:00;242;95;1004,1;0;8,6;0,73
22/02/2017;22:00;261;95;1004,6;0;8,7;1,39
22/02/2017;21:00;269;93;1004,6;0;8,8;1,38
22/02/2017;20:00;289;90;1004;0;9,5;0,96
22/02/2017;19:00;304;84;1003,7;0;11,1;1,04
22/02/2017;18:00;38;75;1002,4;11,2;13,7;1,96
22/02/2017;17:00;64;70;1002,9;138,9;15,9;2,78
22/02/2017;16:00;65;68;1003,5;281,3;16,5;3,49
22/02/2017;15:00;66;64;1005,1;405,7;17,4;3,22
22/02/2017;14:00;57;62;1007,4;470,9;17,2;2,58
22/02/2017;13:00;67;66;1008,8;436,1;15,6;2,1
22/02/2017;12:00;74;71;1008,7;463,3;14,4;1,84
22/02/2017;11:00;83;78;1008,7;444,3;11,5;2,16
22/02/2017;10:00;82;89;1010,3;336,1;8,5;2,59
22/02/2017;09:00;63;96;1009,9;171,7;5,4;1,75
22/02/2017;08:00;52;96;1008,8;24,6;4,2;1
22/02/2017;07:00;58;96;1008,1;0,4;4,3;1,52
22/02/2017;06:00;58;96;1008,6;0;4,3;1,34
22/02/2017;05:00;51;96;1009,1;0;4,6;1,74
22/02/2017;04:00;58;95;1009,2;0,1;4,5;0,98
22/02/2017;03:00;70;95;1010;0;4,9;0,93
22/02/2017;02:00;2;95;1010;0;5,1;0,14
22/02/2017;01:00;120;94;1010,2;0;5,6;0,12
21/02/2017;24:00;47;94;1010,5;0;5,6;0,32
21/02/2017;23:00;83;93;1010,5;0;6,3;0,23
21/02/2017;22:00;140;92;1010,5;0;7;0,2
21/02/2017;21:00;282;89;1010,4;0;7,9;0,1
21/02/2017;20:00;325;87;1010,4;0;8,9;0,07
21/02/2017;19:00;44;83;1009,7;0;10,1;0,55
21/02/2017;18:00;10;76;1008,6;8,9;12,3;0,88
21/02/2017;17:00;333;67;1008,4;110,8;14,9;1,23
21/02/2017;16:00;285;63;1010,5;230,8;15,8;1,06
21/02/2017;15:00;304;64;1011,5;308,2;15,5;1
21/02/2017;14:00;301;64;1012,7;340,2;15,3;1,03
21/02/2017;13:00;260;67;1013,2;319,6;14,2;2,13
21/02/2017;12:00;296;67;1013;238,9;13,8;1,43
21/02/2017;11:00;188;65;1014,5;462,7;14,3;0,46
21/02/2017;10:00;181;79;1014,7;270,9;9,8;0,3
21/02/2017;09:00;72;87;1014,5;114,1;6,7;0,62
21/02/2017;08:00;99;92;1013,4;46,2;5,2;0,43
21/02/2017;07:00;78;93;1012,5;0;4,5;0,91
21/02/2017;06:00;85;93;1012,6;0;4,7;0,99
21/02/2017;05:00;82;93;1012,3;0;4,9;1,33
21/02/2017;04:00;80;92;1012,6;0;5,7;1,36
21/02/2017;03:00;64;92;1013,2;0;5,9;1,3
21/02/2017;02:00;68;92;1014,1;0;6,1;1,12
21/02/2017;01:00;56;92;1014;0;6,3;0,6
20/02/2017;24:00;78;92;1014,3;0;6,4;0,85
20/02/2017;23:00;57;92;1014,1;0;6,6;0,26
20/02/2017;22:00;51;92;1013,9;0;6,8;0,77
20/02/2017;21:00;138;90;1013,6;0;7,3;0,28
20/02/2017;20:00;239;88;1013,2;0;8,1;0,38
20/02/2017;19:00;280;83;1012,5;0;9,5;0,07
20/02/2017;18:00;48;77;1011,5;1,3;11;1,34
20/02/2017;17:00;53;70;1012,8;105,2;13,3;1,53
20/02/2017;16:00;11;71;1011,6;144,1;13,4;1,92
20/02/2017;15:00;55;61;1013,2;298,2;14,9;1,61
20/02/2017;14:00;297;57;1014,7;352,8;15;0,78
20/02/2017;13:00;273;61;1014,2;223,4;14,1;0,88
20/02/2017;12:00;226;62;1014,9;413,8;14,5;1,29
20/02/2017;11:00;169;74;1015,8;405,9;13,4;0,94
20/02/2017;10:00;63;91;1016,4;243,2;10,1;0,9
20/02/2017;09:00;58;95;1015,7;81,1;7,9;1,08
20/02/2017;08:00;67;94;1014;12,8;7,4;0,48
20/02/2017;07:00;5;93;1013,7;0;8;0,42
20/02/2017;06:00;45;93;1013,7;0;8,2;0,09
20/02/2017;05:00;33;92;1013,7;0;8,3;0,52
20/02/2017;04:00;26;92;1014;0;8,3;0,27
20/02/2017;03:00;62;92;1014,5;0;8,3;0,45
20/02/2017;02:00;9;92;1014,7;0;8,2;0,26
20/02/2017;01:00;253;92;1014,8;0;8;0,13
19/02/2017;24:00;311;92;1015;0;8;0,18
19/02/2017;23:00;63;93;1015,4;0;7,6;0,51
19/02/2017;22:00;208;92;1014,6;0;7,5;0,29
19/02/2017;21:00;267;90;1014;0;8,4;0,29
19/02/2017;20:00;272;87;1013,9;0;9,3;0,54
19/02/2017;19:00;254;83;1013,3;0;10,3;1,06
19/02/2017;18:00;53;80;1013,4;1,5;11,4;0,78
19/02/2017;17:00;49;80;1013;19,7;11,9;0,61
19/02/2017;16:00;118;79;1014,6;116,5;12,4;0,67
19/02/2017;15:00;325;82;1014;26,5;11,6;0,8
19/02/2017;14:00;300;81;1013,6;37,2;11,9;0,86
19/02/2017;13:00;274;81;1014;86,7;12,3;1,34
19/02/2017;12:00;259;82;1014,9;145,8;12,3;2,09
19/02/2017;11:00;255;85;1014,8;107,6;11,7;1,9
19/02/2017;10:00;258;89;1014,9;74;11,2;1,22
19/02/2017;09:00;249;93;1013,8;10;10,3;0,5
19/02/2017;08:00;300;93;1012,9;0;10,2;0,49
19/02/2017;07:00;281;93;1012;0;10;0,81
19/02/2017;06:00;262;92;1011,6;0;10,1;1,18
19/02/2017;05:00;256;91;1011,2;0;10,1;1,42
19/02/2017;04:00;257;92;1010,7;0;10;1,78
19/02/2017;03:00;259;93;1010,3;0;9,9;1,43
19/02/2017;02:00;260;93;1009,8;0;9,8;1,53
19/02/2017;01:00;263;92;1009,6;0;9,8;0,23
18/02/2017;24:00;284;92;1009,3;0;9,7;0,67
18/02/2017;23:00;289;91;1008,9;0;9,8;0,7
18/02/2017;22:00;253;91;1008,8;0;10;0,69
18/02/2017;21:00;285;91;1008,2;0;9,9;0,65
18/02/2017;20:00;290;87;1007,8;0;10,3;0,78
18/02/2017;19:00;285;86;1007,3;0;10,6;0,63
18/02/2017;18:00;282;82;1006,7;2,8;11,4;0,99
18/02/2017;17:00;260;77;1006;48,2;12,3;2,06
18/02/2017;16:00;257;74;1005,9;187;13,4;3,6
18/02/2017;15:00;254;72;1006,4;295;13,9;3,3
18/02/2017;14:00;260;73;1007;354,5;13,9;3,72
18/02/2017;13:00;259;64;1007,6;378,7;15;2,94
18/02/2017;12:00;261;58;1008,5;455,6;15,7;2,33
18/02/2017;11:00;140;64;1008,4;404,6;14,4;0,46
18/02/2017;10:00;106;77;1009,8;287,5;10,3;0,28
18/02/2017;09:00;73;88;1009,1;159,4;6,7;0,75
18/02/2017;08:00;48;93;1007,6;27;3,9;0,56
18/02/2017;07:00;67;93;1006,8;0;3,7;0,22
18/02/2017;06:00;74;94;1007,3;0;4,3;1,37
18/02/2017;05:00;75;92;1007,3;0;4,5;1,17
18/02/2017;04:00;63;92;1007,7;0;4,8;1,7
18/02/2017;03:00;77;93;1008,3;0;4,5;1,49
18/02/2017;02:00;334;90;1008,6;0;5,1;0,14
18/02/2017;01:00;56;89;1009,3;0;6,1;1,57
17/02/2017;24:00;49;89;1009,7;0;6,3;1,68
17/02/2017;23:00;350;86;1009,9;0;7,3;0,26
17/02/2017;22:00;44;82;1009,9;0;8,5;1,34
17/02/2017;21:00;42;83;1010,1;0;9,1;0,93
17/02/2017;20:00;43;85;1009,7;0;9,9;0,45
17/02/2017;19:00;297;83;1009,5;0;11,4;1,35
17/02/2017;18:00;271;74;1008,1;7;13,4;1,69
17/02/2017;17:00;286;59;1007,8;110,3;17;1,37
17/02/2017;16:00;108;42;1009,2;255;20;0,51
17/02/2017;15:00;87;44;1010,4;376,9;18,9;2,23
17/02/2017;14:00;188;45;1012,9;464,1;19;0,96
17/02/2017;13:00;213;51;1014,4;504;17,2;2,45
17/02/2017;12:00;199;57;1013,7;484,7;16;2,25
17/02/2017;11:00;155;58;1014;415,3;16;0,46
17/02/2017;10:00;82;73;1016,1;300,3;11,5;0,97
17/02/2017;09:00;24;83;1015,5;159,6;8,1;0,2
17/02/2017;08:00;281;92;1013,7;22,8;4,6;0,28
17/02/2017;07:00;355;91;1013;0;4,5;0,33
17/02/2017;06:00;26;92;1012,9;0;5,1;0,68
17/02/2017;05:00;40;92;1013,4;0;5;0,71
17/02/2017;04:00;71;92;1013,6;0;5,4;0,91
17/02/2017;03:00;64;91;1014;0;5,8;0,92
17/02/2017;02:00;72;90;1014,1;0;6;0,6
17/02/2017;01:00;37;88;1014,4;0;6,9;0,42
16/02/2017;24:00;53;87;1014,4;0;7,7;0,4
16/02/2017;23:00;321;83;1014,9;0;8,6;0,27
16/02/2017;22:00;26;80;1014,9;0;9,4;0,7
16/02/2017;21:00;49;76;1014,7;0;10,7;1,05
16/02/2017;20:00;75;71;1014,5;0;12,2;1,22
16/02/2017;19:00;78;64;1014;0;13,8;1,56
16/02/2017;18:00;54;53;1012,7;6,7;16,6;0,45
16/02/2017;17:00;214;40;1012,5;115,7;19,4;2,12
16/02/2017;16:00;167;38;1013;253,9;20,2;1,02
16/02/2017;15:00;129;39;1013,8;373,9;20;1
16/02/2017;14:00;128;42;1016;457;19,7;1,2
16/02/2017;13:00;167;46;1017,6;478,4;18,5;1,57
16/02/2017;12:00;211;52;1016,7;440,1;17;3,74
16/02/2017;11:00;208;56;1016,3;402,8;15,9;3,43
16/02/2017;10:00;245;63;1018,3;249,3;14,4;0,87
16/02/2017;09:00;268;75;1018,1;140,1;11,2;0,25
16/02/2017;08:00;28;76;1015,8;6,4;9,9;0,23
16/02/2017;07:00;318;73;1015,8;0;10,5;0,53
16/02/2017;06:00;327;76;1016;0;9,3;0,4
16/02/2017;05:00;336;82;1015,9;0;7,5;0,33
16/02/2017;04:00;106;85;1015,7;0;6,7;0,04
16/02/2017;03:00;46;85;1015,9;0;7;0,43
16/02/2017;02:00;57;83;1015,7;0;7,8;0,42
16/02/2017;01:00;352;81;1015,9;0;8,3;0,25
15/02/2017;24:00;322;81;1015,6;0;8,6;0,32
15/02/2017;23:00;357;76;1016;0;9,7;0,69
15/02/2017;22:00;45;73;1016;0;10,4;1,13
15/02/2017;21:00;48;69;1015,8;0;11,3;1,55
15/02/2017;20:00;74;64;1015,8;0;12,5;2,13
15/02/2017;19:00;37;60;1014,9;0;13,2;0,99
15/02/2017;18:00;60;51;1014;2,2;15,3;1,18
15/02/2017;17:00;92;45;1013,8;77,9;17,2;2,97
15/02/2017;16:00;95;46;1013,9;207;18;2,2
15/02/2017;15:00;175;46;1014,8;352,7;18,5;1,5
15/02/2017;14:00;102;47;1016,3;446;18,3;2,1
15/02/2017;13:00;119;47;1017,5;468,9;17,7;1,56
15/02/2017;12:00;202;49;1016,7;465,9;16,9;3,79
15/02/2017;11:00;204;55;1015,7;401,5;15,6;3,78
15/02/2017;10:00;194;58;1017;290,1;14,4;2,1
15/02/2017;09:00;193;61;1016,6;149;12,8;2,81
15/02/2017;08:00;202;63;1014,6;30;11,6;1,83
15/02/2017;07:00;192;63;1013,1;0;11;0,97
15/02/2017;06:00;86;58;1013,1;0;12,3;2,89
15/02/2017;05:00;84;58;1012,9;0;12,7;3,88
15/02/2017;04:00;87;58;1012,1;0;12,2;1,31
15/02/2017;03:00;66;56;1011,8;0;12,4;2,12
15/02/2017;02:00;122;59;1011,5;0;12,5;0,71
15/02/2017;01:00;111;59;1011,4;0;12,7;1,27
14/02/2017;24:00;175;58;1010,5;0;12,8;0,26
14/02/2017;23:00;82;56;1010,3;0;13,6;1,65
14/02/2017;22:00;97;55;1010,2;0;13,8;1,78
14/02/2017;21:00;189;56;1009,3;0;13,7;1,86
14/02/2017;20:00;91;54;1009,1;0;14;2,35
14/02/2017;19:00;84;55;1008,3;0;14,1;2,62
14/02/2017;18:00;86;52;1007,3;0;14,9;1,8
14/02/2017;17:00;175;40;1006,6;8;16,4;1,52
14/02/2017;16:00;208;36;1005,7;103,8;17,3;2,69
14/02/2017;15:00;187;35;1003,9;273,5;18,5;3,24
14/02/2017;14:00;163;36;1007,2;476,8;18,8;1,45
14/02/2017;13:00;175;39;1007,9;524,6;17,7;2,37
14/02/2017;12:00;161;43;1006;429,2;16,8;1,93
14/02/2017;11:00;132;47;1005;372,8;15,7;1,36
14/02/2017;10:00;154;54;1006,7;297,2;14,5;0,59
14/02/2017;09:00;172;68;1006,4;160,1;10,7;1
14/02/2017;08:00;64;81;1004,1;20;6,6;2,31
14/02/2017;07:00;75;84;1003,2;0;5,9;0,92
14/02/2017;06:00;53;87;1002,9;0;5,6;1,06
14/02/2017;05:00;54;91;1002,2;0;5,4;0,76
14/02/2017;04:00;53;93;1001,7;0;5,5;1,45
14/02/2017;03:00;45;94;1001,1;0;5,6;0,67
14/02/2017;02:00;74;94;1001;0;6,4;1,44
14/02/2017;01:00;64;94;1000,4;0;6,8;1,03
13/02/2017;24:00;73;92;999,7;0;7,2;0,82
13/02/2017;23:00;39;91;999;0;8,4;1,14
13/02/2017;22:00;64;91;998,4;0;8,5;1,38
13/02/2017;21:00;76;88;997,7;0;9,1;0,68
13/02/2017;20:00;281;84;996,9;0;10,4;0,54
13/02/2017;19:00;320;80;996;0;11,4;0,52
13/02/2017;18:00;24;73;994,2;2,4;12,7;0,18
13/02/2017;17:00;180;67;993,6;108,7;13,9;1,68
13/02/2017;16:00;135;73;993,7;225,4;13,8;1,24
13/02/2017;15:00;197;72;990;143,5;14,2;3,32
13/02/2017;14:00;94;58;990,4;219,4;16;3,36
13/02/2017;13:00;90;59;989,6;210,6;15,4;8,6
13/02/2017;12:00;91;56;989,5;195,9;16;6,33
13/02/2017;11:00;92;56;988,9;292,1;15,6;7,06
13/02/2017;10:00;86;56;988,3;101,6;14,7;5,78
13/02/2017;09:00;86;55;987,1;17,1;14,3;7,42
13/02/2017;08:00;91;54;987,3;9,6;14;5,69
13/02/2017;07:00;104;50;987,2;0;14,3;3,22
13/02/2017;06:00;140;48;986,8;0;14,4;1,44
13/02/2017;05:00;117;49;986,7;0;14,5;2,44
13/02/2017;04:00;112;52;986;0;14,7;2,49
13/02/2017;03:00;106;54;985,8;0;14,6;3,31
13/02/2017;02:00;144;54;986,3;0;14,6;2,01
13/02/2017;01:00;108;55;986,3;0;14,5;2,13
12/02/2017;24:00;109;54;986,9;0;14,5;2,75
12/02/2017;23:00;91;54;986,6;0;14,5;3,85
12/02/2017;22:00;88;53;986,8;0;14,6;5,47
12/02/2017;21:00;91;53;987,1;0;14,5;3,54
12/02/2017;20:00;87;52;987,3;0;14,7;5,63
12/02/2017;19:00;84;51;987,5;0;14,9;5,61
12/02/2017;18:00;85;52;986,8;0;14,7;3,74
12/02/2017;17:00;94;54;987;48,9;14,9;2,26
12/02/2017;16:00;89;57;987,1;98,4;14,6;3,79
12/02/2017;15:00;88;57;987,5;195,9;14,7;4,4
12/02/2017;14:00;92;57;987,7;171,8;14,2;6,74
12/02/2017;13:00;90;57;989,8;193;13,9;4,51
12/02/2017;12:00;87;68;990,1;124,8;12,6;3,04
12/02/2017;11:00;89;70;990,6;51,8;12,3;3,99
12/02/2017;10:00;65;86;991,2;81,7;9;1,34
12/02/2017;09:00;329;93;991,2;23,6;6,8;0,55
12/02/2017;08:00;49;92;991,1;3,2;6,5;0,23
12/02/2017;07:00;72;89;991,5;0;6,8;1,29
12/02/2017;06:00;65;89;992,2;0;6,8;3,22
12/02/2017;05:00;83;88;992,7;0;6,7;2,7
12/02/2017;04:00;65;89;993,3;0;6,7;2,74
12/02/2017;03:00;71;91;994;0;6,6;2,33
12/02/2017;02:00;75;92;994,7;0;6,7;2
12/02/2017;01:00;73;93;995,2;0;6,5;1,62
11/02/2017;24:00;69;93;995,8;0;6,4;1,49
11/02/2017;23:00;78;93;996,4;0;6,3;1,72
11/02/2017;22:00;94;92;997,2;0;6,5;1,62
11/02/2017;21:00;89;91;997,7;0;6,7;1
11/02/2017;20:00;75;90;998,1;0;6,7;1,25
11/02/2017;19:00;64;88;998,2;0;7,1;2,15
11/02/2017;18:00;60;87;998;0;7,4;2,76
11/02/2017;17:00;50;85;997,7;7;8;3,02
11/02/2017;16:00;54;80;997,9;37,8;8,9;2,97
11/02/2017;15:00;55;75;998,9;151,5;10;2,94
11/02/2017;14:00;62;74;1000;123,1;9,8;2,58
11/02/2017;13:00;62;72;1000,4;60,2;9,6;2,36
11/02/2017;12:00;74;73;1001,4;88,3;9,6;1,31
11/02/2017;11:00;254;78;1002,6;181,8;8;0,59
11/02/2017;10:00;86;85;1002,6;112,1;5,1;0,83
11/02/2017;09:00;54;89;1002,3;36,7;3,6;0,25
11/02/2017;08:00;33;90;1001,4;0,7;3,1;0,24
11/02/2017;07:00;64;88;1000,9;0;3,4;0,71
11/02/2017;06:00;55;88;1000,4;0;3,8;0,51
11/02/2017;05:00;72;88;1000,5;0;3,7;0,28
11/02/2017;04:00;49;87;1000,1;0;3,6;0,08
11/02/2017;03:00;17;85;1000,1;0;4,2;0,33
11/02/2017;02:00;240;84;1000,2;0;4,1;0,17
11/02/2017;01:00;9;83;1000,1;0;4,4;0,56
10/02/2017;24:00;304;81;999,8;0;4,9;0,33
10/02/2017;23:00;21;78;999,7;0;5,6;0,78
10/02/2017;22:00;12;76;999,3;0;6;0,16
10/02/2017;21:00;4;74;999,2;0;6,7;0,25
10/02/2017;20:00;311;71;998,8;0;7,5;0,64
10/02/2017;19:00;309;65;998,3;0;8,9;0,23
10/02/2017;18:00;69;55;997,1;0;11;1,43
10/02/2017;17:00;127;47;997,3;57,1;12,9;2,03
10/02/2017;16:00;175;45;996,7;127,3;13,3;2,21
10/02/2017;15:00;95;44;997,6;246,7;13,4;2,69
10/02/2017;14:00;87;43;996,6;186,4;13,3;2,33
10/02/2017;13:00;88;43;998;367,7;12,9;3,11
10/02/2017;12:00;89;45;997,8;336,2;11,9;3,3
10/02/2017;11:00;87;47;997,2;214,7;10,9;4,15
10/02/2017;10:00;;41;1011,4;793,9;;
10/02/2017;09:00;;40;1024,4;1376,7;;
10/02/2017;08:00;102;56;1022,2;1353,5;;13,21
10/02/2017;07:00;121;62;1020,9;1341;;8,7
10/02/2017;06:00;92;51;1021,3;1344,7;;16,56
10/02/2017;05:00;144;42;1021,1;1343,2;;1,63
10/02/2017;04:00;;38;1020,3;1334,4;;
10/02/2017;03:00;85;37;1020,3;1335,2;;17,32
10/02/2017;02:00;;37;1020,7;1338,9;;
10/02/2017;01:00;208;38;1020,7;1338,9;;13,24
09/02/2017;24:00;135;38;1020,8;1339,6;;17,46
09/02/2017;23:00;132;41;1020,1;1332,6;;17,41
09/02/2017;22:00;;49;1020,1;1332,7;;
09/02/2017;21:00;219;47;1021;1342,2;;15,42
09/02/2017;20:00;198;46;1021,7;1348,9;;19,67
09/02/2017;19:00;;45;1022,7;1359,3;;
09/02/2017;18:00;;43;1025,7;1389,6;;
09/02/2017;17:00;;39;1029,4;1426,8;;
09/02/2017;16:00;2;38;1031,8;1450,8;;11,67
09/02/2017;15:00;17;38;1036,6;1498,2;;16,68
09/02/2017;14:00;340;39;1038,6;1518,1;;14,35
09/02/2017;13:00;;47;1048,4;1616,3;;
09/02/2017;12:00;;58;1053,1;1662,6;;
09/02/2017;11:00;24;58;1040,4;1536,5;;19,6
09/02/2017;10:00;268;53;968,7;1300,6;;11,54
09/02/2017;09:00;231;56;1019,8;1329,6;;7,83
09/02/2017;08:00;245;62;1024,9;1379,9;;19,94
09/02/2017;07:00;181;62;1025,8;1389,9;;19,41
09/02/2017;06:00;;56;1019,5;1327,2;;
09/02/2017;05:00;228;57;1020,1;1332,9;;23,14
09/02/2017;04:00;;57;1020,2;1334;;
09/02/2017;03:00;;56;1019,8;1330,2;;
09/02/2017;02:00;215;55;1019;1321,7;;19,93
09/02/2017;01:00;;61;1025,4;1385,8;;
08/02/2017;24:00;;56;1019,9;1331;;
08/02/2017;23:00;;56;1020,3;1335;;
08/02/2017;22:00;;59;1023,8;1369,2;;
08/02/2017;21:00;;54;1021;1341,8;;
08/02/2017;20:00;;55;1020,6;1338,5;;
08/02/2017;19:00;;55;1021,5;1347,1;;
08/02/2017;18:00;;55;1023,2;1364,3;;
08/02/2017;17:00;;54;1024,1;1373,9;;
08/02/2017;16:00;;52;1024,8;1379,8;;
08/02/2017;15:00;;55;1028,9;1421,6;;
08/02/2017;14:00;;53;1031,1;1443,4;;
08/02/2017;13:00;;48;1033,2;1464,5;;
08/02/2017;12:00;;51;1029,7;1429;;
