Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA
24/07/2017;12:00;0,24;"Muy buena / ";0,27;7;11;Muy buena / Oso ona;22;4;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
24/07/2017;11:00;0,26;"Muy buena / ";0,27;8;12;Muy buena / Oso ona;25;6;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
24/07/2017;10:00;0,27;"Muy buena / ";0,27;9;15;Muy buena / Oso ona;28;5;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
24/07/2017;09:00;0,27;"Muy buena / ";0,27;8;11;Muy buena / Oso ona;24;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;4;Muy buena / Oso ona
24/07/2017;08:00;0,3;"Muy buena / ";0,27;9;13;Muy buena / Oso ona;26;9;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
24/07/2017;07:00;0,29;"Muy buena / ";0,26;8;16;Muy buena / Oso ona;28;5;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
24/07/2017;06:00;0,28;"Muy buena / ";0,26;6;14;Muy buena / Oso ona;23;5;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
24/07/2017;05:00;0,27;"Muy buena / ";0,25;4;13;Muy buena / Oso ona;19;9;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
24/07/2017;04:00;0,26;"Muy buena / ";0,25;2;6;Muy buena / Oso ona;9;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;4;Muy buena / Oso ona
24/07/2017;03:00;0,25;"Muy buena / ";0,25;0;6;Muy buena / Oso ona;6;8;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
24/07/2017;02:00;0,25;"Muy buena / ";0,24;1;6;Muy buena / Oso ona;7;16;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
24/07/2017;01:00;0,25;"Muy buena / ";0,23;1;5;Muy buena / Oso ona;6;17;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
23/07/2017;24:00;0,26;"Muy buena / ";0,22;1;5;Muy buena / Oso ona;6;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
23/07/2017;23:00;0,26;"Muy buena / ";0,21;1;7;Muy buena / Oso ona;8;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
23/07/2017;22:00;0,25;"Muy buena / ";0,2;1;8;Muy buena / Oso ona;11;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
23/07/2017;21:00;0,27;"Muy buena / ";0,18;5;11;Muy buena / Oso ona;19;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
23/07/2017;20:00;0,24;"Muy buena / ";0,17;5;9;Muy buena / Oso ona;17;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
23/07/2017;19:00;0,2;"Muy buena / ";0,15;4;10;Muy buena / Oso ona;16;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
23/07/2017;18:00;0,18;"Muy buena / ";0,15;5;9;Muy buena / Oso ona;16;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
23/07/2017;17:00;0,18;"Muy buena / ";0,15;2;9;Muy buena / Oso ona;12;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
23/07/2017;16:00;0,16;"Muy buena / ";0,16;2;7;Muy buena / Oso ona;10;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
23/07/2017;15:00;0,14;"Muy buena / ";0,18;1;6;Muy buena / Oso ona;8;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
23/07/2017;14:00;0,17;"Muy buena / ";0,19;3;6;Muy buena / Oso ona;11;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
23/07/2017;13:00;0,15;"Muy buena / ";0,2;2;7;Muy buena / Oso ona;10;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
23/07/2017;12:00;0,13;"Muy buena / ";0,21;2;6;Muy buena / Oso ona;9;11;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
23/07/2017;11:00;0,11;"Muy buena / ";0,23;2;5;Muy buena / Oso ona;8;9;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
23/07/2017;10:00;0,15;"Muy buena / ";0,25;2;5;Muy buena / Oso ona;8;8;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona
23/07/2017;09:00;0,25;"Muy buena / ";0,26;4;7;Muy buena / Oso ona;14;9;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
23/07/2017;08:00;0,26;"Muy buena / ";0,25;3;5;Muy buena / Oso ona;10;13;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
23/07/2017;07:00;0,25;"Muy buena / ";0,26;3;9;Muy buena / Oso ona;14;20;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
23/07/2017;06:00;0,26;"Muy buena / ";0,26;2;8;Muy buena / Oso ona;12;17;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
23/07/2017;05:00;0,25;"Muy buena / ";0,26;1;7;Muy buena / Oso ona;8;18;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
23/07/2017;04:00;0,25;"Muy buena / ";0,27;1;6;Muy buena / Oso ona;8;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
23/07/2017;03:00;0,26;"Muy buena / ";0,27;2;5;Muy buena / Oso ona;8;19;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona
23/07/2017;02:00;0,26;"Muy buena / ";0,27;1;3;Muy buena / Oso ona;5;19;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona
23/07/2017;01:00;0,25;"Muy buena / ";0,26;1;5;Muy buena / Oso ona;7;13;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;24:00;0,26;"Muy buena / ";0,25;1;7;Muy buena / Oso ona;9;11;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;23:00;0,28;"Muy buena / ";0,24;2;7;Muy buena / Oso ona;10;12;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;22:00;0,28;"Muy buena / ";0,23;4;10;Muy buena / Oso ona;16;12;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
22/07/2017;21:00;0,3;"Muy buena / ";0,21;4;12;Muy buena / Oso ona;17;8;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;20:00;0,3;"Muy buena / ";0,2;5;12;Muy buena / Oso ona;19;10;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona
22/07/2017;19:00;0,28;"Muy buena / ";0,17;4;10;Muy buena / Oso ona;16;13;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
22/07/2017;18:00;0,2;"Muy buena / ";0,16;4;9;Muy buena / Oso ona;15;21;Muy buena / Oso ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;17:00;0,17;"Muy buena / ";0,17;5;10;Muy buena / Oso ona;17;21;Muy buena / Oso ona;19;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;16:00;0,17;"Muy buena / ";0,19;3;10;Muy buena / Oso ona;15;23;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;15:00;0,16;"Muy buena / ";0,2;4;9;Muy buena / Oso ona;15;26;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;14:00;0,19;"Muy buena / ";0,22;3;9;Muy buena / Oso ona;14;18;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;13:00;0,17;"Muy buena / ";0,23;4;11;Muy buena / Oso ona;17;11;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;12:00;0,14;"Muy buena / ";0,25;2;9;Muy buena / Oso ona;11;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
22/07/2017;11:00;0,1;"Muy buena / ";0,26;2;6;Muy buena / Oso ona;9;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
22/07/2017;10:00;0,19;"Muy buena / ";0,28;5;10;Muy buena / Oso ona;18;15;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;09:00;0,33;"Muy buena / ";0,28;14;24;Muy buena / Oso ona;45;16;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
22/07/2017;08:00;0,3;"Muy buena / ";0,27;12;18;Muy buena / Oso ona;36;10;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona
22/07/2017;07:00;0,28;"Muy buena / ";0,28;8;17;Muy buena / Oso ona;30;16;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;06:00;0,3;"Muy buena / ";0,28;6;22;Muy buena / Oso ona;31;16;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;05:00;0,29;"Muy buena / ";0,28;4;17;Muy buena / Oso ona;22;19;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona
22/07/2017;04:00;0,24;"Muy buena / ";0,29;5;10;Muy buena / Oso ona;17;14;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;03:00;0,26;"Muy buena / ";0,29;1;14;Muy buena / Oso ona;15;18;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;02:00;0,28;"Muy buena / ";0,29;8;21;Muy buena / Oso ona;34;18;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
22/07/2017;01:00;0,29;"Muy buena / ";0,28;4;19;Muy buena / Oso ona;25;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
21/07/2017;24:00;0,29;"Muy buena / ";0,28;3;17;Muy buena / Oso ona;21;16;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;23:00;0,34;"Muy buena / ";0,27;6;21;Muy buena / Oso ona;30;16;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona
21/07/2017;22:00;0,31;"Muy buena / ";0,25;5;20;Muy buena / Oso ona;28;15;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;21:00;0,3;"Muy buena / ";0,24;7;25;Muy buena / Oso ona;36;19;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;20:00;0,27;"Muy buena / ";0,24;5;20;Muy buena / Oso ona;28;13;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;19:00;0,25;"Muy buena / ";0,24;7;19;Muy buena / Oso ona;30;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
21/07/2017;18:00;0,25;"Muy buena / ";0,25;7;16;Muy buena / Oso ona;27;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
21/07/2017;17:00;0,24;"Muy buena / ";0,25;8;19;Muy buena / Oso ona;31;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
21/07/2017;16:00;0,23;"Muy buena / ";0,26;9;20;Muy buena / Oso ona;33;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
21/07/2017;15:00;0,21;"Muy buena / ";0,27;9;18;Muy buena / Oso ona;32;16;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;14:00;0,23;"Muy buena / ";0,28;7;14;Muy buena / Oso ona;25;9;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;13:00;0,25;"Muy buena / ";0,29;9;13;Muy buena / Oso ona;26;9;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;12:00;0,28;"Muy buena / ";0,29;10;20;Muy buena / Oso ona;35;9;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;11:00;0,27;"Muy buena / ";0,28;6;12;Muy buena / Oso ona;21;8;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;10:00;0,28;"Muy buena / ";0,28;7;15;Muy buena / Oso ona;26;7;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;09:00;0,29;"Muy buena / ";0,27;13;21;Muy buena / Oso ona;40;6;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona
21/07/2017;08:00;0,29;"Muy buena / ";0,27;9;20;Muy buena / Oso ona;34;6;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;07:00;0,32;"Muy buena / ";0,26;11;23;Muy buena / Oso ona;39;8;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona
21/07/2017;06:00;0,3;"Muy buena / ";0,25;6;20;Muy buena / Oso ona;29;9;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;05:00;0,29;"Muy buena / ";0,25;7;16;Muy buena / Oso ona;26;8;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;04:00;0,26;"Muy buena / ";0,25;2;10;Muy buena / Oso ona;13;9;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;03:00;0,23;"Muy buena / ";0,26;1;6;Muy buena / Oso ona;7;10;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;02:00;0,24;"Muy buena / ";0,27;0;7;Muy buena / Oso ona;7;11;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
21/07/2017;01:00;0,24;"Muy buena / ";0,27;1;7;Muy buena / Oso ona;8;11;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
20/07/2017;24:00;0,25;"Muy buena / ";0,27;1;6;Muy buena / Oso ona;7;11;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;23:00;0,25;"Muy buena / ";0,26;1;8;Muy buena / Oso ona;10;10;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;22:00;0,27;"Muy buena / ";0,25;3;9;Muy buena / Oso ona;13;7;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;21:00;0,28;"Muy buena / ";0,24;5;14;Muy buena / Oso ona;21;9;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;20:00;0,29;"Muy buena / ";0,23;5;15;Muy buena / Oso ona;23;7;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;19:00;0,29;"Muy buena / ";0,23;6;17;Muy buena / Oso ona;27;9;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;18:00;0,28;"Muy buena / ";0,23;8;20;Muy buena / Oso ona;31;8;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
20/07/2017;17:00;0,27;"Muy buena / ";0,23;7;18;Muy buena / Oso ona;29;9;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;16:00;0,22;"Muy buena / ";0,23;6;15;Muy buena / Oso ona;25;10;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;15:00;0,15;"Muy buena / ";0,25;6;13;Muy buena / Oso ona;22;8;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
20/07/2017;14:00;0,17;"Muy buena / ";0,26;7;14;Muy buena / Oso ona;25;9;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
20/07/2017;13:00;0,21;"Muy buena / ";0,27;6;15;Muy buena / Oso ona;24;6;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;12:00;0,25;"Muy buena / ";0,28;8;15;Muy buena / Oso ona;28;7;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;11:00;0,28;"Muy buena / ";0,27;7;16;Muy buena / Oso ona;27;8;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;10:00;0,3;"Muy buena / ";0,27;10;19;Muy buena / Oso ona;35;6;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;09:00;0,29;"Muy buena / ";0,27;9;18;Muy buena / Oso ona;31;4;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
20/07/2017;08:00;0,29;"Muy buena / ";0,26;9;20;Muy buena / Oso ona;35;9;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;07:00;0,28;"Muy buena / ";0,25;8;20;Muy buena / Oso ona;32;9;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
20/07/2017;06:00;0,28;"Muy buena / ";0,25;6;15;Muy buena / Oso ona;25;6;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;05:00;0,25;"Muy buena / ";0,25;4;12;Muy buena / Oso ona;18;3;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona
20/07/2017;04:00;0,25;"Muy buena / ";0,26;2;11;Muy buena / Oso ona;14;4;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;03:00;0,25;"Muy buena / ";0,26;1;6;Muy buena / Oso ona;8;5;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
20/07/2017;02:00;0,25;"Muy buena / ";0,25;1;9;Muy buena / Oso ona;11;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
20/07/2017;01:00;0,25;"Muy buena / ";0,25;1;7;Muy buena / Oso ona;9;9;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
19/07/2017;24:00;0,24;"Muy buena / ";0,24;1;5;Muy buena / Oso ona;8;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;4;Muy buena / Oso ona
19/07/2017;23:00;0,26;"Muy buena / ";0,24;1;7;Muy buena / Oso ona;9;11;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
19/07/2017;22:00;0,27;"Muy buena / ";0,25;1;8;Muy buena / Oso ona;10;15;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
19/07/2017;21:00;0,29;"Muy buena / ";0,25;4;13;Muy buena / Oso ona;19;12;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
19/07/2017;20:00;0,27;"Muy buena / ";0,25;5;15;Muy buena / Oso ona;23;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
19/07/2017;19:00;0,22;"Muy buena / ";0,26;5;15;Muy buena / Oso ona;23;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona
19/07/2017;18:00;0,21;"Muy buena / ";0,27;6;20;Muy buena / Oso ona;29;23;Muy buena / Oso ona;18;Muy buena / Oso ona;5;Muy buena / Oso ona
19/07/2017;17:00;0,2;"Muy buena / ";0,28;6;18;Muy buena / Oso ona;27;32;Muy buena / Oso ona;27;Buena / Ona;5;Muy buena / Oso ona
19/07/2017;16:00;0,22;"Muy buena / ";0,31;5;17;Muy buena / Oso ona;24;33;Muy buena / Oso ona;28;Buena / Ona;5;Muy buena / Oso ona
19/07/2017;15:00;0,26;"Muy buena / ";0,35;5;20;Muy buena / Oso ona;28;37;Muy buena / Oso ona;23;Muy buena / Oso ona;4;Muy buena / Oso ona
19/07/2017;14:00;0,32;"Muy buena / ";0,37;6;21;Muy buena / Oso ona;30;37;Muy buena / Oso ona;24;Muy buena / Oso ona;5;Muy buena / Oso ona
19/07/2017;13:00;0,31;"Muy buena / ";0,39;6;19;Muy buena / Oso ona;28;34;Muy buena / Oso ona;26;Buena / Ona;6;Muy buena / Oso ona
19/07/2017;12:00;0,32;"Muy buena / ";0,41;3;13;Muy buena / Oso ona;18;36;Muy buena / Oso ona;22;Muy buena / Oso ona;15;Muy buena / Oso ona
19/07/2017;11:00;0,28;"Muy buena / ";0,42;4;14;Muy buena / Oso ona;20;32;Muy buena / Oso ona;19;Muy buena / Oso ona;8;Muy buena / Oso ona
19/07/2017;10:00;0,26;"Muy buena / ";0,44;9;25;Muy buena / Oso ona;39;31;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona
19/07/2017;09:00;0,39;"Muy buena / ";0,45;20;33;Muy buena / Oso ona;64;30;Muy buena / Oso ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona
19/07/2017;08:00;0,51;"Muy buena / ";0,44;33;45;Muy buena / Oso ona;95;32;Muy buena / Oso ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona
19/07/2017;07:00;0,51;"Muy buena / ";0,43;24;42;Muy buena / Oso ona;79;28;Muy buena / Oso ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona
19/07/2017;06:00;0,5;"Muy buena / ";0,41;12;36;Muy buena / Oso ona;54;22;Muy buena / Oso ona;17;Muy buena / Oso ona;4;Muy buena / Oso ona
19/07/2017;05:00;0,46;"Muy buena / ";0,41;5;21;Muy buena / Oso ona;28;22;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
19/07/2017;04:00;0,42;"Muy buena / ";0,41;3;14;Muy buena / Oso ona;18;23;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
19/07/2017;03:00;0,39;"Muy buena / ";0,42;1;8;Muy buena / Oso ona;10;20;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
19/07/2017;02:00;0,4;"Muy buena / ";0,41;1;6;Muy buena / Oso ona;8;21;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
19/07/2017;01:00;0,39;"Muy buena / ";0,4;1;5;Muy buena / Oso ona;6;27;Muy buena / Oso ona;24;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;24:00;0,4;"Muy buena / ";0,38;1;8;Muy buena / Oso ona;9;28;Muy buena / Oso ona;20;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;23:00;0,42;"Muy buena / ";0,35;1;11;Muy buena / Oso ona;13;26;Muy buena / Oso ona;19;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;22:00;0,41;"Muy buena / ";0,32;3;16;Muy buena / Oso ona;20;29;Muy buena / Oso ona;17;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;21:00;0,44;"Muy buena / ";0,29;3;27;Muy buena / Oso ona;31;35;Muy buena / Oso ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;20:00;0,45;"Muy buena / ";0,26;5;28;Muy buena / Oso ona;35;36;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;19:00;0,41;"Muy buena / ";0,22;6;21;Muy buena / Oso ona;29;33;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;18:00;0,33;"Muy buena / ";0,2;2;16;Muy buena / Oso ona;19;30;Muy buena / Oso ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;17:00;0,3;"Muy buena / ";0,19;2;20;Muy buena / Oso ona;23;32;Muy buena / Oso ona;32;Buena / Ona;4;Muy buena / Oso ona
18/07/2017;16:00;0,18;"Muy buena / ";0,2;2;15;Muy buena / Oso ona;17;39;Muy buena / Oso ona;19;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;15:00;0,16;"Muy buena / ";0,23;2;13;Muy buena / Oso ona;16;35;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;14:00;0,17;"Muy buena / ";0,26;2;16;Muy buena / Oso ona;19;32;Muy buena / Oso ona;17;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;13:00;0,19;"Muy buena / ";0,29;3;15;Muy buena / Oso ona;19;31;Muy buena / Oso ona;20;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;12:00;0,18;"Muy buena / ";0,3;3;12;Muy buena / Oso ona;16;29;Muy buena / Oso ona;20;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;11:00;0,17;"Muy buena / ";0,32;2;11;Muy buena / Oso ona;14;31;Muy buena / Oso ona;21;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;10:00;0,21;"Muy buena / ";0,33;5;19;Muy buena / Oso ona;26;30;Muy buena / Oso ona;19;Muy buena / Oso ona;5;Muy buena / Oso ona
18/07/2017;09:00;0,28;"Muy buena / ";0,34;7;23;Muy buena / Oso ona;33;29;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona
18/07/2017;08:00;0,35;"Muy buena / ";0,34;8;26;Muy buena / Oso ona;37;22;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;07:00;0,42;"Muy buena / ";0,32;9;40;Muy buena / Oso ona;53;19;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona
18/07/2017;06:00;0,38;"Muy buena / ";0,3;3;31;Muy buena / Oso ona;36;21;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;05:00;0,37;"Muy buena / ";0,29;5;19;Muy buena / Oso ona;27;18;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;04:00;0,32;"Muy buena / ";0,28;2;12;Muy buena / Oso ona;14;20;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;03:00;0,3;"Muy buena / ";0,28;0;4;Muy buena / Oso ona;5;23;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;02:00;0,3;"Muy buena / ";0,26;0;4;Muy buena / Oso ona;4;24;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
18/07/2017;01:00;0,28;"Muy buena / ";0,24;0;4;Muy buena / Oso ona;4;16;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
17/07/2017;24:00;0,28;"Muy buena / ";0,23;0;6;Muy buena / Oso ona;6;23;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
