Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3)
04/02/2017;14:00;3;17;Muy buena / Oso ona;21
04/02/2017;13:00;2;13;Muy buena / Oso ona;16
04/02/2017;12:00;7;42;Muy buena / Oso ona;52
04/02/2017;11:00;7;42;Muy buena / Oso ona;53
04/02/2017;10:00;10;55;Muy buena / Oso ona;70
04/02/2017;09:00;5;47;Muy buena / Oso ona;54
04/02/2017;08:00;1;21;Muy buena / Oso ona;23
04/02/2017;07:00;2;13;Muy buena / Oso ona;16
04/02/2017;06:00;2;10;Muy buena / Oso ona;13
04/02/2017;05:00;2;5;Muy buena / Oso ona;9
04/02/2017;04:00;0;7;Muy buena / Oso ona;8
04/02/2017;03:00;1;14;Muy buena / Oso ona;15
04/02/2017;02:00;1;13;Muy buena / Oso ona;14
04/02/2017;01:00;2;13;Muy buena / Oso ona;15
03/02/2017;24:00;2;4;Muy buena / Oso ona;7
03/02/2017;23:00;1;2;Muy buena / Oso ona;5
03/02/2017;22:00;1;5;Muy buena / Oso ona;7
03/02/2017;21:00;1;6;Muy buena / Oso ona;8
03/02/2017;20:00;2;27;Muy buena / Oso ona;30
03/02/2017;19:00;3;10;Muy buena / Oso ona;14
03/02/2017;18:00;2;12;Muy buena / Oso ona;15
03/02/2017;17:00;2;15;Muy buena / Oso ona;18
03/02/2017;16:00;4;26;Muy buena / Oso ona;32
03/02/2017;15:00;5;25;Muy buena / Oso ona;33
03/02/2017;14:00;4;15;Muy buena / Oso ona;21
03/02/2017;13:00;4;11;Muy buena / Oso ona;18
03/02/2017;12:00;4;13;Muy buena / Oso ona;19
03/02/2017;11:00;4;14;Muy buena / Oso ona;20
03/02/2017;10:00;4;17;Muy buena / Oso ona;24
03/02/2017;09:00;2;11;Muy buena / Oso ona;14
03/02/2017;08:00;1;12;Muy buena / Oso ona;14
03/02/2017;07:00;1;7;Muy buena / Oso ona;9
03/02/2017;06:00;1;5;Muy buena / Oso ona;6
03/02/2017;05:00;3;2;Muy buena / Oso ona;6
03/02/2017;04:00;2;4;Muy buena / Oso ona;8
03/02/2017;03:00;0;3;Muy buena / Oso ona;4
03/02/2017;02:00;1;5;Muy buena / Oso ona;6
03/02/2017;01:00;3;6;Muy buena / Oso ona;10
02/02/2017;24:00;3;5;Muy buena / Oso ona;10
02/02/2017;23:00;3;5;Muy buena / Oso ona;10
02/02/2017;22:00;3;10;Muy buena / Oso ona;15
02/02/2017;21:00;3;29;Muy buena / Oso ona;33
02/02/2017;20:00;2;37;Muy buena / Oso ona;41
02/02/2017;19:00;3;32;Muy buena / Oso ona;37
02/02/2017;18:00;4;26;Muy buena / Oso ona;32
02/02/2017;17:00;3;13;Muy buena / Oso ona;17
02/02/2017;16:00;3;13;Muy buena / Oso ona;17
02/02/2017;15:00;2;10;Muy buena / Oso ona;14
02/02/2017;14:00;3;10;Muy buena / Oso ona;15
02/02/2017;13:00;3;9;Muy buena / Oso ona;13
02/02/2017;12:00;3;10;Muy buena / Oso ona;15
02/02/2017;11:00;;;Sin datos / Daturik gabe;
02/02/2017;10:00;2;8;Muy buena / Oso ona;11
02/02/2017;09:00;1;10;Muy buena / Oso ona;12
02/02/2017;08:00;1;10;Muy buena / Oso ona;12
02/02/2017;07:00;0;9;Muy buena / Oso ona;10
02/02/2017;06:00;0;6;Muy buena / Oso ona;6
02/02/2017;05:00;0;4;Muy buena / Oso ona;4
02/02/2017;04:00;0;4;Muy buena / Oso ona;3
02/02/2017;03:00;0;3;Muy buena / Oso ona;3
02/02/2017;02:00;0;5;Muy buena / Oso ona;6
02/02/2017;01:00;0;5;Muy buena / Oso ona;6
01/02/2017;24:00;0;5;Muy buena / Oso ona;6
01/02/2017;23:00;0;5;Muy buena / Oso ona;5
01/02/2017;22:00;1;6;Muy buena / Oso ona;7
01/02/2017;21:00;1;8;Muy buena / Oso ona;9
01/02/2017;20:00;2;11;Muy buena / Oso ona;14
01/02/2017;19:00;1;12;Muy buena / Oso ona;15
01/02/2017;18:00;2;16;Muy buena / Oso ona;19
01/02/2017;17:00;2;18;Muy buena / Oso ona;21
01/02/2017;16:00;2;10;Muy buena / Oso ona;12
01/02/2017;15:00;2;10;Muy buena / Oso ona;14
01/02/2017;14:00;3;12;Muy buena / Oso ona;17
01/02/2017;13:00;3;12;Muy buena / Oso ona;17
01/02/2017;12:00;4;14;Muy buena / Oso ona;19
01/02/2017;11:00;3;17;Muy buena / Oso ona;22
01/02/2017;10:00;3;21;Muy buena / Oso ona;25
01/02/2017;09:00;2;23;Muy buena / Oso ona;26
01/02/2017;08:00;19;51;Muy buena / Oso ona;80
01/02/2017;07:00;31;65;Muy buena / Oso ona;113
01/02/2017;06:00;1;28;Muy buena / Oso ona;30
01/02/2017;05:00;1;24;Muy buena / Oso ona;26
01/02/2017;04:00;1;13;Muy buena / Oso ona;14
01/02/2017;03:00;0;17;Muy buena / Oso ona;17
01/02/2017;02:00;1;30;Muy buena / Oso ona;31
01/02/2017;01:00;2;36;Muy buena / Oso ona;38
31/01/2017;24:00;2;37;Muy buena / Oso ona;40
31/01/2017;23:00;2;44;Muy buena / Oso ona;46
31/01/2017;22:00;3;52;Muy buena / Oso ona;56
31/01/2017;21:00;7;56;Muy buena / Oso ona;66
31/01/2017;20:00;3;28;Muy buena / Oso ona;32
31/01/2017;19:00;2;22;Muy buena / Oso ona;25
31/01/2017;18:00;6;40;Muy buena / Oso ona;49
31/01/2017;17:00;12;56;Muy buena / Oso ona;75
31/01/2017;16:00;6;28;Muy buena / Oso ona;38
31/01/2017;15:00;4;14;Muy buena / Oso ona;20
31/01/2017;14:00;5;14;Muy buena / Oso ona;21
31/01/2017;13:00;4;11;Muy buena / Oso ona;17
31/01/2017;12:00;5;13;Muy buena / Oso ona;20
31/01/2017;11:00;4;15;Muy buena / Oso ona;22
31/01/2017;10:00;4;15;Muy buena / Oso ona;22
31/01/2017;09:00;3;18;Muy buena / Oso ona;22
31/01/2017;08:00;2;18;Muy buena / Oso ona;20
31/01/2017;07:00;1;15;Muy buena / Oso ona;16
31/01/2017;06:00;0;9;Muy buena / Oso ona;10
31/01/2017;05:00;0;4;Muy buena / Oso ona;4
31/01/2017;04:00;0;4;Muy buena / Oso ona;4
31/01/2017;03:00;0;4;Muy buena / Oso ona;4
31/01/2017;02:00;0;5;Muy buena / Oso ona;5
31/01/2017;01:00;1;4;Muy buena / Oso ona;5
30/01/2017;24:00;2;6;Muy buena / Oso ona;9
30/01/2017;23:00;1;7;Muy buena / Oso ona;9
30/01/2017;22:00;1;8;Muy buena / Oso ona;10
30/01/2017;21:00;1;8;Muy buena / Oso ona;10
30/01/2017;20:00;1;11;Muy buena / Oso ona;13
30/01/2017;19:00;2;14;Muy buena / Oso ona;17
30/01/2017;18:00;3;20;Muy buena / Oso ona;25
30/01/2017;17:00;4;26;Muy buena / Oso ona;31
30/01/2017;16:00;4;19;Muy buena / Oso ona;24
30/01/2017;15:00;3;15;Muy buena / Oso ona;20
30/01/2017;14:00;4;14;Muy buena / Oso ona;21
30/01/2017;13:00;7;22;Muy buena / Oso ona;33
30/01/2017;12:00;7;28;Muy buena / Oso ona;39
30/01/2017;11:00;7;26;Muy buena / Oso ona;36
30/01/2017;10:00;7;26;Muy buena / Oso ona;37
30/01/2017;09:00;9;32;Muy buena / Oso ona;46
30/01/2017;08:00;9;37;Muy buena / Oso ona;51
30/01/2017;07:00;5;30;Muy buena / Oso ona;38
30/01/2017;06:00;5;28;Muy buena / Oso ona;36
30/01/2017;05:00;6;29;Muy buena / Oso ona;38
30/01/2017;04:00;4;34;Muy buena / Oso ona;40
30/01/2017;03:00;1;35;Muy buena / Oso ona;36
30/01/2017;02:00;1;39;Muy buena / Oso ona;40
30/01/2017;01:00;2;45;Muy buena / Oso ona;47
29/01/2017;24:00;0;21;Muy buena / Oso ona;21
29/01/2017;23:00;2;21;Muy buena / Oso ona;24
29/01/2017;22:00;2;31;Muy buena / Oso ona;34
29/01/2017;21:00;1;22;Muy buena / Oso ona;24
29/01/2017;20:00;1;15;Muy buena / Oso ona;16
29/01/2017;19:00;1;11;Muy buena / Oso ona;12
29/01/2017;18:00;2;15;Muy buena / Oso ona;18
29/01/2017;17:00;2;10;Muy buena / Oso ona;12
