Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3)
09/10/2017;12:00;;;Sin datos / Daturik gabe;
09/10/2017;11:00;37;49;Muy buena / Oso ona;105
09/10/2017;10:00;58;50;Muy buena / Oso ona;139
09/10/2017;09:00;79;49;Muy buena / Oso ona;169
09/10/2017;08:00;74;48;Muy buena / Oso ona;161
09/10/2017;07:00;55;49;Muy buena / Oso ona;133
09/10/2017;06:00;44;46;Muy buena / Oso ona;114
09/10/2017;05:00;26;42;Muy buena / Oso ona;81
09/10/2017;04:00;14;37;Muy buena / Oso ona;59
09/10/2017;03:00;9;34;Muy buena / Oso ona;48
09/10/2017;02:00;10;33;Muy buena / Oso ona;48
09/10/2017;01:00;7;39;Muy buena / Oso ona;50
08/10/2017;24:00;9;43;Muy buena / Oso ona;56
08/10/2017;23:00;9;42;Muy buena / Oso ona;56
08/10/2017;22:00;7;49;Muy buena / Oso ona;60
08/10/2017;21:00;8;57;Muy buena / Oso ona;69
08/10/2017;20:00;9;58;Muy buena / Oso ona;72
08/10/2017;19:00;8;36;Muy buena / Oso ona;49
08/10/2017;18:00;7;29;Muy buena / Oso ona;40
08/10/2017;17:00;7;17;Muy buena / Oso ona;28
08/10/2017;16:00;6;16;Muy buena / Oso ona;25
08/10/2017;15:00;8;18;Muy buena / Oso ona;30
08/10/2017;14:00;7;16;Muy buena / Oso ona;28
08/10/2017;13:00;10;18;Muy buena / Oso ona;33
08/10/2017;12:00;10;16;Muy buena / Oso ona;32
08/10/2017;11:00;19;28;Muy buena / Oso ona;56
08/10/2017;10:00;27;27;Muy buena / Oso ona;69
08/10/2017;09:00;33;27;Muy buena / Oso ona;78
08/10/2017;08:00;30;27;Muy buena / Oso ona;73
08/10/2017;07:00;25;33;Muy buena / Oso ona;71
08/10/2017;06:00;22;32;Muy buena / Oso ona;66
08/10/2017;05:00;21;32;Muy buena / Oso ona;64
08/10/2017;04:00;16;31;Muy buena / Oso ona;57
08/10/2017;03:00;19;32;Muy buena / Oso ona;61
08/10/2017;02:00;22;36;Muy buena / Oso ona;70
08/10/2017;01:00;15;40;Muy buena / Oso ona;63
07/10/2017;24:00;20;44;Muy buena / Oso ona;76
07/10/2017;23:00;23;51;Muy buena / Oso ona;87
07/10/2017;22:00;22;56;Muy buena / Oso ona;90
07/10/2017;21:00;28;61;Muy buena / Oso ona;104
07/10/2017;20:00;11;42;Muy buena / Oso ona;59
07/10/2017;19:00;8;16;Muy buena / Oso ona;27
07/10/2017;18:00;6;11;Muy buena / Oso ona;20
07/10/2017;17:00;6;10;Muy buena / Oso ona;19
07/10/2017;16:00;5;8;Muy buena / Oso ona;16
07/10/2017;15:00;7;13;Muy buena / Oso ona;24
07/10/2017;14:00;6;8;Muy buena / Oso ona;17
07/10/2017;13:00;7;9;Muy buena / Oso ona;20
07/10/2017;12:00;8;11;Muy buena / Oso ona;23
07/10/2017;11:00;15;19;Muy buena / Oso ona;43
07/10/2017;10:00;36;32;Muy buena / Oso ona;88
07/10/2017;09:00;36;28;Muy buena / Oso ona;83
07/10/2017;08:00;32;29;Muy buena / Oso ona;79
07/10/2017;07:00;31;33;Muy buena / Oso ona;81
07/10/2017;06:00;28;34;Muy buena / Oso ona;77
07/10/2017;05:00;16;34;Muy buena / Oso ona;58
07/10/2017;04:00;10;30;Muy buena / Oso ona;45
07/10/2017;03:00;10;30;Muy buena / Oso ona;45
07/10/2017;02:00;8;26;Muy buena / Oso ona;38
07/10/2017;01:00;6;33;Muy buena / Oso ona;43
06/10/2017;24:00;7;34;Muy buena / Oso ona;44
06/10/2017;23:00;8;47;Muy buena / Oso ona;59
06/10/2017;22:00;9;22;Muy buena / Oso ona;35
06/10/2017;21:00;7;16;Muy buena / Oso ona;26
06/10/2017;20:00;8;17;Muy buena / Oso ona;29
06/10/2017;19:00;7;21;Muy buena / Oso ona;32
06/10/2017;18:00;8;12;Muy buena / Oso ona;25
06/10/2017;17:00;9;15;Muy buena / Oso ona;29
06/10/2017;16:00;9;15;Muy buena / Oso ona;29
06/10/2017;15:00;8;17;Muy buena / Oso ona;30
06/10/2017;14:00;12;32;Muy buena / Oso ona;51
06/10/2017;13:00;13;23;Muy buena / Oso ona;42
06/10/2017;12:00;14;23;Muy buena / Oso ona;44
06/10/2017;11:00;10;22;Muy buena / Oso ona;37
06/10/2017;10:00;10;19;Muy buena / Oso ona;34
06/10/2017;09:00;10;23;Muy buena / Oso ona;39
06/10/2017;08:00;10;33;Muy buena / Oso ona;48
06/10/2017;07:00;17;48;Muy buena / Oso ona;73
06/10/2017;06:00;8;31;Muy buena / Oso ona;43
06/10/2017;05:00;7;14;Muy buena / Oso ona;25
06/10/2017;04:00;6;10;Muy buena / Oso ona;19
06/10/2017;03:00;6;6;Muy buena / Oso ona;16
06/10/2017;02:00;6;7;Muy buena / Oso ona;16
06/10/2017;01:00;6;7;Muy buena / Oso ona;16
05/10/2017;24:00;7;10;Muy buena / Oso ona;20
05/10/2017;23:00;6;11;Muy buena / Oso ona;21
05/10/2017;22:00;10;19;Muy buena / Oso ona;32
05/10/2017;21:00;8;27;Muy buena / Oso ona;40
05/10/2017;20:00;7;23;Muy buena / Oso ona;34
05/10/2017;19:00;8;21;Muy buena / Oso ona;33
05/10/2017;18:00;9;22;Muy buena / Oso ona;36
05/10/2017;17:00;8;21;Muy buena / Oso ona;33
05/10/2017;16:00;7;17;Muy buena / Oso ona;28
05/10/2017;15:00;8;18;Muy buena / Oso ona;30
05/10/2017;14:00;10;25;Muy buena / Oso ona;40
05/10/2017;13:00;10;26;Muy buena / Oso ona;41
05/10/2017;12:00;16;37;Muy buena / Oso ona;62
05/10/2017;11:00;27;49;Muy buena / Oso ona;90
05/10/2017;10:00;20;46;Muy buena / Oso ona;76
05/10/2017;09:00;20;37;Muy buena / Oso ona;68
05/10/2017;08:00;19;38;Muy buena / Oso ona;68
05/10/2017;07:00;21;49;Muy buena / Oso ona;82
05/10/2017;06:00;11;35;Muy buena / Oso ona;52
05/10/2017;05:00;7;34;Muy buena / Oso ona;46
05/10/2017;04:00;6;15;Muy buena / Oso ona;25
05/10/2017;03:00;6;13;Muy buena / Oso ona;22
05/10/2017;02:00;6;11;Muy buena / Oso ona;20
05/10/2017;01:00;6;9;Muy buena / Oso ona;18
04/10/2017;24:00;5;9;Muy buena / Oso ona;17
04/10/2017;23:00;6;13;Muy buena / Oso ona;22
04/10/2017;22:00;9;20;Muy buena / Oso ona;34
04/10/2017;21:00;7;24;Muy buena / Oso ona;36
04/10/2017;20:00;8;31;Muy buena / Oso ona;44
04/10/2017;19:00;9;26;Muy buena / Oso ona;39
04/10/2017;18:00;10;31;Muy buena / Oso ona;46
04/10/2017;17:00;11;26;Muy buena / Oso ona;43
04/10/2017;16:00;13;26;Muy buena / Oso ona;45
04/10/2017;15:00;15;25;Muy buena / Oso ona;47
04/10/2017;14:00;17;23;Muy buena / Oso ona;49
04/10/2017;13:00;19;25;Muy buena / Oso ona;54
04/10/2017;12:00;18;20;Muy buena / Oso ona;47
04/10/2017;11:00;18;17;Muy buena / Oso ona;45
04/10/2017;10:00;36;22;Muy buena / Oso ona;77
04/10/2017;09:00;65;25;Muy buena / Oso ona;124
04/10/2017;08:00;83;27;Muy buena / Oso ona;154
04/10/2017;07:00;82;26;Muy buena / Oso ona;152
04/10/2017;06:00;54;23;Muy buena / Oso ona;106
04/10/2017;05:00;30;19;Muy buena / Oso ona;66
04/10/2017;04:00;19;20;Muy buena / Oso ona;48
04/10/2017;03:00;13;18;Muy buena / Oso ona;37
04/10/2017;02:00;8;18;Muy buena / Oso ona;31
04/10/2017;01:00;11;21;Muy buena / Oso ona;38
03/10/2017;24:00;17;24;Muy buena / Oso ona;50
03/10/2017;23:00;12;21;Muy buena / Oso ona;39
03/10/2017;22:00;30;29;Muy buena / Oso ona;75
03/10/2017;21:00;18;33;Muy buena / Oso ona;61
03/10/2017;20:00;18;34;Muy buena / Oso ona;62
03/10/2017;19:00;9;23;Muy buena / Oso ona;36
03/10/2017;18:00;13;27;Muy buena / Oso ona;47
03/10/2017;17:00;20;26;Muy buena / Oso ona;57
03/10/2017;16:00;19;27;Muy buena / Oso ona;55
03/10/2017;15:00;12;18;Muy buena / Oso ona;37
03/10/2017;14:00;20;21;Muy buena / Oso ona;53
03/10/2017;13:00;22;24;Muy buena / Oso ona;58
03/10/2017;12:00;18;23;Muy buena / Oso ona;51
03/10/2017;11:00;66;33;Muy buena / Oso ona;134
03/10/2017;10:00;99;29;Muy buena / Oso ona;180
03/10/2017;09:00;117;32;Muy buena / Oso ona;212
03/10/2017;08:00;103;31;Muy buena / Oso ona;189
03/10/2017;07:00;56;27;Muy buena / Oso ona;112
03/10/2017;06:00;48;24;Muy buena / Oso ona;97
03/10/2017;05:00;27;23;Muy buena / Oso ona;65
03/10/2017;04:00;16;22;Muy buena / Oso ona;46
03/10/2017;03:00;16;23;Muy buena / Oso ona;47
03/10/2017;02:00;18;27;Muy buena / Oso ona;53
03/10/2017;01:00;24;30;Muy buena / Oso ona;67
02/10/2017;24:00;31;35;Muy buena / Oso ona;83
02/10/2017;23:00;38;40;Muy buena / Oso ona;97
02/10/2017;22:00;16;52;Muy buena / Oso ona;76
02/10/2017;21:00;27;65;Muy buena / Oso ona;107
02/10/2017;20:00;13;55;Muy buena / Oso ona;75
02/10/2017;19:00;14;55;Muy buena / Oso ona;76
02/10/2017;18:00;12;41;Muy buena / Oso ona;59
02/10/2017;17:00;12;32;Muy buena / Oso ona;50
02/10/2017;16:00;20;39;Muy buena / Oso ona;69
02/10/2017;15:00;30;49;Muy buena / Oso ona;95
02/10/2017;14:00;;;Sin datos / Daturik gabe;
02/10/2017;13:00;45;53;Muy buena / Oso ona;122
02/10/2017;12:00;45;54;Muy buena / Oso ona;124
02/10/2017;11:00;71;53;Muy buena / Oso ona;162
02/10/2017;10:00;90;54;Muy buena / Oso ona;191
02/10/2017;09:00;85;50;Muy buena / Oso ona;180
02/10/2017;08:00;61;43;Muy buena / Oso ona;135
02/10/2017;07:00;61;49;Muy buena / Oso ona;143
02/10/2017;06:00;30;48;Muy buena / Oso ona;93
02/10/2017;05:00;12;34;Muy buena / Oso ona;52
02/10/2017;04:00;7;24;Muy buena / Oso ona;34
02/10/2017;03:00;7;23;Muy buena / Oso ona;34
02/10/2017;02:00;10;31;Muy buena / Oso ona;46
02/10/2017;01:00;9;28;Muy buena / Oso ona;40
01/10/2017;24:00;22;26;Muy buena / Oso ona;60
01/10/2017;23:00;21;35;Muy buena / Oso ona;68
01/10/2017;22:00;17;38;Muy buena / Oso ona;64
01/10/2017;21:00;29;45;Muy buena / Oso ona;89
01/10/2017;20:00;24;41;Muy buena / Oso ona;78
01/10/2017;19:00;15;42;Muy buena / Oso ona;65
01/10/2017;18:00;18;44;Muy buena / Oso ona;70
01/10/2017;17:00;26;43;Muy buena / Oso ona;84
01/10/2017;16:00;19;33;Muy buena / Oso ona;62
01/10/2017;15:00;12;24;Muy buena / Oso ona;43
01/10/2017;14:00;8;14;Muy buena / Oso ona;26
01/10/2017;13:00;20;29;Muy buena / Oso ona;59
01/10/2017;12:00;35;44;Muy buena / Oso ona;97
01/10/2017;11:00;25;39;Muy buena / Oso ona;77
01/10/2017;10:00;15;34;Muy buena / Oso ona;57
01/10/2017;09:00;18;35;Muy buena / Oso ona;63
01/10/2017;08:00;13;33;Muy buena / Oso ona;52
01/10/2017;07:00;9;33;Muy buena / Oso ona;46
01/10/2017;06:00;9;35;Muy buena / Oso ona;48
01/10/2017;05:00;9;31;Muy buena / Oso ona;45
01/10/2017;04:00;6;28;Muy buena / Oso ona;38
01/10/2017;03:00;6;25;Muy buena / Oso ona;34
01/10/2017;02:00;7;29;Muy buena / Oso ona;40
01/10/2017;01:00;7;33;Muy buena / Oso ona;43
30/09/2017;24:00;8;36;Muy buena / Oso ona;48
30/09/2017;23:00;8;32;Muy buena / Oso ona;44
30/09/2017;22:00;9;33;Muy buena / Oso ona;47
30/09/2017;21:00;15;57;Muy buena / Oso ona;80
30/09/2017;20:00;14;52;Muy buena / Oso ona;73
30/09/2017;19:00;8;38;Muy buena / Oso ona;50
30/09/2017;18:00;7;28;Muy buena / Oso ona;39
30/09/2017;17:00;6;18;Muy buena / Oso ona;28
30/09/2017;16:00;6;9;Muy buena / Oso ona;19
30/09/2017;15:00;6;5;Muy buena / Oso ona;14
30/09/2017;14:00;7;10;Muy buena / Oso ona;20
30/09/2017;13:00;7;12;Muy buena / Oso ona;23
30/09/2017;12:00;8;14;Muy buena / Oso ona;26
30/09/2017;11:00;7;12;Muy buena / Oso ona;23
30/09/2017;10:00;7;12;Muy buena / Oso ona;22
30/09/2017;09:00;6;15;Muy buena / Oso ona;24
30/09/2017;08:00;6;13;Muy buena / Oso ona;22
30/09/2017;07:00;7;15;Muy buena / Oso ona;24
30/09/2017;06:00;7;18;Muy buena / Oso ona;28
30/09/2017;05:00;7;11;Muy buena / Oso ona;21
30/09/2017;04:00;7;16;Muy buena / Oso ona;26
30/09/2017;03:00;7;24;Muy buena / Oso ona;34
30/09/2017;02:00;6;10;Muy buena / Oso ona;20
30/09/2017;01:00;6;7;Muy buena / Oso ona;16
29/09/2017;24:00;7;21;Muy buena / Oso ona;32
29/09/2017;23:00;6;18;Muy buena / Oso ona;27
29/09/2017;22:00;6;19;Muy buena / Oso ona;28
29/09/2017;21:00;7;13;Muy buena / Oso ona;23
29/09/2017;20:00;7;20;Muy buena / Oso ona;32
29/09/2017;19:00;6;11;Muy buena / Oso ona;21
29/09/2017;18:00;8;25;Muy buena / Oso ona;37
29/09/2017;17:00;5;15;Muy buena / Oso ona;24
29/09/2017;16:00;7;18;Muy buena / Oso ona;29
29/09/2017;15:00;7;16;Muy buena / Oso ona;27
29/09/2017;14:00;8;23;Muy buena / Oso ona;35
29/09/2017;13:00;9;25;Muy buena / Oso ona;39
29/09/2017;12:00;25;56;Muy buena / Oso ona;94
29/09/2017;11:00;48;62;Muy buena / Oso ona;135
29/09/2017;10:00;82;67;Muy buena / Oso ona;193
29/09/2017;09:00;85;62;Muy buena / Oso ona;192
29/09/2017;08:00;89;58;Muy buena / Oso ona;194
29/09/2017;07:00;68;49;Muy buena / Oso ona;152
29/09/2017;06:00;45;44;Muy buena / Oso ona;113
29/09/2017;05:00;31;39;Muy buena / Oso ona;87
29/09/2017;04:00;11;38;Muy buena / Oso ona;55
29/09/2017;03:00;10;42;Muy buena / Oso ona;57
29/09/2017;02:00;9;44;Muy buena / Oso ona;58
29/09/2017;01:00;9;49;Muy buena / Oso ona;63
28/09/2017;24:00;8;49;Muy buena / Oso ona;62
28/09/2017;23:00;8;42;Muy buena / Oso ona;54
28/09/2017;22:00;7;37;Muy buena / Oso ona;48
28/09/2017;21:00;7;46;Muy buena / Oso ona;56
28/09/2017;20:00;8;43;Muy buena / Oso ona;55
28/09/2017;19:00;7;45;Muy buena / Oso ona;55
28/09/2017;18:00;8;49;Muy buena / Oso ona;60
28/09/2017;17:00;11;56;Muy buena / Oso ona;74
28/09/2017;16:00;20;60;Muy buena / Oso ona;90
28/09/2017;15:00;26;63;Muy buena / Oso ona;102
28/09/2017;14:00;22;44;Muy buena / Oso ona;78
28/09/2017;13:00;8;19;Muy buena / Oso ona;31
28/09/2017;12:00;8;15;Muy buena / Oso ona;27
28/09/2017;11:00;;;Sin datos / Daturik gabe;
28/09/2017;10:00;8;16;Muy buena / Oso ona;29
28/09/2017;09:00;11;24;Muy buena / Oso ona;41
28/09/2017;08:00;54;60;Muy buena / Oso ona;143
28/09/2017;07:00;77;62;Muy buena / Oso ona;180
28/09/2017;06:00;49;56;Muy buena / Oso ona;131
28/09/2017;05:00;30;52;Muy buena / Oso ona;98
28/09/2017;04:00;22;50;Muy buena / Oso ona;84
28/09/2017;03:00;12;44;Muy buena / Oso ona;61
28/09/2017;02:00;6;44;Muy buena / Oso ona;53
28/09/2017;01:00;8;53;Muy buena / Oso ona;66
27/09/2017;24:00;11;59;Muy buena / Oso ona;76
27/09/2017;23:00;9;51;Muy buena / Oso ona;65
27/09/2017;22:00;11;55;Muy buena / Oso ona;71
27/09/2017;21:00;28;79;Muy buena / Oso ona;122
27/09/2017;20:00;15;73;Muy buena / Oso ona;97
27/09/2017;19:00;8;72;Muy buena / Oso ona;84
27/09/2017;18:00;11;58;Muy buena / Oso ona;74
27/09/2017;17:00;15;63;Muy buena / Oso ona;86
27/09/2017;16:00;20;64;Muy buena / Oso ona;95
27/09/2017;15:00;13;39;Muy buena / Oso ona;58
27/09/2017;14:00;17;40;Muy buena / Oso ona;67
27/09/2017;13:00;26;44;Muy buena / Oso ona;84
27/09/2017;12:00;46;58;Muy buena / Oso ona;128
27/09/2017;11:00;34;51;Muy buena / Oso ona;102
27/09/2017;10:00;12;22;Muy buena / Oso ona;40
27/09/2017;09:00;27;44;Muy buena / Oso ona;85
27/09/2017;08:00;25;47;Muy buena / Oso ona;85
27/09/2017;07:00;36;55;Muy buena / Oso ona;110
27/09/2017;06:00;25;49;Muy buena / Oso ona;87
27/09/2017;05:00;23;41;Muy buena / Oso ona;76
27/09/2017;04:00;12;39;Muy buena / Oso ona;58
27/09/2017;03:00;7;35;Muy buena / Oso ona;47
27/09/2017;02:00;13;38;Muy buena / Oso ona;57
27/09/2017;01:00;12;39;Muy buena / Oso ona;57
26/09/2017;24:00;10;43;Muy buena / Oso ona;58
26/09/2017;23:00;10;47;Muy buena / Oso ona;63
26/09/2017;22:00;26;55;Muy buena / Oso ona;94
26/09/2017;21:00;8;44;Muy buena / Oso ona;56
26/09/2017;20:00;7;33;Muy buena / Oso ona;44
26/09/2017;19:00;6;14;Muy buena / Oso ona;22
26/09/2017;18:00;6;11;Muy buena / Oso ona;20
26/09/2017;17:00;7;14;Muy buena / Oso ona;26
26/09/2017;16:00;8;16;Muy buena / Oso ona;28
26/09/2017;15:00;8;12;Muy buena / Oso ona;23
26/09/2017;14:00;9;14;Muy buena / Oso ona;27
26/09/2017;13:00;9;15;Muy buena / Oso ona;28
26/09/2017;12:00;13;22;Muy buena / Oso ona;41
26/09/2017;11:00;24;36;Muy buena / Oso ona;73
26/09/2017;10:00;49;46;Muy buena / Oso ona;120
26/09/2017;09:00;58;43;Muy buena / Oso ona;131
26/09/2017;08:00;50;46;Muy buena / Oso ona;122
26/09/2017;07:00;64;52;Muy buena / Oso ona;150
26/09/2017;06:00;46;48;Muy buena / Oso ona;118
26/09/2017;05:00;11;36;Muy buena / Oso ona;53
26/09/2017;04:00;7;27;Muy buena / Oso ona;37
26/09/2017;03:00;5;23;Muy buena / Oso ona;31
26/09/2017;02:00;6;27;Muy buena / Oso ona;37
26/09/2017;01:00;6;33;Muy buena / Oso ona;41
25/09/2017;24:00;6;31;Muy buena / Oso ona;40
25/09/2017;23:00;13;48;Muy buena / Oso ona;68
25/09/2017;22:00;16;49;Muy buena / Oso ona;73
25/09/2017;21:00;8;43;Muy buena / Oso ona;54
25/09/2017;20:00;8;24;Muy buena / Oso ona;37
25/09/2017;19:00;7;20;Muy buena / Oso ona;31
25/09/2017;18:00;9;23;Muy buena / Oso ona;36
25/09/2017;17:00;9;18;Muy buena / Oso ona;32
25/09/2017;16:00;8;16;Muy buena / Oso ona;27
25/09/2017;15:00;9;16;Muy buena / Oso ona;29
25/09/2017;14:00;8;11;Muy buena / Oso ona;23
25/09/2017;13:00;10;21;Muy buena / Oso ona;36
25/09/2017;12:00;13;29;Muy buena / Oso ona;50
25/09/2017;11:00;15;27;Muy buena / Oso ona;51
25/09/2017;10:00;18;43;Muy buena / Oso ona;71
25/09/2017;09:00;32;47;Muy buena / Oso ona;95
25/09/2017;08:00;63;58;Muy buena / Oso ona;155
25/09/2017;07:00;51;61;Muy buena / Oso ona;139
25/09/2017;06:00;31;53;Muy buena / Oso ona;100
25/09/2017;05:00;7;35;Muy buena / Oso ona;46
25/09/2017;04:00;6;24;Muy buena / Oso ona;33
25/09/2017;03:00;6;13;Muy buena / Oso ona;21
25/09/2017;02:00;6;12;Muy buena / Oso ona;22
25/09/2017;01:00;6;9;Muy buena / Oso ona;18
24/09/2017;24:00;6;11;Muy buena / Oso ona;21
24/09/2017;23:00;6;8;Muy buena / Oso ona;17
24/09/2017;22:00;7;11;Muy buena / Oso ona;22
24/09/2017;21:00;7;17;Muy buena / Oso ona;28
24/09/2017;20:00;6;20;Muy buena / Oso ona;30
24/09/2017;19:00;7;14;Muy buena / Oso ona;25
24/09/2017;18:00;6;16;Muy buena / Oso ona;26
24/09/2017;17:00;5;11;Muy buena / Oso ona;19
24/09/2017;16:00;6;12;Muy buena / Oso ona;21
24/09/2017;15:00;6;10;Muy buena / Oso ona;19
24/09/2017;14:00;6;12;Muy buena / Oso ona;22
24/09/2017;13:00;7;14;Muy buena / Oso ona;26
24/09/2017;12:00;11;23;Muy buena / Oso ona;40
24/09/2017;11:00;21;36;Muy buena / Oso ona;69
24/09/2017;10:00;24;34;Muy buena / Oso ona;71
24/09/2017;09:00;22;31;Muy buena / Oso ona;64
24/09/2017;08:00;20;31;Muy buena / Oso ona;61
24/09/2017;07:00;12;35;Muy buena / Oso ona;54
24/09/2017;06:00;12;44;Muy buena / Oso ona;63
24/09/2017;05:00;11;41;Muy buena / Oso ona;58
24/09/2017;04:00;9;43;Muy buena / Oso ona;57
24/09/2017;03:00;7;37;Muy buena / Oso ona;48
24/09/2017;02:00;7;41;Muy buena / Oso ona;53
24/09/2017;01:00;8;48;Muy buena / Oso ona;61
23/09/2017;24:00;7;39;Muy buena / Oso ona;49
23/09/2017;23:00;8;43;Muy buena / Oso ona;55
23/09/2017;22:00;8;46;Muy buena / Oso ona;59
23/09/2017;21:00;7;40;Muy buena / Oso ona;51
23/09/2017;20:00;6;28;Muy buena / Oso ona;38
23/09/2017;19:00;6;25;Muy buena / Oso ona;34
23/09/2017;18:00;8;45;Muy buena / Oso ona;57
23/09/2017;17:00;6;22;Muy buena / Oso ona;31
23/09/2017;16:00;7;16;Muy buena / Oso ona;26
23/09/2017;15:00;6;9;Muy buena / Oso ona;18
23/09/2017;14:00;6;9;Muy buena / Oso ona;18
23/09/2017;13:00;7;11;Muy buena / Oso ona;21
23/09/2017;12:00;7;11;Muy buena / Oso ona;22
23/09/2017;11:00;7;11;Muy buena / Oso ona;22
23/09/2017;10:00;8;11;Muy buena / Oso ona;24
23/09/2017;09:00;8;13;Muy buena / Oso ona;26
23/09/2017;08:00;6;10;Muy buena / Oso ona;19
23/09/2017;07:00;5;19;Muy buena / Oso ona;26
23/09/2017;06:00;7;33;Muy buena / Oso ona;43
23/09/2017;05:00;8;30;Muy buena / Oso ona;41
23/09/2017;04:00;6;23;Muy buena / Oso ona;32
23/09/2017;03:00;5;22;Muy buena / Oso ona;30
23/09/2017;02:00;8;30;Muy buena / Oso ona;42
23/09/2017;01:00;10;34;Muy buena / Oso ona;49
22/09/2017;24:00;21;41;Muy buena / Oso ona;73
22/09/2017;23:00;22;48;Muy buena / Oso ona;82
22/09/2017;22:00;23;56;Muy buena / Oso ona;91
22/09/2017;21:00;16;60;Muy buena / Oso ona;85
22/09/2017;20:00;8;49;Muy buena / Oso ona;61
22/09/2017;19:00;8;43;Muy buena / Oso ona;55
22/09/2017;18:00;9;36;Muy buena / Oso ona;50
22/09/2017;17:00;11;39;Muy buena / Oso ona;56
22/09/2017;16:00;11;23;Muy buena / Oso ona;39
22/09/2017;15:00;10;20;Muy buena / Oso ona;36
22/09/2017;14:00;25;21;Muy buena / Oso ona;57
22/09/2017;13:00;12;24;Muy buena / Oso ona;43
22/09/2017;12:00;19;35;Muy buena / Oso ona;64
22/09/2017;11:00;14;34;Muy buena / Oso ona;55
22/09/2017;10:00;11;26;Muy buena / Oso ona;43
22/09/2017;09:00;11;27;Muy buena / Oso ona;45
22/09/2017;08:00;22;35;Muy buena / Oso ona;67
22/09/2017;07:00;9;29;Muy buena / Oso ona;42
22/09/2017;06:00;7;18;Muy buena / Oso ona;30
22/09/2017;05:00;6;13;Muy buena / Oso ona;22
22/09/2017;04:00;6;10;Muy buena / Oso ona;18
22/09/2017;03:00;6;5;Muy buena / Oso ona;13
22/09/2017;02:00;6;6;Muy buena / Oso ona;16
22/09/2017;01:00;7;23;Muy buena / Oso ona;34
21/09/2017;24:00;7;39;Muy buena / Oso ona;50
21/09/2017;23:00;10;45;Muy buena / Oso ona;60
21/09/2017;22:00;16;63;Muy buena / Oso ona;87
21/09/2017;21:00;10;56;Muy buena / Oso ona;70
21/09/2017;20:00;9;43;Muy buena / Oso ona;57
21/09/2017;19:00;8;24;Muy buena / Oso ona;37
21/09/2017;18:00;7;17;Muy buena / Oso ona;27
21/09/2017;17:00;8;16;Muy buena / Oso ona;27
21/09/2017;16:00;7;13;Muy buena / Oso ona;23
21/09/2017;15:00;7;13;Muy buena / Oso ona;24
21/09/2017;14:00;7;13;Muy buena / Oso ona;23
21/09/2017;13:00;9;19;Muy buena / Oso ona;32
21/09/2017;12:00;12;29;Muy buena / Oso ona;48
21/09/2017;11:00;36;53;Muy buena / Oso ona;107
21/09/2017;10:00;57;54;Muy buena / Oso ona;141
21/09/2017;09:00;77;51;Muy buena / Oso ona;168
21/09/2017;08:00;106;52;Muy buena / Oso ona;215
21/09/2017;07:00;93;49;Muy buena / Oso ona;191
21/09/2017;06:00;52;44;Muy buena / Oso ona;125
21/09/2017;05:00;41;43;Muy buena / Oso ona;107
21/09/2017;04:00;36;42;Muy buena / Oso ona;98
21/09/2017;03:00;22;39;Muy buena / Oso ona;72
21/09/2017;02:00;32;43;Muy buena / Oso ona;92
21/09/2017;01:00;27;44;Muy buena / Oso ona;85
20/09/2017;24:00;23;48;Muy buena / Oso ona;84
20/09/2017;23:00;32;57;Muy buena / Oso ona;106
20/09/2017;22:00;33;62;Muy buena / Oso ona;112
20/09/2017;21:00;35;70;Muy buena / Oso ona;123
20/09/2017;20:00;19;74;Muy buena / Oso ona;103
20/09/2017;19:00;10;56;Muy buena / Oso ona;71
20/09/2017;18:00;15;60;Muy buena / Oso ona;84
20/09/2017;17:00;18;50;Muy buena / Oso ona;77
20/09/2017;16:00;16;33;Muy buena / Oso ona;57
20/09/2017;15:00;16;42;Muy buena / Oso ona;67
20/09/2017;14:00;15;35;Muy buena / Oso ona;57
20/09/2017;13:00;15;30;Muy buena / Oso ona;53
20/09/2017;12:00;25;39;Muy buena / Oso ona;77
20/09/2017;11:00;27;38;Muy buena / Oso ona;79
20/09/2017;10:00;31;38;Muy buena / Oso ona;85
20/09/2017;09:00;41;42;Muy buena / Oso ona;105
20/09/2017;08:00;53;45;Muy buena / Oso ona;126
20/09/2017;07:00;52;45;Muy buena / Oso ona;125
20/09/2017;06:00;42;40;Muy buena / Oso ona;105
20/09/2017;05:00;25;38;Muy buena / Oso ona;76
20/09/2017;04:00;16;38;Muy buena / Oso ona;62
20/09/2017;03:00;19;37;Muy buena / Oso ona;66
20/09/2017;02:00;14;37;Muy buena / Oso ona;58
20/09/2017;01:00;12;38;Muy buena / Oso ona;56
19/09/2017;24:00;13;41;Muy buena / Oso ona;61
19/09/2017;23:00;11;46;Muy buena / Oso ona;62
19/09/2017;22:00;11;44;Muy buena / Oso ona;61
19/09/2017;21:00;19;59;Muy buena / Oso ona;87
19/09/2017;20:00;16;62;Muy buena / Oso ona;87
19/09/2017;19:00;6;22;Muy buena / Oso ona;30
19/09/2017;18:00;8;19;Muy buena / Oso ona;31
19/09/2017;17:00;8;25;Muy buena / Oso ona;38
19/09/2017;16:00;8;19;Muy buena / Oso ona;32
19/09/2017;15:00;8;17;Muy buena / Oso ona;28
19/09/2017;14:00;8;13;Muy buena / Oso ona;25
19/09/2017;13:00;8;12;Muy buena / Oso ona;24
