Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;SH2 (µg/m3);SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
18/08/2017;07:00;1;7;Muy buena / Oso ona;8;32;"Muy buena / ";34;8;Muy buena / Oso ona;2;2;Muy buena / Oso ona;204;89;1016,4;0;17,2;20;2,66
18/08/2017;06:00;1;5;Muy buena / Oso ona;7;33;"Muy buena / ";34;7;Muy buena / Oso ona;2;2;Muy buena / Oso ona;201;91;1016;0;1,8;20;2,29
18/08/2017;05:00;0;0;Muy buena / Oso ona;0;40;"Muy buena / ";35;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;200;92;1015,6;0;0;19;1,5
18/08/2017;04:00;0;0;Muy buena / Oso ona;0;38;"Muy buena / ";37;8;Muy buena / Oso ona;2;3;Muy buena / Oso ona;205;91;1015,8;0;0;19;2,08
18/08/2017;03:00;0;0;Muy buena / Oso ona;0;33;"Muy buena / ";42;8;Muy buena / Oso ona;2;3;Muy buena / Oso ona;201;90;1016;0;0;19;1,71
18/08/2017;02:00;0;1;Muy buena / Oso ona;1;31;"Muy buena / ";49;6;Muy buena / Oso ona;2;3;Muy buena / Oso ona;199;89;1016,4;0;0;19;1,23
18/08/2017;01:00;0;4;Muy buena / Oso ona;4;28;"Muy buena / ";56;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;192;90;1016,8;0;0;19;0,83
17/08/2017;24:00;0;3;Muy buena / Oso ona;3;33;"Muy buena / ";63;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;189;90;1016,9;0;0;19;0,81
17/08/2017;23:00;0;4;Muy buena / Oso ona;4;37;"Muy buena / ";63;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;193;90;1016,7;0;0;19;0,52
17/08/2017;22:00;1;3;Muy buena / Oso ona;4;41;"Muy buena / ";67;6;Muy buena / Oso ona;2;3;Muy buena / Oso ona;163;88;1016,6;0;0;19;0,72
17/08/2017;21:00;0;4;Muy buena / Oso ona;4;49;"Muy buena / ";72;8;Muy buena / Oso ona;2;3;Muy buena / Oso ona;151;86;1016,4;0;0;20;1,02
17/08/2017;20:00;0;7;Muy buena / Oso ona;8;72;"Buena / ";76;10;Muy buena / Oso ona;2;4;Muy buena / Oso ona;248;81;1016;0;2;21;1,05
17/08/2017;19:00;0;9;Muy buena / Oso ona;9;83;"Buena / ";75;10;Muy buena / Oso ona;2;4;Muy buena / Oso ona;271;74;1016,1;0;168,1;23;1,5
17/08/2017;18:00;0;9;Muy buena / Oso ona;9;80;"Buena / ";71;12;Muy buena / Oso ona;2;5;Muy buena / Oso ona;326;71;1016,1;0;474,1;24;1,45
17/08/2017;17:00;0;9;Muy buena / Oso ona;10;76;"Buena / ";67;29;Muy buena / Oso ona;2;7;Muy buena / Oso ona;354;67;1016,2;0;770,7;24;2,12
17/08/2017;16:00;0;9;Muy buena / Oso ona;9;;"Sin datos / ";60;13;Muy buena / Oso ona;2;7;Muy buena / Oso ona;338;64;1016,8;0;894,8;24;1,56
17/08/2017;15:00;0;5;Muy buena / Oso ona;5;74;"Buena / ";56;7;Muy buena / Oso ona;2;6;Muy buena / Oso ona;322;64;1017,5;0;915,9;24;2,4
17/08/2017;14:00;0;8;Muy buena / Oso ona;8;73;"Buena / ";52;8;Muy buena / Oso ona;2;6;Muy buena / Oso ona;353;64;1017,8;0;991,3;24;2,63
17/08/2017;13:00;0;8;Muy buena / Oso ona;8;72;"Buena / ";44;11;Muy buena / Oso ona;2;7;Muy buena / Oso ona;358;61;1018;0;1070,6;24;2,88
17/08/2017;12:00;0;8;Muy buena / Oso ona;9;63;"Buena / ";37;6;Muy buena / Oso ona;2;9;Muy buena / Oso ona;6;60;1018;0;1006,7;24;3,02
17/08/2017;11:00;1;9;Muy buena / Oso ona;11;59;"Muy buena / ";32;11;Muy buena / Oso ona;2;17;Muy buena / Oso ona;1;60;1018,2;0;868,3;24;2,55
17/08/2017;10:00;1;11;Muy buena / Oso ona;12;56;"Muy buena / ";29;11;Muy buena / Oso ona;2;12;Muy buena / Oso ona;1;61;1018,5;0;865,9;23;2,54
17/08/2017;09:00;4;9;Muy buena / Oso ona;15;38;"Muy buena / ";27;10;Muy buena / Oso ona;2;7;Muy buena / Oso ona;236;67;1018,7;0;792;22;0,46
17/08/2017;08:00;0;7;Muy buena / Oso ona;7;32;"Muy buena / ";27;11;Muy buena / Oso ona;2;4;Muy buena / Oso ona;202;75;1018,7;0;623,7;19;1,65
17/08/2017;07:00;3;10;Muy buena / Oso ona;14;21;"Muy buena / ";26;10;Muy buena / Oso ona;2;4;Muy buena / Oso ona;209;82;1018,2;0;342,3;18;1,71
17/08/2017;06:00;2;18;Muy buena / Oso ona;21;8;"Muy buena / ";27;13;Muy buena / Oso ona;2;3;Muy buena / Oso ona;172;87;1017,7;0;37,6;16;0,58
17/08/2017;05:00;0;12;Muy buena / Oso ona;12;18;"Muy buena / ";29;10;Muy buena / Oso ona;2;3;Muy buena / Oso ona;180;86;1017,4;0;0;17;0,76
17/08/2017;04:00;0;6;Muy buena / Oso ona;6;27;"Muy buena / ";29;6;Muy buena / Oso ona;2;4;Muy buena / Oso ona;167;84;1017,4;0;0;17;0,67
17/08/2017;03:00;0;5;Muy buena / Oso ona;5;34;"Muy buena / ";30;5;Muy buena / Oso ona;2;4;Muy buena / Oso ona;166;83;1017,6;0;0;18;0,84
17/08/2017;02:00;0;5;Muy buena / Oso ona;5;36;"Muy buena / ";31;6;Muy buena / Oso ona;2;4;Muy buena / Oso ona;192;82;1017,8;0;0;19;1,11
17/08/2017;01:00;0;6;Muy buena / Oso ona;6;37;"Muy buena / ";33;5;Muy buena / Oso ona;2;4;Muy buena / Oso ona;201;82;1018,2;0;0;19;2,11
16/08/2017;24:00;0;6;Muy buena / Oso ona;6;33;"Muy buena / ";32;7;Muy buena / Oso ona;2;4;Muy buena / Oso ona;189;84;1018,7;0;0;19;1,16
16/08/2017;23:00;0;7;Muy buena / Oso ona;7;27;"Muy buena / ";32;5;Muy buena / Oso ona;2;4;Muy buena / Oso ona;177;86;1019,2;0;0;18;0,74
16/08/2017;22:00;0;12;Muy buena / Oso ona;12;21;"Muy buena / ";37;5;Muy buena / Oso ona;2;3;Muy buena / Oso ona;176;88;1019,7;0;0;18;0,45
16/08/2017;21:00;0;6;Muy buena / Oso ona;6;22;"Muy buena / ";43;2;Muy buena / Oso ona;2;3;Muy buena / Oso ona;161;89;1019,8;0;0;19;0,43
16/08/2017;20:00;0;5;Muy buena / Oso ona;5;30;"Muy buena / ";48;5;Muy buena / Oso ona;2;3;Muy buena / Oso ona;180;84;1019,7;0;1,8;21;0,85
16/08/2017;19:00;0;4;Muy buena / Oso ona;4;45;"Muy buena / ";54;5;Muy buena / Oso ona;2;3;Muy buena / Oso ona;260;78;1019,3;0;192,4;22;1,59
16/08/2017;18:00;0;6;Muy buena / Oso ona;6;47;"Muy buena / ";54;6;Muy buena / Oso ona;2;4;Muy buena / Oso ona;336;75;1019,1;0;469,1;23;1,54
16/08/2017;17:00;1;7;Muy buena / Oso ona;8;;"Sin datos / ";53;8;Muy buena / Oso ona;2;5;Muy buena / Oso ona;348;73;1019,1;0;717,4;23;2,42
16/08/2017;16:00;1;4;Muy buena / Oso ona;5;51;"Muy buena / ";51;6;Muy buena / Oso ona;2;7;Muy buena / Oso ona;326;69;1019,2;0;886,5;23;2,17
16/08/2017;15:00;0;7;Muy buena / Oso ona;7;55;"Muy buena / ";48;7;Muy buena / Oso ona;2;7;Muy buena / Oso ona;334;68;1019,2;0;892;23;2,53
16/08/2017;14:00;1;9;Muy buena / Oso ona;10;58;"Muy buena / ";43;9;Muy buena / Oso ona;2;6;Muy buena / Oso ona;344;69;1019,1;0;1009,5;23;2,35
16/08/2017;13:00;1;10;Muy buena / Oso ona;12;55;"Muy buena / ";38;6;Muy buena / Oso ona;2;5;Muy buena / Oso ona;345;68;1019;0;1109,9;23;2,74
16/08/2017;12:00;0;10;Muy buena / Oso ona;10;61;"Buena / ";33;8;Muy buena / Oso ona;2;3;Muy buena / Oso ona;356;73;1019,2;0;735,5;23;2,75
16/08/2017;11:00;1;12;Muy buena / Oso ona;14;50;"Muy buena / ";27;8;Muy buena / Oso ona;2;3;Muy buena / Oso ona;358;75;1019,4;0;509,5;22;2,48
16/08/2017;10:00;2;19;Muy buena / Oso ona;23;41;"Muy buena / ";23;11;Muy buena / Oso ona;2;3;Muy buena / Oso ona;276;80;1019,1;0;112,9;21;1,41
16/08/2017;09:00;4;16;Muy buena / Oso ona;22;37;"Muy buena / ";21;14;Muy buena / Oso ona;2;3;Muy buena / Oso ona;262;79;1019;0;268,7;21;1,55
16/08/2017;08:00;0;5;Muy buena / Oso ona;5;26;"Muy buena / ";20;9;Muy buena / Oso ona;2;3;Muy buena / Oso ona;209;83;1019;0;611,2;20;2,05
16/08/2017;07:00;1;6;Muy buena / Oso ona;7;14;"Muy buena / ";19;9;Muy buena / Oso ona;2;2;Muy buena / Oso ona;189;88;1018,8;0;270,7;18;0,71
16/08/2017;06:00;0;3;Muy buena / Oso ona;3;16;"Muy buena / ";20;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;161;91;1018,5;0;9,7;17;0,57
16/08/2017;05:00;0;2;Muy buena / Oso ona;2;15;"Muy buena / ";21;5;Muy buena / Oso ona;2;2;Muy buena / Oso ona;202;90;1018;0;0;18;1,08
16/08/2017;04:00;0;0;Muy buena / Oso ona;0;17;"Muy buena / ";24;5;Muy buena / Oso ona;2;2;Muy buena / Oso ona;203;88;1018;0;0;18;1,17
16/08/2017;03:00;0;1;Muy buena / Oso ona;1;21;"Muy buena / ";27;5;Muy buena / Oso ona;2;3;Muy buena / Oso ona;195;87;1017,8;0;0;19;0,71
16/08/2017;02:00;0;1;Muy buena / Oso ona;1;23;"Muy buena / ";31;4;Muy buena / Oso ona;2;2;Muy buena / Oso ona;;86;1018,1;0;0;19;
16/08/2017;01:00;0;2;Muy buena / Oso ona;2;24;"Muy buena / ";32;3;Muy buena / Oso ona;2;2;Muy buena / Oso ona;191;87;1018,4;0;0;19;0,8
15/08/2017;24:00;0;3;Muy buena / Oso ona;3;20;"Muy buena / ";;4;Muy buena / Oso ona;2;2;Muy buena / Oso ona;181;89;1019;0;0;19;0,51
15/08/2017;23:00;0;3;Muy buena / Oso ona;3;22;"Muy buena / ";37;3;Muy buena / Oso ona;2;2;Muy buena / Oso ona;161;88;1019,2;0;0;19;0,52
15/08/2017;22:00;0;3;Muy buena / Oso ona;3;24;"Muy buena / ";43;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;181;87;1019;0;0;19;0,43
15/08/2017;21:00;0;5;Muy buena / Oso ona;5;38;"Muy buena / ";48;3;Muy buena / Oso ona;2;2;Muy buena / Oso ona;202;83;1019;0;0;20;0,99
15/08/2017;20:00;0;3;Muy buena / Oso ona;3;38;"Muy buena / ";50;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;157;83;1018,7;0;0,3;20;0,44
15/08/2017;19:00;0;4;Muy buena / Oso ona;4;47;"Muy buena / ";52;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;325;80;1018,5;0;6,6;21;0,23
15/08/2017;18:00;0;3;Muy buena / Oso ona;3;;"Sin datos / ";52;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;345;79;1017,9;0;30,5;21;1,41
15/08/2017;17:00;0;0;Muy buena / Oso ona;0;55;"Muy buena / ";51;2;Muy buena / Oso ona;2;3;Muy buena / Oso ona;6;78;1017,8;0;66,7;21;1,77
15/08/2017;16:00;0;2;Muy buena / Oso ona;2;54;"Muy buena / ";50;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;341;79;1017,7;0;105,7;21;1,67
15/08/2017;15:00;0;0;Muy buena / Oso ona;0;54;"Muy buena / ";49;5;Muy buena / Oso ona;3;3;Muy buena / Oso ona;324;76;1017,6;0;138,1;21;1,81
15/08/2017;14:00;0;0;Muy buena / Oso ona;0;54;"Muy buena / ";46;3;Muy buena / Oso ona;2;3;Muy buena / Oso ona;324;77;1017,5;0;177,8;21;2,18
15/08/2017;13:00;0;3;Muy buena / Oso ona;3;52;"Muy buena / ";44;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;328;77;1017,1;0;188,6;21;1,71
15/08/2017;12:00;0;1;Muy buena / Oso ona;1;51;"Muy buena / ";43;4;Muy buena / Oso ona;2;2;Muy buena / Oso ona;327;79;1016,8;0;129,4;21;1,84
15/08/2017;11:00;0;4;Muy buena / Oso ona;4;47;"Muy buena / ";41;5;Muy buena / Oso ona;2;2;Muy buena / Oso ona;325;81;1016,5;0;122,3;21;1,37
15/08/2017;10:00;0;1;Muy buena / Oso ona;2;43;"Muy buena / ";40;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;242;84;1016,3;0;61,2;20;0,56
15/08/2017;09:00;0;5;Muy buena / Oso ona;5;43;"Muy buena / ";41;4;Muy buena / Oso ona;2;2;Muy buena / Oso ona;255;86;1016,2;0;40,8;20;0,9
15/08/2017;08:00;1;3;Muy buena / Oso ona;3;50;"Muy buena / ";43;4;Muy buena / Oso ona;3;2;Muy buena / Oso ona;297;89;1015,9;0;11,3;20;1,25
15/08/2017;07:00;0;6;Muy buena / Oso ona;6;31;"Muy buena / ";42;11;Muy buena / Oso ona;2;2;Muy buena / Oso ona;253;92;1015,2;0;7,6;20;1,45
15/08/2017;06:00;0;5;Muy buena / Oso ona;5;38;"Muy buena / ";43;18;Muy buena / Oso ona;2;3;Muy buena / Oso ona;237;92;1014,8;0;1,5;20;1,21
15/08/2017;05:00;0;3;Muy buena / Oso ona;3;37;"Muy buena / ";43;19;Muy buena / Oso ona;2;3;Muy buena / Oso ona;224;88;1014,3;0,1;0;20;0,97
15/08/2017;04:00;0;2;Muy buena / Oso ona;2;39;"Muy buena / ";46;17;Muy buena / Oso ona;2;3;Muy buena / Oso ona;186;86;1014,2;0;0;20;0,81
15/08/2017;03:00;0;2;Muy buena / Oso ona;2;41;"Muy buena / ";50;15;Muy buena / Oso ona;2;3;Muy buena / Oso ona;177;86;1014,1;0;0;20;0,63
15/08/2017;02:00;0;2;Muy buena / Oso ona;2;49;"Muy buena / ";52;14;Muy buena / Oso ona;2;3;Muy buena / Oso ona;201;84;1014;0;0;21;0,53
15/08/2017;01:00;0;3;Muy buena / Oso ona;3;57;"Muy buena / ";;11;Muy buena / Oso ona;2;3;Muy buena / Oso ona;249;82;1014,3;0;0;21;0,58
14/08/2017;24:00;0;12;Muy buena / Oso ona;12;42;"Muy buena / ";;14;Muy buena / Oso ona;2;3;Muy buena / Oso ona;235;86;1014,4;0;0;21;0,64
14/08/2017;23:00;0;17;Muy buena / Oso ona;17;38;"Muy buena / ";58;22;Muy buena / Oso ona;2;3;Muy buena / Oso ona;124;86;1014;0;0;22;0,46
14/08/2017;22:00;0;16;Muy buena / Oso ona;16;42;"Muy buena / ";65;26;Muy buena / Oso ona;3;4;Muy buena / Oso ona;116;82;1013,6;0;0;22;1,06
14/08/2017;21:00;0;13;Muy buena / Oso ona;13;56;"Muy buena / ";73;23;Muy buena / Oso ona;2;3;Muy buena / Oso ona;109;79;1012,7;0;0;22;1,93
14/08/2017;20:00;0;11;Muy buena / Oso ona;11;68;"Buena / ";79;28;Muy buena / Oso ona;2;4;Muy buena / Oso ona;113;72;1011,6;0;0,8;24;0,84
14/08/2017;19:00;0;16;Muy buena / Oso ona;17;;"Sin datos / ";82;;Sin datos / Daturik gabe;3;4;Muy buena / Oso ona;359;64;1010,8;0;23,9;25;1,42
14/08/2017;18:00;0;11;Muy buena / Oso ona;11;68;"Buena / ";81;22;Muy buena / Oso ona;3;3;Muy buena / Oso ona;53;73;1010;0;188,4;25;0,74
14/08/2017;17:00;0;9;Muy buena / Oso ona;9;70;"Buena / ";79;21;Muy buena / Oso ona;3;3;Muy buena / Oso ona;30;73;1009,3;0;385,8;25;1,19
14/08/2017;16:00;0;9;Muy buena / Oso ona;9;75;"Buena / ";78;35;Muy buena / Oso ona;3;3;Muy buena / Oso ona;18;75;1008,8;0;455,2;25;1,77
14/08/2017;15:00;0;7;Muy buena / Oso ona;7;81;"Buena / ";73;34;Muy buena / Oso ona;3;3;Muy buena / Oso ona;15;71;1008,4;0;803,4;25;1,59
14/08/2017;14:00;0;6;Muy buena / Oso ona;6;88;"Buena / ";63;;Sin datos / Daturik gabe;3;3;Muy buena / Oso ona;329;54;1008;0;913,1;28;1,8
14/08/2017;13:00;0;0;Muy buena / Oso ona;0;94;"Buena / ";54;12;Muy buena / Oso ona;2;3;Muy buena / Oso ona;197;33;1007,3;0;989,1;35;1,81
14/08/2017;12:00;0;0;Muy buena / Oso ona;0;84;"Buena / ";44;12;Muy buena / Oso ona;2;3;Muy buena / Oso ona;199;39;1007,7;0;899,5;33;3,09
14/08/2017;11:00;0;0;Muy buena / Oso ona;0;75;"Buena / ";36;14;Muy buena / Oso ona;2;3;Muy buena / Oso ona;192;45;1008,1;0;792,5;31;2,81
14/08/2017;10:00;0;0;Muy buena / Oso ona;0;66;"Buena / ";30;16;Muy buena / Oso ona;2;4;Muy buena / Oso ona;188;52;1008,5;0;782,7;28;3,19
14/08/2017;09:00;0;2;Muy buena / Oso ona;2;60;"Muy buena / ";24;14;Muy buena / Oso ona;2;4;Muy buena / Oso ona;184;55;1008,8;0;723,5;27;2,6
14/08/2017;08:00;10;15;Muy buena / Oso ona;30;34;"Muy buena / ";20;17;Muy buena / Oso ona;3;4;Muy buena / Oso ona;169;70;1009,2;0;571,8;22;2,03
14/08/2017;07:00;24;25;Muy buena / Oso ona;62;6;"Muy buena / ";18;19;Muy buena / Oso ona;3;3;Muy buena / Oso ona;126;89;1009,7;0;280,3;18;2,17
14/08/2017;06:00;3;16;Muy buena / Oso ona;21;11;"Muy buena / ";20;14;Muy buena / Oso ona;2;3;Muy buena / Oso ona;120;94;1010,2;0;23,1;16;1,91
14/08/2017;05:00;0;8;Muy buena / Oso ona;8;16;"Muy buena / ";23;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;132;94;1010,9;0;0;15;1,33
14/08/2017;04:00;0;5;Muy buena / Oso ona;5;20;"Muy buena / ";26;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;136;93;1011,7;0;0;16;1,25
14/08/2017;03:00;0;3;Muy buena / Oso ona;3;23;"Muy buena / ";27;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;192;93;1012,5;0;0;16;0,76
14/08/2017;02:00;0;2;Muy buena / Oso ona;2;24;"Muy buena / ";;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;191;93;1013,2;0;0;16;0,93
14/08/2017;01:00;0;3;Muy buena / Oso ona;3;23;"Muy buena / ";;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;179;92;1014;0;0;17;0,54
13/08/2017;24:00;0;5;Muy buena / Oso ona;5;20;"Muy buena / ";;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;184;92;1014,4;0;0;17;0,82
13/08/2017;23:00;0;5;Muy buena / Oso ona;5;24;"Muy buena / ";49;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;180;90;1014,7;0;0;17;0,43
13/08/2017;22:00;0;3;Muy buena / Oso ona;3;29;"Muy buena / ";56;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;194;88;1015;0;0;18;0,53
13/08/2017;21:00;3;7;Muy buena / Oso ona;11;37;"Muy buena / ";61;8;Muy buena / Oso ona;2;3;Muy buena / Oso ona;221;86;1015,1;0;0;19;0,96
13/08/2017;20:00;0;5;Muy buena / Oso ona;5;;"Sin datos / ";65;9;Muy buena / Oso ona;2;3;Muy buena / Oso ona;252;81;1014,6;0;3,1;20;2,12
13/08/2017;19:00;0;5;Muy buena / Oso ona;5;54;"Muy buena / ";65;9;Muy buena / Oso ona;2;3;Muy buena / Oso ona;266;74;1014,4;0;178;21;2,6
13/08/2017;18:00;0;1;Muy buena / Oso ona;1;63;"Buena / ";64;8;Muy buena / Oso ona;2;4;Muy buena / Oso ona;296;69;1014,5;0;539,6;22;1,61
13/08/2017;17:00;0;0;Muy buena / Oso ona;0;70;"Buena / ";62;8;Muy buena / Oso ona;2;5;Muy buena / Oso ona;357;68;1014,8;0;787,4;22;2,32
13/08/2017;16:00;0;2;Muy buena / Oso ona;2;70;"Buena / ";56;9;Muy buena / Oso ona;2;6;Muy buena / Oso ona;351;69;1015,2;0;877,3;23;2,57
13/08/2017;15:00;0;4;Muy buena / Oso ona;4;65;"Buena / ";51;9;Muy buena / Oso ona;2;6;Muy buena / Oso ona;354;70;1015,6;0;606,2;22;1,75
13/08/2017;14:00;0;6;Muy buena / Oso ona;6;63;"Buena / ";46;11;Muy buena / Oso ona;2;5;Muy buena / Oso ona;3;71;1016,1;0;306,9;22;1,91
13/08/2017;13:00;0;7;Muy buena / Oso ona;8;61;"Buena / ";42;12;Muy buena / Oso ona;3;4;Muy buena / Oso ona;27;72;1016,6;0;245,4;22;1,48
13/08/2017;12:00;0;6;Muy buena / Oso ona;6;62;"Buena / ";36;13;Muy buena / Oso ona;2;6;Muy buena / Oso ona;357;70;1017,1;0;732,9;23;2,41
13/08/2017;11:00;2;9;Muy buena / Oso ona;12;54;"Muy buena / ";32;15;Muy buena / Oso ona;2;4;Muy buena / Oso ona;73;68;1017,5;0;881,1;23;1,48
13/08/2017;10:00;0;3;Muy buena / Oso ona;3;48;"Muy buena / ";27;16;Muy buena / Oso ona;2;3;Muy buena / Oso ona;90;74;1017,9;0;864,7;20;1,74
13/08/2017;09:00;0;5;Muy buena / Oso ona;5;28;"Muy buena / ";24;11;Muy buena / Oso ona;2;3;Muy buena / Oso ona;205;80;1018,2;0;349,1;17;3,41
13/08/2017;08:00;0;7;Muy buena / Oso ona;8;27;"Muy buena / ";23;8;Muy buena / Oso ona;2;3;Muy buena / Oso ona;204;82;1018,3;0;125,2;15;3,52
13/08/2017;07:00;0;6;Muy buena / Oso ona;6;27;"Muy buena / ";22;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;200;85;1018,3;0;43,4;14;2,25
13/08/2017;06:00;0;5;Muy buena / Oso ona;5;25;"Muy buena / ";21;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;198;88;1018,2;0;7,2;14;1,89
13/08/2017;05:00;0;4;Muy buena / Oso ona;4;20;"Muy buena / ";22;6;Muy buena / Oso ona;2;3;Muy buena / Oso ona;196;90;1018,4;0;0;14;1,43
13/08/2017;04:00;0;4;Muy buena / Oso ona;4;23;"Muy buena / ";22;6;Muy buena / Oso ona;2;3;Muy buena / Oso ona;200;90;1018,7;0;0;14;1,73
13/08/2017;03:00;0;3;Muy buena / Oso ona;3;20;"Muy buena / ";;6;Muy buena / Oso ona;2;3;Muy buena / Oso ona;190;91;1019;0;0;14;1,14
13/08/2017;02:00;0;3;Muy buena / Oso ona;3;21;"Muy buena / ";;6;Muy buena / Oso ona;2;3;Muy buena / Oso ona;195;92;1019,2;0;0;14;1,16
13/08/2017;01:00;0;4;Muy buena / Oso ona;4;19;"Muy buena / ";;5;Muy buena / Oso ona;2;3;Muy buena / Oso ona;169;92;1019,5;0;0;14;0,54
12/08/2017;24:00;0;3;Muy buena / Oso ona;3;21;"Muy buena / ";;6;Muy buena / Oso ona;2;3;Muy buena / Oso ona;192;90;1019,9;0;0;15;0,86
12/08/2017;23:00;0;4;Muy buena / Oso ona;4;21;"Muy buena / ";56;6;Muy buena / Oso ona;2;3;Muy buena / Oso ona;161;90;1020,2;0;0;15;0,35
12/08/2017;22:00;0;2;Muy buena / Oso ona;2;30;"Muy buena / ";65;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;190;87;1020,3;0;0;16;0,88
12/08/2017;21:00;0;4;Muy buena / Oso ona;4;;"Sin datos / ";72;10;Muy buena / Oso ona;2;3;Muy buena / Oso ona;166;84;1020,5;0;0;17;0,73
12/08/2017;20:00;0;3;Muy buena / Oso ona;3;44;"Muy buena / ";72;10;Muy buena / Oso ona;2;3;Muy buena / Oso ona;206;78;1020,1;0;3;18;1,23
12/08/2017;19:00;0;2;Muy buena / Oso ona;2;59;"Muy buena / ";72;8;Muy buena / Oso ona;2;5;Muy buena / Oso ona;334;67;1020,1;0;231;21;1,24
12/08/2017;18:00;0;3;Muy buena / Oso ona;3;68;"Buena / ";72;8;Muy buena / Oso ona;2;5;Muy buena / Oso ona;335;65;1020;0;599,8;21;1,9
12/08/2017;17:00;0;4;Muy buena / Oso ona;4;78;"Buena / ";70;12;Muy buena / Oso ona;2;8;Muy buena / Oso ona;340;59;1019,9;0;836,1;22;2
12/08/2017;16:00;1;5;Muy buena / Oso ona;6;78;"Buena / ";65;12;Muy buena / Oso ona;2;28;Muy buena / Oso ona;354;57;1020;0;934,5;22;2,22
12/08/2017;15:00;1;9;Muy buena / Oso ona;10;75;"Buena / ";58;8;Muy buena / Oso ona;2;25;Muy buena / Oso ona;348;57;1020;0;794,4;22;2,27
12/08/2017;14:00;0;7;Muy buena / Oso ona;7;73;"Buena / ";53;10;Muy buena / Oso ona;2;12;Muy buena / Oso ona;331;61;1020,3;0;976,1;22;2,44
12/08/2017;13:00;0;8;Muy buena / Oso ona;8;74;"Buena / ";47;13;Muy buena / Oso ona;2;10;Muy buena / Oso ona;317;61;1020,6;0;1055,7;22;2,41
12/08/2017;12:00;2;10;Muy buena / Oso ona;13;71;"Buena / ";41;18;Muy buena / Oso ona;2;9;Muy buena / Oso ona;345;56;1020,7;0;1020,2;22;1,88
12/08/2017;11:00;2;11;Muy buena / Oso ona;15;62;"Buena / ";36;11;Muy buena / Oso ona;2;6;Muy buena / Oso ona;90;55;1020,9;0;895,2;22;1,86
12/08/2017;10:00;6;14;Muy buena / Oso ona;23;51;"Muy buena / ";31;13;Muy buena / Oso ona;2;8;Muy buena / Oso ona;103;59;1021,2;0;901,6;21;1,16
12/08/2017;09:00;7;9;Muy buena / Oso ona;20;39;"Muy buena / ";28;19;Muy buena / Oso ona;2;6;Muy buena / Oso ona;197;70;1021,3;0;833,8;19;0,94
12/08/2017;08:00;17;21;Muy buena / Oso ona;47;21;"Muy buena / ";26;31;Muy buena / Oso ona;2;6;Muy buena / Oso ona;120;75;1021,3;0;658,8;17;0,78
12/08/2017;07:00;3;7;Muy buena / Oso ona;12;31;"Muy buena / ";27;10;Muy buena / Oso ona;2;3;Muy buena / Oso ona;163;83;1021;0;384,5;15;0,9
12/08/2017;06:00;2;8;Muy buena / Oso ona;11;26;"Muy buena / ";27;12;Muy buena / Oso ona;2;3;Muy buena / Oso ona;147;90;1020,7;0;49,8;13;0,93
12/08/2017;05:00;2;10;Muy buena / Oso ona;12;23;"Muy buena / ";27;11;Muy buena / Oso ona;2;3;Muy buena / Oso ona;176;90;1020,6;0;0,1;13;1,02
12/08/2017;04:00;1;5;Muy buena / Oso ona;8;32;"Muy buena / ";;8;Muy buena / Oso ona;2;3;Muy buena / Oso ona;180;89;1020,9;0;0;13;1,62
12/08/2017;03:00;1;5;Muy buena / Oso ona;8;27;"Muy buena / ";;8;Muy buena / Oso ona;2;2;Muy buena / Oso ona;191;91;1021,4;0;0;13;1,57
12/08/2017;02:00;1;5;Muy buena / Oso ona;8;24;"Muy buena / ";;8;Muy buena / Oso ona;2;2;Muy buena / Oso ona;189;91;1021,7;0;0;13;0,81
12/08/2017;01:00;2;7;Muy buena / Oso ona;10;25;"Muy buena / ";;9;Muy buena / Oso ona;2;3;Muy buena / Oso ona;186;89;1021,9;0;0;13;0,7
