OBJECTID	CENTRO	DIRECCION	CAPACIDAD	PROBLEMAS
663	"IES ""Arcipreste de Hita"""	Ronda del Sur	10	true
664	Ronda del Sur	Mestanza	10	true
665	"CEIP ""MenÚndez Pidal"""	Encomienda de Palacios, 85	10	false
666	"Colegio ""Santo ?ngel"""	Arroyo Fontarrón, 183	10	false
667	"Polideportivo ""La Elipa"""	Parque de la Elipa, s/n	10	true
668	"CEIP ""Regimiento Inmemorial del Rey"""	Av. Moratalaz, 51	10	false
669	"CEIP ""JoaquÝn Turina"""	Jazmín, 15	10	false
670	"Colegio ""?gora"""	MarqÚs de Portugalete, 13	10	false
671	"Colegio ""Stella Maris"""	Arturo Soria, 71	6	false
672	"Colegio ""Corpus Christi"""	Amara, 4	8	false
673	"Centro Mayores ""Canal de Panamß"""	Canal de Panamß, 8	10	false
674	Derechos Humanos	Demetrio López	4	false
675	Concentraci¾n de oficinas	Martinez Villergas, 52	10	false
676	"Colegio ""Nuevo Equipo"""	López de Aranda, 5	10	true
677	"CEIP ""San Benito"""	Juan PÚrez Z·±iga, 36	10	false
678	Zona verde	Arriaga - Fernando Gabriel	10	true
679	Ezequiel Solana	Ezequiel Solana, 67 - Avd. Trueba, 54	10	false
680	"Centro Comercial ""Arturo Soria Plaza"""	Arturo Soria, 126	10	false
681	"Colegio ""Arturo Soria"""	Duque Tamames, 9	10	false
682	"IES ""San Juan Bautista"""	San Nemesio	6	false
683	"CEIP ""San Juan Bautista"""	Sorzano, 1	10	false
684	"Centro Deportivo Municipal ""San Juan Bautista"""	Ramirez de Arellano, 30	10	false
685	Centro Comercial	Glorieta Sandro Pertini	12	false
686	"Zona verde ""Santa Virgilia y Mar Menor"""	Santa Virgilia, 3-16 - Mar Menor, 26-38	12	false
687	"Centro Cultural ""Huerta de la Salud"""	Mar de las Antillas, 8	10	false
688	"Instalaciones Deportivas ""Canillas"""	Agustín de Iturbe, 1	8	false
689	"Centro Deportivo Municipal ""Luis AragonÚs"""	El Provencio 20	10	false
690	"Zona verde ""Ram¾n Power - Provencio"""	Ramón Power - Provencio	12	false
691	"Centro Juvenil ""Hortaleza"""	Motilla del Palancar, 13	10	false
692	"Colonia Residencial ""Guadalupe"""	Torquemada, 5	10	false
693	Centro Servicios Sociales	Javier del Quinto, 12	10	false
694	"Centro Cultural ""Federico Chueca"""	Benita de Avila, 17	10	false
695	"IES ""Francisco Tomßs y Valiente"""	Benita de ?vila, 3	10	false
696	"Parque ""Carril del conde - Montemayor de Pililla"""	Ctra. Canillas - Gomeznarro	10	false
697	"Centro Cultural ""Carril del Conde"""	Carril del Conde, 57	10	false
698	"JMD ""Hortaleza"""	Ctra. Canillas, 2	10	false
699	"Parque ""Ctra. de Canillas"""	Ctra. Canillas, 2-24 - López de Hoyos	10	false
700	"Instalaci¾n Elemental ""Machupichu"""	Dionisio Inca Yupanqui - Av. Machupichu	10	false
701	"Parque ""Juan Pablo II"""	Av. Manuel Aza±a - Papa Negro	8	false
702	"Zona verde ""Dionisio Inca Yupanqui - Av. Machupichu"""	Parque los Llanos - Av. Machupichu, s/n	10	false
703	"Parque ""Pinar de Barajas"""	Av. Carondelet - Papa Negro	10	true
704	"Zona verde ""Av. Carondelet - Gregorio BenÝtez"""	Av. Carondelet - Gregorio Benítez	10	true
705	Zona verde	Toronga - Olimpo	10	false
706	"Instalaciones Deportivas ""Sporting de Hortaleza"""	Monovar, s/n	10	false
707	"Parque ""Do±a Guiomar"""	Monovar - Do±a Guiomar	10	false
708	"Zona verde ""Ctra. de Acceso a Estaci¾n de Hortaleza - Trinquete"""	Trinquete, 25-27	10	false
709	Centro Integrado ôSantiago Ap¾stolö	Carrión de los Condes, 73	10	false
710	"IES ""Arturo Soria"""	Somontín, 59	10	false
711	"Metro ""Manoteras"""	Purchena, 17	10	false
712	Pista deportiva	Maruja Mallo, 14 - Conchita Montes	10	false
713	Instalacion Deportiva OlÝmpica	Camino de Montoro, s/n	10	false
714	Zona verde	Gregorio Sßnchez y Rafaela Aparicio	10	false
715	"Parque ""Av. Niceto Alcalß Zamora - Vicente Blasco Ibß±ez"""	Av. Niceto Alcalß Zamora - Vicente Blasco Ibß±ez	10	false
716	"CEIP ""Adolfo Suarez"""	Infanta catalina Micaela, 31	10	false
717	Zona verde	Principe Carlos y Alcalde Mayalde	10	false
718	"Instalaci¾n Elemental ""Sanchinarro"""	Infanta Catalina Micaela - Príncipe Carlos	10	false
719	"Centro Deportivo Municipal ""Los Prunos"""	Av. las Azaleas s/n	10	false
720	"Zona verde ""Las Peonias"""	Las Peonias	10	false
721	"Instalaciones Deportivas ""El Espinillo II"""	Consenso, 3-5	10	false
722	"Parque ""El Espinillo"""	Av. Orovilla, 35	10	false
723	"Estaci¾n ""Villaverde Bajo"""	Barrio de la Estación	10	false
724	"Estaci¾n ""Villaverde Bajo"""	Campos Ibß±ez	10	false
725	"Piscina ""El Espinillo"""	Carretera Villaverde de Vallecas	10	false
726	"Parque ""Plaza de Chozas y Canales"""	Clara Schumann	10	false
884	"Escuela de Idiomas ""Jes·s Maestro"""	Av. Islas Filipinas	10	false
885	"Colegio ""Jes·s Maestro"""	Juan Vigón, 8	10	false
886	"IES ""JoaquÝn Turina"""	Guzmßn el Bueno, 92	10	false
887	Colegio Fem S.l.	La Loma, 24	10	false
888	"Clinicas, Universidad ""San Pablo Ceu"""	Julißn Romea	10	false
889	Nuevos Ministerios	Plaza de San Juan de la Cruz	10	false
890	Maudes	Maudes, 17	10	false
891	Arapiles	Arapiles, 12	10	false
892	"Plaza ""Conde Valle Suchil"""	Plaza del Conde Valle Suchil	10	false
893	"colegio ""DÝaz Balaguer"""	Fernando el Católico, 77	8	false
894	"Colegio ""Blanca de Castilla"""	Paseo de Eduardo dato, 2	10	false
895	"centro municipal de deporte ""La Vaguada"""	Parque La Vaguada	10	false
896	"Colegio ""Nuestra Sra. de la Vega"""	Chantada	10	false
897	"Colegio P·blico ""Guatemala"""	Celanova, 2	10	false
898	"Escuela de M·sica ""El Espinillo"""	Generosidad, 28	0	false
899	"Centro Cultural ""Juan Gris"""	Francos Rodríguez, 100	10	false
900	"IES ""Ortega y Gasset"""	Santa Fe, 4	10	false
901	"Colegio ""Sagrados Corazones"""	Pasep Pintor Rosales, 62	10	false
902	"CEIP ""Rosa Luxemburgo"""	Bardegueral, 16	10	false
903	"Estaci¾n ""Aravaca"""	Rosas de Aravaca	10	false
904	"Polideportivo ""Gallur"""	Gallur, 2	10	false
905	"JMD ""Latina"""	Av. General Fanjul, 2	10	false
906	"Plaza ""Fernßndez Ladreda"""	Plaza de Fernßndez Ladreda	0	false
907	"Colegio ""Santa Cruz"""	Plaza de la Parroquia, 16	10	false
908	"Colegio ""Santa Rita"""	Eugenia de Montijo, 53	8	false
909	"Parque ""Eugenia de Montijo"""	Eugenia de Montijo - Av. de los Poblados	0	false
910	"Plaza ""Las Palmeras"""	General Ricardos - Nuestra Se±ora de la Luz	10	false
911	"Polideportivo ""San FermÝn"""	Estafeta, 2	10	false
912	"Colegio ""Rep·blica de Venezuela"""	Cerecinos, 8	6	false
913	"Metro ""Artilleros"""	Pico de Artilleros, 171 - Camino de Vinateros, 121	0	false
914	Zona verde	Miguel Hernßndez - Pablo Neruda	10	false
915	Escuela de M·sica	Bulevar Indalecio Prieto	10	false
916	"Metro ""Valdebernardo"""	Bulevar de Indalecio Prieto, 1	10	false
917	"Pistas de tenis ""Valdebernardo"""	Tren de Arganda y Indalecio Prieto	10	false
918	"Centro Deportivo Municipal ""Valdebernardo"""	Ladera de los Almendros, 2	10	false
919	"CEIP ""Valdebernardo"""	Tren de Arganda y Ladera de los Almendros	10	false
920	"Colegio ""Francisco Quevedo"""	Arcos de Jalón	6	false
921	"Centro Cultural ""Antonio Machado"""	San Romßn del Valle	10	false
922	"Colegio P·blico ""Fundaci¾n Goyeneche"""	Arcos de Jalón	6	false
923	VÝa ciclista	Av. 25 de Septiembre, 3	0	false
924	Junto pista atletismo	Alcala, 533	10	false
925	Centro de Salud	Bolta±a, 5	10	false
926	"Colegio ""Juan ValdÚs"""	Av. Canillejas	10	false
927	Instalaci¾n deportiva	Galeón, 34	10	false
928	CEIP ôCiudad de Guadalajaraö	Bergantín, 13	0	false
929	"Plaza del ""Cine"""	Viridiana, Fantasía Y Tristana	10	false
930	"Centro Cultural ""El Torito"""	Av. Moratalaz, 130	10	false
931	"IES ""Mariana Pineda"""	Av. Doctor García Tapia, 29	10	false
932	"Escuela Educaci¾n Infantil ""Arce"""	Alcalde Garrido Juaristi	10	false
933	"CEIP ""Francisco de Luis"""	Corregidor Rodrigo Rodríguez, 5	10	false
934	"IES ""Rey Pastor"""	Corregidor JosÚ de Pasamonte, 17	10	true
935	"CEIP ""Fontarr¾n"""	Arroyo Fontarrón, 24	10	false
936	"Instalaci¾n Deportiva Bßsica ""Moratalaz"""	Encomienda de Palacios - Arroyo Fontarrón	0	false
937	"Parque ""Calero"" (auditorio)"	Virgen del Sagrario - Jose del Hierro	14	false
938	"Colegio ""Obispo Perello"""	Virgen del Sagrario, 22	10	false
939	Santa felicidad	Santa felicidad, 9	10	true
940	"CEIP ""Gustavo Adolfo Becquer"""	Santa Genoveva, 9	10	false
941	"Polideportivo ""Pueblo Nuevo"""	Francisco Rioja, 16	10	false
942	"Campo de Futbol ""Villarrosa"""	Camino del Cumbal	6	true
943	"IES ""Gabriel GarcÝa Marquez"""	Nevado del Ruiz, 1	10	false
944	"IES ""Rosa Chacel"""	Abizanda, s/n	8	false
945	"Parque ""Villarosa"""	Aconcagua - Pedro±eras	10	false
946	"IES ""Conde de Orgßz"""	Nßpoles, 56	10	true
