Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Número de Finca;Matrícula
440938,9447;4474617,169;28/05/2014;01  CENTRO;01-04 JUSTICIA;REY, PLAZA, DEL;6;301410056
441075,978;4475104,603;27/05/2014;01  CENTRO;01-04 JUSTICIA;SALESAS, PLAZA, DE LAS;FRENTE 3;301410030
441091,9758;4475044,491;27/05/2014;01  CENTRO;01-04 JUSTICIA;SALESAS, PLAZA, DE LAS;7;301410031
440856,6522;4475025,895;27/05/2014;01  CENTRO;01-04 JUSTICIA;SAN GREGORIO, CALLE, DE;13;301410035
440767,9714;4475149,133;26/05/2014;01  CENTRO;01-04 JUSTICIA;SAN LORENZO, CALLE, DE;17;301410019
440977,2447;4475013,315;27/05/2014;01  CENTRO;01-04 JUSTICIA;SAN LUCAS, CALLE, DE;10;301410036
440893,1557;4474739,659;27/05/2014;01  CENTRO;01-04 JUSTICIA;SAN MARCOS, CALLE, DE;39;301410051
440737,0264;4475256,183;26/05/2014;01  CENTRO;01-04 JUSTICIA;SAN MATEO, CALLE, DE;24;301410016
440642,7162;4475200,922;26/05/2014;01  CENTRO;01-04 JUSTICIA;SAN MATEO, CALLE, DE;10;301410018
440813,4878;4475168,965;26/05/2014;01  CENTRO;01-04 JUSTICIA;SAN MATEO, TRAVESIA, DE;11;301410021
440658,1488;4475103,572;27/05/2014;01  CENTRO;01-04 JUSTICIA;SANTA BRIGIDA, CALLE, DE;FRENTE 13;301410026
440744,8716;4475455,827;26/05/2014;01  CENTRO;01-04 JUSTICIA;SERRANO ANGUITA, CALLE, DE;11;301410005
440824,2589;4475404,266;26/05/2014;01  CENTRO;01-04 JUSTICIA;SERRANO ANGUITA, CALLE, DE;8;301410006
440773,0304;4474633,187;01/07/2014;01  CENTRO;01-04 JUSTICIA;VICTOR HUGO, CALLE, DE;5;301410062
439961,4934;4475596,952;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;ACUERDO, CALLE, DEL;34;301510011
439926,6956;4475382,265;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;ACUERDO, CALLE, DEL;13;301510025
439909,2058;4475307,918;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;ACUERDO, CALLE, DEL;7;301510032
439814,5556;4475426,776;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;AMANIEL, CALLE, DE;27;301510024
439919,3457;4475006,208;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;ANTONIO GRILO, CALLE, DE;10;301510059
439727,1676;4475632,295;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;BALTASAR GRACIAN, CALLE, DE;2;301510004
440418,5521;4474966,69;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;BARCO, CALLE, DEL;41;301510064
440375,9579;4474771,732;31/05/2014;01  CENTRO;01-05 UNIVERSIDAD;BARCO, CALLE, DEL;11;301510070
440541,4057;4475027,576;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;COLON, CALLE, DE;1;301510055
439856,3131;4475656,381;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;46;301510005
439825,4489;4475589,085;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;40;301510013
439718,6346;4475399,785;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;20;301510023
439668,5451;4475322,059;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;7;301510033
439632,0278;4475257,807;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;1;301510035
439774,931;4475273,138;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, TRAVESIA, DEL;FRENTE 5;301510036
440304,2901;4474903,622;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;29;301510063
440226,5729;4474823,046;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;9;301510067
440257,4253;4474733,898;31/05/2014;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;24;301510071
440392,0548;4474681,023;31/05/2014;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;3;301510072
440348,3194;4475133,014;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;DON FELIPE, CALLE, DE;14;301510045
440263,4057;4475314,701;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;DOS DE MAYO, CALLE, DEL;9;301510030
439545,795;4475318,811;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;DUQUE DE LIRIA, CALLE, DEL;6;301510034
440303,0518;4475070,624;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;EL ESCORIAL, CALLE, DE;20;301510054
440364,4051;4475037,932;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;EL ESCORIAL, CALLE, DE;8;301510056
440108,819;4475236,27;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;ESPIRITU SANTO, CALLE, DEL;39;301510039
440555,8223;4475121,743;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;FUENCARRAL, CALLE, DE;69;301510046
439801,9717;4475004,869;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;GENERAL MITRE, CALLE, DEL;FRENTE 4;301510060
440309,8298;4475146,574;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;JESUS DEL VALLE, CALLE, DE;34;301510047
440381,4887;4475572,619;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;MANUELA MALASAÑA, CALLE, DE;4;301510007
440205,018;4475585,938;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;MANUELA MALASAÑA, CALLE, DE;31;301510009
440181,0474;4475088,235;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;MARQUES DE SANTA ANA, CALLE, DEL;11;301510048
439484,9092;4475508,483;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;MARTIRES DE ALCALA, CALLE, DE LOS;5;301510021
440192,1882;4475490,199;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;MONTELEON, CALLE, DE;3;301510017
439765,689;4475494,282;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;MONTSERRAT, CALLE, DEL;17;301510020
440010,2716;4475358,555;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;NORTE, CALLE, DEL;21;301510026
440105,4782;4475063,559;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;PEZ, CALLE, DEL;30;301510053
440222,3726;4474975,226;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;PEZ, CALLE, DEL;12;301510057
440059,5877;4475167,029;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;POZAS, CALLE, DE LAS;12;301510044
440331,5245;4474860,972;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;PUEBLA, CALLE, DE LA;20;301510066
440026,4105;4475444,56;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;QUIÑONES, CALLE, DE;FRENTE 5;301510019
439894,1919;4475100,097;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;REYES, CALLE, DE LOS;FRENTE 3;301510049
439740,2695;4475044,311;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;REYES, CALLE, DE LOS;18;301510051
439810,2345;4475068,641;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;REYES, CALLE, DE LOS;13;301510052
439845,4155;4474940,712;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;RICARDO LEON, CALLE, DE;3;301510061
440299,6682;4475569,477;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;RUIZ, CALLE, DE;15;301510008
440324,4714;4475455,331;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN ANDRES, CALLE, DE;30;301510016
439716,0268;4475208,908;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDINO, CALLE, DE;14;301510041
439780,7811;4475168,966;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDINO, CALLE, DE;6;301510042
440116,4196;4475566,814;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;84;301510010
440093,9069;4475443,963;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;72;301510018
440031,4837;4475294,395;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;64;301510027
439994,8939;4475237,351;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;53;301510037
439996,5884;4475143,246;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;46;301510043
439992,6557;4475008,159;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;34;301510058
439977,2227;4474906,923;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;20;301510062
439989,5133;4475499,821;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN DIMAS, CALLE, DE;17;301510015
439883,6672;4475541,76;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN HERMENEGILDO, CALLE, DE;30;301510014
439675,1923;4475130,492;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN LEONARDO, CALLE, DE;7;301510050
440135,0907;4475277,081;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SAN VICENTE FERRER, CALLE, DE;52;301510031
439565,4029;4475680,286;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SANTA CRUZ DE MARCENADO, CALLE, DE;24 B;301510003
440095,9645;4475597,679;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SANTA CRUZ DE MARCENADO, CALLE, DE;S/N;301510006
439905,4537;4475592,504;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SANTA CRUZ DE MARCENADO, CALLE, DE;10;301510012
439457,9229;4475521,971;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SEMINARIO DE NOBLES, CALLE, DEL;4;301510022
439431,6028;4475727,679;01/07/2014;01  CENTRO;01-05 UNIVERSIDAD;SERRANO JOVER, CALLE, DE;6;301510001
439395,292;4475660,504;28/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SERRANO JOVER, CALLE, DE;4;301510002
440126,7332;4474809,625;31/05/2014;01  CENTRO;01-05 UNIVERSIDAD;SILVA, CALLE, DE;23;301510068
440195,9176;4475180,118;29/05/2014;01  CENTRO;01-05 UNIVERSIDAD;TESORO, CALLE, DEL;12;301510040
440466,0492;4474866,108;30/05/2014;01  CENTRO;01-05 UNIVERSIDAD;VALVERDE, CALLE, DE;23;301510065
440453,0592;4474796,077;31/05/2014;01  CENTRO;01-05 UNIVERSIDAD;VALVERDE, CALLE, DE;FRENTE 18;301510069
440238,2159;4473989,547;30/05/2014;01  CENTRO;01-06 SOL;ATOCHA, CALLE, DE;14;301610017
439984,9425;4474269,383;30/05/2014;01  CENTRO;01-06 SOL;BORDADORES, CALLE, DE LOS;9;301610010
439872,6693;4474122,573;30/05/2014;01  CENTRO;01-06 SOL;BRINGAS, TRAVESIA, DE;1;301610016
440629,3685;4474537,922;30/05/2014;01  CENTRO;01-06 SOL;CABALLERO DE GRACIA, CALLE, DEL;FRENTE 24;301610004
440327,739;4474512,326;29/05/2014;01  CENTRO;01-06 SOL;CARMEN, PLAZA, DEL;S/N;301610003
440333,0383;4474120,076;30/05/2014;01  CENTRO;01-06 SOL;CARRETAS, CALLE, DE LAS;8;301610014
440116,7973;4474321,658;30/05/2014;01  CENTRO;01-06 SOL;CELENQUE, PLAZA, DEL;3;301610008
440271,7756;4474525,987;29/05/2014;01  CENTRO;01-06 SOL;CHINCHILLA, CALLE, DE;2;301610002
440420,1084;4474186,164;30/05/2014;01  CENTRO;01-06 SOL;ESPOZ Y MINA, CALLE, DE;3;301610012
439906,5169;4474282,366;30/05/2014;01  CENTRO;01-06 SOL;HILERAS, CALLE, DE LAS;5;301610009
440171,65;4474136,835;30/05/2014;01  CENTRO;01-06 SOL;MARQUES VIUDO DE PONTEJOS, CALLE, DEL;9;301610015
440467,9057;4474177,576;30/05/2014;01  CENTRO;01-06 SOL;MATHEU, PASAJE, DE;4;301610013
439882,6691;4474177,652;30/05/2014;01  CENTRO;01-06 SOL;MAYOR, CALLE;42;301610007
440061,1623;4474200,065;30/05/2014;01  CENTRO;01-06 SOL;MAYOR, CALLE;19;301610011
440013,101;4474350,89;30/05/2014;01  CENTRO;01-06 SOL;SAN MARTIN, CALLE, DE;1;301610006
439897,2658;4474426,394;30/05/2014;01  CENTRO;01-06 SOL;SANTA CATALINA DE LOS DONADOS, PLAZA, DE;1;301610005
439978,1748;4474473,485;29/05/2014;01  CENTRO;01-06 SOL;TRUJILLOS, CALLE, DE;7;301610001
439120,0307;4472615,826;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;ALEJANDRO DUMAS, CALLE, DE;3;302130014
439049,1557;4472674,326;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;ALEJANDRO DUMAS, CALLE, DE;8;302130015
438983,2451;4472775,204;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;ALEJANDRO DUMAS, CALLE, DE;12;302130024
439010,0091;4472879,178;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;COBOS DE SEGOVIA, CALLE, DE;21;302130044
438974,9184;4473046,643;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;COBOS DE SEGOVIA, CALLE, DE;16;302130054
438949,8489;4473225,514;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;COBOS DE SEGOVIA, CALLE, DE;2;302130064
438960,7301;4473142,587;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;COBOS DE SEGOVIA, CALLE, DE;6;302130061
438875,9057;4472715,076;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;DUQUE DE TOVAR, CALLE, DEL;S/N;302130019
438807,2516;4472734,815;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;DUQUE DE TOVAR, CALLE, DEL;12;302130020
438744,4778;4472815,269;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;DUQUE DE TOVAR, CALLE, DEL;S/N;302130021
438868,1393;4473607,917;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;FOSFORO, CALLE, DEL;3;302130081
439170,3987;4473199,289;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;GIL IMON, CALLE, DE;10;302130038
439213,3269;4473198,099;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;GIL IMON, CALLE, DE;7;302130039
439265,987;4473224,267;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;GIL IMON, CALLE, DE;6;302130037
439258,3223;4472803,243;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;57;302130008
439303,989;4472710,576;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;85;302130009
439288,9057;4472685,993;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;36;302130010
439308,239;4472613,826;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;42;302130011
439193,9774;4473045,893;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;26;302130057
439170,0038;4473137,293;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;22;302130058
439138,6883;4473235,884;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;20;302130059
439107,2377;4473377,233;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;14 B;302130068
439074,799;4473502,161;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;4;302130072
439100,4796;4473477,446;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;1;302130070
439054,5585;4473330,913;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;JEMENUÑO, CALLE, DE;2 J;302130067
438957,3284;4473635,716;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;JUAN DUQUE, CALLE, DE;27 A;302130082
438956,9658;4473931,122;21/10/2016;02  ARGANZUELA;02-01 IMPERIAL;JUAN DUQUE, CALLE, DE;2;302130094
438868,9544;4473734,601;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;LINNEO, CALLE, DE;20;302130086
438868,4632;4473934,941;21/10/2016;02  ARGANZUELA;02-01 IMPERIAL;LINNEO, CALLE, DE;2;302130093
438962,3477;4473825,42;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MANZANARES, CALLE, DEL;13;302130090
438864,9057;4473812,326;21/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MANZANARES, CALLE, DEL;23;302130091
438845,3555;4473000,003;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MARMOL, CALLE, DEL;1;302130048
439054,2396;4473742,731;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MAZARREDO, CALLE, DE;S/N;302130085
438960,932;4473743,953;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MAZARREDO, CALLE, DE;S/N;302130087
439054,5557;4473927,434;21/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MAZARREDO, CALLE, DE;1;302130095
439142,4057;4472540,951;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;32;302130012
439073,6557;4472582,076;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;77;302130013
438948,5307;4472609,951;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;S/N;302130017
438950,1557;4472667,701;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;69;302130018
438866,7812;4472795,48;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;28;302130022
438901,3493;4473228,243;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;S/N;302130063
438858,7961;4473098,036;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;21;302130052
439049,2203;4473633,786;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;S/N;302130083
439003,7892;4473512,036;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;4 C;302130079
439426,8145;4473213,634;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MUÑOPEDRO, CALLE, DE;S/N;302130033
439395,7448;4473188,98;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MUÑOPEDRO, CALLE, DE;S/N;302130034
439355,9524;4473142,52;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MUÑOPEDRO, CALLE, DE;2;302130036
439265,3382;4473054,393;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MUÑOPEDRO, CALLE, DE;S/N;302130040
439216,5709;4473031,577;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;MUÑOPEDRO, CALLE, DE;12;302130041
438956,4065;4472916,201;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PARADINAS, CALLE, DE;19;302130045
438927,8651;4473027,787;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PARADINAS, CALLE, DE;11;302130053
439340,0983;4472959,308;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PARTICULAR, CALLE;S/N;302130028
438858,1006;4473480,89;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PIZARRA, CALLE, DE LA;4;302130076
438938,5382;4473493,503;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PIZARRA, CALLE, DE LA;1;302130078
438921,1202;4472842,519;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;45;302130023
439014,308;4472855,464;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;43;302130025
439168,0182;4472875,806;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;31;302130026
439116,4162;4472894,587;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;18;302130043
439289,3278;4472957,848;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;10;302130027
439352,7504;4473000,184;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;8;302130029
439480,7309;4473061,173;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;11;302130030
439524,6375;4473124,318;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;2;302130031
438930,044;4473338,805;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;RUY GONZALEZ DE CLAVIJO, CALLE, DE;2;302130074
438850,0051;4472918,255;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SAN ALEJANDRO, CALLE, DE;2;302130046
439452,1557;4472962,159;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SANTA CASILDA, CALLE, DE;8;302130002
439035,8718;4473101,479;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130060
439144,9813;4472987,008;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130056
438990,6511;4473227,943;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130065
438989,5564;4473163,546;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130055
438968,5048;4473312,05;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130066
439023,9308;4473483,85;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130073
439138,4487;4473924,8;21/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, CALLE, DE;43;302130096
439510,1479;4473166,489;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;52;302130032
439280,6929;4473301,365;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;30;302130035
439118,5897;4473484,88;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;2;302130071
439168,7807;4473379,201;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;14;302130069
439079,9371;4473710,892;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;2 J;302130084
439112,9269;4473796,463;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;2 G;302130088
439557,989;4473045,826;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;122;302130001
439510,8223;4472913,243;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;134 B;302130003
439470,239;4472804,909;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;142;302130004
439377,739;4472827,909;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;S/N;302130005
439261,5723;4472878,659;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;S/N;302130006
439418,989;4472660,576;04/10/2016;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;172;302130007
438960,5362;4472535,139;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;S/N;302130016
438730,3036;4472960,751;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;63;302130047
438729,9792;4473030,063;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;S/N;302130049
438739,711;4473125,868;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;S/N;302130050
438769,6052;4473180,984;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;55;302130051
438790,5712;4473249,32;20/10/2016;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;53;302130062
438813,4417;4473354,764;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;49;302130075
438810,9964;4473492,473;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;43;302130077
438807,1354;4473683,464;19/10/2016;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;27;302130080
438828,1629;4473839,854;21/10/2016;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;13;302130092
440157,2881;4472279,079;02/11/2016;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;S/N;302230047
440063,4228;4472439,003;02/11/2016;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;S/N;302230048
439995,3081;4472459,924;02/11/2016;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;26;302230049
439841,6854;4472355,462;02/11/2016;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;1;302230057
439907,5326;4472425,722;02/11/2016;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;10;302230058
439886,5573;4472507,753;02/11/2016;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;S/N;302230059
439786,2233;4472373,084;02/11/2016;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;S/N;302230060
440455,0308;4472240,987;28/10/2016;02  ARGANZUELA;02-02 ACACIAS;ARQUITECTURA, CALLE, DE LA;19;302230003
440393,584;4472354,935;28/10/2016;02  ARGANZUELA;02-02 ACACIAS;ARQUITECTURA, CALLE, DE LA;16;302230007
440275,6424;4472185,571;02/11/2016;02  ARGANZUELA;02-02 ACACIAS;BAÑOS DE MONTEMAYOR, CALLE, DE;5 C;302230040
440115,1293;4472683,299;28/10/2016;02  ARGANZUELA;02-02 ACACIAS;CAOBA, CALLE, DE LA;S/N;302230035
439653,1344;4472567,183;02/11/2016;02  ARGANZUELA;02-02 ACACIAS;CARMEN COBEÑA, CALLE, DE;2;302230068
439609,7251;4472455,491;02/11/2016;02  ARGANZUELA;02-02 ACACIAS;CARMEN COBEÑA, CALLE, DE;20;302230069
440338,619;4472309,174;28/10/2016;02  ARGANZUELA;02-02 ACACIAS;CARVAJALES, CALLE, DE LOS;21;302230009
440015,4818;4472234,74;02/11/2016;02  ARGANZUELA;02-02 ACACIAS;CASABLANCA, BARRIO, DE;S/N;302230051
439963,5838;4472959,124;03/11/2016;02  ARGANZUELA;02-02 ACACIAS;CIGARRERAS, CALLE, DE LAS;3;302230076
439897,9208;4472949,329;03/11/2016;02  ARGANZUELA;02-02 ACACIAS;CONCEJAL BENITO MARTIN LOZANO, CALLE, DEL;14;302230078
