Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Número de Finca;Matrícula
443340,4224;4474603,079;15/11/2016;03  RETIRO;03-03 ESTRELLA;ANTONIO CASERO, CALLE, DE;3;703330004
443400,3107;4474569,448;15/11/2016;03  RETIRO;03-03 ESTRELLA;ANTONIO CASERO, CALLE, DE;16;703330005
443187,9057;4473619,076;15/11/2016;03  RETIRO;03-03 ESTRELLA;ASTROS, CALLE, DE LOS;S/N;703330079
443370,6557;4473612,451;15/11/2016;03  RETIRO;03-03 ESTRELLA;ASTROS, CALLE, DE LOS;11;703330074
443241,9057;4473643,951;15/11/2016;03  RETIRO;03-03 ESTRELLA;ASTROS, PLAZA, DE LOS;S/N;703330073
443457,9057;4473677,826;15/11/2016;03  RETIRO;03-03 ESTRELLA;CAN MAYOR, PASAJE, DE;2;703330075
443433,2807;4473792,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;CAN MENOR, PASAJE, DE;5;703330065
443256,7807;4473543,076;15/11/2016;03  RETIRO;03-03 ESTRELLA;CRUZ DEL SUR, CALLE, DE LA;16;703330080
443295,9057;4473692,201;15/11/2016;03  RETIRO;03-03 ESTRELLA;CRUZ DEL SUR, CALLE, DE LA;2;703330072
443297,1557;4473783,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;CRUZ DEL SUR, CALLE, DE LA;S/N;703330070
443245,5307;4473297,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;CRUZ DEL SUR, CALLE, DE LA;36;703330093
443261,5307;4473379,951;15/11/2016;03  RETIRO;03-03 ESTRELLA;CRUZ DEL SUR, CALLE, DE LA;23;703330089
443254,0537;4474592,017;15/11/2016;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;59;703330008
443231,9057;4474280,826;15/11/2016;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;89;703330043
443237,1557;4474352,326;15/11/2016;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;83;703330042
443159,0307;4473267,326;15/11/2016;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;163;703330092
443168,6557;4473399,576;15/11/2016;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;157;703330091
443178,5307;4473534,576;15/11/2016;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;151;703330081
443192,0307;4473715,826;15/11/2016;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;125;703330071
443200,1557;4473836,201;15/11/2016;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;119;703330069
443215,7807;4474045,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;105;703330050
443221,6557;4474129,326;15/11/2016;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;99;703330045
443340,7807;4473449,576;15/11/2016;03  RETIRO;03-03 ESTRELLA;ESCUDO, PASAJE, DEL;2;703330088
443233,6557;4473461,451;15/11/2016;03  RETIRO;03-03 ESTRELLA;ESTRELLA POLAR, CALLE, DE LA;S/N;703330090
443460,4057;4473620,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;ESTRELLA POLAR, CALLE, DE LA;11;703330076
443600,2807;4473607,576;15/11/2016;03  RETIRO;03-03 ESTRELLA;ESTRELLA POLAR, CALLE, DE LA;17;703330061
443426,9057;4473565,451;15/11/2016;03  RETIRO;03-03 ESTRELLA;ESTRELLA POLAR, CALLE, DE LA;8;703330078
443563,5307;4473586,451;15/11/2016;03  RETIRO;03-03 ESTRELLA;ESTRELLA POLAR, CALLE, DE LA;S/N;703330077
443398,5307;4473424,576;15/11/2016;03  RETIRO;03-03 ESTRELLA;ESTRELLA POLAR, CALLE, DE LA;12;703330087
443372,9057;4473535,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;ESTRELLA POLAR, CALLE, DE LA;5;703330082
443307,6557;4474193,076;15/11/2016;03  RETIRO;03-03 ESTRELLA;JOSE MARTINEZ DE VELASCO, CALLE, DE;8;703330044
443394,6557;4474124,826;15/11/2016;03  RETIRO;03-03 ESTRELLA;JOSE MARTINEZ DE VELASCO, CALLE, DE;12;703330048
443372,7807;4474001,076;15/11/2016;03  RETIRO;03-03 ESTRELLA;JOSE MARTINEZ DE VELASCO, CALLE, DE;22;703330052
443283,2807;4473980,451;15/11/2016;03  RETIRO;03-03 ESTRELLA;JOSE MARTINEZ DE VELASCO, CALLE, DE;5;703330051
443613,4079;4474449,126;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;S/N;703330015
443717,6644;4474513,255;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;S/N;703330016
443852,4057;4474449,132;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;S/N;703330017
443814,7807;4474384,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;16;703330018
443762,1557;4474285,576;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;20;703330024
443697,1557;4474202,076;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;22;703330028
443555,1557;4474155,201;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;2:00 AM;703330031
443500,7807;4474032,076;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;S/N;703330034
443510,2807;4474120,201;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;S/N;703330033
443567,9057;4474137,201;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;2:00 AM;703330032
443676,2807;4474147,826;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;S/N;703330027
443752,5307;4474165,326;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;S/N;703330026
443802,6557;4474233,826;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;6;703330025
443828,6557;4474348,076;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;S/N;703330022
443603,5307;4474395,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;S/N;703330021
443534,9057;4474378,826;15/11/2016;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;S/N;703330036
443358,7807;4473298,951;15/11/2016;03  RETIRO;03-03 ESTRELLA;LIRA, CALLE, DE LA;10 B;703330086
443628,4057;4474220,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;MARQUES DE LOZOYA, CALLE, DEL;12;703330030
443715,4057;4474318,451;15/11/2016;03  RETIRO;03-03 ESTRELLA;MARQUES DE LOZOYA, CALLE, DEL;24;703330023
443756,5307;4474432,326;15/11/2016;03  RETIRO;03-03 ESTRELLA;MARQUES DE LOZOYA, CALLE, DEL;21;703330019
443656,3481;4474311,117;15/11/2016;03  RETIRO;03-03 ESTRELLA;MARQUES DE LOZOYA, CALLE, DEL;9;703330029
443662,911;4474382,559;15/11/2016;03  RETIRO;03-03 ESTRELLA;MARQUES DE LOZOYA, CALLE, DEL;44;703330020
443396,6444;4474258,989;15/11/2016;03  RETIRO;03-03 ESTRELLA;MARQUES DE LOZOYA, CALLE, DEL;S/N;703330039
443492,6504;4474283,741;15/11/2016;03  RETIRO;03-03 ESTRELLA;MARQUES DE LOZOYA, CALLE, DEL;8;703330035
443311,514;4473133,356;15/11/2016;03  RETIRO;03-03 ESTRELLA;MEDITERRANEO, AVENIDA, DEL;53;703330098
443424,7711;4473117,043;15/11/2016;03  RETIRO;03-03 ESTRELLA;MEDITERRANEO, AVENIDA, DEL;65;703330097
443299,3051;4474669,559;15/11/2016;03  RETIRO;03-03 ESTRELLA;O'DONNELL, CALLE, DE;56;703330001
443446,009;4474620,509;15/11/2016;03  RETIRO;03-03 ESTRELLA;O'DONNELL, CALLE, DE;62;703330003
443376,2883;4474644,531;15/11/2016;03  RETIRO;03-03 ESTRELLA;O'DONNELL, CALLE, DE;58;703330002
443207,1557;4473926,326;15/11/2016;03  RETIRO;03-03 ESTRELLA;PATIO DE LA IMPRENTA, CALLE, DEL;S/N;703330068
443246,635;4473182,672;15/11/2016;03  RETIRO;03-03 ESTRELLA;PERSEO, CALLE, DE;2;703330094
443355,9543;4473175,546;15/11/2016;03  RETIRO;03-03 ESTRELLA;PERSEO, CALLE, DE;8;703330095
443431,7091;4473175,921;15/11/2016;03  RETIRO;03-03 ESTRELLA;PERSEO, CALLE, DE;16;703330096
443508,7807;4473696,576;15/11/2016;03  RETIRO;03-03 ESTRELLA;PEZ AUSTRAL, CALLE, DEL;15;703330062
443504,5307;4473808,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;PEZ AUSTRAL, CALLE, DEL;7;703330063
443479,0307;4473888,451;15/11/2016;03  RETIRO;03-03 ESTRELLA;PEZ AUSTRAL, CALLE, DEL;4;703330064
443432,4057;4473941,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;22;703330053
443544,6557;4473935,451;15/11/2016;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;24;703330054
443620,4057;4473930,701;15/11/2016;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;S/N;703330056
443677,6557;4473940,076;15/11/2016;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;34;703330057
443576,7807;4473876,326;15/11/2016;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;30;703330055
443348,1834;4473820,539;15/11/2016;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;14;703330066
443254,9057;4474096,576;15/11/2016;03  RETIRO;03-03 ESTRELLA;RAFAEL SALAZAR ALONSO, CALLE, DE;3;703330046
443317,2807;4474061,076;15/11/2016;03  RETIRO;03-03 ESTRELLA;RAFAEL SALAZAR ALONSO, CALLE, DE;16 G;703330049
443320,6557;4474109,576;15/11/2016;03  RETIRO;03-03 ESTRELLA;RAFAEL SALAZAR ALONSO, CALLE, DE;7;703330047
443476,847;4474556,822;15/11/2016;03  RETIRO;03-03 ESTRELLA;SALIENTE, CALLE, DE;6;703330006
443420,0872;4474420,732;15/11/2016;03  RETIRO;03-03 ESTRELLA;SALIENTE, CALLE, DE;S/N;703330012
443709,7889;4473670,952;15/11/2016;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;S/N;703330060
443750,6834;4473726,354;15/11/2016;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;S/N;703330059
443779,7308;4473835,588;15/11/2016;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;4;703330058
443629,4057;4473479,076;15/11/2016;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;50;703330083
443567,7807;4473383,951;15/11/2016;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;64;703330084
443502,7807;4473296,826;15/11/2016;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;S/N;703330085
443286,2807;4473951,951;15/11/2016;03  RETIRO;03-03 ESTRELLA;VALORES, CALLE, DE;1;703330067
443486,9029;4474389,336;15/11/2016;03  RETIRO;03-03 ESTRELLA;VAQUERIAS, CALLE, DE LAS;2;703330013
443340,0872;4474455,928;15/11/2016;03  RETIRO;03-03 ESTRELLA;VAQUERIAS, CALLE, DE LAS;7;703330011
443297,1822;4474533,358;15/11/2016;03  RETIRO;03-03 ESTRELLA;VICENTE CABALLERO, CALLE, DE;10;703330009
443243,7744;4474455,258;15/11/2016;03  RETIRO;03-03 ESTRELLA;VICENTE CABALLERO, TRAVESIA, DE;S/N;703330010
442638,0236;4474267,701;07/06/2014;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;13;703430043
442889,9188;4474246,381;07/06/2014;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;39;703430045
443112,2814;4474216,691;07/06/2014;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;57;703430046
442469,3609;4474254,286;07/06/2014;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;2;703430047
442543,4357;4474249,162;07/06/2014;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;10;703430048
442628,2321;4474240,38;07/06/2014;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;18;703430049
442954,0375;4474214,006;07/06/2014;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;44;703430051
442405,8792;4474716,544;06/06/2014;03  RETIRO;03-04 IBIZA;ANTONIO ACUÑA, CALLE, DE;25;703430009
443024,3208;4474299,605;07/06/2014;03  RETIRO;03-04 IBIZA;ANTONIO ARIAS, CALLE, DE;8;703430040
442689,1923;4474139,148;09/06/2014;03  RETIRO;03-04 IBIZA;DOCE DE OCTUBRE, CALLE, DEL;13;703430054
442799,8998;4474158,099;09/06/2014;03  RETIRO;03-04 IBIZA;DOCE DE OCTUBRE, CALLE, DEL;23;703430055
442987,2024;4474189,527;09/06/2014;03  RETIRO;03-04 IBIZA;DOCE DE OCTUBRE, CALLE, DEL;39;703430056
442731,9961;4474634,729;06/06/2014;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;33;703430013
443121,9203;4474593,667;06/06/2014;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;56;703430014
443076,5112;4474608,973;06/06/2014;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;49;703430015
442437,3068;4474643,581;06/06/2014;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;8;703430016
442861,1812;4474624,621;06/06/2014;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;43;703430018
443185,7232;4474589,403;06/06/2014;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;60;703430019
442987,0498;4474615,777;01/07/2014;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;47;703430057
443199,4576;4474285,547;07/06/2014;03  RETIRO;03-04 IBIZA;DOCTOR ESQUERDO, CALLE, DEL;54;703430041
442791,0611;4474686,213;06/06/2014;03  RETIRO;03-04 IBIZA;FERNAN GONZALEZ, CALLE, DE;39;703430011
442752,8373;4474257,594;07/06/2014;03  RETIRO;03-04 IBIZA;FERNAN GONZALEZ, CALLE, DE;68;703430044
442759,944;4474230,272;07/06/2014;03  RETIRO;03-04 IBIZA;FERNAN GONZALEZ, CALLE, DE;73;703430050
442772,8994;4474404,312;07/06/2014;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;33;703430028
442964,7542;4474390,522;07/06/2014;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;43;703430029
443054,1973;4474386,209;07/06/2014;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;S/N;703430030
443202,0425;4474375,101;07/06/2014;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;S/N;703430031
442566,1717;4474393,415;07/06/2014;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;12;703430033
442700,4105;4474384,255;07/06/2014;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;26;703430034
442826,1211;4474375,253;07/06/2014;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;38;703430035
442969,067;4474364,083;07/06/2014;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;54;703430036
443118,4175;4474355,101;07/06/2014;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;66;703430037
442525,1104;4474704,375;06/06/2014;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;27;703430010
442509,786;4474544,543;06/06/2014;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;43;703430021
442499,9472;4474427,211;07/06/2014;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;49;703430027
442494,9462;4474336,876;07/06/2014;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;57;703430038
442929,0902;4474733,118;06/06/2014;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;FRENTE 16 B;703430005
442920,4042;4474630,465;06/06/2014;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;24;703430012
442899,8735;4474518,178;06/06/2014;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;32;703430023
442905,5005;4474440,4;06/06/2014;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;38;703430026
442347,7945;4474705,961;06/06/2014;03  RETIRO;03-04 IBIZA;MENENDEZ PELAYO, AVENIDA, DE;11;703430008
442377,9259;4474603,152;06/06/2014;03  RETIRO;03-04 IBIZA;MENENDEZ PELAYO, AVENIDA, DE;15;703430020
442390,6243;4474551,896;06/06/2014;03  RETIRO;03-04 IBIZA;MENENDEZ PELAYO, AVENIDA, DE;19;703430024
442429,7093;4474404,061;07/06/2014;03  RETIRO;03-04 IBIZA;MENENDEZ PELAYO, AVENIDA, DE;33;703430032
442505,9177;4474114,061;09/06/2014;03  RETIRO;03-04 IBIZA;MENENDEZ PELAYO, AVENIDA, DE;61;703430053
442769,8988;4474526,548;06/06/2014;03  RETIRO;03-04 IBIZA;MENORCA, CALLE, DE;37;703430022
442645,6095;4474525,127;06/06/2014;03  RETIRO;03-04 IBIZA;MENORCA, CALLE, DE;26;703430025
442634,8749;4474632,437;06/06/2014;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;40;703430017
442612,9184;4474331,981;07/06/2014;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;72;703430039
442610,2283;4474270,386;07/06/2014;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;76;703430042
442606,1222;4474201,056;09/06/2014;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;80;703430052
442462,1015;4474766,765;16/06/2014;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;8;703430001
442593,1774;4474757,123;06/06/2014;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;20;703430002
442720,6586;4474748,17;06/06/2014;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;30;703430003
442860,2336;4474738,014;06/06/2014;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;44;703430004
443008,483;4474726,965;06/06/2014;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;S/N;703430006
443131,4397;4474716,54;06/06/2014;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;52;703430007
441536,2467;4474026,682;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ACADEMIA, CALLE, DE LA;11;703530019
441540,239;4473883,909;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ALBERTO BOSCH, CALLE, DE;19;703530021
441412,9007;4474518,438;09/06/2014;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XI, CALLE, DE;2;703530001
441550,3608;4474464,228;01/07/2014;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;6;703530002
441536,4241;4474314,365;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;16;703530005
441534,2967;4474220,362;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;22;703530013
441544,328;4473709,061;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;52;703530025
441545,7045;4473628,538;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;S/N;703530026
441546,9506;4473547,58;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;54;703530027
441579,5999;4473348,428;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;7;703530029
441552,5029;4473335,206;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;62;703530030
441579,5945;4473247,255;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;17;703530031
442107,6399;4473232,802;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;ANDRES TORREJON, CALLE, DE;17;703530035
441390,1909;4474231,216;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ANTONIO MAURA, CALLE, DE;7;703530009
441482,0619;4474237,926;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ANTONIO MAURA, CALLE, DE;11;703530010
441291,4452;4474201,469;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ANTONIO MAURA, CALLE, DE;2;703530011
441433,8721;4473926,205;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;CASADO DEL ALISAL, CALLE, DE;10;703530020
441507,8577;4473371,593;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;DOCTOR VELASCO, CALLE, DEL;12;703530028
441426,4736;4473794,753;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ESPALTER, CALLE, DE;FRENTE 7;703530023
441534,463;4473788,551;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;ESPALTER, CALLE, DE;12;703530024
441290,9541;4474080,189;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;FELIPE IV, CALLE, DE;3;703530016
441414,7791;4474310,872;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;JUAN DE MENA, CALLE, DE;17;703530006
441336,8942;4474303,989;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;JUAN DE MENA, CALLE, DE;9;703530008
441985,1347;4473276,505;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;JUAN VALERA, CALLE, DE;21;703530032
441996,8332;4473201,145;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;JULIAN GAYARRE, CALLE, DE;16;703530034
441229,6447;4474273,425;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;LEALTAD, PLAZA, DE LA;1;703530007
441204,7605;4474157,092;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;LEALTAD, PLAZA, DE LA;S/N;703530012
441889,8147;4473244,674;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;LUIS CAMOENS, CALLE, DE;17;703530033
442378,0585;4473241,686;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MARIANO DE CAVIA, PLAZA, DE;1;703530038
441428,0849;4474159,805;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENDEZ NUÑEZ, CALLE, DE;FRENTE 9;703530014
441427,9649;4474110,933;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENDEZ NUÑEZ, CALLE, DE;4;703530017
442332,3071;4474665,759;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530039
442352,8384;4474589,142;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530040
442378,5068;4474493,078;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530041
442417,2198;4474348,206;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530042
442462,6924;4474177,237;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530043
442500,8822;4474032,276;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;63;703530044
442535,1964;4473902,322;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530045
442561,6118;4473802,11;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530046
442583,5539;4473707,154;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530047
442544,503;4473505,941;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530048
442474,9417;4473376,584;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530049
441426,0202;4474397,474;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;MONTALBAN, CALLE, DE;7;703530004
441415,8062;4474025,592;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;MORETO, CALLE, DE;2;703530018
442219,6657;4474745,332;03/06/2014;03  RETIRO;03-05 JERÓNIMOS;O'DONNELL, CALLE, DE;3;703530050
442229,1974;4473324,426;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;POETA ESTEBAN DE VILLEGAS, CALLE, DEL;S/N;703530036
442344,9087;4473301,791;05/06/2014;03  RETIRO;03-05 JERÓNIMOS;POETA ESTEBAN DE VILLEGAS, CALLE, DEL;14;703530037
441338,0617;4474134,963;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;RUIZ DE ALARCON, CALLE, DE;15;703530015
441343,3697;4473863,92;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;RUIZ DE ALARCON, CALLE, DE;25;703530022
441488,592;4474467,153;04/06/2014;03  RETIRO;03-05 JERÓNIMOS;VALENZUELA, CALLE, DE;8;703530003
443111,4502;4474210,853;09/06/2014;03  RETIRO;03-06 NIÑO JESÚS;ALCALDE SAINZ DE BARANDA, CALLE, DEL;58;703630005
442579,9057;4473517,826;10/06/2014;03  RETIRO;03-06 NIÑO JESÚS;AMADO NERVO, CALLE, DE;1;703630031
442709,2807;4473445,201;10/06/2014;03  RETIRO;03-06 NIÑO JESÚS;AMADO NERVO, CALLE, DE;9;703630046
442801,0953;4473391,47;11/06/2014;03  RETIRO;03-06 NIÑO JESÚS;AMADO NERVO, CALLE, DE;13 B;703630048
443028,0335;4474159,606;09/06/2014;03  RETIRO;03-06 NIÑO JESÚS;ANTONIO ARIAS, CALLE, DE;17;703630004
442835,1193;4473483,516;11/06/2014;03  RETIRO;03-06 NIÑO JESÚS;ANTONIO BIENVENIDA, CALLE, DE;1;703630047
442708,0257;4473747,463;10/06/2014;03  RETIRO;03-06 NIÑO JESÚS;ANUNCIACION, CALLE, DE LA;12;703630023
443090,8528;4473472,56;10/06/2014;03  RETIRO;03-06 NIÑO JESÚS;ARIAS MONTANO, CALLE, DE;11;703630041
442527,5447;4473416,186;10/06/2014;03  RETIRO;03-06 NIÑO JESÚS;CONDE DE CARTAGENA, CALLE, DEL;1;703630043
442767,0191;4473281,269;11/06/2014;03  RETIRO;03-06 NIÑO JESÚS;CONDE DE CARTAGENA, CALLE, DEL;17;703630056
442921,7973;4473181,674;11/06/2014;03  RETIRO;03-06 NIÑO JESÚS;CONDE DE CARTAGENA, CALLE, DEL;39;703630057
442856,2821;4473211,644;11/06/2014;03  RETIRO;03-06 NIÑO JESÚS;CONDE DE CARTAGENA, CALLE, DEL;18;703630059
442936,0982;4474168,304;09/06/2014;03  RETIRO;03-06 NIÑO JESÚS;DOCE DE OCTUBRE, CALLE, DEL;34;703630003
