route_id, service_id, trip_id, trip_headsign, trip_short_name, direction_id, wheelchair_accessible
9__3__006_,77_9__3__006_,77_9__3__006_-9__3__006__3_19:40:00_1_-__21_9__3__006_,PºPARQUES-CTRA.A1,3 CIRCULAR (A.Vega-Soto-Encinar),0,0
9__1__006_,705_9__1__006_,705_9__1__006_-9__1__006__1_22:00:00_1_-__24_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,1_8__171___,1_8__171___-8__171____2_11:20:00_2_-__10_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__2__006_,716_9__2__006_,716_9__2__006_-9__2__006__1_14:50:00_1_-__6_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
8__171___,10_8__171___,10_8__171___-8__171____1_18:45:00_1_-__40_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,3_8__171___,3_8__171___-8__171____3_15:00:00_1_-__9_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__1__006_,805_9__1__006_,805_9__1__006_-9__1__006__1_22:00:00_1_-__24_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,12_8__171___,12_8__171___-8__171____1_15:30:00_2_cc_ _31_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,5_8__171___,5_8__171___-8__171____2_17:30:00_1_-__18_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__2__006_,711_9__2__006_,711_9__2__006_-9__2__006__1_08:15:00_1_-__4_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
8__171___,3_8__171___,3_8__171___-8__171____1_07:05:00_1_d.__3_8__171___,AV.GUADALIX-CENTRO COMERCIAL,Directo,0,0
8__171___,3_8__171___,3_8__171___-8__171____2_11:00:00_2_-__9_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__1__006_,105_9__1__006_,105_9__1__006_-9__1__006__1_22:00:00_1_-__24_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,7_8__171___,7_8__171___-8__171____1_06:15:00_2_g._r._3_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,Desde La Granjilla,1,0
9__3__006_,77_9__3__006_,77_9__3__006_-9__3__006__3_20:30:00_2_-__19_9__3__006_,AV.ERMITA-EST.LA MORALEJA,3 CIRCULAR (A.Vega-Soto-Encinar),1,0
8__171___,6_8__171___,6_8__171___-8__171____2_16:00:00_1_-__16_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,2_8__171___,2_8__171___-8__171____2_10:10:00_2_-__8_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_10:20:00_1_-__7_9__3__006_,PºPARQUES-CTRA.A1,3 CIRCULAR (A.Vega-Soto-Encinar),0,0
8__171___,1_8__171___,1_8__171___-8__171____2_06:10:00_2_-__1_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,8_8__171___,8_8__171___-8__171____1_08:00:00_1_-__8_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,7_8__171___,7_8__171___-8__171____1_19:15:00_2_cc_ _46_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,1_8__171___,1_8__171___-8__171____3_10:10:00_2_-__5_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__2__006_,712_9__2__006_,712_9__2__006_-9__2__006__1_17:10:00_2_-__9_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
9__2__006_,716_9__2__006_,716_9__2__006_-9__2__006__1_15:10:00_2_-__8_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
9__1__006_,104_9__1__006_,104_9__1__006_-9__1__006__1_08:40:00_1_-__4_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,1_8__171___,1_8__171___-8__171____3_12:10:00_2_-__7_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,3_8__171___,3_8__171___-8__171____3_21:00:00_1_-__15_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_08:20:00_1_-__4_9__3__006_,PºPARQUES-CTRA.A1,3 CIRCULAR (A.Vega-Soto-Encinar),0,0
8__171___,2_8__171___,2_8__171___-8__171____3_11:00:00_2_-__6_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,2_8__171___,2_8__171___-8__171____3_10:00:00_1_-__4_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,3_8__171___,3_8__171___-8__171____3_19:00:00_1_-__12_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,2_8__171___,2_8__171___-8__171____1_19:00:00_2_cc_ _45_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__2__006_,110_9__2__006_,110_9__2__006_-9__2__006__1_17:10:00_2_-__9_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
8__171___,4_8__171___,4_8__171___-8__171____1_10:05:00_2_cc_ _18_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,12_8__171___,12_8__171___-8__171____1_21:20:00_2_cc_ _52_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,6_8__171___,6_8__171___-8__171____2_18:00:00_1_-__19_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__1__006_,705_9__1__006_,705_9__1__006_-9__1__006__1_16:40:00_1_-__16_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__828___,123_8__828___,123_8__828___-8__828____1_11:05:00_1_-__1_8__828___,IVÁN PAVLOV-RECTORADO,lv 828 ALCOBENDAS-U.AUTONOMA,0,0
9__2__006_,111_9__2__006_,111_9__2__006_-9__2__006__1_07:10:00_1_-__2_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
9__1__006_,704_9__1__006_,704_9__1__006_-9__1__006__1_09:20:00_1_-__5_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__1__006_,805_9__1__006_,805_9__1__006_-9__1__006__1_20:00:00_1_-__21_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__3__006_,77_9__3__006_,77_9__3__006_-9__3__006__3_19:00:00_1_-__20_9__3__006_,PºPARQUES-CTRA.A1,3 CIRCULAR (A.Vega-Soto-Encinar),0,0
8__171___,10_8__171___,10_8__171___-8__171____1_15:45:00_2_cc_ _32_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__1__006_,804_9__1__006_,804_9__1__006_-9__1__006__1_06:40:00_1_-__1_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__2__006_,709_9__2__006_,709_9__2__006_-9__2__006__1_07:40:00_1_-__3_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
8__171___,3_8__171___,3_8__171___-8__171____2_08:00:00_1_-__3_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_09:10:00_2_-__2_9__3__006_,AV.ERMITA-EST.LA MORALEJA,3 CIRCULAR (A.Vega-Soto-Encinar),1,0
8__171___,4_8__171___,4_8__171___-8__171____3_19:00:00_2_-__14_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__1__006_,805_9__1__006_,805_9__1__006_-9__1__006__1_18:40:00_1_-__19_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,1_8__171___,1_8__171___-8__171____1_11:15:00_2_cc_ _21_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__1__006_,105_9__1__006_,105_9__1__006_-9__1__006__1_21:20:00_1_-__23_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__1__006_,704_9__1__006_,704_9__1__006_-9__1__006__1_12:40:00_1_-__10_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,5_8__171___,5_8__171___-8__171____2_19:30:00_1_-__21_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
8__828___,123_8__828___,123_8__828___-8__828____1_13:55:00_2_-__5_8__828___,CANILLEJAS-AREA INTERMODAL,lv 828 MADRID(Canillejas),1,0
9__1__006_,105_9__1__006_,105_9__1__006_-9__1__006__1_19:20:00_1_-__20_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,6_8__171___,6_8__171___-8__171____2_17:00:00_2_-__19_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__2__006_,111_9__2__006_,111_9__2__006_-9__2__006__1_07:30:00_2_-__5_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
8__171___,1_8__171___,1_8__171___-8__171____1_10:30:00_1_-__17_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,1_8__171___,1_8__171___-8__171____3_08:10:00_2_-__3_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,4_8__171___,4_8__171___-8__171____2_15:00:00_1_-__14_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__2__006_,111_9__2__006_,111_9__2__006_-9__2__006__1_08:35:00_2_-__4_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
9__1__006_,105_9__1__006_,105_9__1__006_-9__1__006__1_16:00:00_1_-__15_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,5_8__171___,5_8__171___-8__171____2_16:30:00_2_-__18_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,12_8__171___,12_8__171___-8__171____1_16:30:00_1_-__31_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,1_8__171___,1_8__171___-8__171____1_13:40:00_1_-__24_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
8__171___,4_8__171___,4_8__171___-8__171____1_06:30:00_2_uc__4_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,Hasta/desde Urb. Ciudalcampo,1,0
9__3__006_,77_9__3__006_,77_9__3__006_-9__3__006__3_21:00:00_1_-__23_9__3__006_,PºPARQUES-CTRA.A1,3 CIRCULAR (A.Vega-Soto-Encinar),0,0
8__828___,111_8__828___,111_8__828___-8__828____1_19:05:00_1_a.__5_8__828___,FELICIDAD-HECHIZO,Hasta/desde Alcobendas,0,0
9__1__006_,804_9__1__006_,804_9__1__006_-9__1__006__1_11:20:00_1_-__8_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,4_8__171___,4_8__171___-8__171____2_14:00:00_2_-__14_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__1__006_,104_9__1__006_,104_9__1__006_-9__1__006__1_11:20:00_1_-__8_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__828___,116_8__828___,116_8__828___-8__828____1_15:55:00_2_-__6_8__828___,CANILLEJAS-AREA INTERMODAL,lv 828 MADRID(Canillejas),1,0
9__2__006_,716_9__2__006_,716_9__2__006_-9__2__006__1_14:05:00_2_-__3_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
8__171___,11_8__171___,11_8__171___-8__171____1_17:45:00_1_-__36_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,1_8__171___,1_8__171___-8__171____3_07:05:00_1_-__1_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,8_8__171___,8_8__171___-8__171____1_13:00:00_2_cc_ _25_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,9_8__171___,9_8__171___-8__171____1_20:55:00_1_-__49_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,12_8__171___,12_8__171___-8__171____1_19:30:00_2_cc_ _47_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__3__006_,77_9__3__006_,77_9__3__006_-9__3__006__3_19:50:00_2_-__18_9__3__006_,AV.ERMITA-EST.LA MORALEJA,3 CIRCULAR (A.Vega-Soto-Encinar),1,0
9__1__006_,804_9__1__006_,804_9__1__006_-9__1__006__1_09:20:00_1_-__5_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__1__006_,705_9__1__006_,705_9__1__006_-9__1__006__1_17:20:00_1_-__17_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,12_8__171___,12_8__171___-8__171____1_20:30:00_1_-__47_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__1__006_,704_9__1__006_,704_9__1__006_-9__1__006__1_06:40:00_1_-__1_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,3_8__171___,3_8__171___-8__171____2_12:00:00_1_-__9_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,3_8__171___,3_8__171___-8__171____3_14:00:00_2_-__9_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,10_8__171___,10_8__171___-8__171____1_20:45:00_1_-__48_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
8__171___,1_8__171___,1_8__171___-8__171____3_06:20:00_2_-__1_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__1__006_,105_9__1__006_,105_9__1__006_-9__1__006__1_20:40:00_1_-__22_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__2__006_,716_9__2__006_,716_9__2__006_-9__2__006__1_12:45:00_1_-__9_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
8__171___,3_8__171___,3_8__171___-8__171____3_18:00:00_2_-__13_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,1_8__171___,1_8__171___-8__171____2_07:00:00_1_-__1_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__1__006_,104_9__1__006_,104_9__1__006_-9__1__006__1_06:40:00_1_-__1_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__1__006_,704_9__1__006_,704_9__1__006_-9__1__006__1_13:20:00_1_-__11_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,9_8__171___,9_8__171___-8__171____1_18:15:00_2_c.__42_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,Directo a/desde Urb. Ciudalcampo,1,0
8__171___,2_8__171___,2_8__171___-8__171____1_20:00:00_1_-__45_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__1__006_,704_9__1__006_,704_9__1__006_-9__1__006__1_07:20:00_1_-__2_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,8_8__171___,8_8__171___-8__171____1_10:00:00_1_-__16_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
8__171___,12_8__171___,12_8__171___-8__171____1_17:30:00_2_cc_ _39_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,10_8__171___,10_8__171___-8__171____1_17:45:00_2_cc_ _40_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,12_8__171___,12_8__171___-8__171____1_22:10:00_1_-__52_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
8__171___,4_8__171___,4_8__171___-8__171____2_19:00:00_1_-__20_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,6_8__171___,6_8__171___-8__171____2_21:00:00_2_-__24_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,6_8__171___,6_8__171___-8__171____1_08:40:00_2_cc_ _15_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__1__006_,105_9__1__006_,105_9__1__006_-9__1__006__1_15:20:00_1_-__14_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__2__006_,124_9__2__006_,124_9__2__006_-9__2__006__1_13:05:00_2_-__2_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
8__171___,2_8__171___,2_8__171___-8__171____2_06:30:00_2_-__2_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,4_8__171___,4_8__171___-8__171____1_10:55:00_1_-__18_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__2__006_,112_9__2__006_,112_9__2__006_-9__2__006__1_14:50:00_1_-__6_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
8__171___,11_8__171___,11_8__171___-8__171____1_18:45:00_2_cc_ _44_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,3_8__171___,3_8__171___-8__171____1_18:00:00_2_cc_ _41_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_09:40:00_1_-__6_9__3__006_,PºPARQUES-CTRA.A1,3 CIRCULAR (A.Vega-Soto-Encinar),0,0
8__171___,3_8__171___,3_8__171___-8__171____2_13:50:00_1_-__12_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
9__1__006_,704_9__1__006_,704_9__1__006_-9__1__006__1_12:00:00_1_-__9_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,1_8__171___,1_8__171___-8__171____1_06:45:00_1_-__1_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,3_8__171___,3_8__171___-8__171____2_07:00:00_2_-__3_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__3__006_,77_9__3__006_,77_9__3__006_-9__3__006__3_20:20:00_1_-__22_9__3__006_,PºPARQUES-CTRA.A1,3 CIRCULAR (A.Vega-Soto-Encinar),0,0
8__171___,2_8__171___,2_8__171___-8__171____2_13:15:00_1_-__11_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
9__1__006_,804_9__1__006_,804_9__1__006_-9__1__006__1_08:40:00_1_-__4_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,3_8__171___,3_8__171___-8__171____2_09:00:00_2_-__6_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,13_8__171___,13_8__171___-8__171____1_15:30:00_1_-__28_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,3_8__171___,3_8__171___-8__171____1_07:45:00_2_cca_ _11_8__171___,LIBERTAD-JULIÁN BAENA CASTRO,Procede de Av. Guadalix Centro Comercial hasta Alcobendas y S.S. de los Reyes,1,0
9__2__006_,712_9__2__006_,712_9__2__006_-9__2__006__1_15:50:00_1_-__11_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_08:30:00_2_-__1_9__3__006_,AV.ERMITA-EST.LA MORALEJA,3 CIRCULAR (A.Vega-Soto-Encinar),1,0
8__171___,4_8__171___,4_8__171___-8__171____1_09:15:00_1_-__13_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,7_8__171___,7_8__171___-8__171____1_20:15:00_1_-__46_8__171___,AV.GUADALIX-CENTRO DE SALUD,Termina en Av. Guadalix Centro de Salud,0,0
9__1__006_,105_9__1__006_,105_9__1__006_-9__1__006__1_18:00:00_1_-__18_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,13_8__171___,13_8__171___-8__171____1_18:20:00_2_cc_ _43_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__1__006_,804_9__1__006_,804_9__1__006_-9__1__006__1_10:40:00_1_-__7_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__1__006_,104_9__1__006_,104_9__1__006_-9__1__006__1_09:20:00_1_-__5_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
9__2__006_,125_9__2__006_,125_9__2__006_-9__2__006__1_08:00:00_2_-__6_9__2__006_,PºCHOPERA-AV.CAMILO JOSÉ CELA,lv 2 ALCOBENDAS,1,0
8__171___,2_8__171___,2_8__171___-8__171____3_12:00:00_1_-__6_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__828___,123_8__828___,123_8__828___-8__828____1_11:55:00_2_-__4_8__828___,CANILLEJAS-AREA INTERMODAL,lv 828 MADRID(Canillejas),1,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_13:40:00_1_-__12_9__3__006_,PºPARQUES-CTRA.A1,3 CIRCULAR (A.Vega-Soto-Encinar),0,0
8__828___,123_8__828___,123_8__828___-8__828____1_15:55:00_2_-__6_8__828___,CANILLEJAS-AREA INTERMODAL,lv 828 MADRID(Canillejas),1,0
9__1__006_,804_9__1__006_,804_9__1__006_-9__1__006__1_12:40:00_1_-__10_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,2_8__171___,2_8__171___-8__171____2_09:20:00_1_-__5_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_13:10:00_2_-__8_9__3__006_,AV.ERMITA-EST.LA MORALEJA,3 CIRCULAR (A.Vega-Soto-Encinar),1,0
8__171___,4_8__171___,4_8__171___-8__171____2_20:00:00_2_-__23_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,1_8__171___,1_8__171___-8__171____1_12:50:00_2_cc_ _24_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__1__006_,805_9__1__006_,805_9__1__006_-9__1__006__1_19:20:00_1_-__20_9__1__006_,CAMINO HUERTA-CºANCHO,1 CIRCULAR (A.Vega-Soto-Moraleja),0,0
8__171___,13_8__171___,13_8__171___-8__171____1_17:20:00_1_-__34_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__2__006_,124_9__2__006_,124_9__2__006_-9__2__006__1_12:45:00_1_-__9_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
8__171___,4_8__171___,4_8__171___-8__171____2_22:00:00_2_-__25_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__828___,124_8__828___,124_8__828___-8__828____1_17:55:00_2_-__7_8__828___,CANILLEJAS-AREA INTERMODAL,lv 828 MADRID(Canillejas),1,0
8__171___,1_8__171___,1_8__171___-8__171____1_09:35:00_2_cc_ _17_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_11:10:00_2_-__5_9__3__006_,AV.ERMITA-EST.LA MORALEJA,3 CIRCULAR (A.Vega-Soto-Encinar),1,0
8__171___,1_8__171___,1_8__171___-8__171____2_09:30:00_2_-__7_8__171___,INTERCAMBIADOR DE PLAZA CASTILLA,171 MADRID (Pza. Castilla),1,0
8__171___,5_8__171___,5_8__171___-8__171____1_07:25:00_1_-__5_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__2__006_,125_9__2__006_,125_9__2__006_-9__2__006__1_08:45:00_1_-__1_9__2__006_,AV.LA VEGA-C.C.LA VEGA,lv 2 LA MORALEJA,0,0
8__171___,1_8__171___,1_8__171___-8__171____3_09:10:00_1_-__3_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
8__171___,4_8__171___,4_8__171___-8__171____3_18:00:00_1_-__12_8__171___,AV.GUADALIX-CENTRO COMERCIAL,171 URB. SANTO DOMINGO,0,0
9__3__006_,76_9__3__006_,76_9__3__006_-9__3__006__3_09:00:00_1_-__5_9__3__006_,PºPARQUES-CTRA.A1,3 CIRCULAR (A.Vega-Soto-Encinar),0,0
