VIA_TYPE;VIA_INFIXE;VIA_NAME;VIA_NAME_WITH_ACCENT;DISTRIT_CODE;NEIGHB_CODE
CALLE;DE LOS;BORDADORES;BORDADORES;21;5
CALLE;DE;BORGOÑA;BORGOÑA;11;4
CALLE;DE;BORJA;BORJA;21;5
CALLE;DE;BORJAS BLANCAS;BORJAS BLANCAS;10;7
CALLE;DE;BORMONIA;BORMONIA;19;1
CALLE;DE;BORNOS;BORNOS;11;3
CALLE;DE;BOROX;BOROX;7;1
CALLE;DEL;BOSQUE;BOSQUE;7;2
CALLE;DE;BOSTON;BOSTON;7;6
PLAZA;DE;BOSTON;BOSTON;11;5
CALLE;DE LA;BOTANICA;BOTÁNICA;9;7
CALLE;DEL;BOTANICO MUTIS;BOTÁNICO MUTIS;13;6
CALLE;DE LA;BOTICA;BOTICA;8;6
CALLE;DEL;BOTIJO;BOTIJO;11;3
CALLE;DE LAS;BOTONERAS;BOTONERAS;10;5
CALLE;DE;BOYACA;BOYACÁ;4;3
CALLE;DE;BOYER;BOYER;16;4
CAMINO;DE;BOYERIZA;BOYERIZA;16;3
CALLE;DE LOS;BRACEROS;BRACEROS;13;1
CALLE;DE;BRAGANZA;BRAGANZA;21;5
CALLE;DE;BRAILLE;BRAILLE;7;6
CALLE;DE;BRAOJOS;BRAOJOS;16;1
AVENIDA;DE;BRASIL;BRASIL;1;1
AVENIDA;DE;BRASILIA;BRASILIA;9;7
CALLE;DE;BRAULIO GUTIERREZ;BRAULIO GUTIÉRREZ;13;1
CALLE;;BRAVO;BRAVO;9;3
CALLE;DE;BRAVO MURILLO;BRAVO MURILLO;9;7
CALLE;DE;BREA DE TAJO;BREA DE TAJO;15;3
CALLE;DE;BREMEN;BREMEN;2;4
CALLE;DE;BREÑA;BREÑA;2;5
CALLE;DE;BRESCIA;BRESCIA;5;4
CALLE;DE;BRETAÑA;BRETAÑA;5;5
CALLE;DE;BRETON DE LOS HERREROS;BRETÓN DE LOS HERREROS;4;4
CALLE;DE LOS;BREZOS;BREZOS;1;6
CALLE;DE;BRIGIDA ALONSO;BRÍGIDA ALONSO;20;7
CALLE;DE;BRIHUEGA;BRIHUEGA;16;2
TRAVESIA;DE;BRINGAS;BRINGAS;4;4
CALLE;DE;BRIONES;BRIONES;5;5
CALLE;DE LA;BRISA;BRISA;1;1
CALLE;DE;BRISTOL;BRISTOL;4;4
CALLE;DE;BRIVIESCA;BRIVIESCA;1;6
CALLE;DEL;BROCADO;BROCADO;20;5
CALLE;DEL;BRONCE;BRONCE;10;1
CALLE;DE;BRUJAS;BRUJAS;16;4
CALLE;DE LA;BRUJULA;BRÚJULA;20;1
CALLE;DE;BRUNETE;BRUNETE;21;5
CALLE;DE;BRUNO ABUNDEZ;BRUNO ABÚNDEZ;21;5
CALLE;DE;BRUNO AYLLON;BRUNO AYLLÓN;5;5
CALLE;DE;BRUNO GARCIA;BRUNO GARCÍA;4;4
AVENIDA;DE;BRUSELAS;BRUSELAS;4;4
CALLE;DE;BUBIERCA;BUBIERCA;4;4
AVENIDA;DE;BUCARAMANGA;BUCARAMANGA;12;5
CALLE;DE;BUCAREST;BUCAREST;21;3
CALLE;DE;BUDAPEST;BUDAPEST;9;7
CALLE;DEL;BUEN GOBERNADOR;BUEN GOBERNADOR;1;6
CALLE;DEL;BUEN SUCESO;BUEN SUCESO;16;4
CALLE;DE LA;BUENAFUENTE;BUENAFUENTE;19;1
CALLE;DE;BUENAVISTA;BUENAVISTA;20;2
CALLE;DE;BUENDIA;BUENDÍA;11;7
AVENIDA;DE;BUENOS AIRES;BUENOS AIRES;8;6
CALLE;DE;BUESO PINEDA;BUESO PINEDA;8;2
CALLE;DE LA;BUGANVILLA;BUGANVILLA;6;2
RONDA;DE LA;BUGANVILLA DEL REY;BUGANVILLA DEL REY;6;3
CALLE;DE;BUGEDO;BUGEDO;4;4
CALLE;DEL;BUHO;BUHO;15;2
CALLE;DE;BUITRAGO DEL LOZOYA;BUITRAGO DEL LOZOYA;21;2
CALLE;DE;BUJALANCE;BUJALANCE;6;1
CALLE;DE LA;BUJIA;BUJÍA;6;2
CALLE;DEL;BULEVAR SUR;BULEVAR SUR;6;3
CALLE;DE;BULGARIA;BULGARIA;6;4
PLAZA;DE;BURDEOS;BURDEOS;6;5
CALLE;DE;BURETA;BURETA;6;6
CALLE;DE;BURGO DE OSMA;BURGO DE OSMA;7;2
CALLE;DE;BURGOHONDO;BURGOHONDO;7;3
AVENIDA;DE;BURGOS;BURGOS;7;5
CALLE;DE;BURGOS;BURGOS;7;6
CALLE;DE;BURGUETE;BURGUETE;4;4
CALLE;DE;BURITICA;BURITICÁ;15;2
CALLE;DE;BURJASOT;BURJASOT;4;4
CALLE;DE;BURRIANA;BURRIANA;20;5
CALLE;DE;BUSACO;BUSACO;7;5
CALLE;DEL;BUSCON DON PABLOS;BUSCÓN DON PABLOS;21;1
CALLE;DE;BUSTAMANTE;BUSTAMANTE;13;6
CALLE;DE;BUSTARVIEJO;BUSTARVIEJO;11;3
CALLE;DE;BUSTILLO DEL ORO;BUSTILLO DEL ORO;1;6
CALLE;DE;BUSTOS;BUSTOS;21;5
GLORIETA;DE;BUTARQUE;BUTARQUE;7;6
CALLE;DEL;BUTRON;BUTRÓN;4;4
CALLE;DEL;CABALLERO ANDANTE;CABALLERO ANDANTE;15;9
CALLE;DEL;CABALLERO DE GRACIA;CABALLERO DE GRACIA;20;3
CALLE;DEL;CABALLERO DE LA BLANCA LUNA;CABALLERO DE LA BLANCA LUNA;2;4
CALLE;DEL;CABALLERO DE LA CRUZ;CABALLERO DE LA CRUZ;14;1
RONDA;DEL;CABALLERO DE LA MANCHA;CABALLERO DE LA MANCHA;14;2
CALLE;DEL;CABALLERO DE LA TRISTE FIGURA;CABALLERO DE LA TRISTE FIGURA;9;7
CALLE;DEL;CABALLERO DE LA TRISTE FIGURA;CABALLERO DE LA TRISTE FIGURA;8;1
CALLE;DEL;CABALLERO DE LOS ESPEJOS;CABALLERO DE LOS ESPEJOS;13;4
CALLE;DEL;CABALLERO DE LOS ESPEJOS;CABALLERO DE LOS ESPEJOS;6;2
CALLE;DEL;CABALLERO DE LOS LEONES;CABALLERO DE LOS LEONES;11;4
CALLE;DEL;CABALLERO DEL BOSQUE;CABALLERO DEL BOSQUE;4;4
CALLE;DEL;CABALLERO DEL VERDE GABAN;CABALLERO DEL VERDE GABÁN;18;1
CALLE;DE LOS;CABALLEROS;CABALLEROS;16;4
CALLE;DE;CABANILLAS DE LA SIERRA;CABANILLAS DE LA SIERRA;20;5
CALLE;DE LA;CABAÑA;CABAÑA;20;5
CALLE;DE LA;CABELLERA DE BERENICE;CABELLERA DE BERENICE;15;3
CALLE;DE;CABELLO LAPIEDRA;CABELLO LAPIEDRA;9;2
CALLE;DE LOS;CABESTREROS;CABESTREROS;9;7
TRAVESIA;DE LOS;CABESTREROS;CABESTREROS;1;2
CAMINO;DE LOS;CABESTROS;CABESTROS;13;1
CALLE;DE LA;CABEZA;CABEZA;13;3
CALLE;DE;CABEZA DE HIERRO;CABEZA DE HIERRO;13;4
CALLE;DE;CABEZA DE MANZANEDA;CABEZA DE MANZANEDA;13;5
CALLE;DE;CABEZA GRANDE;CABEZA GRANDE;15;6
CALLE;DE;CABEZA LIJAR;CABEZA LÍJAR;16;2
CALLE;DE;CABEZA MESADA;CABEZA MESADA;5;6
CALLE;DE;CABEZA REINA;CABEZA REINA;9;7
CALLE;DE;CABEZAS DEL VILLAR;CABEZAS DEL VILLAR;21;2
CALLE;DE LAS;CABEZUELAS;CABEZUELAS;9;7
CALLE;DE LAS;CABEZUELAS;CABEZUELAS;8;3
CALLE;DEL;CABO CAÑAVERAL;CABO CAÑAVERAL;10;2
CALLE;DEL;CABO DE CREUS;CABO DE CREUS;20;4
CALLE;DEL;CABO DE TARIFA;CABO DE TARIFA;20;4
CALLE;DEL;CABO LOPEZ MARTINEZ;CABO LÓPEZ MARTÍNEZ;4;4
CALLE;DEL;CABO MACHICHACO;CABO MACHICHACO;21;5
CALLE;DEL;CABO NICOLAS MUR;CABO NICOLÁS MUR;16;5
CALLE;DEL;CABO SUCESO TERRERO;CABO SUCESO TERRERO;9;6
CALLE;DE;CABOALLES;CABOALLES;5;6
CALLE;DE;CACABELOS;CACABELOS;8;6
CALLE;DE LOS;CACEREÑOS;CACEREÑOS;16;6
TRAVESIA;DE LOS;CACEREÑOS;CACEREÑOS;6;6
CALLE;DE;CACERES;CÁCERES;8;6
CALLE;DEL;CACHERO;CACHERO;16;4
CALLE;DE;CACHIRA;CACHIRA;17;2
CALLE;DEL;CACTUS;CACTUS;21;5
CALLE;DE;CADALSO DE LOS VIDRIOS;CADALSO DE LOS VIDRIOS;11;7
CALLE;DE;CADARSO;CADARSO;21;3
CALLE;DEL;CADETE JULIO LLOMPART;CADETE JULIO LLOMPART;2;5
CALLE;DE;CADIZ;CÁDIZ;2;6
GLORIETA;DE;CADIZ;CÁDIZ;6;3
CALLE;DEL;CAFETO;CAFETO;6;6
PASAJE;DE LA;CAJA DE AHORROS;CAJA DE AHORROS;13;6
CAMINO;DEL;CAJON DE TABERNERO;CAJÓN DE TABERNERO;17;1
CALLE;DE LA;CAL;CAL;20;5
RONDA;DE;CALA BASA;CALA BASA;17;3
CALLE;DE;CALABRIA;CALABRIA;1;3
CALLE;DE;CALAHORRA;CALAHORRA;1;6
CALLE;DE LA;CALAMINA;CALAMINA;8;6
CALLE;DE;CALAMOCHA;CALAMOCHA;8;6
CALLE;DEL;CALAMON;CALAMÓN;8;6
CALLE;DE;CALANDA;CALANDA;8;6
CALLE;DE LA;CALANDRIA;CALANDRIA;8;6
CALLE;DE LAS;CALAS;CALAS;8;1
CALLE;DE;CALASPARRA;CALASPARRA;8;3
CALLE;DE;CALATAÑAZOR;CALATAÑAZOR;18;1
CALLE;DE;CALATAYUD;CALATAYUD;9;5
CALLE;DE;CALATORAO;CALATORAO;10;2
CALLE;DE;CALATRAVA;CALATRAVA;1;2
CALLE;DEL;CALCIO;CALCIO;1;2
CALLE;DE LA;CALCOGRAFIA;CALCOGRAFÍA;19;1
CALLE;DE;CALDAS DE ESTRACH;CALDAS DE ESTRACH;1;2
CALLE;DE LA;CALDERA;CALDERA;9;3
CALLE;DE LA;CALDERERA;CALDERERA;5;3
CALLE;DE LA;CALDERERIA;CALDERERÍA;9;5
CALLE;DE LA;CALDERILLA;CALDERILLA;18;1
CALLE;DE;CALDERON;CALDERÓN;18;3
CALLE;DE;CALDERON DE LA BARCA;CALDERÓN DE LA BARCA;5;3
CALLE;DE;CALELLA;CALELLA;10;3
CALLE;DEL;CALENDARIO;CALENDARIO;8;7
CALLE;DE LA;CALENDULA;CALÉNDULA;9;5
CAMINO;DE LA;CALERA;CALERA;13;1
CALLE;DE LAS;CALERAS;CALERAS;13;1
COSTANILLA;DEL;CALERO;CALERO;8;1
CALLE;DE;CALERO PITA;CALERO PITA;13;1
CALLE;DE;CALERUEGA;CALERUEGA;11;3
PASAJE;DE;CALERUEGA;CALERUEGA;11;3
CALLE;DE LAS;CALESAS;CALESAS;9;7
CALLE;DE;CALI;CALI;16;6
PLAZA;DEL;CALICANTO;CALICANTO;17;1
CALLE;DE;CALIDON;CALIDÓN;17;1
CALLE;DE LA;CALIZA;CALIZA;2;3
PLAZA;DEL;CALLAO;CALLAO;2;5
CALLE;DE;CALLEJO;CALLEJO;13;2
CALLE;DEL;CALVARIO;CALVARIO;16;4
CALLE;DE;CALVO ASENSIO;CALVO ASENSIO;6;5
CALLE;DE;CALVO SOTELO;CALVO SOTELO;6;6
CALLE;DE;CAMARAS;CÁMARAS;8;3
CALLE;DE;CAMARENA;CAMARENA;9;2
CALLE;DE;CAMARILLAS;CAMARILLAS;11;3
CALLE;DE;CAMARINES;CAMARINES;1;6
PASAJE;DE;CAMARMA DE ESTERUELAS;CAMARMA DE ESTERUELAS;3;2
CALLE;DE;CAMBADOS;CAMBADOS;12;2
CALLE;DE;CAMBORIO;CAMBORIO;16;2
CALLE;DE;CAMBRIJAS;CAMBRIJAS;20;5
CALLE;DE;CAMBRILS;CAMBRILS;19;2
CALLE;DE LAS;CAMELIAS;CAMELIAS;17;1
CALLE;DE;CAMICHI;CAMICHI;17;1
AVENIDA;DE;CAMILO JOSE CELA;CAMILO JOSÉ CELA;10;5
CALLE;DEL;CAMINO DE LOS VINATEROS;CAMINO DE LOS VINATEROS;16;3
AVENIDA;DEL;CAMINO DE SANTIAGO;CAMINO DE SANTIAGO;9;7
CALLE;DEL;CAMINO VIEJO DE LEGANES;CAMINO VIEJO DE LEGANÉS;5;4
CALLE;DEL;CAMINO VIEJO DE VILLAVERDE;CAMINO VIEJO DE VILLAVERDE;16;4
CALLE;DE LOS;CAMINOS;CAMINOS;20;5
PASEO;DE;CAMOENS Y VALERO;CAMOENS Y VALERO;10;2
PLAZA;DE;CAMORRITOS;CAMORRITOS;20;5
CALLE;DEL;CAMPANAR;CAMPANAR;1;1
GLORIETA;DEL;CAMPANAR;CAMPANAR;17;3
CALLE;DE LAS;CAMPANAS;CAMPANAS;3;3
CALLE;DE LAS;CAMPANILLAS;CAMPANILLAS;8;6
CALLE;DE LA;CAMPAÑA;CAMPAÑA;21;3
CALLE;DE LA;CAMPAÑA;CAMPAÑA;19;1
CALLE;DE;CAMPASPERO;CAMPASPERO;20;3
CALLE;DE;CAMPECHE;CAMPECHE;11;6
CALLE;DE;CAMPEZO;CAMPEZO;21;4
CALLE;DEL;CAMPILLO;CAMPILLO;1;1
CALLE;DE;CAMPILLO DE ARENAS;CAMPILLO DE ARENAS;13;5
PLAZA;DEL;CAMPILLO DEL MUNDO NUEVO;CAMPILLO DEL MUNDO NUEVO;20;6
CALLE;DE LA;CAMPIÑA;CAMPIÑA;16;6
CALLE;DEL;CAMPO;CAMPO;5;1
AVENIDA;DEL;CAMPO DE CALATRAVA;CAMPO DE CALATRAVA;15;5
PLAZA;DEL;CAMPO DE CRIPTANA;CAMPO DE CRIPTANA;13;1
CALLE;DEL;CAMPO DE LA ESTRELLA;CAMPO DE LA ESTRELLA;15;9
CALLE;DEL;CAMPO DE LA PALOMA;CAMPO DE LA PALOMA;15;9
CALLE;DEL;CAMPO DE LA TORRE;CAMPO DE LA TORRE;12;5
CALLE;DEL;CAMPO DE MONTIEL;CAMPO DE MONTIEL;16;4
CALLE;DEL;CAMPO FLORIDO;CAMPO FLORIDO;6;5
CALLE;DE;CAMPO REAL;CAMPO REAL;15;6
PASAJE;DE;CAMPO REAL;CAMPO REAL;19;1
CALLE;DE;CAMPOAMOR;CAMPOAMOR;1;6
CALLE;DE;CAMPOMANES;CAMPOMANES;13;2
CALLE;DE;CAMPORREDONDO;CAMPORREDONDO;1;2
CALLE;DE LOS;CAMPOS DE CASTILLA;CAMPOS DE CASTILLA;7;1
CALLE;DE;CAMPOS IBAÑEZ;CAMPOS IBÁÑEZ;9;6
CALLE;DE;CAMPOTEJAR;CAMPOTEJAR;8;6
AVENIDA;DEL;CAMPUS SUR;CAMPUS SUR;10;4
CALLE;DE;CAMPUZANO;CAMPUZANO;21;3
PASAJE;DE;CAN MAYOR;CAN MAYOR;9;7
PASAJE;DE;CAN MENOR;CAN MENOR;5;2
PLAZA;DEL;CANAL DE ISABEL II;CANAL DE ISABEL II;16;6
CALLE;DEL;CANAL DE LA MANCHA;CANAL DE LA MANCHA;17;1
CALLE;DEL;CANAL DE MOZAMBIQUE;CANAL DE MOZAMBIQUE;11;6
CALLE;DEL;CANAL DE PANAMA;CANAL DE PANAMÁ;8;7
CALLE;DEL;CANAL DE SUEZ;CANAL DE SUEZ;16;1
PASAJE;DEL;CANAL DE SUEZ;CANAL DE SUEZ;11;4
CALLE;DEL;CANAL DEL BOSFORO;CANAL DEL BÓSFORO;4;4
CAMINO;DE LA;CANALEJA;CANALEJA;14;3
PLAZA;DE;CANALEJAS;CANALEJAS;14;4
CALLE;DEL;CANALILLO;CANALILLO;14;6
PASAJE;DE LA;CANALIZACION;CANALIZACIÓN;8;6
CALLE;DEL;CANAPIARE;CANAPIARE;11;2
CALLE;DE LAS;CANARIAS;CANARIAS;11;5
CALLE;DE LOS;CANARIOS;CANARIOS;11;7
CALLE;DE;CANCER;CÁNCER;12;1
CALLE;DEL;CANCHAL;CANCHAL;16;3
CALLE;DE LAS;CANCHAS DEL MANZANARES;CANCHAS DEL MANZANARES;9;1
PLAZA;DE LA;CANCILLERIA;CANCILLERÍA;15;3
CALLE;DE;CANDELARIA MORA;CANDELARIA MORA;4;4
CALLE;DE;CANDELEDA;CANDELEDA;4;4
CALLE;DE;CANDIDO MATEOS;CÁNDIDO MATEOS;10;6
CALLE;DE;CANDILEJAS;CANDILEJAS;5;3
CALLE;DE LA;CANELA;CANELA;8;1
CALLE;DE;CANENCIA DE LA SIERRA;CANENCIA DE LA SIERRA;20;8
CALLE;DE;CANET DE MAR;CANET DE MAR;20;6
CALLE;DE;CANGAS DE ONIS;CANGAS DE ONÍS;10;2
CALLE;DE;CANGAS DEL NARCEA;CANGAS DEL NARCEA;13;1
CALLE;DEL;CANGREJO;CANGREJO;1;2
CALLE;DE;CANILLAS;CANILLAS;13;1
CAMINO;DE;CANILLAS;CANILLAS;12;3
CARRETERA;DE;CANILLAS;CANILLAS;8;6
AVENIDA;DE;CANILLEJAS A VICALVARO;CANILLEJAS A VICÁLVARO;12;4
CALLE;DE LA;CANOA;CANOA;8;6
PLAZA;DE;CANOVAS DEL CASTILLO;CÁNOVAS DEL CASTILLO;13;4
AVENIDA;DE;CANTABRIA;CANTABRIA;19;1
CALLE;DE;CANTALAPIEDRA;CANTALAPIEDRA;8;6
CALLE;DE;CANTALEJO;CANTALEJO;10;5
CALLE;DEL;CANTARO;CÁNTARO;6;6
CAMINO;DE LAS;CANTERAS;CANTERAS;5;2
CALLE;DE LAS;CANTERAS DE LAS PEÑUELAS;CANTERAS DE LAS PEÑUELAS;1;4
CALLE;DE LAS;CANTERAS DE TILLY;CANTERAS DE TILLY;1;1
CALLE;DE LOS;CANTEROS;CANTEROS;16;3
CARRETERA;DE;CANTO BLANCO;CANTO BLANCO;11;6
CARRETERA;DE;CANTO BLANCO;CANTO BLANCO;17;4
PASAJE;DE;CANTO DEL TOLMO;CANTO DEL TOLMO;12;1
PLAZA;DE;CANTORIA;CANTORÍA;12;2
CALLE;DE;CANTOS NEGROS;CANTOS NEGROS;13;4
CALLE;DEL;CANTUESO;CANTUESO;15;2
CALLE;DE LA;CAÑADA;CAÑADA;3;3
CAMINO;DE LA;CAÑADA;CAÑADA;3;3
CAMINO;DE LA;CAÑADA DE LAS CANTERAS;CAÑADA DE LAS CANTERAS;20;7
CALLE;DE LA;CAÑADA DE VICALVARO A SAN FERNANDO;CAÑADA DE VICÁLVARO A SAN FERNANDO;15;5
CALLE;DE LA;CAÑADA DEL SANTISIMO;CAÑADA DEL SANTÍSIMO;15;5
CALLE;DEL;CAÑAMAR;CAÑAMAR;21;3
CALLE;DE LAS;CAÑAS;CAÑAS;21;3
TRAVESIA;DE LAS;CAÑAS;CAÑAS;20;7
CALLE;DEL;CAÑAVERAL;CAÑAVERAL;10;6
CALLE;DE;CAÑETE;CAÑETE;1;3
CALLE;DE LOS;CAÑIZARES;CAÑIZARES;1;6
TRAVESIA;DEL;CAÑO;CAÑO;4;4
CALLE;DEL;CAÑON DEL RIO LOBOS;CAÑÓN DEL RÍO LOBOS;12;5
GLORIETA;DE LOS;CAÑOS;CAÑOS;16;4
PISTA;DE LOS;CAÑOS DE MANINA;CAÑOS DE MANINA;2;6
CALLE;DE LOS;CAÑOS DE SAN PEDRO;CAÑOS DE SAN PEDRO;19;1
CALLE;DE LOS;CAÑOS DEL PERAL;CAÑOS DEL PERAL;21;2
CUESTA;DE LOS;CAÑOS VIEJOS;CAÑOS VIEJOS;17;3
CALLE;DE LA;CAOBA;CAOBA;9;3
CALLE;DEL;CAOLIN;CAOLÍN;9;1
CAMINO;DE LA;CAPATAZA;CAPATAZA;2;4
CALLE;DE;CAPISCOL;CAPISCOL;9;3
AVENIDA;DE LA;CAPITAL DE ESPAÑA MADRID;CAPITAL DE ESPAÑA MADRID;8;3
CALLE;DEL;CAPITAN BLANCO ARGIBAY;CAPITÁN BLANCO ARGIBAY;13;3
CALLE;DEL;CAPITAN DE LA GANDARA;CAPITÁN DE LA GÁNDARA;17;5
CALLE;DEL;CAPITAN DE ORO;CAPITÁN DE ORO;18;3
CALLE;DEL;CAPITAN SALAS;CAPITÁN SALAS;16;3
CALLE;DEL;CAPITAN SALAZAR MARTINEZ;CAPITÁN SALAZAR MARTÍNEZ;20;1
CALLEJON;DEL;CAPOTE;CAPOTE;20;1
CALLE;DE;CAPRI;CAPRI;13;4
AVENIDA;DE LOS;CAPRICHOS;CAPRICHOS;5;2
CALLE;DE;CAPRICORNIO;CAPRICORNIO;4;4
CALLE;DE LA;CAPUCHINA;CAPUCHINA;16;3
COSTANILLA;DE LOS;CAPUCHINOS;CAPUCHINOS;19;2
PLAZA;DE LOS;CAPUCHINOS;CAPUCHINOS;20;1
PUENTE;DE LOS;CAPUCHINOS;CAPUCHINOS;20;2
CALLE;DE;CAQUETA;CAQUETA;20;4
PLAZA;DE;CARABANCHEL;CARABANCHEL;20;5
CARRETERA;DE;CARABANCHEL A ARAVACA;CARABANCHEL A ARAVACA;20;7
CARRETERA;DE;CARABANCHEL A VILLAVERDE;CARABANCHEL A VILLAVERDE;21;1
AVENIDA;DE;CARABANCHEL ALTO;CARABANCHEL ALTO;1;3
CALLE;DE;CARABANCHEL BAJO;CARABANCHEL BAJO;3;5
CALLE;DE;CARABAÑA;CARABAÑA;21;1
CALLE;DE LA;CARABELA;CARABELA;13;6
CALLE;DE;CARABELOS;CARABELOS;8;2
CALLE;DE;CARABIAS;CARABIAS;9;7
CALLE;DEL;CARABO;CÁRABO;19;1
CALLE;DE;CARACAS;CARACAS;20;4
CALLE;DEL;CARACOLI;CARACOLÍ;8;8
CALLE;DE;CARAMANTA;CARAMANTA;9;3
CALLE;DE;CARAMUEL;CARAMUEL;11;2
CALLE;DE;CARANAVAJOS;CARANAVAJOS;9;6
CALLE;DEL;CARARE;CARARE;6;5
CALLE;DE;CARAVACA;CARAVACA;14;6
CALLE;DE;CARAZO;CARAZO;18;1
CALLE;DE;CARBALLIDO;CARBALLIDO;19;1
CALLE;DE;CARBALLINO;CARBALLINO;18;3
PLAZA;DE;CARBALLO;CARBALLO;16;3
CALLE;DE;CARBONERAS;CARBONERAS;15;7
CALLE;DE;CARBONERO Y SOL;CARBONERO Y SOL;15;7
CALLE;DE LOS;CARBONEROS;CARBONEROS;6;4
CALLE;DEL;CARBONO;CARBONO;11;3
CALLE;DEL;CARBURO;CARBURO;1;2
CALLE;DE;CARCAGENTE;CARCAGENTE;9;7
CALLE;DE;CARCASTILLO;CARCASTILLO;14;2
TRAVESIA;DE;CARCASTILLO;CARCASTILLO;19;1
CALLE;DE;CARDAÑO;CARDAÑO;1;1
CALLE;DEL;CARDENAL BELLUGA;CARDENAL BELLUGA;1;1
CALLE;DEL;CARDENAL CISNEROS;CARDENAL CISNEROS;2;2
PLAZA;DEL;CARDENAL CISNEROS;CARDENAL CISNEROS;2;5
AVENIDA;DEL;CARDENAL HERRERA ORIA;CARDENAL HERRERA ORIA;8;6
CALLE;DEL;CARDENAL MARCELO SPINOLA;CARDENAL MARCELO SPÍNOLA;21;5
CALLE;DEL;CARDENAL MENDOZA;CARDENAL MENDOZA;6;5
PLAZA;DEL;CARDENAL PAMCILI;CARDENAL PAMCILI;11;2
CALLE;DEL;CARDENAL SILICEO;CARDENAL SILÍCEO;11;2
CALLE;DEL;CARDENAL SOLIS;CARDENAL SOLÍS;8;1
CALLE;DEL;CARDENAL TAVERA;CARDENAL TAVERA;1;2
CALLE;DEL;CARDENAL VICENTE ENRIQUE Y TARANCON;CARDENAL VICENTE ENRIQUE Y TARANCÓN;20;4
CALLE;DE LA;CARDENCHA;CARDENCHA;10;1
CALLE;DE;CARDENIO;CARDENIO;21;2
CALLE;DE;CARDEÑA;CARDEÑA;9;7
CALLE;DE;CARDEÑOSA;CARDEÑOSA;1;4
CALLE;DE;CARDEÑUELA RIOPICO;CARDEÑUELA RÍOPICO;8;1
PASAJE;DE;CARENA;CARENA;16;4
CALLE;DEL;CARIBE;CARIBE;11;5
CALLE;DE LA;CARIDAD;CARIDAD;10;5
CALLE;DE;CARIÑENA;CARIÑENA;17;1
CALLE;DE LA;CARLINA;CARLINA;11;6
CAMINO;DE;CARLOS;CARLOS;11;5
CALLE;DE;CARLOS ARNICHES;CARLOS ARNICHES;2;4
CALLE;DE;CARLOS ARNICHES MOLTO;CARLOS ARNICHES MOLTÓ;21;1
CALLE;DE;CARLOS AURIOLES;CARLOS AURIOLES;12;3
CALLE;DE;CARLOS BALENCHANA;CARLOS BALENCHANA;10;5
CALLE;DE;CARLOS BRAVO;CARLOS BRAVO;9;7
CALLE;DE;CARLOS CAAMAÑO;CARLOS CAAMAÑO;7;4
PLAZA;DE;CARLOS CAMBRONERO;CARLOS CAMBRONERO;16;4
CALLE;DE;CARLOS DABAN;CARLOS DABÁN;16;4
CALLE;DE;CARLOS DOMINGO;CARLOS DOMINGO;10;1
CALLE;DE;CARLOS DUBOIS;CARLOS DUBOIS;10;2
CALLE;DE;CARLOS FERNANDEZ CASADO;CARLOS FERNÁNDEZ CASADO;18;1
CALLE;DE;CARLOS FUENTES;CARLOS FUENTES;16;4
CALLE;DE;CARLOS GARDEL;CARLOS GARDEL;1;2
CALLE;DE;CARLOS HEREDERO;CARLOS HEREDERO;10;5
CALLE;DE;CARLOS HERNANDEZ;CARLOS HERNÁNDEZ;10;2
CALLE;DE;CARLOS II;CARLOS II;10;5
TRAVESIA;DE;CARLOS II;CARLOS II;8;4
CALLE;DE;CARLOS III;CARLOS III;10;3
PASEO;DE;CARLOS III;CARLOS III;5;1
CALLE;DE;CARLOS IV;CARLOS IV;8;1
CALLE;DE;CARLOS LATORRE;CARLOS LATORRE;17;4
GLORIETA;DE;CARLOS LLAMAS;CARLOS LLAMAS;13;1
PLAZA;DE;CARLOS MARIA DE CASTRO;CARLOS MARÍA DE CASTRO;10;2
CALLE;DE;CARLOS MARIN;CARLOS MARÍN;11;5
CALLE;DE;CARLOS MARTIN ALVAREZ;CARLOS MARTÍN ÁLVAREZ;11;7
PARTICULAR;DE;CARLOS MARTIN ALVAREZ;CARLOS MARTÍN ÁLVAREZ;10;5
CALLE;DE;CARLOS MAURRAS;CARLOS MAURRÁS;4;4
CALLE;DE;CARLOS MORLA LYNCH;CARLOS MORLA LYNCH;7;3
CALLE;DE;CARLOS PAINO;CARLOS PAÍNO;9;3
CALLE;DE;CARLOS PEREYRA;CARLOS PEREYRA;8;2
CALLE;DE;CARLOS RUBIO;CARLOS RUBIO;8;3
CALLE;DE;CARLOS SAN JOSE;CARLOS SAN JOSÉ;8;4
CALLE;DE;CARLOS SOLE;CARLOS SOLÉ;8;5
PLAZA;DE;CARLOS TRIAS BERTRAN;CARLOS TRÍAS BERTRÁN;8;6
CALLE;DE;CARLOS Y GUILLERMO FERNANDEZ SHAW;CARLOS Y GUILLERMO FERNÁNDEZ SHAW;8;7
CALLE;DE;CARLOTA O'NEILL;CARLOTA O'NEILL;5;6
CALLE;DE LOS;CARMELITAS;CARMELITAS;10;2
CALLE;DEL;CARMEN;CARMEN;11;7
PLAZA;DEL;CARMEN;CARMEN;5;2
CALLE;DE;CARMEN AMAYA;CARMEN AMAYA;2;6
CALLE;DE;CARMEN BORDIU;CARMEN BORDIÚ;16;6
CALLE;DE;CARMEN BRAVO VILLASANTE;CARMEN BRAVO VILLASANTE;18;3
CALLE;DE;CARMEN BRUGUERA;CARMEN BRUGUERA;10;5
